시장,종목명,종목코드,업종,종가,거래대금(억원),시가총액(억원),거래대금(원),RSI14,MFI14,이격도,BB_BW,TTM_SQUEEZE,TTM_SQUEEZE_CNT,BB_SQUEEZE_BW,ret_1d_%,ret_5d_%,ret_10d_%,ret_20d_%,ret_60d_%,ret_120d_%,rel_20d_%,rel_60d_%,rel_120d_%,RES_RATIO,RES_RATIO_NEAR,IS_ABOVE_POC,POC_GAP,NEAR_THRES,Low_Trend_PCT,RSI_Rising,BB_Expanding,Vol_Quality,Range_Pos,외인순매수,기관순매수,메이저순매수,TRIGGER,Above_MA20,SUPERTREND_DIR,SUPERTREND_VAL,VWAP,VWAP_GAP,MACD_Slope_PCT,거래강도,V_POWER,IS_SWING_SUPPORT,주봉20선_상회,주봉추세,HMA20,HMA_Trend,HMA_On,OBV_Div,gap_pct,_data_length,consecutive_limit_up,MTF_WEEKLY_TREND,MTF_MONTHLY_TREND,MTF_DATA_SUFFICIENT,추천매수가,손절가,추천매도가1,추천매도가2,추천매도가3,ENTRY_ACTION,POSITION_PCT,PLAN_REASON,STOP_PCT,MAX_LOSS_PCT,RR_MULT,REGIME,TIME_STOP_DAYS,EXEC_RULE_ID,STOP_REASON,TP1_METHOD,TP1_PROB,TP2_METHOD,TP2_PROB,TP3_METHOD,TP3_PROB,개인순매수,업종_상세,업종_대분류,SECTOR_RET_5D,SECTOR_RS,SECTOR_RANK,ML_RAW_SCORE,ML_TRUSTED,V23_ATR_Pct,V23_OBV_Slope,V23_Upper_Shadow_Ratio,V23_SIGNAL_STATUS,ML_SCORE,ML_STATUS,TRIGGER_SCORE,RAW_TRIGGER_SCORE,ML_EFFECTIVE_SCORE,EBS,PASS_EBS,STRUCT_SCORE,TIMING_SCORE,AI_SCORE,FINAL_SCORE,DISPLAY_SCORE,W_STRUCT,W_TIMING,W_AI,SCORING_AXES,BLOCK_REASON
KOSDAQ,우리기술투자,041190,기타 금융업,6800,2741.65,5712.0,274165410280.0,82.2,98.7,41.57,56.86,0,0,0,15.84,48.31,43.31,48.31,15.45,-13.6,40.17,40.55,17.05,0.081,0.081,1,1.16,12.0,17.85,1,0,3.66,0.88,0,0,0,,1,1,4898.5,5912,15.0,0.7003,9.53,2.18,False,O,▲,5472,▲,O,X,3.24,250,0,1,-1,1,5040.0,4635.0,6170.0,7200.0,7890.0,hold,0.0,NORMAL+PM_BLOCK_INTRADAY+EF:당일 15%+ 급등 진입 보류+ENTRY:hold,8.04,5.0,2.8,normal,7,v1_sl_first_gap_at_open,NORMAL+PM_BLOCK_INTRADAY+EF:당일 15%+ 급등 진입 보류+ENTRY:hold,BB_UPPER,23,SWING_20D,5,SWING_120D,2,0.0,기타 금융업,금융,1.291714285714286,7.894857142857143,11.0,73.9,0,0.06780462184873949,0.24129060649416928,0.34782608695652173,OK,0.0,UNVALIDATED_MODEL,38.0,38.0,0.0,6,1,88.2,36.0,0.0,62.1,62.1,0.5,0.5,0.0,STRUCT+TIMING+SECTOR,[연속급등: 5일 수익률 40%+ 과열]
KOSPI,한화,000880,기타 화학제품 제조업,118100,1742.69,62981.4,174268971600.0,67.8,71.7,24.2,36.45,0,0,0,40.93,24.71,30.64,16.13,-11.47,3.14,16.32,6.15,-4.85,0.664,0.412,1,2.27,12.0,-7.46,1,0,1.22,0.79,9684,2953,12637,,1,1,81650.0,120666,-2.13,0.1785,5.8,1.56,False,X,▼,92087,▲,O,X,20.05,233,1,-1,-1,1,99800.0,91800.0,128100.0,166400.0,,hold,0.0,NORMAL+PM_BLOCK_INTRADAY+EF:갭 12%+ 진입 보류 + 당일 15%+ 급등 진입 보류+ENTRY:hold,8.02,4.0,3.5,normal,7,v1_sl_first_gap_at_open,NORMAL+PM_BLOCK_INTRADAY+EF:갭 12%+ 진입 보류 + 당일 15%+ 급등 진입 보류+ENTRY:hold,SWING_20D,12,SWING_60D,2,,0,0.0,기타 화학제품 제조업,화학·소재,4.1368,15.9992,4.0,79.4,0,0.08532219570405727,-0.00449075333017939,0.2803738317757009,OK,0.0,UNVALIDATED_MODEL,19.0,19.0,0.0,4,1,17.1,20.1,0.0,18.6,18.6,0.5,0.5,0.0,STRUCT+TIMING+SECTOR,[갭과대: 갭 15%+ 비정상]
KOSDAQ,아이티센글로벌,124500,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",40500,768.98,9397.8,76897916700.0,81.2,88.5,54.12,88.17,0,0,0,6.86,56.37,53.12,84.51,-11.67,-30.77,76.37,13.43,-0.12,0.58,0.122,1,5.83,12.0,36.57,1,0,2.04,0.94,0,0,0,,1,1,28220.0,31411,28.93,0.6721,3.07,1.57,False,O,▼,33156,▲,O,X,3.56,250,0,-1,-1,1,27600.0,25350.0,37900.0,42000.0,49200.0,split,50.0,NORMAL+PM_BLOCK_INTRADAY+EF:RSI 80+ 과열 분할 진입+ENTRY:split,8.15,5.0,4.6,normal,7,v1_sl_first_gap_at_open,NORMAL+PM_BLOCK_INTRADAY+EF:RSI 80+ 과열 분할 진입+ENTRY:split,BB_UPPER,12,SWING_20D,5,SWING_60D,2,0.0,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",IT/전기전자,1.8735294117647059,14.980980392156862,6.0,47.9,0,0.08871252204585538,0.03793181221876041,0.27522935779816515,OK,0.0,UNVALIDATED_MODEL,47.34754431588015,47.34754431588015,0.0,6,1,69.1,41.6,0.0,55.4,55.4,0.5,0.5,0.0,STRUCT+TIMING+SECTOR,[연속급등: 5일 수익률 40%+ 과열]
KOSPI,코스맥스,192820,기타 화학제품 제조업,289000,379.58,32800.1,37958258750.0,89.3,85.1,29.19,64.64,0,0,0,1.05,20.92,42.01,50.13,65.05,52.11,50.32,82.67,44.12,0.0,0.0,1,55.96,12.0,16.53,1,0,1.72,1.0,0,0,0,,1,1,223450.0,200518,44.13,0.1542,0.85,3.09,False,O,▲,278375,▲,O,X,0.0,250,0,1,1,1,235000.0,216000.0,289000.0,296500.0,329500.0,split,50.0,NORMAL+PM_BLOCK_INTRADAY+EF:RSI 80+ 과열 분할 진입+ENTRY:split,8.09,5.0,2.8,normal,7,v1_sl_first_gap_at_open,NORMAL+PM_BLOCK_INTRADAY+EF:RSI 80+ 과열 분할 진입+ENTRY:split,SWING_20D,12,BB_UPPER,5,FIBO_1.272,2,0.0,기타 화학제품 제조업,화학·소재,4.1368,15.9992,4.0,25.7,0,0.06008403361344538,0.13232198918521443,0.0,OK,0.0,UNVALIDATED_MODEL,63.56079995262879,63.56079995262879,0.0,6,1,91.5,70.6,0.0,81.0,81.0,0.5,0.5,0.0,STRUCT+TIMING+SECTOR,[RSI극단: RSI 85+ 극단과열]
KOSDAQ,더즌,462860,전기 통신업,2920,284.34,2095.3,28433825840.0,83.0,99.3,40.08,64.8,0,0,0,3.36,49.28,39.05,49.59,5.23,-32.8,41.45,30.33,-2.15,0.396,0.119,1,13.87,12.0,18.26,1,0,19.21,0.84,0,0,0,,1,1,2224.3,2587,12.87,0.8199,3.21,1.52,False,O,▼,2442,▲,O,X,2.48,250,0,-1,-1,1,2190.0,2010.0,2760.0,3180.0,4310.0,split,50.0,NORMAL+PM_BLOCK_INTRADAY+EF:RSI 80+ 과열 분할 진입+ENTRY:split,8.22,6.0,3.2,normal,7,v1_sl_first_gap_at_open,NORMAL+PM_BLOCK_INTRADAY+EF:RSI 80+ 과열 분할 진입+ENTRY:split,BB_UPPER,12,SWING_20D,5,SWING_120D,2,0.0,전기 통신업,IT/전기전자,1.8735294117647059,14.980980392156862,6.0,70.8,0,0.07179549902152642,0.03372819354854472,0.573170731707317,OK,0.0,UNVALIDATED_MODEL,30.141760112684423,30.141760112684423,0.0,6,1,67.6,22.5,0.0,45.0,45.0,0.5,0.5,0.0,STRUCT+TIMING+SECTOR,[연속급등: 5일 수익률 40%+ 과열]
KOSDAQ,코오롱티슈진,950160,기초 의약물질 제조업,19760,257.47,16790.1,25747088655.0,58.1,57.0,2.12,100.73,0,0,0,-2.9,-28.41,2.22,24.2,-80.93,-81.53,16.06,-55.83,-50.88,0.509,0.0,1,18.08,12.0,56.5,1,0,2.3,0.41,0,0,0,,1,1,17719.0,26818,-26.32,-1.7062,0.3,-1.57,False,X,▼,25111,▼,X,X,-0.25,250,0,-1,-1,1,19760.0,18170.0,31850.0,116500.0,149000.0,enter,100.0,NORMAL+PM_BLOCK_INTRADAY+EF:정상,8.05,5.0,7.6,normal,7,v1_sl_first_gap_at_open,NORMAL+PM_BLOCK_INTRADAY+EF:정상,SWING_20D,12,SWING_60D,2,SWING_120D,2,0.0,기초 의약물질 제조업,기타,0.4300000000000001,9.308148148148147,9.0,61.7,0,0.18384904569115093,0.3996926954258731,0.09375,OK,0.0,UNVALIDATED_MODEL,25.0,25.0,0.0,6,1,71.3,32.8,0.0,52.0,52.0,0.5,0.5,0.0,STRUCT+TIMING+SECTOR,[급락종목: 5일 -25% 이하 급락]
KOSPI,키다리스튜디오,020120,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업",5550,191.22,2057.0,19121506170.0,84.0,94.0,46.45,60.15,0,0,0,8.82,49.39,47.21,53.31,44.91,51.85,53.5,62.53,43.86,0.0,0.0,1,14.28,12.0,6.49,0,0,4.31,0.94,0,0,0,,1,1,4116.0,4339,27.88,0.7055,6.05,3.33,False,O,▲,4322,▲,O,X,3.92,250,0,1,1,1,3980.0,3660.0,4930.0,5700.0,6490.0,split,50.0,NORMAL+PM_BLOCK_INTRADAY+EF:RSI 80+ 과열 분할 진입+ENTRY:split,8.04,6.0,3.0,normal,7,v1_sl_first_gap_at_open,NORMAL+PM_BLOCK_INTRADAY+EF:RSI 80+ 과열 분할 진입+ENTRY:split,BB_UPPER,12,SWING_20D,2,FIBO_1.272,2,0.0,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업",서비스 기타,9.591,15.316999999999998,3.0,86.2,0,0.06087516087516087,0.05278889083611452,0.22727272727272727,OK,0.0,UNVALIDATED_MODEL,70.0,70.0,0.0,6,1,94.1,81.8,0.0,87.9,87.9,0.5,0.5,0.0,STRUCT+TIMING+SECTOR,[연속급등: 5일 수익률 40%+ 과열]
KOSPI,미래에셋생명,085620,보험업,29150,177.04,39405.0,17703760675.0,86.4,87.6,51.08,93.63,0,0,0,11.69,33.72,63.21,77.74,98.7,118.84,77.93,116.32,110.85,0.01,0.01,1,44.47,12.0,34.16,1,0,0.57,0.98,0,0,0,,1,1,20206.0,25037,16.43,0.2217,1.99,2.44,False,O,▲,26105,▲,O,X,1.15,250,0,1,1,1,20250.0,18630.0,24450.0,29500.0,37300.0,split,50.0,NORMAL+PM_BLOCK_INTRADAY+EF:당일 10%+ 급등 분할 진입 + RSI 80+ 과열 분할 진입+ENTRY:split,8.0,5.0,2.6,normal,7,v1_sl_first_gap_at_open,NORMAL+PM_BLOCK_INTRADAY+EF:당일 10%+ 급등 분할 진입 + RSI 80+ 과열 분할 진입+ENTRY:split,ATR_2x,23,SWING_20D,5,SWING_60D,2,0.0,보험업,금융,1.291714285714286,7.894857142857143,11.0,23.5,0,0.07201666258270031,0.061485440584676095,0.09722222222222222,OK,0.0,UNVALIDATED_MODEL,72.0,72.0,0.0,4,1,51.8,75.6,0.0,63.7,63.7,0.5,0.5,0.0,STRUCT+TIMING+SECTOR,[RSI극단: RSI 85+ 극단과열]
KOSDAQ,케이엔알시스템,199430,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",14420,135.9,1614.6,13590138390.0,46.4,64.9,-1.79,40.78,0,0,0,15.92,-1.37,-3.61,1.05,-24.22,-56.76,-7.09,0.88,-26.11,0.812,0.294,0,-0.6,12.0,5.9,0,0,0.56,0.4,0,0,0,,0,1,11400.0,14794,-2.53,-0.5434,2.28,-2.94,False,X,▼,14017,▼,O,X,26.13,250,0,-1,-1,1,15060.0,13850.0,18500.0,19540.0,20100.0,hold,0.0,NORMAL+PM_BLOCK_INTRADAY+EF:갭 12%+ 진입 보류 + 당일 15%+ 급등 진입 보류+ENTRY:hold,8.03,6.0,2.8,normal,7,v1_sl_first_gap_at_open,NORMAL+PM_BLOCK_INTRADAY+EF:갭 12%+ 진입 보류 + 당일 15%+ 급등 진입 보류+ENTRY:hold,SWING_20D,23,SWING_60D,12,ATR_3.5x,12,0.0,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",기타,0.4300000000000001,9.308148148148147,9.0,42.9,0,0.09931642559936596,0.0025172049926960828,0.2318840579710145,OK,0.0,UNVALIDATED_MODEL,26.0,26.0,0.0,4,1,3.5,3.9,0.0,3.7,3.7,0.5,0.5,0.0,STRUCT+TIMING+SECTOR,[갭과대: 갭 15%+ 비정상]
KOSDAQ,마이크로컨텍솔,098120,전자부품 제조업,43550,127.01,3620.2,12701382400.0,88.3,94.6,51.89,120.54,0,0,0,12.1,15.21,69.79,94.85,30.58,38.92,86.71,55.68,69.57,0.0,0.0,1,18.31,12.0,62.9,1,0,1.13,0.99,0,0,0,,1,1,29395.0,31460,38.43,-0.1749,1.31,2.76,False,O,▲,42116,▲,O,X,-1.54,250,0,1,1,1,30100.0,27650.0,37100.0,43700.0,46000.0,split,50.0,NORMAL+PM_BLOCK_INTRADAY+EF:당일 10%+ 급등 분할 진입 + RSI 80+ 과열 분할 진입+ENTRY:split,8.14,6.0,2.9,normal,7,v1_sl_first_gap_at_open,NORMAL+PM_BLOCK_INTRADAY+EF:당일 10%+ 급등 분할 진입 + RSI 80+ 과열 분할 진입+ENTRY:split,ATR_2x,23,SWING_20D,5,BB_UPPER,5,0.0,전자부품 제조업,IT/전기전자,1.8735294117647059,14.980980392156862,6.0,63.6,0,0.08020337871084139,0.10975276537398464,0.02631578947368421,OK,0.0,UNVALIDATED_MODEL,65.95330111798894,65.95330111798894,0.0,4,1,84.0,73.3,0.0,78.6,78.6,0.5,0.5,0.0,STRUCT+TIMING+SECTOR,[RSI극단: RSI 85+ 극단과열]
