LDY_RANK,종목코드,종목명,시장,업종_대분류,종가,거래대금(억원),시가총액(억원),켈리_수량,추천금액(만원),상태,ROUTE,ACTION_PRIORITY,IS_ACTIVE,IS_NOW_ENTRY,IS_WATCH,DISPLAY_SCORE,FINAL_SCORE,STRUCT_SCORE,TIMING_SCORE,AI_SCORE,NEWS_SCORE,ELITE_SCORE,AXIS_MEAN,AXIS_GAP,BALANCE_SCORE,RR_NOW_TP1,ENTRY_GAP_PCT,ELITE_REASON,TOP_PICK,추천매수가,손절가,추천매도가1,추천매도가2,TRIGGER,V_POWER,거래강도,VWAP,POC_GAP,NEWS_REASON,TTM_SQUEEZE_CNT,Low_Trend_PCT,RSI14,이격도,SCORE_REASON_TOP1,SCORE_REASON_TOP2,SCORE_RISK,ROUTE_REASON,MACRO_RISK,MARKET_BREADTH,업종,거래대금(원),MFI14,BB_BW,TTM_SQUEEZE,BB_SQUEEZE_BW,ret_1d_%,ret_5d_%,ret_10d_%,ret_20d_%,ret_60d_%,ret_120d_%,rel_20d_%,rel_60d_%,rel_120d_%,RES_RATIO,RES_RATIO_NEAR,IS_ABOVE_POC,NEAR_THRES,RSI_Rising,BB_Expanding,Vol_Quality,Range_Pos,외인순매수,기관순매수,메이저순매수,Above_MA20,SUPERTREND_DIR,SUPERTREND_VAL,VWAP_GAP,MACD_Slope_PCT,IS_SWING_SUPPORT,주봉20선_상회,주봉추세,HMA20,HMA_Trend,HMA_On,OBV_Div,gap_pct,_data_length,consecutive_limit_up,MTF_WEEKLY_TREND,MTF_MONTHLY_TREND,MTF_DATA_SUFFICIENT,추천매도가3,ENTRY_ACTION,POSITION_PCT,PLAN_REASON,STOP_PCT,MAX_LOSS_PCT,RR_MULT,REGIME,TIME_STOP_DAYS,EXEC_RULE_ID,STOP_REASON,TP1_METHOD,TP1_PROB,TP2_METHOD,TP2_PROB,TP3_METHOD,TP3_PROB,개인순매수,업종_상세,SECTOR_RET_5D,SECTOR_RS,SECTOR_RANK,ML_RAW_SCORE,ML_TRUSTED,V23_ATR_Pct,V23_OBV_Slope,V23_Upper_Shadow_Ratio,V23_SIGNAL_STATUS,ML_SCORE,ML_STATUS,TRIGGER_SCORE,RAW_TRIGGER_SCORE,ML_EFFECTIVE_SCORE,EBS,PASS_EBS,W_STRUCT,W_TIMING,W_AI,SCORING_AXES,STRATEGY,STRATEGY_SCORE,STRATEGY_HORIZON,REASON_THRESHOLD,기준일,시총기준일,AI_COMMENT,LDY_SCORE,TOTAL_SCORE,RANK_SCORE,벤치_60d_KOSPI_%,벤치_60d_KOSDAQ_%,ROW_BUILD_MODE,EST_WIN_RATE,CAL_HOLD_REASON,LOW_WR_FLAG,LEGACY_EST_WIN_RATE,LEGACY_LOW_WR_FLAG,CALIBRATION_MODE,CAL_N_TRADES,KELLY_PLANNED_B,KELLY_EMPIRICAL_B,KELLY_FINAL_B,KELLY_FRACTION,켈리_금액(원),추천수량,KELLY_ENGINE,KELLY_ERROR,CARRY_FROM_DATE,CARRY_AGE_DAYS,IS_STALE_CARRY,STALE_PENALTY,DATA_FRESHNESS_OK,TP1_PCT,TOP_PICK_TYPE,EST_WIN_RATE_METHOD,EST_WIN_RATE_MODE,EST_WIN_RATE_N,CONFIG_VERSION,RUN_STATUS,DEGRADED_REASONS,CONFIDENCE_SCORE,MAX_ALLOWED_ROUTE,AXIS_MCAP,AXIS_BENCH,AXIS_FLOW,AXIS_NEWS,AXIS_SECTOR,AXIS_ML,AXIS_TRIGGER,FALLBACK_COUNT,AXIS_QUALITY,HAS_NEWS,HAS_FLOW,HAS_SECTOR,CARRY_FAIL_REASON,ENTRY_RISK_FLAG,ENTRY_RISK_LEVEL,ENTRY_RISK_RULE,ENTRY_RISK_REASON,BUY_NOW_SCORE,BUY_NOW_GRADE,BUY_NOW_PASS,BUY_NOW_REASON,BUY_NOW_ELIGIBLE,NO_CHASE_FLAG,PULLBACK_WAIT_FLAG,ANTI_STRUCT_REVERSAL_FLAG,ANTI_STRUCT_REVERSAL_TYPE,ANTI_STRUCT_REVERSAL_SCORE,ANTI_STRUCT_REVERSAL_REASON,ENTRY_EDGE_SCORE,ENTRY_EDGE_LEVEL,ENTRY_EDGE_RULE,ENTRY_EDGE_REASON,ENTRY_EDGE_SHADOW_FLAG,EST_WIN_RATE_REALIZED_CAP,STRICT_OFFICIAL_BUY_ELIGIBLE,OFFICIAL_FUNNEL_STAGE,OFFICIAL_BLOCK_REASON_1,OFFICIAL_BLOCK_REASON_2,OFFICIAL_NEAR_MISS_SCORE,OFFICIAL_NEAR_MISS_TYPE,CANDIDATE_TRIAGE_TYPE,MACRO_REGIME_MODE,FX_HIGH_REGIME_FLAG,FX_STALE_FLAG,MARKET_INTERNAL_WEAK_FLAG,MACRO_HARD_BLOCK_SHADOW,MACRO_RELAXED_SHADOW_PASS,SHADOW_MACRO_RELAXED_ELIGIBLE,SHADOW_ENTRY_RELAXED_ELIGIBLE,SHADOW_SCORE_RELAXED_ELIGIBLE,ABNORMAL_HISTORY_GUARD_FLAG,ABNORMAL_HISTORY_GUARD_LEVEL,ABNORMAL_HISTORY_GUARD_TYPE,ABNORMAL_HISTORY_GUARD_REASON,MARKET_WARNING_GUARD_FLAG,MARKET_CAUTION_GUARD_FLAG,LONG_HISTORY_COLLAPSE_FLAG,SPIKE_REVERSAL_GUARD_FLAG,LONG_HIGH_TO_CLOSE_RATIO_USED,ORIGINAL_CANDIDATE_TRIAGE_TYPE,ORIGINAL_BUY_NOW_PASS,ORIGINAL_BUY_NOW_GRADE,NO_BUY_BREAKER_RULE_ID,NO_BUY_BREAKER_VALIDATED,NO_BUY_BREAKER_N,NO_BUY_BREAKER_WIN_RATE_5D,NO_BUY_BREAKER_AVG_RET_5D,NO_BUY_BREAKER_ALPHA_5D,NO_BUY_BREAKER_DECISION,CARRY_FROM_CLOSE,CARRY_RET_PCT,CARRY_STALE_STAGE,CARRY_EXIT_SIGNAL,CARRY_STALE_REASON,GUARD_PASS_1,GUARD_PASS_2,GUARD_PASS_3,GUARD_PASS_4,GUARD_PASS_5,GUARD_PASS_6,GUARD_PASS_7,GUARD_PASS_8,GUARD_PENALTY_1,GUARD_PENALTY_2,GUARD_PENALTY_3,GUARD_PENALTY_4,GUARD_PENALTY_5,GUARD_PENALTY_6,GUARD_PENALTY_7,GUARD_PENALTY_8,GUARD_PENALTY_TOTAL,GUARD_RR_MULT,GUARD_BLOCK,GUARD_FORCE_EXIT_ALERT,GUARD_PRE_WARNING,GUARD_TRENDLINE_BROKEN,GUARD_ALL_PASS,GUARDED_ELITE_SCORE,GUARD_KELLY_MULT,GUARD_REASON,ELITE_LABEL,TOP_PICK_RAW,MOMENTUM_LANE,MOMENTUM_WATCH,MOMENTUM_LANE_TIER,MOMENTUM_LANE_SCORE,MOMENTUM_LANE_RANK,MOMENTUM_LANE_REASON,STOP_OVERRIDE_ACTIVE,STOP_OVERRIDE_PRICE,STOP_OVERRIDE_PCT,NEW_ENTRY_BLOCKED,STOP_OVERRIDE_REASON,ABNORMAL_SURGE_FLAG,DATA_INTEGRITY_OK,DATA_INTEGRITY_REASON,DATA_INTEGRITY_NBAD,JULY_PROFIT_DEFENSE_SCORE,PROFIT_RECOVERY_SCORE,JULY_PROFIT_PROFILE_PASS,JULY_PROFIT_BLOCK_FLAG,JULY_PROFIT_DEFENSE_LEVEL,JULY_PROFIT_DEFENSE_REASON,PROFIT_RECOVERY_TIER,PROFIT_RECOVERY_SETUP,PROFIT_RECOVERY_BLOCK_FLAG,PROFIT_RECOVERY_SIZE_MULT,PROFIT_RECOVERY_ACTION,PROFIT_RECOVERY_REASON,PMS_SCORE,PMS_AVAIL_FEATS,PMS_RANK,PMS_PROFIT_PICK,PMS_BLEND_SCORE,PMS_BLEND_RANK,PMS_REASON,D1_CHECKPOINT_PCT,D1_CHECKPOINT_PRICE,D1_CHECKPOINT_REASON,SRP_BASE_PROB_2D,SRP_NOTE,SRP_EDGE_STATUS,EXIT_ROUTE_RISK,EXIT_STOP_TIGHT,EXIT_TP_QUICK,EXIT_PLAN_NOTE,PRODUCTION_BUY,QUALITY_GUARD_SCORE,PRE_QUALITY_BUY_NOW_ELIGIBLE,QUALITY_GUARD_PASS,QUALITY_GUARD_REASON,QUALITY_POLICY_VERSION,ACTION_DECISION,RECOMMENDED_WEIGHT_PCT,등락률,CARRY_PRICE_REFRESHED,EXTENSION_BLOCK,MARKET_REGIME,REGIME_REASON,REGIME_SIZE_MULT,REGIME_ALLOW_ENTRY,ALPHA_SCORE,BE_TRIGGER_PRICE,ALPHA_WIN_PROB,ALPHA_VALIDATED,RECO_EVIDENCE,RECO_RISK,HONEST_PROB_PCT
1,161890,한국콜마,KOSPI,화학·소재,107200,412.36,25304.6,0.0,0.0,WAIT,WAIT,3,False,1,True,82.4,82.4,99.0,65.7,0.0,0.0,47.4,54.9,99.0,0.0,2.02,0.0,RR2.0 + 진입적정,0,107200.0,98600.0,124600.0,140300.0,,-0.65,0.87,97657,23.94,특이사항 없음,0,20.73,64.8,5.8,STRUCT 강점,TIMING 보조,,추세 관망,CAUTION,88.0,기타 화학제품 제조업,41236065150.0,71.7,47.98,0,0,0.85,-4.37,0.37,21.27,26.86,67.76,39.09,9.86,17.28,0.093,0.093,1,12.0,1,0,1.68,0.59,0,0,0,1,1,95030.0,9.77,-0.3345,False,O,▲,114870,▼,X,X,0.19,250,0,1,1,1,154600.0,enter,100.0,NORMAL+PM_BLOCK_INTRADAY+EF:정상,8.02,5.0,2.0,normal,7.0,v1_sl_first_gap_at_open,NORMAL+PM_BLOCK_INTRADAY+EF:정상,SWING_20D,80,ATR_3.5x,45,FIBO_1.618,25,0.0,기타 화학제품 제조업,3.2229166666666664,7.595416666666666,6.0,45.0,0.0,0.0880863539445629,0.06132873780171269,0.10909090909090909,OK,0.0,UNVALIDATED_MODEL,47.22057368234799,47.22057368234799,0.0,6,1,0.5,0.5,0.0,STRUCT+TIMING+SECTOR,default,default,default,60,20260715,20260715,,82.4,82.4,82.4,17.0,-28.68,FRESH,0.36,,False,0.579,False,MATURE,10044.0,2.023,1.093,1.093,0.0,0.0,0.0,v22_calibrated,,,,,,True,16.2,,ELITE_SCORE,MATURE,10044,2.4.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True,,0,GREEN,,,100.0,BUY,1,,0,0,0,0,,0.0,T=66<70 · S=99≥50,100.0,GREEN,,,0,False,0,ENTRY_READY_BUT_NOT_TOP_PICK,TOP_PICK=0,진입조건은 양호하나 공식 Top Pick 아님,65.0,ENTRY_CLEAN_OBSERVE,ENTRY_CLEAN_OBSERVE,NORMAL,0,0,0,0,0,0,0,0,0,CLEAR,,,0,0,0,0,0.0,,,,,,,,,,DISABLED_LOSS_DEFENSE,,,,,,True,True,True,True,True,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,False,False,False,2,True,47.4,1.0,,,0,0,0,,0.0,0,시장 위험회피(하락 전환) — 모멘텀 레인 비활성,False,0.0,0.0,True,risk_off: 추천손절 유지 + 신규진입 차단,False,True,,0,100.0,100.0,1,0,PASS,7월 방어 profile 통과,A,PULLBACK_BREADTH,0,0.7,최우선 관찰,회복형 눌림+시장폭 · 품질+시장폭 · 시장폭 88.0 · 5일 -4.4%,82.73,6,24,0,90.76,8,모멘텀확인강(PMS83),-4.0,102912.0,"진입 후 D+1 종가 102,912원(-4%) 이탈 시 익일 조기청산 권고",33.8,"최근 20거래일 유니버스 실측 2일 상승률 33.8% (n=7,066) · 종목별 유의차 미검증",NO_EDGE_VALIDATED,OK,99696.0,117920.0,"손절 99,696(-7%)·본전전환 112,560(+5%)·1차익절 117,920(+10%)",0,100.0,0,0,TOP_PICK 아님 · 경로 WAIT · 상단여력 부족 · POC 확장 24% (추격 위험),high_prob_v27,WATCH,0.0,,,1,NEUTRAL,"중립 레짐 — KOSPI 20일선 아래, 시장폭 88% (실측: 본전 구간 → 진입 허용하되 사이즈 50%)",0.5,1,84.8,112560.0,0.3574,1,이 점수 구간의 과거 실측 승률 36% (표본 10044건) · 손익비 2.0 (손절 -8.0% / 1차목표 +16.2%) · 저점 상승 추세 21% (바닥이 높아지는 중) · AI 알파모델 예측 상위 15% (OOS 검증 통과 모델 — 이 구간 실측 승률 36%),중립 레짐 — 사이즈 50% 권장 · 거래량 밀집가 대비 +23.9% 확장 (실측 승률 20% — 추격 위험),36.0
2,006360,GS건설,KOSPI,건설·부동산,28750,462.27,24604.7,0.0,0.0,WAIT,WAIT,3,False,1,True,76.5,76.5,99.5,53.5,0.0,0.0,43.1,51.0,99.5,0.0,1.78,0.0,RR1.8 + 진입적정,0,28750.0,26450.0,32850.0,34600.0,,0.67,0.73,33514,0.9,특이사항 없음,0,17.45,59.9,3.7,STRUCT 강점,,,추세 관망,CAUTION,88.0,건물 건설업,46227262475.0,75.5,35.53,0,0,2.68,1.23,-4.49,-2.38,-27.31,50.6,15.44,-44.31,0.12,0.575,0.223,1,12.0,1,0,1.63,0.61,0,0,0,1,1,21995.0,-14.22,-0.3162,False,X,▲,30683,▼,X,X,2.68,250,0,1,1,1,44850.0,enter,100.0,NORMAL+PM_BLOCK_INTRADAY+EF:정상,8.0,5.0,1.8,normal,7.0,v1_sl_first_gap_at_open,NORMAL+PM_BLOCK_INTRADAY+EF:정상,SWING_20D,80,ATR_2x,70,SWING_60D,60,0.0,건물 건설업,-2.135,22.57,1.0,63.6,0.0,0.10111801242236025,0.10180366510567143,0.926829268292683,OK,0.0,UNVALIDATED_MODEL,36.477851469727,36.477851469727,0.0,6,1,0.5,0.5,0.0,STRUCT+TIMING+SECTOR,default,default,default,60,20260715,20260715,,76.5,76.5,76.5,17.0,-28.68,FRESH,0.36,,False,0.532,False,MATURE,10044.0,1.783,0.901,0.901,0.0,0.0,0.0,v22_calibrated,,,,,,True,14.3,,ELITE_SCORE,MATURE,10044,2.4.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True,,0,GREEN,,,100.0,BUY,1,,0,0,0,0,,0.0,T=54<70 · S=100≥50,100.0,GREEN,,,0,False,0,ENTRY_READY_BUT_NOT_TOP_PICK,TOP_PICK=0,진입조건은 양호하나 공식 Top Pick 아님,65.0,ENTRY_CLEAN_OBSERVE,ENTRY_CLEAN_OBSERVE,NORMAL,0,0,0,0,0,0,0,0,0,CLEAR,,,0,0,0,0,0.0,,,,,,,,,,DISABLED_LOSS_DEFENSE,,,,,,True,True,True,True,True,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,False,False,False,2,True,43.1,1.0,,,0,0,0,,0.0,0,시장 위험회피(하락 전환) — 모멘텀 레인 비활성,False,0.0,0.0,True,risk_off: 추천손절 유지 + 신규진입 차단,False,True,,0,100.0,100.0,1,0,PASS,7월 방어 profile 통과,A,QUALITY_BREADTH,0,0.7,최우선 관찰,품질+시장폭 · 시장폭 88.0 · 5일 1.2%,70.77,6,58,0,83.87,20,모멘텀확인중(PMS71),-4.0,27600.0,"진입 후 D+1 종가 27,600원(-4%) 이탈 시 익일 조기청산 권고",33.8,"최근 20거래일 유니버스 실측 2일 상승률 33.8% (n=7,066) · 종목별 유의차 미검증",NO_EDGE_VALIDATED,OK,26738.0,31625.0,"손절 26,738(-7%)·본전전환 30,188(+5%)·1차익절 31,625(+10%)",0,100.0,0,0,TOP_PICK 아님 · 경로 WAIT · VWAP 적정구간 아님,high_prob_v27,WATCH,0.0,,,0,NEUTRAL,"중립 레짐 — KOSPI 20일선 아래, 시장폭 88% (실측: 본전 구간 → 진입 허용하되 사이즈 50%)",0.5,1,40.1,30188.0,0.273,1,이 점수 구간의 과거 실측 승률 36% (표본 10044건) · 거래량 밀집가 대비 +0.9% — 가치영역 근접 (실측 승률 40%) · 손익비 1.8 (손절 -8.0% / 1차목표 +14.3%) · 저점 상승 추세 17% (바닥이 높아지는 중),중립 레짐 — 사이즈 50% 권장,36.0
3,005950,이수화학,KOSPI,화학·소재,13600,71.75,3576.0,16.0,22.0,WAIT,WAIT,3,False,1,True,83.4,83.4,100.0,66.7,0.0,0.0,48.0,55.6,100.0,0.0,1.99,0.0,RR2.0 + 진입적정,0,13600.0,12510.0,15770.0,17010.0,,0.78,0.65,12926,19.22,특이사항 없음,4,14.41,58.9,4.44,STRUCT 강점,TIMING 보조,,기술적 돌파 조건 충족,CAUTION,88.0,기초 화학물질 제조업,7175115765.0,64.8,27.77,1,0,-2.86,12.96,2.8,-2.23,61.9,67.69,15.59,44.9,17.21,0.213,0.11,1,12.0,0,0,2.03,0.61,0,0,0,1,1,10833.0,5.21,0.3388,False,O,▲,13490,▲,O,X,1.64,250,0,1,1,1,17990.0,enter,100.0,NORMAL+PM_BLOCK_INTRADAY+EF:정상,8.01,6.0,2.0,normal,7.0,v1_sl_first_gap_at_open,NORMAL+PM_BLOCK_INTRADAY+EF:정상,SWING_20D,80,ATR_2x,70,SWING_60D,60,0.0,기초 화학물질 제조업,3.2229166666666664,7.595416666666666,6.0,25.4,0.0,0.12510504201680672,0.027585149074485785,0.5,OK,0.0,UNVALIDATED_MODEL,42.97187783641523,42.97187783641523,0.0,10,1,0.5,0.5,0.0,STRUCT+TIMING+SECTOR,breakout,78.0,5.0,60,20260715,20260715,,83.4,83.4,83.4,17.0,-28.68,FRESH,0.36,elite_low_wr_0.36,True,0.587,False,MATURE,10044.0,1.991,1.125,1.125,0.1102,1101529.0,16.0,v22_calibrated,,,,,,True,16.0,,ELITE_SCORE,MATURE,10044,2.4.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True,,0,GREEN,,,100.0,BUY,1,,0,0,0,0,,0.0,T=67<70 · S=100≥50,100.0,GREEN,,,0,False,0,ENTRY_READY_BUT_NOT_TOP_PICK,TOP_PICK=0,진입조건은 양호하나 공식 Top Pick 아님,65.0,ENTRY_CLEAN_OBSERVE,ENTRY_CLEAN_OBSERVE,NORMAL,0,0,0,0,0,0,0,0,0,CLEAR,,,0,0,0,0,0.0,,,,,,,,,,DISABLED_LOSS_DEFENSE,,,,,,True,True,True,True,True,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,False,False,False,0,True,48.0,1.0,,,0,0,0,,0.0,0,시장 위험회피(하락 전환) — 모멘텀 레인 비활성,False,0.0,0.0,True,risk_off: 추천손절 유지 + 신규진입 차단,False,True,,0,96.0,97.0,0,0,CAUTION,5일 상승 13.0% > 5%,C,WATCH,0,0.2,관찰,시장폭 88.0 · 5일 13.0%,67.4,6,72,0,83.24,23,모멘텀확인중(PMS67),-4.0,13056.0,"진입 후 D+1 종가 13,056원(-4%) 이탈 시 익일 조기청산 권고",33.8,"최근 20거래일 유니버스 실측 2일 상승률 33.8% (n=7,066) · 종목별 유의차 미검증",NO_EDGE_VALIDATED,OK,12648.0,14960.0,"손절 12,648(-7%)·본전전환 14,280(+5%)·1차익절 14,960(+10%)",0,100.0,0,0,TOP_PICK 아님 · 경로 WAIT · MFI 65 · 상단여력 부족,high_prob_v27,WATCH,0.0,,,0,NEUTRAL,"중립 레짐 — KOSPI 20일선 아래, 시장폭 88% (실측: 본전 구간 → 진입 허용하되 사이즈 50%)",0.5,1,91.8,14280.0,0.4122,1,이 점수 구간의 과거 실측 승률 36% (표본 10044건) · 거래량 밀집가 대비 +19.2% — 가치영역 근접 (실측 승률 48%) · 손익비 2.0 (손절 -8.0% / 1차목표 +16.0%) · 변동성 응축 4일째 (스퀴즈 — 방향 분출 대기) · 저점 상승 추세 14% (바닥이 높아지는 중) · AI 알파모델 예측 상위 8% (OOS 검증 통과 모델 — 이 구간 실측 승률 41%),중립 레짐 — 사이즈 50% 권장,36.0
4,352820,하이브,KOSPI,미디어·콘텐츠,208000,424.07,89652.7,0.0,0.0,WAIT,WAIT,3,False,1,True,21.0,21.0,35.4,6.7,0.0,0.0,12.4,14.0,35.4,55.8,2.73,0.0,RR2.7 + 진입적정,0,208000.0,195900.0,241000.0,249000.0,,-2.13,0.68,227342,-16.41,특이사항 없음,0,15.69,58.2,-0.23,저점추세 양호,,,추세 관망,CAUTION,88.0,오디오물 출판 및 원판 녹음업,42406796500.0,71.3,28.45,0,0,0.97,-9.57,1.96,-11.68,-22.39,-38.19,6.14,-39.39,-88.67,0.906,0.176,0,12.0,1,0,1.03,0.5,0,0,0,0,1,183565.0,-8.51,-0.3508,True,X,▼,221859,▼,X,X,2.91,250,0,-1,-1,1,278000.0,enter,100.0,SWING+PM_BLOCK_INTRADAY+EF:정상,5.82,4.0,2.7,normal,7.0,v1_sl_first_gap_at_open,SWING+PM_BLOCK_INTRADAY+EF:정상,SWING_20D,80,VP_RESISTANCE,65,SWING_60D,60,0.0,오디오물 출판 및 원판 녹음업,-9.57,6.14,13.0,65.5,0.0,0.07405563186813187,0.11173180625473661,0.3181818181818182,OK,0.0,UNVALIDATED_MODEL,15.004199277437966,15.004199277437966,0.0,4,1,0.5,0.5,0.0,STRUCT+TIMING+SECTOR,default,default,default,60,20260715,20260715,,21.0,21.0,21.0,17.0,-28.68,FRESH,0.36,,False,0.3,True,MATURE,10044.0,2.727,0.852,0.852,0.0,0.0,0.0,v22_calibrated,,,,,,True,15.9,,ELITE_SCORE,MATURE,10044,2.4.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True,,0,GREEN,,,100.0,BUY,1,,0,0,0,0,,0.0,T=7<70,100.0,GREEN,,,0,False,0,ENTRY_READY_BUT_NOT_TOP_PICK,TOP_PICK=0,진입조건은 양호하나 공식 Top Pick 아님,50.0,ENTRY_CLEAN_OBSERVE,ENTRY_CLEAN_OBSERVE,NORMAL,0,0,0,0,0,0,0,0,0,CLEAR,,,0,0,0,0,0.0,,,,,,,,,,DISABLED_LOSS_DEFENSE,,,,,,True,False,True,True,False,True,True,True,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,20.0,0.5,False,True,False,4,False,0.0,0.0,G2RR×0.5 · G5추세붕괴4축,,0,0,0,,0.0,0,시장 위험회피(하락 전환) — 모멘텀 레인 비활성,False,0.0,0.0,True,risk_off: 추천손절 유지 + 신규진입 차단,False,True,,0,92.0,82.0,0,0,CAUTION,중립/관찰,C,WATCH,0,0.2,관찰,시장폭 88.0 · 5일 -9.6%,55.62,6,129,0,57.14,143,,-4.0,199680.0,"진입 후 D+1 종가 199,680원(-4%) 이탈 시 익일 조기청산 권고",33.8,"최근 20거래일 유니버스 실측 2일 상승률 33.8% (n=7,066) · 종목별 유의차 미검증",NO_EDGE_VALIDATED,OK,193440.0,228800.0,"손절 193,440(-7%)·본전전환 218,400(+5%)·1차익절 228,800(+10%)",0,100.0,0,0,TOP_PICK 아님 · 경로 WAIT · VWAP 적정구간 아님 · 기본점수 21,high_prob_v27,WATCH,0.0,,,0,NEUTRAL,"중립 레짐 — KOSPI 20일선 아래, 시장폭 88% (실측: 본전 구간 → 진입 허용하되 사이즈 50%)",0.5,1,95.4,218400.0,0.4122,1,이 점수 구간의 과거 실측 승률 36% (표본 10044건) · 거래량 밀집가 대비 -16.4% — 가치영역 근접 (실측 표본 적음) · 손익비 2.7 (손절 -5.8% / 1차목표 +15.9%) · 저점 상승 추세 16% (바닥이 높아지는 중) · AI 알파모델 예측 상위 5% (OOS 검증 통과 모델 — 이 구간 실측 승률 41%),중립 레짐 — 사이즈 50% 권장,36.0
5,138040,메리츠금융지주,KOSPI,금융,116900,320.57,195629.0,0.0,0.0,OVERHEAT,OVERHEAT,5,False,1,False,70.7,70.7,88.0,53.4,0.0,0.0,40.3,47.1,88.0,0.0,1.82,0.0,RR1.8 + 진입적정,0,116900.0,107500.0,134000.0,149800.0,,-0.43,0.87,109147,2.45,특이사항 없음,0,7.14,75.1,6.78,STRUCT 강점,,RSI 과열,과열 (RSI/수익률),CAUTION,88.0,기타 금융업,32056828100.0,70.3,18.77,0,0,2.9,2.81,9.35,2.27,-1.68,10.91,20.09,-18.68,-39.57,0.239,0.151,1,8.4,1,1,0.9,0.9,0,0,0,1,1,102230.0,7.1,-0.0259,False,O,▼,117051,▲,X,X,1.41,250,0,-1,1,1,,enter,100.0,NORMAL+PM_BLOCK_INTRADAY+EF:정상,8.04,4.0,1.8,normal,7.0,v1_sl_first_gap_at_open,NORMAL+PM_BLOCK_INTRADAY+EF:정상,ATR_3.5x,45,SWING_120D,45,,0,0.0,기타 금융업,2.1925,10.0153125,4.0,11.4,0.0,0.04179396309421972,0.017111852278891063,0.2702702702702703,OK,0.0,UNVALIDATED_MODEL,55.79874765247273,55.79874765247273,0.0,4,1,0.5,0.5,0.0,STRUCT+TIMING+SECTOR,default,default,default,60,20260715,20260715,,70.7,70.7,70.7,17.0,-28.68,FRESH,0.36,,False,0.486,False,MATURE,10044.0,1.819,0.852,0.852,0.0,0.0,0.0,v22_calibrated,,,,,,True,14.6,,ELITE_SCORE,MATURE,10044,2.4.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True,,0,GREEN,,,100.0,BUY,1,,0,0,0,0,,0.0,T=53<70 · S=88≥50,100.0,GREEN,,,0,False,0,ENTRY_READY_BUT_NOT_TOP_PICK,TOP_PICK=0,진입조건은 양호하나 공식 Top Pick 아님,58.0,ENTRY_CLEAN_OBSERVE,ENTRY_CLEAN_OBSERVE,NORMAL,0,0,0,0,0,0,0,0,0,CLEAR,,,0,0,0,0,0.0,,,,,,,,,,DISABLED_LOSS_DEFENSE,,,,,,True,True,True,True,True,True,True,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,False,False,False,1,True,40.3,1.0,,,0,0,0,,0.0,0,시장 위험회피(하락 전환) — 모멘텀 레인 비활성,False,0.0,0.0,True,risk_off: 추천손절 유지 + 신규진입 차단,False,True,,0,100.0,91.0,0,0,CAUTION,중립/관찰,C,WATCH,0,0.2,관찰,시장폭 88.0 · 5일 2.8%,80.37,6,33,0,87.91,11,모멘텀확인강(PMS80),-4.0,112224.0,"진입 후 D+1 종가 112,224원(-4%) 이탈 시 익일 조기청산 권고",33.8,"최근 20거래일 유니버스 실측 2일 상승률 33.8% (n=7,066) · 종목별 유의차 미검증",NO_EDGE_VALIDATED,CAUTION,108717.0,128590.0,"⚠️ 과열/추격 주의 · 손절 108,717(-7%)·본전전환 122,745(+5%)·1차익절 128,590(+10%)",0,100.0,0,0,TOP_PICK 아님 · 경로 OVERHEAT,high_prob_v27,WATCH,0.0,,,0,NEUTRAL,"중립 레짐 — KOSPI 20일선 아래, 시장폭 88% (실측: 본전 구간 → 진입 허용하되 사이즈 50%)",0.5,1,88.4,122745.0,0.3574,1,이 점수 구간의 과거 실측 승률 36% (표본 10044건) · 거래량 밀집가 대비 +2.5% — 가치영역 근접 (실측 승률 40%) · 손익비 1.8 (손절 -8.0% / 1차목표 +14.6%) · 저점 상승 추세 7% (바닥이 높아지는 중) · AI 알파모델 예측 상위 12% (OOS 검증 통과 모델 — 이 구간 실측 승률 36%),중립 레짐 — 사이즈 50% 권장 · RSI 75 과열 구간,36.0
