LDY_RANK,종목코드,종목명,시장,업종_대분류,종가,거래대금(억원),시가총액(억원),켈리_수량,추천금액(만원),상태,ROUTE,ACTION_PRIORITY,IS_ACTIVE,IS_NOW_ENTRY,IS_WATCH,DISPLAY_SCORE,FINAL_SCORE,STRUCT_SCORE,TIMING_SCORE,AI_SCORE,NEWS_SCORE,추천매수가,손절가,추천매도가1,추천매도가2,TRIGGER,V_POWER,거래강도,VWAP,POC_GAP,NEWS_REASON,TTM_SQUEEZE_CNT,Low_Trend_PCT,RSI14,이격도,SCORE_REASON_TOP1,SCORE_REASON_TOP2,SCORE_RISK,ROUTE_REASON,MACRO_RISK,MARKET_BREADTH,업종,거래대금(원),MFI14,BB_BW,TTM_SQUEEZE,BB_SQUEEZE_BW,ret_1d_%,ret_5d_%,ret_10d_%,ret_20d_%,ret_60d_%,ret_120d_%,rel_20d_%,rel_60d_%,rel_120d_%,RES_RATIO,RES_RATIO_NEAR,IS_ABOVE_POC,NEAR_THRES,RSI_Rising,BB_Expanding,Vol_Quality,Range_Pos,추천매도가3,TP1_METHOD,TP1_PROB,TP2_METHOD,TP2_PROB,TP3_METHOD,TP3_PROB,EXEC_RULE_ID,STOP_PCT,MAX_LOSS_PCT,RR_MULT,STOP_REASON,ENTRY_ACTION,POSITION_PCT,Above_MA20,SUPERTREND_DIR,SUPERTREND_VAL,VWAP_GAP,MACD_Slope_PCT,IS_SWING_SUPPORT,주봉20선_상회,주봉추세,HMA20,HMA_Trend,HMA_On,OBV_Div,외인순매수,기관순매수,메이저순매수,gap_pct,_data_length,consecutive_limit_up,MTF_WEEKLY_TREND,MTF_MONTHLY_TREND,MTF_DATA_SUFFICIENT,개인순매수,업종_상세,SECTOR_RET_5D,SECTOR_RS,SECTOR_RANK,ML_SCORE,TRIGGER_SCORE,RAW_TRIGGER_SCORE,EBS,PASS_EBS,W_STRUCT,W_TIMING,W_AI,SCORING_AXES,STRATEGY,STRATEGY_SCORE,STRATEGY_HORIZON,REASON_THRESHOLD,기준일,시총기준일,AI_COMMENT,LDY_SCORE,TOTAL_SCORE,RANK_SCORE,벤치_60d_KOSPI_%,벤치_60d_KOSDAQ_%,EST_WIN_RATE,CAL_HOLD_REASON,LOW_WR_FLAG,CALIBRATION_MODE,CAL_N_TRADES,켈리_금액(원),추천수량,CONFIG_SNAPSHOT,CONFIG_VERSION,RUN_STATUS,DEGRADED_REASONS,DATA_FRESHNESS_OK,HAS_NEWS,HAS_FLOW,HAS_SECTOR,CARRY_FROM_DATE,CARRY_AGE_DAYS,IS_STALE_CARRY,STALE_PENALTY,CONFIDENCE_SCORE,MAX_ALLOWED_ROUTE
1,017960,한국카본,KOSPI,기타,47950,487.85,24812.2,38,159.1,ATTACK,ATTACK,1,True,True,False,83.4,80.5,90.9,96.3,28.0,2.9,41700.0,35400.0,49000.0,55500.0,🚀급등시동,2.62,1.09,36825,31.21,"[공시]한국카본은 HD현대삼호주식회사와 429.6억원 규모의 LNG 수송선 화물창용 초저온 보냉자재 공급계약을 체결했습니다. 이는 최근 매출액(2024년 기준 7,417.4억원) 대비 5.8%에 해당하는 규모입니다. 신규 수주로 인한 매출 증대 기대는 긍정적이나, 매출액 대비 10% 미만의 계약 규모로 인해 주가에 미치는 영향은 제한적일 것으로 판단됩니다. / [뉴스]한국카본이 2,280억 원 규모의 LNG 운반선용 초저온 보냉자재 공급 계약을 체결하여 긍정적인 실적 개선이 기대됩니다.",0,7.36,69.4,20.37,TIMING 강점,STRUCT 보조,5일 급등,기술적 돌파 조건 충족,CAUTION,54.6,"구조용 금속제품, 탱크 및 증기발생기 제조업",48784807225.0,77.5,41.15,0,0,1.49,24.32,16.44,39.16,58.8,43.76,32.59,38.89,7.92,0.0,0.0,1,12.0,1,0,1.77,0.92,62400.0,SWING_20D,80.0,ATR_3.5x,45.0,FIBO_1.618,25.0,v1_sl_first_gap_at_open,15.11,5.0,1.2,NORMAL+PM_BLOCK_INTRADAY+EF:정상,enter,100.0,1,1,35095.0,29.8,0.3047,False,O,▲,44030,▲,O,X,0,0,0,-2.34,250.0,0.0,1.0,1.0,1.0,0.0,"구조용 금속제품, 탱크 및 증기발생기 제조업",6.9355932203389825,12.303474576271187,6.0,28.0,68.71086389381105,68.71086389381105,6,1,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,default,default,default,60.0,20260312,20260312," 📢재료: [공시]한국카본은 HD현대삼호주식회사와 429.6억원 규모의 LNG 수송선 화물창용 초저온 보냉자재 공급계약을 체결했습니다. 이는 최근 매출액(2024년 기준 7,417.4억원) 대비 5.8%에 해당하는 규모입니다. 신규 수주로 인한 매출 증대 기대는 긍정적이나, 매출액 대비 10% 미만의 계약 규모로 인해 주가에 미치는 영향은 제한적일 것으로 판단됩니다. / [뉴스]한국카본이 2,280억 원 규모의 LNG 운반선용 초저온 보냉자재 공급 계약을 체결하여 긍정적인 실적 개선이 기대됩니다.",83.4,83.4,83.4,19.91,19.91,0.634,,False,FALLBACK,3.0,1590684,38.0,"{""lookback_days"": 250, ""bench_lookback_days"": 60, ""top_n"": 600, ""min_turnover_eok"": 50, ""min_mcap_eok"": 1000, ""max_workers"": 4, ""pass_ebs"": 4, ""cache_format"": ""parquet"", ""rsi_low"": 45.0, ""rsi_high"": 65.0, ""rsi_overheat"": 75.0, ""vol_quality_min"": 1.1, ""rsi_penalty_threshold"": 75.0, ""gap_pct_penalty_threshold"": 5.0, ""timing_attack_threshold"": 60.0, ""vol_quality_attack"": 1.3, ""bb_period"": 20, ""bb_std"": 2.0, ""bb_squeeze_bw"": 10.0, ""kc_period"": 20, ""kc_atr_period"": 20, ""kc_mult"": 1.5, ""bonus_bb_squeeze_score"": 3.0, ""bonus_bb_squeeze_entry"": 4.0, ""trigger_dist_wick_high"": 0.35, ""trigger_dist_wick_mid"": 0.25, ""trigger_ret_pct_dist"": 5.0, ""trigger_ret_pct_weak"": 3.0, ""trigger_range_pos_weak"": 0.6, ""trigger_vol_ratio_spike"": 3.0, ""mtf_struct_bonus"": 10.0, ""mtf_struct_penalty"": 15.0, ""mtf_min_weekly_bars"": 26, ""mtf_min_monthly_bars"": 12, ""w_rr"": 0.25, ""w_t1"": 0.18, ""w_sl"": 0.12, ""w_near"": 0.12, ""w_mom"": 0.1, ""w_liq"": 0.13, ""w_tec"": 0.1, ""w_sector"": 0.05, ""p_overheat_5d"": 6.0, ""p_overheat_10d"": 6.0, ""p_rsi_out"": 4.0, ""p_macd_neg"": 4.0, ""p_near_far"": 4.0, ""p_liq_low"": 4.0, ""p_vol_spike"": 2.0, ""p_big_sl"": 3.0, ""fx_caution"": 1470.0, ""fx_critical"": 1490.0, ""nasdaq_caution"": -1.5, ""nasdaq_critical"": -2.5, ""rec_limit_default"": 5, ""rec_limit_caution"": 3, ""ml_low"": 5.0, ""ml_high"": 25.0, ""ml_max_weight"": 0.2, ""ml_cov_gate"": 0.2, ""trim_pct"": 0.1, ""ebs_pass_threshold"": 3, ""macro_weights"": {""CRITICAL"": [0.55, 0.25], ""HIGH"": [0.5, 0.3], ""NORMAL"": [0.4, 0.4]}, ""slippage_base_bps"": 10.0, ""slippage_low_liq_mult"": 3.0, ""slippage_liq_threshold_eok"": 20.0, ""liq_penalty_very_low_eok"": 5.0, ""liq_penalty_very_low_pts"": 8.0, ""liq_penalty_low_eok"": 10.0, ""liq_penalty_low_pts"": 4.0, ""time_stop_days"": 7, ""time_stop_min_move_pct"": 2.0, ""time_stop_extend_if_profit"": true, ""config_version"": ""2.0.0"", ""_snapshot_ts"": ""2026-03-12T19:03:19.583072""}",2.0.0,OK,,True,True,True,True,,,,,100.0,ATTACK
2,402490,그린리소스,KOSDAQ,반도체,12670,152.97,2098.8,168,183.6,ATTACK,ATTACK,1,True,True,False,81.1,81.1,91.2,68.3,86.6,0.0,10880.0,9250.0,13480.0,14840.0,🚀급등시동,0.8,0.47,10509,13.53,특이사항 없음,0,6.1,65.1,22.24,STRUCT 강점,AI 보조,,기술적 돌파 조건 충족,CAUTION,54.6,반도체 제조업,15297277875.0,83.2,50.92,0,0,-2.31,4.8,32.53,51.56,62.44,18.97,44.99,42.53,-16.87,0.053,0.053,1,12.0,1,0,1.89,0.84,15160.0,SWING_20D,80.0,ATR_3.5x,45.0,FIBO_1.272,40.0,v1_sl_first_gap_at_open,14.98,6.0,1.6,NORMAL+PM_BLOCK_INTRADAY+EF:정상,enter,100.0,1,1,9527.0,20.56,0.184,False,O,▲,12179,▲,O,X,0,0,0,0.31,250.0,0.0,1.0,1.0,1.0,0.0,반도체 제조업,8.497142857142856,24.975714285714286,2.0,86.6,44.5,44.5,6,1,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,default,default,default,60.0,20260312,20260312,,81.1,81.1,81.1,19.91,19.91,0.611,,False,FALLBACK,3.0,1835634,168.0,"{""lookback_days"": 250, ""bench_lookback_days"": 60, ""top_n"": 600, ""min_turnover_eok"": 50, ""min_mcap_eok"": 1000, ""max_workers"": 4, ""pass_ebs"": 4, ""cache_format"": ""parquet"", ""rsi_low"": 45.0, ""rsi_high"": 65.0, ""rsi_overheat"": 75.0, ""vol_quality_min"": 1.1, ""rsi_penalty_threshold"": 75.0, ""gap_pct_penalty_threshold"": 5.0, ""timing_attack_threshold"": 60.0, ""vol_quality_attack"": 1.3, ""bb_period"": 20, ""bb_std"": 2.0, ""bb_squeeze_bw"": 10.0, ""kc_period"": 20, ""kc_atr_period"": 20, ""kc_mult"": 1.5, ""bonus_bb_squeeze_score"": 3.0, ""bonus_bb_squeeze_entry"": 4.0, ""trigger_dist_wick_high"": 0.35, ""trigger_dist_wick_mid"": 0.25, ""trigger_ret_pct_dist"": 5.0, ""trigger_ret_pct_weak"": 3.0, ""trigger_range_pos_weak"": 0.6, ""trigger_vol_ratio_spike"": 3.0, ""mtf_struct_bonus"": 10.0, ""mtf_struct_penalty"": 15.0, ""mtf_min_weekly_bars"": 26, ""mtf_min_monthly_bars"": 12, ""w_rr"": 0.25, ""w_t1"": 0.18, ""w_sl"": 0.12, ""w_near"": 0.12, ""w_mom"": 0.1, ""w_liq"": 0.13, ""w_tec"": 0.1, ""w_sector"": 0.05, ""p_overheat_5d"": 6.0, ""p_overheat_10d"": 6.0, ""p_rsi_out"": 4.0, ""p_macd_neg"": 4.0, ""p_near_far"": 4.0, ""p_liq_low"": 4.0, ""p_vol_spike"": 2.0, ""p_big_sl"": 3.0, ""fx_caution"": 1470.0, ""fx_critical"": 1490.0, ""nasdaq_caution"": -1.5, ""nasdaq_critical"": -2.5, ""rec_limit_default"": 5, ""rec_limit_caution"": 3, ""ml_low"": 5.0, ""ml_high"": 25.0, ""ml_max_weight"": 0.2, ""ml_cov_gate"": 0.2, ""trim_pct"": 0.1, ""ebs_pass_threshold"": 3, ""macro_weights"": {""CRITICAL"": [0.55, 0.25], ""HIGH"": [0.5, 0.3], ""NORMAL"": [0.4, 0.4]}, ""slippage_base_bps"": 10.0, ""slippage_low_liq_mult"": 3.0, ""slippage_liq_threshold_eok"": 20.0, ""liq_penalty_very_low_eok"": 5.0, ""liq_penalty_very_low_pts"": 8.0, ""liq_penalty_low_eok"": 10.0, ""liq_penalty_low_pts"": 4.0, ""time_stop_days"": 7, ""time_stop_min_move_pct"": 2.0, ""time_stop_extend_if_profit"": true, ""config_version"": ""2.0.0"", ""_snapshot_ts"": ""2026-03-12T19:03:19.583072""}",2.0.0,OK,,True,True,True,True,,,,,100.0,ATTACK
3,003000,부광약품,KOSPI,바이오·의약품,5770,161.05,5693.0,118,65.7,ATTACK,ATTACK,1,True,True,False,80.7,80.3,96.8,73.5,60.7,0.4,5560.0,4725.0,6250.0,7470.0,,2.51,0.86,4961,46.14,[뉴스]부광약품이 유니온제약 인수를 추진하며 사업 확장에 대한 기대감을 나타냅니다.,0,13.3,53.2,14.87,STRUCT 강점,TIMING 보조,5일 급등,기술적 돌파 조건 충족,CAUTION,54.6,의약품 제조업,16105319915.0,69.4,43.1,0,0,7.65,16.92,7.65,43.53,44.61,62.54,36.96,24.7,26.7,0.0,0.0,1,12.0,0,0,2.05,0.79,7890.0,SWING_20D,80.0,ATR_3.5x,45.0,FIBO_1.618,25.0,v1_sl_first_gap_at_open,15.02,5.0,0.8,NORMAL+PM_BLOCK_INTRADAY+EF:정상,enter,100.0,1,1,4425.5,16.3,0.1414,False,O,▲,5095,▲,O,X,0,0,0,-0.19,250.0,0.0,1.0,1.0,1.0,0.0,의약품 제조업,1.803125,5.49375,11.0,60.7,51.76792057946523,51.76792057946523,8,1,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,default,default,default,60.0,20260312,20260312, 📢재료: [뉴스]부광약품이 유니온제약 인수를 추진하며 사업 확장에 대한 기대감을 나타냅니다.,80.7,80.7,80.7,19.91,19.91,0.607,,False,FALLBACK,3.0,657065,118.0,"{""lookback_days"": 250, ""bench_lookback_days"": 60, ""top_n"": 600, ""min_turnover_eok"": 50, ""min_mcap_eok"": 1000, ""max_workers"": 4, ""pass_ebs"": 4, ""cache_format"": ""parquet"", ""rsi_low"": 45.0, ""rsi_high"": 65.0, ""rsi_overheat"": 75.0, ""vol_quality_min"": 1.1, ""rsi_penalty_threshold"": 75.0, ""gap_pct_penalty_threshold"": 5.0, ""timing_attack_threshold"": 60.0, ""vol_quality_attack"": 1.3, ""bb_period"": 20, ""bb_std"": 2.0, ""bb_squeeze_bw"": 10.0, ""kc_period"": 20, ""kc_atr_period"": 20, ""kc_mult"": 1.5, ""bonus_bb_squeeze_score"": 3.0, ""bonus_bb_squeeze_entry"": 4.0, ""trigger_dist_wick_high"": 0.35, ""trigger_dist_wick_mid"": 0.25, ""trigger_ret_pct_dist"": 5.0, ""trigger_ret_pct_weak"": 3.0, ""trigger_range_pos_weak"": 0.6, ""trigger_vol_ratio_spike"": 3.0, ""mtf_struct_bonus"": 10.0, ""mtf_struct_penalty"": 15.0, ""mtf_min_weekly_bars"": 26, ""mtf_min_monthly_bars"": 12, ""w_rr"": 0.25, ""w_t1"": 0.18, ""w_sl"": 0.12, ""w_near"": 0.12, ""w_mom"": 0.1, ""w_liq"": 0.13, ""w_tec"": 0.1, ""w_sector"": 0.05, ""p_overheat_5d"": 6.0, ""p_overheat_10d"": 6.0, ""p_rsi_out"": 4.0, ""p_macd_neg"": 4.0, ""p_near_far"": 4.0, ""p_liq_low"": 4.0, ""p_vol_spike"": 2.0, ""p_big_sl"": 3.0, ""fx_caution"": 1470.0, ""fx_critical"": 1490.0, ""nasdaq_caution"": -1.5, ""nasdaq_critical"": -2.5, ""rec_limit_default"": 5, ""rec_limit_caution"": 3, ""ml_low"": 5.0, ""ml_high"": 25.0, ""ml_max_weight"": 0.2, ""ml_cov_gate"": 0.2, ""trim_pct"": 0.1, ""ebs_pass_threshold"": 3, ""macro_weights"": {""CRITICAL"": [0.55, 0.25], ""HIGH"": [0.5, 0.3], ""NORMAL"": [0.4, 0.4]}, ""slippage_base_bps"": 10.0, ""slippage_low_liq_mult"": 3.0, ""slippage_liq_threshold_eok"": 20.0, ""liq_penalty_very_low_eok"": 5.0, ""liq_penalty_very_low_pts"": 8.0, ""liq_penalty_low_eok"": 10.0, ""liq_penalty_low_pts"": 4.0, ""time_stop_days"": 7, ""time_stop_min_move_pct"": 2.0, ""time_stop_extend_if_profit"": true, ""config_version"": ""2.0.0"", ""_snapshot_ts"": ""2026-03-12T19:03:19.583072""}",2.0.0,OK,,True,True,True,True,,,,,100.0,ATTACK
4,125020,티씨머티리얼즈,KOSDAQ,기타,7230,203.88,2533.3,225,134.3,ATTACK,ATTACK,1,True,True,False,73.4,73.4,83.6,65.0,69.6,0.0,5960.0,5060.0,7540.0,8600.0,🚀급등시동,0.98,0.45,5360,19.92,특이사항 없음,0,34.47,69.1,27.39,STRUCT 강점,AI 보조,5일 급등,기술적 돌파 조건 충족,CAUTION,54.6,절연선 및 케이블 제조업,20388185165.0,82.4,66.61,0,0,0.84,16.24,24.23,75.7,112.96,54.98,69.13,93.05,19.14,0.015,0.015,1,12.0,1,0,3.01,0.91,10160.0,SWING_20D,80.0,ATR_3.5x,45.0,FIBO_1.618,25.0,v1_sl_first_gap_at_open,15.1,6.0,1.8,NORMAL+PM_BLOCK_INTRADAY+EF:정상,enter,100.0,1,1,5021.0,34.88,0.0959,False,O,▲,6695,▲,O,X,0,0,0,1.39,201.0,0.0,1.0,0.0,0.0,0.0,절연선 및 케이블 제조업,6.9355932203389825,12.303474576271187,6.0,69.6,41.0,41.0,6,1,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,default,default,default,60.0,20260312,20260312,,73.4,73.4,73.4,19.91,19.91,0.534,,False,FALLBACK,3.0,1342784,225.0,"{""lookback_days"": 250, ""bench_lookback_days"": 60, ""top_n"": 600, ""min_turnover_eok"": 50, ""min_mcap_eok"": 1000, ""max_workers"": 4, ""pass_ebs"": 4, ""cache_format"": ""parquet"", ""rsi_low"": 45.0, ""rsi_high"": 65.0, ""rsi_overheat"": 75.0, ""vol_quality_min"": 1.1, ""rsi_penalty_threshold"": 75.0, ""gap_pct_penalty_threshold"": 5.0, ""timing_attack_threshold"": 60.0, ""vol_quality_attack"": 1.3, ""bb_period"": 20, ""bb_std"": 2.0, ""bb_squeeze_bw"": 10.0, ""kc_period"": 20, ""kc_atr_period"": 20, ""kc_mult"": 1.5, ""bonus_bb_squeeze_score"": 3.0, ""bonus_bb_squeeze_entry"": 4.0, ""trigger_dist_wick_high"": 0.35, ""trigger_dist_wick_mid"": 0.25, ""trigger_ret_pct_dist"": 5.0, ""trigger_ret_pct_weak"": 3.0, ""trigger_range_pos_weak"": 0.6, ""trigger_vol_ratio_spike"": 3.0, ""mtf_struct_bonus"": 10.0, ""mtf_struct_penalty"": 15.0, ""mtf_min_weekly_bars"": 26, ""mtf_min_monthly_bars"": 12, ""w_rr"": 0.25, ""w_t1"": 0.18, ""w_sl"": 0.12, ""w_near"": 0.12, ""w_mom"": 0.1, ""w_liq"": 0.13, ""w_tec"": 0.1, ""w_sector"": 0.05, ""p_overheat_5d"": 6.0, ""p_overheat_10d"": 6.0, ""p_rsi_out"": 4.0, ""p_macd_neg"": 4.0, ""p_near_far"": 4.0, ""p_liq_low"": 4.0, ""p_vol_spike"": 2.0, ""p_big_sl"": 3.0, ""fx_caution"": 1470.0, ""fx_critical"": 1490.0, ""nasdaq_caution"": -1.5, ""nasdaq_critical"": -2.5, ""rec_limit_default"": 5, ""rec_limit_caution"": 3, ""ml_low"": 5.0, ""ml_high"": 25.0, ""ml_max_weight"": 0.2, ""ml_cov_gate"": 0.2, ""trim_pct"": 0.1, ""ebs_pass_threshold"": 3, ""macro_weights"": {""CRITICAL"": [0.55, 0.25], ""HIGH"": [0.5, 0.3], ""NORMAL"": [0.4, 0.4]}, ""slippage_base_bps"": 10.0, ""slippage_low_liq_mult"": 3.0, ""slippage_liq_threshold_eok"": 20.0, ""liq_penalty_very_low_eok"": 5.0, ""liq_penalty_very_low_pts"": 8.0, ""liq_penalty_low_eok"": 10.0, ""liq_penalty_low_pts"": 4.0, ""time_stop_days"": 7, ""time_stop_min_move_pct"": 2.0, ""time_stop_extend_if_profit"": true, ""config_version"": ""2.0.0"", ""_snapshot_ts"": ""2026-03-12T19:03:19.583072""}",2.0.0,OK,,True,True,True,True,,,,,100.0,ATTACK
5,010780,아이에스동서,KOSPI,기타,32900,96.48,10022.1,0,,ATTACK,ATTACK,1,True,True,False,70.8,70.8,58.9,84.4,67.4,0.0,32000.0,27800.0,33800.0,39750.0,,1.69,1.65,26207,44.09,특이사항 없음,0,-2.59,56.7,9.86,TIMING 강점,AI 보조,5일 급등,기술적 돌파 조건 충족,CAUTION,54.6,"시멘트, 석회, 플라스터 및 그 제품 제조업",9648222425.0,67.6,20.77,0,0,7.62,18.57,4.4,21.83,70.69,64.76,15.26,50.78,28.92,0.0,0.0,1,12.0,0,0,1.67,0.92,42900.0,SWING_20D,80.0,ATR_3.5x,45.0,FIBO_1.618,25.0,v1_sl_first_gap_at_open,13.12,5.0,0.4,NORMAL+PM_BLOCK_INTRADAY+EF:정상,enter,100.0,1,1,26695.0,26.68,0.2908,False,O,▲,28851,▲,O,X,0,0,0,0.0,250.0,0.0,1.0,1.0,1.0,0.0,"시멘트, 석회, 플라스터 및 그 제품 제조업",6.9355932203389825,12.303474576271187,6.0,67.4,58.0,58.0,6,1,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,default,default,default,60.0,20260312,20260312,,70.8,70.8,70.8,19.91,19.91,0.508,,False,FALLBACK,3.0,0,,"{""lookback_days"": 250, ""bench_lookback_days"": 60, ""top_n"": 600, ""min_turnover_eok"": 50, ""min_mcap_eok"": 1000, ""max_workers"": 4, ""pass_ebs"": 4, ""cache_format"": ""parquet"", ""rsi_low"": 45.0, ""rsi_high"": 65.0, ""rsi_overheat"": 75.0, ""vol_quality_min"": 1.1, ""rsi_penalty_threshold"": 75.0, ""gap_pct_penalty_threshold"": 5.0, ""timing_attack_threshold"": 60.0, ""vol_quality_attack"": 1.3, ""bb_period"": 20, ""bb_std"": 2.0, ""bb_squeeze_bw"": 10.0, ""kc_period"": 20, ""kc_atr_period"": 20, ""kc_mult"": 1.5, ""bonus_bb_squeeze_score"": 3.0, ""bonus_bb_squeeze_entry"": 4.0, ""trigger_dist_wick_high"": 0.35, ""trigger_dist_wick_mid"": 0.25, ""trigger_ret_pct_dist"": 5.0, ""trigger_ret_pct_weak"": 3.0, ""trigger_range_pos_weak"": 0.6, ""trigger_vol_ratio_spike"": 3.0, ""mtf_struct_bonus"": 10.0, ""mtf_struct_penalty"": 15.0, ""mtf_min_weekly_bars"": 26, ""mtf_min_monthly_bars"": 12, ""w_rr"": 0.25, ""w_t1"": 0.18, ""w_sl"": 0.12, ""w_near"": 0.12, ""w_mom"": 0.1, ""w_liq"": 0.13, ""w_tec"": 0.1, ""w_sector"": 0.05, ""p_overheat_5d"": 6.0, ""p_overheat_10d"": 6.0, ""p_rsi_out"": 4.0, ""p_macd_neg"": 4.0, ""p_near_far"": 4.0, ""p_liq_low"": 4.0, ""p_vol_spike"": 2.0, ""p_big_sl"": 3.0, ""fx_caution"": 1470.0, ""fx_critical"": 1490.0, ""nasdaq_caution"": -1.5, ""nasdaq_critical"": -2.5, ""rec_limit_default"": 5, ""rec_limit_caution"": 3, ""ml_low"": 5.0, ""ml_high"": 25.0, ""ml_max_weight"": 0.2, ""ml_cov_gate"": 0.2, ""trim_pct"": 0.1, ""ebs_pass_threshold"": 3, ""macro_weights"": {""CRITICAL"": [0.55, 0.25], ""HIGH"": [0.5, 0.3], ""NORMAL"": [0.4, 0.4]}, ""slippage_base_bps"": 10.0, ""slippage_low_liq_mult"": 3.0, ""slippage_liq_threshold_eok"": 20.0, ""liq_penalty_very_low_eok"": 5.0, ""liq_penalty_very_low_pts"": 8.0, ""liq_penalty_low_eok"": 10.0, ""liq_penalty_low_pts"": 4.0, ""time_stop_days"": 7, ""time_stop_min_move_pct"": 2.0, ""time_stop_extend_if_profit"": true, ""config_version"": ""2.0.0"", ""_snapshot_ts"": ""2026-03-12T19:03:19.583072""}",2.0.0,OK,,True,True,True,True,,,,,100.0,ATTACK
6,056090,시지메드텍,KOSDAQ,기타,3095,199.21,3195.9,889,236.7,ARMED,ARMED,2,True,False,False,83.6,82.6,91.4,70.4,89.2,1.0,2660.0,2260.0,3555.0,4280.0,,-0.02,0.84,2163,10.62,[뉴스]시지메드텍이 지난해 38억 원의 영업이익을 기록하며 흑자 전환에 성공했습니다.,0,44.4,62.7,22.18,STRUCT 강점,AI 보조,,스퀴즈/품질 대기,CAUTION,54.6,의료용 기기 제조업,19921417121.0,75.3,81.51,0,0,-7.61,-1.43,19.04,68.66,147.4,185.78,62.09,127.49,149.94,0.051,0.051,1,12.0,0,0,2.02,0.76,5070.0,SWING_20D,80.0,ATR_3.5x,45.0,FIBO_1.618,25.0,v1_sl_first_gap_at_open,15.04,6.0,2.2,NORMAL+PM_BLOCK_INTRADAY+EF:정상,enter,100.0,1,1,1981.1,43.03,-0.1208,False,O,▲,3054,▲,O,X,0,0,0,-1.49,250.0,0.0,1.0,1.0,1.0,0.0,의료용 기기 제조업,6.9355932203389825,12.303474576271187,6.0,89.2,46.29839746004477,46.29839746004477,6,1,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,default,default,default,60.0,20260312,20260312, 📢재료: [뉴스]시지메드텍이 지난해 38억 원의 영업이익을 기록하며 흑자 전환에 성공했습니다.,83.6,83.6,83.6,19.91,19.91,0.636,,False,FALLBACK,3.0,2366592,889.0,"{""lookback_days"": 250, ""bench_lookback_days"": 60, ""top_n"": 600, ""min_turnover_eok"": 50, ""min_mcap_eok"": 1000, ""max_workers"": 4, ""pass_ebs"": 4, ""cache_format"": ""parquet"", ""rsi_low"": 45.0, ""rsi_high"": 65.0, ""rsi_overheat"": 75.0, ""vol_quality_min"": 1.1, ""rsi_penalty_threshold"": 75.0, ""gap_pct_penalty_threshold"": 5.0, ""timing_attack_threshold"": 60.0, ""vol_quality_attack"": 1.3, ""bb_period"": 20, ""bb_std"": 2.0, ""bb_squeeze_bw"": 10.0, ""kc_period"": 20, ""kc_atr_period"": 20, ""kc_mult"": 1.5, ""bonus_bb_squeeze_score"": 3.0, ""bonus_bb_squeeze_entry"": 4.0, ""trigger_dist_wick_high"": 0.35, ""trigger_dist_wick_mid"": 0.25, ""trigger_ret_pct_dist"": 5.0, ""trigger_ret_pct_weak"": 3.0, ""trigger_range_pos_weak"": 0.6, ""trigger_vol_ratio_spike"": 3.0, ""mtf_struct_bonus"": 10.0, ""mtf_struct_penalty"": 15.0, ""mtf_min_weekly_bars"": 26, ""mtf_min_monthly_bars"": 12, ""w_rr"": 0.25, ""w_t1"": 0.18, ""w_sl"": 0.12, ""w_near"": 0.12, ""w_mom"": 0.1, ""w_liq"": 0.13, ""w_tec"": 0.1, ""w_sector"": 0.05, ""p_overheat_5d"": 6.0, ""p_overheat_10d"": 6.0, ""p_rsi_out"": 4.0, ""p_macd_neg"": 4.0, ""p_near_far"": 4.0, ""p_liq_low"": 4.0, ""p_vol_spike"": 2.0, ""p_big_sl"": 3.0, ""fx_caution"": 1470.0, ""fx_critical"": 1490.0, ""nasdaq_caution"": -1.5, ""nasdaq_critical"": -2.5, ""rec_limit_default"": 5, ""rec_limit_caution"": 3, ""ml_low"": 5.0, ""ml_high"": 25.0, ""ml_max_weight"": 0.2, ""ml_cov_gate"": 0.2, ""trim_pct"": 0.1, ""ebs_pass_threshold"": 3, ""macro_weights"": {""CRITICAL"": [0.55, 0.25], ""HIGH"": [0.5, 0.3], ""NORMAL"": [0.4, 0.4]}, ""slippage_base_bps"": 10.0, ""slippage_low_liq_mult"": 3.0, ""slippage_liq_threshold_eok"": 20.0, ""liq_penalty_very_low_eok"": 5.0, ""liq_penalty_very_low_pts"": 8.0, ""liq_penalty_low_eok"": 10.0, ""liq_penalty_low_pts"": 4.0, ""time_stop_days"": 7, ""time_stop_min_move_pct"": 2.0, ""time_stop_extend_if_profit"": true, ""config_version"": ""2.0.0"", ""_snapshot_ts"": ""2026-03-12T19:03:19.583072""}",2.0.0,OK,,True,True,True,True,,,,,100.0,ATTACK
