RULE_ID,REC_DATE,종목코드,종목명,FILL_STATUS,FILL_DAY,FILL_DATE,ENTRY_USED,RET_5D,MDD_5D,ALPHA_5D
RULE_D_ROUTE_ARMED_CLEAN_ENTRY,20260722,000270,기아,FILLED,1,20260723,146800.0,-17.98,-21.87,2.22
RULE_D_ROUTE_ARMED_CLEAN_ENTRY,20260722,316140,우리금융지주,FILLED,1,20260723,30650.0,4.57,-1.79,24.77
RULE_D_ROUTE_ARMED_CLEAN_ENTRY,20260722,004310,현대약품,FILLED,1,20260723,6510.0,-24.58,-28.26,-4.38
RULE_D_ROUTE_ARMED_CLEAN_ENTRY,20260722,021240,코웨이,FILLED,1,20260723,91800.0,-1.31,-4.14,18.89
RULE_D_ROUTE_ARMED_CLEAN_ENTRY,20260722,069540,빛과전자,FILLED,1,20260723,2520.0,-29.44,-32.46,-9.24
RULE_D_ROUTE_ARMED_CLEAN_ENTRY,20260722,192820,코스맥스,FILLED,1,20260723,169200.0,9.16,-0.95,29.36
RULE_D_ROUTE_ARMED_CLEAN_ENTRY,20260722,383220,F&F,FILLED,1,20260723,74000.0,4.86,-1.62,25.06
RULE_D_ROUTE_ARMED_CLEAN_ENTRY,20260722,278470,에이피알,FILLED,1,20260723,357500.0,-9.09,-14.27,11.11
RULE_D_ROUTE_ARMED_CLEAN_ENTRY,20260722,000810,삼성화재,FILLED,1,20260723,630000.0,-6.83,-9.37,13.37
RULE_D_ROUTE_ARMED_CLEAN_ENTRY,20260722,068270,셀트리온,FILLED,1,20260723,170100.0,5.82,0.0,26.02
RULE_D_ROUTE_ARMED_CLEAN_ENTRY,20260722,006280,녹십자,FILLED,1,20260723,118700.0,-4.63,-6.07,15.57
RULE_D_ROUTE_ARMED_CLEAN_ENTRY,20260722,139130,iM금융지주,FILLED,1,20260723,17510.0,-10.22,-13.99,9.98
RULE_D_ROUTE_ARMED_CLEAN_ENTRY,20260722,005490,POSCO홀딩스,FILLED,1,20260723,303000.0,-4.79,-9.24,15.41
RULE_D_ROUTE_ARMED_CLEAN_ENTRY,20260722,105560,KB금융,FILLED,1,20260723,175100.0,-8.57,-10.91,11.63
