LDY_RANK,종목코드,종목명,시장,업종_대분류,종가,거래대금(억원),시가총액(억원),켈리_수량,추천금액(만원),상태,ROUTE,ACTION_PRIORITY,IS_ACTIVE,IS_NOW_ENTRY,IS_WATCH,DISPLAY_SCORE,FINAL_SCORE,STRUCT_SCORE,TIMING_SCORE,AI_SCORE,NEWS_SCORE,ELITE_SCORE,AXIS_MEAN,AXIS_GAP,BALANCE_SCORE,RR_NOW_TP1,ENTRY_GAP_PCT,ELITE_REASON,TOP_PICK,추천매수가,손절가,추천매도가1,추천매도가2,TRIGGER,V_POWER,거래강도,VWAP,POC_GAP,NEWS_REASON,TTM_SQUEEZE_CNT,Low_Trend_PCT,RSI14,이격도,SCORE_REASON_TOP1,SCORE_REASON_TOP2,SCORE_RISK,ROUTE_REASON,MACRO_RISK,MARKET_BREADTH,업종,거래대금(원),MFI14,BB_BW,TTM_SQUEEZE,BB_SQUEEZE_BW,ret_1d_%,ret_5d_%,ret_10d_%,ret_20d_%,ret_60d_%,ret_120d_%,rel_20d_%,rel_60d_%,rel_120d_%,RES_RATIO,RES_RATIO_NEAR,IS_ABOVE_POC,NEAR_THRES,RSI_Rising,BB_Expanding,Vol_Quality,Range_Pos,추천매도가3,TP1_METHOD,TP1_PROB,TP2_METHOD,TP2_PROB,TP3_METHOD,TP3_PROB,EXEC_RULE_ID,STOP_PCT,MAX_LOSS_PCT,RR_MULT,STOP_REASON,ENTRY_ACTION,POSITION_PCT,Above_MA20,SUPERTREND_DIR,SUPERTREND_VAL,VWAP_GAP,MACD_Slope_PCT,IS_SWING_SUPPORT,주봉20선_상회,주봉추세,HMA20,HMA_Trend,HMA_On,OBV_Div,외인순매수,기관순매수,메이저순매수,gap_pct,_data_length,consecutive_limit_up,MTF_WEEKLY_TREND,MTF_MONTHLY_TREND,MTF_DATA_SUFFICIENT,개인순매수,업종_상세,SECTOR_RET_5D,SECTOR_RS,SECTOR_RANK,ML_SCORE,ML_STATUS,TRIGGER_SCORE,RAW_TRIGGER_SCORE,EBS,PASS_EBS,W_STRUCT,W_TIMING,W_AI,SCORING_AXES,STRATEGY,STRATEGY_SCORE,STRATEGY_HORIZON,REASON_THRESHOLD,기준일,시총기준일,AI_COMMENT,LDY_SCORE,TOTAL_SCORE,RANK_SCORE,벤치_60d_KOSPI_%,벤치_60d_KOSDAQ_%,ROW_BUILD_MODE,EST_WIN_RATE,CAL_HOLD_REASON,LOW_WR_FLAG,CALIBRATION_MODE,CAL_N_TRADES,켈리_금액(원),추천수량,CARRY_FROM_DATE,CARRY_AGE_DAYS,IS_STALE_CARRY,STALE_PENALTY,DATA_FRESHNESS_OK,TP1_PCT,CONFIG_SNAPSHOT,CONFIG_VERSION,RUN_STATUS,DEGRADED_REASONS,CONFIDENCE_SCORE,MAX_ALLOWED_ROUTE,AXIS_MCAP,AXIS_BENCH,AXIS_FLOW,AXIS_NEWS,AXIS_SECTOR,AXIS_ML,AXIS_TRIGGER,FALLBACK_COUNT,AXIS_QUALITY,HAS_NEWS,HAS_FLOW,HAS_SECTOR
1,278280,천보,KOSDAQ,화학·소재,66000,192.55,7936.6,40.0,227.4,ATTACK,ATTACK,1,True,True,False,86.8,86.8,88.2,92.3,72.8,0.0,24.6,84.4,19.5,75.6,0.12,16.8,3축고점 + 돌입,0,56500.0,49050.0,68100.0,69800.0,,0.23,1.94,55820,4.26,특이사항 없음,0,12.99,74.7,22.75,TIMING 강점,STRUCT 보조,RSI 과열,기술적 돌파 조건 충족,CAUTION,52.1,기초 화학물질 제조업,19255404000.0,74.6,47.12,0,0,3.94,22.22,30.18,38.36,34.83,13.99,27.93,3.24,-42.88,0.163,0.139,1,11.5,1,0,1.96,0.91,80600.0,SWING_20D,80,ATR_3.5x,45,SWING_120D,45,v1_sl_first_gap_at_open,13.19,5.0,1.6,NORMAL+PM_BLOCK_INTRADAY+EF:정상,enter,100.0,1,1,53550.0,18.24,0.0713,False,O,▲,63064,▲,O,X,0,0,0,2.99,250,0,1,-1,1,0.0,기초 화학물질 제조업,10.088085106382978,3.941063829787234,6.0,72.8,OK,70.0,70.0,6,1,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,default,default,default,60,20260417,20260417,,86.8,86.8,86.8,31.59,31.59,FRESH,0.668,,False,MATURE,118492.0,2273879.0,40.0,,,,,True,3.2,"{""lookback_days"": 250, ""bench_lookback_days"": 60, ""top_n"": 600, ""min_turnover_eok"": 50, ""min_mcap_eok"": 1000, ""max_workers"": 4, ""pass_ebs"": 4, ""cache_format"": ""parquet"", ""rsi_low"": 45.0, ""rsi_high"": 65.0, ""rsi_overheat"": 75.0, ""vol_quality_min"": 1.1, ""rsi_penalty_threshold"": 75.0, ""gap_pct_penalty_threshold"": 5.0, ""timing_attack_threshold"": 60.0, ""vol_quality_attack"": 1.3, ""route_overheat_ret5d"": 25.0, ""route_attack_timing_min"": 60.0, ""route_armed_vol_quality"": 2.0, ""route_attack_low_trend_floor"": -3.0, ""route_exit_vol_z"": 10.0, ""route_exit_ret1d"": 10.0, ""route_exit_frg_ratio"": -20.0, ""route_exit_ant_ratio"": 20.0, ""route_exit_ret1d_flow"": 5.0, ""bb_period"": 20, ""bb_std"": 2.0, ""bb_squeeze_bw"": 10.0, ""kc_period"": 20, ""kc_atr_period"": 20, ""kc_mult"": 1.5, ""bonus_bb_squeeze_score"": 3.0, ""bonus_bb_squeeze_entry"": 4.0, ""trigger_dist_wick_high"": 0.35, ""trigger_dist_wick_mid"": 0.25, ""trigger_ret_pct_dist"": 5.0, ""trigger_ret_pct_weak"": 3.0, ""trigger_range_pos_weak"": 0.6, ""trigger_vol_ratio_spike"": 3.0, ""mtf_struct_bonus"": 10.0, ""mtf_struct_penalty"": 15.0, ""mtf_min_weekly_bars"": 26, ""mtf_min_monthly_bars"": 12, ""w_rr"": 0.25, ""w_t1"": 0.18, ""w_sl"": 0.12, ""w_near"": 0.12, ""w_mom"": 0.1, ""w_liq"": 0.13, ""w_tec"": 0.1, ""w_sector"": 0.05, ""p_overheat_5d"": 6.0, ""p_overheat_10d"": 6.0, ""p_rsi_out"": 4.0, ""p_macd_neg"": 4.0, ""p_near_far"": 4.0, ""p_liq_low"": 4.0, ""p_vol_spike"": 2.0, ""p_big_sl"": 3.0, ""fx_caution"": 1470.0, ""fx_critical"": 1490.0, ""nasdaq_caution"": -1.5, ""nasdaq_critical"": -2.5, ""rec_limit_default"": 5, ""rec_limit_caution"": 3, ""ml_low"": 5.0, ""ml_high"": 25.0, ""ml_max_weight"": 0.2, ""ml_cov_gate"": 0.2, ""trim_pct"": 0.1, ""ebs_pass_threshold"": 3, ""macro_weights"": {""CRITICAL"": [0.55, 0.25], ""HIGH"": [0.5, 0.3], ""NORMAL"": [0.4, 0.4]}, ""slippage_base_bps"": 10.0, ""slippage_low_liq_mult"": 3.0, ""slippage_liq_threshold_eok"": 20.0, ""liq_penalty_very_low_eok"": 5.0, ""liq_penalty_very_low_pts"": 8.0, ""liq_penalty_low_eok"": 10.0, ""liq_penalty_low_pts"": 4.0, ""time_stop_days"": 7, ""time_stop_min_move_pct"": 2.0, ""time_stop_extend_if_profit"": true, ""hard_block_turnover_min_eok"": 30.0, ""hard_block_ret5d_max"": 40.0, ""hard_block_ret5d_min"": -25.0, ""hard_block_gap_max"": 15.0, ""hard_block_rsi_max"": 85.0, ""hard_block_data_min_days"": 60, ""hard_block_consecutive_limit_up"": 2, ""entry_gap_hold_pct"": 12.0, ""entry_gap_split_pct"": 7.0, ""entry_surge_hold_pct"": 15.0, ""entry_surge_split_pct"": 10.0, ""entry_turnover_hold_eok"": 50.0, ""entry_rsi_split"": 80.0, ""entry_consecutive_limit_up"": 2, ""policy_version"": ""1.0.0"", ""config_version"": ""2.1.0"", ""_snapshot_ts"": ""2026-04-17T21:05:04.309444""}",2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True
2,005380,현대차,KOSPI,자동차·모빌리티,538000,3893.04,1101596.8,4.0,250.0,ATTACK,ATTACK,1,True,True,False,85.1,85.1,98.1,79.6,70.2,0.0,77.0,82.6,27.9,65.1,2.87,0.0,RR2.9 + 진입적정 + 3축고점 + 돌입,1,538000.0,486000.0,687000.0,720000.0,🚀급등시동,-0.07,0.7,520186,9.08,특이사항 없음,0,4.49,65.3,10.0,STRUCT 강점,TIMING 보조,,기술적 돌파 조건 충족,CAUTION,52.1,자동차용 엔진 및 자동차 제조업,389304063000.0,58.7,18.07,0,0,0.75,9.91,14.23,4.06,12.08,106.13,-6.37,-19.51,49.26,0.099,0.099,1,9.4,1,0,1.91,0.9,,SWING_60D,60,RR_LEGACY,35,,0,v1_sl_first_gap_at_open,9.67,4.0,2.9,NORMAL+PM_BLOCK_INTRADAY+EF:정상,enter,100.0,1,1,473200.0,3.42,0.3125,False,O,▲,508082,▲,O,X,0,0,0,2.43,250,0,1,1,1,0.0,자동차용 엔진 및 자동차 제조업,7.5120000000000005,-9.595333333333334,15.0,70.2,OK,59.92513519723669,59.92513519723669,6,1,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,default,default,default,60,20260417,20260417,,85.1,85.1,85.1,31.59,31.59,FRESH,0.651,,False,MATURE,118492.0,2500000.0,4.0,,,,,True,27.7,"{""lookback_days"": 250, ""bench_lookback_days"": 60, ""top_n"": 600, ""min_turnover_eok"": 50, ""min_mcap_eok"": 1000, ""max_workers"": 4, ""pass_ebs"": 4, ""cache_format"": ""parquet"", ""rsi_low"": 45.0, ""rsi_high"": 65.0, ""rsi_overheat"": 75.0, ""vol_quality_min"": 1.1, ""rsi_penalty_threshold"": 75.0, ""gap_pct_penalty_threshold"": 5.0, ""timing_attack_threshold"": 60.0, ""vol_quality_attack"": 1.3, ""route_overheat_ret5d"": 25.0, ""route_attack_timing_min"": 60.0, ""route_armed_vol_quality"": 2.0, ""route_attack_low_trend_floor"": -3.0, ""route_exit_vol_z"": 10.0, ""route_exit_ret1d"": 10.0, ""route_exit_frg_ratio"": -20.0, ""route_exit_ant_ratio"": 20.0, ""route_exit_ret1d_flow"": 5.0, ""bb_period"": 20, ""bb_std"": 2.0, ""bb_squeeze_bw"": 10.0, ""kc_period"": 20, ""kc_atr_period"": 20, ""kc_mult"": 1.5, ""bonus_bb_squeeze_score"": 3.0, ""bonus_bb_squeeze_entry"": 4.0, ""trigger_dist_wick_high"": 0.35, ""trigger_dist_wick_mid"": 0.25, ""trigger_ret_pct_dist"": 5.0, ""trigger_ret_pct_weak"": 3.0, ""trigger_range_pos_weak"": 0.6, ""trigger_vol_ratio_spike"": 3.0, ""mtf_struct_bonus"": 10.0, ""mtf_struct_penalty"": 15.0, ""mtf_min_weekly_bars"": 26, ""mtf_min_monthly_bars"": 12, ""w_rr"": 0.25, ""w_t1"": 0.18, ""w_sl"": 0.12, ""w_near"": 0.12, ""w_mom"": 0.1, ""w_liq"": 0.13, ""w_tec"": 0.1, ""w_sector"": 0.05, ""p_overheat_5d"": 6.0, ""p_overheat_10d"": 6.0, ""p_rsi_out"": 4.0, ""p_macd_neg"": 4.0, ""p_near_far"": 4.0, ""p_liq_low"": 4.0, ""p_vol_spike"": 2.0, ""p_big_sl"": 3.0, ""fx_caution"": 1470.0, ""fx_critical"": 1490.0, ""nasdaq_caution"": -1.5, ""nasdaq_critical"": -2.5, ""rec_limit_default"": 5, ""rec_limit_caution"": 3, ""ml_low"": 5.0, ""ml_high"": 25.0, ""ml_max_weight"": 0.2, ""ml_cov_gate"": 0.2, ""trim_pct"": 0.1, ""ebs_pass_threshold"": 3, ""macro_weights"": {""CRITICAL"": [0.55, 0.25], ""HIGH"": [0.5, 0.3], ""NORMAL"": [0.4, 0.4]}, ""slippage_base_bps"": 10.0, ""slippage_low_liq_mult"": 3.0, ""slippage_liq_threshold_eok"": 20.0, ""liq_penalty_very_low_eok"": 5.0, ""liq_penalty_very_low_pts"": 8.0, ""liq_penalty_low_eok"": 10.0, ""liq_penalty_low_pts"": 4.0, ""time_stop_days"": 7, ""time_stop_min_move_pct"": 2.0, ""time_stop_extend_if_profit"": true, ""hard_block_turnover_min_eok"": 30.0, ""hard_block_ret5d_max"": 40.0, ""hard_block_ret5d_min"": -25.0, ""hard_block_gap_max"": 15.0, ""hard_block_rsi_max"": 85.0, ""hard_block_data_min_days"": 60, ""hard_block_consecutive_limit_up"": 2, ""entry_gap_hold_pct"": 12.0, ""entry_gap_split_pct"": 7.0, ""entry_surge_hold_pct"": 15.0, ""entry_surge_split_pct"": 10.0, ""entry_turnover_hold_eok"": 50.0, ""entry_rsi_split"": 80.0, ""entry_consecutive_limit_up"": 2, ""policy_version"": ""1.0.0"", ""config_version"": ""2.1.0"", ""_snapshot_ts"": ""2026-04-17T21:05:04.309444""}",2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True
3,036540,SFA반도체,KOSDAQ,반도체,7340,154.05,12071.4,270.0,198.7,ATTACK,ATTACK,1,True,True,False,82.7,82.7,100.0,94.8,23.8,0.0,63.6,72.9,76.2,4.8,1.62,0.0,RR1.6 + 진입적정 + 돌입,0,7340.0,6540.0,8640.0,9620.0,🚀급등시동,0.25,1.07,7237,0.3,특이사항 없음,0,3.53,69.6,9.54,STRUCT 강점,TIMING 보조,,기술적 돌파 조건 충족,CAUTION,52.1,반도체 제조업,15404500045.0,68.4,21.78,0,0,0.55,6.38,14.33,3.38,35.42,70.7,-7.05,3.83,13.83,0.072,0.072,1,10.5,1,0,2.2,0.95,10860.0,SWING_60D,60,FIBO_1.272,40,FIBO_1.618,25,v1_sl_first_gap_at_open,10.9,5.0,1.6,NORMAL+PM_BLOCK_INTRADAY+EF:정상,enter,100.0,1,1,6191.0,1.41,0.1872,False,O,▲,7111,▲,O,X,0,0,0,0.82,250,0,1,1,1,0.0,반도체 제조업,20.93,31.283076923076926,1.0,23.8,OK,65.38618597833329,65.38618597833329,6,1,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,default,default,default,60,20260417,20260417,,82.7,82.7,82.7,31.59,31.59,FRESH,0.627,,False,MATURE,118492.0,1987307.0,270.0,,,,,True,17.7,"{""lookback_days"": 250, ""bench_lookback_days"": 60, ""top_n"": 600, ""min_turnover_eok"": 50, ""min_mcap_eok"": 1000, ""max_workers"": 4, ""pass_ebs"": 4, ""cache_format"": ""parquet"", ""rsi_low"": 45.0, ""rsi_high"": 65.0, ""rsi_overheat"": 75.0, ""vol_quality_min"": 1.1, ""rsi_penalty_threshold"": 75.0, ""gap_pct_penalty_threshold"": 5.0, ""timing_attack_threshold"": 60.0, ""vol_quality_attack"": 1.3, ""route_overheat_ret5d"": 25.0, ""route_attack_timing_min"": 60.0, ""route_armed_vol_quality"": 2.0, ""route_attack_low_trend_floor"": -3.0, ""route_exit_vol_z"": 10.0, ""route_exit_ret1d"": 10.0, ""route_exit_frg_ratio"": -20.0, ""route_exit_ant_ratio"": 20.0, ""route_exit_ret1d_flow"": 5.0, ""bb_period"": 20, ""bb_std"": 2.0, ""bb_squeeze_bw"": 10.0, ""kc_period"": 20, ""kc_atr_period"": 20, ""kc_mult"": 1.5, ""bonus_bb_squeeze_score"": 3.0, ""bonus_bb_squeeze_entry"": 4.0, ""trigger_dist_wick_high"": 0.35, ""trigger_dist_wick_mid"": 0.25, ""trigger_ret_pct_dist"": 5.0, ""trigger_ret_pct_weak"": 3.0, ""trigger_range_pos_weak"": 0.6, ""trigger_vol_ratio_spike"": 3.0, ""mtf_struct_bonus"": 10.0, ""mtf_struct_penalty"": 15.0, ""mtf_min_weekly_bars"": 26, ""mtf_min_monthly_bars"": 12, ""w_rr"": 0.25, ""w_t1"": 0.18, ""w_sl"": 0.12, ""w_near"": 0.12, ""w_mom"": 0.1, ""w_liq"": 0.13, ""w_tec"": 0.1, ""w_sector"": 0.05, ""p_overheat_5d"": 6.0, ""p_overheat_10d"": 6.0, ""p_rsi_out"": 4.0, ""p_macd_neg"": 4.0, ""p_near_far"": 4.0, ""p_liq_low"": 4.0, ""p_vol_spike"": 2.0, ""p_big_sl"": 3.0, ""fx_caution"": 1470.0, ""fx_critical"": 1490.0, ""nasdaq_caution"": -1.5, ""nasdaq_critical"": -2.5, ""rec_limit_default"": 5, ""rec_limit_caution"": 3, ""ml_low"": 5.0, ""ml_high"": 25.0, ""ml_max_weight"": 0.2, ""ml_cov_gate"": 0.2, ""trim_pct"": 0.1, ""ebs_pass_threshold"": 3, ""macro_weights"": {""CRITICAL"": [0.55, 0.25], ""HIGH"": [0.5, 0.3], ""NORMAL"": [0.4, 0.4]}, ""slippage_base_bps"": 10.0, ""slippage_low_liq_mult"": 3.0, ""slippage_liq_threshold_eok"": 20.0, ""liq_penalty_very_low_eok"": 5.0, ""liq_penalty_very_low_pts"": 8.0, ""liq_penalty_low_eok"": 10.0, ""liq_penalty_low_pts"": 4.0, ""time_stop_days"": 7, ""time_stop_min_move_pct"": 2.0, ""time_stop_extend_if_profit"": true, ""hard_block_turnover_min_eok"": 30.0, ""hard_block_ret5d_max"": 40.0, ""hard_block_ret5d_min"": -25.0, ""hard_block_gap_max"": 15.0, ""hard_block_rsi_max"": 85.0, ""hard_block_data_min_days"": 60, ""hard_block_consecutive_limit_up"": 2, ""entry_gap_hold_pct"": 12.0, ""entry_gap_split_pct"": 7.0, ""entry_surge_hold_pct"": 15.0, ""entry_surge_split_pct"": 10.0, ""entry_turnover_hold_eok"": 50.0, ""entry_rsi_split"": 80.0, ""entry_consecutive_limit_up"": 2, ""policy_version"": ""1.0.0"", ""config_version"": ""2.1.0"", ""_snapshot_ts"": ""2026-04-17T21:05:04.309444""}",2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True
4,368770,파이버프로,KOSDAQ,기타,26500,1406.7,8706.4,109.0,250.0,ARMED,ARMED,2,True,False,False,97.2,92.2,91.4,94.8,88.7,5.0,27.3,91.6,6.1,92.4,0.49,15.7,밸런스우수 + 3축고점 + 대기,0,22900.0,19460.0,29950.0,33250.0,,0.77,1.68,19675,47.29,"[공시]매출액 대비 10.64% 규모의 단일판매ㆍ공급계약 체결로 매출 증대에 긍정적 영향이 예상되나, 대규모 계약(30% 이상)으로 보기는 어렵습니다.",0,25.87,68.9,21.49,TIMING 강점,STRUCT 보조,5일 급등,스퀴즈/품질 대기,CAUTION,52.1,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",140670260125.0,75.1,40.65,0,0,10.88,16.74,15.22,63.08,100.15,360.87,52.65,68.56,304.0,0.0,0.0,1,12.0,0,0,2.83,0.76,34900.0,SWING_20D,80,ATR_3.5x,45,FIBO_1.272,40,v1_sl_first_gap_at_open,15.02,5.0,2.0,NORMAL+PM_BLOCK_INTRADAY+EF:당일 10%+ 급등 분할 진입+ENTRY:split,split,50.0,1,1,17439.0,34.68,0.181,False,O,▲,23617,▲,O,X,0,0,0,0.63,250,0,1,1,1,0.0,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",10.89897435897436,7.064444444444445,5.0,88.7,OK,67.32074952687707,67.32074952687707,6,1,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,default,default,default,60,20260417,20260417," 📢재료: [공시]매출액 대비 10.64% 규모의 단일판매ㆍ공급계약 체결로 매출 증대에 긍정적 영향이 예상되나, 대규모 계약(30% 이상)으로 보기는 어렵습니다.",97.2,97.2,97.2,31.59,31.59,FRESH,0.772,,False,MATURE,118492.0,2500000.0,109.0,,,,,True,13.0,"{""lookback_days"": 250, ""bench_lookback_days"": 60, ""top_n"": 600, ""min_turnover_eok"": 50, ""min_mcap_eok"": 1000, ""max_workers"": 4, ""pass_ebs"": 4, ""cache_format"": ""parquet"", ""rsi_low"": 45.0, ""rsi_high"": 65.0, ""rsi_overheat"": 75.0, ""vol_quality_min"": 1.1, ""rsi_penalty_threshold"": 75.0, ""gap_pct_penalty_threshold"": 5.0, ""timing_attack_threshold"": 60.0, ""vol_quality_attack"": 1.3, ""route_overheat_ret5d"": 25.0, ""route_attack_timing_min"": 60.0, ""route_armed_vol_quality"": 2.0, ""route_attack_low_trend_floor"": -3.0, ""route_exit_vol_z"": 10.0, ""route_exit_ret1d"": 10.0, ""route_exit_frg_ratio"": -20.0, ""route_exit_ant_ratio"": 20.0, ""route_exit_ret1d_flow"": 5.0, ""bb_period"": 20, ""bb_std"": 2.0, ""bb_squeeze_bw"": 10.0, ""kc_period"": 20, ""kc_atr_period"": 20, ""kc_mult"": 1.5, ""bonus_bb_squeeze_score"": 3.0, ""bonus_bb_squeeze_entry"": 4.0, ""trigger_dist_wick_high"": 0.35, ""trigger_dist_wick_mid"": 0.25, ""trigger_ret_pct_dist"": 5.0, ""trigger_ret_pct_weak"": 3.0, ""trigger_range_pos_weak"": 0.6, ""trigger_vol_ratio_spike"": 3.0, ""mtf_struct_bonus"": 10.0, ""mtf_struct_penalty"": 15.0, ""mtf_min_weekly_bars"": 26, ""mtf_min_monthly_bars"": 12, ""w_rr"": 0.25, ""w_t1"": 0.18, ""w_sl"": 0.12, ""w_near"": 0.12, ""w_mom"": 0.1, ""w_liq"": 0.13, ""w_tec"": 0.1, ""w_sector"": 0.05, ""p_overheat_5d"": 6.0, ""p_overheat_10d"": 6.0, ""p_rsi_out"": 4.0, ""p_macd_neg"": 4.0, ""p_near_far"": 4.0, ""p_liq_low"": 4.0, ""p_vol_spike"": 2.0, ""p_big_sl"": 3.0, ""fx_caution"": 1470.0, ""fx_critical"": 1490.0, ""nasdaq_caution"": -1.5, ""nasdaq_critical"": -2.5, ""rec_limit_default"": 5, ""rec_limit_caution"": 3, ""ml_low"": 5.0, ""ml_high"": 25.0, ""ml_max_weight"": 0.2, ""ml_cov_gate"": 0.2, ""trim_pct"": 0.1, ""ebs_pass_threshold"": 3, ""macro_weights"": {""CRITICAL"": [0.55, 0.25], ""HIGH"": [0.5, 0.3], ""NORMAL"": [0.4, 0.4]}, ""slippage_base_bps"": 10.0, ""slippage_low_liq_mult"": 3.0, ""slippage_liq_threshold_eok"": 20.0, ""liq_penalty_very_low_eok"": 5.0, ""liq_penalty_very_low_pts"": 8.0, ""liq_penalty_low_eok"": 10.0, ""liq_penalty_low_pts"": 4.0, ""time_stop_days"": 7, ""time_stop_min_move_pct"": 2.0, ""time_stop_extend_if_profit"": true, ""hard_block_turnover_min_eok"": 30.0, ""hard_block_ret5d_max"": 40.0, ""hard_block_ret5d_min"": -25.0, ""hard_block_gap_max"": 15.0, ""hard_block_rsi_max"": 85.0, ""hard_block_data_min_days"": 60, ""hard_block_consecutive_limit_up"": 2, ""entry_gap_hold_pct"": 12.0, ""entry_gap_split_pct"": 7.0, ""entry_surge_hold_pct"": 15.0, ""entry_surge_split_pct"": 10.0, ""entry_turnover_hold_eok"": 50.0, ""entry_rsi_split"": 80.0, ""entry_consecutive_limit_up"": 2, ""policy_version"": ""1.0.0"", ""config_version"": ""2.1.0"", ""_snapshot_ts"": ""2026-04-17T21:05:04.309444""}",2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True
