종목코드,종목명,시장,업종,업종_상세,업종_대분류,종가,거래대금(억원),시가총액(억원),상태,IS_ACTIVE,IS_NOW_ENTRY,IS_WATCH,추천매수가,손절가,추천매도가1,추천매도가2,FINAL_SCORE,TRIGGER_SCORE,TOTAL_SCORE,RANK_SCORE,LDY_SCORE,ENTRY_SCORE,ML_SCORE,NEWS_SCORE,NEWS_REASON,TRIGGER,ROUTE,REGIME,ret_20d_%,ret_120d_%,rel_20d_%,rel_60d_%,rel_120d_%,TTM_SQUEEZE_CNT,NORM_RR,NORM_T1,NORM_SL,NORM_NEAR,NORM_MOM,NORM_LIQ,NORM_TEC,RSI14,MFI14,이격도,BB_BW,TTM_SQUEEZE,BB_SQUEEZE_BW,ret_1d_%,ret_5d_%,ret_10d_%,ret_60d_%,Low_Trend_PCT,RSI_Rising,BB_Expanding,Vol_Quality,Range_Pos,Above_MA20,SUPERTREND_DIR,SUPERTREND_VAL,VWAP,VWAP_GAP,MACD_Slope_PCT,거래강도,V_POWER,IS_SWING_SUPPORT,주봉20선_상회,주봉추세,HMA20,HMA_Trend,HMA_On,OBV_Div,SECTOR_RET_5D,SECTOR_RS,SECTOR_RANK,EBS,ENG_SCORE,MOM_SCORE,RR1,Now%,AI_COMMENT,켈리_수량,켈리_금액(원),추천수량,추천금액(만원),MKT_BREADTH_ALL_%,MKT_BREADTH_KOSPI_%,MKT_BREADTH_KOSDAQ_%,MKT_TEMP,TOP_SECTORS_5D,REGIME_RANK,LDY_RANK,기준일,시총기준일,벤치_60d_KOSPI_%,벤치_60d_KOSDAQ_%,60일_종목수익률_%,60일_초과수익(α)_%
009150,삼성전기,KOSPI,전자부품 제조업,전자부품 제조업,IT/전기전자,305000,2204.58,0.0,WAIT,False,False,True,305000,277000,360500,396550.00000000006,77.4,82.2,75.4,71.5,71.5,67.5,84.5999984741211,0.0,특이사항 없음,📦박스돌파,WAIT,③ 박스 / 중립,14.02,96.39,-4.0,1.23,29.98,4,0.99,0.91,0.42,1.0,0.52,1.0,0.42,61.3,59.8,7.69,14.42,0,0,-0.81,8.93,8.93,37.08,0.95,0,1,1.02,0.9,1,1,259050.0,291718,4.55,0.2595,0.97,0.82,False,O,▲,285599,▲,O,X,9.414186046511627,15.234767441860466,3.0,7,42.8,51.7,1.9821428571428572,0.0,🚀 단기 모멘텀 가속. ⚠️ 단기 급등 조정 주의.🚀 단기 모멘텀 가속. ⚠️ 단기 급등 조정 주의.,5,1644954,5.0,164.5,88.0,85.6,90.1,🔥 과열,1.인프라·에너지(+15.6%) / 2.철강·금속(+13.2%) / 3.IT/전기전자(+12.9%) / 4.유통·소비재(+12.6%) / 5.반도체(+10.8%),3,1,20260204,20260204,35.85,31.09,37.08,1.23
112610,씨에스윈드,KOSPI,"구조용 금속제품, 탱크 및 증기발생기 제조업","구조용 금속제품, 탱크 및 증기발생기 제조업",기타,44850,514.77,0.0,ATTACK,True,True,False,44850,42100,50400,55440.00000000001,65.0,76.0,60.3,70.1,70.1,71.4,37.400001525878906,0.0,특이사항 없음,📦박스돌파,ATTACK,④ 바닥 반등 시도,12.41,-5.08,-5.61,-30.32,-71.49,4,1.0,0.62,0.94,1.0,0.38,0.4,0.66,63.8,62.8,10.44,11.79,0,0,7.17,11.99,12.97,5.53,0.0,1,1,1.51,0.89,1,1,38640.0,41987,6.82,0.1601,4.02,1.7,False,O,▲,40883,▲,O,X,11.743076923076924,8.984965034965034,7.0,7,59.5,38.1,2.018181818181818,0.0,💪 매수세 장악(Power Buying). 💸 자금 유입 지속. 🚀 단기 모멘텀 가속. ⚠️ 단기 급등 조정 주의.💸 자금 유입 지속. 🚀 단기 모멘텀 가속. ⚠️ 단기 급등 조정 주의.,11,535945,11.0,53.6,88.0,85.6,90.1,🔥 과열,1.인프라·에너지(+15.6%) / 2.철강·금속(+13.2%) / 3.IT/전기전자(+12.9%) / 4.유통·소비재(+12.6%) / 5.반도체(+10.8%),4,2,20260204,20260204,35.85,31.09,5.53,-30.32
062040,산일전기,KOSPI,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",인프라·에너지,157000,1044.87,0.0,WAIT,False,False,True,157000,141800,187300,206030.00000000003,73.8,84.0,69.4,66.8,66.8,65.7,75.4000015258789,0.0,특이사항 없음,🚀급등시동/📦박스돌파,WAIT,⑤ 하락 / 약세,13.85,29.97,-4.17,-26.44,-36.44,4,0.99,0.96,0.33,1.0,0.09,0.81,0.51,59.7,68.9,9.41,14.83,0,0,5.94,4.39,10.72,9.41,2.28,1,1,1.45,0.97,1,1,127230.0,147529,6.42,-0.0019,2.11,1.52,False,O,▲,146414,▲,O,X,7.985294117647059,20.68294117647059,1.0,6,59.7,8.9,1.993421052631579,0.0,💪 매수세 장악(Power Buying). 💸 자금 유입 지속. ⚠️ 단기 급등 조정 주의.💸 자금 유입 지속. ⚠️ 단기 급등 조정 주의.,7,1200825,7.0,120.1,88.0,85.6,90.1,🔥 과열,1.인프라·에너지(+15.6%) / 2.철강·금속(+13.2%) / 3.IT/전기전자(+12.9%) / 4.유통·소비재(+12.6%) / 5.반도체(+10.8%),5,3,20260204,20260204,35.85,31.09,9.41,-26.44
199820,제일일렉트릭,KOSDAQ,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",인프라·에너지,10650,111.94,0.0,WAIT,False,False,True,10650,9750,12450,13695.000000000002,72.8,84.0,68.0,56.4,56.4,59.9,95.0,0.0,특이사항 없음,📦박스돌파,WAIT,⑤ 하락 / 약세,10.71,-8.9,-10.62,-26.88,-51.54,4,1.0,0.85,0.55,1.0,0.06,0.09,0.57,61.1,70.9,7.2,14.06,0,0,2.5,3.9,7.14,4.21,3.75,0,1,1.88,0.92,1,1,9218.0,10324,3.16,-0.0125,2.43,0.63,False,O,▲,10235,▲,O,X,7.985294117647059,20.68294117647059,1.0,5,46.8,5.9,2.0,0.0,💰 외국인/기관 수급 집중. ⚠️ 단기 급등 조정 주의.💰 외국인/기관 수급 집중. ⚠️ 단기 급등 조정 주의.,103,1100000,103.0,110.0,88.0,85.6,90.1,🔥 과열,1.인프라·에너지(+15.6%) / 2.철강·금속(+13.2%) / 3.IT/전기전자(+12.9%) / 4.유통·소비재(+12.6%) / 5.반도체(+10.8%),5,4,20260204,20260204,35.85,31.09,4.21,-26.88
006360,GS건설,KOSPI,건물 건설업,건물 건설업,건설·부동산,19740,259.14,0.0,ARMED,True,False,False,19740,18610,22000,24200.000000000004,71.9,84.0,66.7,56.5,56.5,54.9,90.5999984741211,0.0,특이사항 없음,,ARMED,④ 바닥 반등 시도,5.34,1.02,-12.68,-26.85,-65.39,5,1.0,0.57,0.97,1.0,0.14,0.2,0.62,58.2,48.1,4.62,6.82,1,1,2.81,4.17,6.59,9.0,0.38,1,1,1.1,0.99,1,1,18277.0,18980,4.0,0.0489,1.64,1.0,False,O,▲,18929,▲,O,X,8.39,-5.170909090909091,14.0,5,55.3,13.8,2.0,0.0,🌪️ 5일 연속 응축 중! 폭발 임박. 🚀 단기 모멘텀 가속. 🌪️ 5일 연속 응축 중! 폭발 임박 (Hot Zone). 🚀 단기 모멘텀 가속. ,50,1002500,50.0,100.2,88.0,85.6,90.1,🔥 과열,1.인프라·에너지(+15.6%) / 2.철강·금속(+13.2%) / 3.IT/전기전자(+12.9%) / 4.유통·소비재(+12.6%) / 5.반도체(+10.8%),4,5,20260204,20260204,35.85,31.09,9.0,-26.85
055550,신한지주,KOSPI,기타 금융업,기타 금융업,금융,90300,1671.56,0.0,WAIT,False,False,True,90300,84600,101600,111760.00000000001,71.6,89.0,64.2,61.9,61.9,60.5,69.5,0.0,특이사항 없음,,WAIT,④ 바닥 반등 시도,14.3,30.49,-3.72,-19.18,-35.92,0,0.99,0.63,0.92,1.0,0.14,1.0,0.28,71.4,67.6,9.95,17.11,0,0,2.61,7.76,11.21,16.67,5.61,1,1,1.22,0.86,1,1,78890.0,86245,4.7,0.0266,1.32,-0.45,False,O,▲,86538,▲,O,X,10.336136363636363,0.8988636363636363,10.0,6,69.2,13.9,1.9824561403508771,0.0,📉 매도세 우위. 💸 자금 유입 지속. 🚀 단기 모멘텀 가속. ⚠️ 단기 급등 조정 주의.💸 자금 유입 지속. 🚀 단기 모멘텀 가속. ⚠️ 단기 급등 조정 주의.,8,802654,8.0,80.3,88.0,85.6,90.1,🔥 과열,1.인프라·에너지(+15.6%) / 2.철강·금속(+13.2%) / 3.IT/전기전자(+12.9%) / 4.유통·소비재(+12.6%) / 5.반도체(+10.8%),4,6,20260204,20260204,35.85,31.09,16.67,-19.18
126700,하이비젼시스템,KOSDAQ,사진장비 및 광학기기 제조업,사진장비 및 광학기기 제조업,기타,18290,69.27,0.0,WAIT,False,False,True,18290,16820,21250,23375.000000000004,70.4,90.0,62.0,55.6,55.6,64.1,76.9000015258789,0.0,특이사항 없음,🚀급등시동,WAIT,⑤ 하락 / 약세,11.87,18.77,-9.46,-8.91,-23.87,0,1.0,0.81,0.63,1.0,0.11,0.05,0.4,67.0,85.5,10.98,21.63,0,0,1.61,7.52,12.69,22.18,5.63,1,0,1.42,0.94,1,1,15645.0,17508,4.46,-0.0255,2.02,1.05,False,O,▲,17643,▲,O,X,11.743076923076924,8.984965034965034,7.0,5,55.0,10.6,2.0136054421768708,0.0,💰 외국인/기관 수급 집중. ⚠️ 단기 급등 조정 주의.💰 외국인/기관 수급 집중. ⚠️ 단기 급등 조정 주의.,36,659797,36.0,66.0,88.0,85.6,90.1,🔥 과열,1.인프라·에너지(+15.6%) / 2.철강·금속(+13.2%) / 3.IT/전기전자(+12.9%) / 4.유통·소비재(+12.6%) / 5.반도체(+10.8%),5,7,20260204,20260204,35.85,31.09,22.18,-8.91
267270,HD건설기계,KOSPI,일반 목적용 기계 제조업,일반 목적용 기계 제조업,조선·기계·설비,126900,1538.11,0.0,WAIT,False,False,True,126900,109300,162000,178200.0,69.2,70.0,68.8,65.7,65.7,52.8,76.0,0.0,특이사항 없음,,WAIT,⑤ 하락 / 약세,18.16,27.03,0.14,8.03,-39.38,0,0.99,1.0,0.02,1.0,0.71,1.0,0.54,53.9,50.9,8.95,26.8,0,0,-6.62,18.27,13.61,43.88,0.68,0,0,1.22,0.65,1,1,100850.0,122177,3.87,0.4348,2.22,1.48,False,O,▲,114428,▲,O,X,6.771923076923078,11.300897435897436,8.0,6,21.2,71.3,1.9943181818181819,0.0,🚀 단기 모멘텀 가속. ⚠️ 단기 급등 조정 주의.🚀 단기 모멘텀 가속. ⚠️ 단기 급등 조정 주의.,9,1156353,9.0,115.6,88.0,85.6,90.1,🔥 과열,1.인프라·에너지(+15.6%) / 2.철강·금속(+13.2%) / 3.IT/전기전자(+12.9%) / 4.유통·소비재(+12.6%) / 5.반도체(+10.8%),5,8,20260204,20260204,35.85,31.09,43.88,8.03
241560,두산밥캣,KOSPI,특수 목적용 기계 제조업,특수 목적용 기계 제조업,조선·기계·설비,64500,320.27,0.0,ATTACK,True,True,False,64500,59100,75200,82720.0,69.0,76.0,66.0,62.4,62.4,63.8,74.4000015258789,0.0,특이사항 없음,📦박스돌파,ATTACK,④ 바닥 반등 시도,8.04,13.76,-9.98,-23.68,-52.65,4,0.99,0.83,0.57,1.0,0.33,0.25,0.57,57.7,45.4,6.31,13.92,0,0,-0.62,8.04,8.22,12.17,1.24,0,1,1.35,0.9,1,1,56330.0,61319,5.19,0.1506,1.3,1.41,False,O,▲,60674,▲,O,X,6.771923076923078,11.300897435897436,8.0,6,43.3,32.5,1.9814814814814814,0.0,🚀 단기 모멘텀 가속. ⚠️ 단기 급등 조정 주의.🚀 단기 모멘텀 가속. ⚠️ 단기 급등 조정 주의.,14,937383,14.0,93.7,88.0,85.6,90.1,🔥 과열,1.인프라·에너지(+15.6%) / 2.철강·금속(+13.2%) / 3.IT/전기전자(+12.9%) / 4.유통·소비재(+12.6%) / 5.반도체(+10.8%),4,9,20260204,20260204,35.85,31.09,12.17,-23.68
294870,HDC현대산업개발,KOSPI,건물 건설업,건물 건설업,건설·부동산,21350,63.58,0.0,ATTACK,True,True,False,21350,19970,24150,26565.000000000004,68.9,70.9,68.1,58.7,58.7,65.9,90.0,0.0,특이사항 없음,🚀급등시동,ATTACK,④ 바닥 반등 시도,3.64,-11.41,-14.38,-20.32,-77.82,5,1.0,0.66,0.9,1.0,0.08,0.05,0.49,58.7,52.8,3.55,7.66,1,1,0.23,0.0,6.48,15.53,0.81,1,1,1.42,0.81,1,1,19903.0,20904,2.13,0.0126,1.04,-0.25,False,O,▲,20886,▲,O,X,8.39,-5.170909090909091,14.0,5,60.9,7.5,2.028985507246377,0.0,🌪️ 5일 연속 응축 중! 폭발 임박. 📉 매도세 우위. 📈 상승 모멘텀 개선. 🌪️ 5일 연속 응축 중! 폭발 임박 (Hot Zone). 📈 상승 모멘텀 개선. ,52,1126035,52.0,112.6,88.0,85.6,90.1,🔥 과열,1.인프라·에너지(+15.6%) / 2.철강·금속(+13.2%) / 3.IT/전기전자(+12.9%) / 4.유통·소비재(+12.6%) / 5.반도체(+10.8%),4,10,20260204,20260204,35.85,31.09,15.53,-20.32
