시장,종목명,종목코드,종가,거래대금(억원),시가총액(억원),RSI14,乖離%,MACD_hist,MACD_slope,Vol_Z,ret_5d_%,ret_10d_%,EBS,통과,근거,추천매수가,추천매도가1,추천매도가2,손절가
KOSPI,한화에어로스페이스,012450,1042000,3407.14,537290.6,64.1,3.62,468.664,3383.08525,1.48,0.29,9.34,7,초입,"RSI 45~65, MACD상승, MA20 근처, 거래량증가, 상승구조, MACD>sig, 과열아님",1015660,1055880,1096100,975430
KOSPI,NAVER,035420,274500,7689.78,430560.5,60.5,6.34,762.2553,907.00226,1.41,9.36,6.4,6,초입,"RSI 45~65, MACD상승, 거래량증가, 상승구조, MACD>sig, 과열아님",260710,271030,281360,250380
KOSPI,삼성에스디에스,018260,181600,907.45,140518.1,61.6,7.24,1152.8678,245.99764,1.78,5.15,7.71,6,초입,"RSI 45~65, MACD상승, 거래량증가, 상승구조, MACD>sig, 과열아님",171040,177810,184590,164260
KOSDAQ,피아이이,452450,8880,821.75,3186.0,56.8,4.46,2.1682,42.41252,6.89,5.21,1.6,6,초입,"RSI 45~65, MACD상승, 거래량증가, 상승구조, MACD>sig, 과열아님",8590,8930,9270,8250
KOSPI,KB금융,105560,118000,780.24,450125.3,64.6,2.29,131.6094,95.72119,0.68,0.0,-0.17,6,초입,"RSI 45~65, MACD상승, MA20 근처, 상승구조, MACD>sig, 과열아님",116510,121130,125740,111900
KOSDAQ,에스엠,041510,121000,523.99,27702.6,49.1,-0.56,665.267,194.13216,2.68,0.08,2.11,6,초입,"RSI 45~65, MACD상승, MA20 근처, 거래량증가, MACD>sig, 과열아님",121000,123970,126930,118030
KOSDAQ,나우로보틱스,459510,24150,308.19,3118.7,49.0,1.53,-320.1363,153.25489,1.35,6.39,-4.73,6,초입,"RSI 45~65, MACD상승, MA20 근처, 거래량증가, 상승구조, 과열아님",24020,24970,25930,23070
KOSDAQ,태광,023160,29000,196.75,7685.0,58.8,5.66,82.6058,78.37789,1.34,2.29,12.62,6,초입,"RSI 45~65, MACD상승, 거래량증가, 상승구조, MACD>sig, 과열아님",27720,28820,29920,26620
KOSPI,신성이엔지,011930,2015,163.0,4147.8,63.9,9.77,9.6579,5.25599,1.6,3.28,8.39,6,초입,"RSI 45~65, MACD상승, 거래량증가, 상승구조, MACD>sig, 과열아님",1850,1930,2000,1780
KOSPI,넷마블,251270,55900,159.05,48048.0,51.2,-0.76,72.5867,132.18696,1.35,1.27,2.38,6,초입,"RSI 45~65, MACD상승, MA20 근처, 거래량증가, MACD>sig, 과열아님",55900,57160,58420,54640
KOSDAQ,DSC인베스트먼트,241520,7750,155.56,2092.5,57.1,6.15,21.7749,26.33646,2.39,0.65,6.02,6,초입,"RSI 45~65, MACD상승, 거래량증가, 상승구조, MACD>sig, 과열아님",7370,7670,7960,7080
KOSDAQ,코오롱티슈진,950160,44850,154.33,37324.7,50.6,-0.24,-151.3234,41.6695,1.36,-4.88,-0.33,6,초입,"RSI 45~65, MACD상승, MA20 근처, 거래량증가, 상승구조, 과열아님",44850,46090,47330,43610
KOSDAQ,GST,083450,27200,138.2,5013.0,63.7,8.03,12.8814,94.62945,1.61,6.25,7.09,6,초입,"RSI 45~65, MACD상승, 거래량증가, 상승구조, MACD>sig, 과열아님",25430,26440,27440,24420
KOSDAQ,HK이노엔,195940,50100,127.15,14193.3,64.9,5.07,211.3463,3.69965,1.21,0.5,4.05,6,초입,"RSI 45~65, MACD상승, 거래량증가, 상승구조, MACD>sig, 과열아님",48160,50070,51970,46250
KOSDAQ,가온칩스,399720,56500,114.72,6554.2,48.2,3.57,-317.3023,166.2395,1.42,4.82,0.18,6,초입,"RSI 45~65, MACD상승, MA20 근처, 거래량증가, 상승구조, 과열아님",55100,57280,59460,52910
KOSPI,제일기획,030000,20550,108.99,23641.0,51.2,1.02,-2.531,12.87973,1.39,0.74,1.99,6,초입,"RSI 45~65, MACD상승, MA20 근처, 거래량증가, 상승구조, 과열아님",20550,21080,21610,20020
KOSDAQ,셀바스AI,108860,14560,98.23,3918.8,61.1,5.93,42.7984,56.75295,3.14,7.14,5.35,6,초입,"RSI 45~65, MACD상승, 거래량증가, 상승구조, MACD>sig, 과열아님",13880,14430,14980,13330
KOSDAQ,엠플러스,259630,16230,97.63,1973.2,57.4,3.27,12.5409,-148.38249,1.57,-10.63,7.84,6,초입,"RSI 45~65, MA20 근처, 거래량증가, 상승구조, MACD>sig, 과열아님",15870,16500,17130,15240
KOSDAQ,케이엔제이,272110,26750,91.76,2146.8,46.7,-0.27,-340.0174,88.31837,1.61,2.49,-0.37,6,초입,"RSI 45~65, MACD상승, MA20 근처, 거래량증가, 상승구조, 과열아님",26750,27480,28210,26020
KOSPI,이구산업,025820,5290,89.23,1769.1,59.2,7.31,20.7937,18.44409,2.87,5.8,7.63,6,초입,"RSI 45~65, MACD상승, 거래량증가, 상승구조, MACD>sig, 과열아님",4980,5180,5370,4780
KOSDAQ,한솔아이원스,114810,13800,84.69,3945.9,54.9,0.09,-215.2807,31.71808,1.42,-0.79,-1.71,6,초입,"RSI 45~65, MACD상승, MA20 근처, 거래량증가, 상승구조, 과열아님",13800,14230,14650,13370
KOSDAQ,KH바텍,060720,13110,69.13,3104.1,60.4,3.07,-4.5284,37.75292,2.39,2.82,1.24,6,초입,"RSI 45~65, MACD상승, MA20 근처, 거래량증가, 상승구조, 과열아님",12850,13350,13860,12340
KOSDAQ,한글과컴퓨터,030520,25600,64.48,6190.0,58.5,2.66,93.6875,59.84198,1.76,2.2,5.13,6,초입,"RSI 45~65, MACD상승, MA20 근처, 거래량증가, MACD>sig, 과열아님",25190,26180,27180,24190
KOSPI,시프트업,462870,39650,58.48,23378.2,62.5,1.75,148.3945,74.41476,2.12,1.02,4.2,6,초입,"RSI 45~65, MACD상승, MA20 근처, 거래량증가, MACD>sig, 과열아님",39360,40880,42400,37840
KOSDAQ,넥슨게임즈,225570,13720,58.0,9036.0,64.4,2.39,52.599,30.57743,2.1,4.26,3.39,6,초입,"RSI 45~65, MACD상승, MA20 근처, 거래량증가, MACD>sig, 과열아님",13530,14020,14500,13050
KOSPI,OCI,456040,62200,55.01,5568.5,64.0,5.92,123.1673,88.58368,1.32,-1.43,7.99,6,초입,"RSI 45~65, MACD상승, 거래량증가, 상승구조, MACD>sig, 과열아님",59310,61660,64010,56960
KOSDAQ,오픈엣지테크놀로지,394280,13820,53.87,3044.9,56.1,6.02,10.2389,59.54028,2.32,5.5,3.75,6,초입,"RSI 45~65, MACD상승, 거래량증가, 상승구조, MACD>sig, 과열아님",13170,13690,14210,12640
KOSDAQ,에이치브이엠,295310,25050,53.48,2981.4,46.9,0.99,21.6655,129.83309,1.38,3.94,1.01,6,초입,"RSI 45~65, MACD상승, MA20 근처, 거래량증가, MACD>sig, 과열아님",25050,26040,27030,24060
KOSDAQ,알테오젠,196170,523000,4100.6,279835.3,75.2,13.77,6693.7314,2630.662,2.23,8.17,18.19,5,초입,"MACD상승, 거래량증가, 상승구조, MACD>sig, 과열아님",464300,482680,501070,445910
KOSPI,현대로템,064350,244500,2811.36,266852.9,71.6,9.56,1360.3082,540.03402,1.49,4.49,15.88,5,초입,"MACD상승, 거래량증가, 상승구조, MACD>sig, 과열아님",225410,234330,243260,216480
KOSPI,한화솔루션,009830,33100,2078.02,56896.4,75.2,10.42,224.2291,108.14355,4.31,2.8,12.78,5,초입,"MACD상승, 거래량증가, 상승구조, MACD>sig, 과열아님",30280,31480,32680,29080
KOSPI,삼성전기,009150,243000,2031.74,181505.7,81.6,13.2,2106.5857,141.06656,1.42,6.35,14.35,5,초입,"MACD상승, 거래량증가, 상승구조, MACD>sig, 과열아님",216810,225400,233980,208230
KOSPI,일동제약,249420,27600,1944.58,8732.2,62.6,14.61,276.973,325.64375,2.79,11.52,27.78,5,초입,"RSI 45~65, MACD상승, 거래량증가, 상승구조, MACD>sig",24320,25290,26250,23360
KOSPI,HD한국조선해양,009540,479500,1832.85,339357.1,74.7,9.24,3278.8152,171.38298,1.43,1.37,13.22,5,초입,"MACD상승, 거래량증가, 상승구조, MACD>sig, 과열아님",443310,460870,478430,425760
KOSDAQ,지투지바이오,456160,181500,1585.38,9836.4,46.0,-0.08,-1542.6301,958.79927,1.32,-1.73,9.67,5,초입,"RSI 45~65, MACD상승, MA20 근처, 거래량증가, 과열아님",181500,186810,192120,176190
KOSPI,현대건설,000720,67300,1554.79,74942.4,62.2,9.23,1167.0234,-361.24162,1.26,-2.6,18.9,5,초입,"RSI 45~65, 거래량증가, 상승구조, MACD>sig, 과열아님",62230,64700,67160,59770
KOSDAQ,세명전기,017510,12040,1097.64,1835.6,82.7,16.21,188.8437,14.35662,3.53,9.26,21.86,5,초입,"MACD상승, 거래량증가, 상승구조, MACD>sig, 과열아님",10460,10880,11290,10050
KOSPI,한국항공우주,047810,108900,1069.99,106150.4,68.3,6.14,482.3538,334.67683,1.52,4.01,11.69,5,초입,"MACD상승, 거래량증가, 상승구조, MACD>sig, 과열아님",103630,107730,111830,99520
KOSDAQ,현대무벡스,319400,10350,931.25,11527.4,49.5,0.34,-183.9784,-0.72861,1.2,-3.9,-8.24,5,초입,"RSI 45~65, MA20 근처, 거래량증가, 상승구조, 과열아님",10350,10690,11040,10010
KOSPI,포스코DX,022100,29750,909.72,45230.3,82.2,20.32,383.6828,91.8799,2.84,4.39,18.06,5,초입,"MACD상승, 거래량증가, 상승구조, MACD>sig, 과열아님",24970,25960,26950,23980
KOSPI,삼양식품,003230,1356000,909.5,102147.7,45.2,-0.86,4315.8716,5458.76524,1.14,7.62,-1.81,5,초입,"RSI 45~65, MACD상승, MA20 근처, MACD>sig, 과열아님",1356000,1385230,1414470,1326770
KOSPI,SK오션플랜트,100090,22500,739.47,14057.6,51.2,-0.31,-41.6064,75.81736,1.55,-5.26,7.66,5,초입,"RSI 45~65, MACD상승, MA20 근처, 거래량증가, 과열아님",22500,23110,23710,21890
KOSDAQ,유진로봇,056080,14100,721.06,5289.2,66.4,12.72,46.7378,44.62206,1.58,8.05,-1.12,5,초입,"MACD상승, 거래량증가, 상승구조, MACD>sig, 과열아님",12630,13130,13630,12130
KOSDAQ,재영솔루텍,049630,1280,679.24,1302.9,70.3,29.39,19.9737,7.00322,2.61,-1.92,39.28,5,초입,"MACD상승, 거래량증가, 상승구조, MACD>sig, 과열아님",1000,1040,1080,960
KOSPI,OCI홀딩스,010060,128600,534.67,24196.0,85.1,26.07,2614.5956,471.41743,2.24,9.91,30.82,5,초입,"MACD상승, 거래량증가, 상승구조, MACD>sig, 과열아님",103030,107110,111190,98940
KOSDAQ,펩트론,087010,263500,533.7,61441.2,48.0,-3.04,971.0182,28.68911,1.24,-3.48,-2.95,5,초입,"RSI 45~65, MACD상승, 거래량증가, MACD>sig, 과열아님",263500,263400,263300,263600
KOSDAQ,티엑스알로보틱스,484810,18130,498.74,2801.3,59.7,9.82,54.2175,112.854,3.83,14.31,5.41,5,초입,"RSI 45~65, MACD상승, 거래량증가, 상승구조, MACD>sig",16670,17330,17990,16010
KOSPI,한올바이오파마,009420,39350,474.69,20556.7,61.9,12.94,456.1492,127.41596,1.95,13.07,13.07,5,초입,"RSI 45~65, MACD상승, 거래량증가, 상승구조, MACD>sig",35190,36580,37980,33790
KOSPI,LG디스플레이,034220,14520,460.06,72600.0,56.3,0.68,-74.4715,14.79325,0.97,1.97,-0.07,5,초입,"RSI 45~65, MACD상승, MA20 근처, 상승구조, 과열아님",14520,15050,15580,13990
KOSPI,우리금융지주,316140,25500,456.45,187189.5,58.9,-0.59,-55.7572,2.91204,1.01,-1.35,-1.73,5,초입,"RSI 45~65, MACD상승, MA20 근처, 상승구조, 과열아님",25500,26120,26730,24880
KOSPI,아모레퍼시픽,090430,120200,416.39,70308.3,57.4,0.1,248.079,-71.47624,1.57,0.33,0.59,5,초입,"RSI 45~65, MA20 근처, 거래량증가, MACD>sig, 과열아님",120200,123920,127640,116480
KOSDAQ,에이프릴바이오,397030,35100,412.56,8060.8,51.8,11.29,51.025,266.81108,1.23,15.08,9.52,5,초입,"RSI 45~65, MACD상승, 거래량증가, 상승구조, MACD>sig",31860,33120,34380,30590
KOSDAQ,이랜시스,264850,6070,395.32,1838.9,64.4,12.74,16.2087,49.73788,4.56,13.67,5.38,5,초입,"RSI 45~65, MACD상승, 거래량증가, 상승구조, MACD>sig",5440,5650,5870,5220
KOSPI,유한양행,000100,118100,386.27,94442.7,45.3,0.04,-46.1923,63.72938,0.88,-1.17,0.17,5,초입,"RSI 45~65, MACD상승, MA20 근처, 상승구조, 과열아님",118100,121690,125280,114510
KOSPI,달바글로벌,483650,158400,377.14,19552.8,59.8,4.22,1502.3915,584.16868,1.47,4.42,12.1,5,초입,"RSI 45~65, MACD상승, 거래량증가, MACD>sig, 과열아님",153500,159580,165660,147430
