LDY_RANK,종목코드,종목명,시장,업종_대분류,종가,거래대금(억원),시가총액(억원),켈리_수량,추천금액(만원),상태,ROUTE,ACTION_PRIORITY,IS_ACTIVE,IS_NOW_ENTRY,IS_WATCH,DISPLAY_SCORE,FINAL_SCORE,STRUCT_SCORE,TIMING_SCORE,AI_SCORE,NEWS_SCORE,ELITE_SCORE,AXIS_MEAN,AXIS_GAP,BALANCE_SCORE,RR_NOW_TP1,ENTRY_GAP_PCT,ELITE_REASON,TOP_PICK,추천매수가,손절가,추천매도가1,추천매도가2,TRIGGER,V_POWER,거래강도,VWAP,POC_GAP,NEWS_REASON,TTM_SQUEEZE_CNT,Low_Trend_PCT,RSI14,이격도,SCORE_REASON_TOP1,SCORE_REASON_TOP2,SCORE_RISK,ROUTE_REASON,MACRO_RISK,MARKET_BREADTH,업종,거래대금(원),MFI14,BB_BW,TTM_SQUEEZE,BB_SQUEEZE_BW,ret_1d_%,ret_5d_%,ret_10d_%,ret_20d_%,ret_60d_%,ret_120d_%,rel_20d_%,rel_60d_%,rel_120d_%,RES_RATIO,RES_RATIO_NEAR,IS_ABOVE_POC,NEAR_THRES,RSI_Rising,BB_Expanding,Vol_Quality,Range_Pos,추천매도가3,TP1_METHOD,TP1_PROB,TP2_METHOD,TP2_PROB,TP3_METHOD,TP3_PROB,EXEC_RULE_ID,STOP_PCT,MAX_LOSS_PCT,RR_MULT,STOP_REASON,ENTRY_ACTION,POSITION_PCT,Above_MA20,SUPERTREND_DIR,SUPERTREND_VAL,VWAP_GAP,MACD_Slope_PCT,IS_SWING_SUPPORT,주봉20선_상회,주봉추세,HMA20,HMA_Trend,HMA_On,OBV_Div,외인순매수,기관순매수,메이저순매수,gap_pct,_data_length,consecutive_limit_up,MTF_WEEKLY_TREND,MTF_MONTHLY_TREND,MTF_DATA_SUFFICIENT,개인순매수,업종_상세,SECTOR_RET_5D,SECTOR_RS,SECTOR_RANK,ML_SCORE,ML_STATUS,TRIGGER_SCORE,RAW_TRIGGER_SCORE,EBS,PASS_EBS,W_STRUCT,W_TIMING,W_AI,SCORING_AXES,STRATEGY,STRATEGY_SCORE,STRATEGY_HORIZON,REASON_THRESHOLD,기준일,시총기준일,AI_COMMENT,LDY_SCORE,TOTAL_SCORE,RANK_SCORE,벤치_60d_KOSPI_%,벤치_60d_KOSDAQ_%,ROW_BUILD_MODE,EST_WIN_RATE,CAL_HOLD_REASON,LOW_WR_FLAG,CALIBRATION_MODE,CAL_N_TRADES,켈리_금액(원),추천수량,CARRY_FROM_DATE,CARRY_AGE_DAYS,IS_STALE_CARRY,STALE_PENALTY,DATA_FRESHNESS_OK,TP1_PCT,CONFIG_VERSION,RUN_STATUS,DEGRADED_REASONS,CONFIDENCE_SCORE,MAX_ALLOWED_ROUTE,AXIS_MCAP,AXIS_BENCH,AXIS_FLOW,AXIS_NEWS,AXIS_SECTOR,AXIS_ML,AXIS_TRIGGER,FALLBACK_COUNT,AXIS_QUALITY,HAS_NEWS,HAS_FLOW,HAS_SECTOR,CARRY_FAIL_REASON
238,180640,한진칼,KOSPI,금융,114200,79.09,76242.5,0.0,,WAIT,WAIT,3,False,False,True,48.0,48.0,85.4,24.3,20.8,,35.0,43.5,64.6,19.2,1.04,0.0,RR1.0 + 진입적정,0,114200.0,106700.0,122000.0,125500.0,,-1.12,0.63,125827,-1.01,DATA_UNAVAILABLE,0,3.77,57.6,0.74,STRUCT 강점,,,추세 관망,CAUTION,70.2,기타 금융업,7909174900.0,56.0,13.21,0,0,-1.04,-2.39,-2.97,-2.56,-7.83,1.42,-12.36,-37.53,-52.03,0.693,0.418,0,9.9,1,0,1.04,0.51,175900.0,SWING_20D,80,ATR_2x,70,SWING_60D,60,v1_sl_first_gap_at_open,6.57,4.0,1.0,SWING+PM_BLOCK_INTRADAY+EF:정상,enter,100.0,1,-1,129640.0,-9.24,-0.0724,True,X,▲,117626,▲,X,X,0,0,0,-0.35,250,0,1,1,1,0.0,기타 금융업,6.426756756756757,10.945945945945946,9.0,20.8,OK,39.87103179079894,39.87103179079894,4,1,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,default,default,default,60,20260424,20260424,,48.0,48.0,48.0,29.7,29.7,FRESH,0.3,,True,MATURE,153039.0,0.0,,,,,,True,6.8,2.1.0,DEGRADED,NEWS_OFF,90.0,ARMED,OK,OK,OK,DISABLED,OK,OK,OK,0,6,False,True,True,
239,072950,빛샘전자,KOSDAQ,IT/전기전자,12760,133.56,1027.5,0.0,,WAIT,WAIT,3,False,False,True,47.9,47.9,46.5,33.0,80.7,,43.1,53.4,47.7,40.4,11.87,0.0,RR11.9 + 진입적정,0,12760.0,11670.0,25700.0,31250.0,,-1.89,0.52,13926,100.78,DATA_UNAVAILABLE,0,79.7,59.7,9.52,AI 강점,,,추세 관망,CAUTION,70.2,전자부품 제조업,13355795435.0,44.9,161.05,0,0,2.74,-18.26,18.26,72.67,130.74,150.69,62.87,101.04,97.24,0.256,0.08,1,12.0,1,0,0.73,0.32,38350.0,SWING_20D,80,FIBO_1.272,40,FIBO_1.618,25,v1_sl_first_gap_at_open,8.54,6.0,11.9,SWING+PM_BLOCK_INTRADAY+EF:정상,enter,100.0,1,-1,22356.0,-8.38,-1.9672,False,O,▲,16682,▼,X,X,0,0,0,0.08,250,0,1,1,1,0.0,전자부품 제조업,6.018977272727272,21.11511363636364,6.0,80.7,OK,26.115013223761576,26.115013223761576,4,1,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,default,default,default,60,20260424,20260424,,47.9,47.9,47.9,29.7,29.7,FRESH,0.3,,True,MATURE,153039.0,0.0,,,,,,True,101.4,2.1.0,DEGRADED,NEWS_OFF,90.0,ARMED,OK,OK,OK,DISABLED,OK,OK,OK,0,6,False,True,True,
240,295310,에이치브이엠,KOSDAQ,철강·금속,85400,293.09,10271.3,0.0,,WAIT,WAIT,3,False,False,True,47.9,47.9,60.1,27.9,63.4,,42.3,50.5,35.5,55.6,2.24,0.0,RR2.2 + 진입적정,0,85400.0,78000.0,102000.0,116600.0,,-3.04,1.32,90466,-2.36,DATA_UNAVAILABLE,0,11.81,53.4,-1.87,AI 강점,STRUCT 보조,,추세 관망,CAUTION,70.2,1차 비철금속 제조업,29308970950.0,45.6,26.75,0,0,-2.84,-14.17,3.14,-10.29,-2.62,272.11,-20.09,-32.32,218.66,0.341,0.237,0,12.0,1,0,1.8,0.45,130900.0,SWING_20D,80,SWING_60D,60,FIBO_1.272,40,v1_sl_first_gap_at_open,8.67,5.0,2.2,SWING+PM_BLOCK_INTRADAY+EF:정상,enter,100.0,0,-1,105090.0,-5.6,-0.2967,False,O,▲,92819,▼,X,X,0,0,0,-0.11,250,0,1,1,1,0.0,1차 비철금속 제조업,4.91611111111111,22.478333333333335,5.0,63.4,OK,36.202881549863754,36.202881549863754,6,1,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,default,default,default,60,20260424,20260424,,47.9,47.9,47.9,29.7,29.7,FRESH,0.3,,True,MATURE,153039.0,0.0,,,,,,True,19.4,2.1.0,DEGRADED,NEWS_OFF,90.0,ARMED,OK,OK,OK,DISABLED,OK,OK,OK,0,6,False,True,True,
241,051900,LG생활건강,KOSPI,화학·소재,253000,137.93,38715.2,0.0,,WAIT,WAIT,3,False,False,True,47.4,47.4,68.7,45.8,8.1,,36.7,40.9,60.6,24.2,1.96,0.0,RR2.0 + 진입적정,0,253000.0,239500.0,279500.0,303000.0,🚀급등시동/⚡눌림회복,-0.79,1.18,258569,-4.98,DATA_UNAVAILABLE,2,4.26,67.1,1.9,STRUCT 강점,,,추세 관망,CAUTION,70.2,기타 화학제품 제조업,13792998000.0,61.0,7.59,0,1,2.43,-0.78,1.61,2.22,-7.33,-12.15,-7.58,-37.03,-65.6,0.783,0.382,0,6.0,1,0,1.18,0.82,,SWING_60D,60,SWING_120D,45,,0,v1_sl_first_gap_at_open,5.34,5.0,2.0,NORMAL+PM_BLOCK_INTRADAY+EF:정상,enter,100.0,1,-1,263000.0,-2.15,-0.0795,True,X,▼,252373,▼,O,X,0,0,0,0.0,250,0,-1,-1,1,0.0,기타 화학제품 제조업,8.634561403508773,12.683508771929825,8.0,8.1,OK,59.17918116727674,59.17918116727674,4,1,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,default,default,default,60,20260424,20260424,,47.4,47.4,47.4,29.7,29.7,FRESH,0.3,,True,MATURE,153039.0,0.0,,,,,,True,10.5,2.1.0,DEGRADED,NEWS_OFF,90.0,ARMED,OK,OK,OK,DISABLED,OK,OK,OK,0,6,False,True,True,
242,458870,씨어스,KOSDAQ,기타,51900,263.03,19753.0,0.0,,WAIT,WAIT,3,False,False,True,47.4,47.4,47.6,59.8,22.1,,12.7,43.2,37.7,52.9,0.3,1.6,진입적정,0,51100.0,43450.0,54400.0,64300.0,,0.75,1.65,50600,25.89,DATA_UNAVAILABLE,0,-3.47,61.3,11.59,,,,추세 관망,CAUTION,70.2,의료용 기기 제조업,26303374000.0,66.5,26.57,0,0,6.46,11.02,12.22,-7.16,-4.53,97.99,-16.96,-34.23,44.54,0.163,0.153,1,12.0,0,0,1.06,0.82,67000.0,SWING_20D,80,SWING_60D,60,ATR_3.5x,45,v1_sl_first_gap_at_open,14.97,5.0,0.4,NORMAL+PM_BLOCK_INTRADAY+EF:정상,enter,100.0,1,-1,56005.0,2.57,0.4946,False,O,▲,45548,▲,O,X,0,0,0,0.72,250,0,1,1,1,0.0,의료용 기기 제조업,5.762608695652174,5.424260869565218,11.0,22.1,OK,52.5,52.5,4,1,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,default,default,default,60,20260424,20260424,,47.4,47.4,47.4,29.7,29.7,FRESH,0.3,,True,MATURE,153039.0,0.0,,,,,,True,4.8,2.1.0,DEGRADED,NEWS_OFF,90.0,ARMED,OK,OK,OK,DISABLED,OK,OK,OK,0,6,False,True,True,
243,051980,중앙첨단소재,KOSDAQ,IT/전기전자,1967,134.39,2185.2,0.0,,WAIT,WAIT,3,False,False,True,47.3,47.3,41.3,41.0,72.0,,45.1,51.4,31.0,61.2,0.95,15.5,,0,1703.0,1447.0,2460.0,3060.0,,1.39,0.84,1918,-13.85,DATA_UNAVAILABLE,1,1.76,68.5,21.29,AI 강점,,5일 급등,추세 관망,CAUTION,70.2,통신 및 방송 장비 제조업,13438794600.0,83.5,62.89,0,0,-3.81,19.43,36.79,26.82,-26.6,-52.08,17.02,-56.3,-105.53,0.609,0.057,0,12.0,0,0,1.57,0.55,4090.0,SWING_20D,80,SWING_60D,60,SWING_120D,45,v1_sl_first_gap_at_open,15.03,6.0,3.0,NORMAL+PM_BLOCK_INTRADAY+EF:정상,enter,100.0,1,1,1780.5,2.54,0.5146,False,X,▼,1993,▲,X,X,0,0,0,0.98,250,0,-1,-1,1,0.0,통신 및 방송 장비 제조업,6.018977272727272,21.11511363636364,6.0,72.0,OK,42.31727570971884,42.31727570971884,6,1,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,default,default,default,60,20260424,20260424,,47.3,47.3,47.3,29.7,29.7,FRESH,0.3,,True,MATURE,153039.0,0.0,,,,,,True,25.1,2.1.0,DEGRADED,NEWS_OFF,90.0,ARMED,OK,OK,OK,DISABLED,OK,OK,OK,0,6,False,True,True,
244,125490,한라캐스트,KOSDAQ,자동차·모빌리티,15740,160.89,5745.5,0.0,,WAIT,WAIT,3,False,False,True,46.0,46.0,44.3,44.0,53.6,,13.6,47.3,9.6,88.0,0.37,0.0,밸런스우수 + 진입적정,0,15740.0,13490.0,16570.0,25350.0,,0.74,0.97,18552,-17.5,DATA_UNAVAILABLE,0,-1.31,64.8,9.81,,,,추세 관망,CAUTION,70.2,자동차 신품 부품 제조업,16088926200.0,68.4,29.62,0,0,1.29,8.85,17.9,1.75,-18.02,22.97,-8.05,-47.72,-30.48,0.605,0.122,0,12.0,0,0,1.44,0.78,,SWING_20D,80,SWING_60D,60,,0,v1_sl_first_gap_at_open,14.29,5.0,0.4,NORMAL+PM_BLOCK_INTRADAY+EF:정상,enter,100.0,1,-1,16594.0,-15.16,0.1627,False,X,▼,15693,▲,O,X,0,0,0,0.13,166,0,-1,0,0,0.0,자동차 신품 부품 제조업,0.7368421052631579,-4.0552631578947365,13.0,53.6,OK,53.07159157981524,53.07159157981524,6,1,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,default,default,default,60,20260424,20260424,,46.0,46.0,46.0,29.7,29.7,FRESH,0.3,,True,MATURE,153039.0,0.0,,,,,,True,5.3,2.1.0,DEGRADED,NEWS_OFF,90.0,ARMED,OK,OK,OK,DISABLED,OK,OK,OK,0,6,False,True,True,
245,445680,큐리옥스바이오시스템즈,KOSDAQ,기타,90600,62.44,15586.1,0.0,,WAIT,WAIT,3,False,False,True,45.6,45.6,47.8,31.1,70.1,,41.4,49.7,39.0,51.3,2.66,0.0,RR2.7 + 진입적정,0,90600.0,77000.0,126800.0,149200.0,,-0.76,0.41,110446,17.14,DATA_UNAVAILABLE,0,4.18,62.0,3.79,AI 강점,,,추세 관망,CAUTION,70.2,의료용 기기 제조업,6244104150.0,59.8,40.06,0,0,-0.98,-0.22,21.94,-19.96,-27.23,22.93,-29.76,-56.93,-30.52,0.603,0.271,1,12.0,1,0,0.65,0.34,,SWING_20D,80,SWING_60D,60,,0,v1_sl_first_gap_at_open,15.01,5.0,2.7,NORMAL+PM_BLOCK_INTRADAY+EF:정상,enter,100.0,1,-1,107910.0,-17.97,0.1069,False,X,▼,92247,▲,X,X,0,0,0,-0.87,250,0,-1,1,1,0.0,의료용 기기 제조업,5.762608695652174,5.424260869565218,11.0,70.1,OK,28.0,28.0,6,1,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,default,default,default,60,20260424,20260424,,45.6,45.6,45.6,29.7,29.7,FRESH,0.3,,True,MATURE,153039.0,0.0,,,,,,True,40.0,2.1.0,DEGRADED,NEWS_OFF,90.0,ARMED,OK,OK,OK,DISABLED,OK,OK,OK,0,6,False,True,True,
246,060280,큐렉소,KOSDAQ,유통·소비재,16920,834.29,6981.2,0.0,,WAIT,WAIT,3,False,False,True,45.4,45.4,61.4,32.8,38.7,,11.9,44.3,28.6,64.2,0.3,4.1,,0,16260.0,14360.0,17680.0,22550.0,,2.03,6.25,17315,23.05,DATA_UNAVAILABLE,0,-0.42,71.0,10.27,STRUCT 강점,,RSI 과열,스퀴즈/품질 대기,CAUTION,70.2,기타 상품 전문 소매업,83429204690.0,76.3,18.02,0,0,8.67,5.82,15.1,-3.09,-10.19,60.53,-12.89,-39.89,7.08,0.308,0.148,1,9.4,0,0,2.78,0.78,,SWING_20D,80,SWING_60D,60,,0,v1_sl_first_gap_at_open,11.69,5.0,0.7,NORMAL+PM_BLOCK_INTRADAY+EF:정상,enter,100.0,1,1,14284.0,-2.28,0.0486,False,O,▲,15974,▲,O,X,0,0,0,0.26,250,0,1,1,1,0.0,기타 상품 전문 소매업,8.554545454545455,5.151818181818182,10.0,38.7,OK,25.0,25.0,4,1,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,default,default,default,60,20260424,20260424,,45.4,45.4,45.4,29.7,29.7,FRESH,0.3,low_wr_0.30,True,MATURE,153039.0,0.0,,,,,,True,4.5,2.1.0,DEGRADED,NEWS_OFF,90.0,ARMED,OK,OK,OK,DISABLED,OK,OK,OK,0,6,False,True,True,
247,034220,LG디스플레이,KOSPI,IT/전기전자,12770,1094.62,63850.0,0.0,,WAIT,WAIT,3,False,False,True,44.9,44.9,59.1,39.0,28.3,,39.1,42.1,30.8,61.5,3.34,0.0,RR3.3 + 진입적정,0,12770.0,11850.0,15840.0,15990.0,,-1.56,1.31,12896,-4.53,DATA_UNAVAILABLE,0,13.78,60.8,1.33,저점추세 양호,,,추세 관망,CAUTION,70.2,전자부품 제조업,109462446845.0,64.9,46.0,0,0,-3.62,-11.38,0.87,11.04,2.65,-11.93,1.24,-27.05,-65.38,0.418,0.341,0,12.0,1,0,0.8,0.4,,SWING_20D,80,RR_LEGACY,35,,0,v1_sl_first_gap_at_open,7.2,4.0,3.3,SWING+PM_BLOCK_INTRADAY+EF:정상,enter,100.0,1,-1,15695.0,-0.98,-0.4995,True,O,▼,14881,▼,X,X,0,0,0,0.0,250,0,-1,-1,1,0.0,전자부품 제조업,6.018977272727272,21.11511363636364,6.0,28.3,OK,48.5710107302465,48.5710107302465,4,1,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,default,default,default,60,20260424,20260424,,44.9,44.9,44.9,29.7,29.7,FRESH,0.3,,True,MATURE,153039.0,0.0,,,,,,True,24.0,2.1.0,DEGRADED,NEWS_OFF,90.0,ARMED,OK,OK,OK,DISABLED,OK,OK,OK,0,6,False,True,True,
248,034230,파라다이스,KOSPI,서비스 기타,15860,140.54,14691.0,0.0,,WAIT,WAIT,3,False,False,True,44.6,44.6,61.0,41.0,19.2,,37.2,40.4,41.8,47.8,0.99,1.5,진입적정,0,15620.0,14420.0,17290.0,17720.0,⚡눌림회복,-0.19,1.27,17900,-10.46,DATA_UNAVAILABLE,0,3.26,68.3,2.26,STRUCT 강점,,,추세 관망,CAUTION,70.2,유원지 및 기타 오락관련 서비스업,14054469145.0,60.9,16.07,0,0,3.73,0.95,4.55,-11.05,-6.21,-15.32,-20.85,-35.91,-68.77,0.801,0.252,0,6.5,1,0,0.94,0.51,21850.0,SWING_20D,80,VP_RESISTANCE,65,SWING_60D,60,v1_sl_first_gap_at_open,7.68,5.0,1.4,SWING+PM_BLOCK_INTRADAY+EF:정상,enter,100.0,1,-1,16642.0,-11.4,0.0336,False,X,▼,15538,▲,O,X,0,0,0,-0.2,250,0,-1,-1,1,0.0,유원지 및 기타 오락관련 서비스업,4.6518749999999995,2.80625,12.0,19.2,OK,54.915817080550546,54.915817080550546,4,1,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,default,default,default,60,20260424,20260424,,44.6,44.6,44.6,29.7,29.7,FRESH,0.3,,True,MATURE,153039.0,0.0,,,,,,True,9.0,2.1.0,DEGRADED,NEWS_OFF,90.0,ARMED,OK,OK,OK,DISABLED,OK,OK,OK,0,6,False,True,True,
249,394800,쓰리빌리언,KOSDAQ,기타,13930,139.16,4424.4,0.0,,WAIT,WAIT,3,False,False,True,44.4,44.4,50.3,45.6,30.4,,12.3,42.1,19.9,75.1,0.21,0.7,진입적정,0,13840.0,12040.0,14320.0,17220.0,,-0.46,4.77,14041,19.72,DATA_UNAVAILABLE,0,-0.92,62.9,14.46,,,,추세 관망,CAUTION,70.2,자연과학 및 공학 연구개발업,13915627640.0,76.0,24.07,0,0,11.35,9.34,22.52,3.41,-7.87,57.76,-6.39,-37.57,4.31,0.444,0.139,1,12.0,1,0,1.71,0.89,20100.0,SWING_20D,80,SWING_60D,60,SWING_120D,45,v1_sl_first_gap_at_open,13.01,6.0,0.3,NORMAL+PM_BLOCK_INTRADAY+EF:갭 7%+ 분할 진입 + 당일 10%+ 급등 분할 진입+ENTRY:split,split,50.0,1,1,10848.0,-0.79,0.2015,False,X,▼,12521,▲,O,X,0,0,0,9.99,250,0,-1,1,1,0.0,자연과학 및 공학 연구개발업,5.762608695652174,5.424260869565218,11.0,30.4,OK,45.5,45.5,6,1,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,default,default,default,60,20260424,20260424,,44.4,44.4,44.4,29.7,29.7,FRESH,0.3,,True,MATURE,153039.0,0.0,,,,,,True,2.8,2.1.0,DEGRADED,NEWS_OFF,90.0,ARMED,OK,OK,OK,DISABLED,OK,OK,OK,0,6,False,True,True,
250,251270,넷마블,KOSPI,인터넷/플랫폼·게임,50400,86.1,41308.0,0.0,,WAIT,WAIT,3,False,False,True,44.3,44.3,51.0,40.2,39.3,,42.0,43.5,11.7,85.4,1.17,0.0,밸런스우수 + RR1.2 + 진입적정,0,50400.0,48000.0,53200.0,58900.0,⚡눌림회복,-1.58,0.83,52864,-6.57,DATA_UNAVAILABLE,5,2.17,54.0,0.13,저점추세 양호,,,스퀴즈/품질 대기,CAUTION,70.2,소프트웨어 개발 및 공급업,8609532900.0,49.5,7.01,1,1,1.51,-2.33,0.2,-3.45,-3.08,-8.36,-13.25,-32.78,-61.81,0.701,0.361,0,6.3,1,0,1.49,0.41,,SWING_20D,80,SWING_60D,60,,0,v1_sl_first_gap_at_open,4.76,5.0,1.2,SWING+PM_BLOCK_INTRADAY+EF:정상,enter,100.0,1,1,47375.0,-4.66,-0.1089,True,X,▼,51172,▼,X,X,0,0,0,0.5,250,0,-1,-1,1,0.0,소프트웨어 개발 및 공급업,0.5466666666666665,-7.45,14.0,39.3,OK,40.68875554546055,40.68875554546055,8,1,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,default,default,default,60,20260424,20260424,,44.3,44.3,44.3,29.7,29.7,FRESH,0.3,low_wr_0.30,True,MATURE,153039.0,0.0,,,,,,True,5.6,2.1.0,DEGRADED,NEWS_OFF,90.0,ARMED,OK,OK,OK,DISABLED,OK,OK,OK,0,6,False,True,True,
251,099320,쎄트렉아이,KOSDAQ,기타,172600,126.85,18901.9,0.0,,WAIT,WAIT,3,False,False,True,42.4,42.4,65.9,12.5,55.2,,10.2,44.5,53.4,33.2,0.76,0.0,진입적정,0,172600.0,146700.0,192400.0,224000.0,,-1.74,0.46,182447,-8.96,DATA_UNAVAILABLE,1,1.14,56.8,1.04,STRUCT 강점,,,추세 관망,CAUTION,70.2,"항공기,우주선 및 부품 제조업",12685224600.0,48.6,20.57,0,0,-2.15,-7.95,14.46,-8.24,20.78,189.6,-18.04,-8.92,136.15,0.41,0.361,0,12.0,1,0,1.65,0.54,248500.0,SWING_20D,80,SWING_60D,60,FIBO_1.272,40,v1_sl_first_gap_at_open,15.01,5.0,0.8,NORMAL+PM_BLOCK_INTRADAY+EF:정상,enter,100.0,1,-1,202580.0,-5.4,-0.0685,False,O,▲,180443,▲,X,X,0,0,0,-0.28,250,0,1,1,1,0.0,"항공기,우주선 및 부품 제조업",5.762608695652174,5.424260869565218,11.0,55.2,OK,28.070524017199993,28.070524017199993,6,1,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,default,default,default,60,20260424,20260424,,42.4,42.4,42.4,29.7,29.7,FRESH,0.3,,True,MATURE,153039.0,0.0,,,,,,True,11.5,2.1.0,DEGRADED,NEWS_OFF,90.0,ARMED,OK,OK,OK,DISABLED,OK,OK,OK,0,6,False,True,True,
252,030000,제일기획,KOSPI,미디어·콘텐츠,19750,56.66,22720.6,0.0,,WAIT,WAIT,3,False,False,True,42.1,42.1,69.1,30.2,11.7,,31.9,37.0,57.4,28.3,4.72,0.0,RR4.7 + 진입적정,0,19750.0,19040.0,23100.0,24300.0,🚀급등시동,-2.06,0.86,20681,-5.04,DATA_UNAVAILABLE,0,3.27,66.5,1.49,STRUCT 강점,,,추세 관망,CAUTION,70.2,광고업,5665811635.0,60.0,7.12,0,1,-0.75,-0.5,1.59,-0.4,-7.06,-3.66,-10.2,-36.76,-57.11,0.93,0.372,0,6.0,1,0,1.22,0.84,,SWING_60D,60,RR_LEGACY,35,,0,v1_sl_first_gap_at_open,3.59,5.0,4.7,NORMAL+PM_BLOCK_INTRADAY+EF:정상,enter,100.0,1,-1,20417.0,-4.51,-0.0305,True,X,▼,19963,▲,X,X,0,0,0,-0.25,250,0,-1,-1,1,0.0,광고업,-2.25,-18.96,16.0,11.7,OK,45.18568238123027,45.18568238123027,4,1,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,default,default,default,60,20260424,20260424,,42.1,42.1,42.1,29.7,29.7,FRESH,0.3,,True,MATURE,153039.0,0.0,,,,,,True,17.0,2.1.0,DEGRADED,NEWS_OFF,90.0,ARMED,OK,OK,OK,DISABLED,OK,OK,OK,0,6,False,True,True,
253,068760,셀트리온제약,KOSDAQ,바이오·의약품,58300,55.28,25886.6,0.0,,WAIT,WAIT,3,False,False,True,41.4,41.4,43.8,54.0,11.5,,36.0,36.4,42.5,46.9,5.26,0.0,RR5.3 + 진입적정,0,58300.0,54500.0,78300.0,82300.0,🚀급등시동,-1.51,1.44,67122,-8.39,DATA_UNAVAILABLE,0,0.74,66.3,3.09,거래품질 우수,,,스퀴즈/품질 대기,CAUTION,70.2,의약품 제조업,5528126100.0,46.5,9.51,0,1,2.64,-0.34,4.11,-0.34,-16.71,-7.1,-10.14,-46.41,-60.55,0.919,0.29,0,6.0,1,0,3.19,0.85,,SWING_60D,60,RR_LEGACY,35,,0,v1_sl_first_gap_at_open,6.52,5.0,5.3,NORMAL+PM_BLOCK_INTRADAY+EF:정상,enter,100.0,1,-1,60960.0,-13.14,-0.0793,False,X,▼,58166,▲,O,X,0,0,0,0.88,250,0,-1,-1,1,0.0,의약품 제조업,-0.7100000000000001,-17.09,15.0,11.5,OK,66.60785588987046,66.60785588987046,4,1,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,default,default,default,60,20260424,20260424,,41.4,41.4,41.4,29.7,29.7,FRESH,0.3,low_wr_0.30,True,MATURE,153039.0,0.0,,,,,,True,34.3,2.1.0,DEGRADED,NEWS_OFF,90.0,ARMED,OK,OK,OK,DISABLED,OK,OK,OK,0,6,False,True,True,
254,025770,한국정보통신,KOSDAQ,IT/전기전자,11980,70.94,4485.8,0.0,,WAIT,WAIT,3,False,False,True,41.2,41.2,26.0,41.4,71.4,,39.2,46.3,45.4,43.2,1.33,18.6,RR1.3,0,10100.0,8580.0,16500.0,18990.0,,-1.73,0.8,13324,-5.06,DATA_UNAVAILABLE,0,6.4,67.4,24.52,AI 강점,,,추세 관망,CAUTION,70.2,전기 통신업,7093946185.0,45.3,105.83,0,0,-0.83,-2.12,48.08,55.79,49.0,42.96,45.99,19.3,-10.49,0.688,0.688,0,12.0,1,0,0.43,0.5,22200.0,SWING_20D,80,FIBO_1.272,40,FIBO_1.618,25,v1_sl_first_gap_at_open,15.05,6.0,4.2,NORMAL+PM_BLOCK_INTRADAY+EF:정상,enter,100.0,1,1,11396.0,-10.09,-0.8018,False,O,▲,13665,▲,X,X,0,0,0,-1.41,250,0,1,1,1,0.0,전기 통신업,6.018977272727272,21.11511363636364,6.0,71.4,OK,47.17939040890943,47.17939040890943,2,0,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,default,default,default,60,20260424,20260424,,41.2,41.2,41.2,29.7,29.7,FRESH,0.3,,True,MATURE,153039.0,0.0,,,,,,True,37.7,2.1.0,DEGRADED,NEWS_OFF,90.0,ARMED,OK,OK,OK,DISABLED,OK,OK,OK,0,6,False,True,True,
