LDY_RANK,종목코드,종목명,시장,업종_대분류,종가,거래대금(억원),시가총액(억원),켈리_수량,추천금액(만원),상태,ROUTE,ACTION_PRIORITY,IS_ACTIVE,IS_NOW_ENTRY,IS_WATCH,DISPLAY_SCORE,FINAL_SCORE,STRUCT_SCORE,TIMING_SCORE,AI_SCORE,NEWS_SCORE,ELITE_SCORE,AXIS_MEAN,AXIS_GAP,BALANCE_SCORE,RR_NOW_TP1,ENTRY_GAP_PCT,ELITE_REASON,TOP_PICK,추천매수가,손절가,추천매도가1,추천매도가2,TRIGGER,V_POWER,거래강도,VWAP,POC_GAP,NEWS_REASON,TTM_SQUEEZE_CNT,Low_Trend_PCT,RSI14,이격도,SCORE_REASON_TOP1,SCORE_REASON_TOP2,SCORE_RISK,ROUTE_REASON,MACRO_RISK,MARKET_BREADTH,업종,거래대금(원),MFI14,BB_BW,TTM_SQUEEZE,BB_SQUEEZE_BW,ret_1d_%,ret_5d_%,ret_10d_%,ret_20d_%,ret_60d_%,ret_120d_%,rel_20d_%,rel_60d_%,rel_120d_%,RES_RATIO,RES_RATIO_NEAR,IS_ABOVE_POC,NEAR_THRES,RSI_Rising,BB_Expanding,Vol_Quality,Range_Pos,추천매도가3,TP1_METHOD,TP1_PROB,TP2_METHOD,TP2_PROB,TP3_METHOD,TP3_PROB,EXEC_RULE_ID,STOP_PCT,MAX_LOSS_PCT,RR_MULT,STOP_REASON,ENTRY_ACTION,POSITION_PCT,Above_MA20,SUPERTREND_DIR,SUPERTREND_VAL,VWAP_GAP,MACD_Slope_PCT,IS_SWING_SUPPORT,주봉20선_상회,주봉추세,HMA20,HMA_Trend,HMA_On,OBV_Div,외인순매수,기관순매수,메이저순매수,gap_pct,_data_length,consecutive_limit_up,MTF_WEEKLY_TREND,MTF_MONTHLY_TREND,MTF_DATA_SUFFICIENT,개인순매수,업종_상세,SECTOR_RET_5D,SECTOR_RS,SECTOR_RANK,ML_SCORE,ML_STATUS,TRIGGER_SCORE,RAW_TRIGGER_SCORE,EBS,PASS_EBS,W_STRUCT,W_TIMING,W_AI,SCORING_AXES,STRATEGY,STRATEGY_SCORE,STRATEGY_HORIZON,REASON_THRESHOLD,기준일,시총기준일,AI_COMMENT,LDY_SCORE,TOTAL_SCORE,RANK_SCORE,벤치_60d_KOSPI_%,벤치_60d_KOSDAQ_%,ROW_BUILD_MODE,EST_WIN_RATE,CAL_HOLD_REASON,LOW_WR_FLAG,CALIBRATION_MODE,CAL_N_TRADES,켈리_금액(원),추천수량,CARRY_FROM_DATE,CARRY_AGE_DAYS,IS_STALE_CARRY,STALE_PENALTY,DATA_FRESHNESS_OK,TP1_PCT,CONFIG_VERSION,RUN_STATUS,DEGRADED_REASONS,CONFIDENCE_SCORE,MAX_ALLOWED_ROUTE,AXIS_MCAP,AXIS_BENCH,AXIS_FLOW,AXIS_NEWS,AXIS_SECTOR,AXIS_ML,AXIS_TRIGGER,FALLBACK_COUNT,AXIS_QUALITY,HAS_NEWS,HAS_FLOW,HAS_SECTOR,CARRY_FAIL_REASON
83,290650,엘앤씨바이오,KOSDAQ,바이오·의약품,69900,139.04,17368.1,0.0,,WAIT,WAIT,3,False,False,True,64.8,64.8,100.0,56.8,10.5,,46.5,55.8,89.5,0.0,1.03,0.0,RR1.0 + 진입적정,0,69900.0,64000.0,76000.0,79300.0,,-0.63,1.08,84622,3.34,DATA_UNAVAILABLE,0,10.74,61.7,1.51,STRUCT 강점,,,스퀴즈/품질 대기,CAUTION,70.2,의약품 제조업,13903524500.0,65.2,18.37,0,0,-0.14,-2.24,0.29,-4.77,7.7,33.14,-14.57,-22.0,-20.31,0.414,0.219,1,12.0,1,0,2.58,0.63,125000.0,SWING_20D,80,ATR_2x,70,SWING_60D,60,v1_sl_first_gap_at_open,8.44,5.0,1.0,SWING+PM_BLOCK_INTRADAY+EF:정상,enter,100.0,1,-1,78180.0,-17.4,-0.1892,False,X,▲,71382,▼,X,X,0,0,0,0.14,250,0,1,1,1,0.0,의약품 제조업,-0.7100000000000001,-17.09,15.0,10.5,OK,51.10898635423013,51.10898635423013,6,1,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,default,default,default,60,20260424,20260424,,64.8,64.8,64.8,29.7,29.7,FRESH,0.448,low_wr_0.45,True,MATURE,153039.0,0.0,,,,,,True,8.7,2.1.0,DEGRADED,NEWS_OFF,90.0,ARMED,OK,OK,OK,DISABLED,OK,OK,OK,0,6,False,True,True,
84,001120,LX인터내셔널,KOSPI,기타,53600,74.47,20775.4,0.0,,WAIT,WAIT,3,False,False,True,64.4,64.4,85.5,57.6,35.8,,15.9,59.6,49.7,37.9,0.31,0.0,진입적정,0,53600.0,48100.0,55300.0,66800.0,,0.97,0.54,45696,14.09,DATA_UNAVAILABLE,0,8.48,54.4,7.13,STRUCT 강점,,,추세 관망,CAUTION,70.2,상품 중개업,7447205450.0,41.5,20.93,0,0,-0.74,8.17,13.08,15.52,46.45,76.03,5.72,16.75,22.58,0.006,0.006,1,8.8,0,0,1.22,0.87,,BB_UPPER,75,FIBO_1.618,25,,0,v1_sl_first_gap_at_open,10.26,5.0,0.3,NORMAL+PM_BLOCK_INTRADAY+EF:정상,enter,100.0,1,1,47775.0,17.3,0.2222,False,O,▲,51693,▲,O,X,0,0,0,0.93,250,0,1,1,1,0.0,상품 중개업,5.762608695652174,5.424260869565218,11.0,35.8,OK,37.634475883518334,37.634475883518334,8,1,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,default,default,default,60,20260424,20260424,,64.4,64.4,64.4,29.7,29.7,FRESH,0.444,,True,MATURE,153039.0,0.0,,,,,,True,3.2,2.1.0,DEGRADED,NEWS_OFF,90.0,ARMED,OK,OK,OK,DISABLED,OK,OK,OK,0,6,False,True,True,
85,032830,삼성생명,KOSPI,금융,244500,680.11,489000.0,0.0,,WAIT,WAIT,3,False,False,True,63.7,63.7,90.8,64.2,8.7,,46.6,54.6,82.1,0.0,0.88,0.0,진입적정,0,244500.0,224000.0,262500.0,269000.0,,-1.44,0.89,221749,56.89,DATA_UNAVAILABLE,0,11.06,60.1,2.87,STRUCT 강점,TIMING 보조,,추세 관망,CAUTION,70.2,보험업,68010880750.0,57.6,26.02,0,0,-4.31,-3.55,4.26,9.64,34.19,53.2,-0.16,4.49,-0.25,0.033,0.033,1,8.9,1,0,1.23,0.67,283000.0,SWING_20D,80,BB_UPPER,75,ATR_3.5x,45,v1_sl_first_gap_at_open,8.38,4.0,0.9,SWING+PM_BLOCK_INTRADAY+EF:정상,enter,100.0,1,1,227975.0,10.26,-0.2313,False,O,▲,259610,▼,X,X,0,0,0,-0.78,250,0,1,1,1,0.0,보험업,6.426756756756757,10.945945945945946,9.0,8.7,OK,44.573842733171574,44.573842733171574,6,1,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,default,default,default,60,20260424,20260424,,63.7,63.7,63.7,29.7,29.7,FRESH,0.437,,True,MATURE,153039.0,0.0,,,,,,True,7.4,2.1.0,DEGRADED,NEWS_OFF,90.0,ARMED,OK,OK,OK,DISABLED,OK,OK,OK,0,6,False,True,True,
86,003230,삼양식품,KOSPI,유통·소비재,1315000,586.01,99059.1,0.0,,WAIT,WAIT,3,False,False,True,63.7,63.7,86.0,51.0,44.5,,16.1,60.5,41.5,48.1,0.79,0.0,진입적정,0,1315000.0,1196000.0,1409000.0,1514000.0,,-1.03,0.8,1193568,9.46,DATA_UNAVAILABLE,0,8.35,63.0,3.12,STRUCT 강점,,,추세 관망,CAUTION,70.2,기타 식품 제조업,58600891500.0,61.8,23.67,0,0,-2.16,-4.43,6.22,11.16,7.7,5.71,1.36,-22.0,-47.74,0.21,0.21,1,8.6,0,0,1.15,0.65,1674000.0,SWING_20D,80,ATR_3.5x,45,FIBO_1.618,25,v1_sl_first_gap_at_open,9.05,4.0,0.8,SWING+PM_BLOCK_INTRADAY+EF:정상,enter,100.0,1,1,1203100.0,10.17,-0.2218,False,O,▲,1387416,▲,X,X,0,0,0,-0.82,250,0,1,-1,1,0.0,기타 식품 제조업,8.554545454545455,5.151818181818182,10.0,44.5,OK,38.12480424918754,38.12480424918754,6,1,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,default,default,default,60,20260424,20260424,,63.7,63.7,63.7,29.7,29.7,FRESH,0.437,,True,MATURE,153039.0,0.0,,,,,,True,7.1,2.1.0,DEGRADED,NEWS_OFF,90.0,ARMED,OK,OK,OK,DISABLED,OK,OK,OK,0,6,False,True,True,
87,005830,DB손해보험,KOSPI,금융,175000,347.97,114625.6,0.0,,WAIT,WAIT,3,False,False,True,63.2,63.2,90.0,57.8,20.6,,48.1,56.1,69.4,13.2,2.81,0.0,RR2.8 + 진입적정,0,175000.0,161100.0,214000.0,237500.0,,-1.05,0.8,176142,43.23,DATA_UNAVAILABLE,0,2.84,61.8,4.36,STRUCT 강점,,,추세 관망,CAUTION,70.2,보험업,34796643236.0,64.3,10.9,0,0,0.86,0.98,3.37,1.21,36.08,35.14,-8.59,6.38,-18.31,0.311,0.234,1,7.5,1,0,0.9,0.87,267000.0,SWING_60D,60,FIBO_1.272,40,FIBO_1.618,25,v1_sl_first_gap_at_open,7.94,4.0,2.8,NORMAL+PM_BLOCK_INTRADAY+EF:정상,enter,100.0,1,-1,188400.0,-0.65,0.043,False,O,▲,173776,▲,O,X,0,0,0,0.69,250,0,1,1,1,0.0,보험업,6.426756756756757,10.945945945945946,9.0,20.6,OK,52.00497374627896,52.00497374627896,6,1,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,default,default,default,60,20260424,20260424,,63.2,63.2,63.2,29.7,29.7,FRESH,0.432,,True,MATURE,153039.0,0.0,,,,,,True,22.3,2.1.0,DEGRADED,NEWS_OFF,90.0,ARMED,OK,OK,OK,DISABLED,OK,OK,OK,0,6,False,True,True,
88,012200,계양전기,KOSPI,조선·기계·설비,6870,104.09,1870.2,0.0,,WAIT,WAIT,3,False,False,True,62.9,62.9,100.0,42.2,30.1,,46.6,57.4,69.9,12.6,1.11,0.0,RR1.1 + 진입적정,0,6870.0,5830.0,8020.0,10420.0,,1.31,0.88,7906,-8.22,DATA_UNAVAILABLE,5,9.43,54.5,6.59,STRUCT 강점,,,스퀴즈/품질 대기,CAUTION,70.2,일반 목적용 기계 제조업,10408878735.0,73.4,22.58,1,0,-2.83,2.84,8.7,13.37,-27.38,392.12,3.57,-57.08,338.67,0.784,0.269,0,12.0,1,0,8.9,0.56,14270.0,SWING_20D,80,SWING_60D,60,SWING_120D,45,v1_sl_first_gap_at_open,15.14,6.0,1.1,NORMAL+PM_BLOCK_INTRADAY+EF:정상,enter,100.0,1,1,5564.0,-13.11,0.0458,False,X,▲,6712,▲,O,X,0,0,0,-3.11,247,0,1,1,1,0.0,일반 목적용 기계 제조업,11.366794871794871,20.560641025641026,4.0,30.1,OK,38.857851625098455,38.857851625098455,10,1,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,default,default,default,60,20260424,20260424,,62.9,62.9,62.9,29.7,29.7,FRESH,0.429,low_wr_0.43,True,MATURE,153039.0,0.0,,,,,,True,16.7,2.1.0,DEGRADED,NEWS_OFF,90.0,ARMED,OK,OK,OK,DISABLED,OK,OK,OK,0,6,False,True,True,
89,161000,애경케미칼,KOSPI,화학·소재,16400,191.5,7978.4,0.0,,WAIT,WAIT,3,False,False,True,62.7,62.7,90.0,50.9,31.7,,49.4,57.5,58.3,27.1,1.45,0.0,RR1.4 + 진입적정,0,16400.0,13940.0,19960.0,21050.0,,0.49,0.36,14113,15.18,DATA_UNAVAILABLE,0,4.18,68.2,14.46,STRUCT 강점,,,추세 관망,CAUTION,70.2,기초 화학물질 제조업,19149873180.0,79.1,48.71,0,0,-4.82,12.95,30.47,43.86,69.95,40.29,34.06,40.25,-13.16,0.014,0.014,1,12.0,0,0,1.67,0.57,23000.0,SWING_20D,80,ATR_3.5x,45,FIBO_1.272,40,v1_sl_first_gap_at_open,15.0,5.0,1.4,NORMAL+PM_BLOCK_INTRADAY+EF:정상,enter,100.0,1,1,15071.0,16.2,0.4735,False,O,▲,16475,▲,X,X,0,0,0,-1.92,250,0,1,1,1,0.0,기초 화학물질 제조업,8.634561403508773,12.683508771929825,8.0,31.7,OK,31.9053852685632,31.9053852685632,6,1,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,default,default,default,60,20260424,20260424,,62.7,62.7,62.7,29.7,29.7,FRESH,0.427,,True,MATURE,153039.0,0.0,,,,,,True,21.7,2.1.0,DEGRADED,NEWS_OFF,90.0,ARMED,OK,OK,OK,DISABLED,OK,OK,OK,0,6,False,True,True,
90,138080,오이솔루션,KOSDAQ,IT/전기전자,41900,536.47,5186.3,0.0,,WAIT,WAIT,3,False,False,True,62.7,62.7,67.6,43.9,90.6,,55.4,67.4,46.7,41.6,2.87,0.0,RR2.9 + 진입적정,0,41900.0,38800.0,50800.0,57400.0,,-0.82,1.19,34007,-2.1,DATA_UNAVAILABLE,1,23.65,45.4,-1.14,AI 강점,STRUCT 보조,,추세 관망,CAUTION,70.2,통신 및 방송 장비 제조업,53646706100.0,63.1,33.47,0,0,-10.85,-6.05,0.96,5.41,156.43,182.54,-4.39,126.73,129.09,0.18,0.18,0,12.0,0,0,1.79,0.52,60600.0,SWING_20D,80,ATR_3.5x,45,FIBO_1.272,40,v1_sl_first_gap_at_open,7.4,5.0,2.9,SWING+PM_BLOCK_INTRADAY+EF:정상,enter,100.0,0,1,35610.0,23.21,-0.0955,True,O,▲,46638,▲,X,X,0,0,0,0.0,250,0,1,1,1,0.0,통신 및 방송 장비 제조업,6.018977272727272,21.11511363636364,6.0,90.6,OK,36.8128443487693,36.8128443487693,6,1,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,default,default,default,60,20260424,20260424,,62.7,62.7,62.7,29.7,29.7,FRESH,0.427,,True,MATURE,153039.0,0.0,,,,,,True,21.2,2.1.0,DEGRADED,NEWS_OFF,90.0,ARMED,OK,OK,OK,DISABLED,OK,OK,OK,0,6,False,True,True,
91,069540,빛과전자,KOSDAQ,IT/전기전자,5240,1177.83,5130.0,0.0,,WAIT,WAIT,3,False,False,True,62.5,62.5,76.3,36.6,86.6,,53.4,66.5,50.0,37.5,2.01,16.7,RR2.0,0,4490.0,3815.0,8100.0,10080.0,,-0.69,0.67,3416,235.26,DATA_UNAVAILABLE,0,29.36,61.2,22.49,AI 강점,STRUCT 보조,,추세 관망,CAUTION,70.2,통신 및 방송 장비 제조업,117782847333.0,52.7,124.28,0,0,3.97,-10.58,61.23,73.51,223.06,659.42,63.71,193.36,605.97,0.123,0.116,1,12.0,0,0,1.62,0.5,12580.0,SWING_20D,80,FIBO_1.272,40,FIBO_1.618,25,v1_sl_first_gap_at_open,15.03,5.0,5.3,NORMAL+WARN:ATR%=20.5% > 20% — 이상치 의심+PM_BLOCK_INTRADAY+EF:정상,enter,100.0,1,1,3910.0,53.39,-1.2358,False,O,▲,6317,▼,X,X,0,0,0,3.57,248,0,1,1,1,0.0,통신 및 방송 장비 제조업,6.018977272727272,21.11511363636364,6.0,86.6,OK,22.04974734011755,22.04974734011755,6,1,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,default,default,default,60,20260424,20260424,,62.5,62.5,62.5,29.7,29.7,FRESH,0.425,,True,MATURE,153039.0,0.0,,,,,,True,54.6,2.1.0,DEGRADED,NEWS_OFF,90.0,ARMED,OK,OK,OK,DISABLED,OK,OK,OK,0,6,False,True,True,
92,036460,한국가스공사,KOSPI,기타,38400,146.68,35448.2,0.0,,WAIT,WAIT,3,False,False,True,62.3,62.3,73.4,78.3,8.3,,48.9,53.3,70.0,12.5,2.06,0.0,RR2.1 + 진입적정,0,38400.0,36650.0,42000.0,45700.0,,1.79,1.75,39115,-8.51,DATA_UNAVAILABLE,0,4.7,73.1,6.42,TIMING 강점,STRUCT 보조,RSI 과열,추세 관망,CAUTION,70.2,연료용 가스 제조 및 배관공급업,14668059775.0,72.4,11.21,0,0,2.54,4.63,4.92,8.47,-4.48,-10.28,-1.33,-34.18,-63.73,0.705,0.28,0,6.0,1,1,1.2,0.99,,VP_RESISTANCE,65,SWING_60D,60,,0,v1_sl_first_gap_at_open,4.56,5.0,2.1,NORMAL+PM_BLOCK_INTRADAY+EF:정상,enter,100.0,1,1,36005.0,-1.83,0.0438,False,X,▼,37290,▲,O,X,0,0,0,0.67,250,0,-1,-1,1,0.0,연료용 가스 제조 및 배관공급업,5.762608695652174,5.424260869565218,11.0,8.3,OK,84.0,84.0,8,1,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,default,default,default,60,20260424,20260424,,62.3,62.3,62.3,29.7,29.7,FRESH,0.423,,True,MATURE,153039.0,0.0,,,,,,True,9.4,2.1.0,DEGRADED,NEWS_OFF,90.0,ARMED,OK,OK,OK,DISABLED,OK,OK,OK,0,6,False,True,True,
93,281740,레이크머티리얼즈,KOSDAQ,화학·소재,24100,301.25,15841.1,0.0,,WAIT,WAIT,3,False,False,True,62.0,62.0,95.8,54.0,10.3,,13.3,53.4,85.5,0.0,0.47,0.0,진입적정,0,24100.0,21150.0,25500.0,28700.0,,0.96,1.1,23003,-0.32,DATA_UNAVAILABLE,0,5.82,72.0,13.67,STRUCT 강점,,RSI 과열,추세 관망,CAUTION,70.2,기타 화학제품 제조업,30124758475.0,80.0,38.26,0,0,1.26,7.11,20.68,17.56,-2.23,52.24,7.76,-31.93,-1.21,0.295,0.295,0,12.0,1,0,1.8,0.8,29300.0,SWING_20D,80,SWING_60D,60,ATR_3.5x,45,v1_sl_first_gap_at_open,12.24,5.0,0.5,NORMAL+PM_BLOCK_INTRADAY+EF:정상,enter,100.0,1,1,20197.0,4.77,0.0772,False,O,▲,24476,▲,X,X,0,0,0,0.84,250,0,1,1,1,0.0,기타 화학제품 제조업,8.634561403508773,12.683508771929825,8.0,10.3,OK,57.49252115972372,57.49252115972372,6,1,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,default,default,default,60,20260424,20260424,,62.0,62.0,62.0,29.7,29.7,FRESH,0.42,,True,MATURE,153039.0,0.0,,,,,,True,5.8,2.1.0,DEGRADED,NEWS_OFF,90.0,ARMED,OK,OK,OK,DISABLED,OK,OK,OK,0,6,False,True,True,
94,098070,한텍,KOSDAQ,조선·기계·설비,46500,103.21,5171.3,0.0,,WAIT,WAIT,3,False,False,True,61.0,61.0,67.5,66.2,37.4,,54.9,57.0,30.1,62.4,0.87,1.5,진입적정,0,45800.0,40050.0,52100.0,62200.0,⚡눌림회복,0.2,0.91,46399,24.24,DATA_UNAVAILABLE,0,0.96,41.7,2.13,STRUCT 강점,TIMING 보조,,스퀴즈/품질 대기,CAUTION,70.2,일반 목적용 기계 제조업,10321481925.0,50.7,19.64,0,0,5.92,4.97,3.68,1.31,27.75,0.0,-8.49,-1.95,-53.45,0.192,0.192,1,10.6,1,0,2.08,0.46,71500.0,SWING_20D,80,SWING_60D,60,FIBO_1.272,40,v1_sl_first_gap_at_open,12.55,5.0,1.1,NORMAL+PM_BLOCK_INTRADAY+EF:정상,enter,100.0,1,1,41160.0,0.22,0.2192,False,O,▲,43109,▲,O,X,0,0,0,1.14,250,0,1,1,1,0.0,일반 목적용 기계 제조업,11.366794871794871,20.560641025641026,4.0,37.4,OK,51.16363071216398,51.16363071216398,6,1,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,default,default,default,60,20260424,20260424,,61.0,61.0,61.0,29.7,29.7,FRESH,0.41,low_wr_0.41,True,MATURE,153039.0,0.0,,,,,,True,12.0,2.1.0,DEGRADED,NEWS_OFF,90.0,ARMED,OK,OK,OK,DISABLED,OK,OK,OK,0,6,False,True,True,
95,289930,웨이비스,KOSDAQ,반도체,22600,364.11,2942.3,0.0,,WAIT,WAIT,3,False,False,True,60.9,60.9,80.9,59.8,23.3,,14.6,54.7,57.6,28.0,0.25,12.4,,0,20100.0,17080.0,24000.0,25500.0,🚀급등시동,1.68,4.26,18141,18.71,DATA_UNAVAILABLE,4,8.81,66.1,18.03,STRUCT 강점,,,추세 관망,CAUTION,70.2,반도체 제조업,36410616050.0,64.3,24.6,0,0,13.0,13.68,24.24,19.2,105.27,152.23,9.4,75.57,98.78,0.0,0.0,1,12.0,1,0,1.11,0.81,27600.0,SWING_20D,80,ATR_3.5x,45,FIBO_1.272,40,v1_sl_first_gap_at_open,15.02,6.0,1.3,NORMAL+PM_BLOCK_INTRADAY+EF:당일 10%+ 급등 분할 진입+ENTRY:split,split,50.0,1,1,17590.0,24.58,0.2398,False,O,▲,20024,▲,O,X,0,0,0,0.75,250,0,1,1,1,0.0,반도체 제조업,15.276176470588235,28.12735294117647,1.0,23.3,OK,32.250412692468956,32.250412692468956,6,1,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,default,default,default,60,20260424,20260424,,60.9,60.9,60.9,29.7,29.7,FRESH,0.409,,True,MATURE,153039.0,0.0,,,,,,True,6.2,2.1.0,DEGRADED,NEWS_OFF,90.0,ARMED,OK,OK,OK,DISABLED,OK,OK,OK,0,6,False,True,True,
96,052400,코나아이,KOSDAQ,IT/전기전자,58900,63.43,8577.8,0.0,,WAIT,WAIT,3,False,False,True,60.8,60.8,89.0,37.2,51.5,,49.0,59.2,51.8,35.2,3.43,0.0,RR3.4 + 진입적정,0,58900.0,55200.0,71600.0,78400.0,,-2.85,0.84,61832,-3.34,DATA_UNAVAILABLE,0,11.11,57.7,0.3,STRUCT 강점,,,추세 관망,CAUTION,70.2,소프트웨어 개발 및 공급업,6343459500.0,54.8,33.61,0,0,-1.83,-12.48,0.0,4.8,11.76,15.26,-5.0,-17.94,-38.19,0.406,0.275,0,12.0,1,0,1.53,0.37,85800.0,SWING_20D,80,FIBO_1.272,40,FIBO_1.618,25,v1_sl_first_gap_at_open,6.28,5.0,3.4,SWING+PM_BLOCK_INTRADAY+EF:정상,enter,100.0,1,1,56140.0,-4.74,-0.5383,True,O,▲,64934,▼,X,X,0,0,0,0.0,250,0,1,1,1,0.0,소프트웨어 개발 및 공급업,6.018977272727272,21.11511363636364,6.0,51.5,OK,42.07191077223354,42.07191077223354,6,1,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,default,default,default,60,20260424,20260424,,60.8,60.8,60.8,29.7,29.7,FRESH,0.408,,True,MATURE,153039.0,0.0,,,,,,True,21.6,2.1.0,DEGRADED,NEWS_OFF,90.0,ARMED,OK,OK,OK,DISABLED,OK,OK,OK,0,6,False,True,True,
97,316140,우리금융지주,KOSPI,금융,35050,482.43,257293.8,0.0,,WAIT,WAIT,3,False,False,True,60.5,60.5,88.1,58.1,10.0,,13.3,52.1,78.1,2.4,0.51,0.0,진입적정,0,35050.0,32700.0,36250.0,41500.0,,-1.76,0.89,34524,8.48,DATA_UNAVAILABLE,0,5.71,71.2,3.29,STRUCT 강점,,RSI 과열,추세 관망,CAUTION,70.2,기타 금융업,48242746225.0,51.0,17.22,0,0,0.57,-1.82,2.64,4.32,18.61,37.45,-5.48,-11.09,-16.0,0.197,0.11,1,6.0,1,1,1.13,0.74,44800.0,SWING_20D,80,SWING_60D,60,FIBO_1.272,40,v1_sl_first_gap_at_open,6.7,4.0,0.5,NORMAL+PM_BLOCK_INTRADAY+EF:정상,enter,100.0,1,-1,36220.0,1.52,-0.1946,True,O,▲,36055,▼,X,X,0,0,0,0.14,250,0,1,1,1,0.0,기타 금융업,6.426756756756757,10.945945945945946,9.0,10.0,OK,48.62645385569476,48.62645385569476,6,1,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,default,default,default,60,20260424,20260424,,60.5,60.5,60.5,29.7,29.7,FRESH,0.405,,True,MATURE,153039.0,0.0,,,,,,True,3.4,2.1.0,DEGRADED,NEWS_OFF,90.0,ARMED,OK,OK,OK,DISABLED,OK,OK,OK,0,6,False,True,True,
98,457550,우진엔텍,KOSDAQ,서비스 기타,28050,61.38,2614.0,0.0,,WAIT,WAIT,3,False,False,True,59.6,59.6,95.8,46.1,14.2,,42.4,52.0,81.6,0.0,2.49,0.0,RR2.5 + 진입적정,0,28050.0,25300.0,34900.0,37700.0,,1.14,1.47,28659,-1.97,DATA_UNAVAILABLE,0,3.0,74.8,8.97,STRUCT 강점,,RSI 과열,추세 관망,CAUTION,70.2,"그외 기타 전문, 과학 및 기술 서비스업",6137648400.0,68.2,19.08,0,0,-0.36,4.66,12.65,9.57,2.19,6.65,-0.23,-27.51,-46.8,0.541,0.541,0,8.3,1,1,1.4,0.86,,SWING_60D,60,RR_LEGACY,35,,0,v1_sl_first_gap_at_open,9.8,6.0,2.5,NORMAL+PM_BLOCK_INTRADAY+EF:정상,enter,100.0,1,-1,29065.0,-2.13,0.0913,False,O,▲,27391,▲,O,X,0,0,0,0.36,250,0,1,1,1,0.0,"그외 기타 전문, 과학 및 기술 서비스업",4.6518749999999995,2.80625,12.0,14.2,OK,59.5,59.5,8,1,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,default,default,default,60,20260424,20260424,,59.6,59.6,59.6,29.7,29.7,FRESH,0.396,,True,MATURE,153039.0,0.0,,,,,,True,24.4,2.1.0,DEGRADED,NEWS_OFF,90.0,ARMED,OK,OK,OK,DISABLED,OK,OK,OK,0,6,False,True,True,
99,466100,클로봇,KOSDAQ,IT/전기전자,48300,178.74,12071.2,0.0,,WAIT,WAIT,3,False,False,True,59.5,59.5,93.3,41.8,27.1,,44.7,54.1,66.2,17.3,1.52,0.0,RR1.5 + 진입적정,0,48300.0,41250.0,59000.0,79200.0,⚡눌림회복,-1.55,1.05,61936,-26.07,DATA_UNAVAILABLE,0,5.49,67.0,2.71,STRUCT 강점,,,추세 관망,CAUTION,70.2,소프트웨어 개발 및 공급업,17874375225.0,67.6,29.14,0,0,1.36,-3.01,8.66,-4.92,-32.16,23.53,-14.72,-61.86,-29.92,0.562,0.081,0,10.7,1,0,1.42,0.43,82300.0,SWING_20D,80,SWING_60D,60,SWING_120D,45,v1_sl_first_gap_at_open,14.6,5.0,1.5,NORMAL+PM_BLOCK_INTRADAY+EF:정상,enter,100.0,1,-1,54485.0,-22.02,0.0226,False,X,▲,48369,▲,X,X,0,0,0,-0.42,250,0,1,1,1,0.0,소프트웨어 개발 및 공급업,6.018977272727272,21.11511363636364,6.0,27.1,OK,47.52558985166952,47.52558985166952,6,1,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,default,default,default,60,20260424,20260424,,59.5,59.5,59.5,29.7,29.7,FRESH,0.395,,True,MATURE,153039.0,0.0,,,,,,True,22.2,2.1.0,DEGRADED,NEWS_OFF,90.0,ARMED,OK,OK,OK,DISABLED,OK,OK,OK,0,6,False,True,True,
