시장,종목명,종목코드,업종,종가,거래대금(억원),시가총액(억원),거래대금(원),RSI14,MFI14,이격도,BB_BW,TTM_SQUEEZE,TTM_SQUEEZE_CNT,BB_SQUEEZE_BW,ret_1d_%,ret_5d_%,ret_10d_%,ret_20d_%,ret_60d_%,ret_120d_%,rel_20d_%,rel_60d_%,rel_120d_%,RES_RATIO,RES_RATIO_NEAR,IS_ABOVE_POC,POC_GAP,NEAR_THRES,Low_Trend_PCT,RSI_Rising,BB_Expanding,Vol_Quality,Range_Pos,추천매수가,손절가,추천매도가1,추천매도가2,추천매도가3,TP1_METHOD,TP1_PROB,TP2_METHOD,TP2_PROB,TP3_METHOD,TP3_PROB,EXEC_RULE_ID,STOP_PCT,MAX_LOSS_PCT,RR_MULT,STOP_REASON,ENTRY_ACTION,POSITION_PCT,TRIGGER,Above_MA20,SUPERTREND_DIR,SUPERTREND_VAL,VWAP,VWAP_GAP,MACD_Slope_PCT,거래강도,V_POWER,IS_SWING_SUPPORT,주봉20선_상회,주봉추세,HMA20,HMA_Trend,HMA_On,OBV_Div,외인순매수,기관순매수,메이저순매수,gap_pct,_data_length,consecutive_limit_up,MTF_WEEKLY_TREND,MTF_MONTHLY_TREND,MTF_DATA_SUFFICIENT,개인순매수,업종_상세,업종_대분류,SECTOR_RET_5D,SECTOR_RS,SECTOR_RANK,ML_SCORE,ML_STATUS,TRIGGER_SCORE,RAW_TRIGGER_SCORE,EBS,PASS_EBS,STRUCT_SCORE,TIMING_SCORE,AI_SCORE,FINAL_SCORE,DISPLAY_SCORE,W_STRUCT,W_TIMING,W_AI,SCORING_AXES,BLOCK_REASON
KOSPI,대우건설,047040,건물 건설업,17060,6642.76,70905.2,664275944610.0,76.1,87.2,54.66,120.92,0,0,0,-10.73,42.4,93.64,118.72,362.96,357.99,109.17,334.02,305.89,0.0,0.0,1,68.15,12.0,23.15,1,0,2.87,0.78,11580.0,9840.0,19750.0,24150.0,29750.0,SWING_20D,80,FIBO_1.272,40,FIBO_1.618,25,v1_sl_first_gap_at_open,15.03,4.0,4.7,NORMAL+PM_BLOCK_INTRADAY+EF:정상,enter,100.0,,1,1,12501.0,10463,63.05,0.8254,0.97,2.74,False,O,▲,15890,▲,O,X,0,0,0,3.24,250,0,1,1,1,0.0,건물 건설업,건설·부동산,23.91,21.004545454545454,1.0,84.0,OK,61.56587665179452,61.56587665179452,6,1,91.7,72.4,84.0,82.4,82.4,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,[연속급등: 5일 수익률 40%+ 과열]
KOSPI,SK오션플랜트,100090,1차 철강 제조업,27400,3482.97,17119.0,348296571650.0,75.5,96.5,41.34,55.05,0,0,0,7.24,45.44,53.59,46.45,37.69,7.66,36.9,8.75,-44.44,0.087,0.087,1,11.5,12.0,18.07,1,0,1.12,0.81,20350.0,17300.0,30250.0,34400.0,39700.0,SWING_20D,80,FIBO_1.272,40,FIBO_1.618,25,v1_sl_first_gap_at_open,14.99,5.0,3.2,NORMAL+PM_BLOCK_INTRADAY+EF:갭 12%+ 진입 보류+ENTRY:hold,hold,0.0,,1,1,22586.0,22488,21.84,0.7035,7.34,0.97,False,O,▲,21391,▲,O,X,0,0,0,15.46,250,0,1,1,1,0.0,1차 철강 제조업,철강·금속,-0.1416666666666669,-11.865,9.0,20.7,OK,42.0,42.0,6,1,81.2,30.2,20.7,48.7,48.7,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,[연속급등: 5일 수익률 40%+ 과열][갭과대: 갭 15%+ 비정상]
KOSPI,DL이앤씨,375500,토목 건설업,66200,1803.06,25615.2,180305697800.0,69.5,86.8,31.44,50.99,0,0,0,-1.78,40.85,52.71,30.06,57.24,53.42,20.51,28.3,1.32,0.065,0.065,1,59.05,12.0,10.12,1,0,1.12,0.86,52900.0,44950.0,70200.0,78600.0,89300.0,SWING_20D,80,FIBO_1.272,40,FIBO_1.618,25,v1_sl_first_gap_at_open,15.03,5.0,2.2,NORMAL+PM_BLOCK_INTRADAY+EF:정상,enter,100.0,🚀급등시동,1,1,52090.0,50619,30.78,0.8388,3.82,1.17,False,O,▲,54851,▲,O,X,0,0,0,4.15,250,0,1,1,1,0.0,토목 건설업,건설·부동산,23.91,21.004545454545454,1.0,32.3,OK,52.5,52.5,6,1,81.9,76.7,32.3,69.9,69.9,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,[연속급등: 5일 수익률 40%+ 과열]
KOSPI,GS건설,006360,건물 건설업,31850,1746.23,27257.7,174622750800.0,76.6,90.7,38.59,62.96,0,0,0,0.16,42.19,67.54,38.78,58.46,66.06,29.23,29.52,13.96,0.055,0.055,1,70.23,12.0,6.08,1,0,1.5,0.87,24150.0,20500.0,33800.0,38050.0,43450.0,SWING_20D,80,FIBO_1.272,40,FIBO_1.618,25,v1_sl_first_gap_at_open,15.11,5.0,2.6,NORMAL+PM_BLOCK_INTRADAY+EF:정상,enter,100.0,,1,1,24236.0,23211,37.22,0.845,2.67,1.53,False,O,▲,26626,▲,O,X,0,0,0,6.13,250,0,1,1,1,0.0,건물 건설업,건설·부동산,23.91,21.004545454545454,1.0,23.4,OK,84.0,84.0,6,1,86.8,82.1,23.4,72.2,72.2,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,[연속급등: 5일 수익률 40%+ 과열]
KOSDAQ,한텍,098070,일반 목적용 기계 제조업,60200,1522.04,6694.9,152203529500.0,80.7,95.3,53.24,65.75,0,0,0,25.68,42.82,70.54,54.76,84.66,24.77,45.21,55.72,-27.33,0.0,0.0,1,40.83,12.0,21.91,1,0,2.94,0.94,41250.0,35050.0,62200.0,71500.0,83200.0,SWING_20D,80,FIBO_1.272,40,FIBO_1.618,25,v1_sl_first_gap_at_open,15.03,5.0,3.4,NORMAL+PM_BLOCK_INTRADAY+EF:당일 15%+ 급등 진입 보류+ENTRY:hold,hold,0.0,,1,1,41160.0,42887,40.37,0.5214,8.75,2.97,False,O,▲,46611,▲,O,X,0,0,0,1.04,245,0,1,1,1,0.0,일반 목적용 기계 제조업,조선·기계·설비,-1.335438596491228,-12.075964912280703,10.0,69.2,OK,63.11176501682163,63.11176501682163,6,1,94.1,66.1,69.2,77.9,77.9,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,[연속급등: 5일 수익률 40%+ 과열]
KOSPI,경보제약,214390,기초 의약물질 제조업,7960,1406.3,1903.0,140630021200.0,70.2,95.3,32.52,56.11,0,0,0,11.33,45.26,49.91,30.71,32.45,32.89,21.16,3.51,-19.21,0.762,0.762,0,-0.39,12.0,3.88,0,0,13.03,0.68,6310.0,5360.0,9290.0,10420.0,11850.0,SWING_20D,80,FIBO_1.272,40,FIBO_1.618,25,v1_sl_first_gap_at_open,15.06,6.0,3.1,NORMAL+PM_BLOCK_INTRADAY+EF:당일 10%+ 급등 분할 진입+ENTRY:split,split,50.0,,1,1,6722.0,7782,2.28,0.8843,9.71,1.37,False,O,▲,6845,▲,O,X,0,0,0,0.0,250,0,1,1,1,0.0,기초 의약물질 제조업,기타,0.6688800000000001,-2.0468,6.0,84.9,OK,28.0,28.0,6,1,90.2,20.1,84.9,61.1,61.1,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,[연속급등: 5일 수익률 40%+ 과열]
KOSDAQ,차백신연구소,261780,자연과학 및 공학 연구개발업,5300,1337.16,1423.9,133715573941.0,88.1,99.2,74.54,93.24,0,0,0,29.9,76.37,105.83,101.9,89.29,88.61,92.35,60.35,36.51,0.0,0.0,1,21.6,12.0,-5.79,1,0,1.64,1.0,3190.0,2710.0,5300.0,6130.0,7170.0,SWING_20D,80,FIBO_1.272,40,FIBO_1.618,25,v1_sl_first_gap_at_open,15.05,6.0,4.4,NORMAL+PM_BLOCK_INTRADAY+EF:당일 15%+ 급등 진입 보류+ENTRY:hold,hold,0.0,,1,1,3107.5,4095,29.42,0.7763,5.72,1.24,False,O,▲,3852,▲,O,X,0,0,0,-4.17,250,1,1,1,1,0.0,자연과학 및 공학 연구개발업,기타,0.6688800000000001,-2.0468,6.0,61.1,OK,62.5,62.5,4,1,50.5,69.4,61.1,60.2,60.2,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,[연속급등: 5일 수익률 40%+ 과열][RSI극단: RSI 85+ 극단과열]
KOSDAQ,네패스아크,330860,"그외 기타 전문, 과학 및 기술 서비스업",28000,608.74,3411.5,60874431975.0,72.7,91.0,43.03,56.34,0,0,0,12.0,55.64,64.71,34.94,80.06,63.36,25.39,51.12,11.26,0.0,0.0,1,36.12,12.0,10.07,1,0,2.32,0.91,20550.0,17470.0,29250.0,33200.0,38150.0,SWING_20D,80,FIBO_1.272,40,FIBO_1.618,25,v1_sl_first_gap_at_open,14.99,6.0,2.8,NORMAL+PM_BLOCK_INTRADAY+EF:당일 10%+ 급등 분할 진입+ENTRY:split,split,50.0,,1,1,21114.0,21541,29.98,0.9098,7.36,3.74,False,O,▲,20647,▲,O,X,0,0,0,-1.2,250,0,1,1,1,0.0,"그외 기타 전문, 과학 및 기술 서비스업",서비스 기타,4.805714285714285,-10.422571428571429,7.0,27.8,OK,59.5,59.5,6,1,93.6,82.1,27.8,75.8,75.8,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,[연속급등: 5일 수익률 40%+ 과열]
KOSDAQ,빛과전자,069540,통신 및 방송 장비 제조업,2845,540.02,2762.9,54001871594.0,86.1,90.3,109.79,139.13,0,0,0,29.91,69.55,192.09,155.16,322.73,244.01,145.61,293.79,191.91,0.0,0.0,1,77.74,12.0,16.45,1,0,4.78,1.0,1424.0,1210.0,2845.0,3460.0,4240.0,SWING_20D,80,FIBO_1.272,40,FIBO_1.618,25,v1_sl_first_gap_at_open,15.03,6.0,6.6,NORMAL+PM_BLOCK_INTRADAY+EF:갭 12%+ 진입 보류 + 연속 상한가 진입 보류 + 당일 15%+ 급등 진입 보류+ENTRY:hold,hold,0.0,,1,1,1596.9,1478,92.38,0.7838,1.3,2.56,False,O,▲,1909,▲,O,X,0,0,0,13.24,250,2,1,1,1,0.0,통신 및 방송 장비 제조업,IT/전기전자,-0.4876470588235295,6.911470588235295,3.0,79.4,OK,84.0,84.0,6,1,95.0,87.3,79.4,88.8,88.8,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,[연속급등: 5일 수익률 40%+ 과열][RSI극단: RSI 85+ 극단과열][상한가연속: 연속 상한가 2회+]
KOSDAQ,하이젠알앤엠,160190,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",37650,532.42,11629.3,53241903600.0,26.5,29.1,-35.33,53.9,0,0,0,-27.74,-29.63,-32.28,-44.14,-32.65,-15.39,-53.69,-61.59,-67.49,1.0,0.049,0,-41.66,12.0,-26.26,1,0,2.66,0.03,37650.0,35400.0,72900.0,91200.0,,SWING_20D,80,SWING_60D,60,,0,v1_sl_first_gap_at_open,5.98,5.0,15.7,SWING+PM_BLOCK_INTRADAY+EF:정상,enter,100.0,,0,-1,53180.0,65116,-42.18,-0.301,7.98,-3.31,True,X,▼,50955,▼,X,X,0,0,0,-17.56,250,0,-1,-1,1,0.0,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",인프라·에너지,2.5192307692307696,-2.6053846153846147,5.0,86.6,OK,2.5570362639945974,2.5570362639945974,2,0,0.0,0.0,86.6,17.3,17.3,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,[급락종목: 5일 -25% 이하 급락]
