시장,종목명,종목코드,업종,종가,거래대금(억원),시가총액(억원),거래대금(원),RSI14,MFI14,이격도,BB_BW,TTM_SQUEEZE,TTM_SQUEEZE_CNT,BB_SQUEEZE_BW,ret_1d_%,ret_5d_%,ret_10d_%,ret_20d_%,ret_60d_%,ret_120d_%,rel_20d_%,rel_60d_%,rel_120d_%,RES_RATIO,RES_RATIO_NEAR,IS_ABOVE_POC,POC_GAP,NEAR_THRES,Low_Trend_PCT,RSI_Rising,BB_Expanding,Vol_Quality,Range_Pos,외인순매수,기관순매수,메이저순매수,TRIGGER,Above_MA20,SUPERTREND_DIR,SUPERTREND_VAL,VWAP,VWAP_GAP,MACD_Slope_PCT,거래강도,V_POWER,IS_SWING_SUPPORT,주봉20선_상회,주봉추세,HMA20,HMA_Trend,HMA_On,OBV_Div,gap_pct,_data_length,consecutive_limit_up,MTF_WEEKLY_TREND,MTF_MONTHLY_TREND,MTF_DATA_SUFFICIENT,추천매수가,손절가,추천매도가1,추천매도가2,추천매도가3,ENTRY_ACTION,POSITION_PCT,PLAN_REASON,STOP_PCT,MAX_LOSS_PCT,RR_MULT,REGIME,TIME_STOP_DAYS,EXEC_RULE_ID,STOP_REASON,TP1_METHOD,TP1_PROB,TP2_METHOD,TP2_PROB,TP3_METHOD,TP3_PROB,개인순매수,업종_상세,업종_대분류,SECTOR_RET_5D,SECTOR_RS,SECTOR_RANK,V23_ATR_Pct,V23_OBV_Slope,V23_Upper_Shadow_Ratio,V23_SIGNAL_STATUS,ML_SCORE,ML_STATUS,TRIGGER_SCORE,RAW_TRIGGER_SCORE,EBS,PASS_EBS,STRUCT_SCORE,TIMING_SCORE,AI_SCORE,FINAL_SCORE,DISPLAY_SCORE,W_STRUCT,W_TIMING,W_AI,SCORING_AXES,BLOCK_REASON
KOSPI,삼성전기,009150,전자부품 제조업,2127000,61839.0,1588734.9,6183900470459.0,94.4,90.3,84.62,126.31,0,0,0,15.04,76.66,107.71,153.52,420.05,747.41,125.89,373.71,631.54,0.0,0.0,1,605.29,12.0,14.36,0,0,1.55,0.95,0,0,0,,1,1,1453800.0,882839,140.93,0.8511,2.16,2.29,False,O,▲,1631056,▲,O,X,5.19,250,0,1,1,1,1210000.0,1028000.0,2192000.0,2693000.0,3331000.0,hold,0.0,NORMAL+PM_BLOCK_INTRADAY+EF:당일 15%+ 급등 진입 보류+ENTRY:hold,15.04,4.0,5.4,normal,7,v1_sl_first_gap_at_open,NORMAL+PM_BLOCK_INTRADAY+EF:당일 15%+ 급등 진입 보류+ENTRY:hold,SWING_20D,80,FIBO_1.272,40,FIBO_1.618,25,0.0,전자부품 제조업,IT/전기전자,8.3575,8.938152173913043,1.0,0.07874941231781853,0.1520997077712314,0.23214285714285715,OK,52.4,OK,90.0,90.0,6,1,88.6,94.0,52.4,82.7,82.7,0.55,0.25,0.2,STRUCT+TIMING+AI+SECTOR,[연속급등: 5일 수익률 40%+ 과열][RSI극단: RSI 85+ 극단과열]
KOSPI,LG이노텍,011070,전자부품 제조업,1458000,18820.42,345066.4,1882041690500.0,91.5,74.8,82.24,111.15,0,0,0,28.57,73.99,91.84,152.69,411.58,515.19,125.06,365.24,399.32,0.0,0.0,1,442.39,12.0,18.49,0,0,1.31,0.98,0,0,0,,1,1,855300.0,615863,136.74,0.6786,3.11,1.65,False,O,▲,1079094,▲,O,X,5.2,250,0,1,1,1,840000.0,714000.0,1474000.0,1810000.0,2237000.0,hold,0.0,NORMAL+PM_BLOCK_INTRADAY+EF:당일 15%+ 급등 진입 보류+ENTRY:hold,15.0,4.0,5.0,normal,7,v1_sl_first_gap_at_open,NORMAL+PM_BLOCK_INTRADAY+EF:당일 15%+ 급등 진입 보류+ENTRY:hold,SWING_20D,80,FIBO_1.272,40,FIBO_1.618,25,0.0,전자부품 제조업,IT/전기전자,8.3575,8.938152173913043,1.0,0.08901626494219086,0.10022426961051359,0.0486322188449848,OK,15.3,OK,83.15322727680882,83.15322727680882,6,1,86.1,86.4,15.3,72.0,72.0,0.55,0.25,0.2,STRUCT+TIMING+AI+SECTOR,[연속급등: 5일 수익률 40%+ 과열][RSI극단: RSI 85+ 극단과열]
KOSPI,삼성에스디에스,018260,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",299000,11567.74,231359.6,1156774326250.0,80.7,89.3,55.88,74.79,0,1,0,20.32,61.36,63.48,73.33,68.36,77.45,45.7,22.02,-38.42,0.0,0.0,1,68.01,12.0,-2.65,1,0,1.66,0.86,0,0,0,,1,1,205840.0,201251,48.57,0.9026,4.33,2.72,False,O,▲,228463,▲,O,X,7.04,250,0,1,1,1,201500.0,171100.0,321500.0,369500.0,430000.0,hold,0.0,NORMAL+PM_BLOCK_INTRADAY+EF:당일 15%+ 급등 진입 보류+ENTRY:hold,15.09,4.0,3.9,normal,7,v1_sl_first_gap_at_open,NORMAL+PM_BLOCK_INTRADAY+EF:당일 15%+ 급등 진입 보류+ENTRY:hold,SWING_20D,80,FIBO_1.272,40,FIBO_1.618,25,0.0,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",IT/전기전자,8.3575,8.938152173913043,1.0,0.07709030100334448,0.39297361203076636,0.3543307086614173,OK,60.0,OK,44.5,44.5,4,1,48.6,43.4,60.0,49.6,49.6,0.55,0.25,0.2,STRUCT+TIMING+AI+SECTOR,[연속급등: 5일 수익률 40%+ 과열]
KOSPI,삼화콘덴서,001820,전자부품 제조업,149100,9756.0,15498.9,975600213450.0,83.2,98.3,77.44,147.5,0,0,0,-4.55,89.94,122.21,130.09,200.91,377.88,102.46,154.57,262.01,0.0,0.0,1,136.0,12.0,-8.33,1,0,1.38,0.8,0,0,0,,1,1,94760.0,99024,50.57,1.1069,4.55,1.01,False,O,▲,125898,▲,O,X,2.82,250,0,1,1,1,88200.0,74900.0,172800.0,209000.0,255000.0,split,50.0,NORMAL+PM_BLOCK_INTRADAY+EF:RSI 80+ 과열 분할 진입+ENTRY:split,15.08,5.0,6.4,normal,7,v1_sl_first_gap_at_open,NORMAL+PM_BLOCK_INTRADAY+EF:RSI 80+ 과열 분할 진입+ENTRY:split,SWING_20D,80,FIBO_1.272,40,FIBO_1.618,25,0.0,전자부품 제조업,IT/전기전자,8.3575,8.938152173913043,1.0,0.11823320877646833,0.27977237847751846,0.3674698795180723,OK,80.3,OK,52.5,52.5,4,1,44.2,62.3,80.3,55.9,55.9,0.55,0.25,0.2,STRUCT+TIMING+AI+SECTOR,[연속급등: 5일 수익률 40%+ 과열]
KOSPI,LG씨엔에스,064400,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",113800,9232.74,110256.2,923274453850.0,74.0,82.5,45.65,61.4,0,0,0,29.91,41.9,32.17,68.59,68.34,96.21,40.96,22.0,-19.66,0.0,0.0,1,60.43,12.0,6.81,0,0,1.68,1.0,114028,6373,120401,,1,1,68790.0,79355,43.41,0.419,2.94,2.88,False,O,▲,90356,▲,O,X,9.36,250,1,1,1,1,82000.0,69700.0,113800.0,118900.0,129700.0,hold,0.0,NORMAL+PM_BLOCK_INTRADAY+EF:당일 15%+ 급등 진입 보류+ENTRY:hold,15.0,4.0,2.6,normal,7,v1_sl_first_gap_at_open,NORMAL+PM_BLOCK_INTRADAY+EF:당일 15%+ 급등 진입 보류+ENTRY:hold,SWING_20D,80,ATR_3.5x,45,FIBO_1.272,40,0.0,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",IT/전기전자,8.3575,8.938152173913043,1.0,0.09251820236003014,0.3453039035811404,0.0,OK,55.6,OK,74.92969611325206,74.92969611325206,6,1,91.0,97.3,55.6,85.5,85.5,0.55,0.25,0.2,STRUCT+TIMING+AI+SECTOR,[연속급등: 5일 수익률 40%+ 과열]
KOSPI,현대오토에버,307950,소프트웨어 개발 및 공급업,931000,8743.22,255317.3,874322118000.0,72.8,78.4,52.94,81.92,0,0,0,24.8,48.01,35.12,94.77,108.28,360.89,67.14,61.94,245.02,0.0,0.0,1,97.05,12.0,19.09,0,0,1.94,0.96,0,0,0,,1,1,595500.0,572567,62.6,0.5907,2.43,2.94,False,O,▲,712212,▲,O,X,4.96,250,0,1,1,1,639000.0,543000.0,953000.0,1116000.0,1322000.0,hold,0.0,NORMAL+PM_BLOCK_INTRADAY+EF:당일 15%+ 급등 진입 보류+ENTRY:hold,15.02,4.0,3.3,normal,7,v1_sl_first_gap_at_open,NORMAL+PM_BLOCK_INTRADAY+EF:당일 15%+ 급등 진입 보류+ENTRY:hold,SWING_20D,80,FIBO_1.272,40,FIBO_1.618,25,0.0,소프트웨어 개발 및 공급업,IT/전기전자,8.3575,8.938152173913043,1.0,0.09720730397422127,0.07359469736117642,0.12359550561797752,OK,43.1,OK,81.3103531268723,81.3103531268723,6,1,93.6,100.0,43.1,85.1,85.1,0.55,0.25,0.2,STRUCT+TIMING+AI+SECTOR,[연속급등: 5일 수익률 40%+ 과열]
KOSDAQ,디앤디파마텍,347850,자연과학 및 공학 연구개발업,94600,3184.05,41438.7,318404894750.0,65.4,69.8,28.09,68.55,0,0,0,-12.0,55.85,35.72,20.2,11.16,-0.21,31.78,16.69,-17.97,0.276,0.276,1,6.63,12.0,-14.9,0,0,1.66,0.65,0,0,0,,1,1,79280.0,83628,13.12,1.41,3.2,0.7,False,O,▼,82316,▲,O,X,-1.4,250,0,-1,-1,1,77500.0,65900.0,114700.0,130400.0,150300.0,enter,100.0,NORMAL+PM_BLOCK_INTRADAY+EF:정상,14.97,5.0,3.2,normal,7,v1_sl_first_gap_at_open,NORMAL+PM_BLOCK_INTRADAY+EF:정상,SWING_20D,80,FIBO_1.272,40,FIBO_1.618,25,0.0,자연과학 및 공학 연구개발업,기타,-0.7777477477477479,-11.094234234234234,5.0,0.09664753850800363,0.028976948133766254,0.021897810218978103,OK,88.9,OK,24.298500266574546,24.298500266574546,4,1,20.4,37.0,88.9,38.2,38.2,0.55,0.25,0.2,STRUCT+TIMING+AI+SECTOR,[연속급등: 5일 수익률 40%+ 과열]
KOSDAQ,DSC인베스트먼트,241520,신탁업 및 집합투자업,14100,1717.81,3750.6,171781261520.0,39.3,71.3,-4.0,44.12,0,0,0,9.39,7.55,-4.02,-22.48,-17.2,96.38,-10.9,-11.67,78.62,0.416,0.211,0,-20.12,12.0,-15.72,0,0,1.42,0.32,0,0,0,,0,-1,15621.0,15542,-9.28,0.371,7.86,-2.04,False,O,▲,12687,▲,O,X,19.39,250,0,1,1,1,14740.0,12530.0,18500.0,19620.0,,hold,0.0,NORMAL+PM_BLOCK_INTRADAY+EF:갭 12%+ 진입 보류+ENTRY:hold,14.99,6.0,1.7,normal,7,v1_sl_first_gap_at_open,NORMAL+PM_BLOCK_INTRADAY+EF:갭 12%+ 진입 보류+ENTRY:hold,SWING_20D,80,SWING_60D,60,,0,0.0,신탁업 및 집합투자업,기타,-0.7777477477477479,-11.094234234234234,5.0,0.09017223910840931,-0.0007402298990415702,0.47058823529411764,OK,57.9,OK,4.5,4.5,4,1,22.5,0.0,57.9,24.0,24.0,0.55,0.25,0.2,STRUCT+TIMING+AI+SECTOR,[갭과대: 갭 15%+ 비정상]
KOSDAQ,나무기술,242040,소프트웨어 개발 및 공급업,8780,1412.76,3038.4,141276112605.0,87.1,94.2,68.6,90.98,0,0,0,17.22,87.81,91.91,68.2,102.54,529.84,79.78,108.07,512.08,0.0,0.0,1,278.65,12.0,-5.32,1,0,4.66,0.97,0,0,0,,1,1,5583.0,6064,44.77,1.1422,3.68,3.06,False,O,▲,6344,▲,O,X,0.53,250,0,1,1,1,5470.0,4645.0,8940.0,10550.0,12590.0,hold,0.0,NORMAL+PM_BLOCK_INTRADAY+EF:당일 15%+ 급등 진입 보류+ENTRY:hold,15.08,6.0,4.2,normal,7,v1_sl_first_gap_at_open,NORMAL+PM_BLOCK_INTRADAY+EF:당일 15%+ 급등 진입 보류+ENTRY:hold,SWING_20D,80,FIBO_1.272,40,FIBO_1.618,25,0.0,소프트웨어 개발 및 공급업,IT/전기전자,8.3575,8.938152173913043,1.0,0.08220794012365767,0.07393751364732368,0.11347517730496454,OK,68.6,OK,59.5,59.5,4,1,54.6,70.1,68.6,61.3,61.3,0.55,0.25,0.2,STRUCT+TIMING+AI+SECTOR,[연속급등: 5일 수익률 40%+ 과열][RSI극단: RSI 85+ 극단과열]
KOSPI,삼성전기우,009155,기타,765000,1217.06,22238.4,121705695500.0,91.6,74.4,76.52,95.39,0,0,0,29.88,76.47,95.15,121.42,351.86,564.06,93.79,305.52,448.19,0.0,0.0,1,473.35,12.0,2.56,0,0,1.67,1.0,0,0,0,,1,1,470175.0,328476,132.89,0.8334,2.04,2.04,False,O,▲,548565,▲,O,X,5.94,250,1,1,1,1,455000.0,386500.0,765000.0,936000.0,1154000.0,hold,0.0,NORMAL+PM_BLOCK_INTRADAY+EF:당일 15%+ 급등 진입 보류+ENTRY:hold,15.05,5.0,4.5,normal,7,v1_sl_first_gap_at_open,NORMAL+PM_BLOCK_INTRADAY+EF:당일 15%+ 급등 진입 보류+ENTRY:hold,SWING_20D,80,FIBO_1.272,40,FIBO_1.618,25,0.0,기타,기타,-0.7777477477477479,-11.094234234234234,5.0,0.08172268907563025,0.14060392239164207,0.0,OK,86.7,OK,90.0,90.0,6,1,85.0,90.0,86.7,86.6,86.6,0.55,0.25,0.2,STRUCT+TIMING+AI+SECTOR,[연속급등: 5일 수익률 40%+ 과열][RSI극단: RSI 85+ 극단과열]
