시장,종목명,종목코드,종가,거래대금(억원),시가총액(억원),RSI14,乖離%,MACD_hist,MACD_slope,Vol_Z,ret_5d_%,ret_10d_%,EBS,통과,근거,추천매수가,추천매도가1,추천매도가2,손절가
KOSDAQ,DSC인베스트먼트,241520,7520,58.84,2030.4,49.6,3.02,18.6539,7.91191,1.06,6.52,3.16,6,🚀초입,"RSI 45~65, MACD↑, MA20 근처, 상승구조, MACD>sig, 과열X",7370,7960,8550,7080
KOSDAQ,한글과컴퓨터,030520,25300,54.91,6117.5,45.2,1.01,37.898,57.13187,1.54,3.27,1.0,6,🚀초입,"RSI 45~65, MACD↑, MA20 근처, 거래량↑, MACD>sig, 과열X",25300,26430,27560,24300
KOSDAQ,셀바스AI,108860,13990,50.0,3765.4,56.0,2.15,-11.1122,29.15334,1.91,1.23,0.79,6,🚀초입,"RSI 45~65, MACD↑, MA20 근처, 거래량↑, 상승구조, 과열X",13830,14500,15170,13280
KOSPI,NAVER,035420,265000,6504.2,415659.5,58.1,2.91,-955.151,999.62932,1.02,3.72,2.51,5,🚀초입,"RSI 45~65, MACD↑, MA20 근처, 상승구조, 과열X",260080,276360,292650,249780
KOSPI,삼성전기,009150,232000,2488.21,173289.4,76.3,11.28,1836.4424,32.02317,1.97,9.43,16.0,5,🚀초입,"MACD↑, 거래량↑, 상승구조, MACD>sig, 과열X",210560,225440,240310,202230
KOSPI,HJ중공업,097230,30300,2458.88,27359.5,62.7,11.85,247.7356,30.51407,1.08,9.98,25.21,5,🚀초입,"RSI 45~65, MACD↑, 상승구조, MACD>sig, 과열X",27360,31050,34730,26280
KOSDAQ,디앤디파마텍,347850,198600,2328.58,21560.6,49.0,7.63,362.5385,1317.92403,2.38,16.75,15.2,5,🚀초입,"RSI 45~65, MACD↑, 거래량↑, 상승구조, MACD>sig",186370,205880,225390,178980
KOSPI,한국전력,015760,45500,1908.5,292093.7,82.9,14.39,579.7388,28.05354,1.3,3.64,15.63,5,🚀초입,"MACD↑, 거래량↑, 상승구조, MACD>sig, 과열X",40170,43350,46540,38580
KOSPI,현대엘리베이터,017800,80700,1721.76,31547.6,55.0,-1.56,207.0377,-387.68745,2.23,-4.38,-2.3,5,🚀초입,"RSI 45~65, 거래량↑, 상승구조, MACD>sig, 과열X",80700,85440,90170,79520
KOSDAQ,알테오젠,196170,466500,1361.63,249604.5,48.0,2.77,2941.5421,-42.35799,0.89,3.32,4.83,5,🚀초입,"RSI 45~65, MA20 근처, 상승구조, MACD>sig, 과열X",458460,484390,510320,440310
KOSPI,LG씨엔에스,064400,66700,1317.59,64622.9,55.7,4.08,314.192,293.33383,2.83,5.21,4.38,5,🚀초입,"RSI 45~65, MACD↑, 거래량↑, MACD>sig, 과열X",64730,68010,71290,62160
KOSPI,한전기술,052690,112900,1185.7,43150.4,85.9,17.38,2005.1465,1.19549,2.02,6.61,16.75,5,🚀초입,"MACD↑, 거래량↑, 상승구조, MACD>sig, 과열X",97140,107130,117110,93290
KOSPI,SK이노베이션,096770,137000,1177.18,231602.3,84.5,19.4,2614.4029,4.49851,1.55,8.47,27.21,5,🚀초입,"MACD↑, 거래량↑, 상승구조, MACD>sig, 과열X",115890,124680,133460,111300
KOSPI,KB금융,105560,116000,1171.64,442496.0,48.6,0.89,71.6178,-26.3613,1.08,0.17,0.26,5,🚀초입,"RSI 45~65, MA20 근처, 상승구조, MACD>sig, 과열X",116000,121620,127250,111530
KOSPI,신한지주,055550,74400,1134.1,361208.2,60.9,3.17,110.117,-23.54786,1.2,0.4,4.64,5,🚀초입,"RSI 45~65, MA20 근처, 상승구조, MACD>sig, 과열X",72840,76320,79800,69950
KOSDAQ,아이씨티케이,456010,17980,1128.02,2413.0,64.9,13.69,103.8503,101.65867,2.46,17.59,10.31,5,🚀초입,"RSI 45~65, MACD↑, 거래량↑, 상승구조, MACD>sig",15970,18200,20430,15340
KOSPI,셀트리온,068270,176600,1043.22,407838.5,51.9,0.66,249.7471,-81.06105,1.04,-0.95,3.15,5,🚀초입,"RSI 45~65, MA20 근처, 상승구조, MACD>sig, 과열X",176600,182860,189120,170340
KOSDAQ,비에이치아이,083650,53700,976.01,16617.1,60.3,6.27,92.7704,213.44859,1.24,10.15,-1.83,5,🚀초입,"RSI 45~65, MACD↑, 거래량↑, 상승구조, MACD>sig",51040,56610,62180,49010
KOSPI,HD현대인프라코어,042670,17390,953.61,32841.2,70.7,11.45,236.6023,15.99198,3.0,8.15,14.71,5,🚀초입,"MACD↑, 거래량↑, 상승구조, MACD>sig, 과열X",15760,17080,18400,15140
KOSPI,고려아연,010130,1140000,904.07,220513.2,63.1,2.62,-16569.6063,-333.67112,1.45,-3.72,-17.75,5,🚀초입,"RSI 45~65, MA20 근처, 거래량↑, 상승구조, 과열X",1122010,1293010,1464010,1077570
KOSPI,한미약품,128940,393500,797.07,50411.2,60.2,8.57,3679.7315,180.95218,1.29,12.75,11.79,5,🚀초입,"RSI 45~65, MACD↑, 거래량↑, 상승구조, MACD>sig",366070,399130,432180,351580
KOSDAQ,코데즈컴바인,047770,2955,708.2,1118.2,59.1,6.61,68.4844,-74.2333,1.41,-15.09,14.31,5,🚀초입,"RSI 45~65, 거래량↑, 상승구조, MACD>sig, 과열X",2800,3530,4260,2690
KOSDAQ,하나마이크론,067310,27600,646.88,18291.1,63.6,9.75,-245.0264,77.53813,1.25,6.98,4.15,5,🚀초입,"RSI 45~65, MACD↑, 거래량↑, 상승구조, 과열X",25400,28240,31090,24390
KOSPI,한화솔루션,009830,30950,620.0,53200.7,63.5,4.56,320.0027,-95.05382,1.82,2.65,6.72,5,🚀초입,"RSI 45~65, 거래량↑, 상승구조, MACD>sig, 과열X",29900,31600,33310,28710
KOSPI,SK텔레콤,017670,54100,581.04,116201.4,46.5,-0.43,-25.9021,18.95733,1.37,-0.92,0.0,5,🚀초입,"RSI 45~65, MACD↑, MA20 근처, 거래량↑, 과열X",54100,55000,55900,53200
KOSDAQ,한스바이오메드,042520,28000,461.21,3787.4,60.7,18.61,477.9853,-463.03082,1.38,-3.61,37.59,5,🚀초입,"RSI 45~65, 거래량↑, 상승구조, MACD>sig, 과열X",23840,30450,37050,22900
KOSDAQ,테스,095610,45950,360.26,9083.5,50.3,-0.27,-571.8631,-141.1988,2.18,-1.08,-1.82,5,🚀초입,"RSI 45~65, MA20 근처, 거래량↑, 상승구조, 과열X",45950,50900,55850,44690
KOSDAQ,에치에프알,230240,17400,354.06,2315.8,63.0,10.0,171.3136,59.66097,7.37,8.68,-4.19,5,🚀초입,"RSI 45~65, MACD↑, 거래량↑, MACD>sig, 과열X",15980,17860,19750,15340
KOSPI,한온시스템,018880,4265,332.86,28949.2,87.1,22.1,89.9507,6.34959,4.26,7.84,35.18,5,🚀초입,"MACD↑, 거래량↑, 상승구조, MACD>sig, 과열X",3530,3820,4110,3390
KOSDAQ,큐리옥스바이오시스템즈,445680,73700,282.55,12592.4,52.7,4.85,-941.7683,318.70759,1.22,3.8,7.28,5,🚀초입,"RSI 45~65, MACD↑, 거래량↑, 상승구조, 과열X",70990,80530,90080,68180
KOSPI,SK바이오팜,326030,114600,280.43,89747.0,70.7,8.84,1362.8879,65.40729,1.41,5.91,12.91,5,🚀초입,"MACD↑, 거래량↑, 상승구조, MACD>sig, 과열X",106340,111340,116340,102130
KOSDAQ,삼천당제약,000250,220000,272.12,51606.4,52.9,4.79,1190.5026,507.74985,0.85,6.8,10.33,5,🚀초입,"RSI 45~65, MACD↑, 상승구조, MACD>sig, 과열X",212040,227480,242920,203650
KOSDAQ,HK이노엔,195940,48850,266.02,13839.2,63.8,4.05,323.2219,-105.58457,2.65,0.93,3.28,5,🚀초입,"RSI 45~65, 거래량↑, 상승구조, MACD>sig, 과열X",47420,50100,52780,45540
KOSPI,롯데관광개발,032350,18520,250.48,14730.7,57.7,1.96,31.376,-51.53146,1.18,-5.17,3.46,5,🚀초입,"RSI 45~65, MA20 근처, 상승구조, MACD>sig, 과열X",18350,19640,20930,17620
KOSDAQ,필옵틱스,161580,41300,243.91,9665.3,61.2,7.41,66.8516,107.12233,1.25,10.13,3.77,5,🚀초입,"RSI 45~65, MACD↑, 거래량↑, 상승구조, MACD>sig",38840,42140,45440,37300
KOSPI,엔씨소프트,036570,221000,238.97,47612.3,55.6,4.29,720.4883,789.93248,1.12,7.02,7.02,5,🚀초입,"RSI 45~65, MACD↑, 상승구조, MACD>sig, 과열X",214020,225310,236600,205540
KOSPI,신풍제약,019170,14010,231.25,7423.2,55.6,5.01,182.3028,-52.76862,2.56,6.38,7.77,5,🚀초입,"RSI 45~65, 거래량↑, 상승구조, MACD>sig, 과열X",13470,14730,15980,12940
KOSPI,DL이앤씨,375500,44300,229.96,17141.3,63.0,6.15,362.6397,86.08944,2.28,5.73,5.48,5,🚀초입,"RSI 45~65, MACD↑, 거래량↑, MACD>sig, 과열X",42150,44700,47250,40480
KOSDAQ,미코,059090,15310,223.71,5116.1,45.3,-0.97,-42.4062,-19.91444,1.45,-1.86,-3.83,5,🚀초입,"RSI 45~65, MA20 근처, 거래량↑, 상승구조, 과열X",15310,16850,18390,15000
KOSPI,기업은행,024110,19300,206.85,153903.2,48.9,-0.02,21.3324,-13.43631,1.22,-1.58,0.94,5,🚀초입,"RSI 45~65, MA20 근처, 거래량↑, MACD>sig, 과열X",19300,19780,20250,18820
KOSDAQ,솔트룩스,304100,31600,202.85,3979.7,49.6,1.14,-28.927,144.21487,2.3,2.1,-1.86,5,🚀초입,"RSI 45~65, MACD↑, MA20 근처, 거래량↑, 과열X",31550,33820,36090,30310
KOSPI,코리아써키트,007810,20500,199.18,4842.3,61.2,9.56,10.9607,25.22335,0.93,9.51,11.66,5,🚀초입,"RSI 45~65, MACD↑, 상승구조, MACD>sig, 과열X",18900,21120,23340,18150
KOSDAQ,동진쎄미켐,005290,43300,198.99,22262.5,47.3,0.76,-503.2626,71.19572,0.8,3.46,-3.13,5,🚀초입,"RSI 45~65, MACD↑, MA20 근처, 상승구조, 과열X",43300,46030,48760,41690
KOSDAQ,오이솔루션,138080,14830,194.21,1575.6,72.2,18.83,75.7837,73.29183,3.87,9.53,2.49,5,🚀초입,"MACD↑, 거래량↑, 상승구조, MACD>sig, 과열X",12600,14680,16750,12110
KOSDAQ,엘앤씨바이오,290650,52500,172.84,12924.9,55.0,2.23,-231.2889,101.50465,0.45,6.28,11.58,5,🚀초입,"RSI 45~65, MACD↑, MA20 근처, 상승구조, 과열X",51870,57330,62790,49810
KOSPI,한국콜마,161890,76100,169.76,17963.5,46.4,-0.41,232.435,-8.51416,1.31,-1.17,0.53,5,🚀초입,"RSI 45~65, MA20 근처, 거래량↑, MACD>sig, 과열X",76100,79300,82510,74120
KOSPI,더존비즈온,012510,91800,156.14,27891.4,47.1,1.0,-357.6748,9.48677,0.57,2.57,0.99,5,🚀초입,"RSI 45~65, MACD↑, MA20 근처, 상승구조, 과열X",91800,97490,103180,88160
KOSPI,신성이엔지,011930,1962,151.99,4038.7,59.8,8.34,16.3555,0.89279,1.62,13.54,8.4,5,🚀초입,"RSI 45~65, MACD↑, 거래량↑, 상승구조, MACD>sig",1830,1970,2110,1760
KOSDAQ,제주반도체,080220,21100,148.53,7267.4,51.5,1.66,-225.8255,9.47973,0.45,0.48,-6.43,5,🚀초입,"RSI 45~65, MACD↑, MA20 근처, 상승구조, 과열X",20960,23050,25140,20130
KOSDAQ,솔브레인,357780,291500,146.7,22674.5,53.6,2.53,-2161.2319,1185.86589,1.13,5.42,1.04,5,🚀초입,"RSI 45~65, MACD↑, MA20 근처, 상승구조, 과열X",287140,308090,329040,275770
KOSDAQ,셀트리온제약,068760,64000,140.45,27954.7,76.8,13.29,962.9209,86.83047,1.2,9.97,18.96,5,🚀초입,"MACD↑, 거래량↑, 상승구조, MACD>sig, 과열X",57050,60370,63680,54800
KOSDAQ,헥토파이낸셜,234340,17160,134.55,2397.4,50.6,0.37,-23.5667,75.78215,0.71,5.54,2.02,5,🚀초입,"RSI 45~65, MACD↑, MA20 근처, 상승구조, 과열X",17160,18210,19260,16580
KOSDAQ,오르비텍,046120,4250,134.53,1166.6,71.9,13.73,62.328,1.33103,2.09,3.03,9.4,5,🚀초입,"MACD↑, 거래량↑, 상승구조, MACD>sig, 과열X",3770,4310,4850,3620
KOSPI,현대제철,004020,34050,133.77,45438.3,56.6,0.93,78.5277,19.05447,0.99,-1.02,3.5,5,🚀초입,"RSI 45~65, MACD↑, MA20 근처, MACD>sig, 과열X",34050,35640,37230,32720
KOSPI,LG생활건강,051900,288000,127.21,44071.1,48.4,0.94,1027.7192,41.68947,0.98,0.0,2.13,5,🚀초입,"RSI 45~65, MACD↑, MA20 근처, MACD>sig, 과열X",288000,296140,304290,279860
KOSDAQ,엘티씨,170920,21900,123.78,2236.0,58.8,16.28,185.2641,152.987,1.47,22.48,26.59,5,🚀초입,"RSI 45~65, MACD↑, 거래량↑, 상승구조, MACD>sig",19020,21370,23710,18270
KOSDAQ,넥스틴,348210,60900,111.71,6380.5,77.4,12.27,503.6858,8.2934,1.59,1.5,17.79,5,🚀초입,"MACD↑, 거래량↑, 상승구조, MACD>sig, 과열X",54790,59170,63550,52620
KOSPI,비에이치,090460,18130,100.14,6111.9,63.4,4.75,111.0541,41.17925,0.94,8.37,7.47,5,🚀초입,"RSI 45~65, MACD↑, 상승구조, MACD>sig, 과열X",17480,18660,19840,16790
KOSPI,SK바이오사이언스,302440,53200,97.79,41692.4,70.5,9.84,732.0755,19.6081,1.36,5.56,15.15,5,🚀초입,"MACD↑, 거래량↑, 상승구조, MACD>sig, 과열X",48920,51330,53740,46980
KOSDAQ,ISC,095340,79500,97.73,16851.7,46.5,-0.03,-689.3004,25.5993,0.66,1.66,-1.36,5,🚀초입,"RSI 45~65, MACD↑, MA20 근처, 상승구조, 과열X",79500,85450,91390,77140
KOSDAQ,마음AI,377480,22850,88.69,1624.4,40.3,0.02,-181.2222,136.22614,2.48,4.58,2.7,5,🚀초입,"MACD↑, MA20 근처, 거래량↑, 상승구조, 과열X",22850,24440,26020,22160
KOSDAQ,티엑스알로보틱스,484810,16170,87.42,2498.4,55.9,-0.87,-162.7205,21.37107,0.97,-2.71,-9.66,5,🚀초입,"RSI 45~65, MACD↑, MA20 근처, 상승구조, 과열X",16170,17790,19410,15820
KOSPI,솔루스첨단소재,336370,9480,84.58,6656.6,81.6,13.22,135.0131,1.55732,3.7,6.88,18.5,5,🚀초입,"MACD↑, 거래량↑, 상승구조, MACD>sig, 과열X",8460,9160,9870,8120
KOSDAQ,씨어스테크놀로지,458870,78600,81.03,9955.4,62.3,12.8,275.2674,74.46868,0.83,6.22,15.25,5,🚀초입,"RSI 45~65, MACD↑, 상승구조, MACD>sig, 과열X",70380,78260,86150,67590
KOSDAQ,하나머티리얼즈,166090,41600,78.94,8227.5,47.7,-0.51,-639.3138,13.06791,0.7,0.24,-1.19,5,🚀초입,"RSI 45~65, MACD↑, MA20 근처, 상승구조, 과열X",41600,45470,49340,40560
KOSPI,제일기획,030000,20500,77.66,23583.5,56.1,0.6,-3.7792,9.19775,1.03,0.49,1.49,5,🚀초입,"RSI 45~65, MACD↑, MA20 근처, 상승구조, 과열X",20500,21020,21540,19980
KOSDAQ,태성,323280,24450,75.65,7457.4,48.3,-2.9,68.5317,15.39222,1.29,-0.41,-9.78,5,🚀초입,"RSI 45~65, MACD↑, 거래량↑, MACD>sig, 과열X",24450,26690,28940,24420
KOSDAQ,샘씨엔에스,252990,7240,75.35,4227.3,46.2,1.64,-90.3165,20.66473,0.69,7.9,-6.58,5,🚀초입,"RSI 45~65, MACD↑, MA20 근처, 상승구조, 과열X",7190,7920,8650,6910
KOSPI,OCI,456040,60800,74.97,5443.1,63.4,4.85,443.6158,-135.41418,1.97,1.16,3.4,5,🚀초입,"RSI 45~65, 거래량↑, 상승구조, MACD>sig, 과열X",58570,61640,64720,56250
KOSPI,녹십자,006280,131100,69.23,15321.1,47.9,0.28,328.7635,-33.74159,1.21,-0.83,0.38,5,🚀초입,"RSI 45~65, MA20 근처, 거래량↑, MACD>sig, 과열X",131100,135470,139840,126820
KOSPI,삼화콘덴서,001820,33700,68.95,3503.1,52.9,0.57,-204.7461,8.70668,1.11,0.45,-0.15,5,🚀초입,"RSI 45~65, MACD↑, MA20 근처, 상승구조, 과열X",33700,36300,38900,32500
KOSPI,솔루엠,248070,18100,64.41,8654.7,66.3,4.78,87.7151,42.21738,1.74,6.28,5.48,5,🚀초입,"MACD↑, 거래량↑, 상승구조, MACD>sig, 과열X",17450,18280,19120,16760
KOSPI,덴티움,145720,58400,63.18,6464.2,58.8,4.67,352.5642,163.27461,2.81,3.18,6.57,5,🚀초입,"RSI 45~65, MACD↑, 거래량↑, MACD>sig, 과열X",56350,58700,61050,54120
KOSPI,코오롱,002020,45150,61.35,5700.8,57.2,2.79,197.1299,-155.61392,0.83,-8.23,3.56,5,🚀초입,"RSI 45~65, MA20 근처, 상승구조, MACD>sig, 과열X",44360,48330,52300,42600
KOSDAQ,가온칩스,399720,55600,61.34,6449.8,62.0,3.78,-329.7189,70.9167,0.82,0.91,-7.18,5,🚀초입,"RSI 45~65, MACD↑, MA20 근처, 상승구조, 과열X",54110,58060,62020,51970
KOSPI,HDC현대산업개발,294870,19900,60.41,13115.6,46.7,-0.03,41.6303,28.14861,1.1,2.84,-3.86,5,🚀초입,"RSI 45~65, MACD↑, MA20 근처, MACD>sig, 과열X",19900,20890,21880,19310
KOSDAQ,루닛,328130,40400,57.7,11798.7,48.2,0.04,28.3707,32.35404,0.92,0.75,-0.86,5,🚀초입,"RSI 45~65, MACD↑, MA20 근처, MACD>sig, 과열X",40400,43130,45850,39170
KOSDAQ,GST,083450,25550,56.1,4708.9,56.3,3.75,-103.0048,14.88177,0.7,5.36,-1.73,5,🚀초입,"RSI 45~65, MACD↑, MA20 근처, 상승구조, 과열X",24870,26830,28800,23890
KOSPI,GKL,114090,16030,56.04,9915.5,54.9,-0.06,18.7918,-25.20897,1.33,-2.67,1.07,5,🚀초입,"RSI 45~65, MA20 근처, 거래량↑, MACD>sig, 과열X",16030,16900,17770,15560
KOSDAQ,케이에스피,073010,6120,55.58,2459.7,48.8,0.55,6.5629,-19.21579,0.83,-8.25,4.44,5,🚀초입,"RSI 45~65, MA20 근처, 상승구조, MACD>sig, 과열X",6120,6760,7400,5900
KOSDAQ,가비아,079940,28850,54.59,3905.0,57.5,7.49,31.3401,218.51915,2.04,10.96,4.91,5,🚀초입,"RSI 45~65, MACD↑, 거래량↑, 상승구조, MACD>sig",27110,28960,30800,26030
KOSPI,서흥,008490,27600,53.62,3193.1,59.2,6.63,192.5678,110.8503,2.58,10.18,4.94,5,🚀초입,"RSI 45~65, MACD↑, 거래량↑, 상승구조, MACD>sig",26140,28170,30190,25110
KOSDAQ,엠로,058970,44100,52.58,5450.6,56.6,4.36,325.6987,3.59737,1.26,-0.11,7.04,5,🚀초입,"RSI 45~65, MACD↑, 거래량↑, MACD>sig, 과열X",42680,44830,46990,40990
KOSPI,율촌화학,008730,33350,52.21,8270.8,59.3,1.7,57.1107,-178.90298,0.8,-7.36,7.58,5,🚀초입,"RSI 45~65, MA20 근처, 상승구조, MACD>sig, 과열X",33120,36390,39650,31810
KOSPI,에스엘,005850,36100,51.79,16767.9,61.4,2.24,26.8357,-15.74636,0.99,-2.96,3.59,5,🚀초입,"RSI 45~65, MA20 근처, 상승구조, MACD>sig, 과열X",35660,37500,39350,34250
KOSPI,두산에너빌리티,034020,96400,15617.42,617500.9,81.5,27.01,1339.381,684.53709,1.98,22.03,16.28,4,🚀초입,"MACD↑, 거래량↑, 상승구조, MACD>sig",76660,84120,91570,73620
KOSPI,삼성SDI,006400,331000,7132.08,266738.1,90.8,36.61,9653.9201,1414.76,2.15,26.1,49.44,4,🚀초입,"MACD↑, 거래량↑, 상승구조, MACD>sig",244720,271880,299040,235030
KOSPI,두산퓨얼셀,336260,42600,5907.51,27900.3,74.8,31.86,793.7379,458.60758,5.0,35.89,28.31,4,🚀초입,"MACD↑, 거래량↑, 상승구조, MACD>sig",32630,36840,41050,31340
KOSPI,한화오션,042660,131900,5287.05,404159.3,67.7,12.78,2497.4946,-489.07594,1.44,-0.38,25.5,4,🚀초입,"거래량↑, 상승구조, MACD>sig, 과열X",118120,130090,142060,113440
KOSPI,삼성중공업,010140,30000,3621.91,264000.0,87.2,27.62,820.9692,83.45779,1.59,24.48,39.21,4,🚀초입,"MACD↑, 거래량↑, 상승구조, MACD>sig",23740,25740,27740,22800
KOSPI,삼성바이오로직스,207940,1221000,3443.52,869034.5,86.8,11.37,15055.8978,-1291.63788,2.57,4.09,8.34,4,🚀초입,"거래량↑, 상승구조, MACD>sig, 과열X",1107310,1161740,1216170,1063460
KOSDAQ,강원에너지,114190,16350,3340.78,4271.1,79.1,35.86,504.3275,115.45399,7.85,34.79,40.83,4,🚀초입,"MACD↑, 거래량↑, 상승구조, MACD>sig",12150,14110,16070,11670
KOSDAQ,우리기술,032820,4980,2692.01,8280.3,73.9,15.47,54.5106,24.74987,3.51,17.59,12.29,4,🚀초입,"MACD↑, 거래량↑, 상승구조, MACD>sig",4360,4770,5180,4180
KOSPI,파미셀,005690,18560,2658.88,11139.1,88.1,38.25,545.1131,143.3298,3.46,38.51,46.14,4,🚀초입,"MACD↑, 거래량↑, 상승구조, MACD>sig",13560,15160,16760,13020
KOSPI,삼성물산,028260,231000,2298.57,392645.8,67.5,13.84,1079.7645,1205.62921,2.59,11.06,12.14,4,🚀초입,"MACD↑, 거래량↑, 상승구조, MACD>sig",204950,220520,236100,196830
KOSPI,대한전선,001440,21700,1958.33,40459.1,83.3,24.76,387.6205,132.64394,2.49,23.02,24.07,4,🚀초입,"MACD↑, 거래량↑, 상승구조, MACD>sig",17570,19160,20760,16870
KOSDAQ,지엔씨에너지,119850,43950,1905.4,7229.3,70.0,24.95,561.7565,390.56915,4.54,21.41,6.29,4,🚀초입,"MACD↑, 거래량↑, 상승구조, MACD>sig",35530,40570,45620,34120
KOSDAQ,쏠리드,050890,8890,1748.25,5401.3,80.0,28.3,134.5837,108.46367,11.31,28.47,22.79,4,🚀초입,"MACD↑, 거래량↑, 상승구조, MACD>sig",7000,7680,8350,6720
KOSPI,SK스퀘어,402340,275000,1652.03,364487.4,64.9,12.87,840.239,-535.63609,0.99,6.38,12.94,4,🚀초입,"RSI 45~65, 상승구조, MACD>sig, 과열X",246080,271960,297830,236340
KOSPI,현대로템,064350,230500,1576.57,251573.0,52.1,4.69,1615.2384,-511.52681,0.91,-1.71,7.96,4,🚀초입,"RSI 45~65, 상승구조, MACD>sig, 과열X",222380,240910,259450,213570
