종목코드,종목명,시장,업종,업종_상세,업종_대분류,종가,거래대금(억원),시가총액(억원),상태,IS_ACTIVE,IS_NOW_ENTRY,IS_WATCH,추천매수가,손절가,추천매도가1,추천매도가2,FINAL_SCORE,TRIGGER_SCORE,TOTAL_SCORE,RANK_SCORE,LDY_SCORE,ENTRY_SCORE,ML_SCORE,NEWS_SCORE,NEWS_REASON,TRIGGER,ROUTE,REGIME,ret_20d_%,ret_120d_%,rel_20d_%,rel_60d_%,rel_120d_%,TTM_SQUEEZE_CNT,NORM_RR,NORM_T1,NORM_SL,NORM_NEAR,NORM_MOM,NORM_LIQ,NORM_TEC,RSI14,MFI14,이격도,BB_BW,TTM_SQUEEZE,BB_SQUEEZE_BW,ret_1d_%,ret_5d_%,ret_10d_%,ret_60d_%,Low_Trend_PCT,RSI_Rising,BB_Expanding,Vol_Quality,Range_Pos,Above_MA20,SUPERTREND_DIR,SUPERTREND_VAL,VWAP,VWAP_GAP,MACD_Slope_PCT,거래강도,V_POWER,IS_SWING_SUPPORT,주봉20선_상회,주봉추세,HMA20,HMA_Trend,HMA_On,OBV_Div,SECTOR_RET_5D,SECTOR_RS,SECTOR_RANK,EBS,ENG_SCORE,MOM_SCORE,RR1,Now%,AI_COMMENT,켈리_수량,켈리_금액(원),추천수량,추천금액(만원),MKT_BREADTH_ALL_%,MKT_BREADTH_KOSPI_%,MKT_BREADTH_KOSDAQ_%,MKT_TEMP,TOP_SECTORS_5D,REGIME_RANK,LDY_RANK,기준일,시총기준일,벤치_60d_KOSPI_%,벤치_60d_KOSDAQ_%,60일_종목수익률_%,60일_초과수익(α)_%
298040,효성중공업,KOSPI,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",인프라·에너지,2032000,1327.34,0.0,WAIT,False,False,True,2032000,1851000,2393000,2632300.0,70.4,79.6,68.1,70.5,70.5,64.7,62.599998474121094,0.0,특이사항 없음,,WAIT,③ 박스 / 중립,2.73,90.62,-11.43,0.71,43.35,0,0.99,0.89,0.47,1.0,0.56,1.0,0.36,63.7,69.5,8.73,15.43,0,0,0.94,10.14,15.65,25.9,0.29,1,1,1.11,0.77,1,1,1711200.0,1946923,4.37,0.2823,1.09,0.63,False,O,▲,1901630,▲,O,X,5.741538461538462,-4.5,9.0,7,58.8,56.1,1.9944751381215469,0.0,💸 자금 유입 지속. 🚀 단기 모멘텀 가속. ⚠️ 단기 급등 조정 주의.,0,1103905,,,74.1,70.0,77.8,🔥 과열,1.철강·금속(+27.2%) / 2.자동차·모빌리티(+19.6%) / 3.반도체(+19.1%) / 4.IT/전기전자(+15.1%) / 5.조선·기계·설비(+14.8%),3,1,20260113,20260113,25.19,9.66,25.9,0.71
322510,제이엘케이,KOSDAQ,소프트웨어 개발 및 공급업,소프트웨어 개발 및 공급업,IT/전기전자,6460,121.37,0.0,ATTACK,True,True,False,6460,5280,8810,9691.0,73.0,96.0,67.3,58.7,58.7,61.8,87.5,0.0,특이사항 없음,,ATTACK,① 강한 상승 추세,36.86,-1.22,35.33,17.76,-18.06,2,0.99,1.0,0.0,1.0,0.19,0.1,0.56,58.8,66.8,7.92,16.44,1,0,11.38,8.57,9.31,27.42,21.94,0,0,1.56,0.87,1,1,4857.5,6104,5.82,0.0707,2.45,1.13,False,O,▲,5947,▲,O,X,8.415949367088608,19.47620253164557,4.0,5,69.9,19.4,1.9915254237288136,0.0,🌪️ 에너지 응축 시작 (2일차). 💸 자금 유입 지속. 🚀 단기 모멘텀 가속. ⚠️ 단기 급등 조정 주의.,161,1041893,161.0,104.2,74.1,70.0,77.8,🔥 과열,1.철강·금속(+27.2%) / 2.자동차·모빌리티(+19.6%) / 3.반도체(+19.1%) / 4.IT/전기전자(+15.1%) / 5.조선·기계·설비(+14.8%),1,2,20260113,20260113,25.19,9.66,27.42,17.76
336260,두산퓨얼셀,KOSPI,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",인프라·에너지,34000,372.68,0.0,ATTACK,True,True,False,34000,31250,39500,43450.0,71.8,100.0,64.8,63.4,63.4,72.3,68.19999694824219,0.0,특이사항 없음,🚀급등시동,ATTACK,④ 바닥 반등 시도,12.03,48.15,-2.13,-26.64,0.88,0,1.0,0.81,0.62,1.0,0.45,0.31,0.33,64.6,64.6,11.54,17.27,0,0,7.42,8.11,19.72,-1.45,0.54,1,1,2.49,0.95,1,1,28565.0,32002,6.24,0.1742,2.34,0.43,False,O,▲,31187,▲,O,X,5.741538461538462,-4.5,9.0,6,58.4,44.6,2.0,0.0,📉 매도세 우위. 💸 자금 유입 지속. 🚀 단기 모멘텀 가속. ⚠️ 단기 급등 조정 주의.,25,859999,25.0,86.0,74.1,70.0,77.8,🔥 과열,1.철강·금속(+27.2%) / 2.자동차·모빌리티(+19.6%) / 3.반도체(+19.1%) / 4.IT/전기전자(+15.1%) / 5.조선·기계·설비(+14.8%),4,3,20260113,20260113,25.19,9.66,-1.45,-26.64
058610,에스피지,KOSDAQ,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",인프라·에너지,91000,2336.71,0.0,OVERHEAT,False,False,False,91000,73900,125100,137610.0,69.0,66.0,69.8,61.1,61.1,58.9,90.19999694824219,0.0,특이사항 없음,,OVERHEAT,① 강한 상승 추세,24.49,237.04,22.96,169.91,220.2,0,0.99,1.0,0.0,1.0,0.43,1.0,0.39,51.2,70.0,11.87,29.32,0,0,10.17,21.01,7.57,179.57,9.04,0,0,2.35,0.88,1,1,65510.0,82773,9.94,0.2496,1.6,1.82,False,O,▲,79650,▲,O,X,5.741538461538462,-4.5,9.0,6,50.5,43.4,1.9941520467836258,0.0,💪 매수세 장악(Power Buying). 💰 외국인/기관 수급 집중. 🚀 단기 모멘텀 가속. ⚠️ 단기 급등 조정 주의.,13,1231319,13.0,123.1,74.1,70.0,77.8,🔥 과열,1.철강·금속(+27.2%) / 2.자동차·모빌리티(+19.6%) / 3.반도체(+19.1%) / 4.IT/전기전자(+15.1%) / 5.조선·기계·설비(+14.8%),1,4,20260113,20260113,25.19,9.66,179.57,169.91
000270,기아,KOSPI,자동차용 엔진 및 자동차 제조업,자동차용 엔진 및 자동차 제조업,자동차·모빌리티,136000,3947.65,0.0,WAIT,False,False,True,136000,127500,152900,168190.0,66.9,95.5,59.8,64.7,64.7,53.8,48.5,0.0,특이사항 없음,,WAIT,③ 박스 / 중립,10.66,36.68,-3.5,-3.0,-10.59,0,0.99,0.62,0.92,1.0,0.37,1.0,0.55,69.5,81.0,9.81,14.92,0,0,5.18,11.02,13.52,22.19,0.08,0,1,1.28,0.92,1,1,117040.0,130052,4.57,0.1673,2.74,1.68,False,O,▲,129178,▲,O,X,18.36275,20.447,2.0,6,40.7,37.4,1.988235294117647,0.0,💪 매수세 장악(Power Buying). 💰 외국인/기관 수급 집중. 🚀 단기 모멘텀 가속. ⚠️ 단기 급등 조정 주의.,0,0,,,74.1,70.0,77.8,🔥 과열,1.철강·금속(+27.2%) / 2.자동차·모빌리티(+19.6%) / 3.반도체(+19.1%) / 4.IT/전기전자(+15.1%) / 5.조선·기계·설비(+14.8%),3,5,20260113,20260113,25.19,9.66,22.19,-3.0
086960,MDS테크,KOSDAQ,소프트웨어 개발 및 공급업,소프트웨어 개발 및 공급업,IT/전기전자,1505,703.37,0.0,ATTACK,True,True,False,1505,1341,1832,2015.2000000000003,66.2,80.0,62.8,65.7,65.7,73.6,56.0,0.0,특이사항 없음,📦박스돌파,ATTACK,④ 바닥 반등 시도,12.15,-3.96,10.62,-5.29,-20.8,4,0.99,1.0,0.18,1.0,0.61,0.58,0.59,70.8,93.6,12.82,17.72,0,0,5.99,14.02,15.24,4.37,2.64,1,1,2.98,0.62,1,1,1251.9,1489,1.01,0.3159,10.65,1.35,False,O,▲,1360,▲,O,X,8.415949367088608,19.47620253164557,4.0,6,53.7,60.5,1.9939024390243902,0.0,💰 외국인/기관 수급 집중. 🚀 단기 모멘텀 가속. ⚠️ 단기 급등 조정 주의.,468,705626,468.0,70.6,74.1,70.0,77.8,🔥 과열,1.철강·금속(+27.2%) / 2.자동차·모빌리티(+19.6%) / 3.반도체(+19.1%) / 4.IT/전기전자(+15.1%) / 5.조선·기계·설비(+14.8%),4,6,20260113,20260113,25.19,9.66,4.37,-5.29
056080,유진로봇,KOSDAQ,특수 목적용 기계 제조업,특수 목적용 기계 제조업,조선·기계·설비,15920,343.77,0.0,ATTACK,True,True,False,15920,14010,19730,21703.0,65.5,87.6,60.0,50.7,50.7,47.8,81.80000305175781,0.0,특이사항 없음,,ATTACK,① 강한 상승 추세,7.28,45.65,5.75,24.69,28.81,0,0.99,1.0,0.09,1.0,0.44,0.28,0.33,62.5,64.9,7.6,21.2,0,0,5.92,13.96,14.95,34.35,1.02,0,0,2.23,0.65,1,1,13114.0,15471,2.9,0.2043,0.84,-0.15,False,O,▲,15081,▲,O,X,9.364999999999998,18.466896551724137,5.0,5,22.5,44.2,1.9947643979057592,0.0,📉 매도세 우위. 💸 자금 유입 지속. 🚀 단기 모멘텀 가속. ⚠️ 단기 급등 조정 주의.,31,496062,31.0,49.6,74.1,70.0,77.8,🔥 과열,1.철강·금속(+27.2%) / 2.자동차·모빌리티(+19.6%) / 3.반도체(+19.1%) / 4.IT/전기전자(+15.1%) / 5.조선·기계·설비(+14.8%),1,7,20260113,20260113,25.19,9.66,34.35,24.69
034020,두산에너빌리티,KOSPI,일반 목적용 기계 제조업,일반 목적용 기계 제조업,조선·기계·설비,87000,4652.19,0.0,WAIT,False,False,True,87000,80000,101000,111100.00000000001,65.3,48.4,69.5,66.1,66.1,65.7,77.30000305175781,0.0,특이사항 없음,🚀급등시동,WAIT,④ 바닥 반등 시도,12.55,36.79,-1.61,-21.25,-10.48,0,1.0,0.8,0.63,1.0,0.26,1.0,0.26,67.4,72.2,9.45,23.08,0,0,-1.25,1.28,18.21,3.94,1.65,1,0,1.55,0.81,1,1,76780.0,86230,0.89,0.0562,0.98,-0.9,False,O,▲,85905,▲,O,X,9.364999999999998,18.466896551724137,5.0,6,51.3,26.1,2.0,0.0,📉 매도세 우위. 💰 외국인/기관 수급 집중. 🚀 단기 모멘텀 가속. ⚠️ 단기 급등 조정 주의.,13,1212500,13.0,121.2,74.1,70.0,77.8,🔥 과열,1.철강·금속(+27.2%) / 2.자동차·모빌리티(+19.6%) / 3.반도체(+19.1%) / 4.IT/전기전자(+15.1%) / 5.조선·기계·설비(+14.8%),4,8,20260113,20260113,25.19,9.66,3.94,-21.25
104040,대성파인텍,KOSDAQ,자동차 신품 부품 제조업,자동차 신품 부품 제조업,자동차·모빌리티,756,63.36,0.0,ATTACK,True,True,False,756,701,866,952.6,64.9,80.0,61.1,54.6,54.6,47.0,76.30000305175781,0.0,특이사항 없음,,ATTACK,④ 바닥 반등 시도,5.15,-28.75,3.62,-13.23,-45.59,5,1.0,0.73,0.77,1.0,0.17,0.05,0.87,65.7,94.6,5.56,6.51,1,1,5.73,6.18,6.03,-3.57,0.58,1,1,3.65,0.35,1,1,691.4,777,-2.77,0.0781,14.99,1.28,False,X,▼,715,▲,O,X,18.36275,20.447,2.0,5,33.8,17.2,2.0,0.0,🌪️ 5일 연속 응축 중! 폭발 임박. 💰 외국인/기관 수급 집중. 🚀 단기 모멘텀 가속. ⚠️ 단기 급등 조정 주의.,770,582500,770.0,58.2,74.1,70.0,77.8,🔥 과열,1.철강·금속(+27.2%) / 2.자동차·모빌리티(+19.6%) / 3.반도체(+19.1%) / 4.IT/전기전자(+15.1%) / 5.조선·기계·설비(+14.8%),4,9,20260113,20260113,25.19,9.66,-3.57,-13.23
142210,유니트론텍,KOSDAQ,자동차 부품 및 내장품 판매업,자동차 부품 및 내장품 판매업,자동차·모빌리티,6700,127.27,0.0,ATTACK,True,True,False,6700,5940,8210,9031.0,64.4,100.0,55.5,49.5,49.5,45.3,69.5999984741211,0.0,특이사항 없음,,ATTACK,③ 박스 / 중립,6.86,4.36,5.33,-1.94,-12.48,5,0.99,1.0,0.13,1.0,0.1,0.11,0.64,59.8,78.2,6.77,11.53,1,0,5.85,6.18,5.35,7.72,2.21,0,0,1.61,0.77,1,1,5645.0,6489,3.24,0.0329,3.28,0.62,False,O,▲,6414,▲,O,X,18.36275,20.447,2.0,4,33.2,10.0,1.986842105263158,0.0,🌪️ 5일 연속 응축 중! 폭발 임박. 💰 외국인/기관 수급 집중. 🚀 단기 모멘텀 가속. ⚠️ 단기 급등 조정 주의.,0,0,,,74.1,70.0,77.8,🔥 과열,1.철강·금속(+27.2%) / 2.자동차·모빌리티(+19.6%) / 3.반도체(+19.1%) / 4.IT/전기전자(+15.1%) / 5.조선·기계·설비(+14.8%),3,10,20260113,20260113,25.19,9.66,7.72,-1.94
