종목코드,종목명,시장,업종,업종_상세,업종_대분류,종가,거래대금(억원),시가총액(억원),상태,IS_ACTIVE,IS_NOW_ENTRY,IS_WATCH,추천매수가,손절가,추천매도가1,추천매도가2,FINAL_SCORE,TRIGGER_SCORE,TOTAL_SCORE,RANK_SCORE,LDY_SCORE,ENTRY_SCORE,ML_SCORE,NEWS_SCORE,NEWS_REASON,TRIGGER,ROUTE,REGIME,ret_20d_%,ret_120d_%,rel_20d_%,rel_60d_%,rel_120d_%,TTM_SQUEEZE_CNT,NORM_RR,NORM_T1,NORM_SL,NORM_NEAR,NORM_MOM,NORM_LIQ,NORM_TEC,RSI14,MFI14,이격도,BB_BW,TTM_SQUEEZE,BB_SQUEEZE_BW,ret_1d_%,ret_5d_%,ret_10d_%,ret_60d_%,Low_Trend_PCT,RSI_Rising,BB_Expanding,Vol_Quality,Range_Pos,Above_MA20,SUPERTREND_DIR,SUPERTREND_VAL,VWAP,VWAP_GAP,MACD_Slope_PCT,거래강도,V_POWER,IS_SWING_SUPPORT,주봉20선_상회,주봉추세,HMA20,HMA_Trend,HMA_On,OBV_Div,SECTOR_RET_5D,SECTOR_RS,SECTOR_RANK,EBS,ENG_SCORE,MOM_SCORE,RR1,Now%,AI_COMMENT,켈리_수량,켈리_금액(원),추천수량,추천금액(만원),MKT_BREADTH_ALL_%,MKT_BREADTH_KOSPI_%,MKT_BREADTH_KOSDAQ_%,MKT_TEMP,TOP_SECTORS_5D,REGIME_RANK,LDY_RANK,기준일,시총기준일,벤치_60d_KOSPI_%,벤치_60d_KOSDAQ_%,60일_종목수익률_%,60일_초과수익(α)_%
035420,NAVER,KOSPI,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업","자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업",서비스 기타,281500,14062.49,0.0,WAIT,False,False,True,281500,259000,326500,359150.0,77.5,79.5,76.6,77.3,77.3,75.8,75.0,0.0,특이사항 없음,🚀급등시동,WAIT,④ 바닥 반등 시도,21.6,20.3,-1.53,-14.24,-35.94,0,1.0,0.8,0.64,1.0,0.49,1.0,0.59,65.1,67.3,11.33,18.27,0,0,3.3,15.37,6.43,10.18,2.59,1,1,1.28,0.83,1,1,243200.0,266423,5.66,0.4011,2.64,2.13,False,O,▲,254606,▲,O,X,10.156969696969696,0.02696969696969723,9.0,7,65.1,49.1,2.0,0.0,💪 매수세 장악(Power Buying). 💸 자금 유입 지속. 🚀 단기 모멘텀 가속. ⚠️ 단기 급등 조정 주의.💸 자금 유입 지속. 🚀 단기 모멘텀 가속. ⚠️ 단기 급등 조정 주의.,6,1744999,6.0,174.5,88.6,84.2,91.7,🔥 과열,1.조선·기계·설비(+11.4%) / 2.인프라·에너지(+11.0%) / 3.반도체(+11.0%) / 4.IT/전기전자(+10.3%) / 5.바이오·의약품(+9.6%),4,1,20260127,20260127,24.42,21.52,10.18,-14.24
010120,LS ELECTRIC,KOSPI,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",인프라·에너지,537000,3498.29,0.0,WAIT,False,False,True,537000,477500,656000,721600.0000000001,63.2,51.0,68.5,71.4,71.4,67.0,61.599998474121094,0.0,특이사항 없음,🚀급등시동,WAIT,③ 박스 / 중립,18.02,80.81,-5.11,-2.24,24.57,0,1.0,1.0,0.16,1.0,0.08,1.0,0.68,66.5,65.7,6.55,18.57,0,0,7.19,2.29,8.16,22.18,7.89,1,0,1.42,0.81,1,1,452450.0,517811,3.71,-0.1213,2.73,0.46,False,O,▲,526073,▼,O,X,6.851249999999999,13.81625,2.0,7,63.3,8.4,2.0,0.0,📉 매도세 우위. 💸 자금 유입 지속. ⚠️ 단기 급등 조정 주의.💸 자금 유입 지속. ⚠️ 단기 급등 조정 주의.,2,1137500,2.0,113.8,88.6,84.2,91.7,🔥 과열,1.조선·기계·설비(+11.4%) / 2.인프라·에너지(+11.0%) / 3.반도체(+11.0%) / 4.IT/전기전자(+10.3%) / 5.바이오·의약품(+9.6%),3,2,20260127,20260127,24.42,21.52,22.18,-2.24
034020,두산에너빌리티,KOSPI,일반 목적용 기계 제조업,일반 목적용 기계 제조업,조선·기계·설비,93600,6434.16,0.0,WAIT,False,False,True,93600,85100,110500,121550.00000000001,67.3,42.0,78.1,72.0,72.0,74.3,92.4000015258789,0.0,특이사항 없음,🚀급등시동,WAIT,⑤ 하락 / 약세,27.17,46.94,4.04,-20.07,-9.3,0,0.99,0.9,0.43,1.0,0.08,1.0,0.39,68.2,70.4,7.08,29.37,0,0,1.96,-1.78,7.59,4.35,17.21,1,0,1.19,0.81,1,1,83470.0,92471,1.22,-0.2157,0.87,-1.5,False,O,▲,95135,▼,X,X,7.791688311688312,13.884025974025974,1.0,7,81.9,7.8,1.988235294117647,0.0,📉 매도세 우위. 💰 외국인/기관 수급 집중. ⚠️ 단기 급등 조정 주의.💰 외국인/기관 수급 집중. ⚠️ 단기 급등 조정 주의.,19,1851301,19.0,185.1,88.6,84.2,91.7,🔥 과열,1.조선·기계·설비(+11.4%) / 2.인프라·에너지(+11.0%) / 3.반도체(+11.0%) / 4.IT/전기전자(+10.3%) / 5.바이오·의약품(+9.6%),5,3,20260127,20260127,24.42,21.52,4.35,-20.07
068270,셀트리온,KOSPI,기초 의약물질 제조업,기초 의약물질 제조업,바이오·의약품,211500,1332.41,0.0,WAIT,False,False,True,211500,196400,242000,266200.0,61.6,37.2,72.1,72.0,72.0,69.1,72.19999694824219,0.0,특이사항 없음,🚀급등시동/⚡눌림회복,WAIT,③ 박스 / 중립,17.5,17.43,-5.63,-3.63,-38.81,0,1.0,0.72,0.8,1.0,0.05,1.0,0.61,50.5,60.2,1.72,19.42,0,0,-1.63,2.17,-4.3,20.79,12.51,1,0,1.61,0.75,1,1,194925.0,209081,1.16,0.0515,0.67,1.77,False,O,▲,209389,▼,O,X,15.020000000000001,6.0169999999999995,5.0,7,70.1,5.4,2.019867549668874,0.0,💪 매수세 장악(Power Buying). 💸 자금 유입 지속. 🚀 단기 모멘텀 가속. ✅ 20일선 눌림목 구간.💸 자금 유입 지속. 🚀 단기 모멘텀 가속. ✅ 20일선 눌림목 구간.,6,1419278,6.0,141.9,88.6,84.2,91.7,🔥 과열,1.조선·기계·설비(+11.4%) / 2.인프라·에너지(+11.0%) / 3.반도체(+11.0%) / 4.IT/전기전자(+10.3%) / 5.바이오·의약품(+9.6%),3,4,20260127,20260127,24.42,21.52,20.79,-3.63
010140,삼성중공업,KOSPI,선박 및 보트 건조업,선박 및 보트 건조업,조선·기계·설비,30300,1661.42,0.0,WAIT,False,False,True,30300,27800,35250,38775.0,64.0,34.6,76.6,71.1,71.1,74.7,89.5999984741211,0.0,특이사항 없음,🚀급등시동,WAIT,⑤ 하락 / 약세,26.51,59.89,3.38,-24.42,3.65,0,0.99,0.82,0.59,1.0,0.05,1.0,0.34,69.9,77.5,7.88,37.49,0,0,1.34,-1.78,4.66,0.0,18.57,1,0,1.49,0.8,1,1,26515.0,30348,-0.16,-0.3208,0.72,-0.69,False,O,▲,31494,▼,X,X,7.791688311688312,13.884025974025974,1.0,7,84.3,4.8,1.98,0.0,📉 매도세 우위. 💰 외국인/기관 수급 집중. ⚠️ 단기 급등 조정 주의.💰 외국인/기관 수급 집중. ⚠️ 단기 급등 조정 주의.,57,1734040,57.0,173.4,88.6,84.2,91.7,🔥 과열,1.조선·기계·설비(+11.4%) / 2.인프라·에너지(+11.0%) / 3.반도체(+11.0%) / 4.IT/전기전자(+10.3%) / 5.바이오·의약품(+9.6%),5,5,20260127,20260127,24.42,21.52,0.0,-24.42
417200,LS머트리얼즈,KOSDAQ,전자부품 제조업,전자부품 제조업,IT/전기전자,14290,191.87,0.0,WAIT,False,False,True,14290,12990,16890,18579.0,74.9,90.0,68.4,62.2,62.2,65.4,83.0,0.0,특이사항 없음,📦박스돌파,WAIT,③ 박스 / 중립,11.82,30.74,-5.9,-2.83,-3.97,3,1.0,0.91,0.43,1.0,0.28,0.15,0.56,69.1,78.1,9.5,16.09,0,0,2.88,6.64,9.92,18.69,6.62,0,1,1.29,1.0,1,1,12051.0,13558,5.39,0.1719,1.67,2.35,False,O,▲,13565,▲,O,X,12.72651376146789,8.670550458715597,4.0,6,49.2,28.4,2.0,0.0,💪 매수세 장악(Power Buying). 💰 외국인/기관 수급 집중. 🚀 단기 모멘텀 가속. ⚠️ 단기 급등 조정 주의.💰 외국인/기관 수급 집중. 🚀 단기 모멘텀 가속. ⚠️ 단기 급등 조정 주의.,79,1130000,79.0,113.0,88.6,84.2,91.7,🔥 과열,1.조선·기계·설비(+11.4%) / 2.인프라·에너지(+11.0%) / 3.반도체(+11.0%) / 4.IT/전기전자(+10.3%) / 5.바이오·의약품(+9.6%),3,6,20260127,20260127,24.42,21.52,18.69,-2.83
005290,동진쎄미켐,KOSDAQ,기초 화학물질 제조업,기초 화학물질 제조업,화학·소재,43600,460.89,0.0,WAIT,False,False,True,43600,39700,51400,56540.00000000001,72.8,84.0,68.0,66.3,66.3,67.8,72.0999984741211,0.0,특이사항 없음,🚀급등시동,WAIT,④ 바닥 반등 시도,14.29,35.19,-3.43,-18.69,0.48,1,1.0,0.89,0.46,1.0,0.27,0.36,0.6,67.3,53.0,8.31,15.45,0,0,2.59,10.52,9.27,2.83,4.41,1,0,1.29,0.9,1,1,37902.5,41614,4.77,0.1646,1.45,2.59,False,O,▲,41057,▲,O,X,12.418085106382978,-0.03638297872340435,7.0,6,56.1,27.0,2.0,0.0,💪 매수세 장악(Power Buying). 🚀 단기 모멘텀 가속. ⚠️ 단기 급등 조정 주의.🚀 단기 모멘텀 가속. ⚠️ 단기 급등 조정 주의.,25,1100000,25.0,110.0,88.6,84.2,91.7,🔥 과열,1.조선·기계·설비(+11.4%) / 2.인프라·에너지(+11.0%) / 3.반도체(+11.0%) / 4.IT/전기전자(+10.3%) / 5.바이오·의약품(+9.6%),4,7,20260127,20260127,24.42,21.52,2.83,-18.69
095500,미래나노텍,KOSDAQ,플라스틱제품 제조업,플라스틱제품 제조업,기타,12050,77.94,0.0,ATTACK,True,True,False,12050,10880,14390,15829.000000000002,71.9,76.0,70.1,61.3,61.3,70.7,90.5,0.0,특이사항 없음,🚀급등시동,ATTACK,④ 바닥 반등 시도,15.53,7.59,-2.19,-18.0,-27.12,1,1.0,0.97,0.33,1.0,0.51,0.06,0.42,62.3,82.9,11.71,25.15,0,0,-2.19,13.15,10.55,3.52,2.02,1,0,3.42,0.8,1,1,9932.0,11750,2.55,0.3762,1.34,2.16,False,O,▲,11576,▲,O,X,7.249770992366412,3.006946564885496,8.0,6,51.3,50.7,2.0,0.0,💪 매수세 장악(Power Buying). 💰 외국인/기관 수급 집중. 🚀 단기 모멘텀 가속. ⚠️ 단기 급등 조정 주의.💰 외국인/기관 수급 집중. 🚀 단기 모멘텀 가속. ⚠️ 단기 급등 조정 주의.,104,1257500,104.0,125.8,88.6,84.2,91.7,🔥 과열,1.조선·기계·설비(+11.4%) / 2.인프라·에너지(+11.0%) / 3.반도체(+11.0%) / 4.IT/전기전자(+10.3%) / 5.바이오·의약품(+9.6%),4,8,20260127,20260127,24.42,21.52,3.52,-18.0
126730,코칩,KOSDAQ,전자부품 제조업,전자부품 제조업,IT/전기전자,17550,75.84,0.0,ATTACK,True,True,False,17550,15650,21350,23485.000000000004,70.4,90.0,62.0,51.1,51.1,71.3,87.5,0.0,특이사항 없음,🚀급등시동,ATTACK,⑤ 하락 / 약세,22.47,45.04,4.75,5.93,10.33,1,1.0,1.0,0.18,1.0,0.4,0.06,0.35,68.1,88.4,13.35,21.79,0,0,3.72,11.5,14.48,27.45,5.34,1,0,1.3,0.89,1,1,14053.0,16752,4.76,0.2363,1.71,1.25,False,O,▲,16598,▲,O,X,12.72651376146789,8.670550458715597,4.0,5,58.2,40.0,2.0,0.0,💰 외국인/기관 수급 집중. 🚀 단기 모멘텀 가속. ⚠️ 단기 급등 조정 주의.💰 외국인/기관 수급 집중. 🚀 단기 모멘텀 가속. ⚠️ 단기 급등 조정 주의.,37,650000,37.0,65.0,88.6,84.2,91.7,🔥 과열,1.조선·기계·설비(+11.4%) / 2.인프라·에너지(+11.0%) / 3.반도체(+11.0%) / 4.IT/전기전자(+10.3%) / 5.바이오·의약품(+9.6%),5,9,20260127,20260127,24.42,21.52,27.45,5.93
126700,하이비젼시스템,KOSDAQ,사진장비 및 광학기기 제조업,사진장비 및 광학기기 제조업,기타,17030,53.16,0.0,WAIT,False,False,True,17030,15930,19220,21142.0,70.1,84.0,64.2,64.1,64.1,67.6,64.30000305175781,0.0,특이사항 없음,📦박스돌파,WAIT,④ 바닥 반등 시도,5.12,11.16,-12.6,-15.74,-23.55,4,0.99,0.64,0.9,1.0,0.18,0.04,0.75,60.1,66.1,5.82,10.75,0,0,3.34,3.97,10.58,5.78,0.2,1,1,1.25,0.88,1,1,15130.0,16498,3.22,0.065,2.7,0.99,False,O,▲,16462,▲,O,X,7.249770992366412,3.006946564885496,8.0,6,60.1,17.8,1.990909090909091,0.0,💸 자금 유입 지속. 🚀 단기 모멘텀 가속. ⚠️ 단기 급등 조정 주의.💸 자금 유입 지속. 🚀 단기 모멘텀 가속. ⚠️ 단기 급등 조정 주의.,47,808630,47.0,80.9,88.6,84.2,91.7,🔥 과열,1.조선·기계·설비(+11.4%) / 2.인프라·에너지(+11.0%) / 3.반도체(+11.0%) / 4.IT/전기전자(+10.3%) / 5.바이오·의약품(+9.6%),4,10,20260127,20260127,24.42,21.52,5.78,-15.74
