종목코드,종목명,기준일,업종,종가,거래대금(억원),RSI14,MFI14,MACD_Slope,BandWidth,ret_5d_%,ret_10d_%,ret_60d_%,rel_60d_%,EBS,근거,추천매수가,손절가,추천매도가1,RR1,Now%,ma20_above,업종_대분류,Sector_Mom_5d,LDY_SCORE,ENTRY_SCORE,ROUTE,REGIME
039030,이오테크닉스,20251212,특수 목적용 기계 제조업,270000,250.8,71.3,66.4,-286.92294,18.0,-5.26,5.06,24.42,13.76,2,수급↑,268475,245617,302760,1.5,0.57,1,조선·기계·방산,6.275344827586206,64.3,90.2,↩️ PULL (눌림),② 상승 후 조정
103590,일진전기,20251212,절연선 및 케이블 제조업,60400,908.3,69.5,78.8,376.14893,14.5,9.82,10.02,58.12,35.4,3,수급↑,54980,49482,63227,1.5,9.86,1,기타,5.58321554770318,64.3,53.1,🔺 Watch (상승 준비),① 강한 상승 추세
026960,동서,20251212,음·식료품 및 담배 도매업,28300,54.3,52.0,51.6,18.96732,7.0,2.54,3.28,-2.08,-24.8,3,Squeeze,27710,25931,30377,1.5,2.13,1,기타,5.58321554770318,64.1,84.0,⚡ Squeeze (급변동 임박),④ 바닥 반등 시도
005880,대한해운,20251212,해상 운송업,1897,52.6,65.9,79.1,-1.54476,21.2,-2.87,10.68,2.87,-19.85,2,수급↑,1806,1641,2054,1.5,5.02,1,기타,5.58321554770318,64.1,72.4,↩️ PULL (눌림),⑤ 하락 / 약세
041510,에스엠,20251212,오디오물 출판 및 원판 녹음업,103800,123.6,56.3,49.6,21.87525,11.0,-0.57,-3.98,-27.51,-38.17,3,,103180,96194,113658,1.5,0.6,1,기타,5.58321554770318,64.0,90.1,↩️ PULL (눌림),④ 바닥 반등 시도
000230,일동홀딩스,20251212,의약품 제조업,15810,235.1,65.0,88.8,123.12571,28.8,27.19,16.59,74.89,52.17,4,수급↑,13707,12336,16448,2.0,15.34,1,기타,5.58321554770318,64.0,60.0,🔺 Watch (상승 준비),① 강한 상승 추세
079550,LIG넥스원,20251212,무기 및 총포탄 제조업,383000,597.8,44.9,39.1,537.40347,16.8,2.82,0.0,-24.01,-46.73,1,,383000,356857,422214,1.5,0.0,0,기타,5.58321554770318,63.8,92.5,🔻 REV (역추세 반등),④ 바닥 반등 시도
010170,대한광통신,20251212,절연선 및 케이블 제조업,2340,150.4,64.0,70.5,6.12964,40.0,-1.06,-1.06,41.56,30.9,4,수급↑,2177,1959,2613,2.0,7.46,1,기타,5.58321554770318,63.8,70.2,🔺 Watch (상승 준비),① 강한 상승 추세
353200,대덕전자,20251212,전자부품 제조업,47400,433.3,47.7,45.9,-36.44463,14.2,-1.66,-3.66,82.66,59.94,1,,47400,42660,54510,1.5,0.0,0,기타,5.58321554770318,63.7,92.5,↩️ PULL (눌림),② 상승 후 조정
087010,펩트론,20251212,기초 의약물질 제조업,268500,356.6,35.8,24.2,366.31684,43.2,-5.79,-21.03,-12.54,-23.2,1,,268500,241650,308775,1.5,0.0,0,기타,5.58321554770318,63.6,92.5,↩️ PULL (눌림),④ 바닥 반등 시도
256840,한국비엔씨,20251212,기초 의약물질 제조업,5460,129.4,51.7,69.5,-9.41024,9.5,-2.15,-4.04,7.06,-3.6,2,"수급↑,Squeeze",5460,4914,6279,1.5,0.0,0,기타,5.58321554770318,63.6,92.5,↩️ PULL (눌림),③ 박스 / 중립
039200,오스코텍,20251212,의약품 제조업,60100,256.1,59.3,57.1,69.93815,25.8,5.62,-3.06,38.16,27.5,3,,57135,51421,65705,1.5,5.19,1,기타,5.58321554770318,63.6,71.7,🔺 Watch (상승 준비),① 강한 상승 추세
417200,LS머트리얼즈,20251212,전자부품 제조업,13130,89.9,68.9,57.9,72.64994,16.7,6.83,12.61,26.01,15.35,2,,12128,11032,13771,1.5,8.26,1,기타,5.58321554770318,63.5,59.5,🔺 Watch (상승 준비),① 강한 상승 추세
458870,씨어스테크놀로지,20251212,의료용 기기 제조업,113100,257.4,38.0,41.5,57.36767,26.4,-4.48,-16.22,107.14,96.48,1,,113100,101790,130065,1.5,0.0,0,바이오·의약품,10.354210526315791,63.4,92.5,↩️ PULL (눌림),⑤ 하락 / 약세
034230,파라다이스,20251212,유원지 및 기타 오락관련 서비스업,18090,218.9,58.2,54.9,-2.82506,18.3,3.61,6.1,-15.47,-38.19,2,,17371,15914,19557,1.5,4.14,1,기타,5.58321554770318,63.4,75.9,↩️ PULL (눌림),⑤ 하락 / 약세
039490,키움증권,20251212,금융 지원 서비스업,286500,236.7,66.7,61.4,297.74905,11.9,-0.35,4.95,14.83,-7.89,3,수급↑,277475,258903,305332,1.5,3.25,1,금융,2.2256249999999995,63.4,71.8,↩️ PULL (눌림),④ 바닥 반등 시도
006910,보성파워텍,20251212,"구조용 금속제품, 탱크 및 증기발생기 제조업",5650,337.5,67.2,71.1,25.37738,14.1,2.91,7.82,36.47,25.81,3,수급↑,5218,4696,6001,1.5,8.26,1,기타,5.58321554770318,63.4,59.5,🔺 Watch (상승 준비),① 강한 상승 추세
272210,한화시스템,20251212,전자부품 제조업,53100,3909.4,70.8,64.0,356.68254,19.3,12.5,14.94,-3.1,-25.82,3,수급↑,48115,44407,53675,1.5,10.36,1,기타,5.58321554770318,63.4,52.5,🔺 Watch (상승 준비),④ 바닥 반등 시도
009520,포스코엠텍,20251212,1차 철강 제조업,16330,100.0,71.8,82.3,1.16952,14.9,0.74,5.56,25.42,14.76,3,수급↑,15705,14649,17288,1.5,3.98,1,기타,5.58321554770318,63.3,76.6,🔺 Watch (상승 준비),⑤ 하락 / 약세
010060,OCI홀딩스,20251212,기타 금융업,103500,150.1,56.2,38.0,338.41395,13.5,2.68,-0.58,6.81,-15.91,3,,103010,95281,114602,1.5,0.48,1,금융,2.2256249999999995,63.2,82.8,🔻 REV (역추세 반등),④ 바닥 반등 시도
031440,신세계푸드,20251212,음식점업,40100,166.7,45.1,57.8,111.67321,15.1,6.08,-0.37,-4.75,-27.47,3,,39540,36604,43943,1.5,1.42,1,기타,5.58321554770318,63.1,86.8,🔻 REV (역추세 반등),④ 바닥 반등 시도
356860,티엘비,20251212,전자부품 제조업,63100,176.6,47.3,60.8,-101.4191,13.9,-4.97,-5.11,61.38,50.72,2,수급↑,63100,56790,72565,1.5,0.0,0,기타,5.58321554770318,63.0,92.5,↩️ PULL (눌림),② 상승 후 조정
005300,롯데칠성,20251212,비알코올음료 및 얼음 제조업,140400,187.4,67.7,78.2,171.58704,24.8,5.48,17.29,16.23,-6.49,3,수급↑,125795,113215,144664,1.5,11.61,1,기타,5.58321554770318,62.9,52.5,🔺 Watch (상승 준비),④ 바닥 반등 시도
015760,한국전력,20251212,전기업,49750,1542.2,54.9,41.5,-16.30803,12.4,-4.69,-5.24,34.82,12.1,1,,49750,45635,55921,1.5,0.0,0,기타,5.58321554770318,62.8,92.5,↩️ PULL (눌림),② 상승 후 조정
376900,로킷헬스케어,20251212,의료용품 및 기타 의약 관련제품 제조업,76300,428.4,63.6,84.8,24.13511,57.4,3.39,-3.66,356.89,346.23,4,수급↑,69930,62937,83916,2.0,9.11,1,바이오·의약품,10.354210526315791,62.8,63.6,🔼 BRK (돌파),① 강한 상승 추세
140410,메지온,20251212,자연과학 및 공학 연구개발업,71400,151.7,52.5,54.8,-417.01145,32.2,-15.8,-8.46,31.49,20.83,1,,71400,64260,82110,1.5,0.0,0,기타,5.58321554770318,62.6,92.5,↩️ PULL (눌림),② 상승 후 조정
402340,SK스퀘어,20251212,기타 금융업,308000,633.6,67.4,63.3,-758.10965,20.7,1.99,3.36,56.11,33.39,2,수급↑,300350,270315,345402,1.5,2.55,1,금융,2.2256249999999995,62.6,74.6,↩️ PULL (눌림),② 상승 후 조정
018880,한온시스템,20251212,일반 목적용 기계 제조업,3605,117.3,51.4,48.5,-4.73707,8.8,-4.76,-4.25,11.3,-11.42,1,Squeeze,3605,3244,4145,1.5,0.0,0,조선·기계·방산,6.275344827586206,62.5,92.5,↩️ PULL (눌림),⑤ 하락 / 약세
068270,셀트리온,20251212,기초 의약물질 제조업,186800,858.2,62.6,51.5,37.86985,4.4,1.91,0.65,8.79,-13.93,3,Squeeze,185430,177480,197355,1.5,0.74,1,기타,5.58321554770318,62.4,89.5,⚡ Squeeze (급변동 임박),④ 바닥 반등 시도
006360,GS건설,20251212,건물 건설업,20600,210.1,67.0,66.1,58.42628,11.3,1.23,6.63,6.02,-16.7,3,수급↑,19215,17985,21060,1.5,7.21,1,기타,5.58321554770318,62.4,63.7,🔻 REV (역추세 반등),④ 바닥 반등 시도
358570,지아이이노베이션,20251212,자연과학 및 공학 연구개발업,19250,195.0,63.0,61.7,-88.27838,23.5,1.91,2.45,-3.75,-14.41,3,수급↑,18630,16767,21424,1.5,3.33,1,기타,5.58321554770318,62.3,79.2,↩️ PULL (눌림),⑤ 하락 / 약세
232140,와이씨,20251212,특수 목적용 기계 제조업,14350,55.6,72.6,64.1,-41.04559,29.3,-4.97,10.98,20.89,10.23,2,수급↑,13604,12379,15440,1.5,5.48,1,조선·기계·방산,6.275344827586206,62.3,70.6,↩️ PULL (눌림),② 상승 후 조정
090360,로보스타,20251212,특수 목적용 기계 제조업,82100,943.8,74.5,79.1,221.93543,34.0,10.35,15.63,160.63,149.97,3,수급↑,71775,64597,82541,1.5,14.39,1,조선·기계·방산,6.275344827586206,62.3,52.5,🔺 Watch (상승 준비),⑤ 하락 / 약세
338840,와이바이오로직스,20251212,자연과학 및 공학 연구개발업,25400,147.0,67.1,74.6,-74.97199,32.4,-2.87,4.1,83.39,72.73,2,수급↑,24585,22126,28272,1.5,3.32,1,기타,5.58321554770318,62.1,79.2,↩️ PULL (눌림),② 상승 후 조정
161390,한국타이어앤테크놀로지,20251212,고무제품 제조업,61500,249.7,61.5,55.0,65.85297,11.7,-2.07,0.0,50.92,28.2,3,,59925,55910,65946,1.5,2.63,1,기타,5.58321554770318,62.0,82.0,↩️ PULL (눌림),① 강한 상승 추세
003540,대신증권,20251212,금융 지원 서비스업,28450,191.6,65.4,66.5,86.76883,10.8,0.53,4.98,-1.04,-23.76,3,수급↑,27407,25686,29989,1.5,3.8,1,금융,2.2256249999999995,62.0,69.6,🔺 Watch (상승 준비),④ 바닥 반등 시도
183190,아세아시멘트,20251212,"시멘트, 석회, 플라스터 및 그 제품 제조업",12750,118.7,65.5,73.7,40.55498,10.2,5.11,6.61,-9.77,-32.49,3,수급↑,11892,10775,13568,1.5,7.21,1,기타,5.58321554770318,62.0,63.7,🔻 REV (역추세 반등),④ 바닥 반등 시도
019170,신풍제약,20251212,의약품 제조업,14420,169.0,58.4,58.2,-40.88718,12.8,-2.37,-0.69,11.27,-11.45,1,,14420,13055,16466,1.5,0.0,0,기타,5.58321554770318,61.8,92.5,↩️ PULL (눌림),⑤ 하락 / 약세
450080,에코프로머티,20251212,일차전지 및 이차전지 제조업,62300,127.8,72.8,78.6,-90.0156,21.6,3.83,7.41,23.86,1.14,2,수급↑,59395,53455,68304,1.5,4.89,1,2차전지,6.867999999999999,61.8,72.9,↩️ PULL (눌림),③ 박스 / 중립
131970,두산테스나,20251212,"그외 기타 전문, 과학 및 기술 서비스업",43850,115.8,61.5,56.2,38.72828,11.9,-1.02,-2.12,13.31,2.65,2,,43850,41085,47996,1.5,0.0,0,기타,5.58321554770318,61.7,92.5,↩️ PULL (눌림),③ 박스 / 중립
003550,LG,20251212,기타 금융업,84000,287.5,69.3,51.2,68.57576,10.5,-1.87,6.6,10.82,-11.9,2,,81040,76582,87725,1.5,3.65,1,금융,2.2256249999999995,61.7,70.2,↩️ PULL (눌림),④ 바닥 반등 시도
255220,SG,20251212,기타 비금속 광물제품 제조업,2740,369.1,60.1,68.2,14.19925,30.3,16.35,6.41,21.51,10.85,4,수급↑,2452,2207,2942,2.0,11.73,1,기타,5.58321554770318,61.7,60.0,🔺 Watch (상승 준비),① 강한 상승 추세
047040,대우건설,20251212,건물 건설업,3890,144.1,69.7,71.6,9.66065,15.5,1.3,10.51,2.64,-20.08,3,수급↑,3559,3334,3895,1.5,9.3,1,기타,5.58321554770318,61.7,55.3,🔻 REV (역추세 반등),④ 바닥 반등 시도
145020,휴젤,20251212,기초 의약물질 제조업,226500,164.5,54.6,52.9,-23.98372,10.0,1.57,-0.88,-29.33,-39.99,2,,226100,206600,255350,1.5,0.18,1,기타,5.58321554770318,61.6,91.8,↩️ PULL (눌림),⑤ 하락 / 약세
314930,바이오다인,20251212,의료용 기기 제조업,14960,100.2,60.3,63.1,-76.00071,28.6,-5.14,0.88,1.98,-8.68,3,수급↑,14618,13156,16811,1.5,2.34,1,바이오·의약품,10.354210526315791,61.6,83.1,↩️ PULL (눌림),⑤ 하락 / 약세
002380,KCC,20251212,기타 화학제품 제조업,438000,108.0,73.2,71.1,320.24727,11.3,2.1,5.04,4.78,-17.94,3,수급↑,421025,395382,459489,1.5,4.03,1,기타,5.58321554770318,61.6,76.4,🔻 REV (역추세 반등),④ 바닥 반등 시도
066570,LG전자,20251212,통신 및 방송 장비 제조업,96400,460.8,74.4,69.8,-37.68416,21.8,-3.31,12.62,25.19,2.47,2,수급↑,90065,84093,99022,1.5,7.03,1,기타,5.58321554770318,61.6,64.4,↩️ PULL (눌림),③ 박스 / 중립
064260,다날,20251212,소프트웨어 개발 및 공급업,7280,266.0,67.2,89.1,16.09388,13.2,7.06,5.05,-20.87,-31.53,3,수급↑,6788,6109,7806,1.5,7.25,1,기타,5.58321554770318,61.6,63.5,🔻 REV (역추세 반등),④ 바닥 반등 시도
088980,맥쿼리인프라,20251212,신탁업 및 집합투자업,11710,182.2,62.7,62.8,1.37532,3.8,0.52,1.65,1.04,-21.68,4,"수급↑,Squeeze",11580,11389,11963,2.0,1.12,1,기타,5.58321554770318,61.5,95.5,⚡ Squeeze (급변동 임박),④ 바닥 반등 시도
005690,파미셀,20251212,기초 의약물질 제조업,16270,176.5,49.7,42.1,-11.05306,20.6,-5.35,-4.91,38.47,15.75,1,,16270,14720,18595,1.5,0.0,0,기타,5.58321554770318,61.5,92.5,↩️ PULL (눌림),② 상승 후 조정
005935,삼성전자우,20251212,전기전자,82700,1714.7,84.4,91.2,49.02473,16.2,3.25,10.27,35.8,13.08,3,수급↑,77365,73543,83097,1.5,6.9,1,기타,5.58321554770318,61.5,64.9,🔺 Watch (상승 준비),⑤ 하락 / 약세
365330,에스와이스틸텍,20251212,"구조용 금속제품, 탱크 및 증기발생기 제조업",3590,84.9,47.8,49.6,13.86706,18.6,9.62,3.16,-15.53,-26.19,3,,3381,3094,3810,1.5,6.17,1,기타,5.58321554770318,61.4,67.8,🔻 REV (역추세 반등),④ 바닥 반등 시도
014680,한솔케미칼,20251212,기초 화학물질 제조업,230000,158.0,63.2,63.3,-328.41456,18.3,-0.65,-3.36,23.39,0.67,2,수급↑,230000,208500,262250,1.5,0.0,0,기타,5.58321554770318,61.3,92.5,↩️ PULL (눌림),③ 박스 / 중립
111770,영원무역,20251212,상품 종합 도매업,90000,90.4,52.8,53.1,-65.89028,18.0,-0.55,2.86,51.01,28.29,2,,88570,81084,99798,1.5,1.61,1,기타,5.58321554770318,61.2,86.1,↩️ PULL (눌림),② 상승 후 조정
348210,넥스틴,20251212,특수 목적용 기계 제조업,69200,92.1,68.6,63.0,-198.71789,30.1,-5.59,5.49,46.15,35.49,2,수급↑,66480,59832,76452,1.5,4.09,1,조선·기계·방산,6.275344827586206,61.2,76.1,↩️ PULL (눌림),② 상승 후 조정
005940,NH투자증권,20251212,금융 지원 서비스업,21300,261.7,63.2,40.2,27.65979,5.6,-0.47,3.15,3.65,-19.07,3,Squeeze,20917,19838,22535,1.5,1.83,1,금융,2.2256249999999995,61.1,77.4,⚡ Squeeze (급변동 임박),④ 바닥 반등 시도
052690,한전기술,20251212,"건축기술, 엔지니어링 및 관련 기술 서비스업",103900,343.0,73.9,78.2,271.20466,19.5,3.8,12.93,15.83,-6.89,3,수급↑,93540,86054,104768,1.5,11.08,1,기타,5.58321554770318,61.1,52.5,🔺 Watch (상승 준비),④ 바닥 반등 시도
042700,한미반도체,20251212,특수 목적용 기계 제조업,120200,968.1,51.0,66.0,49.58753,11.3,0.92,-2.75,32.23,9.51,3,수급↑,120200,109985,135521,1.5,0.0,0,반도체,-1.4107692307692308,61.0,62.5,🔺 Watch (상승 준비),⑤ 하락 / 약세
464080,에스오에스랩,20251212,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",11590,170.8,70.8,79.0,5.81066,33.4,6.04,19.73,3.76,-6.9,3,수급↑,10243,9219,11780,1.5,13.14,1,기타,5.58321554770318,61.0,52.5,🔺 Watch (상승 준비),④ 바닥 반등 시도
028050,삼성E&A,20251212,"건축기술, 엔지니어링 및 관련 기술 서비스업",25400,200.2,50.6,45.0,37.39036,6.9,-2.12,-0.59,-10.56,-33.28,2,Squeeze,25400,24114,27328,1.5,0.0,0,기타,5.58321554770318,60.9,92.5,↩️ PULL (눌림),④ 바닥 반등 시도
214150,클래시스,20251212,의료용 기기 제조업,56700,201.0,56.1,59.0,-85.67498,16.6,2.53,-3.24,2.9,-7.76,2,,55780,50637,63494,1.5,1.65,1,바이오·의약품,10.354210526315791,60.9,85.9,↩️ PULL (눌림),⑤ 하락 / 약세
229640,LS에코에너지,20251212,기타 금융업,38000,83.5,70.6,73.7,91.95981,12.5,2.98,7.34,-2.31,-25.03,3,수급↑,35682,32953,39775,1.5,6.49,1,금융,2.2256249999999995,60.9,58.8,🔻 REV (역추세 반등),④ 바닥 반등 시도
055550,신한지주,20251212,기타 금융업,77700,694.1,54.4,45.1,3.25083,7.0,-3.12,-0.38,12.12,-10.6,2,Squeeze,77700,73957,83314,1.5,0.0,0,금융,2.2256249999999995,60.8,84.8,↩️ PULL (눌림),④ 바닥 반등 시도
082270,젬백스,20251212,특수 목적용 기계 제조업,30000,76.3,31.7,17.5,20.78126,38.7,-7.83,-9.09,-43.82,-54.48,1,,30000,27000,34500,1.5,0.0,0,조선·기계·방산,6.275344827586206,60.7,92.5,↩️ PULL (눌림),④ 바닥 반등 시도
058470,리노공업,20251212,전자부품 제조업,63600,537.0,68.4,73.4,-137.89925,26.4,-2.75,-6.88,29.66,19.0,2,수급↑,62640,56840,71340,1.5,1.53,1,기타,5.58321554770318,60.7,86.4,↩️ PULL (눌림),② 상승 후 조정
016360,삼성증권,20251212,금융 지원 서비스업,80100,208.3,52.6,55.7,24.10638,7.2,-2.08,1.65,8.24,-14.48,3,Squeeze,79630,75744,85458,1.5,0.59,1,금융,2.2256249999999995,60.7,82.4,↩️ PULL (눌림),④ 바닥 반등 시도
122870,와이지엔터테인먼트,20251212,오디오물 출판 및 원판 녹음업,63600,153.7,60.4,54.3,88.22044,8.6,2.42,-2.0,-35.23,-45.89,3,Squeeze,62000,58142,67785,1.5,2.58,1,기타,5.58321554770318,60.7,82.2,⚡ Squeeze (급변동 임박),④ 바닥 반등 시도
274090,켄코아에어로스페이스,20251212,"항공기,우주선 및 부품 제조업",10990,55.5,66.3,65.8,69.0282,13.3,13.42,8.17,-3.51,-14.17,3,수급↑,10182,9513,11184,1.5,7.94,1,기타,5.58321554770318,60.7,60.7,🔻 REV (역추세 반등),④ 바닥 반등 시도
018000,유니슨,20251212,일반 목적용 기계 제조업,1285,65.1,72.7,71.1,6.05705,11.6,5.33,10.68,6.91,-3.75,3,수급↑,1184,1085,1331,1.5,8.52,1,조선·기계·방산,6.275344827586206,60.7,58.4,🔺 Watch (상승 준비),③ 박스 / 중립
294870,HDC현대산업개발,20251212,건물 건설업,21800,99.2,70.8,65.4,72.60846,15.4,7.39,11.05,6.34,-16.38,3,수급↑,19747,18640,21408,1.5,10.39,1,기타,5.58321554770318,60.7,52.5,🔺 Watch (상승 준비),④ 바닥 반등 시도
175330,JB금융지주,20251212,기타 금융업,25400,141.6,70.5,68.5,31.29165,12.2,1.2,5.39,2.01,-20.71,3,수급↑,24310,22731,26677,1.5,4.48,1,금융,2.2256249999999995,60.6,66.8,🔻 REV (역추세 반등),④ 바닥 반등 시도
000100,유한양행,20251212,의약품 제조업,117000,335.2,55.6,53.4,74.88747,8.3,-0.26,-4.1,-2.26,-24.98,2,Squeeze,117000,112214,124178,1.5,0.0,0,기타,5.58321554770318,60.5,92.5,⚡ Squeeze (급변동 임박),④ 바닥 반등 시도
108860,셀바스AI,20251212,소프트웨어 개발 및 공급업,13310,94.3,64.2,74.2,-33.04905,24.1,4.64,6.31,-4.59,-15.25,3,수급↑,12605,11419,14383,1.5,5.59,1,기타,5.58321554770318,60.5,70.1,↩️ PULL (눌림),⑤ 하락 / 약세
322000,HD현대에너지솔루션,20251212,반도체 제조업,57500,74.1,73.5,71.4,176.6233,13.6,3.98,5.5,13.19,-9.53,3,수급↑,53875,49532,60389,1.5,6.73,1,2차전지,6.867999999999999,60.5,65.6,🔻 REV (역추세 반등),④ 바닥 반등 시도
005389,현대차3우B,20251212,기타,205000,60.7,62.9,68.2,19.74939,12.5,-1.91,6.38,21.02,-1.7,4,수급↑,197920,187277,219205,2.0,3.58,1,자동차·모빌리티,-2.902142857142857,60.5,55.7,🔺 Watch (상승 준비),③ 박스 / 중립
299170,더블유에스아이,20251212,생활용품 도매업,2625,160.6,66.3,75.0,14.35369,33.3,12.18,15.64,36.15,25.49,3,수급↑,2271,2044,2611,1.5,15.58,1,기타,5.58321554770318,60.5,52.5,🔺 Watch (상승 준비),① 강한 상승 추세
326030,SK바이오팜,20251212,자연과학 및 공학 연구개발업,133200,406.8,58.0,71.4,-191.86471,14.3,-0.6,-4.72,20.0,-2.72,2,수급↑,133200,123128,148307,1.5,0.0,0,기타,5.58321554770318,60.4,92.5,↩️ PULL (눌림),③ 박스 / 중립
226590,엠디바이스,20251212,전자부품 제조업,13790,83.2,74.7,74.3,61.71787,13.4,2.83,4.71,-10.97,-21.63,3,수급↑,12961,11889,14568,1.5,6.4,1,기타,5.58321554770318,60.4,66.9,🔻 REV (역추세 반등),④ 바닥 반등 시도
287840,인투셀,20251212,자연과학 및 공학 연구개발업,64400,414.8,63.6,77.3,-63.92226,32.0,-2.72,-2.42,66.84,56.18,3,수급↑,62185,55966,71512,1.5,3.56,1,기타,5.58321554770318,60.3,78.3,↩️ PULL (눌림),② 상승 후 조정
086790,하나금융지주,20251212,기타 금융업,92700,764.7,60.0,51.9,11.18142,8.2,-2.63,-0.64,4.51,-18.21,2,Squeeze,92700,88157,99514,1.5,0.0,0,금융,2.2256249999999995,60.2,84.8,↩️ PULL (눌림),④ 바닥 반등 시도
004800,효성,20251212,기타 금융업,131800,108.4,57.9,50.7,-285.71671,14.6,-3.58,0.84,47.76,25.04,1,,131800,118742,151385,1.5,0.0,0,금융,2.2256249999999995,60.2,84.8,↩️ PULL (눌림),② 상승 후 조정
005070,코스모신소재,20251212,기타 화학제품 제조업,52300,100.3,70.0,62.6,-99.61651,25.0,3.36,5.34,25.27,2.55,2,수급↑,50047,45042,57554,1.5,4.5,1,기타,5.58321554770318,60.2,74.5,↩️ PULL (눌림),③ 박스 / 중립
005290,동진쎄미켐,20251212,기초 화학물질 제조업,37750,207.5,69.0,64.1,-87.24077,28.7,2.44,4.43,4.28,-6.38,2,수급↑,36070,32477,41459,1.5,4.66,1,기타,5.58321554770318,60.2,73.9,↩️ PULL (눌림),⑤ 하락 / 약세
357780,솔브레인,20251212,기타 화학제품 제조업,264000,95.2,65.6,55.1,-524.21541,27.6,-2.76,0.76,9.09,-1.57,1,,261375,235237,300581,1.5,1.0,1,기타,5.58321554770318,60.1,88.5,↩️ PULL (눌림),③ 박스 / 중립
267270,HD현대건설기계,20251212,일반 목적용 기계 제조업,107800,273.1,73.6,74.6,349.80549,19.9,12.06,14.93,14.32,-8.4,3,수급↑,95395,87923,106602,1.5,13.0,1,조선·기계·방산,6.275344827586206,60.1,52.5,🔺 Watch (상승 준비),④ 바닥 반등 시도
006040,동원산업,20251212,기타 금융업,43400,58.6,44.7,40.9,127.63042,15.5,1.64,-4.62,-8.54,-31.26,1,,43400,39785,48821,1.5,0.0,0,금융,2.2256249999999995,60.0,84.8,🔻 REV (역추세 반등),④ 바닥 반등 시도
069620,대웅제약,20251212,의약품 제조업,184700,151.0,68.4,75.8,-414.03815,16.2,0.71,4.76,28.98,6.26,2,수급↑,177545,161973,200902,1.5,4.03,1,기타,5.58321554770318,60.0,76.4,↩️ PULL (눌림),② 상승 후 조정
036620,감성코퍼레이션,20251212,기타 전문 도매업,6290,57.5,61.1,53.8,-33.79508,30.8,-5.7,0.96,-2.18,-12.84,2,,6156,5540,7079,1.5,2.17,1,기타,5.58321554770318,59.9,83.8,↩️ PULL (눌림),⑤ 하락 / 약세
030200,KT,20251212,전기 통신업,52600,424.6,67.4,51.4,24.9713,10.0,-0.94,4.37,2.53,-20.19,2,,50892,48899,53881,1.5,3.36,1,기타,5.58321554770318,59.9,79.1,↩️ PULL (눌림),④ 바닥 반등 시도
460930,현대힘스,20251212,선박 및 보트 건조업,19340,64.4,68.1,79.0,30.7309,8.9,4.2,4.43,-34.44,-45.1,3,"수급↑,Squeeze",18488,17429,20076,1.5,4.61,1,기타,5.58321554770318,59.8,74.1,⚡ Squeeze (급변동 임박),④ 바닥 반등 시도
005830,DB손해보험,20251212,보험업,122800,185.4,55.6,46.0,156.83767,9.4,-1.92,-1.37,-15.31,-38.03,2,Squeeze,122800,115957,133064,1.5,0.0,0,금융,2.2256249999999995,59.7,84.8,⚡ Squeeze (급변동 임박),④ 바닥 반등 시도
000120,CJ대한통운,20251212,도로 화물 운송업,95300,51.9,55.8,53.0,-19.8973,10.1,-2.26,4.38,13.86,-8.86,2,,94495,88352,103709,1.5,0.85,1,기타,5.58321554770318,59.6,89.1,↩️ PULL (눌림),⑤ 하락 / 약세
089030,테크윙,20251212,특수 목적용 기계 제조업,43450,187.8,44.3,44.1,-0.04552,26.8,-7.65,-7.75,3.33,-7.33,0,,43450,39350,49600,1.5,0.0,0,조선·기계·방산,6.275344827586206,59.5,92.5,↩️ PULL (눌림),⑤ 하락 / 약세
214370,케어젠,20251212,기초 의약물질 제조업,71600,120.7,42.5,55.4,-120.99579,32.4,-1.78,-17.98,15.11,4.45,0,,71600,64440,82340,1.5,0.0,0,기타,5.58321554770318,59.5,92.5,↩️ PULL (눌림),③ 박스 / 중립
140670,알에스오토메이션,20251212,전자부품 제조업,14870,74.3,67.4,70.4,52.6015,24.0,12.82,11.8,4.84,-5.82,3,수급↑,13065,11758,15025,1.5,13.81,1,기타,5.58321554770318,59.5,52.5,🔺 Watch (상승 준비),④ 바닥 반등 시도
419530,SAMG엔터,20251212,"영화, 비디오물, 방송프로그램 제작 및 배급업",39300,56.9,36.3,30.9,155.67026,27.7,4.11,-7.42,-28.28,-38.94,1,,39300,35564,44903,1.5,0.0,0,기타,5.58321554770318,59.4,92.5,🔻 REV (역추세 반등),④ 바닥 반등 시도
006400,삼성SDI,20251212,일차전지 및 이차전지 제조업,308000,935.4,69.3,61.2,-196.17499,12.7,0.16,2.84,50.98,28.26,2,수급↑,302725,282617,332885,1.5,1.74,1,2차전지,6.867999999999999,59.4,85.5,↩️ PULL (눌림),② 상승 후 조정
004170,신세계,20251212,종합 소매업,257000,289.2,76.3,74.4,25.47616,25.2,6.2,18.16,45.53,22.81,3,수급↑,233150,210007,267864,1.5,10.23,1,기타,5.58321554770318,59.2,52.5,🔺 Watch (상승 준비),⑤ 하락 / 약세
271560,오리온,20251212,기타 식품 제조업,103800,97.9,54.5,31.4,146.14014,6.1,-0.29,-1.61,-5.55,-28.27,2,Squeeze,103800,99228,110657,1.5,0.0,0,기타,5.58321554770318,59.1,92.5,⚡ Squeeze (급변동 임박),④ 바닥 반등 시도
