종목코드,종목명,기준일,업종,종가,거래대금(억원),RSI14,MFI14,MACD_Slope,BandWidth,ret_5d_%,ret_10d_%,ret_60d_%,rel_60d_%,EBS,근거,추천매수가,손절가,추천매도가1,RR1,Now%,ma20_above,업종_대분류,Sector_Mom_5d,LDY_SCORE,ENTRY_SCORE,ROUTE,REGIME
011200,HMM,20251212,해상 운송업,20750,216.7,82.6,90.7,3.5104,14.7,0.97,8.41,-14.61,-37.33,3,수급↑,19663,18620,21227,1.5,5.53,1,기타,5.58321554770318,59.1,70.4,🔺 Watch (상승 준비),④ 바닥 반등 시도
099320,쎄트렉아이,20251212,"항공기,우주선 및 부품 제조업",58000,275.0,58.8,47.2,550.86081,28.6,19.34,18.61,-1.36,-12.02,3,,51947,46752,59739,1.5,11.65,1,기타,5.58321554770318,59.1,52.5,🔺 Watch (상승 준비),④ 바닥 반등 시도
192820,코스맥스,20251212,기타 화학제품 제조업,163600,62.4,45.9,36.4,8.34818,8.7,-0.97,-1.45,-25.47,-48.19,3,Squeeze,163505,155019,176233,1.5,0.06,1,기타,5.58321554770318,59.0,92.3,⚡ Squeeze (급변동 임박),④ 바닥 반등 시도
205100,엑셈,20251212,소프트웨어 개발 및 공급업,2160,56.4,67.6,51.5,12.52881,11.1,6.93,5.11,-14.62,-25.28,2,,2041,1914,2232,1.5,5.79,1,기타,5.58321554770318,59.0,69.3,🔻 REV (역추세 반등),④ 바닥 반등 시도
140860,파크시스템스,20251212,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",217000,239.1,31.7,32.3,35.61858,17.6,-3.56,-8.44,-15.23,-25.89,1,,217000,199428,243357,1.5,0.0,0,기타,5.58321554770318,58.9,92.5,↩️ PULL (눌림),④ 바닥 반등 시도
036570,엔씨소프트,20251212,소프트웨어 개발 및 공급업,195000,202.7,43.9,39.7,-163.54711,21.3,-8.02,-7.14,-11.36,-34.08,0,,195000,177157,221764,1.5,0.0,0,기타,5.58321554770318,58.9,92.5,↩️ PULL (눌림),⑤ 하락 / 약세
040300,YTN,20251212,"영화, 비디오물, 방송프로그램 제작 및 배급업",3855,50.3,55.2,67.4,-9.23195,42.5,-0.77,-7.44,37.19,26.53,3,수급↑,3738,3364,4299,1.5,3.12,1,기타,5.58321554770318,58.8,80.0,↩️ PULL (눌림),② 상승 후 조정
002780,진흥기업,20251212,토목 건설업,729,62.2,73.4,89.1,3.10207,13.6,4.14,13.02,-0.82,-23.54,3,수급↑,660,607,740,1.5,10.4,1,기타,5.58321554770318,58.8,52.5,🔺 Watch (상승 준비),④ 바닥 반등 시도
035900,JYP Ent.,20251212,오디오물 출판 및 원판 녹음업,68200,139.8,63.2,56.7,18.57307,9.9,-0.29,0.29,-11.2,-21.86,3,Squeeze,67280,64051,72122,1.5,1.37,1,기타,5.58321554770318,58.7,87.0,⚡ Squeeze (급변동 임박),④ 바닥 반등 시도
475150,SK이터닉스,20251212,건물 건설업,22050,254.1,72.5,69.8,78.52973,25.1,10.86,9.7,-10.37,-33.09,3,수급↑,19475,17527,22396,1.5,13.22,1,기타,5.58321554770318,58.7,52.5,🔺 Watch (상승 준비),④ 바닥 반등 시도
199430,케이엔알시스템,20251212,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",26400,96.5,65.6,65.2,20.49547,35.1,10.92,9.09,86.57,75.91,3,수급↑,23680,21312,27232,1.5,11.49,1,기타,5.58321554770318,58.7,52.5,🔺 Watch (상승 준비),① 강한 상승 추세
007810,코리아써키트,20251212,전자부품 제조업,37250,307.5,68.6,71.8,-248.26707,46.8,-4.49,19.2,113.96,91.24,2,수급↑,34080,30672,39192,1.5,9.3,1,기타,5.58321554770318,58.6,55.3,↩️ PULL (눌림),② 상승 후 조정
009830,한화솔루션,20251212,기초 화학물질 제조업,28150,264.7,68.1,54.6,43.57814,7.0,1.08,0.72,-5.38,-28.1,2,Squeeze,27550,26135,29671,1.5,2.18,1,기타,5.58321554770318,58.5,83.8,⚡ Squeeze (급변동 임박),④ 바닥 반등 시도
065450,빅텍,20251212,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",3675,65.1,65.8,71.0,5.23897,4.2,2.23,3.23,-7.08,-17.74,3,"수급↑,Squeeze",3577,3420,3811,1.5,2.74,1,기타,5.58321554770318,58.5,81.5,⚡ Squeeze (급변동 임박),④ 바닥 반등 시도
050890,쏠리드,20251212,통신 및 방송 장비 제조업,7970,73.3,68.5,67.5,-8.89396,21.1,-0.75,6.13,17.03,6.37,2,수급↑,7596,6940,8580,1.5,4.92,1,기타,5.58321554770318,58.5,72.8,↩️ PULL (눌림),② 상승 후 조정
042520,한스바이오메드,20251212,의료용품 및 기타 의약 관련제품 제조업,33450,159.6,46.3,47.7,214.5924,36.5,18.62,7.9,185.41,174.75,3,,31155,28039,35828,1.5,7.37,1,바이오·의약품,10.354210526315791,58.3,63.0,🔺 Watch (상승 준비),⑤ 하락 / 약세
119850,지엔씨에너지,20251212,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",34800,141.6,75.1,78.6,28.94427,30.8,-0.85,12.26,-0.57,-11.23,3,수급↑,31642,28478,36388,1.5,9.98,1,기타,5.58321554770318,58.3,52.6,↩️ PULL (눌림),④ 바닥 반등 시도
251270,넷마블,20251212,소프트웨어 개발 및 공급업,50200,56.8,43.8,35.7,90.42181,12.7,-0.99,-5.28,-18.9,-41.62,1,,50200,47107,54839,1.5,0.0,0,기타,5.58321554770318,58.2,92.5,↩️ PULL (눌림),④ 바닥 반등 시도
425420,티에프이,20251212,전자부품 제조업,38400,52.7,43.2,50.9,-78.42215,27.6,-12.43,-16.16,-12.13,-22.79,0,,38400,34560,44160,1.5,0.0,0,기타,5.58321554770318,58.1,92.5,↩️ PULL (눌림),⑤ 하락 / 약세
115180,큐리언트,20251212,자연과학 및 공학 연구개발업,28600,50.0,66.6,58.5,-87.80658,36.5,-8.04,-2.05,139.33,128.67,1,,28372,25535,32628,1.5,0.8,1,기타,5.58321554770318,58.1,89.3,↩️ PULL (눌림),② 상승 후 조정
138040,메리츠금융지주,20251212,기타 금융업,111000,211.0,60.5,48.9,121.07577,4.3,0.0,2.21,-12.46,-35.18,3,Squeeze,109470,105291,115737,1.5,1.4,1,금융,2.2256249999999995,58.1,79.2,⚡ Squeeze (급변동 임박),④ 바닥 반등 시도
095610,테스,20251212,특수 목적용 기계 제조업,37500,92.6,42.4,55.4,-44.71193,23.8,-3.47,-4.94,-0.4,-11.06,0,,37500,33942,42835,1.5,0.0,0,조선·기계·방산,6.275344827586206,58.0,92.5,↩️ PULL (눌림),⑤ 하락 / 약세
001040,CJ,20251212,기타 금융업,180500,175.6,47.5,59.4,-262.84752,11.3,-4.55,2.5,-3.11,-25.83,1,,180500,166585,201371,1.5,0.0,0,금융,2.2256249999999995,58.0,84.8,↩️ PULL (눌림),⑤ 하락 / 약세
028260,삼성물산,20251212,기타 전문 도매업,255000,512.0,72.6,67.2,-17.98364,24.2,4.51,13.33,39.34,16.62,2,수급↑,233300,211657,265764,1.5,9.3,1,기타,5.58321554770318,58.0,55.3,↩️ PULL (눌림),② 상승 후 조정
112610,씨에스윈드,20251212,"구조용 금속제품, 탱크 및 증기발생기 제조업",46000,130.3,80.6,88.1,49.55948,18.0,4.43,10.98,1.88,-20.84,3,수급↑,42260,39602,46245,1.5,8.85,1,기타,5.58321554770318,57.9,57.1,🔻 REV (역추세 반등),④ 바닥 반등 시도
000720,현대건설,20251212,토목 건설업,78000,2657.3,75.6,83.2,175.24334,34.6,3.86,16.42,31.31,8.59,3,수급↑,66935,60241,76975,1.5,16.53,1,기타,5.58321554770318,57.8,52.5,🔺 Watch (상승 준비),⑤ 하락 / 약세
319400,현대무벡스,20251212,일반 목적용 기계 제조업,11290,2414.9,75.3,92.2,26.91535,42.4,13.93,19.98,24.61,13.95,3,수급↑,9498,8548,10923,1.5,18.86,1,조선·기계·방산,6.275344827586206,57.8,52.5,🔺 Watch (상승 준비),⑤ 하락 / 약세
064400,LG씨엔에스,20251212,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",68500,1835.3,77.6,80.6,104.73741,27.6,1.93,18.1,-5.26,-27.98,3,수급↑,60180,54994,67958,1.5,13.83,1,기타,5.58321554770318,57.8,52.5,🔺 Watch (상승 준비),④ 바닥 반등 시도
300720,한일시멘트,20251212,"시멘트, 석회, 플라스터 및 그 제품 제조업",20350,81.1,74.6,89.7,58.74541,18.6,10.72,15.95,-2.16,-24.88,3,수급↑,18085,16911,19846,1.5,12.52,1,기타,5.58321554770318,57.8,52.5,🔺 Watch (상승 준비),④ 바닥 반등 시도
215100,로보로보,20251212,기타 전기장비 제조업,8440,119.0,70.4,80.1,18.24722,18.8,6.84,4.07,31.67,21.01,3,수급↑,7842,7058,9018,1.5,7.62,1,기타,5.58321554770318,57.7,62.0,🔺 Watch (상승 준비),⑤ 하락 / 약세
204620,글로벌텍스프리,20251212,금융 지원 서비스업,4680,58.9,7.7,6.3,15.84166,57.2,-1.58,-25.0,-19.31,-29.97,1,,4680,4212,5382,1.5,0.0,0,금융,2.2256249999999995,57.6,84.8,↩️ PULL (눌림),④ 바닥 반등 시도
089010,켐트로닉스,20251212,기타 화학제품 제조업,31200,127.2,67.6,76.4,-44.34302,17.7,0.32,1.3,6.12,-4.54,2,수급↑,30207,27443,34353,1.5,3.29,1,기타,5.58321554770318,57.6,79.3,↩️ PULL (눌림),③ 박스 / 중립
196170,알테오젠,20251212,자연과학 및 공학 연구개발업,433000,3038.9,18.0,20.2,-437.52095,31.7,-5.15,-18.76,-11.9,-22.56,0,,433000,389700,497950,1.5,0.0,0,기타,5.58321554770318,57.5,92.5,↩️ PULL (눌림),⑤ 하락 / 약세
017670,SK텔레콤,20251212,전기 통신업,54000,343.7,49.0,44.1,14.50625,3.0,-0.74,0.93,-2.0,-24.72,3,Squeeze,53670,52527,55384,1.5,0.61,1,기타,5.58321554770318,57.5,90.1,⚡ Squeeze (급변동 임박),④ 바닥 반등 시도
462870,시프트업,20251212,소프트웨어 개발 및 공급업,39050,55.7,66.0,75.3,10.95805,11.7,1.43,1.69,-7.46,-30.18,3,수급↑,37682,35553,40875,1.5,3.63,1,기타,5.58321554770318,57.4,78.0,🔻 REV (역추세 반등),④ 바닥 반등 시도
304100,솔트룩스,20251212,소프트웨어 개발 및 공급업,32250,96.7,75.7,64.0,21.36953,25.7,2.87,9.88,-11.03,-21.69,3,수급↑,29755,26926,33997,1.5,8.39,1,기타,5.58321554770318,57.4,58.9,🔻 REV (역추세 반등),④ 바닥 반등 시도
348370,엔켐,20251212,기초 화학물질 제조업,68800,66.8,66.8,52.2,-75.95168,34.8,-1.71,-9.47,-11.0,-21.66,1,,67505,60754,77630,1.5,1.92,1,기타,5.58321554770318,57.3,84.8,↩️ PULL (눌림),⑤ 하락 / 약세
029780,삼성카드,20251212,기타 금융업,57300,229.0,72.6,79.3,182.39575,7.4,5.72,4.37,8.52,-14.2,3,"수급↑,Squeeze",54260,51245,58781,1.5,5.6,1,금융,2.2256249999999995,57.3,62.4,⚡ Squeeze (급변동 임박),④ 바닥 반등 시도
031980,피에스케이홀딩스,20251212,특수 목적용 기계 제조업,43050,83.9,46.2,52.8,-34.52436,21.6,-4.44,-4.33,11.53,0.87,1,,43050,39514,48353,1.5,0.0,0,조선·기계·방산,6.275344827586206,56.9,92.5,↩️ PULL (눌림),③ 박스 / 중립
036930,주성엔지니어링,20251212,특수 목적용 기계 제조업,28150,108.6,61.9,52.3,-65.13675,18.0,-3.76,2.93,-1.75,-12.41,1,,28150,26450,30700,1.5,0.0,0,조선·기계·방산,6.275344827586206,56.7,92.5,↩️ PULL (눌림),⑤ 하락 / 약세
000490,대동,20251212,특수 목적용 기계 제조업,10160,57.2,66.5,77.3,34.51169,10.0,6.61,5.72,2.01,-20.71,3,"수급↑,Squeeze",9521,9095,10159,1.5,6.71,1,조선·기계·방산,6.275344827586206,56.7,65.7,🔻 REV (역추세 반등),④ 바닥 반등 시도
025820,이구산업,20251212,1차 비철금속 제조업,5230,58.8,83.3,82.0,10.42989,17.2,3.36,8.51,11.4,-11.32,3,수급↑,4868,4531,5372,1.5,7.44,1,기타,5.58321554770318,56.7,62.7,🔻 REV (역추세 반등),④ 바닥 반등 시도
030000,제일기획,20251212,광고업,23050,110.2,63.4,49.7,6.63673,6.6,1.1,1.77,14.39,-8.33,3,Squeeze,22590,21840,23715,1.5,2.04,1,기타,5.58321554770318,56.6,84.3,⚡ Squeeze (급변동 임박),④ 바닥 반등 시도
004020,현대제철,20251212,1차 철강 제조업,31650,196.2,75.8,61.0,41.19377,9.4,0.48,4.8,-12.93,-35.65,3,"수급↑,Squeeze",30530,28980,32855,1.5,3.67,1,기타,5.58321554770318,56.6,77.8,⚡ Squeeze (급변동 임박),④ 바닥 반등 시도
096770,SK이노베이션,20251212,석유 정제품 제조업,113900,249.8,55.1,37.6,-23.37396,8.9,-0.61,-0.96,5.56,-17.16,1,Squeeze,113900,107028,124207,1.5,0.0,0,기타,5.58321554770318,56.5,92.5,↩️ PULL (눌림),⑤ 하락 / 약세
000240,한국앤컴퍼니,20251212,기타 금융업,26300,82.5,49.1,38.2,-98.6199,16.9,-6.57,-11.89,11.21,-11.51,1,,26300,23928,29857,1.5,0.0,0,금융,2.2256249999999995,56.4,84.8,↩️ PULL (눌림),⑤ 하락 / 약세
101360,에코앤드림,20251212,기타 화학제품 제조업,21600,50.2,62.3,47.9,-59.11391,16.6,-0.69,-0.92,2.13,-8.53,1,,21600,19814,24278,1.5,0.0,0,기타,5.58321554770318,56.3,92.5,↩️ PULL (눌림),⑤ 하락 / 약세
035250,강원랜드,20251212,유원지 및 기타 오락관련 서비스업,17980,168.2,51.5,58.2,5.05681,5.3,0.33,-0.06,-0.17,-22.89,3,Squeeze,17816,17329,18547,1.5,0.92,1,기타,5.58321554770318,56.3,88.8,⚡ Squeeze (급변동 임박),④ 바닥 반등 시도
003530,한화투자증권,20251212,금융 지원 서비스업,4790,63.8,41.2,22.8,11.02276,12.1,-0.73,-2.24,-21.6,-44.32,1,,4790,4473,5264,1.5,0.0,0,금융,2.2256249999999995,56.3,84.8,↩️ PULL (눌림),④ 바닥 반등 시도
051600,한전KPS,20251212,전기 및 통신 공사업,54600,121.9,73.5,81.7,16.10022,9.0,-0.18,2.44,9.42,-13.3,3,"수급↑,Squeeze",53025,50810,56346,1.5,2.97,1,기타,5.58321554770318,56.3,80.6,⚡ Squeeze (급변동 임박),④ 바닥 반등 시도
308430,셀비온,20251212,의약품 제조업,23700,68.9,74.1,68.7,-163.3205,47.9,-9.2,4.87,20.0,9.34,2,수급↑,22446,20201,25812,1.5,5.59,1,기타,5.58321554770318,56.2,70.1,↩️ PULL (눌림),② 상승 후 조정
005385,현대차우,20251212,기타,207500,149.0,65.5,61.4,6.74355,14.0,-1.43,7.79,21.84,-0.88,3,수급↑,198665,186450,216986,1.5,4.45,1,자동차·모빌리티,-2.902142857142857,56.2,44.7,↩️ PULL (눌림),③ 박스 / 중립
310210,보로노이,20251212,자연과학 및 공학 연구개발업,209500,327.0,36.2,35.7,-575.29276,17.1,-11.97,-11.04,22.44,11.78,0,,209500,188550,240925,1.5,0.0,0,기타,5.58321554770318,56.1,92.5,↩️ PULL (눌림),② 상승 후 조정
011790,SKC,20251212,기타 화학제품 제조업,108600,296.6,55.3,54.0,-274.08783,10.2,-1.27,-2.34,4.32,-18.4,1,,108600,102335,117996,1.5,0.0,0,기타,5.58321554770318,56.1,92.5,↩️ PULL (눌림),⑤ 하락 / 약세
028300,HLB,20251212,의료용품 및 기타 의약 관련제품 제조업,48100,142.4,65.7,59.7,-63.49384,14.5,-2.04,2.56,23.18,12.52,1,,47705,44626,52322,1.5,0.83,1,바이오·의약품,10.354210526315791,56.1,89.2,↩️ PULL (눌림),② 상승 후 조정
105560,KB금융,20251212,기타 금융업,126100,1153.8,60.9,71.9,-7.40388,11.3,-3.52,1.04,5.7,-17.02,3,수급↑,125360,118574,135538,1.5,0.59,1,금융,2.2256249999999995,56.1,82.4,↩️ PULL (눌림),⑤ 하락 / 약세
001450,현대해상,20251212,보험업,29450,73.2,65.5,59.3,7.57212,13.5,-2.64,-2.0,5.56,-17.16,2,,29222,27458,31868,1.5,0.78,1,금융,2.2256249999999995,56.0,81.6,↩️ PULL (눌림),④ 바닥 반등 시도
022100,포스코DX,20251212,"건축기술, 엔지니어링 및 관련 기술 서비스업",27700,208.3,75.7,79.1,-17.76823,21.3,4.92,9.06,20.96,-1.76,2,수급↑,25965,23586,29532,1.5,6.68,1,기타,5.58321554770318,56.0,65.8,↩️ PULL (눌림),③ 박스 / 중립
042670,HD현대인프라코어,20251212,특수 목적용 기계 제조업,16940,293.7,81.8,70.2,59.065,22.5,13.54,15.95,9.72,-13.0,3,수급↑,14770,13600,16525,1.5,14.69,1,조선·기계·방산,6.275344827586206,56.0,52.5,🔺 Watch (상승 준비),④ 바닥 반등 시도
077970,STX엔진,20251212,일반 목적용 기계 제조업,38450,273.5,81.3,75.2,17.69598,32.6,9.7,18.13,-15.12,-37.84,3,수급↑,33475,30127,38496,1.5,14.86,1,조선·기계·방산,6.275344827586206,56.0,52.5,🔺 Watch (상승 준비),④ 바닥 반등 시도
046120,오르비텍,20251212,기타 과학기술 서비스업,4500,180.1,78.5,76.9,28.65014,16.8,10.57,14.94,27.48,16.82,3,수급↑,3958,3562,4552,1.5,13.67,1,기타,5.58321554770318,56.0,52.5,🔺 Watch (상승 준비),⑤ 하락 / 약세
117730,티로보틱스,20251212,특수 목적용 기계 제조업,18480,297.2,80.2,81.8,16.03555,30.8,9.67,10.2,49.51,38.85,3,수급↑,16472,14824,18942,1.5,12.19,1,조선·기계·방산,6.275344827586206,55.9,52.5,🔺 Watch (상승 준비),⑤ 하락 / 약세
067310,하나마이크론,20251212,반도체 제조업,24650,500.3,57.8,61.1,-7.51761,13.3,-2.57,-4.09,39.03,28.37,2,수급↑,24650,22185,28347,1.5,0.0,0,반도체,-1.4107692307692308,55.8,62.5,↩️ PULL (눌림),② 상승 후 조정
064760,티씨케이,20251212,기타 비금속 광물제품 제조업,145500,55.2,51.0,47.6,-13.78435,13.9,-1.02,0.69,6.13,-4.53,1,,145500,135228,160907,1.5,0.0,0,기타,5.58321554770318,55.6,92.5,↩️ PULL (눌림),③ 박스 / 중립
024110,기업은행,20251212,은행 및 저축기관,21150,195.4,67.8,61.8,15.57765,7.2,0.48,2.92,7.03,-15.69,3,"수급↑,Squeeze",20602,19845,21738,1.5,2.66,1,금융,2.2256249999999995,55.6,74.1,⚡ Squeeze (급변동 임박),④ 바닥 반등 시도
455900,엔젤로보틱스,20251212,특수 목적용 기계 제조업,32850,126.2,67.1,57.8,50.45023,26.5,5.12,5.29,47.97,37.31,2,,30017,27015,34520,1.5,9.44,1,조선·기계·방산,6.275344827586206,55.6,54.7,🔺 Watch (상승 준비),① 강한 상승 추세
375500,DL이앤씨,20251212,토목 건설업,45100,240.8,80.2,77.7,162.01203,15.2,9.07,12.05,4.04,-18.68,3,수급↑,40540,37618,44922,1.5,11.25,1,기타,5.58321554770318,55.6,52.5,🔺 Watch (상승 준비),④ 바닥 반등 시도
047050,포스코인터내셔널,20251212,상품 중개업,53900,138.7,63.6,66.6,-46.80869,9.5,-1.82,0.56,7.16,-15.56,3,"수급↑,Squeeze",53660,50545,58331,1.5,0.45,1,기타,5.58321554770318,55.5,90.7,↩️ PULL (눌림),⑤ 하락 / 약세
108320,LX세미콘,20251212,반도체 제조업,53500,70.6,61.9,67.9,18.56362,7.6,0.0,3.28,-0.37,-23.09,4,"수급↑,Squeeze",51902,49716,56273,2.0,3.08,1,반도체,-1.4107692307692308,55.5,57.7,⚡ Squeeze (급변동 임박),④ 바닥 반등 시도
011780,금호석유화학,20251212,기초 화학물질 제조업,123700,89.2,82.4,68.2,101.68626,9.5,3.86,5.82,12.97,-9.75,3,"수급↑,Squeeze",118445,112573,127252,1.5,4.44,1,기타,5.58321554770318,55.4,74.7,⚡ Squeeze (급변동 임박),④ 바닥 반등 시도
004990,롯데지주,20251212,기타 금융업,28450,61.5,36.6,31.7,77.65469,22.4,1.25,3.64,-7.18,-29.9,1,,28450,26585,31246,1.5,0.0,0,금융,2.2256249999999995,55.3,84.8,🔻 REV (역추세 반등),④ 바닥 반등 시도
007460,에이프로젠,20251212,기타 금속 가공제품 제조업,786,57.1,66.3,67.9,-4.11885,37.9,10.7,10.08,6.07,-16.65,2,수급↑,724,652,833,1.5,8.48,1,기타,5.58321554770318,55.2,58.6,↩️ PULL (눌림),⑤ 하락 / 약세
218410,RFHIC,20251212,통신 및 방송 장비 제조업,32400,64.6,80.2,67.1,71.7271,26.5,6.06,18.03,5.88,-4.78,3,수급↑,28922,26065,33208,1.5,12.02,1,기타,5.58321554770318,55.2,52.5,🔺 Watch (상승 준비),③ 박스 / 중립
475960,토모큐브,20251212,사진장비 및 광학기기 제조업,54900,211.8,71.4,77.1,-457.95212,66.4,-11.02,14.97,16.81,6.15,2,수급↑,49222,44300,56605,1.5,11.53,1,기타,5.58321554770318,55.1,52.5,↩️ PULL (눌림),② 상승 후 조정
036460,한국가스공사,20251212,연료용 가스 제조 및 배관공급업,42000,89.5,70.2,54.7,12.54468,7.1,-0.94,1.2,4.35,-18.37,2,Squeeze,41292,39649,43756,1.5,1.71,1,기타,5.58321554770318,55.0,85.7,⚡ Squeeze (급변동 임박),④ 바닥 반등 시도
067080,대화제약,20251212,의약품 제조업,20000,69.0,65.2,67.5,-97.71238,43.6,4.33,15.14,38.89,28.23,2,수급↑,18116,16304,20833,1.5,10.4,1,기타,5.58321554770318,55.0,52.5,↩️ PULL (눌림),② 상승 후 조정
092460,한라IMS,20251212,선박 및 보트 건조업,18100,59.6,82.1,74.5,8.64603,26.7,7.67,16.55,5.54,-5.12,3,수급↑,16273,14764,18537,1.5,11.22,1,기타,5.58321554770318,55.0,52.5,🔺 Watch (상승 준비),④ 바닥 반등 시도
302440,SK바이오사이언스,20251212,기초 의약물질 제조업,52200,52.4,54.1,52.5,-31.83814,8.7,-3.33,-4.74,-0.38,-23.1,1,Squeeze,52200,48714,57428,1.5,0.0,0,기타,5.58321554770318,54.9,92.5,↩️ PULL (눌림),⑤ 하락 / 약세
316140,우리금융지주,20251212,기타 금융업,27650,531.9,66.7,54.1,-31.5285,16.2,-2.98,4.14,7.8,-14.92,1,,27052,25466,29431,1.5,2.21,1,금융,2.2256249999999995,54.9,75.9,↩️ PULL (눌림),⑤ 하락 / 약세
012510,더존비즈온,20251212,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",88400,200.5,40.5,51.6,-218.55442,7.6,-6.95,-5.15,8.73,-13.99,0,Squeeze,88400,82114,97828,1.5,0.0,0,기타,5.58321554770318,54.8,92.5,↩️ PULL (눌림),⑤ 하락 / 약세
095340,ISC,20251212,기계장비 및 관련 물품 도매업,106400,199.7,72.1,67.2,-436.73281,43.7,-2.83,-4.92,55.1,44.44,2,수급↑,101825,91642,117098,1.5,4.49,1,조선·기계·방산,6.275344827586206,54.8,74.5,↩️ PULL (눌림),② 상승 후 조정
000080,하이트진로,20251212,알코올음료 제조업,18940,65.6,56.9,59.5,12.80228,2.2,0.0,0.69,-2.62,-25.34,3,Squeeze,18810,18434,19373,1.5,0.69,1,기타,5.58321554770318,54.7,89.7,⚡ Squeeze (급변동 임박),④ 바닥 반등 시도
065350,신성델타테크,20251212,가정용 기기 제조업,63800,67.7,69.1,69.9,-224.56934,39.2,0.95,16.21,6.69,-3.97,2,수급↑,58015,52213,66717,1.5,9.97,1,기타,5.58321554770318,54.7,52.6,↩️ PULL (눌림),③ 박스 / 중립
044490,태웅,20251212,기타 금속 가공제품 제조업,29900,321.2,72.1,83.2,232.10979,27.8,6.79,25.63,-9.8,-20.46,3,수급↑,24822,22340,28545,1.5,20.46,1,기타,5.58321554770318,54.7,52.5,🔺 Watch (상승 준비),④ 바닥 반등 시도
403870,HPSP,20251212,특수 목적용 기계 제조업,29450,162.3,62.1,55.3,-25.7953,13.9,-2.81,-2.64,2.43,-8.23,1,,29450,27600,32225,1.5,0.0,0,조선·기계·방산,6.275344827586206,54.6,92.5,↩️ PULL (눌림),⑤ 하락 / 약세
034220,LG디스플레이,20251212,전자부품 제조업,12520,131.2,55.7,47.9,-13.47976,9.5,-5.65,-0.16,3.47,-19.25,1,Squeeze,12520,11805,13591,1.5,0.0,0,기타,5.58321554770318,54.6,92.5,↩️ PULL (눌림),⑤ 하락 / 약세
000500,가온전선,20251212,절연선 및 케이블 제조업,83000,129.9,79.2,73.1,488.79132,22.8,8.21,11.11,35.62,12.9,3,수급↑,73185,65866,84162,1.5,13.41,1,기타,5.58321554770318,54.6,52.5,🔺 Watch (상승 준비),⑤ 하락 / 약세
033100,제룡전기,20251212,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",37500,67.5,77.3,70.9,120.68698,12.6,5.19,7.14,5.78,-4.88,3,수급↑,34957,32971,37936,1.5,7.27,1,기타,5.58321554770318,54.5,63.4,🔺 Watch (상승 준비),③ 박스 / 중립
293780,압타바이오,20251212,자연과학 및 공학 연구개발업,9010,100.5,64.2,81.1,-62.70402,39.8,5.88,7.52,9.08,-1.58,3,수급↑,8301,7471,9546,1.5,8.53,1,기타,5.58321554770318,54.5,58.4,↩️ PULL (눌림),③ 박스 / 중립
103140,풍산,20251212,1차 비철금속 제조업,103300,202.7,72.8,80.2,-47.26771,12.8,0.58,4.13,-18.34,-41.06,2,수급↑,99845,93987,108630,1.5,3.46,1,기타,5.58321554770318,54.4,78.7,↩️ PULL (눌림),⑤ 하락 / 약세
003670,포스코퓨처엠,20251212,일차전지 및 이차전지 제조업,221500,571.0,82.9,70.6,-82.37807,21.5,7.52,7.26,65.92,43.2,2,수급↑,206565,188329,233918,1.5,7.23,1,2차전지,6.867999999999999,54.4,63.6,↩️ PULL (눌림),② 상승 후 조정
484810,티엑스알로보틱스,20251212,일반 목적용 기계 제조업,17230,328.7,73.8,84.2,118.21051,28.0,18.75,13.36,-8.74,-19.4,3,수급↑,14433,12990,16598,1.5,19.38,1,조선·기계·방산,6.275344827586206,54.4,52.5,🔺 Watch (상승 준비),④ 바닥 반등 시도
004960,한신공영,20251212,건물 건설업,11950,222.5,70.1,82.4,35.72809,60.8,6.7,42.94,47.53,24.81,3,수급↑,9466,8519,10886,1.5,26.23,1,기타,5.58321554770318,54.4,52.5,🔺 Watch (상승 준비),⑤ 하락 / 약세
178320,서진시스템,20251212,기타 전기장비 제조업,27000,85.4,69.6,70.0,-11.24607,26.0,5.88,10.66,25.0,14.34,2,수급↑,24775,22503,28182,1.5,8.98,1,기타,5.58321554770318,54.3,56.6,↩️ PULL (눌림),② 상승 후 조정
089970,브이엠,20251212,특수 목적용 기계 제조업,28950,152.4,71.3,77.6,-50.39169,33.5,8.83,15.8,96.4,85.74,2,수급↑,25887,23298,29770,1.5,11.83,1,조선·기계·방산,6.275344827586206,54.3,52.5,↩️ PULL (눌림),② 상승 후 조정
372320,큐로셀,20251212,자연과학 및 공학 연구개발업,48700,102.9,79.6,78.5,191.41076,22.5,8.46,18.78,17.92,7.26,3,수급↑,42430,38187,48794,1.5,14.78,1,기타,5.58321554770318,54.3,52.5,🔺 Watch (상승 준비),⑤ 하락 / 약세
215600,신라젠,20251212,자연과학 및 공학 연구개발업,3460,88.1,67.1,63.6,-14.68347,47.2,-10.13,15.72,-1.42,-12.08,2,수급↑,3102,2792,3568,1.5,11.51,1,기타,5.58321554770318,54.3,52.5,↩️ PULL (눌림),⑤ 하락 / 약세
