종목코드,종목명,시장,업종,업종_상세,업종_대분류,종가,거래대금(억원),시가총액(억원),추천매수가,손절가,추천매도가1,추천매도가2,RANK_SCORE,LDY_SCORE,ENTRY_SCORE,ROUTE,REGIME,ret_20d_%,ret_120d_%,rel_20d_%,rel_60d_%,rel_120d_%,TTM_SQUEEZE_CNT,NORM_RR,NORM_T1,NORM_SL,NORM_NEAR,NORM_MOM,NORM_LIQ,NORM_TEC,RSI14,MFI14,이격도,MACD_Hist,MACD_Slope_PCT,거래강도,V_POWER,SUPERTREND_VAL,SUPERTREND_DIR,BB_BW,BB_SQUEEZE_BW,TTM_SQUEEZE,BB_SQUEEZE,Above_MA20,IS_SWING_SUPPORT,ret_5d_%,ret_10d_%,ret_60d_%,EBS,통과,근거,ATR_MULT,SECTOR_RET_5D,SECTOR_RANK,RR1,Now%,ST_DIR,AI_COMMENT,MKT_BREADTH_ALL_%,MKT_BREADTH_KOSPI_%,MKT_BREADTH_KOSDAQ_%,MKT_TEMP,TOP_SECTORS_5D,REGIME_RANK,LDY_RANK,기준일,시총기준일,벤치_60d_KOSPI_%,벤치_60d_KOSDAQ_%,60일_종목수익률_%,60일_초과수익(α)_%,오늘종가,전일추천매수가,전일→오늘_수익률%,검증기준일,비교대상추천일
029780,삼성카드,KOSPI,기타 금융업,기타 금융업,금융,56000,51.03,64881.0,56000,52500,61300,66500,84.3,81.6,81.4,🔺 Watch (관찰·돌파예상),④ 바닥 반등 시도,5.66,14.17,4.51,-11.84,-18.49,7,1.0,1.0,0.94,1.0,0.4,0.0,0.93,55.1,73.9,2.81,51.5948,0.1185,1.0,1.64,52510,1,7.45,1,1,1,1,False,4.67,1.63,4.09,7,★,"RSI적정, MACD상승, 20선근접, 정배열(단), 장기추세(120↑), 자금유입, MACD>Sig",1.8,-0.1319047619047618,8.0,1.5142857142857142,0.0,1,🌪️ 7일 연속 응축 중! 폭발 임박. 💪 매수세 장악(Power Buying). 💰 외국인/기관 수급 집중. 🚀 단기 모멘텀 가속.  (매수 유효),63.7,58.4,69.3,🌤 중립,1.유통·소비재(+9.4%) / 2.기타(+6.6%) / 3.철강·금속(+4.4%) / 4.미디어·콘텐츠(+4.2%) / 5.바이오·의약품(+3.7%),4,11,20251216,20251216,15.93,7.54,4.09,-11.84,55400,56000,-1.0714285714285676,20251217,20251216
035250,강원랜드,KOSPI,유원지 및 기타 오락관련 서비스업,유원지 및 기타 오락관련 서비스업,서비스 기타,18390,714.95,39343.7,18390,17630,19910,21450,84.1,77.5,83.3,🔺 Watch (관찰·돌파예상),④ 바닥 반등 시도,5.75,2.45,4.6,-13.19,-30.21,1,1.0,0.89,0.4,1.0,0.33,0.66,0.39,64.3,78.2,2.75,14.5243,0.0222,6.33,1.22,17467,1,4.64,1,1,1,1,True,2.17,1.32,2.74,8,★,"RSI적정, MACD상승, 20선근접, 거래량↑, 정배열(단), 장기추세(120↑), 자금유입, MACD>Sig",2.5,-0.9392307692307692,10.0,2.0,0.0,1,🌪️ 에너지 응축 시작 (1일차). 🧱 구조적 지지선(Swing Low) 근접. 💰 외국인/기관 수급 집중. 🚀 단기 모멘텀 가속. ,63.7,58.4,69.3,🌤 중립,1.유통·소비재(+9.4%) / 2.기타(+6.6%) / 3.철강·금속(+4.4%) / 4.미디어·콘텐츠(+4.2%) / 5.바이오·의약품(+3.7%),4,12,20251216,20251216,15.93,7.54,2.74,-13.19,18490,18390,0.543773790103308,20251217,20251216
054670,대한뉴팜,KOSDAQ,의약품 제조업,의약품 제조업,바이오·의약품,6980,103.55,1002.0,6960,6580,7530,8090,83.8,74.6,84.5,🔻 REV (역추세 반등),④ 바닥 반등 시도,6.24,-8.76,1.98,-7.11,-25.49,1,1.0,0.84,0.77,0.94,0.32,0.0,0.38,63.5,94.5,3.35,16.8752,0.0237,15.66,1.31,6581,1,6.86,1,1,1,1,True,2.95,0.43,0.43,6,★,"RSI적정, MACD상승, 20선근접, 거래량↑, 정배열(단), 자금유입, MACD>Sig",2.5,3.713461538461538,5.0,1.375,0.2873563218390804,1,🌪️ 에너지 응축 시작 (1일차). 🧱 구조적 지지선(Swing Low) 근접. 💰 외국인/기관 수급 집중. 🚀 단기 모멘텀 가속. ,63.7,58.4,69.3,🌤 중립,1.유통·소비재(+9.4%) / 2.기타(+6.6%) / 3.철강·금속(+4.4%) / 4.미디어·콘텐츠(+4.2%) / 5.바이오·의약품(+3.7%),4,13,20251216,20251216,15.93,7.54,0.43,-7.11,7110,6960,2.155172413793105,20251217,20251216
241710,코스메카코리아,KOSDAQ,기타 화학제품 제조업,기타 화학제품 제조업,화학·소재,71400,123.51,7625.5,71400,66400,77400,83400,83.7,72.6,85.3,↩️ PULL (눌림),③ 박스 / 중립,4.08,12.62,-0.18,4.55,-4.11,14,0.89,0.9,1.0,1.0,0.22,0.02,0.56,51.9,52.2,1.8,-224.6269,-0.0158,2.27,0.14,62790,1,11.89,0,1,1,1,False,2.0,1.56,12.09,5,★,"RSI적정, 20선근접, 거래량↑, 정배열(단), 장기추세(120↑)",1.8,-2.054411764705882,14.0,1.2,0.0,1,🌪️ 14일 연속 응축 중! 폭발 임박. 📉 매도세 우위. ✅ 20일선 눌림목 구간.,63.7,58.4,69.3,🌤 중립,1.유통·소비재(+9.4%) / 2.기타(+6.6%) / 3.철강·금속(+4.4%) / 4.미디어·콘텐츠(+4.2%) / 5.바이오·의약품(+3.7%),3,14,20251216,20251216,15.93,7.54,12.09,4.55,71600,71400,0.2801120448179262,20251217,20251216
005940,NH투자증권,KOSPI,금융 지원 서비스업,금융 지원 서비스업,서비스 기타,21150,327.19,75366.8,21150,20150,22650,24150,83.5,75.8,83.2,🔺 Watch (상승 준비),④ 바닥 반등 시도,2.92,8.91,1.77,-16.4,-23.75,4,1.0,0.76,0.56,1.0,0.32,0.24,0.6,52.5,46.0,1.03,-14.1841,0.0234,2.17,0.19,19690,1,5.29,1,1,1,1,True,0.71,0.0,-0.47,6,★,"RSI적정, MACD상승, 20선근접, 거래량↑, 정배열(단), 장기추세(120↑)",1.8,-0.9392307692307692,10.0,1.5,0.0,1,🌪️ 에너지 응축 시작 (4일차). 🧱 구조적 지지선(Swing Low) 근접. 📉 매도세 우위. 🚀 단기 모멘텀 가속. ✅ 20일선 눌림목 구간.,63.7,58.4,69.3,🌤 중립,1.유통·소비재(+9.4%) / 2.기타(+6.6%) / 3.철강·금속(+4.4%) / 4.미디어·콘텐츠(+4.2%) / 5.바이오·의약품(+3.7%),4,15,20251216,20251216,15.93,7.54,-0.47,-16.4,20750,21150,-1.891252955082745,20251217,20251216
145020,휴젤,KOSDAQ,기초 의약물질 제조업,기초 의약물질 제조업,기타,230000,190.78,28299.3,230000,213500,249500,269000,83.0,75.0,82.7,↩️ PULL (눌림),⑤ 하락 / 약세,-0.43,-36.46,-4.69,-33.11,-53.19,3,0.88,0.91,1.0,1.0,0.1,0.09,0.65,58.0,55.8,2.07,1813.6892,-0.0219,1.6,-0.0,246650,-1,9.47,1,1,1,1,True,1.1,-0.86,-25.57,3,,"RSI적정, 20선근접, 거래량↑, MACD>Sig",1.8,6.550272727272727,2.0,1.181818181818182,0.0,-1,🌪️ 에너지 응축 시작 (3일차). 🧱 구조적 지지선(Swing Low) 근접. 📉 매도세 우위. ,63.7,58.4,69.3,🌤 중립,1.유통·소비재(+9.4%) / 2.기타(+6.6%) / 3.철강·금속(+4.4%) / 4.미디어·콘텐츠(+4.2%) / 5.바이오·의약품(+3.7%),5,16,20251216,20251216,15.93,7.54,-25.57,-33.11,245500,230000,6.739130434782603,20251217,20251216
128940,한미약품,KOSPI,의약품 제조업,의약품 제조업,바이오·의약품,436500,358.21,55920.0,436500,405500,473500,510000,82.8,82.3,87.5,🔺 Watch (관찰·돌파예상),⑤ 하락 / 약세,-5.31,43.82,-6.46,20.9,11.16,2,0.89,0.91,1.0,1.0,0.33,0.27,0.81,40.8,47.0,-1.22,-2035.5812,0.2122,0.84,0.51,404850,1,9.91,1,1,1,0,True,1.99,1.51,36.83,3,,"MACD상승, 정배열(단), 장기추세(120↑)",1.8,3.713461538461538,5.0,1.1935483870967742,0.0,1,🌪️ 에너지 응축 시작 (2일차). 🧱 구조적 지지선(Swing Low) 근접. 📉 매도세 우위. 🚀 단기 모멘텀 가속. ✅ 20일선 눌림목 구간. (매수 유효),63.7,58.4,69.3,🌤 중립,1.유통·소비재(+9.4%) / 2.기타(+6.6%) / 3.철강·금속(+4.4%) / 4.미디어·콘텐츠(+4.2%) / 5.바이오·의약품(+3.7%),5,17,20251216,20251216,15.93,7.54,36.83,20.9,434500,436500,-0.45819014891179677,20251217,20251216
285130,SK케미칼,KOSPI,합성고무 및 플라스틱 물질 제조업,합성고무 및 플라스틱 물질 제조업,기타,72900,55.67,12610.8,72900,67900,78800,84700,82.4,80.4,78.7,🔺 Watch (관찰·돌파예상),③ 박스 / 중립,-2.54,5.04,-3.69,-2.73,-27.62,2,0.88,0.87,1.0,1.0,0.43,0.0,0.76,57.5,55.6,2.28,-87.2018,0.1766,1.14,0.35,67405,1,10.24,0,1,1,1,False,2.39,1.25,13.2,5,★,"RSI적정, MACD상승, 20선근접, 정배열(단), 장기추세(120↑)",1.8,6.550272727272727,2.0,1.18,0.0,1,🌪️ 에너지 응축 시작 (2일차). 📉 매도세 우위. 🚀 단기 모멘텀 가속.  (매수 유효),63.7,58.4,69.3,🌤 중립,1.유통·소비재(+9.4%) / 2.기타(+6.6%) / 3.철강·금속(+4.4%) / 4.미디어·콘텐츠(+4.2%) / 5.바이오·의약품(+3.7%),3,18,20251216,20251216,15.93,7.54,13.2,-2.73,71600,72900,-1.7832647462277085,20251217,20251216
071320,지역난방공사,KOSPI,"증기, 냉·온수 및 공기조절 공급업","증기, 냉·온수 및 공기조절 공급업",기타,111600,56.13,12921.9,110800,103000,122500,134200,82.0,81.0,77.6,🔥 SQZ (폭발대기),① 강한 상승 추세,7.2,50.0,6.05,21.0,17.34,9,0.94,1.0,1.0,0.85,0.46,0.0,0.56,59.2,65.0,3.71,-154.5244,0.0616,1.85,-0.11,98670,1,9.92,1,1,1,1,False,1.73,5.18,36.93,7,★,"RSI적정, MACD상승, 20선근접, 거래량↑, 정배열(단), 장기추세(120↑), 자금유입",1.8,6.550272727272727,2.0,1.2674418604651163,0.7220216606498195,1,🌪️ 9일 연속 응축 중! 폭발 임박. 📉 매도세 우위. 💸 자금 유입 지속. 🚀 단기 모멘텀 가속.  (매수 유효),63.7,58.4,69.3,🌤 중립,1.유통·소비재(+9.4%) / 2.기타(+6.6%) / 3.철강·금속(+4.4%) / 4.미디어·콘텐츠(+4.2%) / 5.바이오·의약품(+3.7%),1,19,20251216,20251216,15.93,7.54,36.93,21.0,108200,110800,-2.3465703971119134,20251217,20251216
298380,에이비엘바이오,KOSDAQ,기초 의약물질 제조업,기초 의약물질 제조업,기타,190400,1480.36,104958.3,190400,177000,206500,222500,80.8,92.2,87.5,↩️ PULL (눌림),② 상승 후 조정,14.29,179.59,10.03,80.42,162.86,0,0.89,0.91,1.0,1.0,0.53,1.0,0.73,60.2,67.3,1.84,-2908.7186,-0.2185,0.63,0.33,172740,1,24.7,0,0,0,1,True,2.26,-4.75,87.96,5,★,"RSI적정, 20선근접, 정배열(단), 장기추세(120↑), 자금유입",2.0,6.550272727272727,2.0,1.2014925373134329,0.0,1,🧱 구조적 지지선(Swing Low) 근접. 📉 매도세 우위. 💸 자금 유입 지속. ✅ 20일선 눌림목 구간. (강력 매수),63.7,58.4,69.3,🌤 중립,1.유통·소비재(+9.4%) / 2.기타(+6.6%) / 3.철강·금속(+4.4%) / 4.미디어·콘텐츠(+4.2%) / 5.바이오·의약품(+3.7%),2,20,20251216,20251216,15.93,7.54,87.96,80.42,182100,190400,-4.359243697478988,20251217,20251216
001440,대한전선,KOSPI,절연선 및 케이블 제조업,절연선 및 케이블 제조업,기타,23700,944.4,44188.0,23450,21800,26800,30050,80.4,95.0,85.3,🔺 Watch (관찰·돌파예상),① 강한 상승 추세,0.21,35.04,-0.94,29.56,2.38,0,1.0,1.0,1.0,0.77,0.6,0.9,0.79,60.7,61.1,4.02,36.4249,0.2678,1.23,1.06,25545,-1,13.74,0,0,0,1,False,3.72,3.95,45.49,8,★,"RSI적정, MACD상승, 20선근접, 거래량↑, 정배열(단), 장기추세(120↑), 자금유입, MACD>Sig",2.0,6.550272727272727,2.0,1.631578947368421,1.0660980810234542,-1,💸 자금 유입 지속. 🚀 단기 모멘텀 가속.  (강력 매수),63.7,58.4,69.3,🌤 중립,1.유통·소비재(+9.4%) / 2.기타(+6.6%) / 3.철강·금속(+4.4%) / 4.미디어·콘텐츠(+4.2%) / 5.바이오·의약품(+3.7%),1,21,20251216,20251216,15.93,7.54,45.49,29.56,23000,23450,-1.9189765458422214,20251217,20251216
011150,CJ씨푸드,KOSPI,기타 식품 제조업,기타 식품 제조업,유통·소비재,2865,127.2,1029.4,2830,2640,3110,3390,80.4,74.4,78.4,🔼 BRK (돌파),④ 바닥 반등 시도,7.3,-5.13,6.15,-17.14,-37.79,1,0.81,0.92,0.99,0.74,0.34,0.03,0.63,65.3,81.6,4.27,12.0779,0.1413,2.01,0.8,2644,1,11.61,0,1,1,1,False,6.51,5.33,-1.21,6,★,"MACD상승, 20선근접, 거래량↑, 장기추세(120↑), 자금유입, MACD>Sig",1.8,9.391875,1.0,1.0888888888888888,1.2367491166077738,1,🌪️ 에너지 응축 시작 (1일차). 💰 외국인/기관 수급 집중. 🚀 단기 모멘텀 가속. ,63.7,58.4,69.3,🌤 중립,1.유통·소비재(+9.4%) / 2.기타(+6.6%) / 3.철강·금속(+4.4%) / 4.미디어·콘텐츠(+4.2%) / 5.바이오·의약품(+3.7%),4,22,20251216,20251216,15.93,7.54,-1.21,-17.14,2810,2830,-0.7067137809187329,20251217,20251216
271560,오리온,KOSPI,기타 식품 제조업,기타 식품 제조업,유통·소비재,105000,121.98,41512.9,105000,99400,111700,118300,80.3,72.6,79.2,🔺 Watch (관찰·돌파예상),④ 바닥 반등 시도,0.1,-0.47,-1.05,-19.42,-33.13,1,0.89,0.68,0.73,1.0,0.18,0.02,0.81,43.6,38.9,0.85,-4.9079,0.1084,0.43,1.03,99350,1,6.02,1,1,1,1,True,4.06,0.96,-3.49,2,,"MACD상승, 20선근접, 정배열(단)",1.8,9.391875,1.0,1.1964285714285714,0.0,1,🌪️ 에너지 응축 시작 (1일차). 🧱 구조적 지지선(Swing Low) 근접. 🚀 단기 모멘텀 가속. ✅ 20일선 눌림목 구간.,63.7,58.4,69.3,🌤 중립,1.유통·소비재(+9.4%) / 2.기타(+6.6%) / 3.철강·금속(+4.4%) / 4.미디어·콘텐츠(+4.2%) / 5.바이오·의약품(+3.7%),4,23,20251216,20251216,15.93,7.54,-3.49,-19.42,104800,105000,-0.19047619047618536,20251217,20251216
