시장,종목명,종목코드,업종,종가,거래대금(억원),시가총액(억원),거래대금(원),RSI14,MFI14,이격도,BB_BW,TTM_SQUEEZE,TTM_SQUEEZE_CNT,BB_SQUEEZE_BW,ret_1d_%,ret_5d_%,ret_10d_%,ret_20d_%,ret_60d_%,ret_120d_%,rel_20d_%,rel_60d_%,rel_120d_%,RES_RATIO,RES_RATIO_NEAR,IS_ABOVE_POC,POC_GAP,NEAR_THRES,Low_Trend_PCT,RSI_Rising,BB_Expanding,Vol_Quality,Range_Pos,외인순매수,기관순매수,메이저순매수,TRIGGER,Above_MA20,SUPERTREND_DIR,SUPERTREND_VAL,VWAP,VWAP_GAP,MACD_Slope_PCT,거래강도,V_POWER,IS_SWING_SUPPORT,주봉20선_상회,주봉추세,HMA20,HMA_Trend,HMA_On,OBV_Div,gap_pct,_data_length,consecutive_limit_up,MTF_WEEKLY_TREND,MTF_MONTHLY_TREND,MTF_DATA_SUFFICIENT,추천매수가,손절가,추천매도가1,추천매도가2,추천매도가3,ENTRY_ACTION,POSITION_PCT,PLAN_REASON,STOP_PCT,MAX_LOSS_PCT,RR_MULT,REGIME,TIME_STOP_DAYS,EXEC_RULE_ID,STOP_REASON,TP1_METHOD,TP1_PROB,TP2_METHOD,TP2_PROB,TP3_METHOD,TP3_PROB,개인순매수,업종_상세,업종_대분류,SECTOR_RET_5D,SECTOR_RS,SECTOR_RANK,V23_ATR_Pct,V23_OBV_Slope,V23_Upper_Shadow_Ratio,V23_SIGNAL_STATUS,ML_SCORE,ML_STATUS,TRIGGER_SCORE,RAW_TRIGGER_SCORE,EBS,PASS_EBS,STRUCT_SCORE,TIMING_SCORE,AI_SCORE,FINAL_SCORE,DISPLAY_SCORE,W_STRUCT,W_TIMING,W_AI,SCORING_AXES,BLOCK_REASON
KOSDAQ,씨이랩,189330,소프트웨어 개발 및 공급업,13130,1038.43,1231.9,103842775250.0,67.4,94.1,41.0,59.28,0,2,0,4.04,45.89,58.19,59.73,183.59,193.08,80.09,210.99,209.48,0.0,0.0,1,55.98,12.0,-4.42,1,0,0.97,0.66,0,0,0,,1,1,8890.0,9459,38.8,0.6524,12.84,-1.45,False,O,▲,10728,▲,O,X,16.32,250,0,1,1,1,9780.0,8310.0,16000.0,19160.0,23200.0,hold,0.0,NORMAL+PM_BLOCK_INTRADAY+EF:갭 12%+ 진입 보류+ENTRY:hold,15.03,6.0,4.2,normal,7,v1_sl_first_gap_at_open,NORMAL+PM_BLOCK_INTRADAY+EF:갭 12%+ 진입 보류+ENTRY:hold,SWING_20D,80,FIBO_1.272,40,FIBO_1.618,25,0.0,소프트웨어 개발 및 공급업,IT/전기전자,-7.892291666666666,-9.887083333333333,14.0,0.11086932869111088,0.0754077572258395,0.3142857142857143,OK,53.3,OK,37.5,37.5,2,0,37.0,47.7,53.3,42.9,42.9,0.55,0.25,0.2,STRUCT+TIMING+AI+SECTOR,[연속급등: 5일 수익률 40%+ 과열][갭과대: 갭 15%+ 비정상]
KOSDAQ,가온칩스,399720,반도체 제조업,55600,762.62,6582.4,76261986175.0,56.5,78.0,20.12,63.75,0,0,0,29.91,51.91,37.11,10.76,-8.85,-12.16,31.12,18.55,4.24,0.755,0.271,0,-9.33,12.0,-13.28,0,0,1.44,0.72,0,0,0,,1,1,33540.0,58583,-5.09,0.9369,5.36,0.98,False,X,▼,41168,▲,O,X,13.79,250,1,-1,-1,1,48600.0,41300.0,63600.0,83200.0,,hold,0.0,NORMAL+PM_BLOCK_INTRADAY+EF:갭 12%+ 진입 보류 + 당일 15%+ 급등 진입 보류+ENTRY:hold,15.02,5.0,2.1,normal,7,v1_sl_first_gap_at_open,NORMAL+PM_BLOCK_INTRADAY+EF:갭 12%+ 진입 보류 + 당일 15%+ 급등 진입 보류+ENTRY:hold,SWING_20D,80,SWING_60D,60,,0,0.0,반도체 제조업,반도체,0.14733333333333362,-5.398666666666667,9.0,0.10341726618705036,0.07649712048441083,0.0,OK,73.2,OK,50.0,50.0,6,1,18.8,30.6,73.2,32.6,32.6,0.55,0.25,0.2,STRUCT+TIMING+AI+SECTOR,[연속급등: 5일 수익률 40%+ 과열]
KOSDAQ,서산,079650,"시멘트, 석회, 플라스터 및 그 제품 제조업",5150,595.41,1030.0,59540813348.0,55.7,33.0,24.8,169.15,0,0,0,-4.28,44.06,-9.49,426.05,256.4,269.44,446.41,283.8,285.84,0.396,0.396,0,-9.69,12.0,219.3,0,0,0.83,0.45,0,0,0,,1,-1,8935.0,4777,7.79,0.548,0.93,0.59,False,O,▲,4340,▼,O,X,-2.42,248,0,1,1,1,4335.0,3680.0,10300.0,12850.0,16080.0,enter,100.0,NORMAL+WARN:ATR%=30.2% > 20% — 이상치 의심+PM_BLOCK_INTRADAY+EF:정상,15.11,6.0,9.1,normal,7,v1_sl_first_gap_at_open,NORMAL+WARN:ATR%=30.2% > 20% — 이상치 의심+PM_BLOCK_INTRADAY+EF:정상,SWING_20D,80,FIBO_1.272,40,FIBO_1.618,25,0.0,"시멘트, 석회, 플라스터 및 그 제품 제조업",기타,-4.310461538461539,13.115692307692308,3.0,0.6482517482517482,-1.9636950724093745,0.0,OK,54.8,OK,50.624803241706985,50.624803241706985,6,1,58.2,46.0,54.8,54.5,54.5,0.55,0.25,0.2,STRUCT+TIMING+AI+SECTOR,[연속급등: 5일 수익률 40%+ 과열]
KOSDAQ,데이타솔루션,263800,기계장비 및 관련 물품 도매업,7720,428.85,1252.6,42884739705.0,86.0,97.2,61.62,64.85,0,0,0,29.97,70.42,75.06,78.5,63.91,58.52,98.86,91.31,74.92,0.0,0.0,1,36.38,12.0,-0.12,1,0,0.35,1.0,0,0,0,,1,1,5284.5,5726,34.81,0.6645,14.64,0.02,False,O,▲,5289,▲,O,X,29.97,250,2,1,1,1,5020.0,4260.0,7720.0,8700.0,9930.0,hold,0.0,NORMAL+PM_BLOCK_INTRADAY+EF:갭 12%+ 진입 보류 + 연속 상한가 진입 보류 + 당일 15%+ 급등 진입 보류+ENTRY:hold,15.14,6.0,3.6,normal,7,v1_sl_first_gap_at_open,NORMAL+PM_BLOCK_INTRADAY+EF:갭 12%+ 진입 보류 + 연속 상한가 진입 보류 + 당일 15%+ 급등 진입 보류+ENTRY:hold,SWING_20D,80,FIBO_1.272,40,FIBO_1.618,25,0.0,기계장비 및 관련 물품 도매업,조선·기계·설비,-9.342631578947369,-3.5194736842105256,11.0,0.06300888230940045,0.01664279500374385,0.0,OK,44.0,OK,65.5,65.5,2,0,19.0,58.8,44.0,34.0,34.0,0.55,0.25,0.2,STRUCT+TIMING+AI+SECTOR,[연속급등: 5일 수익률 40%+ 과열][갭과대: 갭 15%+ 비정상][RSI극단: RSI 85+ 극단과열][상한가연속: 연속 상한가 2회+]
KOSDAQ,에이디테크놀로지,200710,반도체 제조업,35450,299.55,4772.3,29955358350.0,51.5,76.0,9.09,57.84,0,0,0,13.08,41.24,23.09,-5.21,-30.9,13.62,15.15,-3.5,30.02,0.777,0.224,0,-9.9,12.0,-14.08,0,0,1.47,0.58,0,0,0,,1,1,24002.5,43298,-18.13,0.7366,3.43,0.82,False,X,▼,28815,▲,O,X,3.67,250,0,-1,-1,1,34000.0,28850.0,43500.0,62000.0,,split,50.0,NORMAL+PM_BLOCK_INTRADAY+EF:당일 10%+ 급등 분할 진입+ENTRY:split,15.15,6.0,1.8,normal,7,v1_sl_first_gap_at_open,NORMAL+PM_BLOCK_INTRADAY+EF:당일 10%+ 급등 분할 진입+ENTRY:split,SWING_20D,80,SWING_60D,60,,0,0.0,반도체 제조업,반도체,0.14733333333333362,-5.398666666666667,9.0,0.09102357445093694,0.01017387072365915,0.0963855421686747,OK,76.2,OK,51.03514207813345,51.03514207813345,6,1,28.0,41.7,76.2,41.1,41.1,0.55,0.25,0.2,STRUCT+TIMING+AI+SECTOR,[연속급등: 5일 수익률 40%+ 과열]
KOSDAQ,비엘팜텍,065170,음·식료품 및 담배 도매업,3910,217.56,1091.4,21756294539.0,60.8,84.0,52.26,136.07,0,0,0,29.9,43.75,85.31,139.88,51.26,706.19,160.24,78.66,722.59,0.608,0.104,0,-18.5,12.0,27.03,1,0,1.09,0.59,0,0,0,,1,1,2182.6000000000004,2857,36.84,-0.2056,1.54,1.06,False,O,▼,3908,▲,O,X,7.14,247,1,-1,1,1,2695.0,2290.0,5520.0,5730.0,8150.0,hold,0.0,NORMAL+WARN:ATR%=24.7% > 20% — 이상치 의심+PM_BLOCK_INTRADAY+EF:당일 15%+ 급등 진입 보류+ENTRY:hold,15.03,6.0,7.0,normal,7,v1_sl_first_gap_at_open,NORMAL+WARN:ATR%=24.7% > 20% — 이상치 의심+PM_BLOCK_INTRADAY+EF:당일 15%+ 급등 진입 보류+ENTRY:hold,SWING_20D,80,ATR_3.5x,45,SWING_120D,45,0.0,음·식료품 및 담배 도매업,유통·소비재,-0.5246153846153847,11.505384615384616,2.0,0.2894592619656558,0.3530366633631488,0.0,OK,68.7,OK,60.0,60.0,4,1,72.5,54.7,68.7,67.3,67.3,0.55,0.25,0.2,STRUCT+TIMING+AI+SECTOR,[연속급등: 5일 수익률 40%+ 과열]
KOSPI,케이씨텍,281820,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",83500,210.53,16531.9,21053051250.0,49.1,48.7,-9.75,52.1,0,0,0,0.48,-26.17,7.88,9.29,68.01,104.41,15.37,43.55,46.74,0.2,0.137,1,76.27,12.0,-2.23,0,0,1.35,0.18,0,0,0,,0,1,80880.0,80541,3.67,-1.4372,0.73,-2.13,False,O,▲,102952,▼,X,X,2.29,250,0,1,1,1,83500.0,70900.0,124800.0,130400.0,145700.0,enter,100.0,NORMAL+PM_BLOCK_INTRADAY+EF:정상,15.09,5.0,3.3,normal,7,v1_sl_first_gap_at_open,NORMAL+PM_BLOCK_INTRADAY+EF:정상,SWING_20D,80,ATR_3.5x,45,FIBO_1.272,40,0.0,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",기타,-4.310461538461539,13.115692307692308,3.0,0.16047904191616766,0.019233694330429374,0.7,OK,76.7,OK,19.923325283693202,19.923325283693202,4,1,11.6,35.1,76.7,30.5,30.5,0.55,0.25,0.2,STRUCT+TIMING+AI+SECTOR,[급락종목: 5일 -25% 이하 급락]
KOSDAQ,에이직랜드,445090,반도체 제조업,21400,207.72,2338.1,20772108685.0,38.8,55.5,-13.03,71.33,0,0,0,23.7,0.94,-6.75,-20.89,-21.61,-24.78,-0.53,5.79,-8.38,0.907,0.028,0,-29.61,12.0,-21.77,0,0,0.98,0.28,0,0,0,,0,-1,25924.0,27516,-22.23,0.0337,6.37,-1.4,False,X,▼,18873,▼,O,X,26.88,250,0,-1,-1,1,21700.0,18420.0,31950.0,33400.0,34500.0,hold,0.0,NORMAL+PM_BLOCK_INTRADAY+EF:갭 12%+ 진입 보류 + 당일 15%+ 급등 진입 보류+ENTRY:hold,15.12,6.0,3.1,normal,7,v1_sl_first_gap_at_open,NORMAL+PM_BLOCK_INTRADAY+EF:갭 12%+ 진입 보류 + 당일 15%+ 급등 진입 보류+ENTRY:hold,SWING_20D,80,BB_UPPER,75,SWING_120D,45,0.0,반도체 제조업,반도체,0.14733333333333362,-5.398666666666667,9.0,0.1287716955941255,-0.0346282571444315,0.18867924528301888,OK,84.0,OK,8.321906220835768,8.321906220835768,2,0,0.0,0.0,84.0,16.8,16.8,0.55,0.25,0.2,STRUCT+TIMING+AI+SECTOR,[갭과대: 갭 15%+ 비정상]
KOSDAQ,알지노믹스,476830,자연과학 및 공학 연구개발업,30600,78.06,4292.5,7805638550.0,30.0,43.9,-27.98,51.4,0,1,0,-4.08,-30.06,-28.75,-34.05,-67.53,-67.92,-13.69,-40.13,-51.52,1.0,0.005,0,-58.21,12.0,-25.44,1,0,1.73,0.03,0,0,0,,0,-1,46800.0,72236,-57.64,-1.0273,0.49,-2.92,True,X,▼,36202,▼,X,X,-2.35,135,0,-1,0,0,30600.0,29000.0,55800.0,111300.0,122700.0,enter,100.0,SWING+PM_BLOCK_INTRADAY+EF:정상,5.23,6.0,15.8,normal,7,v1_sl_first_gap_at_open,SWING+PM_BLOCK_INTRADAY+EF:정상,SWING_20D,80,SWING_60D,60,SWING_120D,45,0.0,자연과학 및 공학 연구개발업,기타,-4.310461538461539,13.115692307692308,3.0,0.16398225957049486,-0.023168235315098862,0.5901639344262295,OK,88.0,OK,5.0,5.0,2,0,2.3,0.0,88.0,18.9,18.9,0.55,0.25,0.2,STRUCT+TIMING+AI+SECTOR,[급락종목: 5일 -25% 이하 급락]
KOSPI,효성화학,298000,기초 화학물질 제조업,64100,76.24,2430.6,7623840750.0,42.5,50.8,9.51,78.46,0,0,0,-8.3,53.35,20.26,-17.61,-17.61,-17.61,-11.53,-42.07,-75.28,0.708,0.235,0,-16.75,12.0,-14.42,1,0,3.26,0.51,0,0,0,,1,1,44590.0,66287,-3.3,1.6868,0.52,0.3,False,X,▼,51887,▲,O,X,-0.72,250,0,-1,-1,1,64100.0,54400.0,87500.0,96000.0,,enter,100.0,NORMAL+PM_BLOCK_INTRADAY+EF:정상,15.13,6.0,2.4,normal,7,v1_sl_first_gap_at_open,NORMAL+PM_BLOCK_INTRADAY+EF:정상,SWING_20D,80,ATR_3.5x,45,,0,0.0,기초 화학물질 제조업,화학·소재,-4.1903125,-1.7365625000000002,8.0,0.1419656786271451,2.0,0.0,OK,0.0,NO_DATA,42.2253881035565,42.2253881035565,4,1,25.9,31.9,0.0,22.2,22.2,0.55,0.25,0.2,STRUCT+TIMING+AI+SECTOR,[연속급등: 5일 수익률 40%+ 과열]
