시장,종목명,종목코드,업종,종가,거래대금(억원),시가총액(억원),RSI14,MFI14,이격도,MACD_Hist,MACD_Slope,거래강도,ret_5d_%,ret_10d_%,EBS,통과,근거,추천매수가,손절가,추천매도가1,추천매도가2
KOSDAQ,씨피시스템,413630,기타,3730,51.68,1359.1,47.6,84.1,-10.95,-122.2636,-23.7901,0.15,-13.86,-20.38,6,★,"RSI적정, 정배열(단), 장기추세(120↑), 자금유입(MFI), 에너지응축(Sqz), 과열X",3730,3470,4045,4385
KOSPI,삼성바이오로직스,207940,기타,1627000,3702.27,753153.8,0.0,0.0,-9.01,-20940.44,-10535.11362,4.6,-9.46,-9.46,5,★,"거래량↑, 정배열(단), 장기추세(120↑), 에너지응축(Sqz), 과열X",1627000,1567000,1698000,1776000
KOSPI,삼성전기,009150,기타,241500,2483.42,180385.3,57.1,54.5,6.89,-196.0633,1637.41957,1.5,18.38,6.15,5,★,"RSI적정, MACD상승, 거래량↑, 정배열(단), 장기추세(120↑)",232500,216500,252000,273500
KOSPI,두산,000150,기타,830000,2234.79,137147.8,41.5,47.0,-12.02,-27774.4788,-2333.10929,1.75,-10.94,-18.15,5,★,"거래량↑, 정배열(단), 장기추세(120↑), 에너지응축(Sqz), 과열X",830000,772000,900000,975000
KOSDAQ,에이비엘바이오,298380,기타,166000,1749.58,91507.8,75.8,72.7,23.89,3742.9048,-1686.76038,0.6,-0.36,70.26,5,★,"정배열(단), 장기추세(120↑), 자금유입(MFI), MACD>Sig, 과열X",138000,128300,149600,162200
KOSDAQ,알테오젠,196170,기타,518000,1578.99,277160.0,47.0,57.1,-2.07,-3664.1616,-1987.70465,0.6,-7.33,1.57,5,★,"RSI적정, 정배열(단), 장기추세(120↑), 에너지응축(Sqz), 과열X",518000,481500,562000,609000
KOSDAQ,스맥,099440,기타,4870,1569.59,3323.5,71.2,92.3,23.62,92.7045,59.06082,7.97,33.42,22.52,5,★,"MACD상승, 거래량↑, 장기추세(120↑), 자금유입(MFI), MACD>Sig",4060,3775,4400,4770
KOSPI,한미반도체,042700,기타,120100,1184.24,114470.0,35.7,51.7,-7.74,-2460.3004,242.28523,0.66,-1.31,-7.4,5,★,"MACD상승, 정배열(단), 장기추세(120↑), 에너지응축(Sqz), 과열X",120100,111700,130200,141100
KOSPI,HD현대일렉트릭,267260,기타,780000,1166.31,281167.7,38.4,44.9,-7.26,-20058.9225,1832.49159,0.65,-3.94,-9.3,5,★,"MACD상승, 정배열(단), 장기추세(120↑), 에너지응축(Sqz), 과열X",780000,725000,846000,916000
KOSPI,KB금융,105560,기타,121700,1073.72,464239.4,50.2,58.5,-1.52,-1089.3289,24.56765,0.71,-0.65,-6.89,5,★,"RSI적정, MACD상승, 정배열(단), 장기추세(120↑), 과열X",121700,113200,131900,143000
KOSPI,효성중공업,298040,기타,1940000,1038.34,180896.2,32.8,47.9,-9.14,-62038.7214,1744.76157,0.75,-6.6,-15.8,5,★,"MACD상승, 정배열(단), 장기추세(120↑), 에너지응축(Sqz), 과열X",1940000,1804000,2103000,2280000
KOSDAQ,에스피지,058610,기타,47250,896.19,10478.8,78.8,95.1,34.75,1644.9901,154.66733,1.12,56.2,49.29,5,★,"MACD상승, 정배열(단), 장기추세(120↑), 자금유입(MFI), MACD>Sig",36100,33600,39150,42450
KOSPI,셀트리온,068270,기타,182500,860.57,421503.8,57.9,58.6,0.86,-91.0894,-324.33422,0.45,-0.71,5.61,5,★,"RSI적정, 20선근접, 정배열(단), 장기추세(120↑), 과열X",182500,169700,197800,214500
KOSPI,LS ELECTRIC,010120,기타,440000,764.48,132000.0,47.9,56.9,-4.75,-9221.5205,-1240.37184,0.55,-4.14,-10.48,5,★,"RSI적정, 정배열(단), 장기추세(120↑), 에너지응축(Sqz), 과열X",440000,409000,477000,517000
KOSPI,기아,000270,기타,111200,707.2,437893.7,50.5,40.0,-3.16,-886.62,-94.79046,0.58,-2.88,-4.14,5,★,"RSI적정, 정배열(단), 장기추세(120↑), 에너지응축(Sqz), 과열X",111200,105100,118500,126500
KOSDAQ,리가켐바이오,141080,기타,172900,604.22,63299.3,65.9,78.7,7.18,1129.2907,-578.30454,0.56,-3.14,19.08,5,★,"정배열(단), 장기추세(120↑), 자금유입(MFI), MACD>Sig, 과열X",166200,154500,180100,195200
KOSDAQ,코오롱티슈진,950160,기타,62800,509.4,52263.0,77.3,86.0,21.83,1491.6043,-137.34413,1.11,10.56,31.93,5,★,"정배열(단), 장기추세(120↑), 자금유입(MFI), MACD>Sig, 과열X",53100,49400,57600,62400
KOSPI,POSCO홀딩스,005490,기타,301000,507.37,243608.2,46.8,59.1,-3.32,-2002.7595,-581.64842,0.44,-3.68,-0.66,5,★,"RSI적정, 정배열(단), 장기추세(120↑), 에너지응축(Sqz), 과열X",301000,280000,326500,353500
KOSPI,엔씨소프트,036570,기타,208000,462.53,44811.6,46.9,38.7,-4.48,-3120.272,871.58333,0.92,-7.35,-9.37,5,★,"RSI적정, MACD상승, 정배열(단), 장기추세(120↑), 과열X",208000,193400,225500,244500
KOSDAQ,심텍,222800,기타,52400,429.12,19343.1,31.7,62.8,-8.0,-1349.8738,212.12179,0.57,-4.2,0.96,5,★,"MACD상승, 정배열(단), 장기추세(120↑), 자금유입(MFI), 과열X",52400,48750,56800,61600
KOSPI,LG전자,066570,기타,85200,417.44,138779.2,46.3,59.7,-3.89,-1014.842,-5.44846,0.58,-2.74,-5.96,5,★,"RSI적정, 정배열(단), 장기추세(120↑), 에너지응축(Sqz), 과열X",85200,79200,92400,100100
KOSDAQ,티에프이,425420,기타,47300,414.62,5657.4,68.6,81.0,18.76,662.3239,415.67817,3.78,16.79,22.22,5,★,"MACD상승, 거래량↑, 장기추세(120↑), 자금유입(MFI), MACD>Sig",41000,38150,44450,48200
KOSPI,포스코퓨처엠,003670,기타,187100,394.38,166418.4,28.8,46.5,-10.45,-5310.422,20.21191,0.54,-6.45,-11.12,5,★,"MACD상승, 정배열(단), 장기추세(120↑), 에너지응축(Sqz), 과열X",187100,174000,203000,220000
KOSDAQ,에이프릴바이오,397030,기타,38150,389.04,8761.2,53.6,62.1,6.44,-58.7006,-34.99959,0.78,-4.15,20.35,5,★,"RSI적정, 정배열(단), 장기추세(120↑), 자금유입(MFI), 과열X",36900,34350,40000,43400
KOSDAQ,퓨쳐켐,220100,기타,29050,375.53,6420.7,69.4,82.6,16.43,497.3475,-305.15372,0.79,-8.5,38.0,5,★,"정배열(단), 장기추세(120↑), 자금유입(MFI), MACD>Sig, 과열X",25700,23900,27850,30200
KOSPI,한미약품,128940,기타,444500,324.47,56944.9,43.9,47.7,-0.52,-5430.0689,-741.97973,0.36,-3.58,-2.09,5,★,"20선근접, 정배열(단), 장기추세(120↑), 에너지응축(Sqz), 과열X",444500,413500,482000,522000
KOSPI,아모레퍼시픽,090430,기타,126400,319.54,73934.8,57.9,75.6,0.89,483.148,-465.19437,0.69,2.27,2.02,5,★,"RSI적정, 20선근접, 정배열(단), 자금유입(MFI), MACD>Sig, 과열X",126400,117600,137000,148500
KOSPI,우리금융지주,316140,기타,25750,315.49,189024.7,47.6,65.3,-1.22,-80.4762,-13.4114,0.5,0.19,-1.15,5,★,"RSI적정, 정배열(단), 장기추세(120↑), 자금유입(MFI), 과열X",25750,24150,27700,29750
KOSDAQ,원익IPS,240810,기타,60000,314.13,29450.3,38.1,54.6,-8.13,-1733.5954,135.86513,0.74,-3.38,-15.25,5,★,"MACD상승, 정배열(단), 장기추세(120↑), 에너지응축(Sqz), 과열X",60000,55800,65000,70500
KOSPI,CJ,001040,기타,174500,309.46,50913.9,57.1,59.3,0.65,1282.7281,-705.57274,0.95,-2.02,2.23,5,★,"RSI적정, 20선근접, 장기추세(120↑), MACD>Sig, 과열X",174500,162300,189200,205000
KOSDAQ,에코프로비엠,247540,기타,137400,303.49,134379.0,29.7,44.6,-10.3,-3343.7872,76.99093,0.46,-5.24,-10.55,5,★,"MACD상승, 정배열(단), 장기추세(120↑), 에너지응축(Sqz), 과열X",137400,127800,148900,161400
KOSDAQ,휴림로봇,090710,기타,4770,287.3,5698.1,10.1,4.5,-19.56,-246.3519,6.01458,0.45,-10.0,-15.87,5,★,"MACD상승, 정배열(단), 장기추세(120↑), 에너지응축(Sqz), 과열X",4770,4435,5170,5600
KOSPI,삼성생명,032830,기타,146700,281.13,293400.0,46.8,61.0,-4.61,-1448.7835,146.92272,0.49,-1.34,-7.97,5,★,"RSI적정, MACD상승, 장기추세(120↑), 자금유입(MFI), 과열X",146700,136400,159000,172400
KOSDAQ,세종텔레콤,036630,기타,10050,267.67,1005.0,70.0,56.2,28.96,206.7405,-19.60147,3.2,-2.71,64.75,5,★,"거래량↑, 정배열(단), 장기추세(120↑), MACD>Sig, 과열X",8030,7460,8700,9430
KOSPI,한국금융지주,071050,기타,154600,267.65,86152.4,38.2,60.9,-7.98,-2770.8207,154.33558,0.49,-0.9,-8.95,5,★,"MACD상승, 정배열(단), 장기추세(120↑), 자금유입(MFI), 과열X",154600,143800,167600,181700
KOSDAQ,삼륭물산,014970,기타,7680,254.68,1161.6,67.8,81.6,10.96,139.8518,-35.25513,1.96,2.4,28.0,5,★,"거래량↑, 장기추세(120↑), 자금유입(MFI), MACD>Sig, 과열X",7130,6630,7730,8380
KOSPI,산일전기,062040,기타,133900,250.77,40766.1,25.5,58.2,-9.77,-3191.694,142.90462,0.3,-3.18,-10.37,5,★,"MACD상승, 정배열(단), 장기추세(120↑), 에너지응축(Sqz), 과열X",133900,124500,145100,157300
KOSDAQ,엘앤씨바이오,290650,기타,53500,230.44,13171.1,41.7,53.2,0.48,-122.1126,15.82951,0.78,-6.47,7.11,5,★,"MACD상승, 20선근접, 정배열(단), 장기추세(120↑), 과열X",53500,49750,58000,62900
KOSPI,현대엘리베이터,017800,기타,81500,227.77,31860.3,72.2,76.6,5.46,540.2301,59.23146,0.62,2.39,10.58,5,★,"MACD상승, 장기추세(120↑), 자금유입(MFI), MACD>Sig, 과열X",79600,74000,86300,93500
KOSDAQ,씨어스테크놀로지,458870,기타,123700,222.36,15667.7,74.5,85.5,18.97,1503.0999,-1003.04755,0.71,-8.3,34.6,5,★,"정배열(단), 장기추세(120↑), 자금유입(MFI), MACD>Sig, 과열X",107100,99600,116100,125800
KOSPI,삼성증권,016360,기타,77600,202.14,69296.8,56.5,58.6,-0.39,-233.0317,-90.6556,0.56,-0.26,1.7,5,★,"RSI적정, 20선근접, 정배열(단), 장기추세(120↑), 과열X",77600,72200,84100,91200
KOSDAQ,보로노이,310210,기타,229500,200.36,42212.2,62.0,52.7,5.99,-10.4169,-725.54681,0.73,-2.13,6.74,5,★,"RSI적정, 정배열(단), 장기추세(120↑), 에너지응축(Sqz), 과열X",223000,207500,242000,262000
KOSPI,두산우,000155,기타,517000,189.1,20661.7,48.3,46.3,-8.19,-13005.6604,-2736.72295,0.67,-11.77,-16.34,5,★,"RSI적정, 정배열(단), 장기추세(120↑), 에너지응축(Sqz), 과열X",517000,481000,560000,607000
KOSDAQ,대동기어,008830,기타,18970,183.43,1704.9,75.0,97.5,21.45,453.4157,127.00763,3.25,32.2,28.44,5,★,"MACD상승, 거래량↑, 장기추세(120↑), 자금유입(MFI), MACD>Sig",16090,14960,17440,18900
KOSPI,GS피앤엘,499790,기타,50200,183.42,9955.1,71.7,70.3,16.53,1584.566,-269.78609,1.27,2.76,30.73,5,★,"거래량↑, 장기추세(120↑), 자금유입(MFI), MACD>Sig, 과열X",44350,41250,48100,52100
KOSPI,LG,003550,기타,78400,170.02,120909.7,47.7,47.7,-4.49,-913.2244,-16.57642,0.58,-2.85,-6.44,5,★,"RSI적정, 정배열(단), 장기추세(120↑), 에너지응축(Sqz), 과열X",78400,72900,85000,92100
KOSDAQ,HLB,028300,기타,45800,166.59,60379.6,27.0,32.0,-5.76,-889.5445,75.29259,0.42,-3.78,-6.34,5,★,"MACD상승, 정배열(단), 장기추세(120↑), 에너지응축(Sqz), 과열X",45800,42600,49650,53800
KOSPI,DB하이텍,000990,기타,61900,164.32,26929.3,57.4,71.2,-1.12,-630.2675,-162.04957,0.26,-8.3,-10.42,5,★,"RSI적정, 정배열(단), 장기추세(120↑), 자금유입(MFI), 과열X",61900,57600,67100,72700
KOSPI,HD현대건설기계,267270,기타,92700,159.47,16090.5,48.2,48.3,-2.07,-67.4373,130.08543,0.82,4.51,-0.86,5,★,"RSI적정, MACD상승, 장기추세(120↑), 에너지응축(Sqz), 과열X",92700,86200,100500,108900
KOSPI,코리아써키트,007810,기타,30300,138.66,7157.1,65.3,81.3,19.08,180.5663,-50.29269,0.35,-1.94,26.78,5,★,"정배열(단), 장기추세(120↑), 자금유입(MFI), MACD>Sig, 과열X",26200,24350,28400,30800
KOSPI,현대차우,005385,기타,193300,131.82,45118.1,42.9,47.1,-3.13,-2160.7385,79.66904,0.5,-1.33,-3.01,5,★,"MACD상승, 정배열(단), 장기추세(120↑), 에너지응축(Sqz), 과열X",193300,183000,205500,219000
KOSDAQ,클래시스,214150,기타,51800,115.48,33931.9,59.8,73.9,-0.37,68.3303,-303.69889,0.77,-6.67,-4.43,5,★,"RSI적정, 20선근접, 정배열(단), 자금유입(MFI), MACD>Sig, 과열X",51800,48150,56200,60900
KOSPI,NH투자증권,005940,기타,20550,104.65,73228.8,51.7,69.4,-1.48,-115.4653,-11.80809,0.5,0.0,-3.75,5,★,"RSI적정, 정배열(단), 장기추세(120↑), 자금유입(MFI), 과열X",20550,19110,22300,24150
KOSPI,해성디에스,195870,기타,50900,102.41,8653.0,43.2,41.6,-3.72,-1291.2454,27.3696,0.65,-4.68,-8.78,5,★,"MACD상승, 정배열(단), 장기추세(120↑), 에너지응축(Sqz), 과열X",50900,47350,55200,59800
KOSDAQ,메지온,140410,기타,64900,97.68,19706.2,46.3,58.9,-4.63,-657.5176,-332.63901,1.05,-4.7,-9.23,5,★,"RSI적정, 정배열(단), 장기추세(120↑), 에너지응축(Sqz), 과열X",64900,60400,70400,76300
KOSPI,BNK금융지주,138930,기타,14830,94.57,46629.3,55.1,35.9,0.4,-23.4063,-10.84549,0.62,0.2,-1.98,5,★,"RSI적정, 20선근접, 정배열(단), 장기추세(120↑), 과열X",14830,13890,15960,17180
KOSDAQ,제닉스로보틱스,381620,기타,14020,92.25,1839.1,34.9,72.6,-11.34,-385.385,6.3776,0.24,-5.84,-2.44,5,★,"MACD상승, 정배열(단), 장기추세(120↑), 자금유입(MFI), 과열X",14020,13040,15200,16470
KOSDAQ,HK이노엔,195940,기타,48850,91.2,13839.2,48.9,56.6,-2.06,-284.3173,-43.89848,0.67,-2.01,0.1,5,★,"RSI적정, 정배열(단), 장기추세(120↑), 에너지응축(Sqz), 과열X",48850,45450,53000,57400
KOSDAQ,샘씨엔에스,252990,기타,7240,88.56,4227.3,38.3,53.4,0.19,-69.7518,49.19219,0.92,4.32,2.26,5,★,"MACD상승, 20선근접, 정배열(단), 장기추세(120↑), 과열X",7240,6730,7850,8510
KOSDAQ,SG,255220,기타,2575,87.08,2541.3,76.3,77.9,16.78,52.0552,11.14017,1.85,23.8,24.4,5,★,"MACD상승, 거래량↑, 장기추세(120↑), 자금유입(MFI), MACD>Sig",2270,2110,2460,2670
KOSPI,영원무역,111770,기타,89000,85.76,39437.2,97.9,93.2,28.84,2725.3674,-221.66338,0.99,7.75,44.72,5,★,"정배열(단), 장기추세(120↑), 자금유입(MFI), MACD>Sig, 과열X",71200,66200,77100,83600
KOSDAQ,삼영엠텍,054540,기타,13400,84.33,1742.0,34.3,80.5,-17.93,-530.2474,-58.33411,0.23,-25.6,-10.9,5,★,"정배열(단), 장기추세(120↑), 자금유입(MFI), 에너지응축(Sqz), 과열X",13400,12460,14530,15740
KOSDAQ,모두투어,080160,기타,10540,73.99,1992.1,47.3,83.0,-1.7,51.5696,-5.93839,2.89,0.96,0.76,5,★,"RSI적정, 거래량↑, 자금유입(MFI), 에너지응축(Sqz), MACD>Sig, 과열X",10540,9800,11430,12380
KOSDAQ,와이바이오로직스,338840,기타,21300,70.53,3184.2,48.9,51.5,-7.04,-593.5682,-104.10599,0.5,-9.36,-5.96,5,★,"RSI적정, 정배열(단), 장기추세(120↑), 에너지응축(Sqz), 과열X",21300,19810,23100,25050
KOSDAQ,유니셈,036200,기타,9880,67.83,3029.6,50.6,58.9,-2.39,-106.3289,19.2054,0.77,-7.06,-8.01,5,★,"RSI적정, MACD상승, 정배열(단), 장기추세(120↑), 과열X",9880,9190,10710,11610
KOSDAQ,모델솔루션,417970,기타,22200,67.26,1420.1,72.6,86.7,24.3,91.2488,112.53509,0.46,13.38,0.0,5,★,"MACD상승, 정배열(단), 장기추세(120↑), 자금유입(MFI), MACD>Sig",18400,17110,19940,21600
KOSPI,한온시스템,018880,기타,3530,66.66,23960.3,31.4,48.0,-9.29,-87.2804,2.82227,0.47,-2.08,-17.35,5,★,"MACD상승, 정배열(단), 장기추세(120↑), 에너지응축(Sqz), 과열X",3530,3285,3825,4150
KOSDAQ,온코크로스,382150,기타,11270,65.56,1354.4,56.9,90.3,6.53,-20.4317,-43.82438,0.41,1.08,6.72,5,★,"RSI적정, 정배열(단), 장기추세(120↑), 자금유입(MFI), 과열X",10900,10130,11810,12800
KOSPI,이수스페셜티케미컬,457190,기타,49000,56.31,14802.1,41.0,62.6,-7.96,-800.6242,18.28918,0.49,-5.41,-7.72,5,★,"MACD상승, 정배열(단), 장기추세(120↑), 자금유입(MFI), 과열X",49000,45550,53100,57600
KOSPI,롯데케미칼,011170,기타,74500,55.42,31867.7,56.6,73.4,-2.4,-728.0829,-291.67869,0.38,-7.57,0.95,5,★,"RSI적정, 정배열(단), 장기추세(120↑), 자금유입(MFI), 과열X",74500,69300,80800,87500
KOSDAQ,케이아이엔엑스,093320,기타,94500,52.77,4611.6,52.0,42.2,5.7,293.3176,644.56781,2.4,13.58,5.12,5,★,"RSI적정, MACD상승, 거래량↑, 장기추세(120↑), MACD>Sig",92100,85600,99800,108200
KOSPI,아모레퍼시픽홀딩스,002790,기타,28700,51.57,22804.5,66.1,69.0,5.14,303.111,-129.05358,0.83,6.49,5.9,5,★,"정배열(단), 장기추세(120↑), 자금유입(MFI), MACD>Sig, 과열X",28100,26150,30500,33050
KOSDAQ,강원에너지,114190,기타,14150,51.5,3696.4,23.9,63.5,-14.62,-557.9265,-28.24056,0.09,-9.58,-23.47,5,★,"정배열(단), 장기추세(120↑), 자금유입(MFI), 에너지응축(Sqz), 과열X",14150,13160,15340,16630
KOSPI,대웅제약,069620,기타,165400,51.49,19164.2,69.0,67.6,6.24,853.5418,-717.96169,0.44,-2.36,11.91,5,★,"정배열(단), 장기추세(120↑), 자금유입(MFI), MACD>Sig, 과열X",160400,149100,173800,188400
KOSPI,SK하이닉스,000660,기타,519000,19691.99,3778332.3,39.1,58.7,-9.94,-17233.5516,-714.57913,0.69,-8.95,-16.16,4,★,"정배열(단), 장기추세(120↑), 에너지응축(Sqz), 과열X",519000,482500,563000,610000
KOSPI,두산에너빌리티,034020,기타,73500,2042.04,470812.4,34.6,31.6,-9.13,-1442.5949,119.27898,0.44,-2.52,-6.01,4,★,"MACD상승, 정배열(단), 장기추세(120↑), 과열X",73500,68400,79700,86400
KOSPI,한화오션,042660,기타,113000,1980.76,346247.1,34.1,56.8,-11.81,-2333.7267,-408.91888,0.66,-11.58,-10.74,4,★,"정배열(단), 장기추세(120↑), 에너지응축(Sqz), 과열X",113000,105100,122500,132800
KOSPI,삼성전자우,005935,기타,74900,1872.07,611165.0,44.4,56.7,-3.62,-963.6549,208.36345,0.66,1.08,-5.07,4,★,"MACD상승, 정배열(단), 장기추세(120↑), 과열X",74900,69700,81200,88000
KOSDAQ,에코프로,086520,기타,75200,1291.04,102103.7,29.0,49.0,-14.34,-3191.3907,-42.32536,0.47,-7.84,-20.09,4,★,"정배열(단), 장기추세(120↑), 에너지응축(Sqz), 과열X",75200,69900,81500,88400
KOSPI,에이피알,278470,기타,250500,1183.61,93763.8,44.4,53.0,5.84,2279.8336,1030.36479,0.58,16.51,17.88,4,★,"MACD상승, 정배열(단), 장기추세(120↑), MACD>Sig",244000,226500,264500,286500
KOSPI,현대차,005380,기타,257500,1011.68,527251.2,37.5,50.6,-4.36,-3478.072,-54.62462,0.39,-2.65,-4.28,4,★,"정배열(단), 장기추세(120↑), 에너지응축(Sqz), 과열X",257500,242500,275500,295000
KOSPI,LG에너지솔루션,373220,기타,413500,999.52,967590.0,27.9,41.3,-10.27,-10297.6972,-128.43456,0.66,-6.66,-12.58,4,★,"정배열(단), 장기추세(120↑), 에너지응축(Sqz), 과열X",413500,384500,448000,486000
KOSDAQ,로보티즈,108490,기타,195000,932.62,25780.1,32.1,27.5,-11.68,-6389.8927,3.80032,0.39,-4.41,-15.95,4,★,"MACD상승, 정배열(단), 장기추세(120↑), 과열X",195000,181400,211500,229000
KOSPI,LG화학,051910,기타,363000,913.12,256250.2,41.1,48.3,-7.33,-8137.7627,-314.37906,0.71,-6.44,-9.14,4,★,"정배열(단), 장기추세(120↑), 에너지응축(Sqz), 과열X",363000,337500,393500,426500
KOSDAQ,원익홀딩스,030530,기타,24550,890.28,18961.9,31.8,45.6,-12.16,-1356.3154,263.21292,1.18,11.85,-24.69,4,★,"MACD상승, 정배열(단), 장기추세(120↑), 과열X",24550,22850,26600,28850
KOSPI,HD한국조선해양,009540,기타,420000,837.99,297247.1,46.9,48.8,-3.72,-2134.564,-227.55136,0.7,-1.41,0.48,4,★,"RSI적정, 정배열(단), 장기추세(120↑), 과열X",420000,390500,455500,493500
KOSPI,삼성SDI,006400,기타,284500,754.59,229265.8,33.2,48.9,-9.32,-8072.9221,-30.35957,0.33,-5.64,-11.65,4,★,"정배열(단), 장기추세(120↑), 에너지응축(Sqz), 과열X",284500,264500,308500,334500
KOSPI,삼성중공업,010140,기타,24800,697.98,218240.0,31.7,16.9,-7.88,-422.2508,-6.42274,0.47,-1.98,-6.06,4,★,"정배열(단), 장기추세(120↑), 에너지응축(Sqz), 과열X",24800,23050,26900,29150
KOSPI,대한전선,001440,기타,21850,622.6,40738.7,30.6,36.8,-9.69,-662.343,-46.39924,0.35,-7.61,-13.12,4,★,"정배열(단), 장기추세(120↑), 에너지응축(Sqz), 과열X",21850,20300,23700,25650
KOSPI,미래에셋증권,006800,기타,21000,617.53,119766.4,29.9,35.3,-11.5,-457.907,11.53473,0.59,-4.11,-8.5,4,★,"MACD상승, 정배열(단), 장기추세(120↑), 과열X",21000,19530,22750,24700
KOSPI,파미셀,005690,기타,16040,610.17,9626.7,40.8,57.4,-9.86,-432.8813,-62.84972,0.71,-14.32,-14.32,4,★,"정배열(단), 장기추세(120↑), 에너지응축(Sqz), 과열X",16040,14920,17390,18850
KOSDAQ,하나마이크론,067310,기타,24900,548.78,16527.0,39.1,55.4,-5.6,-502.5483,127.47916,0.78,-3.86,0.81,4,★,"MACD상승, 정배열(단), 장기추세(120↑), 과열X",24900,23150,27000,29250
KOSPI,SK텔레콤,017670,기타,53500,397.96,114912.7,57.7,67.9,0.23,64.7711,-13.33747,0.63,1.52,-1.29,4,★,"RSI적정, 20선근접, 자금유입(MFI), MACD>Sig, 과열X",53500,51900,55400,57500
KOSPI,엘앤에프,066970,기타,113600,351.89,44873.2,40.7,47.2,-9.92,-3663.4598,-250.81674,0.41,-9.41,-10.62,4,★,"정배열(단), 장기추세(120↑), 에너지응축(Sqz), 과열X",113600,105600,123100,133500
KOSDAQ,인투셀,287840,기타,52500,338.27,7795.0,41.1,48.6,-8.03,-979.042,-321.80632,0.86,-9.48,-0.94,4,★,"정배열(단), 장기추세(120↑), 에너지응축(Sqz), 과열X",52500,48800,56900,61700
KOSDAQ,실리콘투,257720,기타,44750,292.47,27374.4,55.5,73.9,1.53,343.2128,-140.00647,0.58,-0.33,8.48,4,★,"RSI적정, 20선근접, 자금유입(MFI), MACD>Sig, 과열X",44750,41600,48500,52600
KOSDAQ,삼현,437730,기타,27950,279.77,8862.3,43.8,61.2,-2.31,-248.5758,87.34241,1.14,15.73,1.45,4,★,"MACD상승, 정배열(단), 장기추세(120↑), 자금유입(MFI)",27950,26000,30300,32850
KOSPI,대원전선,006340,기타,3630,242.36,2771.6,36.3,45.4,-4.56,-46.6541,-1.00835,0.43,7.56,-7.52,4,★,"정배열(단), 장기추세(120↑), 에너지응축(Sqz), 과열X",3630,3375,3935,4265
KOSPI,두산퓨얼셀,336260,기타,30350,242.05,19877.3,18.5,35.7,-17.23,-1129.0761,110.14499,0.39,-7.19,-19.07,4,★,"MACD상승, 정배열(단), 장기추세(120↑), 과열X",30350,28250,32900,35650
KOSDAQ,유진테크,084370,기타,77200,202.25,17691.2,12.6,28.1,-16.86,-3440.0597,91.91418,0.73,-9.18,-21.38,4,★,"MACD상승, 정배열(단), 장기추세(120↑), 과열X",77200,71800,83700,90700
KOSPI,현대차2우B,005387,기타,195400,200.81,68319.5,44.0,49.5,-3.52,-2221.8446,-1.08057,0.56,-1.96,-3.74,4,★,"정배열(단), 장기추세(120↑), 에너지응축(Sqz), 과열X",195400,185000,208000,221500
KOSPI,후성,093370,기타,7400,194.55,7936.9,31.2,51.4,-16.33,-291.2936,-34.25515,0.73,-14.35,-16.67,4,★,"정배열(단), 장기추세(120↑), 에너지응축(Sqz), 과열X",7400,6880,8020,8700
KOSPI,코웨이,021240,기타,89000,187.27,63999.1,48.4,43.1,-0.25,154.048,161.78963,0.94,2.42,-0.34,4,★,"RSI적정, MACD상승, 20선근접, MACD>Sig, 과열X",89000,82800,96500,104600
KOSDAQ,테크윙,089030,기타,45100,183.83,16711.2,17.7,22.7,-21.36,-2013.6081,113.06732,0.66,-14.74,-24.83,4,★,"MACD상승, 정배열(단), 장기추세(120↑), 과열X",45100,41950,48900,53000
KOSPI,일진전기,103590,기타,53300,182.07,25416.3,21.0,39.4,-9.45,-1622.7305,-37.33868,0.26,-3.44,-14.45,4,★,"정배열(단), 장기추세(120↑), 에너지응축(Sqz), 과열X",53300,49550,57800,62600
KOSPI,삼성에스디에스,018260,기타,167800,169.39,129839.9,37.7,37.5,-2.81,-987.5051,179.70965,0.36,2.88,-3.17,4,★,"MACD상승, 정배열(단), 장기추세(120↑), 과열X",167800,156700,181100,195500
KOSDAQ,로보스타,090360,기타,62600,163.17,6103.5,7.4,8.4,-19.57,-3270.2532,126.75882,0.33,-9.01,-20.56,4,★,"MACD상승, 정배열(단), 장기추세(120↑), 과열X",62600,58200,67900,73600
KOSDAQ,한국비엔씨,256840,기타,5270,151.1,3604.4,41.5,70.1,-1.72,-10.8466,-16.71194,0.52,-6.89,0.38,4,★,"정배열(단), 장기추세(120↑), 자금유입(MFI), 과열X",5270,4900,5710,6190
KOSPI,호텔신라,008770,기타,45750,150.72,17956.0,51.9,74.5,-2.39,245.6636,-153.34806,1.27,-1.93,2.23,4,★,"RSI적정, 거래량↑, 자금유입(MFI), MACD>Sig, 과열X",45750,42550,49600,53800
KOSPI,한국타이어앤테크놀로지,161390,기타,58400,150.34,72343.0,83.7,83.1,8.69,-86.8482,-113.77632,0.53,1.92,-1.52,4,★,"정배열(단), 장기추세(120↑), 자금유입(MFI), 과열X",55300,51500,60000,65000
KOSPI,LG디스플레이,034220,기타,12230,147.42,61150.0,25.3,29.3,-8.63,-170.8038,24.7409,0.46,0.82,-9.34,4,★,"MACD상승, 정배열(단), 장기추세(120↑), 과열X",12230,11370,13260,14370
KOSPI,LG유플러스,032640,기타,15200,144.33,65333.9,52.5,58.3,-1.22,-9.8415,-39.62305,0.87,0.53,-3.06,4,★,"RSI적정, 정배열(단), 장기추세(120↑), 과열X",15200,14140,16480,17860
