시장,종목명,종목코드,업종,종가,거래대금(억원),시가총액(억원),RSI14,MFI14,이격도,MACD_Hist,MACD_Slope,거래강도,ret_5d_%,ret_10d_%,EBS,통과,근거,추천매수가,손절가,추천매도가1,추천매도가2
KOSPI,SKC,011790,기타,106900,142.38,40481.2,33.7,49.6,-9.27,-2166.8359,75.47199,0.3,-4.13,-8.94,4,★,"MACD상승, 정배열(단), 장기추세(120↑), 과열X",106900,99400,115900,125600
KOSDAQ,티로보틱스,117730,기타,14980,141.73,3236.5,11.0,11.2,-14.52,-561.896,56.70155,0.37,-1.71,-15.08,4,★,"MACD상승, 정배열(단), 장기추세(120↑), 과열X",14980,13930,16240,17600
KOSDAQ,태성,323280,기타,37300,140.78,11376.8,66.7,71.6,8.87,-14.1548,-171.57569,0.43,-3.37,-8.24,4,★,"정배열(단), 장기추세(120↑), 자금유입(MFI), 과열X",35300,32800,38250,41450
KOSPI,현대글로비스,086280,기타,160000,131.41,120000.0,47.4,41.7,-3.52,-589.9469,64.22138,0.4,-0.81,-2.85,4,★,"RSI적정, MACD상승, 장기추세(120↑), 과열X",160000,150900,170900,182800
KOSDAQ,에스와이스틸텍,365330,기타,3570,128.56,1791.1,64.7,86.4,9.49,65.7391,6.65287,1.63,16.86,17.05,4,★,"RSI적정, MACD상승, 거래량↑, 자금유입(MFI), MACD>Sig",3360,3125,3640,3945
KOSDAQ,현대무벡스,319400,기타,8380,121.32,9333.3,28.6,35.0,-9.53,-143.8014,20.25355,0.41,-0.83,-8.91,4,★,"MACD상승, 정배열(단), 장기추세(120↑), 과열X",8380,7790,9080,9850
KOSDAQ,필옵틱스,161580,기타,39700,115.16,9290.9,17.2,49.1,-12.16,-1379.344,156.77106,0.33,-1.49,-19.64,4,★,"MACD상승, 정배열(단), 장기추세(120↑), 과열X",39700,36900,43050,46650
KOSDAQ,티씨케이,064760,기타,144700,109.0,16893.7,41.9,59.2,-9.33,-2653.7484,44.25591,1.07,-6.22,-15.68,4,★,"MACD상승, 정배열(단), 장기추세(120↑), 과열X",144700,134600,156900,170000
KOSDAQ,솔브레인,357780,기타,245000,107.26,19057.5,39.2,37.1,-7.75,-4301.2101,1045.07686,1.1,-2.39,-12.81,4,★,"MACD상승, 정배열(단), 장기추세(120↑), 과열X",245000,228000,265500,288000
KOSPI,KT,030200,기타,49850,104.77,125632.8,59.1,80.7,0.91,138.2368,-10.24779,0.51,1.32,1.12,4,★,"RSI적정, 20선근접, 자금유입(MFI), MACD>Sig, 과열X",49850,48000,52000,54400
KOSDAQ,제주반도체,080220,기타,18300,104.27,6303.0,39.8,55.4,-7.2,-284.5723,43.54525,0.78,-0.22,-10.29,4,★,"MACD상승, 정배열(단), 장기추세(120↑), 과열X",18300,17020,19840,21500
KOSPI,이마트,139480,기타,79000,103.97,21800.7,70.5,64.3,3.65,315.8408,-101.44911,0.74,-1.13,2.73,4,★,"20선근접, 정배열(단), 자금유입(MFI), MACD>Sig, 과열X",78500,73200,84900,91800
KOSPI,현대오토에버,307950,기타,183900,102.2,50432.7,33.2,50.5,-3.44,-1844.6035,-107.69944,0.23,1.49,-1.71,4,★,"정배열(단), 장기추세(120↑), 에너지응축(Sqz), 과열X",183900,171000,199300,216000
KOSDAQ,아난티,025980,기타,7180,100.43,6799.4,41.9,33.5,0.08,72.0729,30.32449,0.67,8.79,4.97,4,★,"MACD상승, 20선근접, 에너지응축(Sqz), MACD>Sig, 과열X",7180,6680,7780,8440
KOSDAQ,켐트로닉스,089010,기타,28650,98.88,4681.2,18.8,8.6,-14.23,-823.9144,125.4921,0.2,-0.17,-14.35,4,★,"MACD상승, 정배열(단), 장기추세(120↑), 과열X",28650,26650,31050,33650
KOSDAQ,파두,440110,기타,22550,98.48,11151.3,36.6,45.2,-8.41,-533.749,19.53941,0.5,-8.7,-13.27,4,★,"MACD상승, 정배열(단), 장기추세(120↑), 과열X",22550,20950,24450,26500
KOSDAQ,케이엔알시스템,199430,기타,20250,98.4,2206.7,8.5,15.1,-23.62,-1333.2179,19.90885,0.69,-5.37,-26.76,4,★,"MACD상승, 정배열(단), 장기추세(120↑), 과열X",20250,18830,21950,23800
KOSDAQ,에이비온,203400,기타,5150,89.07,1517.0,57.6,65.3,18.21,56.4943,78.2106,2.82,36.6,21.46,4,★,"RSI적정, MACD상승, 거래량↑, 자금유입(MFI), MACD>Sig",4485,4175,4865,5270
KOSPI,전진건설로봇,079900,기타,47400,79.43,6916.9,58.2,71.7,5.82,649.4099,53.7627,2.24,13.94,13.13,4,★,"RSI적정, MACD상승, 거래량↑, 자금유입(MFI), MACD>Sig",46150,42900,50000,54200
KOSDAQ,보성파워텍,006910,기타,5040,77.71,2476.1,40.1,40.4,-3.97,-55.3986,8.00245,0.52,1.2,-5.08,4,★,"MACD상승, 정배열(단), 장기추세(120↑), 과열X",5040,4685,5460,5920
KOSDAQ,서진시스템,178320,기타,24250,77.15,13648.4,40.2,49.7,-3.13,-222.6546,126.07054,0.62,7.3,-3.19,4,★,"MACD상승, 정배열(단), 장기추세(120↑), 과열X",24250,22550,26300,28500
KOSDAQ,대한광통신,010170,기타,1896,76.6,2502.4,10.8,32.4,-17.18,-93.5672,3.03185,0.22,-3.31,-20.67,4,★,"MACD상승, 정배열(단), 장기추세(120↑), 과열X",1896,1763,2055,2230
KOSDAQ,핑거,163730,기타,11220,75.24,1055.4,52.0,73.6,-4.85,63.9476,-133.07858,1.53,-7.58,4.66,4,★,"RSI적정, 거래량↑, 자금유입(MFI), MACD>Sig, 과열X",11220,10430,12160,13180
KOSPI,에코프로머티,450080,기타,53100,74.3,37134.1,34.5,45.3,-13.52,-1507.3093,-80.34091,0.35,-8.92,-14.35,4,★,"정배열(단), 장기추세(120↑), 에너지응축(Sqz), 과열X",53100,49400,57600,62400
KOSDAQ,넥스트바이오메디컬,389650,기타,70400,73.0,5775.5,67.3,74.9,11.15,1310.8419,-19.80997,0.8,11.57,21.38,4,★,"장기추세(120↑), 자금유입(MFI), MACD>Sig, 과열X",65200,60700,70700,76700
KOSDAQ,PS일렉트로닉스,332570,기타,4505,71.46,1972.7,34.3,17.7,-6.23,-27.7709,30.50782,1.25,3.56,-3.43,4,★,"MACD상승, 거래량↑, 장기추세(120↑), 과열X",4505,4190,4885,5290
KOSDAQ,LS머트리얼즈,417200,기타,11300,70.02,7644.8,23.5,23.6,-12.7,-295.8766,-35.94367,0.41,-11.37,-11.23,4,★,"정배열(단), 장기추세(120↑), 에너지응축(Sqz), 과열X",11300,10510,12250,13280
KOSPI,OCI홀딩스,010060,기타,99800,69.87,18777.3,35.2,50.1,-11.7,-2604.8405,-110.03023,0.41,-8.27,-8.1,4,★,"정배열(단), 장기추세(120↑), 에너지응축(Sqz), 과열X",99800,92800,108200,117300
KOSDAQ,하이젠알앤엠,160190,기타,46600,69.83,14393.8,34.0,47.9,-9.58,-770.5495,60.25256,0.52,-0.21,-7.17,4,★,"MACD상승, 정배열(단), 장기추세(120↑), 과열X",46600,43350,50500,54800
KOSDAQ,피에스케이,319660,기타,29500,66.05,8545.2,31.9,43.1,-17.2,-1141.9846,13.43519,0.57,-11.94,-23.87,4,★,"MACD상승, 정배열(단), 장기추세(120↑), 과열X",29500,27450,32000,34650
KOSDAQ,넥스틴,348210,기타,58700,65.57,6150.0,29.1,41.4,-8.14,-1262.6315,-92.56136,0.9,-8.85,-8.71,4,★,"정배열(단), 장기추세(120↑), 에너지응축(Sqz), 과열X",58700,54600,63600,69000
KOSPI,SK바이오사이언스,302440,기타,50400,63.04,39498.0,21.6,32.1,-6.15,-681.2927,-82.00462,0.47,-5.08,-7.52,4,★,"정배열(단), 장기추세(120↑), 에너지응축(Sqz), 과열X",50400,46850,54600,59200
KOSDAQ,범한퓨얼셀,382900,기타,29300,62.71,2567.0,30.8,29.7,-9.57,-642.5854,96.72645,0.27,-0.68,-7.28,4,★,"MACD상승, 정배열(단), 장기추세(120↑), 과열X",29300,27250,31750,34450
KOSPI,대한유화,006650,기타,135600,58.44,8814.0,53.6,56.9,-3.04,-1618.0903,-501.48941,0.77,-5.11,-1.02,4,★,"RSI적정, 정배열(단), 장기추세(120↑), 과열X",135600,126100,147000,159300
KOSPI,GS건설,006360,기타,18540,55.62,15866.8,54.3,61.3,-0.75,0.385,-19.59684,0.62,0.49,-1.23,4,★,"RSI적정, 20선근접, 자금유입(MFI), MACD>Sig, 과열X",18540,17390,19920,21400
KOSDAQ,쏠리드,050890,기타,7170,52.87,4356.2,29.3,26.1,-7.74,-122.5231,16.62339,0.24,0.84,-10.71,4,★,"MACD상승, 정배열(단), 장기추세(120↑), 과열X",7170,6670,7770,8420
KOSDAQ,두산테스나,131970,기타,42700,51.08,8252.7,36.9,56.5,-8.3,-819.8418,129.95179,0.48,-4.26,-8.37,4,★,"MACD상승, 정배열(단), 장기추세(120↑), 과열X",42700,39700,46300,50200
KOSDAQ,코세스,089890,기타,25100,50.29,4162.8,41.2,40.3,-14.23,-1069.5214,-101.39621,0.98,-11.62,-18.64,4,★,"정배열(단), 장기추세(120↑), 에너지응축(Sqz), 과열X",25100,23350,27200,29500
KOSPI,NAVER,035420,기타,253000,3102.93,396837.2,31.1,33.7,-3.13,-1137.0159,-218.97486,0.81,1.61,-3.8,3,,"정배열(단), 장기추세(120↑), 과열X",253000,235500,274500,297500
KOSPI,삼양식품,003230,기타,1311000,553.39,98757.8,46.9,52.1,-1.8,7411.8667,-5113.0115,0.64,-4.45,3.88,3,,"RSI적정, 에너지응축(Sqz), MACD>Sig, 과열X",1311000,1219000,1421000,1540000
KOSPI,현대건설,000720,기타,60800,450.02,67704.3,41.6,32.2,-5.07,-653.0304,110.79016,0.48,0.0,-2.56,3,,"MACD상승, 정배열(단), 에너지응축(Sqz), 과열X",60800,56500,65900,71400
KOSDAQ,레인보우로보틱스,277810,기타,361500,340.85,70130.5,16.6,32.7,-9.57,-8301.8077,-167.258,0.22,-3.73,-9.51,3,,"정배열(단), 장기추세(120↑), 과열X",361500,336000,392000,425000
KOSPI,현대모비스,012330,기타,293500,307.11,266300.1,55.9,64.2,-1.37,-127.7687,18.36627,0.51,1.73,-1.68,3,,"RSI적정, MACD상승, 자금유입(MFI), 과열X",293500,279000,310500,329500
KOSDAQ,클로봇,466100,기타,34900,305.19,8722.3,30.2,45.7,-10.79,-864.9407,-19.87837,0.34,-5.8,-12.53,3,,"정배열(단), 장기추세(120↑), 과열X",34900,32450,37850,41000
KOSPI,디아이,003160,기타,20800,282.5,5886.4,42.9,59.6,-12.98,-654.3797,-141.85617,0.84,-20.15,-12.97,3,,"정배열(단), 장기추세(120↑), 과열X",20800,19340,22550,24450
KOSDAQ,삼천당제약,000250,기타,204000,282.2,47853.2,34.6,41.6,-8.76,-2978.7589,-540.62162,0.97,-8.11,-6.64,3,,"정배열(단), 장기추세(120↑), 과열X",204000,189700,221000,239500
KOSPI,한화엔진,082740,기타,42150,267.11,35173.0,37.2,27.3,-5.38,-215.779,63.31515,0.46,1.81,-0.82,3,,"MACD상승, 장기추세(120↑), 과열X",42150,39200,45700,49550
KOSDAQ,비에이치아이,083650,기타,42450,225.5,13135.9,42.2,62.1,-5.08,72.7981,31.02892,0.55,-0.93,2.17,3,,"MACD상승, 자금유입(MFI), MACD>Sig, 과열X",42450,39500,46000,49900
KOSDAQ,이오테크닉스,039030,기타,247000,202.43,30429.3,40.2,48.7,-7.37,-5037.4707,-702.36371,0.53,-10.18,-15.27,3,,"정배열(단), 장기추세(120↑), 과열X",247000,229500,267500,290000
KOSPI,HJ중공업,097230,기타,20250,195.4,18284.8,29.7,35.2,-14.13,-320.4757,33.78031,0.28,-10.6,-3.34,3,,"MACD상승, 장기추세(120↑), 과열X",20250,18830,21950,23800
KOSPI,SK이노베이션,096770,기타,111000,189.6,187648.6,35.0,49.9,-8.9,-2021.0073,-26.64239,0.45,-4.31,-9.24,3,,"정배열(단), 장기추세(120↑), 과열X",111000,103200,120300,130400
KOSPI,맥쿼리인프라,088980,기타,11440,135.26,54788.7,78.3,72.9,1.37,34.7432,-9.19169,0.88,0.35,1.78,3,,"20선근접, 자금유입(MFI), MACD>Sig, 과열X",11440,11100,11850,12300
KOSDAQ,제이앤티씨,204270,기타,20050,108.93,11598.6,22.5,32.5,-16.41,-789.7841,180.25491,1.31,-3.37,-18.66,3,,"MACD상승, 거래량↑, 정배열(단), 과열X",20050,18650,21750,23550
KOSPI,두산로보틱스,454910,기타,69300,101.93,44920.2,25.5,38.7,-10.08,-1487.2092,-51.66441,0.2,-3.75,-11.72,3,,"정배열(단), 장기추세(120↑), 과열X",69300,64400,75100,81400
KOSPI,코스모신소재,005070,기타,44200,100.4,14369.8,29.5,52.5,-15.0,-1426.5088,-16.03912,0.41,-10.98,-16.76,3,,"정배열(단), 장기추세(120↑), 과열X",44200,41100,47900,51900
KOSPI,HD현대마린엔진,071970,기타,79600,98.51,27001.5,38.1,24.0,-7.6,-769.1464,186.58849,0.38,0.38,-5.01,3,,"MACD상승, 장기추세(120↑), 과열X",79600,74000,86300,93500
KOSDAQ,지아이이노베이션,358570,기타,16340,95.01,10404.3,52.6,64.3,-1.63,97.537,-135.60672,0.7,-13.36,9.66,3,,"RSI적정, 자금유입(MFI), MACD>Sig, 과열X",16340,15200,17710,19200
KOSPI,세진중공업,075580,기타,18070,80.82,10272.7,38.9,57.2,-9.95,-275.7545,15.11606,0.4,-7.62,-5.59,3,,"MACD상승, 장기추세(120↑), 과열X",18070,16810,19590,21250
KOSDAQ,피에스케이홀딩스,031980,기타,42150,76.14,9088.5,40.6,50.8,-11.81,-767.1437,-204.82614,0.78,-13.89,-8.77,3,,"정배열(단), 장기추세(120↑), 과열X",42150,39200,45700,49550
KOSPI,강원랜드,035250,기타,17530,68.72,37503.8,65.8,79.2,1.65,88.0108,-23.04033,0.7,0.81,2.16,3,,"20선근접, 자금유입(MFI), MACD>Sig, 과열X",17530,16790,18410,19370
KOSPI,한국가스공사,036460,기타,40300,67.68,37202.1,45.1,52.3,-3.03,-290.4927,24.02119,0.66,-0.12,-5.62,3,,"RSI적정, MACD상승, 정배열(단), 과열X",40300,38100,42950,45800
KOSDAQ,테스,095610,기타,38300,58.37,7571.2,44.6,53.8,-10.73,-773.1725,-86.59213,0.46,-12.95,-14.89,3,,"정배열(단), 장기추세(120↑), 과열X",38300,35600,41500,45000
KOSPI,종근당,185750,기타,83200,51.91,11483.9,43.1,60.1,-1.57,-192.4814,-170.78871,1.31,-2.12,-0.72,3,,"거래량↑, 정배열(단), 자금유입(MFI), 과열X",83200,78500,88800,95000
KOSPI,카카오,035720,기타,58000,1117.34,256582.8,35.2,54.5,-6.26,-527.9472,10.85501,0.4,0.87,-9.52,2,,"MACD상승, 정배열(단), 과열X",58000,53900,62900,68200
KOSPI,유한양행,000100,기타,114500,307.8,91563.9,47.1,63.8,-2.67,-410.6751,-171.1063,0.48,-4.5,1.87,2,,"RSI적정, 자금유입(MFI), 과열X",114500,106500,124100,134500
KOSPI,파라다이스,034230,기타,16730,258.52,15459.5,48.3,52.2,-1.37,259.7849,-35.72174,0.74,3.91,14.59,2,,"RSI적정, MACD>Sig, 과열X",16730,15560,18140,19660
KOSPI,오리온,271560,기타,102700,207.58,40603.6,53.7,28.4,-0.55,-31.3844,-137.93748,0.72,-2.1,-0.39,2,,"RSI적정, 20선근접, 과열X",102700,97300,109100,116100
KOSPI,LG씨엔에스,064400,기타,56700,202.09,54934.3,44.8,41.7,-4.78,9.7891,58.79811,0.21,2.16,-2.07,2,,"MACD상승, MACD>Sig, 과열X",56700,52700,61500,66600
KOSPI,DB손해보험,005830,기타,119900,184.21,84889.2,40.1,62.1,-7.49,-1634.8979,124.3986,0.72,-1.8,-14.96,2,,"MACD상승, 자금유입(MFI), 과열X",119900,111500,130000,140900
KOSPI,LG생활건강,051900,기타,282500,161.19,43229.4,47.3,59.1,-2.42,-450.6181,-605.16436,0.78,0.53,-2.92,2,,"RSI적정, 정배열(단), 과열X",282500,265500,302500,324500
KOSDAQ,네이처셀,007390,기타,21400,152.82,13789.1,36.5,54.7,-16.04,-666.619,-193.32517,1.24,-20.0,-17.53,2,,"거래량↑, 정배열(단), 과열X",21400,19900,23200,25150
KOSPI,달바글로벌,483650,기타,130700,128.7,16133.5,22.8,37.5,-4.14,816.1593,104.56509,0.49,-0.23,7.04,2,,"MACD상승, MACD>Sig, 과열X",130700,121600,141700,153600
KOSPI,삼성E&A,028050,기타,25100,127.71,49196.0,42.3,67.7,-3.57,-53.3984,-4.31531,0.73,-0.79,-3.09,2,,"자금유입(MFI), 에너지응축(Sqz), 과열X",25100,23600,26900,28850
KOSDAQ,지엔씨에너지,119850,기타,28300,123.41,4655.0,9.9,18.9,-20.93,-1127.8252,118.8877,0.47,-3.41,-25.62,2,,"MACD상승, 정배열(단), 과열X",28300,26300,30700,33250
KOSDAQ,우리기술,032820,기타,3745,115.63,6241.0,24.1,25.3,-11.56,-73.9464,15.32965,0.24,-1.71,-9.1,2,,"MACD상승, 정배열(단), 과열X",3745,3485,4060,4400
KOSPI,두산밥캣,241560,기타,55000,115.54,52720.8,35.2,40.1,-6.1,-484.111,12.59668,0.72,-0.36,-6.14,2,,"MACD상승, 정배열(단), 과열X",55000,51200,59600,64600
KOSDAQ,갤럭시아머니트리,094480,기타,9030,111.75,3542.5,50.4,51.1,-6.6,-3.0464,-76.63098,1.88,-10.33,1.23,2,,"RSI적정, 거래량↑, 과열X",9030,8400,9790,10610
KOSPI,한국콜마,161890,기타,65300,99.89,15414.1,29.3,33.1,-5.59,93.6795,44.55815,0.61,2.51,2.67,2,,"MACD상승, MACD>Sig, 과열X",65300,60700,70800,76700
KOSPI,코스맥스,192820,기타,161200,93.22,18295.4,31.0,38.2,-9.39,291.3642,75.68878,0.43,3.47,3.53,2,,"MACD상승, MACD>Sig, 과열X",161200,149900,174700,189400
KOSDAQ,유니테스트,086390,기타,14500,92.09,3064.4,34.9,37.9,-11.65,-241.4307,117.10339,1.36,1.9,-16.14,2,,"MACD상승, 거래량↑, 과열X",14500,13480,15720,17040
KOSPI,한진칼,180640,기타,100100,91.33,66829.0,49.8,55.1,-2.09,264.3714,-53.8207,0.87,6.6,-0.79,2,,"RSI적정, MACD>Sig, 과열X",100100,93100,108500,117600
KOSPI,한전기술,052690,기타,89100,88.54,34054.0,38.5,47.1,-6.34,-1001.3398,187.06473,0.39,0.56,-7.09,2,,"MACD상승, 정배열(단), 과열X",89100,82900,96600,104700
KOSPI,포스코DX,022100,기타,23600,84.4,35880.2,29.1,36.1,-10.1,-488.8043,-15.72142,0.36,-5.79,-9.4,2,,"정배열(단), 에너지응축(Sqz), 과열X",23600,21950,25600,27750
KOSDAQ,코미코,183300,기타,80900,82.39,8462.7,17.1,27.4,-20.04,-3172.7867,184.99224,0.73,-9.1,-27.44,2,,"MACD상승, 정배열(단), 과열X",80900,75200,87700,95100
KOSPI,삼양홀딩스,000070,기타,59200,74.03,4595.8,0.0,0.0,-14.1,-1235.0399,-475.50685,2.46,-15.19,-15.19,2,,"거래량↑, 정배열(단), 과열X",59200,56500,62500,66000
KOSPI,롯데지주,004990,기타,29550,70.13,31000.7,54.2,56.3,-3.51,-203.3428,-85.48665,0.67,-6.19,-4.37,2,,"RSI적정, 정배열(단), 과열X",29550,27500,32050,34700
KOSPI,DL이앤씨,375500,기타,39150,65.57,15148.6,45.9,49.2,-3.93,-177.2456,21.56494,0.73,0.13,-4.51,2,,"RSI적정, MACD상승, 과열X",39150,36400,42450,46000
KOSDAQ,나우로보틱스,459510,기타,20350,61.39,2628.0,44.5,69.0,-4.18,65.4548,-63.42505,0.39,1.9,4.41,2,,"자금유입(MFI), MACD>Sig, 과열X",20350,18930,22050,23900
KOSPI,STX엔진,077970,기타,30500,56.47,12245.2,37.4,17.3,-6.64,7.73,38.90241,0.41,2.18,-4.09,2,,"MACD상승, MACD>Sig, 과열X",30500,28350,33050,35850
KOSDAQ,펄어비스,263750,기타,36150,54.61,23225.6,56.3,56.7,-1.55,-115.5332,-152.0052,0.65,-6.59,0.7,2,,"RSI적정, 정배열(단), 과열X",36150,33600,39200,42500
KOSDAQ,신성델타테크,065350,기타,54100,50.96,14868.8,46.9,48.0,-1.18,-71.351,139.75468,0.77,2.85,0.19,2,,"RSI적정, MACD상승, 과열X",54100,50300,58600,63600
KOSPI,현대로템,064350,기타,177200,1090.34,193400.1,23.1,22.8,-13.16,-3169.062,234.09502,0.83,-5.39,-9.91,1,,"MACD상승, 과열X",177200,164800,192100,208000
KOSPI,하이브,352820,기타,280500,817.35,119381.1,25.6,29.8,-8.53,-3452.4727,-356.59008,0.82,-4.59,-1.75,1,,"정배열(단), 과열X",280500,261000,304000,329500
KOSPI,HD현대마린솔루션,443060,기타,187800,456.87,84189.3,24.7,4.8,-15.07,-3461.7994,-692.11363,1.1,-6.1,-15.78,1,,"정배열(단), 과열X",187800,174700,203500,220500
KOSPI,LS,006260,기타,177400,252.12,56235.8,36.4,39.7,-12.82,-4590.8059,-133.60637,0.51,-7.6,-17.68,1,,"정배열(단), 과열X",177400,165000,192300,208500
KOSPI,한화솔루션,009830,기타,27450,208.27,47184.5,44.2,43.8,-4.01,-164.9893,80.02712,0.4,1.48,-1.08,1,,"MACD상승, 과열X",27450,25550,29750,32250
KOSPI,CJ제일제당,097950,기타,209500,185.69,31538.5,28.2,27.1,-7.0,-1616.2139,-383.15121,1.42,-5.42,-8.52,1,,"거래량↑, 과열X",209500,200000,221000,233000
KOSPI,크래프톤,259960,기타,255000,166.58,120854.3,43.1,41.1,-3.96,-102.084,203.0214,0.61,0.39,-3.41,1,,"MACD상승, 과열X",255000,239000,274500,295500
KOSDAQ,에스엠,041510,기타,96500,140.71,22093.4,27.2,33.0,-9.59,214.9107,-222.75095,0.77,-7.74,-2.92,1,,"MACD>Sig, 과열X",96500,89700,104600,113400
KOSPI,SK오션플랜트,100090,기타,18760,134.79,11720.9,35.1,28.6,-7.06,-54.107,10.62704,0.69,-1.78,-4.63,1,,"MACD상승, 과열X",18760,17450,20350,22050
KOSPI,HMM,011200,기타,18710,131.35,176479.8,36.3,29.5,-5.17,-66.0325,1.2011,0.56,-0.21,-6.03,1,,"MACD상승, 과열X",18710,17800,19800,21000
KOSPI,한화,000880,기타,77700,129.07,58242.9,35.6,42.4,-13.19,-1738.7216,-78.04838,0.54,-10.17,-14.99,1,,"정배열(단), 과열X",77700,72300,84200,91300
KOSDAQ,엔켐,348370,기타,55800,128.68,12146.2,18.1,19.9,-27.63,-3135.7474,38.72714,0.89,-15.96,-31.53,1,,"MACD상승, 과열X",55800,51900,60500,65600
KOSDAQ,에스앤에스텍,101490,기타,44600,121.3,9567.3,21.6,34.0,-14.78,-1230.3912,158.54552,1.07,-6.69,-20.5,1,,"MACD상승, 과열X",44600,41500,48350,52400
KOSDAQ,아이씨티케이,456010,기타,12910,117.66,1732.6,17.2,38.2,-22.78,-515.841,-63.4112,0.6,-16.76,-22.46,1,,"정배열(단), 과열X",12910,12010,13990,15170
KOSDAQ,동진쎄미켐,005290,기타,33450,111.46,17198.1,27.7,41.4,-9.28,-467.3167,181.08375,0.74,-0.74,-7.6,1,,"MACD상승, 과열X",33450,31100,36250,39300
KOSDAQ,HPSP,403870,기타,28250,108.59,23588.3,32.7,50.4,-11.52,-529.7179,38.54347,0.6,-5.52,-12.27,1,,"MACD상승, 과열X",28250,26250,30600,33200
KOSPI,한국카본,017960,기타,26600,101.29,13807.6,24.5,12.6,-15.73,-598.9556,65.33974,0.71,-2.92,-16.87,1,,"MACD상승, 과열X",26600,24750,28850,31250
KOSDAQ,휴젤,145020,기타,215500,97.1,26515.2,41.7,43.6,-7.8,887.1725,-526.63886,0.48,-6.71,-3.15,1,,"MACD>Sig, 과열X",215500,200500,233500,253000
KOSDAQ,와이지엔터테인먼트,122870,기타,58700,88.23,10971.6,7.5,7.6,-18.19,-387.6481,172.77795,0.44,-4.71,-7.7,1,,"MACD상승, 과열X",58700,54600,63600,69000
KOSPI,한화투자증권,003530,기타,4940,84.96,10598.7,47.1,55.2,-4.38,-5.7185,-0.10859,0.85,3.24,-4.45,1,,"RSI적정, 과열X",4940,4595,5350,5800
KOSDAQ,RFHIC,218410,기타,25950,82.81,6877.6,11.1,26.3,-18.19,-856.8113,-15.35056,0.68,-8.95,-21.95,1,,"정배열(단), 과열X",25950,24150,28150,30500
KOSDAQ,동성화인텍,033500,기타,24450,82.69,7332.4,15.6,56.2,-18.93,-743.7563,-95.26334,2.41,-10.11,-22.99,1,,"거래량↑, 과열X",24450,22750,26500,28750
KOSPI,SK이터닉스,475150,기타,18190,81.44,6139.9,35.5,39.6,-5.96,-15.8388,38.50246,0.69,3.59,-4.26,1,,"MACD상승, 과열X",18190,16920,19720,21350
KOSPI,풍산,103140,기타,94300,75.91,26426.9,30.1,33.5,-9.36,-492.8457,62.10902,0.32,-4.17,-7.73,1,,"MACD상승, 과열X",94300,87700,102200,110800
KOSPI,넷마블,251270,기타,51700,67.55,44438.0,41.9,46.2,-4.19,-120.1849,4.57761,0.67,-1.52,-6.34,1,,"MACD상승, 과열X",51700,48100,56000,60700
KOSDAQ,덕산네오룩스,213420,기타,36300,66.78,9013.7,35.0,57.4,-8.29,-256.267,43.56137,0.84,-7.16,-5.22,1,,"MACD상승, 과열X",36300,33750,39350,42650
KOSDAQ,루닛,328130,기타,34850,60.4,10196.0,36.2,44.3,-13.88,-822.3086,26.6107,0.33,-5.94,-22.73,1,,"MACD상승, 과열X",34850,32400,37800,40950
KOSDAQ,다날,064260,기타,6570,59.01,4907.1,31.9,43.7,-9.5,-8.1393,15.65283,0.35,-0.45,-1.94,1,,"MACD상승, 과열X",6570,6110,7120,7720
KOSDAQ,태광,023160,기타,22200,56.57,5883.0,25.9,39.9,-10.71,-310.2665,33.3575,0.79,-3.9,-12.94,1,,"MACD상승, 과열X",22200,20650,24050,26100
KOSPI,씨에스윈드,112610,기타,40050,56.26,16889.6,37.9,43.1,-6.86,-465.9789,45.6252,0.63,-3.26,-6.64,1,,"MACD상승, 과열X",40050,37250,43400,47050
KOSPI,GKL,114090,기타,14100,51.58,8721.6,43.6,55.7,-3.86,68.3181,-28.24512,0.99,-0.77,0.5,1,,"MACD>Sig, 과열X",14100,13110,15280,16570
KOSDAQ,파크시스템스,140860,기타,228000,50.81,15949.5,44.9,47.2,-4.27,484.659,-1005.03598,0.51,-3.8,-0.87,1,,"MACD>Sig, 과열X",228000,212000,247000,268000
KOSPI,한화에어로스페이스,012450,기타,859000,1046.22,442929.6,35.6,42.8,-9.34,-11257.0631,-239.92132,0.62,-6.73,-9.39,0,,과열X,859000,799000,931000,1009000
KOSDAQ,파마리서치,214450,기타,407500,673.98,42337.8,27.7,29.8,-14.72,-2350.1717,-1515.37533,1.01,-9.54,-7.39,0,,과열X,407500,379000,441500,479000
KOSPI,한화시스템,272210,기타,46200,623.64,87280.8,19.3,29.2,-13.66,-787.6919,-84.01095,0.69,-8.33,-12.67,0,,과열X,46200,42950,50100,54300
KOSPI,LIG넥스원,079550,기타,384500,493.98,84590.0,27.9,26.3,-12.95,-3489.3126,-140.69039,0.66,-4.0,-5.99,0,,과열X,384500,357500,417000,452000
KOSDAQ,JYP Ent.,035900,기타,63000,217.1,22385.5,12.7,16.8,-13.46,-1017.571,-65.91037,0.66,-8.3,-11.64,0,,과열X,63000,58600,68300,74000
KOSPI,메리츠금융지주,138040,기타,107500,206.19,188363.4,40.2,39.4,-5.03,-856.8192,-42.46661,0.58,-0.37,-8.28,0,,과열X,107500,100000,116500,126300
KOSPI,카카오페이,377300,기타,49400,185.93,66759.0,43.3,49.8,-3.86,-171.774,-10.17342,0.77,-1.98,-5.0,0,,과열X,49400,46050,53400,57800
