LDY_RANK,종목코드,종목명,시장,업종_대분류,종가,거래대금(억원),시가총액(억원),켈리_수량,추천금액(만원),상태,ROUTE,ACTION_PRIORITY,IS_ACTIVE,IS_NOW_ENTRY,IS_WATCH,DISPLAY_SCORE,FINAL_SCORE,STRUCT_SCORE,TIMING_SCORE,AI_SCORE,NEWS_SCORE,ELITE_SCORE,AXIS_MEAN,AXIS_GAP,BALANCE_SCORE,RR_NOW_TP1,ENTRY_GAP_PCT,ELITE_REASON,TOP_PICK,추천매수가,손절가,추천매도가1,추천매도가2,TRIGGER,V_POWER,거래강도,VWAP,POC_GAP,NEWS_REASON,TTM_SQUEEZE_CNT,Low_Trend_PCT,RSI14,이격도,SCORE_REASON_TOP1,SCORE_REASON_TOP2,SCORE_RISK,ROUTE_REASON,MACRO_RISK,MARKET_BREADTH,업종,거래대금(원),MFI14,BB_BW,TTM_SQUEEZE,BB_SQUEEZE_BW,ret_1d_%,ret_5d_%,ret_10d_%,ret_20d_%,ret_60d_%,ret_120d_%,rel_20d_%,rel_60d_%,rel_120d_%,RES_RATIO,RES_RATIO_NEAR,IS_ABOVE_POC,NEAR_THRES,RSI_Rising,BB_Expanding,Vol_Quality,Range_Pos,외인순매수,기관순매수,메이저순매수,Above_MA20,SUPERTREND_DIR,SUPERTREND_VAL,VWAP_GAP,MACD_Slope_PCT,IS_SWING_SUPPORT,주봉20선_상회,주봉추세,HMA20,HMA_Trend,HMA_On,OBV_Div,gap_pct,_data_length,consecutive_limit_up,MTF_WEEKLY_TREND,MTF_MONTHLY_TREND,MTF_DATA_SUFFICIENT,추천매도가3,ENTRY_ACTION,POSITION_PCT,PLAN_REASON,STOP_PCT,MAX_LOSS_PCT,RR_MULT,REGIME,TIME_STOP_DAYS,EXEC_RULE_ID,STOP_REASON,TP1_METHOD,TP1_PROB,TP2_METHOD,TP2_PROB,TP3_METHOD,TP3_PROB,개인순매수,업종_상세,SECTOR_RET_5D,SECTOR_RS,SECTOR_RANK,V23_ATR_Pct,V23_OBV_Slope,V23_Upper_Shadow_Ratio,V23_SIGNAL_STATUS,ML_SCORE,ML_STATUS,TRIGGER_SCORE,RAW_TRIGGER_SCORE,EBS,PASS_EBS,W_STRUCT,W_TIMING,W_AI,SCORING_AXES,STRATEGY,STRATEGY_SCORE,STRATEGY_HORIZON,REASON_THRESHOLD,기준일,시총기준일,AI_COMMENT,LDY_SCORE,TOTAL_SCORE,RANK_SCORE,벤치_60d_KOSPI_%,벤치_60d_KOSDAQ_%,ROW_BUILD_MODE,EST_WIN_RATE,CAL_HOLD_REASON,LOW_WR_FLAG,LEGACY_EST_WIN_RATE,LEGACY_LOW_WR_FLAG,CALIBRATION_MODE,CAL_N_TRADES,KELLY_PLANNED_B,KELLY_EMPIRICAL_B,KELLY_FINAL_B,KELLY_FRACTION,켈리_금액(원),추천수량,KELLY_ENGINE,KELLY_ERROR,CARRY_FROM_DATE,CARRY_AGE_DAYS,IS_STALE_CARRY,STALE_PENALTY,DATA_FRESHNESS_OK,TP1_PCT,TOP_PICK_TYPE,EST_WIN_RATE_METHOD,EST_WIN_RATE_MODE,EST_WIN_RATE_N,CONFIG_VERSION,RUN_STATUS,DEGRADED_REASONS,CONFIDENCE_SCORE,MAX_ALLOWED_ROUTE,AXIS_MCAP,AXIS_BENCH,AXIS_FLOW,AXIS_NEWS,AXIS_SECTOR,AXIS_ML,AXIS_TRIGGER,FALLBACK_COUNT,AXIS_QUALITY,HAS_NEWS,HAS_FLOW,HAS_SECTOR,CARRY_FAIL_REASON
72,010060,OCI홀딩스,KOSPI,금융,333500,952.05,62265.2,0.0,0.0,WAIT,WAIT,3,False,1,True,65.3,65.3,98.4,40.4,49.1,0.0,51.3,62.6,58.0,27.5,2.15,0.0,RR2.1 + 진입적정,0,333500.0,303000.0,399000.0,419500.0,,-0.27,0.54,245432,210.86,특이사항 없음,0,72.18,60.1,4.36,STRUCT 강점,,,추세 관망,CAUTION,46.3,기타 금융업,95204585000.0,63.1,62.27,0,0,0.3,-1.19,-11.54,72.26,119.55,170.7,67.36,104.69,143.95,0.102,0.102,1,12.0,1,0,1.64,0.7,0,0,0,1,1,259900.0,35.88,-0.4513,False,O,▲,342149,▼,X,X,2.11,250,0,1,1,1,440000.0,enter,100.0,SWING+PM_BLOCK_INTRADAY+EF:정상,9.15,4.0,2.1,normal,7.0,v1_sl_first_gap_at_open,SWING+PM_BLOCK_INTRADAY+EF:정상,SWING_20D,80,BB_UPPER,75,ATR_3.5x,45,0.0,기타 금융업,-3.1687179487179487,16.720000000000002,8.0,0.09102591561362176,0.036071231318590434,0.20454545454545456,OK,49.1,OK,28.326013333165008,28.326013333165008,6,1,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,default,default,default,60,20260513,20260513,,65.3,65.3,65.3,14.86,14.86,FRESH,0.537,,False,0.3,True,MATURE,5934.0,2.148,0.838,0.838,0.0,0.0,0.0,v22_calibrated,,,,,,True,19.6,,ELITE_SCORE,MATURE,5934,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True,
73,017670,SK텔레콤,KOSPI,IT/전기전자,105800,1258.11,227247.9,0.0,0.0,WAIT,WAIT,3,False,1,True,62.4,62.4,45.9,100.0,20.0,0.0,51.0,55.3,80.0,0.0,1.68,0.0,RR1.7 + 진입적정,0,105800.0,97300.0,120100.0,132200.0,,0.09,1.21,86318,94.72,특이사항 없음,0,-3.18,59.9,8.16,TIMING 강점,,,추세 관망,CAUTION,46.3,전기 통신업,125811396750.0,51.0,12.73,0,0,2.32,10.79,7.96,14.38,43.55,95.56,9.48,28.69,68.81,0.0,0.0,1,7.7,0,0,1.05,0.87,0,0,0,1,1,92050.0,22.57,0.2826,False,O,▲,97154,▲,O,X,2.32,250,0,1,1,1,,enter,100.0,NORMAL+PM_BLOCK_INTRADAY+EF:정상,8.03,4.0,1.7,normal,7.0,v1_sl_first_gap_at_open,NORMAL+PM_BLOCK_INTRADAY+EF:정상,ATR_3.5x,45,FIBO_1.618,25,,0,0.0,전기 통신업,3.911222222222222,20.537,6.0,0.038617337294085875,-0.08407586592131276,0.04411764705882353,OK,20.0,OK,78.0,78.0,4,1,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,default,default,default,60,20260513,20260513,,62.4,62.4,62.4,14.86,14.86,FRESH,0.537,,False,0.3,True,MATURE,5934.0,1.682,0.832,0.832,0.0,0.0,0.0,v22_calibrated,,,,,,True,13.5,,ELITE_SCORE,MATURE,5934,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True,
74,204270,제이앤티씨,KOSDAQ,IT/전기전자,20500,56.01,11858.9,0.0,0.0,WAIT,WAIT,3,False,1,True,60.5,60.5,83.6,36.1,62.9,0.0,50.3,60.9,47.5,40.6,1.13,0.0,RR1.1 + 진입적정,0,20500.0,17450.0,23950.0,25100.0,,-1.75,0.69,20146,-5.55,특이사항 없음,0,5.38,55.1,3.01,STRUCT 강점,AI 보조,,추세 관망,CAUTION,46.3,전자부품 제조업,5600515550.0,60.4,24.11,0,0,-3.07,-8.89,-2.84,17.55,-12.02,-16.33,12.65,-26.88,-43.08,0.476,0.325,0,12.0,1,0,1.21,0.47,0,0,0,1,1,17765.0,1.75,-0.1579,False,O,▲,21325,▲,X,X,-1.65,250,0,1,-1,1,26650.0,enter,100.0,NORMAL+PM_BLOCK_INTRADAY+EF:정상,14.88,5.0,1.1,normal,7.0,v1_sl_first_gap_at_open,NORMAL+PM_BLOCK_INTRADAY+EF:정상,SWING_20D,80,SWING_60D,60,SWING_120D,45,0.0,전자부품 제조업,3.911222222222222,20.537,6.0,0.08602787456445994,0.034585453621383364,0.5769230769230769,OK,62.9,OK,42.3934233964242,42.3934233964242,6,1,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,default,default,default,60,20260513,20260513,,60.5,60.5,60.5,14.86,14.86,FRESH,0.537,,False,0.3,True,MATURE,5934.0,1.131,0.827,0.827,0.0,0.0,0.0,v22_calibrated,,,,,,True,16.8,,ELITE_SCORE,MATURE,5934,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True,
75,001740,SK네트웍스,KOSPI,기타,6080,96.55,12196.1,0.0,0.0,WAIT,WAIT,3,False,1,True,63.3,63.3,89.2,53.0,31.9,0.0,50.2,58.0,57.3,28.4,2.29,0.0,RR2.3 + 진입적정,0,6080.0,5450.0,7520.0,8240.0,,-1.61,0.57,5908,12.02,특이사항 없음,0,6.64,65.1,2.97,STRUCT 강점,,,추세 관망,CAUTION,46.3,기타 전문 도매업,9654889030.0,79.1,34.18,0,0,-2.41,-8.98,7.8,15.81,20.4,30.33,10.91,5.54,3.58,0.139,0.139,1,12.0,1,0,1.1,0.36,0,0,0,1,1,5890.0,2.9,-0.4738,False,O,▲,6711,▼,X,X,0.16,250,0,1,1,1,9140.0,enter,100.0,SWING+PM_BLOCK_INTRADAY+EF:정상,10.36,5.0,2.3,normal,7.0,v1_sl_first_gap_at_open,SWING+PM_BLOCK_INTRADAY+EF:정상,SWING_20D,80,FIBO_1.272,40,FIBO_1.618,25,0.0,기타 전문 도매업,15.605078125,25.927343750000002,3.0,0.06402725563909774,0.5693263310902394,0.17391304347826086,OK,31.9,OK,33.78723614031103,33.78723614031103,4,1,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,default,default,default,60,20260513,20260513,,63.3,63.3,63.3,14.86,14.86,FRESH,0.537,,False,0.3,True,MATURE,5934.0,2.286,0.834,0.834,0.0,0.0,0.0,v22_calibrated,,,,,,True,23.7,,ELITE_SCORE,MATURE,5934,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True,
76,009540,HD한국조선해양,KOSPI,금융,460500,935.93,325910.2,0.0,0.0,WAIT,WAIT,3,False,1,True,67.2,67.2,93.0,66.8,16.3,0.0,50.1,58.7,76.7,4.1,0.92,0.0,진입적정,0,460500.0,430500.0,488000.0,504000.0,,-0.19,0.86,420017,8.12,특이사항 없음,0,13.85,59.6,2.48,STRUCT 강점,TIMING 보조,,추세 관망,CAUTION,46.3,기타 금융업,93592820500.0,67.5,24.28,0,0,-0.86,1.77,-3.86,18.53,20.55,4.9,13.63,5.69,-21.85,0.094,0.094,1,9.9,1,0,1.05,0.72,9210,-2303,6907,1,1,428650.0,9.64,-0.1537,True,O,▲,469531,▼,X,X,2.15,250,0,1,1,1,541000.0,enter,100.0,SWING+PM_BLOCK_INTRADAY+EF:정상,6.51,4.0,0.9,normal,7.0,v1_sl_first_gap_at_open,SWING+PM_BLOCK_INTRADAY+EF:정상,SWING_20D,80,BB_UPPER,75,ATR_3.5x,45,0.0,기타 금융업,-3.1687179487179487,16.720000000000002,8.0,0.049557933922754774,0.026239891909154982,0.25,OK,16.3,OK,48.21248883857575,48.21248883857575,4,1,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,default,default,default,60,20260513,20260513,,67.2,67.2,67.2,14.86,14.86,FRESH,0.537,,False,0.3,True,MATURE,5934.0,0.917,0.843,0.843,0.0,0.0,0.0,v22_calibrated,,,,,,True,6.0,,ELITE_SCORE,MATURE,5934,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True,
77,125210,아모그린텍,KOSDAQ,IT/전기전자,13600,72.27,2243.6,0.0,0.0,WAIT,WAIT,3,False,1,True,63.9,63.9,96.6,30.7,64.8,0.0,49.3,64.0,65.9,17.6,3.5,0.0,RR3.5 + 진입적정,0,13600.0,12700.0,16750.0,17950.0,,-1.74,0.66,12179,-7.86,특이사항 없음,0,38.04,65.7,2.03,STRUCT 강점,AI 보조,,추세 관망,CAUTION,46.3,전자부품 제조업,7226987730.0,60.9,69.27,0,0,-0.95,-10.23,-7.73,42.26,84.28,113.5,37.36,69.42,86.75,0.377,0.319,0,12.0,0,0,1.72,0.57,0,0,0,1,1,11586.0,11.66,-0.8392,True,O,▲,15186,▼,X,X,0.15,250,0,1,1,1,18650.0,enter,100.0,SWING+PM_BLOCK_INTRADAY+EF:정상,6.62,6.0,3.5,normal,7.0,v1_sl_first_gap_at_open,SWING+PM_BLOCK_INTRADAY+EF:정상,SWING_20D,80,BB_UPPER,75,ATR_3.5x,45,0.0,전자부품 제조업,3.911222222222222,20.537,6.0,0.10593487394957983,0.03548712037482669,0.057971014492753624,OK,64.8,OK,35.36994736737821,35.36994736737821,4,1,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,default,default,default,60,20260513,20260513,,63.9,63.9,63.9,14.86,14.86,FRESH,0.537,,False,0.3,True,MATURE,5934.0,3.5,0.835,0.835,0.0,0.0,0.0,v22_calibrated,,,,,,True,23.2,,ELITE_SCORE,MATURE,5934,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True,
78,003230,삼양식품,KOSPI,유통·소비재,1295000,941.51,97552.5,0.0,0.0,WAIT,WAIT,3,False,1,True,51.4,51.4,21.2,71.8,71.2,0.0,49.3,54.7,50.6,36.8,1.39,0.0,RR1.4 + 진입적정,0,1295000.0,1213000.0,1409000.0,1461000.0,,-0.29,1.28,1229902,7.8,특이사항 없음,2,1.05,42.3,-2.13,TIMING 강점,AI 보조,,추세 관망,CAUTION,46.3,기타 식품 제조업,94150890000.0,47.7,11.46,1,0,-2.7,0.08,-0.46,0.39,12.8,-5.34,-4.51,-2.06,-32.09,0.242,0.242,1,10.8,0,0,1.25,0.33,0,0,0,0,1,1203100.0,5.29,0.0663,True,O,▲,1308193,▲,X,X,1.28,250,0,1,-1,1,1540000.0,enter,100.0,SWING+PM_BLOCK_INTRADAY+EF:정상,6.33,4.0,1.4,normal,7.0,v1_sl_first_gap_at_open,SWING+PM_BLOCK_INTRADAY+EF:정상,SWING_20D,80,SWING_120D,45,ATR_3.5x,45,0.0,기타 식품 제조업,6.264444444444444,14.938888888888888,7.0,0.05405405405405406,-0.03979203357100731,0.3391304347826087,OK,71.2,OK,49.0,49.0,8,1,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,default,default,default,60,20260513,20260513,,51.4,51.4,51.4,14.86,14.86,FRESH,0.537,,False,0.3,True,MATURE,5934.0,1.39,0.806,0.806,0.0,0.0,0.0,v22_calibrated,,,,,,True,8.8,,ELITE_SCORE,MATURE,5934,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True,
79,003550,LG,KOSPI,금융,108700,380.04,167638.9,0.0,0.0,WAIT,WAIT,3,False,1,True,65.5,65.5,89.1,67.7,14.0,0.0,49.3,56.9,75.1,6.1,1.14,0.0,RR1.1 + 진입적정,0,108700.0,100200.0,118400.0,127400.0,,-0.18,1.11,96602,23.33,특이사항 없음,0,6.67,74.0,9.52,STRUCT 강점,TIMING 보조,RSI 과열,추세 관망,CAUTION,46.3,기타 금융업,38003771600.0,82.9,23.27,0,0,-1.54,5.53,13.82,19.45,17.01,28.34,14.55,2.15,1.59,0.033,0.033,1,9.8,1,0,1.12,0.64,0,0,0,1,1,95985.0,12.52,0.0249,False,O,▲,108239,▲,O,X,2.36,250,0,1,1,1,141100.0,enter,100.0,NORMAL+PM_BLOCK_INTRADAY+EF:정상,7.82,4.0,1.1,normal,7.0,v1_sl_first_gap_at_open,NORMAL+PM_BLOCK_INTRADAY+EF:정상,SWING_20D,80,ATR_3.5x,45,FIBO_1.618,25,0.0,기타 금융업,-3.1687179487179487,16.720000000000002,8.0,0.04892232882113287,0.23867273365777944,0.07216494845360824,OK,14.0,OK,47.75536448098315,47.75536448098315,6,1,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,default,default,default,60,20260513,20260513,,65.5,65.5,65.5,14.86,14.86,FRESH,0.537,,False,0.3,True,MATURE,5934.0,1.141,0.839,0.839,0.0,0.0,0.0,v22_calibrated,,,,,,True,8.9,,ELITE_SCORE,MATURE,5934,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True,
80,124500,아이티센글로벌,KOSDAQ,IT/전기전자,54800,82.04,12716.1,0.0,0.0,WAIT,WAIT,3,False,1,True,61.2,61.2,85.1,52.4,30.9,0.0,49.1,56.1,54.2,32.2,1.89,0.0,RR1.9 + 진입적정,0,54800.0,50200.0,63500.0,75500.0,⚡눌림회복,-1.15,0.53,55795,62.16,특이사항 없음,0,13.47,62.9,2.37,STRUCT 강점,,,추세 관망,CAUTION,46.3,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",8204273350.0,56.2,32.5,0,0,0.37,-8.97,1.48,7.66,10.04,137.23,2.76,-4.82,110.48,0.13,0.088,1,12.0,1,0,1.01,0.51,0,0,0,1,1,49030.0,-1.78,-0.4426,False,O,▲,59178,▼,X,X,-2.93,250,0,1,1,1,,enter,100.0,SWING+PM_BLOCK_INTRADAY+EF:정상,8.39,5.0,1.9,normal,7.0,v1_sl_first_gap_at_open,SWING+PM_BLOCK_INTRADAY+EF:정상,SWING_20D,80,SWING_60D,60,,0,0.0,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",3.911222222222222,20.537,6.0,0.08035714285714285,-0.004989844309115883,0.3125,OK,30.9,OK,36.52131307682803,36.52131307682803,4,1,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,default,default,default,60,20260513,20260513,,61.2,61.2,61.2,14.86,14.86,FRESH,0.537,,False,0.3,True,MATURE,5934.0,1.891,0.829,0.829,0.0,0.0,0.0,v22_calibrated,,,,,,True,15.9,,ELITE_SCORE,MATURE,5934,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True,
81,081150,티플랙스,KOSDAQ,철강·금속,4295,309.95,1042.3,0.0,0.0,WAIT,WAIT,3,False,1,True,51.7,51.7,54.2,43.3,63.6,0.0,49.0,53.7,20.3,74.6,1.06,0.0,RR1.1 + 진입적정,0,4295.0,3855.0,4760.0,5200.0,,0.62,4.88,3773,28.29,특이사항 없음,0,-3.26,65.2,14.31,AI 강점,,5일 급등,추세 관망,CAUTION,46.3,1차 비철금속 제조업,30994774180.0,66.4,30.34,0,0,1.06,21.67,16.71,17.51,35.92,46.09,12.61,21.06,19.34,0.202,0.202,1,11.9,0,0,3.0,0.66,0,0,0,1,1,3657.5,13.83,0.5858,False,O,▲,3983,▲,O,X,-1.65,250,0,1,1,1,5340.0,enter,100.0,NORMAL+PM_BLOCK_INTRADAY+EF:정상,10.24,6.0,1.1,normal,7.0,v1_sl_first_gap_at_open,NORMAL+PM_BLOCK_INTRADAY+EF:정상,SWING_20D,80,ATR_3.5x,45,FIBO_1.272,40,0.0,1차 비철금속 제조업,-1.9004347826086954,10.589565217391305,10.0,0.05962082155330118,0.04372628750565023,0.6016260162601627,OK,63.6,OK,34.5,34.5,4,1,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,default,default,default,60,20260513,20260513,,51.7,51.7,51.7,14.86,14.86,FRESH,0.537,,False,0.3,True,MATURE,5934.0,1.057,0.807,0.807,0.0,0.0,0.0,v22_calibrated,,,,,,True,10.8,,ELITE_SCORE,MATURE,5934,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True,
82,028050,삼성E&A,KOSPI,서비스 기타,53000,1160.32,103880.0,0.0,0.0,WAIT,WAIT,3,False,1,True,54.4,54.4,53.8,39.1,86.3,0.0,48.8,59.7,47.2,41.0,4.77,0.0,RR4.8 + 진입적정,0,53000.0,50000.0,67300.0,68900.0,,0.3,0.58,46754,1.82,특이사항 없음,0,6.5,51.7,-1.66,AI 강점,,,추세 관망,CAUTION,46.3,"건축기술, 엔지니어링 및 관련 기술 서비스업",116031774550.0,58.8,29.73,0,0,-3.46,0.0,-2.39,6.96,60.85,101.52,2.06,45.99,74.77,0.108,0.108,1,12.0,0,0,1.15,0.24,0,0,0,0,1,50245.0,13.36,-0.414,True,O,▲,59254,▼,X,X,-2.91,250,0,1,1,1,77300.0,enter,100.0,SWING+PM_BLOCK_INTRADAY+EF:정상,5.66,4.0,4.8,normal,7.0,v1_sl_first_gap_at_open,SWING+PM_BLOCK_INTRADAY+EF:정상,SWING_20D,80,ATR_3.5x,45,FIBO_1.272,40,0.0,"건축기술, 엔지니어링 및 관련 기술 서비스업",-3.4942857142857138,9.171428571428573,11.0,0.08524258760107817,0.06969547068380975,0.2608695652173913,OK,86.3,OK,23.769424904149226,23.769424904149226,6,1,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,default,default,default,60,20260513,20260513,,54.4,54.4,54.4,14.86,14.86,FRESH,0.537,,False,0.3,True,MATURE,5934.0,4.767,0.813,0.813,0.0,0.0,0.0,v22_calibrated,,,,,,True,27.0,,ELITE_SCORE,MATURE,5934,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True,
83,092870,엑시콘,KOSDAQ,조선·기계·설비,33650,84.51,4391.6,0.0,0.0,WAIT,WAIT,3,False,1,True,52.8,52.8,59.0,39.2,67.4,0.0,48.5,55.2,28.2,64.8,1.59,0.0,RR1.6 + 진입적정,0,33650.0,28600.0,41700.0,45150.0,,-2.14,0.61,31658,10.5,특이사항 없음,0,8.26,51.9,-3.95,AI 강점,,,추세 관망,CAUTION,46.3,특수 목적용 기계 제조업,8451094875.0,74.8,30.9,0,0,-1.75,-17.42,-3.86,21.26,19.96,110.31,16.36,5.1,83.56,0.085,0.085,1,12.0,1,0,1.05,0.39,0,0,0,0,1,31290.0,6.29,-0.71,False,O,▲,38245,▼,X,X,-1.46,250,0,1,1,1,46450.0,enter,100.0,NORMAL+PM_BLOCK_INTRADAY+EF:정상,15.01,6.0,1.6,normal,7.0,v1_sl_first_gap_at_open,NORMAL+PM_BLOCK_INTRADAY+EF:정상,SWING_20D,80,ATR_3.5x,45,FIBO_1.272,40,0.0,특수 목적용 기계 제조업,6.517777777777778,28.688333333333333,4.0,0.09753767777541923,0.01879033281245093,0.20270270270270271,OK,67.4,OK,19.404707951223465,19.404707951223465,4,1,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,default,default,default,60,20260513,20260513,,52.8,52.8,52.8,14.86,14.86,FRESH,0.537,,False,0.3,True,MATURE,5934.0,1.594,0.809,0.809,0.0,0.0,0.0,v22_calibrated,,,,,,True,23.9,,ELITE_SCORE,MATURE,5934,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True,
84,078930,GS,KOSPI,금융,71900,358.91,66806.2,0.0,0.0,WAIT,WAIT,3,False,1,True,49.3,49.3,39.5,51.6,64.2,0.0,48.0,51.8,24.7,69.1,3.78,0.0,RR3.8 + 진입적정,0,71900.0,68700.0,84000.0,87000.0,,-0.84,1.67,70739,9.7,특이사항 없음,0,2.16,51.9,-5.03,AI 강점,,,추세 관망,CAUTION,46.3,기타 금융업,35891123500.0,57.3,19.56,0,0,-5.64,-6.5,-6.01,-1.1,2.71,18.65,-6.0,-12.15,-8.1,0.175,0.175,1,12.0,0,0,1.03,0.17,0,0,0,0,-1,89030.0,1.64,-0.3555,True,O,▲,79213,▼,X,X,1.57,250,0,1,1,1,90400.0,enter,100.0,SWING+PM_BLOCK_INTRADAY+EF:정상,4.45,4.0,3.8,normal,7.0,v1_sl_first_gap_at_open,SWING+PM_BLOCK_INTRADAY+EF:정상,SWING_20D,80,ATR_3.5x,45,FIBO_1.272,40,0.0,기타 금융업,-3.1687179487179487,16.720000000000002,8.0,0.05990462944565865,-0.02795918564863852,0.2696629213483146,OK,64.2,OK,41.95913400172752,41.95913400172752,4,1,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,default,default,default,60,20260513,20260513,,49.3,49.3,49.3,14.86,14.86,FRESH,0.537,,False,0.3,True,MATURE,5934.0,3.781,0.801,0.801,0.0,0.0,0.0,v22_calibrated,,,,,,True,16.8,,ELITE_SCORE,MATURE,5934,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True,
85,088350,한화생명,KOSPI,금융,4980,425.18,43252.8,0.0,0.0,WAIT,WAIT,3,False,1,True,58.1,58.1,54.3,83.1,15.5,0.0,47.8,51.0,67.6,15.5,0.97,0.0,진입적정,0,4980.0,4525.0,5420.0,7560.0,,-0.67,1.41,5273,3.96,특이사항 없음,5,-6.65,53.1,1.3,TIMING 강점,,저점 이탈,추세 관망,CAUTION,46.3,보험업,42517920988.0,71.8,9.7,1,1,2.79,-5.14,1.32,7.1,22.36,54.18,2.2,7.5,27.43,0.293,0.293,1,10.5,0,0,1.27,0.56,7530,294,7824,1,1,4615.0,-5.56,-0.159,False,O,▲,4918,▼,O,X,0.31,250,0,1,1,1,8530.0,enter,100.0,NORMAL+PM_BLOCK_INTRADAY+EF:정상,9.14,5.0,1.0,normal,7.0,v1_sl_first_gap_at_open,NORMAL+PM_BLOCK_INTRADAY+EF:정상,SWING_20D,80,SWING_60D,60,FIBO_1.272,40,0.0,보험업,-3.1687179487179487,16.720000000000002,8.0,0.052352266207687896,0.13278667660642424,0.2807017543859649,OK,15.5,OK,61.0,61.0,6,1,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,default,default,default,60,20260513,20260513,,58.1,58.1,58.1,14.86,14.86,FRESH,0.537,,False,0.3,True,MATURE,5934.0,0.967,0.822,0.822,0.0,0.0,0.0,v22_calibrated,,,,,,True,8.8,,ELITE_SCORE,MATURE,5934,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True,
86,009900,명신산업,KOSPI,자동차·모빌리티,11890,64.75,6238.7,0.0,0.0,WAIT,WAIT,3,False,1,True,54.7,54.7,69.7,30.6,72.9,0.0,47.3,57.7,42.3,47.1,3.43,0.0,RR3.4 + 진입적정,0,11890.0,11000.0,14940.0,15720.0,⚡눌림회복,-2.58,0.48,11607,10.14,특이사항 없음,0,15.7,57.8,-1.49,AI 강점,STRUCT 보조,,추세 관망,CAUTION,46.3,자동차 신품 부품 제조업,6475275760.0,66.2,44.34,0,0,-0.08,-6.75,-19.12,23.08,26.49,33.6,18.18,11.63,6.85,0.158,0.127,1,12.0,1,0,2.03,0.41,0,0,0,0,1,10930.0,2.44,-0.578,True,O,▲,12953,▼,X,X,-2.52,250,0,1,1,1,16720.0,enter,100.0,SWING+PM_BLOCK_INTRADAY+EF:정상,7.49,5.0,3.4,normal,7.0,v1_sl_first_gap_at_open,SWING+PM_BLOCK_INTRADAY+EF:정상,SWING_20D,80,ATR_3.5x,45,FIBO_1.272,40,0.0,자동차 신품 부품 제조업,19.86173913043478,31.11217391304348,2.0,0.09203412231166647,0.16953257736965127,0.4489795918367347,OK,72.9,OK,10.765151774112379,10.765151774112379,6,1,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,default,default,default,60,20260513,20260513,,54.7,54.7,54.7,14.86,14.86,FRESH,0.537,,False,0.3,True,MATURE,5934.0,3.427,0.814,0.814,0.0,0.0,0.0,v22_calibrated,,,,,,True,25.7,,ELITE_SCORE,MATURE,5934,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True,
