LDY_RANK,종목코드,종목명,시장,업종_대분류,종가,거래대금(억원),시가총액(억원),켈리_수량,추천금액(만원),상태,ROUTE,ACTION_PRIORITY,IS_ACTIVE,IS_NOW_ENTRY,IS_WATCH,DISPLAY_SCORE,FINAL_SCORE,STRUCT_SCORE,TIMING_SCORE,AI_SCORE,NEWS_SCORE,ELITE_SCORE,AXIS_MEAN,AXIS_GAP,BALANCE_SCORE,RR_NOW_TP1,ENTRY_GAP_PCT,ELITE_REASON,TOP_PICK,추천매수가,손절가,추천매도가1,추천매도가2,TRIGGER,V_POWER,거래강도,VWAP,POC_GAP,NEWS_REASON,TTM_SQUEEZE_CNT,Low_Trend_PCT,RSI14,이격도,SCORE_REASON_TOP1,SCORE_REASON_TOP2,SCORE_RISK,ROUTE_REASON,MACRO_RISK,MARKET_BREADTH,업종,거래대금(원),MFI14,BB_BW,TTM_SQUEEZE,BB_SQUEEZE_BW,ret_1d_%,ret_5d_%,ret_10d_%,ret_20d_%,ret_60d_%,ret_120d_%,rel_20d_%,rel_60d_%,rel_120d_%,RES_RATIO,RES_RATIO_NEAR,IS_ABOVE_POC,NEAR_THRES,RSI_Rising,BB_Expanding,Vol_Quality,Range_Pos,외인순매수,기관순매수,메이저순매수,Above_MA20,SUPERTREND_DIR,SUPERTREND_VAL,VWAP_GAP,MACD_Slope_PCT,IS_SWING_SUPPORT,주봉20선_상회,주봉추세,HMA20,HMA_Trend,HMA_On,OBV_Div,gap_pct,_data_length,consecutive_limit_up,MTF_WEEKLY_TREND,MTF_MONTHLY_TREND,MTF_DATA_SUFFICIENT,추천매도가3,ENTRY_ACTION,POSITION_PCT,PLAN_REASON,STOP_PCT,MAX_LOSS_PCT,RR_MULT,REGIME,TIME_STOP_DAYS,EXEC_RULE_ID,STOP_REASON,TP1_METHOD,TP1_PROB,TP2_METHOD,TP2_PROB,TP3_METHOD,TP3_PROB,개인순매수,업종_상세,SECTOR_RET_5D,SECTOR_RS,SECTOR_RANK,V23_ATR_Pct,V23_OBV_Slope,V23_Upper_Shadow_Ratio,V23_SIGNAL_STATUS,ML_SCORE,ML_STATUS,TRIGGER_SCORE,RAW_TRIGGER_SCORE,EBS,PASS_EBS,W_STRUCT,W_TIMING,W_AI,SCORING_AXES,STRATEGY,STRATEGY_SCORE,STRATEGY_HORIZON,REASON_THRESHOLD,기준일,시총기준일,AI_COMMENT,LDY_SCORE,TOTAL_SCORE,RANK_SCORE,벤치_60d_KOSPI_%,벤치_60d_KOSDAQ_%,ROW_BUILD_MODE,EST_WIN_RATE,CAL_HOLD_REASON,LOW_WR_FLAG,LEGACY_EST_WIN_RATE,LEGACY_LOW_WR_FLAG,CALIBRATION_MODE,CAL_N_TRADES,KELLY_PLANNED_B,KELLY_EMPIRICAL_B,KELLY_FINAL_B,KELLY_FRACTION,켈리_금액(원),추천수량,KELLY_ENGINE,KELLY_ERROR,CARRY_FROM_DATE,CARRY_AGE_DAYS,IS_STALE_CARRY,STALE_PENALTY,DATA_FRESHNESS_OK,TP1_PCT,TOP_PICK_TYPE,EST_WIN_RATE_METHOD,EST_WIN_RATE_MODE,EST_WIN_RATE_N,CONFIG_VERSION,RUN_STATUS,DEGRADED_REASONS,CONFIDENCE_SCORE,MAX_ALLOWED_ROUTE,AXIS_MCAP,AXIS_BENCH,AXIS_FLOW,AXIS_NEWS,AXIS_SECTOR,AXIS_ML,AXIS_TRIGGER,FALLBACK_COUNT,AXIS_QUALITY,HAS_NEWS,HAS_FLOW,HAS_SECTOR,CARRY_FAIL_REASON
264,458870,씨어스,KOSDAQ,기타,39700,214.03,15109.7,0.0,,NEUTRAL,NEUTRAL,4,False,1,False,24.7,24.7,2.5,32.4,53.8,0.0,25.1,29.6,51.3,35.9,6.28,0.0,RR6.3 + 진입적정,0,39700.0,37200.0,55400.0,64300.0,,-2.37,1.28,48847,-1.28,특이사항 없음,0,-4.83,43.3,-12.92,,,,조건 미충족,CAUTION,46.3,의료용 기기 제조업,21402784850.0,51.4,34.36,0,0,-3.41,-12.56,-24.38,-16.51,-27.42,19.04,-21.41,-42.28,-7.71,0.842,0.429,0,12.0,1,0,1.06,0.08,0,0,0,0,-1,54325.0,-18.73,-0.3901,True,X,▲,42574,▼,X,X,3.77,250,0,1,-1,1,72000.0,enter,100.0,SWING+PM_BLOCK_INTRADAY+EF:정상,6.3,5.0,6.3,normal,7.0,v1_sl_first_gap_at_open,SWING+PM_BLOCK_INTRADAY+EF:정상,SWING_20D,80,SWING_60D,60,FIBO_1.272,40,0.0,의료용 기기 제조업,15.605078125,25.927343750000002,3.0,0.11595897804965814,-0.02376983156511257,0.11458333333333333,OK,53.8,OK,40.0,40.0,0,0,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,default,default,default,60,20260513,20260513,,24.7,24.7,24.7,14.86,14.86,FRESH,0.537,,False,0.3,True,MATURE,5934.0,6.28,0.745,0.745,0.0,0.0,,v22_calibrated,,,,,,True,39.5,,ELITE_SCORE,MATURE,5934,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True,
265,007390,네이처셀,KOSDAQ,기타,18140,79.49,11688.5,0.0,,NEUTRAL,NEUTRAL,4,False,1,False,24.4,24.4,0.0,45.8,30.4,0.0,25.0,25.4,45.8,42.8,5.22,0.0,RR5.2 + 진입적정,0,18140.0,17420.0,21900.0,23050.0,,-1.85,1.31,19484,-21.15,특이사항 없음,0,-7.8,29.8,-9.12,,,저점 이탈,조건 미충족,CAUTION,46.3,기초 의약물질 제조업,7949177350.0,33.6,16.57,0,0,-5.47,-8.75,-9.75,-10.64,-20.44,-36.9,-15.54,-35.3,-63.65,0.861,0.157,0,9.6,0,0,1.35,0.05,0,0,0,0,1,17978.0,-6.9,-0.1407,True,X,▼,18855,▼,X,X,0.05,250,0,-1,-1,1,24300.0,enter,100.0,SWING+PM_BLOCK_INTRADAY+EF:정상,3.97,5.0,5.2,normal,7.0,v1_sl_first_gap_at_open,SWING+PM_BLOCK_INTRADAY+EF:정상,SWING_20D,80,VP_RESISTANCE,65,SWING_60D,60,0.0,기초 의약물질 제조업,15.605078125,25.927343750000002,3.0,0.04811781382894944,-0.017947454994781897,0.19480519480519481,OK,30.4,OK,43.0,43.0,2,0,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,default,default,default,60,20260513,20260513,,24.4,24.4,24.4,14.86,14.86,FRESH,0.537,,False,0.3,True,MATURE,5934.0,5.222,0.745,0.745,0.0,0.0,,v22_calibrated,,,,,,True,20.7,,ELITE_SCORE,MATURE,5934,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True,
266,298380,에이비엘바이오,KOSDAQ,기타,123900,775.92,69368.5,0.0,,NEUTRAL,NEUTRAL,4,False,1,False,23.8,23.8,0.0,40.9,37.2,0.0,24.9,26.0,40.9,48.9,9.62,0.0,RR9.6 + 진입적정,0,123900.0,118700.0,173900.0,203000.0,,-0.37,0.97,167078,-29.59,특이사항 없음,0,-15.7,32.9,-14.83,,,저점 이탈,조건 미충족,CAUTION,46.3,기초 의약물질 제조업,77591952900.0,37.2,42.81,0,0,-4.69,-2.9,-28.26,-20.06,-33.32,-24.22,-24.96,-48.18,-50.97,1.0,0.041,0,12.0,1,0,0.96,0.03,0,0,0,0,-1,157820.0,-25.84,0.2324,True,X,▼,121973,▼,O,X,2.23,250,0,-1,-1,1,257500.0,enter,100.0,SWING+PM_BLOCK_INTRADAY+EF:정상,4.2,4.0,9.6,normal,7.0,v1_sl_first_gap_at_open,SWING+PM_BLOCK_INTRADAY+EF:정상,SWING_20D,80,SWING_60D,60,SWING_120D,45,0.0,기초 의약물질 제조업,15.605078125,25.927343750000002,3.0,0.08330450824397555,-0.039737272141590306,0.009433962264150943,OK,37.2,OK,43.09848896849488,43.09848896849488,2,0,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,default,default,default,60,20260513,20260513,,23.8,23.8,23.8,14.86,14.86,FRESH,0.537,,False,0.3,True,MATURE,5934.0,9.615,0.745,0.745,0.0,0.0,,v22_calibrated,,,,,,True,40.4,,ELITE_SCORE,MATURE,5934,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True,
267,024060,흥구석유,KOSDAQ,기타,14740,493.88,2211.0,0.0,,NEUTRAL,NEUTRAL,4,False,1,False,25.8,25.8,25.0,17.0,44.8,0.0,24.5,28.9,27.8,65.2,11.09,0.0,RR11.1 + 진입적정,0,14740.0,14290.0,19730.0,20900.0,,-0.35,0.96,22929,-29.34,특이사항 없음,0,-14.55,25.3,-13.77,거래품질 우수,,저점 이탈,조건 미충족,CAUTION,46.3,기타 전문 도매업,49388277893.0,75.9,30.04,0,0,-5.63,-6.94,-15.63,-27.21,0.89,20.42,-32.11,-13.97,-6.33,0.876,0.112,0,12.0,1,0,4.36,0.0,0,0,0,0,-1,18175.0,-35.72,0.0741,False,X,▲,15206,▼,X,X,2.82,250,0,1,1,1,36200.0,enter,100.0,SWING+PM_BLOCK_INTRADAY+EF:정상,3.05,6.0,11.1,normal,7.0,v1_sl_first_gap_at_open,SWING+PM_BLOCK_INTRADAY+EF:정상,SWING_20D,80,VP_RESISTANCE,65,SWING_60D,60,0.0,기타 전문 도매업,15.605078125,25.927343750000002,3.0,0.07937584803256445,0.04985698166870485,0.2903225806451613,OK,44.8,OK,21.634311695698287,21.634311695698287,4,1,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,default,default,default,60,20260513,20260513,,25.8,25.8,25.8,14.86,14.86,FRESH,0.537,,False,0.3,True,MATURE,5934.0,11.089,0.747,0.747,0.0,0.0,,v22_calibrated,,,,,,True,33.9,,ELITE_SCORE,MATURE,5934,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True,
268,097950,CJ제일제당,KOSPI,유통·소비재,208500,161.36,31388.0,0.0,,NEUTRAL,NEUTRAL,4,False,1,False,25.4,25.4,0.0,22.7,81.8,0.0,24.5,34.8,81.8,0.0,5.8,0.0,RR5.8 + 진입적정,0,208500.0,201000.0,252000.0,270000.0,,-2.38,1.17,221807,-1.42,특이사항 없음,0,-9.78,28.0,-10.5,AI 강점,,저점 이탈,조건 미충족,CAUTION,46.3,기타 식품 제조업,16136291500.0,35.6,15.57,0,0,-1.88,-9.35,-10.9,-13.31,-8.75,-8.95,-18.21,-23.61,-35.7,0.829,0.573,0,8.1,0,1,1.11,0.02,0,0,0,0,-1,243750.0,-6.0,-0.3183,True,X,▼,225333,▼,X,X,0.94,250,0,-1,-1,1,293000.0,enter,100.0,SWING+PM_BLOCK_INTRADAY+EF:정상,3.6,5.0,5.8,normal,7.0,v1_sl_first_gap_at_open,SWING+PM_BLOCK_INTRADAY+EF:정상,SWING_20D,80,FIBO_1.272,40,FIBO_1.618,25,0.0,기타 식품 제조업,6.264444444444444,14.938888888888888,7.0,0.040596094552929084,-0.08323878517561127,0.44,OK,81.8,OK,38.46953609586104,38.46953609586104,4,1,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,default,default,default,60,20260513,20260513,,25.4,25.4,25.4,14.86,14.86,FRESH,0.537,,False,0.3,True,MATURE,5934.0,5.8,0.746,0.746,0.0,0.0,,v22_calibrated,,,,,,True,20.9,,ELITE_SCORE,MATURE,5934,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True,
269,003030,세아제강지주,KOSPI,금융,182300,56.6,7550.2,0.0,,NEUTRAL,NEUTRAL,4,False,1,False,25.0,25.0,5.2,22.7,69.1,0.0,24.4,32.3,63.9,20.1,10.58,0.0,RR10.6 + 진입적정,0,182300.0,175100.0,258500.0,298500.0,,-2.4,0.65,199393,31.31,특이사항 없음,0,-9.93,36.9,-16.12,AI 강점,,저점 이탈,조건 미충족,CAUTION,46.3,기타 금융업,5660370550.0,40.1,32.41,0,0,-1.67,-17.14,-18.25,-23.24,24.95,22.6,-28.14,10.09,-4.15,0.494,0.184,1,12.0,1,0,1.29,0.02,0,0,0,0,-1,236350.0,-8.57,-0.5886,True,O,▲,205903,▼,X,X,0.54,250,0,1,1,1,347000.0,enter,100.0,SWING+PM_BLOCK_INTRADAY+EF:정상,3.95,5.0,10.6,normal,7.0,v1_sl_first_gap_at_open,SWING+PM_BLOCK_INTRADAY+EF:정상,SWING_20D,80,FIBO_1.272,40,FIBO_1.618,25,0.0,기타 금융업,-3.1687179487179487,16.720000000000002,8.0,0.08972651046156258,-0.4665265948981365,0.14705882352941177,OK,69.1,OK,20.389310360388414,20.389310360388414,2,0,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,default,default,default,60,20260513,20260513,,25.0,25.0,25.0,14.86,14.86,FRESH,0.537,,False,0.3,True,MATURE,5934.0,10.583,0.745,0.745,0.0,0.0,,v22_calibrated,,,,,,True,41.8,,ELITE_SCORE,MATURE,5934,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True,
270,050890,쏠리드,KOSDAQ,IT/전기전자,16650,490.73,10116.0,0.0,,NEUTRAL,NEUTRAL,4,False,1,False,26.1,26.1,27.7,13.9,47.4,0.0,24.2,29.7,33.5,58.1,2.97,0.0,RR3.0 + 진입적정,0,16650.0,15220.0,20900.0,22200.0,,-0.86,0.28,15179,-0.05,특이사항 없음,5,-1.88,50.5,-3.2,거래품질 우수,,,조건 미충족,CAUTION,46.3,통신 및 방송 장비 제조업,49072996100.0,70.6,20.58,1,0,-4.31,-9.71,-0.77,-4.03,83.98,116.51,-8.93,69.12,89.76,0.37,0.37,0,12.0,0,0,2.84,0.18,0,0,0,0,1,14824.0,9.69,-0.3097,False,O,▲,18232,▼,X,X,-1.72,250,0,1,1,1,24700.0,enter,100.0,SWING+PM_BLOCK_INTRADAY+EF:정상,8.59,5.0,3.0,normal,7.0,v1_sl_first_gap_at_open,SWING+PM_BLOCK_INTRADAY+EF:정상,SWING_20D,80,ATR_3.5x,45,FIBO_1.272,40,0.0,통신 및 방송 장비 제조업,3.911222222222222,20.537,6.0,0.09515229515229515,0.03148229241646694,0.0,OK,47.4,OK,11.0,11.0,6,1,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,default,default,default,60,20260513,20260513,,26.1,26.1,26.1,14.86,14.86,FRESH,0.537,,False,0.3,True,MATURE,5934.0,2.972,0.748,0.748,0.0,0.0,,v22_calibrated,,,,,,True,25.5,,ELITE_SCORE,MATURE,5934,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True,
271,086900,메디톡스,KOSDAQ,기타,102200,55.86,7459.1,0.0,,NEUTRAL,NEUTRAL,4,False,1,False,23.2,23.2,0.0,36.0,44.1,0.0,24.2,26.7,44.1,44.9,1.36,0.0,RR1.4 + 진입적정,0,102200.0,95500.0,111300.0,121400.0,,0.22,1.33,112180,-15.77,특이사항 없음,2,-2.38,46.5,-3.01,,,,조건 미충족,CAUTION,46.3,기초 의약물질 제조업,5585798700.0,60.0,9.02,1,1,-4.75,-0.29,-5.46,2.0,-22.4,-19.78,-2.9,-37.26,-46.53,0.922,0.236,0,8.1,0,0,1.3,0.29,0,0,0,0,-1,109520.0,-8.9,-0.0196,True,X,▼,103451,▼,X,X,-0.65,250,0,-1,-1,1,134900.0,enter,100.0,SWING+PM_BLOCK_INTRADAY+EF:정상,6.56,5.0,1.4,normal,7.0,v1_sl_first_gap_at_open,SWING+PM_BLOCK_INTRADAY+EF:정상,SWING_20D,80,VP_RESISTANCE,65,SWING_60D,60,0.0,기초 의약물질 제조업,15.605078125,25.927343750000002,3.0,0.04025719876991893,0.07480860045339358,0.029411764705882353,OK,44.1,OK,34.18254266371855,34.18254266371855,6,1,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,default,default,default,60,20260513,20260513,,23.2,23.2,23.2,14.86,14.86,FRESH,0.537,,False,0.3,True,MATURE,5934.0,1.358,0.745,0.745,0.0,0.0,,v22_calibrated,,,,,,True,8.9,,ELITE_SCORE,MATURE,5934,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True,
272,017900,광전자,KOSPI,반도체,11250,343.48,6518.7,0.0,,NEUTRAL,NEUTRAL,4,False,1,False,23.5,23.5,15.8,28.1,29.8,0.0,24.0,24.6,14.0,82.5,6.63,0.0,밸런스우수 + RR6.6 + 진입적정,0,11250.0,9560.0,22450.0,28100.0,,0.62,0.24,8759,246.99,특이사항 없음,0,-0.6,46.5,-5.47,,,,조건 미충족,CAUTION,46.3,반도체 제조업,34347629375.0,58.4,61.62,0,0,-10.79,7.24,-4.26,6.84,480.5,519.83,1.94,465.64,493.08,0.225,0.134,1,12.0,0,0,1.49,0.1,0,0,0,0,-1,14336.0,28.44,0.5805,False,O,▲,11261,▲,X,X,-4.04,248,0,1,1,1,35250.0,enter,100.0,NORMAL+WARN:ATR%=21.0% > 20% — 이상치 의심+PM_BLOCK_INTRADAY+EF:정상,15.02,5.0,6.6,normal,7.0,v1_sl_first_gap_at_open,NORMAL+WARN:ATR%=21.0% > 20% — 이상치 의심+PM_BLOCK_INTRADAY+EF:정상,SWING_20D,80,FIBO_1.272,40,FIBO_1.618,25,0.0,반도체 제조업,4.6030303030303035,49.35212121212121,1.0,0.40708838349448456,0.40350207369412094,0.017857142857142856,OK,29.8,OK,18.126226382259283,18.126226382259283,6,1,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,default,default,default,60,20260513,20260513,,23.5,23.5,23.5,14.86,14.86,FRESH,0.537,,False,0.3,True,MATURE,5934.0,6.627,0.745,0.745,0.0,0.0,,v22_calibrated,,,,,,True,99.6,,ELITE_SCORE,MATURE,5934,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True,
273,368770,파이버프로,KOSDAQ,기타,22800,89.56,7490.8,0.0,,NEUTRAL,NEUTRAL,4,False,1,False,23.5,23.5,4.4,27.4,54.1,0.0,23.8,28.6,49.7,37.9,2.09,0.0,RR2.1 + 진입적정,0,22800.0,19380.0,29950.0,34900.0,,-0.03,0.22,21091,-2.68,특이사항 없음,4,-8.8,36.2,-4.35,거래품질 우수,,저점 이탈,조건 미충족,CAUTION,46.3,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",8955588725.0,25.6,21.68,1,0,0.0,1.11,-6.75,-1.3,44.4,274.38,-6.2,29.54,247.63,0.222,0.222,0,12.0,0,0,2.39,0.27,0,0,0,0,1,18340.0,8.1,0.2462,False,O,▲,22332,▼,O,X,-1.75,250,0,1,1,1,41150.0,enter,100.0,NORMAL+PM_BLOCK_INTRADAY+EF:정상,15.0,5.0,2.1,normal,7.0,v1_sl_first_gap_at_open,NORMAL+PM_BLOCK_INTRADAY+EF:정상,SWING_20D,80,FIBO_1.272,40,FIBO_1.618,25,0.0,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",15.605078125,25.927343750000002,3.0,0.0968045112781955,-0.005152302973223702,0.4444444444444444,OK,54.1,OK,15.075022698982863,15.075022698982863,6,1,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,default,default,default,60,20260513,20260513,,23.5,23.5,23.5,14.86,14.86,FRESH,0.537,,False,0.3,True,MATURE,5934.0,2.091,0.745,0.745,0.0,0.0,,v22_calibrated,,,,,,True,31.4,,ELITE_SCORE,MATURE,5934,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True,
274,006360,GS건설,KOSPI,건설·부동산,33200,304.27,28413.1,0.0,,NEUTRAL,NEUTRAL,4,False,1,False,24.9,24.9,9.2,11.3,83.6,0.0,23.4,34.7,74.4,7.0,7.28,0.0,RR7.3 + 진입적정,0,33200.0,31600.0,44850.0,52100.0,,-0.85,0.26,33356,73.65,특이사항 없음,0,-8.56,26.5,-14.5,AI 강점,,저점 이탈,조건 미충족,CAUTION,46.3,건물 건설업,30427084450.0,41.2,29.43,0,0,-2.35,-6.35,-18.53,-8.54,55.14,74.92,-13.44,40.28,48.17,0.42,0.189,1,12.0,0,0,1.54,0.05,0,0,0,0,1,33150.0,-0.47,-0.3082,True,O,▲,35504,▼,X,X,-2.94,250,0,1,1,1,61200.0,enter,100.0,SWING+PM_BLOCK_INTRADAY+EF:정상,4.82,5.0,7.3,normal,7.0,v1_sl_first_gap_at_open,SWING+PM_BLOCK_INTRADAY+EF:정상,SWING_20D,80,FIBO_1.272,40,FIBO_1.618,25,0.0,건물 건설업,-7.66875,-11.5225,16.0,0.08261617900172116,-0.05409086170745047,0.45454545454545453,OK,83.6,OK,5.634847585125655,5.634847585125655,2,0,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,default,default,default,60,20260513,20260513,,24.9,24.9,24.9,14.86,14.86,FRESH,0.537,,False,0.3,True,MATURE,5934.0,7.281,0.745,0.745,0.0,0.0,,v22_calibrated,,,,,,True,35.1,,ELITE_SCORE,MATURE,5934,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True,
275,310210,보로노이,KOSDAQ,기타,266000,244.35,48949.8,0.0,,NEUTRAL,NEUTRAL,4,False,1,False,22.1,22.1,2.9,35.7,33.1,0.0,23.1,23.9,32.8,59.0,5.7,0.0,RR5.7 + 진입적정,0,266000.0,247500.0,371500.0,421000.0,,-0.95,0.88,301634,25.6,특이사항 없음,3,-8.26,32.4,-9.94,,,저점 이탈,조건 미충족,CAUTION,46.3,자연과학 및 공학 연구개발업,24435148500.0,41.8,23.45,0,0,-2.92,-6.01,-13.07,-10.44,21.74,21.18,-15.34,6.88,-5.57,0.397,0.183,1,12.0,0,0,0.97,0.09,0,0,0,0,-1,328600.0,-11.81,-0.1715,True,X,▲,275288,▼,X,X,3.47,250,0,1,1,1,479000.0,enter,100.0,SWING+PM_BLOCK_INTRADAY+EF:정상,6.95,5.0,5.7,normal,7.0,v1_sl_first_gap_at_open,SWING+PM_BLOCK_INTRADAY+EF:정상,SWING_20D,80,FIBO_1.272,40,FIBO_1.618,25,0.0,자연과학 및 공학 연구개발업,15.605078125,25.927343750000002,3.0,0.07800751879699248,-0.2394755330229938,0.0,OK,33.1,OK,24.904917433484513,24.904917433484513,0,0,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,default,default,default,60,20260513,20260513,,22.1,22.1,22.1,14.86,14.86,FRESH,0.537,,False,0.3,True,MATURE,5934.0,5.703,0.745,0.745,0.0,0.0,,v22_calibrated,,,,,,True,39.7,,ELITE_SCORE,MATURE,5934,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True,
276,139130,iM금융지주,KOSPI,금융,18220,132.34,29265.8,0.0,,NEUTRAL,NEUTRAL,4,False,1,False,23.1,23.1,5.9,45.5,12.7,0.0,22.9,21.4,39.6,50.5,1.75,0.0,RR1.8 + 진입적정,0,18220.0,17460.0,19550.0,22000.0,,-1.29,0.83,18317,28.03,특이사항 없음,3,-0.88,37.7,-3.64,,,,조건 미충족,CAUTION,46.3,기타 금융업,13234145055.0,35.4,7.37,1,1,-1.35,-4.0,-4.21,0.39,-1.57,26.0,-4.51,-16.43,-0.75,0.282,0.235,1,7.2,0,0,1.34,0.14,0,0,0,0,1,17561.0,-0.53,-0.1799,True,O,▲,19004,▼,X,X,1.52,250,0,1,1,1,,enter,100.0,SWING+PM_BLOCK_INTRADAY+EF:정상,4.17,5.0,1.8,normal,7.0,v1_sl_first_gap_at_open,SWING+PM_BLOCK_INTRADAY+EF:정상,SWING_20D,80,SWING_60D,60,,0,0.0,기타 금융업,-3.1687179487179487,16.720000000000002,8.0,0.03610631958601224,-0.000295446187146075,0.14864864864864866,OK,12.7,OK,27.443851775312446,27.443851775312446,4,1,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,default,default,default,60,20260513,20260513,,23.1,23.1,23.1,14.86,14.86,FRESH,0.537,,False,0.3,True,MATURE,5934.0,1.75,0.745,0.745,0.0,0.0,,v22_calibrated,,,,,,True,7.3,,ELITE_SCORE,MATURE,5934,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True,
277,011170,롯데케미칼,KOSPI,화학·소재,86300,247.66,36915.2,0.0,,NEUTRAL,NEUTRAL,4,False,1,False,23.2,23.2,12.9,15.3,59.4,0.0,22.6,29.2,46.5,41.9,7.9,0.0,RR7.9 + 진입적정,0,86300.0,82100.0,119500.0,133300.0,,-2.58,0.76,90222,17.22,특이사항 없음,0,-2.87,47.8,-10.34,,,,조건 미충족,CAUTION,46.3,기초 화학물질 제조업,24765571900.0,58.5,37.4,0,0,-3.14,-14.38,-6.4,-2.6,12.66,-0.8,-7.5,-2.2,-27.55,0.337,0.271,1,12.0,0,0,1.32,0.05,0,0,0,0,-1,117130.0,-4.35,-0.6778,True,O,▲,102920,▼,X,X,0.67,250,0,1,1,1,150900.0,enter,100.0,SWING+PM_BLOCK_INTRADAY+EF:정상,4.87,5.0,7.9,normal,7.0,v1_sl_first_gap_at_open,SWING+PM_BLOCK_INTRADAY+EF:정상,SWING_20D,80,FIBO_1.272,40,FIBO_1.618,25,0.0,기초 화학물질 제조업,-5.82590909090909,7.141818181818182,12.0,0.10130773050819401,-0.03379442406811554,0.0196078431372549,OK,59.4,OK,13.79927090365353,13.79927090365353,4,1,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,default,default,default,60,20260513,20260513,,23.2,23.2,23.2,14.86,14.86,FRESH,0.537,,False,0.3,True,MATURE,5934.0,7.905,0.745,0.745,0.0,0.0,,v22_calibrated,,,,,,True,38.5,,ELITE_SCORE,MATURE,5934,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True,
278,097230,HJ중공업,KOSPI,건설·부동산,24550,278.29,22167.5,0.0,,NEUTRAL,NEUTRAL,4,False,1,False,25.9,25.9,23.2,0.0,83.0,0.0,22.2,35.4,83.0,0.0,10.28,0.0,RR10.3 + 진입적정,0,24550.0,23650.0,33800.0,37900.0,,-2.03,0.41,27091,-10.93,특이사항 없음,0,-7.75,37.6,-13.99,AI 강점,,저점 이탈,조건 미충족,CAUTION,46.3,토목 건설업,27828979675.0,64.5,29.85,0,0,-3.35,-11.85,-20.81,-5.58,4.03,12.61,-10.48,-10.83,-14.14,0.599,0.344,0,12.0,0,0,2.0,0.02,0,0,0,0,-1,29965.0,-9.38,-0.3768,True,X,▲,26467,▼,X,X,1.57,250,0,1,1,1,43100.0,enter,100.0,SWING+PM_BLOCK_INTRADAY+EF:정상,3.67,5.0,10.3,normal,7.0,v1_sl_first_gap_at_open,SWING+PM_BLOCK_INTRADAY+EF:정상,SWING_20D,80,FIBO_1.272,40,FIBO_1.618,25,0.0,토목 건설업,-7.66875,-11.5225,16.0,0.07957521093977306,-0.0016484051376729895,0.2571428571428571,OK,83.0,OK,9.133186060755753,9.133186060755753,2,0,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,default,default,default,60,20260513,20260513,,25.9,25.9,25.9,14.86,14.86,FRESH,0.537,,False,0.3,True,MATURE,5934.0,10.278,0.747,0.747,0.0,0.0,,v22_calibrated,,,,,,True,37.7,,ELITE_SCORE,MATURE,5934,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True,
