시장,종목명,종목코드,업종,종가,거래대금(억원),시가총액(억원),RSI14,MFI14,이격도,MACD_Hist,MACD_Slope,거래강도,ret_5d_%,ret_10d_%,EBS,통과,근거,추천매수가,손절가,추천매도가1,추천매도가2,RR1,Now%,LDY_SCORE,ROUTE,AI_COMMENT,기준일,시총기준일
KOSDAQ,대주전자재료,078600,기타,76200,66.98,11796.2,,61.6,3.79,233.0385,248.44834,0.94,11.4,4.38,6,★,"MACD상승, 20선근접, 정배열(단), 장기추세(120↑), 자금유입(MFI), MACD>Sig",75600,70300,83600,91500,1.509433962264151,0.7936507936507936,67.3,🔺 Watch (관찰·돌파예상),💸 자금 유입이 꾸준히 이어지고 있습니다. 🚀 상승 에너지가 폭발적으로 증가하는 중입니다. ,20251202,20251202
KOSPI,DB하이텍,000990,기타,65000,168.22,28278.0,,42.4,1.9,-367.5299,110.54082,0.26,5.01,-3.7,4,★,"MACD상승, 20선근접, 정배열(단), 장기추세(120↑)",65000,60400,70500,76400,1.1956521739130435,0.0,66.9,🔺 Watch (관찰·돌파예상),🚀 상승 에너지가 폭발적으로 증가하는 중입니다. ✅ 20일선 부근의 안전한 눌림목 구간입니다.,20251202,20251202
KOSPI,SK이노베이션,096770,화학,115500,211.77,195256.0,,31.1,-2.21,-697.4063,197.79646,0.66,4.05,-0.43,3,,"MACD상승, 정배열(단), 장기추세(120↑)",115500,107600,125000,135200,1.2025316455696202,0.0,66.7,🔺 Watch (관찰·돌파예상),🚀 상승 에너지가 폭발적으로 증가하는 중입니다. ,20251202,20251202
KOSPI,한온시스템,018880,기타,3695,196.78,25080.3,,59.7,-3.16,-33.1865,7.3921,1.47,4.67,2.5,4,★,"MACD상승, 거래량↑, 정배열(단), 장기추세(120↑)",3695,3435,4005,4340,1.1923076923076923,0.0,66.7,🔺 Watch (관찰·돌파예상),📈 상승 추세가 견고하게 유지되고 있습니다. ,20251202,20251202
KOSDAQ,HPSP,403870,기타,31250,100.18,26093.3,,63.5,1.64,160.0862,128.79406,0.57,10.62,4.52,5,★,"MACD상승, 20선근접, 장기추세(120↑), 자금유입(MFI), MACD>Sig",31250,29050,33900,36700,1.2045454545454546,0.0,66.7,🔺 Watch (관찰·돌파예상),💸 자금 유입이 꾸준히 이어지고 있습니다. 🚀 상승 에너지가 폭발적으로 증가하는 중입니다. ✅ 20일선 부근의 안전한 눌림목 구간입니다.,20251202,20251202
KOSDAQ,실리콘투,257720,기타,45100,261.85,27588.5,,75.8,2.51,16.0635,16.24574,0.56,0.78,0.45,3,,"MACD상승, 20선근접, 자금유입(MFI), MACD>Sig",45100,41950,48900,53000,1.2063492063492063,0.0,66.5,🔺 Watch (상승 준비),💰 외국인/기관의 강력한 수급이 집중되고 있습니다. 📈 상승 추세가 견고하게 유지되고 있습니다. ,20251202,20251202
KOSPI,더존비즈온,012510,기타,94500,203.07,28711.7,,53.4,2.82,3.3647,74.76227,0.74,2.49,2.16,5,★,"MACD상승, 20선근접, 정배열(단), 장기추세(120↑), MACD>Sig",94500,88300,101900,109900,1.1935483870967742,0.0,66.4,🔺 Watch (관찰·돌파예상),📈 상승 추세가 견고하게 유지되고 있습니다. ,20251202,20251202
KOSPI,코웨이,021240,기타,88900,163.23,63927.2,,47.9,0.2,259.3783,119.02854,0.8,-0.11,2.3,2,,"MACD상승, 20선근접, MACD>Sig",88900,82800,96200,104200,1.1967213114754098,0.0,66.4,↩️ PULL (눌림),🚀 상승 에너지가 폭발적으로 증가하는 중입니다. ✅ 20일선 부근의 안전한 눌림목 구간입니다.,20251202,20251202
KOSDAQ,티로보틱스,117730,기타,16710,109.0,3610.2,,45.9,0.52,-76.1949,76.99565,0.51,11.55,9.65,4,★,"MACD상승, 20선근접, 정배열(단), 장기추세(120↑)",16710,15540,18110,19630,1.1965811965811965,0.0,66.3,🔺 Watch (관찰·돌파예상),📈 상승 추세가 견고하게 유지되고 있습니다. ✅ 20일선 부근의 안전한 눌림목 구간입니다.,20251202,20251202
KOSPI,엔케이,085310,기타,1372,118.93,1082.2,,71.7,0.72,-6.5206,5.83763,1.09,11.18,-10.56,4,★,"MACD상승, 20선근접, 장기추세(120↑), 자금유입(MFI)",1372,1276,1487,1612,1.1979166666666667,0.0,66.2,🔺 Watch (관찰·돌파예상),💰 외국인/기관의 강력한 수급이 집중되고 있습니다. 📈 상승 추세가 견고하게 유지되고 있습니다. ✅ 20일선 부근의 안전한 눌림목 구간입니다.,20251202,20251202
KOSPI,한미약품,128940,기타,430000,641.96,55087.3,,41.5,-5.44,-6151.9251,-1279.1779,0.98,-3.26,-6.72,2,,"정배열(단), 장기추세(120↑)",430000,400000,466000,505000,1.2,0.0,66.1,🔁 MR (반전),📉 과매도 구간으로 기술적 반등이 기대됩니다.,20251202,20251202
KOSPI,삼성물산,028260,유통업,224500,527.7,381597.3,,46.6,0.96,-402.0519,-253.18832,0.7,-1.75,4.66,3,,"20선근접, 정배열(단), 장기추세(120↑)",224500,209000,243500,264000,1.2258064516129032,0.0,66.1,↩️ PULL (눌림),✅ 20일선 부근의 안전한 눌림목 구간입니다.,20251202,20251202
KOSPI,LS,006260,기타,174100,256.08,55189.7,,22.8,-10.15,-3012.8022,278.8924,0.74,-1.86,-9.32,1,,"MACD상승, 정배열(단)",174100,161900,188700,204500,1.1967213114754098,0.0,66.1,↩️ PULL (눌림),🚀 상승 에너지가 폭발적으로 증가하는 중입니다. 📉 과매도 구간으로 기술적 반등이 기대됩니다.,20251202,20251202
KOSPI,GS,078930,기타,57600,104.51,53519.3,,46.6,0.66,-616.5778,26.55463,0.5,0.17,-2.21,4,★,"MACD상승, 20선근접, 정배열(단), 장기추세(120↑)",57600,53600,62400,67700,1.2,0.0,65.9,🔺 Watch (상승 준비),📈 상승 추세가 견고하게 유지되고 있습니다. ✅ 20일선 부근의 안전한 눌림목 구간입니다.,20251202,20251202
KOSPI,LG전자,066570,기타,87200,347.27,142036.9,,44.8,-1.02,-517.4614,190.30379,0.55,2.35,-0.46,3,,"MACD상승, 정배열(단), 장기추세(120↑)",87200,82000,93400,100100,1.1923076923076923,0.0,65.8,🔺 Watch (관찰·돌파예상),🚀 상승 에너지가 폭발적으로 증가하는 중입니다. ✅ 20일선 부근의 안전한 눌림목 구간입니다.,20251202,20251202
KOSPI,한국전력,015760,전기가스업,50900,1517.47,326759.7,,57.2,4.43,-46.6689,-81.88652,0.43,-1.17,2.83,3,,"20선근접, 정배열(단), 장기추세(120↑)",50200,46700,54400,59000,1.2,1.394422310756972,65.7,↩️ PULL (눌림),특이사항 없음. 기술적 지표를 참고하세요.,20251202,20251202
KOSDAQ,원익IPS,240810,기타,61700,174.24,30284.8,,47.3,-3.88,-780.0762,171.548,0.46,2.83,-0.64,3,,"MACD상승, 정배열(단), 장기추세(120↑)",61700,57400,66900,72500,1.2093023255813953,0.0,65.7,🔺 Watch (관찰·돌파예상),🚀 상승 에너지가 폭발적으로 증가하는 중입니다. ,20251202,20251202
KOSPI,한화시스템,272210,기타,45550,308.13,86052.8,,20.1,-9.24,-498.9703,88.42744,0.54,-1.41,-9.62,0,,MACD상승,45550,42350,49400,53500,1.203125,0.0,65.6,↩️ PULL (눌림),📈 상승 추세가 견고하게 유지되고 있습니다. 📉 과매도 구간으로 기술적 반등이 기대됩니다.,20251202,20251202
KOSPI,현대차2우B,005387,기타,197900,256.2,69193.6,,35.2,-0.7,-1563.1288,378.62783,0.98,1.28,-0.7,4,★,"MACD상승, 20선근접, 정배열(단), 장기추세(120↑)",197900,188400,209500,222000,1.2210526315789474,0.0,65.6,🔺 Watch (상승 준비),🚀 상승 에너지가 폭발적으로 증가하는 중입니다. ✅ 20일선 부근의 안전한 눌림목 구간입니다.,20251202,20251202
KOSPI,일진전기,103590,기타,53600,246.76,25559.4,,22.9,-6.63,-1179.3449,123.18681,0.59,0.56,-2.9,3,,"MACD상승, 정배열(단), 장기추세(120↑)",53600,49850,58100,63000,1.2,0.0,65.6,🔺 Watch (상승 준비),🚀 상승 에너지가 폭발적으로 증가하는 중입니다. 📉 과매도 구간으로 기술적 반등이 기대됩니다.,20251202,20251202
KOSPI,iM금융지주,139130,기타,14590,107.23,23643.8,,51.6,2.85,26.2779,10.64569,1.5,2.6,4.51,6,★,"MACD상승, 20선근접, 거래량↑, 정배열(단), 장기추세(120↑), MACD>Sig",14590,13940,15560,16540,1.4923076923076923,0.0,65.5,🔺 Watch (관찰·돌파예상),📈 상승 추세가 견고하게 유지되고 있습니다. ,20251202,20251202
KOSDAQ,큐로셀,372320,기타,42300,51.83,6105.0,,52.2,3.73,112.0415,80.3216,1.6,7.63,0.71,6,★,"MACD상승, 20선근접, 거래량↑, 정배열(단), 장기추세(120↑), MACD>Sig",42000,39050,46400,50800,1.4915254237288136,0.7142857142857143,65.5,🔺 Watch (관찰·돌파예상),📈 상승 추세가 견고하게 유지되고 있습니다. ,20251202,20251202
KOSPI,SKC,011790,기타,110500,121.79,41844.5,,49.5,-2.87,-788.9232,216.3923,0.4,3.37,-0.9,3,,"MACD상승, 정배열(단), 장기추세(120↑)",110500,102800,119800,129800,1.2077922077922079,0.0,65.3,🔺 Watch (관찰·돌파예상),🚀 상승 에너지가 폭발적으로 증가하는 중입니다. ,20251202,20251202
KOSDAQ,테크윙,089030,기타,47350,231.23,17544.9,,25.1,-10.13,-516.1399,219.2025,0.78,4.99,-10.49,2,,"MACD상승, 장기추세(120↑)",47350,44050,51300,55600,1.196969696969697,0.0,65.2,🔺 Watch (관찰·돌파예상),🚀 상승 에너지가 폭발적으로 증가하는 중입니다. 📉 과매도 구간으로 기술적 반등이 기대됩니다.,20251202,20251202
KOSDAQ,서진시스템,178320,기타,25400,52.88,14295.7,,66.5,4.73,168.9941,47.55546,0.62,4.74,12.39,6,★,"MACD상승, 20선근접, 정배열(단), 장기추세(120↑), 자금유입(MFI), MACD>Sig",25000,23250,27600,30250,1.4857142857142858,1.6,65.2,🔼 BRK (돌파),💸 자금 유입이 꾸준히 이어지고 있습니다. 📈 상승 추세가 견고하게 유지되고 있습니다. ,20251202,20251202
KOSDAQ,휴림로봇,090710,기타,5360,288.72,6402.9,,43.9,-3.84,-74.7567,31.07049,0.52,12.37,1.13,3,,"MACD상승, 정배열(단), 장기추세(120↑)",5360,4985,5810,6300,1.2,0.0,65.0,🔺 Watch (관찰·돌파예상),📈 상승 추세가 견고하게 유지되고 있습니다. ,20251202,20251202
KOSPI,삼성증권,016360,기타,80700,263.34,72065.1,,53.9,2.7,-37.3024,90.03003,0.78,3.99,3.73,4,★,"MACD상승, 20선근접, 정배열(단), 장기추세(120↑)",80700,76100,86200,92200,1.1956521739130435,0.0,65.0,🔺 Watch (관찰·돌파예상),📈 상승 추세가 견고하게 유지되고 있습니다. ,20251202,20251202
KOSPI,한국항공우주,047810,기타,105400,482.84,102738.8,,50.6,0.09,-101.8552,-237.18087,0.65,-2.95,-6.31,3,,"20선근접, 정배열(단), 장기추세(120↑)",105400,98000,114300,123800,1.2027027027027026,0.0,64.9,🔁 MR (반전),✅ 20일선 부근의 안전한 눌림목 구간입니다.,20251202,20251202
KOSDAQ,와이지엔터테인먼트,122870,기타,62800,114.64,11738.0,,43.3,-3.17,1152.9752,112.32977,0.57,6.98,1.95,1,,"MACD상승, MACD>Sig",62800,58400,68100,73800,1.2045454545454546,0.0,64.9,🔺 Watch (관찰·돌파예상),🚀 상승 에너지가 폭발적으로 증가하는 중입니다. ,20251202,20251202
KOSPI,종근당,185750,기타,87600,59.81,12091.2,,61.1,2.47,158.5546,20.75322,1.4,5.29,3.06,7,★,"MACD상승, 20선근접, 거래량↑, 정배열(단), 장기추세(120↑), 자금유입(MFI), MACD>Sig",87600,82900,94600,101700,1.4893617021276595,0.0,64.9,🔺 Watch (관찰·돌파예상),💸 자금 유입이 꾸준히 이어지고 있습니다. 📈 상승 추세가 견고하게 유지되고 있습니다. ,20251202,20251202
KOSPI,삼성에스디에스,018260,서비스업,170800,230.57,132161.3,,43.0,0.52,-83.6284,187.25621,0.8,1.79,4.72,4,★,"MACD상승, 20선근접, 정배열(단), 장기추세(120↑)",170800,161800,181600,193200,1.2,0.0,64.8,🔺 Watch (관찰·돌파예상),🚀 상승 에너지가 폭발적으로 증가하는 중입니다. ✅ 20일선 부근의 안전한 눌림목 구간입니다.,20251202,20251202
KOSDAQ,유진테크,084370,기타,80200,150.35,18378.7,,30.0,-9.34,-1572.6964,346.77372,0.61,3.89,-5.65,3,,"MACD상승, 정배열(단), 장기추세(120↑)",80200,74600,86900,94200,1.1964285714285714,0.0,64.8,🔺 Watch (관찰·돌파예상),🚀 상승 에너지가 폭발적으로 증가하는 중입니다. 📉 과매도 구간으로 기술적 반등이 기대됩니다.,20251202,20251202
KOSPI,한화,000880,기타,80300,111.56,60191.9,,28.9,-5.81,-712.4337,269.70183,0.57,3.35,-7.17,0,,MACD상승,80300,74700,87000,94400,1.1964285714285714,0.0,64.7,🔺 Watch (관찰·돌파예상),🚀 상승 에너지가 폭발적으로 증가하는 중입니다. 📉 과매도 구간으로 기술적 반등이 기대됩니다.,20251202,20251202
KOSPI,대덕전자,353200,기타,47500,519.18,23473.0,,49.3,-2.54,-873.4289,-153.13472,0.45,-10.21,-6.5,2,,"정배열(단), 장기추세(120↑)",47500,44200,51500,55800,1.2121212121212122,0.0,64.4,🔁 MR (반전),특이사항 없음. 기술적 지표를 참고하세요.,20251202,20251202
KOSDAQ,원익QnC,074600,기타,21850,70.48,5743.9,,67.2,3.75,165.0072,140.19064,1.25,13.92,8.44,6,★,"MACD상승, 20선근접, 거래량↑, 장기추세(120↑), 자금유입(MFI), MACD>Sig",21700,20150,23950,26250,1.4516129032258065,0.6912442396313364,64.3,🔼 BRK (돌파),💸 자금 유입이 꾸준히 이어지고 있습니다. 🚀 상승 에너지가 폭발적으로 증가하는 중입니다. ,20251202,20251202
KOSPI,현대차우,005385,기타,194500,282.79,45398.2,,31.0,-0.98,-1555.5985,336.76733,1.33,0.62,-0.71,5,★,"MACD상승, 20선근접, 거래량↑, 정배열(단), 장기추세(120↑)",194500,185300,205500,217500,1.1956521739130435,0.0,64.1,🔺 Watch (상승 준비),🚀 상승 에너지가 폭발적으로 증가하는 중입니다. ✅ 20일선 부근의 안전한 눌림목 구간입니다.,20251202,20251202
KOSPI,한화비전,489790,기타,43450,156.59,21937.2,,41.4,-5.45,-83.0685,8.39266,0.77,-2.14,-5.13,0,,MACD상승,43450,40400,47100,51100,1.1967213114754098,0.0,64.1,↩️ PULL (눌림),📈 상승 추세가 견고하게 유지되고 있습니다. 📉 과매도 구간으로 기술적 반등이 기대됩니다.,20251202,20251202
KOSPI,LG화학우,051915,기타,193900,85.91,14908.6,,41.8,-0.08,-1566.7016,262.83909,0.8,5.73,1.04,4,★,"MACD상승, 20선근접, 정배열(단), 장기추세(120↑)",193900,180300,210000,228000,1.1838235294117647,0.0,64.1,🔺 Watch (관찰·돌파예상),🚀 상승 에너지가 폭발적으로 증가하는 중입니다. ✅ 20일선 부근의 안전한 눌림목 구간입니다.,20251202,20251202
KOSPI,LG씨엔에스,064400,기타,58000,264.1,56193.8,,47.1,1.09,345.9628,51.26502,0.33,2.29,4.5,2,,"MACD상승, 20선근접, MACD>Sig",58000,54500,62200,66700,1.2,0.0,63.9,🔺 Watch (관찰·돌파예상),📈 상승 추세가 견고하게 유지되고 있습니다. ✅ 20일선 부근의 안전한 눌림목 구간입니다.,20251202,20251202
KOSPI,파미셀,005690,기타,16460,206.96,9878.8,,50.1,-5.87,-324.1137,19.3425,0.3,2.62,-12.07,3,,"MACD상승, 정배열(단), 장기추세(120↑)",16460,15310,17840,19340,1.2,0.0,63.9,🔺 Watch (관찰·돌파예상),📈 상승 추세가 견고하게 유지되고 있습니다. 📉 과매도 구간으로 기술적 반등이 기대됩니다.,20251202,20251202
KOSPI,현대글로비스,086280,운수창고,169400,273.06,127050.0,,47.0,3.62,691.5316,451.98859,1.18,5.88,5.02,4,★,"MACD상승, 20선근접, 장기추세(120↑), MACD>Sig",168400,159700,178800,190100,1.1954022988505748,0.5938242280285035,63.8,🔺 Watch (관찰·돌파예상),🚀 상승 에너지가 폭발적으로 증가하는 중입니다. ,20251202,20251202
KOSDAQ,JYP Ent.,035900,기타,68600,156.62,24375.3,,31.0,-0.77,161.8089,223.48736,0.6,8.89,-0.15,2,,"MACD상승, 20선근접, MACD>Sig",68600,64400,73600,79000,1.1904761904761905,0.0,63.8,🔺 Watch (관찰·돌파예상),🚀 상승 에너지가 폭발적으로 증가하는 중입니다. ✅ 20일선 부근의 안전한 눌림목 구간입니다.,20251202,20251202
KOSPI,롯데쇼핑,023530,기타,74600,50.33,21103.4,,65.3,4.64,142.2425,93.47992,0.73,4.92,2.19,6,★,"MACD상승, 20선근접, 정배열(단), 장기추세(120↑), 자금유입(MFI), MACD>Sig",73400,68700,80500,87500,1.5106382978723405,1.6348773841961852,63.8,🔺 Watch (관찰·돌파예상),💸 자금 유입이 꾸준히 이어지고 있습니다. 📈 상승 추세가 견고하게 유지되고 있습니다. ,20251202,20251202
KOSPI,에이피알,278470,기타,247500,902.72,92640.9,,80.0,5.12,2619.9783,-804.08669,0.46,-1.2,15.12,3,,"장기추세(120↑), 자금유입(MFI), MACD>Sig",242500,225500,263000,285000,1.2058823529411764,2.0618556701030926,63.7,↩️ PULL (눌림),💰 외국인/기관의 강력한 수급이 집중되고 있습니다. ⚠️ 단기 급등으로 인한 조정 가능성을 염두에 두세요.,20251202,20251202
KOSDAQ,엔켐,348370,기타,74200,127.24,16151.4,,36.5,2.36,838.072,473.33506,0.6,32.97,11.75,4,★,"MACD상승, 20선근접, 장기추세(120↑), MACD>Sig",74200,69000,80400,87200,1.1923076923076923,0.0,63.6,🔺 Watch (관찰·돌파예상),🚀 상승 에너지가 폭발적으로 증가하는 중입니다. ,20251202,20251202
KOSPI,유한양행,000100,의약품,120000,343.49,95962.1,,69.4,1.41,322.6989,-62.77722,0.54,4.8,0.08,4,★,"20선근접, 장기추세(120↑), 자금유입(MFI), MACD>Sig",120000,111600,130000,140900,1.1904761904761905,0.0,63.4,↩️ PULL (눌림),💸 자금 유입이 꾸준히 이어지고 있습니다. ✅ 20일선 부근의 안전한 눌림목 구간입니다.,20251202,20251202
KOSPI,두산퓨얼셀,336260,기타,31400,120.15,20565.0,,43.7,-6.85,-358.4589,112.19818,0.39,3.46,-3.98,3,,"MACD상승, 정배열(단), 장기추세(120↑)",31400,29200,34050,36900,1.2045454545454546,0.0,63.4,🔺 Watch (관찰·돌파예상),🚀 상승 에너지가 폭발적으로 증가하는 중입니다. 📉 과매도 구간으로 기술적 반등이 기대됩니다.,20251202,20251202
KOSPI,메리츠금융지주,138040,금융업,109800,200.43,192393.5,,33.8,-2.58,-245.4532,165.41725,0.6,2.14,1.76,0,,MACD상승,109800,103300,117600,126000,1.2,0.0,63.3,🔺 Watch (관찰·돌파예상),🚀 상승 에너지가 폭발적으로 증가하는 중입니다. ,20251202,20251202
KOSPI,기업은행,024110,금융업,21100,254.29,168256.9,,67.6,3.9,43.8719,32.25424,0.99,4.71,5.24,6,★,"MACD상승, 20선근접, 정배열(단), 장기추세(120↑), 자금유입(MFI), MACD>Sig",20900,20150,22100,23250,1.6,0.9569377990430622,63.2,🔼 BRK (돌파),💸 자금 유입이 꾸준히 이어지고 있습니다. 📈 상승 추세가 견고하게 유지되고 있습니다. ,20251202,20251202
KOSPI,HD현대건설기계,267270,기타,94900,92.02,16472.4,,53.2,2.4,384.2754,82.89913,0.73,2.37,6.99,4,★,"MACD상승, 20선근접, 장기추세(120↑), MACD>Sig",94900,88300,102900,111500,1.2121212121212122,0.0,63.1,🔺 Watch (관찰·돌파예상),📈 상승 추세가 견고하게 유지되고 있습니다. ,20251202,20251202
KOSPI,금호석유화학,011780,기타,119300,75.55,31055.9,,58.6,2.35,-90.8597,182.95512,0.72,5.02,2.93,4,★,"MACD상승, 20선근접, 정배열(단), 장기추세(120↑)",119300,111100,129200,139900,1.2073170731707317,0.0,63.1,🔺 Watch (관찰·돌파예상),🚀 상승 에너지가 폭발적으로 증가하는 중입니다. ,20251202,20251202
KOSPI,NH투자증권,005940,기타,21150,125.96,75366.8,,49.9,0.77,-50.6328,36.50128,0.73,2.92,2.92,4,★,"MACD상승, 20선근접, 정배열(단), 장기추세(120↑)",21150,19930,22600,24200,1.1885245901639345,0.0,63.0,🔺 Watch (관찰·돌파예상),📈 상승 추세가 견고하게 유지되고 있습니다. ✅ 20일선 부근의 안전한 눌림목 구간입니다.,20251202,20251202
KOSPI,세진중공업,075580,기타,17800,98.8,10119.2,,62.7,-6.35,-147.0265,49.00192,0.59,-1.49,-9.0,3,,"MACD상승, 장기추세(120↑), 자금유입(MFI)",17800,16550,19300,20900,1.2,0.0,63.0,↩️ PULL (눌림),💸 자금 유입이 꾸준히 이어지고 있습니다. 📈 상승 추세가 견고하게 유지되고 있습니다. 📉 과매도 구간으로 기술적 반등이 기대됩니다.,20251202,20251202
KOSDAQ,오리엔탈정공,014940,기타,8710,69.59,3969.5,,68.7,0.99,45.1373,29.79314,1.09,5.7,4.56,5,★,"MACD상승, 20선근접, 장기추세(120↑), 자금유입(MFI), MACD>Sig",8710,8100,9440,10230,1.1967213114754098,0.0,63.0,🔺 Watch (관찰·돌파예상),💸 자금 유입이 꾸준히 이어지고 있습니다. 📈 상승 추세가 견고하게 유지되고 있습니다. ✅ 20일선 부근의 안전한 눌림목 구간입니다.,20251202,20251202
KOSPI,포스코DX,022100,기타,26600,109.57,40441.2,,50.9,3.72,3.3018,110.67808,0.61,12.71,6.19,5,★,"MACD상승, 20선근접, 정배열(단), 장기추세(120↑), MACD>Sig",26400,24550,28650,31050,1.2162162162162162,0.7575757575757576,62.9,🔺 Watch (관찰·돌파예상),🚀 상승 에너지가 폭발적으로 증가하는 중입니다. ,20251202,20251202
KOSPI,SNT에너지,100840,기타,40300,52.38,8334.4,,51.5,0.39,405.1135,203.03613,0.85,8.04,1.13,2,,"MACD상승, 20선근접, MACD>Sig",40300,37500,43700,47350,1.2142857142857142,0.0,62.8,🔺 Watch (관찰·돌파예상),🚀 상승 에너지가 폭발적으로 증가하는 중입니다. ✅ 20일선 부근의 안전한 눌림목 구간입니다.,20251202,20251202
KOSDAQ,에스엠,041510,기타,106900,133.91,24474.4,,69.5,3.68,1599.8889,134.5421,0.73,10.78,2.2,3,,"MACD상승, 20선근접, 자금유입(MFI), MACD>Sig",106200,98800,115100,124800,1.2027027027027026,0.6591337099811676,62.7,🔺 Watch (관찰·돌파예상),💸 자금 유입이 꾸준히 이어지고 있습니다. 🚀 상승 에너지가 폭발적으로 증가하는 중입니다. ,20251202,20251202
KOSDAQ,티씨케이,064760,기타,149700,60.48,17477.5,,51.4,-3.08,-844.0103,597.20887,0.63,3.46,-2.98,2,,"MACD상승, 장기추세(120↑)",149700,139200,162300,175900,1.2,0.0,62.7,🔺 Watch (관찰·돌파예상),🚀 상승 에너지가 폭발적으로 증가하는 중입니다. ,20251202,20251202
KOSDAQ,에코프로비엠,247540,기타,159200,556.39,155699.7,,61.2,5.87,525.8913,662.49433,0.78,15.87,9.79,5,★,"MACD상승, 정배열(단), 장기추세(120↑), 자금유입(MFI), MACD>Sig",154900,144000,167900,182000,1.1926605504587156,2.775984506132989,62.6,🔼 BRK (돌파),💸 자금 유입이 꾸준히 이어지고 있습니다. 🚀 상승 에너지가 폭발적으로 증가하는 중입니다. ⚠️ 단기 급등으로 인한 조정 가능성을 염두에 두세요.,20251202,20251202
KOSPI,HD현대인프라코어,042670,기타,14710,99.75,27780.0,,56.9,3.88,115.2662,4.22818,0.58,2.29,8.64,4,★,"MACD상승, 20선근접, 장기추세(120↑), MACD>Sig",14590,13560,15810,17140,1.1844660194174756,0.822481151473612,62.6,🔺 Watch (관찰·돌파예상),📈 상승 추세가 견고하게 유지되고 있습니다. ,20251202,20251202
KOSDAQ,브이엠,089970,기타,25000,72.45,6023.9,,52.0,1.19,-249.1011,85.40935,0.62,2.88,0.81,4,★,"MACD상승, 20선근접, 정배열(단), 장기추세(120↑)",25000,23250,27100,29400,1.2,0.0,62.6,🔺 Watch (관찰·돌파예상),📈 상승 추세가 견고하게 유지되고 있습니다. ✅ 20일선 부근의 안전한 눌림목 구간입니다.,20251202,20251202
KOSPI,현대모비스,012330,화학,317000,912.63,287622.3,,73.8,6.39,2296.7965,787.22845,1.64,8.01,9.88,5,★,"MACD상승, 거래량↑, 장기추세(120↑), 자금유입(MFI), MACD>Sig",307000,291000,325500,346000,1.15625,3.257328990228013,62.5,🔼 BRK (돌파),💰 외국인/기관의 강력한 수급이 집중되고 있습니다. 🚀 상승 에너지가 폭발적으로 증가하는 중입니다. ⚠️ 단기 급등으로 인한 조정 가능성을 염두에 두세요.,20251202,20251202
KOSPI,HD현대마린솔루션,443060,기타,181700,187.88,81454.7,,9.8,-12.4,-3003.2444,110.71433,0.34,-3.25,-9.15,0,,MACD상승,181700,169000,197000,213500,1.204724409448819,0.0,62.5,↩️ PULL (눌림),🚀 상승 에너지가 폭발적으로 증가하는 중입니다. 📉 과매도 구간으로 기술적 반등이 기대됩니다.,20251202,20251202
KOSPI,대한유화,006650,기타,143000,52.47,9295.0,,41.8,0.32,-1138.0222,20.08854,0.71,5.46,0.07,4,★,"MACD상승, 20선근접, 정배열(단), 장기추세(120↑)",143000,133000,155000,168000,1.2,0.0,62.5,🔺 Watch (관찰·돌파예상),📈 상승 추세가 견고하게 유지되고 있습니다. ✅ 20일선 부근의 안전한 눌림목 구간입니다.,20251202,20251202
KOSPI,POSCO홀딩스,005490,철강금속,309000,444.62,250082.8,,47.5,-0.39,-1165.6064,-2.46172,0.45,2.66,-1.12,3,,"20선근접, 정배열(단), 장기추세(120↑)",309000,288500,333500,360500,1.1951219512195121,0.0,62.4,↩️ PULL (눌림),✅ 20일선 부근의 안전한 눌림목 구간입니다.,20251202,20251202
KOSPI,현대제철,004020,기타,30450,99.8,40634.2,,40.9,-1.13,53.5648,50.38382,0.9,3.92,0.83,1,,"MACD상승, MACD>Sig",30450,28600,32650,35100,1.1891891891891893,0.0,62.1,🔺 Watch (관찰·돌파예상),📈 상승 추세가 견고하게 유지되고 있습니다. ✅ 20일선 부근의 안전한 눌림목 구간입니다.,20251202,20251202
KOSDAQ,에스앤에스텍,101490,기타,52600,138.31,11222.1,,58.9,3.66,583.9978,256.88973,1.13,17.94,10.04,4,★,"MACD상승, 20선근접, 장기추세(120↑), MACD>Sig",52300,48600,56700,61400,1.1891891891891893,0.5736137667304015,62.0,🔼 BRK (돌파),🚀 상승 에너지가 폭발적으로 증가하는 중입니다. ,20251202,20251202
KOSPI,LG디스플레이,034220,기타,12510,130.05,62550.0,,29.9,-3.08,-16.1784,21.8767,0.57,2.29,3.13,2,,"MACD상승, 장기추세(120↑)",12510,11720,13450,14480,1.1898734177215189,0.0,62.0,🔺 Watch (관찰·돌파예상),📈 상승 추세가 견고하게 유지되고 있습니다. ,20251202,20251202
KOSPI,에코프로머티,450080,기타,60200,96.53,42099.3,,54.5,0.8,-141.4244,237.77689,0.5,13.37,3.26,4,★,"MACD상승, 20선근접, 정배열(단), 장기추세(120↑)",60200,56000,65300,70700,1.2142857142857142,0.0,62.0,🔺 Watch (관찰·돌파예상),🚀 상승 에너지가 폭발적으로 증가하는 중입니다. ✅ 20일선 부근의 안전한 눌림목 구간입니다.,20251202,20251202
KOSDAQ,코미코,183300,기타,88800,82.42,9289.1,,40.3,-6.38,-358.9543,439.77071,0.68,9.77,-0.22,2,,"MACD상승, 장기추세(120↑)",88800,82600,96300,104300,1.2096774193548387,0.0,62.0,🔺 Watch (관찰·돌파예상),🚀 상승 에너지가 폭발적으로 증가하는 중입니다. 📉 과매도 구간으로 기술적 반등이 기대됩니다.,20251202,20251202
