시장,종목명,종목코드,종가,거래대금(억원),시가총액(억원),RSI14,乖離%,MACD_hist,MACD_slope,Vol_Z,ret_5d_%,ret_10d_%,EBS,통과,근거,추천매수가,추천매도가1,추천매도가2,손절가
KOSPI,한전KPS,051600,53400,148.92,24030.0,54.5,3.9,222.3124,76.28316,1.18,6.16,5.33,6,초입,"RSI 45~65, MACD상승, MA20 근처, 상승구조, MACD>sig, 과열아님",51910,53960,56020,49850
KOSDAQ,수젠텍,253840,7630,107.03,1277.5,62.6,9.23,91.8833,11.10728,1.56,6.86,12.7,6,초입,"RSI 45~65, MACD상승, 거래량증가, 상승구조, MACD>sig, 과열아님",7050,7330,7610,6780
KOSDAQ,큐로셀,372320,42900,73.6,6191.6,62.3,8.63,340.7922,121.53902,2.73,8.2,13.04,6,초입,"RSI 45~65, MACD상승, 거래량증가, 상승구조, MACD>sig, 과열아님",39890,41470,43050,38310
KOSPI,삼성화재우,000815,358000,71.81,11096.2,59.0,2.14,2392.8924,-1460.61561,1.27,-3.37,7.51,6,초입,"RSI 45~65, MA20 근처, 거래량증가, 상승구조, MACD>sig, 과열아님",354000,368020,382040,339980
KOSDAQ,엘앤케이바이오,156100,9460,70.14,1963.5,49.9,1.77,58.2618,-32.94987,3.14,3.5,6.29,6,초입,"RSI 45~65, MA20 근처, 거래량증가, 상승구조, MACD>sig, 과열아님",9390,9760,10130,9020
KOSDAQ,슈어소프트테크,298830,5120,67.76,2694.1,58.6,2.6,-18.5086,15.97044,1.85,4.07,-8.57,6,초입,"RSI 45~65, MACD상승, MA20 근처, 거래량증가, 상승구조, 과열아님",5040,5240,5440,4840
KOSPI,풀무원,017810,13800,65.69,5260.6,53.7,3.29,69.0802,46.29062,3.64,3.84,5.99,6,초입,"RSI 45~65, MACD상승, MA20 근처, 거래량증가, MACD>sig, 과열아님",13490,14030,14560,12960
KOSDAQ,씨젠,096530,26350,58.84,13761.5,48.8,2.11,28.9019,47.26491,1.11,1.54,4.56,6,초입,"RSI 45~65, MACD상승, MA20 근처, 상승구조, MACD>sig, 과열아님",26060,27100,28130,25030
KOSPI,삼성전자,005930,100600,17241.31,5955155.7,51.4,-0.72,-1151.5102,30.58304,0.66,0.0,-9.45,5,초입,"RSI 45~65, MACD상승, MA20 근처, 상승구조, 과열아님",100600,102910,105230,98290
KOSPI,파미셀,005690,19270,3573.42,11565.3,63.4,12.86,-41.1226,53.57782,2.88,6.82,5.88,5,초입,"RSI 45~65, MACD상승, 거래량증가, 상승구조, 과열아님",17250,17930,18610,16560
KOSPI,한국전력,015760,49300,2784.97,316488.3,60.2,9.02,247.5952,17.26409,1.0,6.59,9.31,5,초입,"RSI 45~65, MACD상승, 상승구조, MACD>sig, 과열아님",45670,47480,49290,43870
KOSPI,셀트리온,068270,189900,2328.91,438594.9,62.7,6.35,1975.2476,-65.25212,1.27,9.39,8.76,5,초입,"RSI 45~65, 거래량증가, 상승구조, MACD>sig, 과열아님",180350,187490,194640,173210
KOSPI,한화오션,042660,130900,1747.95,401095.1,49.4,-0.44,-951.8043,171.61016,0.38,1.0,-5.69,5,초입,"RSI 45~65, MACD상승, MA20 근처, 상승구조, 과열아님",130900,134260,137620,127540
KOSPI,한화에어로스페이스,012450,979000,1464.94,504805.7,47.5,-0.62,-2503.0798,2326.31376,0.63,1.45,-6.05,5,초입,"RSI 45~65, MACD상승, MA20 근처, 상승구조, 과열아님",979000,1002450,1025910,955550
KOSDAQ,한국비엔씨,256840,5470,1179.28,3741.2,51.3,4.47,-1.5556,12.56165,5.29,4.19,6.84,5,초입,"RSI 45~65, MACD상승, 거래량증가, 상승구조, 과열아님",5290,5500,5710,5080
KOSPI,삼양식품,003230,1385000,1124.12,104332.3,62.1,5.65,12414.4986,4426.66123,1.3,6.05,2.14,5,초입,"RSI 45~65, MACD상승, 거래량증가, MACD>sig, 과열아님",1324010,1376440,1428880,1271570
KOSPI,농심,004370,462000,946.81,28101.8,59.1,6.57,1584.3536,2253.75732,5.26,6.33,7.44,5,초입,"RSI 45~65, MACD상승, 거래량증가, MACD>sig, 과열아님",437860,455200,472540,420520
KOSDAQ,프로티나,468530,65000,866.92,7066.8,62.6,8.55,-922.9487,34.15899,1.39,-0.61,-5.66,5,초입,"RSI 45~65, MACD상승, 거래량증가, 상승구조, 과열아님",60480,62880,65270,58090
KOSPI,신한지주,055550,78200,790.73,379657.0,60.4,2.67,180.4354,-192.32459,0.75,-0.76,5.53,5,초입,"RSI 45~65, MA20 근처, 상승구조, MACD>sig, 과열아님",76930,79970,83020,73880
KOSDAQ,엘앤씨바이오,290650,56300,785.78,13860.4,55.6,7.66,-190.9018,420.03679,2.5,8.48,3.68,5,초입,"RSI 45~65, MACD상승, 거래량증가, 상승구조, 과열아님",52820,54910,57000,50720
KOSPI,기아,000270,117400,728.87,462308.6,56.6,1.65,-48.4491,8.14081,0.51,3.25,-0.25,5,초입,"RSI 45~65, MACD상승, MA20 근처, 상승구조, 과열아님",116660,121280,125900,112040
KOSDAQ,원익IPS,240810,66200,725.14,32493.5,58.8,1.63,-643.6267,-231.15428,1.49,-5.29,1.85,5,초입,"RSI 45~65, MA20 근처, 거래량증가, 상승구조, 과열아님",65790,68400,71000,63190
KOSPI,유한양행,000100,123000,624.9,98361.2,55.5,4.37,806.8886,121.74798,0.9,7.42,4.15,5,초입,"RSI 45~65, MACD상승, 상승구조, MACD>sig, 과열아님",119030,123750,128460,114320
KOSPI,하나금융지주,086790,93100,605.03,259121.3,59.5,3.44,565.8308,-238.08687,0.57,-3.22,8.76,5,초입,"RSI 45~65, MA20 근처, 상승구조, MACD>sig, 과열아님",90910,94510,98110,87300
KOSPI,엔케이,085310,1580,575.98,1246.3,54.9,8.87,11.701,10.2579,2.71,16.61,9.42,5,초입,"RSI 45~65, MACD상승, 거래량증가, 상승구조, MACD>sig",1470,1520,1580,1410
KOSPI,삼성화재,000810,476500,541.77,219243.2,58.2,1.43,2609.6832,-2445.18051,0.91,-6.75,7.68,5,초입,"RSI 45~65, MA20 근처, 상승구조, MACD>sig, 과열아님",474470,493260,512050,455680
KOSPI,SJG세종,033530,8940,425.47,2487.2,57.7,4.6,-88.5289,30.47142,1.83,2.76,1.59,5,초입,"RSI 45~65, MACD상승, 거래량증가, 상승구조, 과열아님",8630,8970,9320,8290
KOSDAQ,브이엠,089970,26450,394.63,6373.3,59.6,7.43,-137.4402,32.74923,2.6,2.12,12.79,5,초입,"RSI 45~65, MACD상승, 거래량증가, 상승구조, 과열아님",24870,25850,26840,23880
KOSPI,우리금융지주,316140,26500,341.97,194530.2,55.8,1.68,88.8587,-27.90454,0.55,1.15,3.92,5,초입,"RSI 45~65, MA20 근처, 상승구조, MACD>sig, 과열아님",26320,27370,28410,25280
KOSDAQ,서부T&D,006730,10300,338.14,6739.0,61.0,11.42,63.7647,89.42652,6.54,9.23,7.63,5,초입,"RSI 45~65, MACD상승, 거래량증가, MACD>sig, 과열아님",9340,9710,10080,8970
KOSDAQ,실리콘투,257720,45100,329.55,27588.5,49.2,3.49,159.9692,162.44394,0.7,2.04,-0.33,5,초입,"RSI 45~65, MACD상승, MA20 근처, MACD>sig, 과열아님",44010,45760,47500,42270
KOSDAQ,ISC,095340,83200,312.07,17636.0,54.9,5.52,-274.091,475.76873,1.81,4.39,3.23,5,초입,"RSI 45~65, MACD상승, 거래량증가, 상승구조, 과열아님",79630,82790,85940,76480
KOSPI,KT&G,033780,142100,289.52,167644.8,66.5,3.49,734.7421,25.99814,0.76,2.23,6.28,5,초입,"MACD상승, MA20 근처, 상승구조, MACD>sig, 과열아님",138680,143840,148990,133530
KOSDAQ,삼천당제약,000250,232500,289.06,54538.6,58.5,4.69,287.7516,212.84818,0.77,8.64,-0.85,5,초입,"RSI 45~65, MACD상승, 상승구조, MACD>sig, 과열아님",224310,233190,242070,215420
KOSDAQ,리노공업,058470,59100,275.05,45041.2,55.2,3.12,-220.1244,190.18687,0.89,3.87,1.9,5,초입,"RSI 45~65, MACD상승, MA20 근처, 상승구조, 과열아님",57880,60180,62470,55590
KOSPI,아모레퍼시픽,090430,127200,250.7,74402.8,57.5,3.9,759.1661,-60.94336,0.63,0.87,5.82,5,초입,"RSI 45~65, MA20 근처, 상승구조, MACD>sig, 과열아님",123650,128550,133440,118750
KOSDAQ,에스티아이,039440,26700,232.78,4226.6,63.2,14.8,224.9521,191.68624,3.39,18.93,16.59,5,초입,"RSI 45~65, MACD상승, 거래량증가, 상승구조, MACD>sig",23490,24420,25350,22560
KOSPI,삼성증권,016360,80400,230.37,71797.2,54.6,3.57,360.4768,-42.85036,0.59,2.55,3.34,5,초입,"RSI 45~65, MA20 근처, 상승구조, MACD>sig, 과열아님",78410,81510,84620,75300
KOSPI,고려아연,010130,1103000,210.74,213356.2,52.7,0.91,2408.9545,-654.21069,0.49,7.5,5.75,5,초입,"RSI 45~65, MA20 근처, 상승구조, MACD>sig, 과열아님",1103000,1145740,1188480,1060260
KOSDAQ,유니셈,036200,10780,206.44,3305.6,55.3,6.03,-8.9906,43.50074,2.5,5.79,8.67,5,초입,"RSI 45~65, MACD상승, 거래량증가, 상승구조, 과열아님",10270,10670,11080,9860
KOSPI,기업은행,024110,20500,196.42,163472.3,64.5,3.76,129.1178,-21.30514,0.79,1.74,7.27,5,초입,"RSI 45~65, MA20 근처, 상승구조, MACD>sig, 과열아님",19950,20680,21410,19230
KOSPI,GS피앤엘,499790,44150,189.65,8755.3,59.0,10.94,743.0264,280.24102,1.82,9.42,15.58,5,초입,"RSI 45~65, MACD상승, 거래량증가, MACD>sig, 과열아님",40190,41780,43380,38600
KOSDAQ,테스,095610,46600,180.27,9212.0,52.9,3.76,-189.9149,268.069,1.15,7.87,10.82,5,초입,"RSI 45~65, MACD상승, MA20 근처, 상승구조, 과열아님",45360,47160,48950,43560
KOSPI,현대해상,001450,28950,173.96,25881.3,56.7,2.83,160.4049,-37.55521,1.15,-0.52,6.63,5,초입,"RSI 45~65, MA20 근처, 상승구조, MACD>sig, 과열아님",28430,29560,30690,27310
KOSDAQ,젝시믹스,337930,4840,171.89,1436.3,54.1,5.1,46.251,21.81141,13.5,7.8,8.04,5,초입,"RSI 45~65, MACD상승, 거래량증가, MACD>sig, 과열아님",4650,4840,5020,4470
KOSPI,오리온,271560,105400,170.09,41671.1,63.3,2.87,699.9157,-69.47885,1.21,1.93,5.61,5,초입,"RSI 45~65, MA20 근처, 거래량증가, MACD>sig, 과열아님",103480,107080,110680,99880
KOSPI,LG유플러스,032640,15580,163.43,66967.3,53.8,2.09,36.8543,-7.07908,0.99,-3.89,6.71,5,초입,"RSI 45~65, MA20 근처, 상승구조, MACD>sig, 과열아님",15410,16020,16630,14800
KOSDAQ,피에스케이홀딩스,031980,51800,162.87,11169.3,46.6,3.64,-245.2235,351.41623,1.3,14.1,5.18,5,초입,"RSI 45~65, MACD상승, MA20 근처, 거래량증가, 상승구조",50480,52480,54480,48480
KOSPI,신세계,004170,222000,161.97,21412.3,87.4,17.64,4533.6338,125.89568,1.21,9.36,29.45,5,초입,"MACD상승, 거래량증가, 상승구조, MACD>sig, 과열아님",190590,198140,205690,183040
KOSDAQ,동국제약,086450,19300,159.25,8729.5,57.8,7.18,122.92,93.52785,3.07,9.04,9.91,5,초입,"RSI 45~65, MACD상승, 거래량증가, MACD>sig, 과열아님",18190,18910,19630,17470
KOSDAQ,티에프이,425420,43050,146.22,5149.1,56.6,10.01,216.9033,342.68258,1.51,9.26,4.24,5,초입,"RSI 45~65, MACD상승, 거래량증가, MACD>sig, 과열아님",39520,41090,42650,37960
KOSDAQ,아이티센글로벌,124500,20000,146.17,4640.9,47.5,-0.39,92.1916,-162.12929,0.84,-6.98,3.95,5,초입,"RSI 45~65, MA20 근처, 상승구조, MACD>sig, 과열아님",20000,20520,21050,19480
KOSPI,NH투자증권,005940,21200,145.75,75545.0,55.6,1.81,88.8528,-55.06415,0.65,-3.42,1.19,5,초입,"RSI 45~65, MA20 근처, 상승구조, MACD>sig, 과열아님",21030,21870,22700,20200
KOSPI,호텔신라,008770,48000,145.38,18839.1,42.3,1.06,69.6202,215.13472,1.43,7.26,-1.64,5,초입,"MACD상승, MA20 근처, 거래량증가, MACD>sig, 과열아님",47970,49870,51770,46070
KOSDAQ,HK이노엔,195940,50900,136.43,14419.9,48.8,2.5,-24.7635,27.01673,0.95,0.79,1.6,5,초입,"RSI 45~65, MACD상승, MA20 근처, 상승구조, 과열아님",50160,52140,54130,48170
KOSDAQ,GST,083450,29650,130.13,5464.5,63.2,10.67,121.6657,26.40935,0.97,8.81,9.01,5,초입,"RSI 45~65, MACD상승, 상승구조, MACD>sig, 과열아님",27060,28130,29200,25990
KOSDAQ,에스티팜,237690,103400,128.08,21405.5,62.0,5.5,433.089,70.43512,0.47,7.15,2.68,5,초입,"RSI 45~65, MACD상승, 상승구조, MACD>sig, 과열아님",98990,102910,106830,95060
KOSPI,케이씨텍,281820,45150,122.76,9341.7,64.5,13.77,495.7629,166.43007,1.5,13.44,15.77,5,초입,"RSI 45~65, MACD상승, 거래량증가, 상승구조, MACD>sig",40080,41670,43260,38490
KOSPI,대신증권,003540,29100,102.92,14775.1,53.2,1.25,18.4011,-19.82371,1.03,1.04,-2.68,5,초입,"RSI 45~65, MA20 근처, 상승구조, MACD>sig, 과열아님",29030,30180,31330,27880
KOSDAQ,토모큐브,475960,40250,101.69,5362.0,45.1,-0.68,61.2599,86.97911,0.75,4.82,-6.29,5,초입,"RSI 45~65, MACD상승, MA20 근처, MACD>sig, 과열아님",40250,41190,42130,39310
KOSDAQ,대양전기공업,108380,33000,100.66,3157.2,62.5,11.6,109.604,225.89394,2.6,12.44,3.61,5,초입,"RSI 45~65, MACD상승, 거래량증가, 상승구조, MACD>sig",29870,31050,32230,28680
KOSPI,GS건설,006360,18950,98.18,16217.7,51.0,1.27,38.9141,12.52484,1.12,1.83,2.99,5,초입,"RSI 45~65, MACD상승, MA20 근처, MACD>sig, 과열아님",18900,19650,20400,18150
KOSPI,코오롱,002020,48700,88.57,6149.1,55.2,4.67,149.9052,35.35419,0.78,2.74,5.98,5,초입,"RSI 45~65, MACD상승, 상승구조, MACD>sig, 과열아님",46990,48850,50710,45130
KOSDAQ,오가노이드사이언스,476040,33700,87.51,2215.0,51.5,1.64,70.7453,141.50088,1.18,4.5,4.01,5,초입,"RSI 45~65, MACD상승, MA20 근처, MACD>sig, 과열아님",33490,34820,36140,32160
KOSPI,금호석유화학,011780,120100,81.48,31264.1,54.4,3.25,433.8456,-20.80076,0.66,4.89,3.62,5,초입,"RSI 45~65, MA20 근처, 상승구조, MACD>sig, 과열아님",117480,122140,126790,112830
KOSDAQ,링크솔루션,474650,31000,75.63,1729.5,49.1,-0.11,-664.3039,69.18691,0.69,-4.91,-11.05,5,초입,"RSI 45~65, MACD상승, MA20 근처, 상승구조, 과열아님",31000,31900,32790,30100
KOSDAQ,한양이엔지,045100,21900,74.53,3942.0,66.6,8.83,102.0369,108.91116,3.8,9.66,10.89,5,초입,"MACD상승, 거래량증가, 상승구조, MACD>sig, 과열아님",20320,21130,21930,19520
KOSPI,맥쿼리인프라,088980,11360,71.57,54405.5,59.6,1.2,34.6519,1.20692,0.42,0.62,3.37,5,초입,"RSI 45~65, MACD상승, MA20 근처, MACD>sig, 과열아님",11340,11540,11740,11140
KOSDAQ,휴온스글로벌,084110,58800,65.57,7444.0,50.7,2.75,-536.9371,231.69132,1.06,1.91,8.89,5,초입,"RSI 45~65, MACD상승, MA20 근처, 상승구조, 과열아님",57800,60090,62380,55510
KOSDAQ,티에스이,131290,54600,64.62,6039.5,58.0,4.8,44.5853,-7.07271,1.25,1.49,5.81,5,초입,"RSI 45~65, 거래량증가, 상승구조, MACD>sig, 과열아님",52620,54700,56790,50530
KOSPI,KG케미칼,001390,5420,62.87,3711.0,55.1,6.82,70.1145,-5.50041,1.29,7.75,12.68,5,초입,"RSI 45~65, 거래량증가, 상승구조, MACD>sig, 과열아님",5120,5330,5530,4920
KOSPI,코오롱모빌리티그룹,450140,9710,62.43,6095.7,52.4,-0.44,71.7559,-103.75238,0.21,-26.05,27.26,5,초입,"RSI 45~65, MA20 근처, 상승구조, MACD>sig, 과열아님",9710,9960,10210,9460
KOSDAQ,케이엔제이,272110,29250,60.96,2347.4,64.9,8.79,84.394,36.05348,1.0,4.65,9.35,5,초입,"RSI 45~65, MACD상승, 상승구조, MACD>sig, 과열아님",27160,28230,29310,26080
KOSDAQ,나이벡,138610,39350,60.24,4470.9,47.7,-0.6,-536.8637,83.26292,0.51,5.35,-3.32,5,초입,"RSI 45~65, MACD상승, MA20 근처, 상승구조, 과열아님",39350,40300,41250,38400
KOSPI,NHN,181710,32000,58.61,10805.2,65.6,10.17,217.4159,73.01452,1.58,9.59,5.79,5,초입,"MACD상승, 거래량증가, 상승구조, MACD>sig, 과열아님",29340,30500,31660,28170
KOSDAQ,동운아나텍,094170,21100,50.77,4412.0,72.5,14.74,265.4312,27.79513,1.24,9.38,23.61,5,초입,"MACD상승, 거래량증가, 상승구조, MACD>sig, 과열아님",18570,19310,20040,17840
KOSPI,이수페타시스,007660,131500,6105.42,96533.1,68.2,22.91,702.2681,767.5334,2.41,12.3,13.75,4,초입,"MACD상승, 거래량증가, 상승구조, MACD>sig",108060,112340,116620,103780
KOSDAQ,에이비엘바이오,298380,176000,3956.63,97020.3,85.3,61.35,8802.3003,1132.64528,1.52,75.12,70.38,4,초입,"MACD상승, 거래량증가, 상승구조, MACD>sig",110170,114530,118900,105810
KOSDAQ,로킷헬스케어,376900,54600,1987.54,8551.2,75.1,44.86,770.0299,967.99129,2.5,57.8,40.72,4,초입,"MACD상승, 거래량증가, 상승구조, MACD>sig",38070,39580,41080,36560
KOSDAQ,이뮨온시아,424870,6980,1658.58,5176.7,67.1,17.67,92.2938,63.2808,5.08,25.77,15.75,4,초입,"MACD상승, 거래량증가, 상승구조, MACD>sig",5990,6230,6470,5750
KOSDAQ,고영,098460,19540,1596.39,13415.1,62.4,8.82,177.61,-73.17006,0.78,-3.98,15.35,4,초입,"RSI 45~65, 상승구조, MACD>sig, 과열아님",18140,18850,19570,17420
KOSPI,SK스퀘어,402340,304500,1515.78,403586.9,58.8,8.24,333.0925,-531.73774,0.74,5.0,7.79,4,초입,"RSI 45~65, 상승구조, MACD>sig, 과열아님",284140,295390,306640,272890
KOSPI,HD현대중공업,329180,603000,1501.69,535301.9,52.4,5.47,444.5852,3043.42383,0.81,12.08,-0.66,4,초입,"RSI 45~65, MACD상승, 상승구조, MACD>sig",577470,600340,623210,554600
KOSPI,삼성전자우,005935,77500,1279.15,632380.4,49.7,-1.87,-961.9228,67.77146,0.44,0.52,-10.71,4,초입,"RSI 45~65, MACD상승, 상승구조, 과열아님",77500,78390,79280,76610
KOSPI,DB하이텍,000990,70400,1213.02,30627.2,67.5,15.44,1064.4641,95.53356,1.65,13.92,19.52,4,초입,"MACD상승, 거래량증가, 상승구조, MACD>sig",61590,64030,66470,59160
KOSPI,이수화학,005950,11420,1134.9,3002.8,43.7,11.53,-149.8695,95.46124,2.91,4.67,10.66,4,초입,"MACD상승, 거래량증가, 상승구조, 과열아님",10340,10750,11160,9930
KOSDAQ,퓨쳐켐,220100,31750,1086.55,7017.4,84.6,49.29,1230.248,272.42585,2.72,58.75,65.11,4,초입,"MACD상승, 거래량증가, 상승구조, MACD>sig",21480,22330,23180,20630
KOSPI,현대차,005380,271500,1047.33,555917.3,61.2,1.56,-1221.8027,-358.06519,0.33,0.37,-6.86,4,초입,"RSI 45~65, MA20 근처, 상승구조, 과열아님",270000,280690,291380,259310
KOSPI,효성중공업,298040,2166000,1034.84,201969.7,62.2,3.58,-23757.4042,-6912.04582,0.72,-3.9,-6.96,4,초입,"RSI 45~65, MA20 근처, 상승구조, 과열아님",2112110,2195760,2279410,2028460
KOSPI,삼성SDI,006400,317000,1032.01,255456.1,52.0,2.41,-3172.7522,-751.89041,0.29,0.63,-3.06,4,초입,"RSI 45~65, MA20 근처, 상승구조, 과열아님",312620,325000,337380,300240
KOSPI,메리츠금융지주,138040,110900,997.06,194320.9,48.0,-3.55,525.6621,-731.0697,2.99,-6.18,1.37,4,초입,"RSI 45~65, 거래량증가, MACD>sig, 과열아님",110900,110260,109630,111540
KOSDAQ,심텍,222800,55900,952.58,19553.5,47.0,-3.46,-1843.8955,317.30414,1.2,4.1,-12.38,4,초입,"RSI 45~65, MACD상승, 상승구조, 과열아님",55900,55630,55360,56170
KOSPI,HD현대일렉트릭,267260,840000,934.1,302795.9,50.1,0.73,-12578.3503,-981.16492,0.47,-1.98,-11.49,4,초입,"RSI 45~65, MA20 근처, 상승구조, 과열아님",840000,871070,902140,808930
KOSDAQ,씨어스테크놀로지,458870,130700,832.85,16554.3,95.1,49.14,4278.3498,1002.18485,2.95,44.74,61.56,4,초입,"MACD상승, 거래량증가, 상승구조, MACD>sig",88510,92020,95520,85010
KOSDAQ,쓰리빌리언,394800,11880,756.73,3768.5,78.5,24.88,157.5408,67.78989,3.0,21.6,17.86,4,초입,"MACD상승, 거래량증가, 상승구조, MACD>sig",9610,9990,10370,9230
KOSDAQ,인벤티지랩,389470,68200,745.0,8435.7,78.7,30.98,1636.2859,168.65755,1.29,15.59,39.04,4,초입,"MACD상승, 거래량증가, 상승구조, MACD>sig",52590,54670,56760,50510
KOSDAQ,에이프릴바이오,397030,39950,629.44,9174.6,70.5,19.88,481.3765,159.81288,1.24,23.3,13.82,4,초입,"MACD상승, 거래량증가, 상승구조, MACD>sig",33660,34990,36320,32330
KOSPI,SK,034730,268000,627.28,194307.2,60.1,6.66,758.2611,-251.37795,0.85,-0.92,5.93,4,초입,"RSI 45~65, 상승구조, MACD>sig, 과열아님",253790,263840,273890,243740
KOSDAQ,하나마이크론,067310,26000,597.6,17257.1,50.5,-3.08,-622.383,94.56681,0.87,6.78,-11.71,4,초입,"RSI 45~65, MACD상승, 상승구조, 과열아님",26000,25980,25950,26020
KOSPI,코리아써키트,007810,32150,569.51,7594.1,76.9,43.96,914.4845,256.74238,1.3,47.48,59.16,4,초입,"MACD상승, 거래량증가, 상승구조, MACD>sig",22560,23450,24340,21660
KOSDAQ,코오롱티슈진,950160,56900,544.75,47352.9,75.1,21.2,1100.9647,278.64168,1.99,19.66,26.87,4,초입,"MACD상승, 거래량증가, 상승구조, MACD>sig",47420,49290,51170,45540
KOSPI,한올바이오파마,009420,46250,538.76,24161.3,65.7,17.17,277.1984,144.49085,0.92,6.2,17.53,4,초입,"MACD상승, 상승구조, MACD>sig, 과열아님",39870,41450,43030,38290
KOSDAQ,유진테크,084370,89900,523.78,20601.5,51.0,-6.04,-2225.7514,-363.24877,1.91,-10.55,-4.46,4,초입,"RSI 45~65, 거래량증가, 상승구조, 과열아님",89900,86990,84080,92810
KOSDAQ,클로봇,466100,38700,491.24,9672.0,51.3,-3.28,-821.6424,33.80069,0.43,-1.65,-16.95,4,초입,"RSI 45~65, MACD상승, 상승구조, 과열아님",38700,38590,38480,38810
KOSPI,HD현대,267250,226500,476.84,178919.3,59.3,9.32,-127.9307,29.60808,0.85,2.49,3.42,4,초입,"RSI 45~65, MACD상승, 상승구조, 과열아님",209260,217550,225840,200970
KOSPI,현대오토에버,307950,189000,452.76,51831.3,62.3,3.95,-1028.6753,-192.3145,1.02,0.16,-16.0,4,초입,"RSI 45~65, MA20 근처, 상승구조, 과열아님",183640,190920,198190,176370
KOSDAQ,온코닉테라퓨틱스,476060,14520,450.16,6455.6,17.4,-10.49,-428.0327,113.18067,1.51,7.0,-2.02,4,초입,"MACD상승, 거래량증가, 상승구조, 과열아님",14520,13310,12090,15730
KOSPI,삼영,003720,6480,446.19,2203.2,65.2,27.06,158.7673,42.98483,3.17,14.69,36.56,4,초입,"MACD상승, 거래량증가, 상승구조, MACD>sig",5150,5360,5560,4950
KOSPI,LG전자,066570,91400,439.03,148878.2,55.6,2.09,-131.2042,-25.92876,0.53,2.01,3.16,4,초입,"RSI 45~65, MA20 근처, 상승구조, 과열아님",90420,94000,97580,86840
KOSPI,일진전기,103590,58400,368.11,27848.3,63.3,3.36,-608.2149,-313.89158,0.34,-6.26,-8.18,4,초입,"RSI 45~65, MA20 근처, 상승구조, 과열아님",57070,59330,61590,54810
KOSPI,코오롱인더,120110,46000,346.49,12658.8,75.9,22.69,1030.3244,291.94837,3.02,27.25,29.76,4,초입,"MACD상승, 거래량증가, 상승구조, MACD>sig",37870,39370,40870,36370
KOSPI,삼성물산,028260,220500,345.77,374798.3,59.7,0.88,-1083.069,-251.067,0.45,-1.78,-2.65,4,초입,"RSI 45~65, MA20 근처, 상승구조, 과열아님",220500,228980,237460,212020
KOSPI,SK텔레콤,017670,53600,329.98,115127.5,48.1,0.05,126.8033,-30.08211,0.67,-0.56,2.88,4,초입,"RSI 45~65, MA20 근처, MACD>sig, 과열아님",53600,54930,56260,52270
KOSPI,두산우,000155,616000,326.33,24618.2,61.2,14.86,1536.3932,481.5236,0.99,10.59,6.02,4,초입,"RSI 45~65, MACD상승, 상승구조, MACD>sig",541690,563140,584590,520240
