시장,종목명,종목코드,업종,종가,거래대금(억원),시가총액(억원),RSI14,MFI14,이격도,MACD_Hist,MACD_Slope,거래강도,ret_5d_%,ret_10d_%,ret_60d_%,idx_60d_%,rel_60d_%,EBS,통과,근거,추천매수가,손절가,추천매도가1,추천매도가2,업종_상세,업종_대분류,RR1,Now%,LDY_SCORE,ENTRY_SCORE,ROUTE,REGIME,AI_COMMENT,기준일,시총기준일,벤치_60d_KOSPI_%,벤치_60d_KOSDAQ_%,60일_종목수익률_%,60일_지수수익률_%,60일_초과수익(α)_%
KOSPI,엔씨소프트,036570,소프트웨어 개발 및 공급업,200500,235.96,43195.8,60.0,50.4,-4.39,-736.3795,-301.51202,0.46,-7.18,-6.09,0.0,24.75,-24.75,0,,RSI적정,200500,186500,217500,235500,소프트웨어 개발 및 공급업,인터넷/플랫폼·게임,1.2142857142857142,0.0,66.3,72.4,🔁 MR (반전),⑤ 하락 / 약세,특이사항 없음. 기술적 지표를 참고하세요.,20251210,20251210,24.75,12.24,0.0,24.75,-24.75
KOSPI,KCC,002380,기타 화학제품 제조업,427000,57.85,37945.2,57.6,76.3,1.85,1513.0464,-713.75026,0.58,-2.29,2.89,2.15,24.75,-22.6,6,★,"RSI적정, 20선근접, 정배열(단), 장기추세(120↑), 자금유입(MFI), MACD>Sig",427000,402500,464000,501000,기타 화학제품 제조업,화학·소재,1.510204081632653,0.0,66.3,68.2,🔁 MR (반전),⑤ 하락 / 약세,💰 외국인/기관의 강력한 수급이 집중되고 있습니다. ✅ 20일선 부근의 안전한 눌림목 구간입니다.,20251210,20251210,24.75,12.24,2.15,24.75,-22.6
KOSPI,SK오션플랜트,100090,1차 철강 제조업,18660,136.32,11658.4,39.7,52.3,-0.81,145.8114,34.72592,1.09,2.7,-0.21,-21.76,24.75,-46.51,2,,"MACD상승, 20선근접, MACD>Sig",18660,17350,20250,21950,1차 철강 제조업,철강·금속,1.213740458015267,0.0,66.1,73.3,🔺 Watch (관찰·돌파예상),④ 바닥 반등 시도,📈 상승 추세가 견고하게 유지되고 있습니다. ✅ 20일선 부근의 안전한 눌림목 구간입니다.,20251210,20251210,24.75,12.24,-21.76,24.75,-46.51
KOSPI,한화엔진,082740,일반 목적용 기계 제조업,45500,338.04,37968.4,57.5,65.3,5.86,469.2935,51.74311,0.77,4.36,3.88,-0.44,24.75,-25.19,5,★,"RSI적정, MACD상승, 장기추세(120↑), 자금유입(MFI), MACD>Sig",44250,41150,48000,52000,일반 목적용 기계 제조업,조선·기계·설비,1.2096774193548387,2.824858757062147,66.0,66.5,🔻 REV (역추세 반등),④ 바닥 반등 시도,💸 자금 유입이 꾸준히 이어지고 있습니다. 📈 상승 추세가 견고하게 유지되고 있습니다. ⚠️ 단기 급등으로 인한 조정 가능성을 염두에 두세요.,20251210,20251210,24.75,12.24,-0.44,24.75,-25.19
KOSDAQ,한중엔시에스,107640,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",51300,201.97,4650.3,62.6,75.3,8.0,433.9399,40.46718,2.3,4.06,16.46,48.7,12.24,36.46,7,★,"RSI적정, MACD상승, 거래량↑, 정배열(단), 장기추세(120↑), 자금유입(MFI), MACD>Sig",48900,45500,54100,59200,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",인프라·에너지,1.5294117647058822,4.9079754601226995,66.0,66.4,🔼 BRK (돌파),① 강한 상승 추세,💰 외국인/기관의 강력한 수급이 집중되고 있습니다. 📈 상승 추세가 견고하게 유지되고 있습니다. ⚠️ 단기 급등으로 인한 조정 가능성을 염두에 두세요.,20251210,20251210,24.75,12.24,48.7,12.24,36.46
KOSDAQ,JYP Ent.,035900,오디오물 출판 및 원판 녹음업,67900,150.83,24126.6,50.4,50.1,0.56,435.8507,4.51381,0.82,-1.02,5.43,-11.82,12.24,-24.06,3,,"RSI적정, MACD상승, 20선근접, MACD>Sig",67900,64500,72000,76500,오디오물 출판 및 원판 녹음업,미디어·콘텐츠,1.2058823529411764,0.0,66.0,71.2,↩️ PULL (눌림),④ 바닥 반등 시도,📈 상승 추세가 견고하게 유지되고 있습니다. ✅ 20일선 부근의 안전한 눌림목 구간입니다.,20251210,20251210,24.75,12.24,-11.82,12.24,-24.06
KOSPI,두산밥캣,241560,특수 목적용 기계 제조업,58900,103.93,56459.2,57.2,40.0,3.11,361.0835,-32.57493,0.84,-0.67,2.61,8.07,24.75,-16.68,4,★,"RSI적정, 20선근접, 장기추세(120↑), MACD>Sig",58800,54700,63800,69100,특수 목적용 기계 제조업,조선·기계·설비,1.2195121951219512,0.17006802721088435,65.9,74.6,🔺 Watch (상승 준비),⑤ 하락 / 약세,특이사항 없음. 기술적 지표를 참고하세요.,20251210,20251210,24.75,12.24,8.07,24.75,-16.68
KOSPI,롯데케미칼,011170,기초 화학물질 제조업,73600,100.51,31482.7,28.4,56.0,-4.1,-583.7053,121.64466,0.8,-1.21,-2.65,10.84,24.75,-13.91,3,,"MACD상승, 정배열(단), 장기추세(120↑)",73600,68400,79800,86500,기초 화학물질 제조업,화학·소재,1.1923076923076923,0.0,65.8,75.1,↩️ PULL (눌림),④ 바닥 반등 시도,🚀 상승 에너지가 폭발적으로 증가하는 중입니다. ,20251210,20251210,24.75,12.24,10.84,24.75,-13.91
KOSDAQ,HLB,028300,의료용품 및 기타 의약 관련제품 제조업,49000,128.51,64598.2,59.6,59.6,2.32,52.452,-28.70006,0.61,0.82,5.04,26.78,12.24,14.54,5,★,"RSI적정, 20선근접, 정배열(단), 장기추세(120↑), MACD>Sig",49000,45650,53000,57300,의료용품 및 기타 의약 관련제품 제조업,바이오·의약품,1.1940298507462686,0.0,65.7,75.6,↩️ PULL (눌림),② 상승 후 조정,특이사항 없음. 기술적 지표를 참고하세요.,20251210,20251210,24.75,12.24,26.78,12.24,14.54
KOSPI,일동홀딩스,000230,의약품 제조업,13490,164.64,1556.8,38.0,58.6,-0.73,-225.5349,75.40268,2.69,3.53,-1.46,44.74,24.75,19.99,5,★,"MACD상승, 20선근접, 거래량↑, 정배열(단), 장기추세(120↑)",13490,12550,14620,15850,의약품 제조업,바이오·의약품,1.202127659574468,0.0,65.5,77.7,🔺 Watch (관찰·돌파예상),⑤ 하락 / 약세,📈 상승 추세가 견고하게 유지되고 있습니다. ✅ 20일선 부근의 안전한 눌림목 구간입니다.,20251210,20251210,24.75,12.24,44.74,24.75,19.99
KOSDAQ,엔켐,348370,기초 화학물질 제조업,70100,112.38,15259.0,63.7,46.8,1.49,752.1147,-63.47177,0.53,-4.76,14.36,0.57,12.24,-11.67,2,,"RSI적정, 20선근접, MACD>Sig",70100,65200,76000,82400,기초 화학물질 제조업,화학·소재,1.2040816326530612,0.0,65.5,73.5,🔁 MR (반전),⑤ 하락 / 약세,✅ 20일선 부근의 안전한 눌림목 구간입니다.,20251210,20251210,24.75,12.24,0.57,12.24,-11.67
KOSPI,한국카본,017960,"구조용 금속제품, 탱크 및 증기발생기 제조업",29150,83.6,15131.3,53.8,60.4,3.51,463.2036,23.26668,0.58,5.23,4.67,-14.01,24.75,-38.76,4,★,"RSI적정, MACD상승, 20선근접, 자금유입(MFI), MACD>Sig",29000,27000,31450,34100,"구조용 금속제품, 탱크 및 증기발생기 제조업",기타,1.225,0.5172413793103449,65.5,66.4,🔻 REV (역추세 반등),④ 바닥 반등 시도,💸 자금 유입이 꾸준히 이어지고 있습니다. 📈 상승 추세가 견고하게 유지되고 있습니다. ,20251210,20251210,24.75,12.24,-14.01,24.75,-38.76
KOSPI,키움증권,039490,금융 지원 서비스업,281000,100.81,74696.0,53.4,59.5,0.61,504.6844,-254.70507,0.38,-1.92,2.93,12.85,24.75,-11.9,5,★,"RSI적정, 20선근접, 정배열(단), 장기추세(120↑), MACD>Sig",281000,261500,304000,329500,금융 지원 서비스업,금융,1.1794871794871795,0.0,65.4,74.5,↩️ PULL (눌림),⑤ 하락 / 약세,✅ 20일선 부근의 안전한 눌림목 구간입니다.,20251210,20251210,24.75,12.24,12.85,24.75,-11.9
KOSPI,삼성전자우,005935,전기전자,81000,931.95,660939.5,66.3,84.0,5.39,469.2477,9.5227,0.49,3.71,4.79,36.82,24.75,12.07,5,★,"MACD상승, 정배열(단), 장기추세(120↑), 자금유입(MFI), MACD>Sig",79200,74800,84400,90000,전기전자,기타,1.1818181818181819,2.272727272727273,65.2,62.4,🔺 Watch (관찰·돌파예상),① 강한 상승 추세,💰 외국인/기관의 강력한 수급이 집중되고 있습니다. 📈 상승 추세가 견고하게 유지되고 있습니다. ⚠️ 단기 급등으로 인한 조정 가능성을 염두에 두세요.,20251210,20251210,24.75,12.24,36.82,24.75,12.07
KOSPI,셀트리온,068270,기초 의약물질 제조업,185700,572.75,428894.5,47.7,40.0,-0.33,-264.6687,-0.73054,0.36,1.31,-0.91,9.43,24.75,-15.32,4,★,"RSI적정, 20선근접, 정배열(단), 장기추세(120↑)",185700,177000,196100,207500,기초 의약물질 제조업,바이오·의약품,1.1954022988505748,0.0,65.1,69.7,↩️ PULL (눌림),⑤ 하락 / 약세,✅ 20일선 부근의 안전한 눌림목 구간입니다.,20251210,20251210,24.75,12.24,9.43,24.75,-15.32
KOSDAQ,휴젤,145020,기초 의약물질 제조업,225500,96.96,27745.6,44.2,46.7,-0.77,1837.2876,14.1139,0.75,-1.53,2.73,-31.25,12.24,-43.49,2,,"MACD상승, 20선근접, MACD>Sig",225500,209500,244500,265000,기초 의약물질 제조업,기타,1.1875,0.0,64.8,72.7,↩️ PULL (눌림),④ 바닥 반등 시도,📈 상승 추세가 견고하게 유지되고 있습니다. ✅ 20일선 부근의 안전한 눌림목 구간입니다.,20251210,20251210,24.75,12.24,-31.25,12.24,-43.49
KOSDAQ,와이지엔터테인먼트,122870,오디오물 출판 및 원판 녹음업,62200,76.55,11625.8,49.0,48.6,0.29,1180.9707,7.56488,0.72,-1.11,2.3,-38.05,12.24,-50.29,3,,"RSI적정, MACD상승, 20선근접, MACD>Sig",62200,58300,66900,72100,오디오물 출판 및 원판 녹음업,미디어·콘텐츠,1.205128205128205,0.0,64.8,63.7,↩️ PULL (눌림),④ 바닥 반등 시도,📈 상승 추세가 견고하게 유지되고 있습니다. ✅ 20일선 부근의 안전한 눌림목 구간입니다.,20251210,20251210,24.75,12.24,-38.05,12.24,-50.29
KOSPI,하나금융지주,086790,기타 금융업,91600,428.63,254946.4,49.1,37.6,-1.82,-316.6463,-189.56279,0.67,-4.58,-1.4,5.17,24.75,-19.58,3,,"RSI적정, 정배열(단), 장기추세(120↑)",91600,86800,97400,103600,기타 금융업,금융,1.2083333333333333,0.0,64.6,68.5,🔁 MR (반전),⑤ 하락 / 약세,✅ 20일선 부근의 안전한 눌림목 구간입니다.,20251210,20251210,24.75,12.24,5.17,24.75,-19.58
KOSPI,파미셀,005690,기초 의약물질 제조업,16680,160.67,10010.8,36.1,35.8,-2.63,-149.6559,8.34431,0.27,-3.3,1.71,38.65,24.75,13.9,3,,"MACD상승, 정배열(단), 장기추세(120↑)",16680,15510,18080,19600,기초 의약물질 제조업,기타,1.1965811965811965,0.0,64.6,73.2,↩️ PULL (눌림),⑤ 하락 / 약세,📈 상승 추세가 견고하게 유지되고 있습니다. ,20251210,20251210,24.75,12.24,38.65,24.75,13.9
KOSPI,삼성생명,032830,보험업,154400,267.43,308800.0,64.2,75.6,0.77,605.6975,-235.09418,0.71,-1.34,1.85,-2.65,24.75,-27.4,5,★,"RSI적정, 20선근접, 장기추세(120↑), 자금유입(MFI), MACD>Sig",154400,146000,164500,175400,보험업,금융,1.2023809523809523,0.0,64.5,71.7,↩️ PULL (눌림),⑤ 하락 / 약세,💰 외국인/기관의 강력한 수급이 집중되고 있습니다. ✅ 20일선 부근의 안전한 눌림목 구간입니다.,20251210,20251210,24.75,12.24,-2.65,24.75,-27.4
KOSPI,DL이앤씨,375500,토목 건설업,42200,97.43,16328.7,61.9,68.6,4.72,333.6788,53.5232,1.11,4.46,4.2,-3.21,24.75,-27.96,4,★,"RSI적정, MACD상승, 20선근접, 자금유입(MFI), MACD>Sig",41500,38800,44750,48250,토목 건설업,건설·부동산,1.2037037037037037,1.6867469879518073,64.5,70.5,🔻 REV (역추세 반등),④ 바닥 반등 시도,💸 자금 유입이 꾸준히 이어지고 있습니다. 📈 상승 추세가 견고하게 유지되고 있습니다. ,20251210,20251210,24.75,12.24,-3.21,24.75,-27.96
KOSPI,LG디스플레이,034220,전자부품 제조업,12680,179.25,63400.0,53.2,57.4,0.14,76.3138,-16.1704,0.83,-0.86,0.48,8.93,24.75,-15.82,4,★,"RSI적정, 20선근접, 장기추세(120↑), MACD>Sig",12680,11930,13580,14560,전자부품 제조업,IT/전기전자,1.2,0.0,64.3,72.5,↩️ PULL (눌림),⑤ 하락 / 약세,✅ 20일선 부근의 안전한 눌림목 구간입니다.,20251210,20251210,24.75,12.24,8.93,24.75,-15.82
KOSPI,기업은행,024110,은행 및 저축기관,20700,156.9,165067.2,59.6,72.5,0.57,1.2057,-28.4427,0.73,-0.72,1.22,4.07,24.75,-20.68,6,★,"RSI적정, 20선근접, 정배열(단), 장기추세(120↑), 자금유입(MFI), MACD>Sig",20700,19970,21800,22900,은행 및 저축기관,금융,1.5068493150684932,0.0,64.2,72.6,↩️ PULL (눌림),⑤ 하락 / 약세,💰 외국인/기관의 강력한 수급이 집중되고 있습니다. ✅ 20일선 부근의 안전한 눌림목 구간입니다.,20251210,20251210,24.75,12.24,4.07,24.75,-20.68
KOSDAQ,헥토파이낸셜,234340,기타 정보 서비스업,15690,65.84,2192.0,53.3,59.8,3.13,99.9519,45.01528,2.73,4.39,3.98,-5.25,12.24,-17.49,4,★,"RSI적정, MACD상승, 20선근접, 거래량↑, MACD>Sig",15670,14570,16990,18410,기타 정보 서비스업,IT/전기전자,1.2,0.12763241863433314,64.1,68.4,🔻 REV (역추세 반등),④ 바닥 반등 시도,📈 상승 추세가 견고하게 유지되고 있습니다. ,20251210,20251210,24.75,12.24,-5.25,12.24,-17.49
KOSDAQ,실리콘투,257720,상품 종합 도매업,41900,156.12,25631.0,32.7,32.6,-5.14,-386.5204,30.08902,0.51,-4.56,-6.16,0.12,12.24,-12.12,1,,"MACD상승, 정배열(단)",41900,38950,45400,49250,상품 종합 도매업,기타,1.1864406779661016,0.0,63.9,72.7,↩️ PULL (눌림),④ 바닥 반등 시도,📈 상승 추세가 견고하게 유지되고 있습니다. 📉 과매도 구간으로 기술적 반등이 기대됩니다.,20251210,20251210,24.75,12.24,0.12,12.24,-12.12
KOSDAQ,신흥에스이씨,243840,일차전지 및 이차전지 제조업,5660,52.42,2182.4,57.7,68.9,4.55,27.4048,-3.06617,2.31,-0.18,4.81,24.12,12.24,11.88,7,★,"RSI적정, 20선근접, 거래량↑, 정배열(단), 장기추세(120↑), 자금유입(MFI), MACD>Sig",5580,5190,6160,6750,일차전지 및 이차전지 제조업,2차전지,1.4871794871794872,1.4336917562724014,63.7,65.1,🔺 Watch (상승 준비),② 상승 후 조정,💸 자금 유입이 꾸준히 이어지고 있습니다. ,20251210,20251210,24.75,12.24,24.12,12.24,11.88
KOSPI,효성,004800,기타 금융업,134800,56.46,22566.1,55.0,57.9,1.24,-363.8775,-104.72498,0.79,1.35,2.9,50.61,24.75,25.86,4,★,"RSI적정, 20선근접, 정배열(단), 장기추세(120↑)",134800,125400,146100,158400,기타 금융업,금융,1.202127659574468,0.0,63.4,66.4,↩️ PULL (눌림),② 상승 후 조정,✅ 20일선 부근의 안전한 눌림목 구간입니다.,20251210,20251210,24.75,12.24,50.61,24.75,25.86
KOSPI,LG전자,066570,통신 및 방송 장비 제조업,94500,509.01,153927.6,63.4,59.8,5.42,868.1737,-166.98645,0.73,5.59,9.25,24.67,24.75,-0.08,4,★,"RSI적정, 정배열(단), 장기추세(120↑), MACD>Sig",92300,86100,99800,107900,통신 및 방송 장비 제조업,IT/전기전자,1.2096774193548387,2.38353196099675,63.3,64.5,🔺 Watch (상승 준비),③ 박스 / 중립,⚠️ 단기 급등으로 인한 조정 가능성을 염두에 두세요.,20251210,20251210,24.75,12.24,24.67,24.75,-0.08
KOSPI,삼양식품,003230,기타 식품 제조업,1292000,462.42,97326.6,37.2,30.1,-4.53,-7841.8713,-235.22843,0.56,-3.15,-7.45,-16.59,24.75,-41.34,-1,,,1292000,1202000,1401000,1518000,기타 식품 제조업,유통·소비재,1.211111111111111,0.0,63.3,69.6,🔁 MR (반전),⑤ 하락 / 약세,특이사항 없음. 기술적 지표를 참고하세요.,20251210,20251210,24.75,12.24,-16.59,24.75,-41.34
KOSPI,크래프톤,259960,소프트웨어 개발 및 공급업,247500,227.86,117319.9,42.5,46.0,-2.97,360.1992,180.90226,1.06,-1.79,-4.81,-23.37,24.75,-48.12,1,,"MACD상승, MACD>Sig",247500,235000,262500,279000,소프트웨어 개발 및 공급업,인터넷/플랫폼·게임,1.2,0.0,63.3,72.3,↩️ PULL (눌림),④ 바닥 반등 시도,🚀 상승 에너지가 폭발적으로 증가하는 중입니다. ,20251210,20251210,24.75,12.24,-23.37,24.75,-48.12
KOSPI,삼성증권,016360,금융 지원 서비스업,79300,218.52,70814.9,49.1,60.4,-0.69,-97.7243,-146.36568,0.83,-2.94,-1.37,6.87,24.75,-17.88,5,★,"RSI적정, 20선근접, 정배열(단), 장기추세(120↑), 자금유입(MFI)",79300,75300,84200,89400,금융 지원 서비스업,금융,1.225,0.0,63.3,71.1,🔁 MR (반전),⑤ 하락 / 약세,💸 자금 유입이 꾸준히 이어지고 있습니다. ✅ 20일선 부근의 안전한 눌림목 구간입니다.,20251210,20251210,24.75,12.24,6.87,24.75,-17.88
KOSPI,LS ELECTRIC,010120,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",501000,532.96,150300.0,48.9,53.5,6.08,266.9389,-174.10054,0.53,4.7,11.71,62.4,24.75,37.65,4,★,"RSI적정, 정배열(단), 장기추세(120↑), MACD>Sig",486500,452500,527000,572000,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",인프라·에너지,1.1911764705882353,2.9804727646454263,63.1,64.2,🔺 Watch (상승 준비),② 상승 후 조정,⚠️ 단기 급등으로 인한 조정 가능성을 염두에 두세요.,20251210,20251210,24.75,12.24,62.4,24.75,37.65
KOSDAQ,젬백스,082270,특수 목적용 기계 제조업,31050,116.1,13162.2,29.7,16.3,-10.95,84.8848,33.66412,0.87,2.14,-10.78,-45.62,12.24,-57.86,1,,"MACD상승, MACD>Sig",31050,28900,33650,36500,특수 목적용 기계 제조업,조선·기계·설비,1.2093023255813953,0.0,63.1,73.0,🔺 Watch (관찰·돌파예상),④ 바닥 반등 시도,📈 상승 추세가 견고하게 유지되고 있습니다. 📉 과매도 구간으로 기술적 반등이 기대됩니다.,20251210,20251210,24.75,12.24,-45.62,12.24,-57.86
KOSDAQ,솔브레인,357780,기타 화학제품 제조업,267000,87.47,20768.8,57.5,55.6,1.78,1797.1747,-846.97786,0.86,-6.32,7.66,16.59,12.24,4.35,4,★,"RSI적정, 20선근접, 장기추세(120↑), MACD>Sig",267000,248500,289500,313500,기타 화학제품 제조업,화학·소재,1.2162162162162162,0.0,63.1,66.0,🔁 MR (반전),③ 박스 / 중립,✅ 20일선 부근의 안전한 눌림목 구간입니다.,20251210,20251210,24.75,12.24,16.59,12.24,4.35
KOSDAQ,아이씨티케이,456010,반도체 제조업,14950,56.97,2006.4,46.4,62.5,1.03,164.317,-23.20396,0.84,3.17,12.66,26.27,12.24,14.03,5,★,"RSI적정, 20선근접, 장기추세(120↑), 자금유입(MFI), MACD>Sig",14950,13900,16210,17570,반도체 제조업,반도체,1.2,0.0,63.0,66.8,↩️ PULL (눌림),② 상승 후 조정,💸 자금 유입이 꾸준히 이어지고 있습니다. ✅ 20일선 부근의 안전한 눌림목 구간입니다.,20251210,20251210,24.75,12.24,26.27,12.24,14.03
KOSDAQ,바이오다인,314930,의료용 기기 제조업,15000,51.92,4464.6,60.9,63.1,4.09,114.861,-64.48677,2.66,-3.23,12.87,3.45,12.24,-8.79,7,★,"RSI적정, 20선근접, 거래량↑, 정배열(단), 장기추세(120↑), 자금유입(MFI), MACD>Sig",14840,13800,16400,17960,의료용 기기 제조업,기타,1.5,1.078167115902965,63.0,66.4,🔺 Watch (상승 준비),⑤ 하락 / 약세,💸 자금 유입이 꾸준히 이어지고 있습니다. ,20251210,20251210,24.75,12.24,3.45,12.24,-8.79
KOSDAQ,보로노이,310210,자연과학 및 공학 연구개발업,220500,358.94,40556.8,40.0,37.7,-4.92,-3906.1163,-523.65352,1.22,-11.45,-8.32,45.45,12.24,33.21,3,,"거래량↑, 정배열(단), 장기추세(120↑)",220500,205000,239000,259000,자연과학 및 공학 연구개발업,기타,1.1935483870967742,0.0,62.9,71.1,🔁 MR (반전),② 상승 후 조정,특이사항 없음. 기술적 지표를 참고하세요.,20251210,20251210,24.75,12.24,45.45,12.24,33.21
KOSPI,두산우,000155,기타,533000,67.8,21301.1,36.7,22.5,-2.77,-5424.4424,532.32119,0.44,-2.2,0.76,42.9,24.75,18.15,3,,"MACD상승, 정배열(단), 장기추세(120↑)",533000,495500,578000,626000,기타,기타,1.2,0.0,62.5,68.2,↩️ PULL (눌림),⑤ 하락 / 약세,🚀 상승 에너지가 폭발적으로 증가하는 중입니다. ,20251210,20251210,24.75,12.24,42.9,24.75,18.15
KOSDAQ,필옵틱스,161580,특수 목적용 기계 제조업,45150,362.84,10566.3,65.4,81.2,8.54,260.3571,207.51997,2.26,6.99,11.62,40.65,12.24,28.41,6,★,"MACD상승, 거래량↑, 정배열(단), 장기추세(120↑), 자금유입(MFI), MACD>Sig",42850,39850,47350,51800,특수 목적용 기계 제조업,조선·기계·설비,1.5,5.367561260210035,62.4,64.6,🔼 BRK (돌파),① 강한 상승 추세,💰 외국인/기관의 강력한 수급이 집중되고 있습니다. 🚀 상승 에너지가 폭발적으로 증가하는 중입니다. ⚠️ 단기 급등으로 인한 조정 가능성을 염두에 두세요.,20251210,20251210,24.75,12.24,40.65,12.24,28.41
KOSPI,한전기술,052690,"건축기술, 엔지니어링 및 관련 기술 서비스업",96200,95.74,36767.6,57.5,62.3,3.84,782.0986,-60.5843,0.6,1.05,1.91,3.89,24.75,-20.86,5,★,"RSI적정, 20선근접, 장기추세(120↑), 자금유입(MFI), MACD>Sig",95400,88700,103400,112100,"건축기술, 엔지니어링 및 관련 기술 서비스업",서비스 기타,1.1940298507462686,0.8385744234800839,62.4,71.1,🔺 Watch (상승 준비),⑤ 하락 / 약세,💸 자금 유입이 꾸준히 이어지고 있습니다. ,20251210,20251210,24.75,12.24,3.89,24.75,-20.86
KOSPI,현대차2우B,005387,기타,208500,196.56,72899.8,57.3,53.8,3.38,1043.3638,-254.26776,0.73,5.89,4.3,20.52,24.75,-4.23,5,★,"RSI적정, 20선근접, 정배열(단), 장기추세(120↑), MACD>Sig",207500,195400,222500,238500,기타,자동차·모빌리티,1.2396694214876034,0.48192771084337355,62.3,71.3,🔺 Watch (상승 준비),③ 박스 / 중립,특이사항 없음. 기술적 지표를 참고하세요.,20251210,20251210,24.75,12.24,20.52,24.75,-4.23
KOSDAQ,메지온,140410,자연과학 및 공학 연구개발업,75800,82.83,23015.8,59.2,55.0,3.16,60.5119,-344.52382,0.74,-5.25,14.5,49.51,12.24,37.27,5,★,"RSI적정, 20선근접, 정배열(단), 장기추세(120↑), MACD>Sig",75700,70400,82000,88900,자연과학 및 공학 연구개발업,기타,1.1886792452830188,0.13210039630118892,62.1,67.3,🔺 Watch (상승 준비),② 상승 후 조정,특이사항 없음. 기술적 지표를 참고하세요.,20251210,20251210,24.75,12.24,49.51,12.24,37.27
KOSPI,이수페타시스,007660,전자부품 제조업,147900,1893.8,108572.2,60.7,54.6,10.18,-544.4922,296.69359,0.64,5.87,4.45,99.86,24.75,75.11,4,★,"RSI적정, MACD상승, 정배열(단), 장기추세(120↑)",138300,128600,149900,162500,전자부품 제조업,IT/전기전자,1.1958762886597938,6.941431670281996,62.0,55.6,🔺 Watch (관찰·돌파예상),① 강한 상승 추세,🚀 상승 에너지가 폭발적으로 증가하는 중입니다. ⚠️ 단기 급등으로 인한 조정 가능성을 염두에 두세요.,20251210,20251210,24.75,12.24,99.86,24.75,75.11
KOSPI,미래에셋증권,006800,금융 지원 서비스업,21400,306.37,122047.7,41.9,48.4,-3.1,-27.9012,-10.38607,0.47,-3.82,-4.89,-5.73,24.75,-30.48,1,,장기추세(120↑),21400,19900,23200,25150,금융 지원 서비스업,금융,1.2,0.0,62.0,69.5,🔁 MR (반전),⑤ 하락 / 약세,특이사항 없음. 기술적 지표를 참고하세요.,20251210,20251210,24.75,12.24,-5.73,24.75,-30.48
KOSPI,LG,003550,기타 금융업,82500,119.33,127232.8,55.9,39.6,1.68,252.2972,-58.52495,0.54,1.35,3.25,6.18,24.75,-18.57,5,★,"RSI적정, 20선근접, 정배열(단), 장기추세(120↑), MACD>Sig",82500,77900,88000,94000,기타 금융업,금융,1.1956521739130435,0.0,62.0,72.0,↩️ PULL (눌림),⑤ 하락 / 약세,✅ 20일선 부근의 안전한 눌림목 구간입니다.,20251210,20251210,24.75,12.24,6.18,24.75,-18.57
KOSDAQ,삼표시멘트,038500,기타 비금속 광물제품 제조업,3190,86.09,3442.5,59.6,72.4,3.69,22.0101,0.56709,2.37,2.08,4.25,-6.45,12.24,-18.69,5,★,"RSI적정, MACD상승, 20선근접, 거래량↑, 자금유입(MFI), MACD>Sig",3170,2945,3435,3725,기타 비금속 광물제품 제조업,기타,1.1777777777777778,0.6309148264984227,62.0,64.7,🔻 REV (역추세 반등),④ 바닥 반등 시도,💰 외국인/기관의 강력한 수급이 집중되고 있습니다. 📈 상승 추세가 견고하게 유지되고 있습니다. ,20251210,20251210,24.75,12.24,-6.45,12.24,-18.69
KOSDAQ,제닉스로보틱스,381620,특수 목적용 기계 제조업,15200,54.34,1993.9,52.6,73.6,-1.36,-4.9284,-29.99956,0.18,-0.65,4.47,48.15,12.24,35.91,4,★,"RSI적정, 정배열(단), 장기추세(120↑), 자금유입(MFI)",15200,14140,16480,17860,특수 목적용 기계 제조업,조선·기계·설비,1.2075471698113207,0.0,62.0,67.2,↩️ PULL (눌림),② 상승 후 조정,💰 외국인/기관의 강력한 수급이 집중되고 있습니다. ✅ 20일선 부근의 안전한 눌림목 구간입니다.,20251210,20251210,24.75,12.24,48.15,12.24,35.91
KOSPI,DB손해보험,005830,보험업,119900,177.15,84889.2,49.5,51.0,-3.95,-160.7279,-190.44907,0.64,-5.89,-4.08,-17.59,24.75,-42.34,0,,RSI적정,119900,112900,128300,137500,보험업,금융,1.2,0.0,61.9,69.6,🔁 MR (반전),⑤ 하락 / 약세,특이사항 없음. 기술적 지표를 참고하세요.,20251210,20251210,24.75,12.24,-17.59,24.75,-42.34
KOSPI,한솔케미칼,014680,기초 화학물질 제조업,234000,75.31,26524.4,55.1,63.6,1.21,-464.3491,-362.0252,0.57,-4.88,0.86,34.87,24.75,10.12,5,★,"RSI적정, 20선근접, 정배열(단), 장기추세(120↑), 자금유입(MFI)",234000,217500,253500,275000,기초 화학물질 제조업,화학·소재,1.1818181818181819,0.0,61.8,65.1,🔁 MR (반전),② 상승 후 조정,💸 자금 유입이 꾸준히 이어지고 있습니다. ✅ 20일선 부근의 안전한 눌림목 구간입니다.,20251210,20251210,24.75,12.24,34.87,24.75,10.12
