시장,종목명,종목코드,종가,거래대금(억원),시가총액(억원),RSI14,乖離%,MACD_hist,MACD_slope,Vol_Z,ret_5d_%,ret_10d_%,EBS,통과,근거,추천매수가,추천매도가1,추천매도가2,손절가
KOSPI,KB금융,105560,116600,1441.99,,60.6,1.18,24.1674,22.97017,1.27,2.46,2.28,7,초입,"RSI 45~65, MACD상승, MA20 근처, 거래량증가, 상승구조, MACD>sig, 과열아님",116600,122210,127830,110990
KOSPI,NAVER,035420,267500,7655.62,,53.3,3.63,-181.3745,791.95874,1.44,8.3,4.7,6,초입,"RSI 45~65, MACD상승, MA20 근처, 거래량증가, 상승구조, 과열아님",263520,279700,295880,247340
KOSPI,삼성에스디에스,018260,183000,1241.3,,61.7,8.54,897.5911,651.84939,2.57,8.93,10.57,6,초입,"RSI 45~65, MACD상승, 거래량증가, 상승구조, MACD>sig, 과열아님",172350,183620,194900,161080
KOSPI,LG씨엔에스,064400,66300,1028.53,,54.3,3.65,419.0737,174.74283,1.97,6.25,6.42,6,초입,"RSI 45~65, MACD상승, MA20 근처, 거래량증가, MACD>sig, 과열아님",65200,68890,72580,61500
KOSPI,두산밥캣,241560,60300,371.83,,60.2,1.94,228.4067,-287.26274,1.7,-3.21,1.69,6,초입,"RSI 45~65, MA20 근처, 거래량증가, 상승구조, MACD>sig, 과열아님",60300,63920,67540,56680
KOSPI,HD현대마린솔루션,443060,240500,345.23,,50.7,2.78,144.0506,-715.18224,1.34,-0.21,5.48,6,초입,"RSI 45~65, MA20 근처, 거래량증가, 상승구조, MACD>sig, 과열아님",239750,257000,274250,222500
KOSPI,HD현대건설기계,267270,100000,324.5,,57.7,0.26,241.8003,-699.54948,1.36,-8.93,5.93,6,초입,"RSI 45~65, MA20 근처, 거래량증가, 상승구조, MACD>sig, 과열아님",100000,108390,116770,91610
KOSPI,NH투자증권,005940,20350,254.69,,59.7,1.57,-14.1267,1.63329,1.47,-0.97,2.52,6,초입,"RSI 45~65, MACD상승, MA20 근처, 거래량증가, 상승구조, 과열아님",20350,21500,22650,19200
KOSPI,SNT에너지,100840,54300,177.44,,47.9,3.75,514.2574,92.7133,1.21,6.26,14.56,6,초입,"RSI 45~65, MACD상승, MA20 근처, 거래량증가, MACD>sig, 과열아님",54110,59440,64760,48790
KOSPI,삼성전자,005930,107500,39437.34,,75.4,12.21,329.6659,235.03489,1.48,8.81,9.81,5,초입,"MACD상승, 거래량증가, 상승구조, MACD>sig, 과열아님",97450,102380,107310,92520
