시장,종목명,종목코드,업종,종가,거래대금(억원),시가총액(억원),거래대금(원),RSI14,MFI14,이격도,BB_BW,TTM_SQUEEZE,TTM_SQUEEZE_CNT,BB_SQUEEZE_BW,ret_1d_%,ret_5d_%,ret_10d_%,ret_20d_%,ret_60d_%,ret_120d_%,rel_20d_%,rel_60d_%,rel_120d_%,RES_RATIO,RES_RATIO_NEAR,IS_ABOVE_POC,POC_GAP,NEAR_THRES,Low_Trend_PCT,RSI_Rising,BB_Expanding,Vol_Quality,Range_Pos,외인순매수,기관순매수,메이저순매수,TRIGGER,Above_MA20,SUPERTREND_DIR,SUPERTREND_VAL,VWAP,VWAP_GAP,MACD_Slope_PCT,거래강도,V_POWER,IS_SWING_SUPPORT,주봉20선_상회,주봉추세,HMA20,HMA_Trend,HMA_On,OBV_Div,gap_pct,_data_length,consecutive_limit_up,MTF_WEEKLY_TREND,MTF_MONTHLY_TREND,MTF_DATA_SUFFICIENT,추천매수가,손절가,추천매도가1,추천매도가2,추천매도가3,ENTRY_ACTION,POSITION_PCT,PLAN_REASON,STOP_PCT,MAX_LOSS_PCT,RR_MULT,REGIME,TIME_STOP_DAYS,EXEC_RULE_ID,STOP_REASON,TP1_METHOD,TP1_PROB,TP2_METHOD,TP2_PROB,TP3_METHOD,TP3_PROB,개인순매수,업종_상세,업종_대분류,SECTOR_RET_5D,SECTOR_RS,SECTOR_RANK,ML_RAW_SCORE,ML_TRUSTED,V23_ATR_Pct,V23_OBV_Slope,V23_Upper_Shadow_Ratio,V23_SIGNAL_STATUS,ML_SCORE,ML_STATUS,TRIGGER_SCORE,RAW_TRIGGER_SCORE,ML_EFFECTIVE_SCORE,EBS,PASS_EBS,STRUCT_SCORE,TIMING_SCORE,AI_SCORE,FINAL_SCORE,DISPLAY_SCORE,W_STRUCT,W_TIMING,W_AI,SCORING_AXES,BLOCK_REASON
KOSDAQ,대한광통신,010170,절연선 및 케이블 제조업,12070,4861.9,18767.1,486189659695.0,51.6,69.7,20.38,55.85,0,0,0,18.57,62.01,19.62,10.13,-46.0,284.39,13.94,-12.21,312.25,0.552,0.057,1,63.52,12.0,-23.48,1,0,1.8,0.78,0,0,0,,1,1,7857.0,19428,-37.87,1.0699,3.78,0.81,False,X,▲,8594,▲,O,X,18.27,250,0,1,1,1,10530.0,9680.0,13550.0,31500.0,,hold,0.0,NORMAL+PM_BLOCK_INTRADAY+EF:갭 12%+ 진입 보류 + 당일 15%+ 급등 진입 보류+ENTRY:hold,8.07,5.0,3.6,normal,7,v1_sl_first_gap_at_open,NORMAL+PM_BLOCK_INTRADAY+EF:갭 12%+ 진입 보류 + 당일 15%+ 급등 진입 보류+ENTRY:hold,SWING_20D,23,SWING_60D,2,,0,0.0,절연선 및 케이블 제조업,기타,22.15142857142857,8.541428571428572,9.0,81.3,0,0.10829683986270565,0.007597184761132306,0.3988439306358382,OK,0.0,UNVALIDATED_MODEL,17.0,17.0,0.0,6,1,49.1,13.9,0.0,31.5,31.5,0.5,0.5,0.0,STRUCT+TIMING+SECTOR,[연속급등: 5일 수익률 40%+ 과열][갭과대: 갭 15%+ 비정상]
KOSPI,LG이노텍,011070,전자부품 제조업,601000,2043.7,142239.3,204369878000.0,42.7,48.2,-1.87,61.87,0,0,0,14.48,31.22,-7.11,-26.17,-3.69,154.66,-12.35,8.31,126.88,0.55,0.057,1,122.08,12.0,-29.49,1,0,1.6,0.44,0,0,0,,0,-1,634850.0,986131,-39.05,0.9915,1.11,0.69,False,X,▲,476787,▲,O,X,16.19,250,0,1,1,1,606000.0,557000.0,833000.0,1788000.0,,hold,0.0,NORMAL+PM_BLOCK_INTRADAY+EF:갭 12%+ 진입 보류+ENTRY:hold,8.09,4.0,4.6,normal,7,v1_sl_first_gap_at_open,NORMAL+PM_BLOCK_INTRADAY+EF:갭 12%+ 진입 보류+ENTRY:hold,SWING_20D,12,SWING_60D,2,,0,0.0,전자부품 제조업,IT/전기전자,28.983018867924528,12.636603773584905,4.0,88.0,0,0.1114214404563822,-0.053150098737120156,0.375,OK,0.0,UNVALIDATED_MODEL,13.664083057587293,13.664083057587293,0.0,4,1,18.4,9.2,0.0,13.8,13.8,0.5,0.5,0.0,STRUCT+TIMING+SECTOR,[갭과대: 갭 15%+ 비정상]
KOSDAQ,코오롱티슈진,950160,기초 의약물질 제조업,18660,1875.45,15855.4,187544829485.0,10.5,45.5,-55.64,292.09,0,0,0,17.21,41.36,-37.9,-80.23,-85.4,-81.32,-76.42,-51.61,-53.46,0.449,0.0,1,11.5,12.0,-61.83,0,0,3.62,0.09,0,0,0,,0,-1,28733.0,35886,-48.0,5.7723,2.48,1.88,False,X,▼,592,▲,O,X,3.33,250,0,-1,-1,1,17560.0,16150.0,31800.0,94900.0,103500.0,hold,0.0,NORMAL+WARN:ATR%=47.8% > 20% — 이상치 의심+PM_BLOCK_INTRADAY+EF:당일 15%+ 급등 진입 보류+ENTRY:hold,8.03,5.0,10.1,normal,7,v1_sl_first_gap_at_open,NORMAL+WARN:ATR%=47.8% > 20% — 이상치 의심+PM_BLOCK_INTRADAY+EF:당일 15%+ 급등 진입 보류+ENTRY:hold,ATR_2x,23,SWING_20D,2,BB_UPPER,2,0.0,기초 의약물질 제조업,기타,22.15142857142857,8.541428571428572,9.0,75.2,0,0.38045475424896646,-0.424127856577959,0.42887931034482757,OK,0.0,UNVALIDATED_MODEL,17.5,17.5,0.0,4,1,0.0,22.4,0.0,11.2,11.2,0.5,0.5,0.0,STRUCT+TIMING+SECTOR,[연속급등: 5일 수익률 40%+ 과열]
KOSPI,효성중공업,298040,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",2985000,1770.56,278337.8,177055736000.0,52.2,46.4,14.53,42.69,0,0,0,12.43,48.8,11.42,2.86,-32.13,27.89,16.68,-20.13,0.11,0.502,0.115,1,14.07,12.0,-24.31,1,0,1.02,0.97,0,0,0,,1,1,2014500.0,3273503,-8.81,0.9998,1.01,0.39,False,X,▲,2334012,▲,O,X,7.72,250,0,1,1,1,2922000.0,2688000.0,3016000.0,3163000.0,3494000.0,split,50.0,NORMAL+PM_BLOCK_INTRADAY+EF:갭 7%+ 분할 진입 + 당일 10%+ 급등 분할 진입+ENTRY:split,8.01,4.0,0.4,normal,7,v1_sl_first_gap_at_open,NORMAL+PM_BLOCK_INTRADAY+EF:갭 7%+ 분할 진입 + 당일 10%+ 급등 분할 진입+ENTRY:split,SWING_20D,46,BB_UPPER,46,ATR_2x,23,0.0,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",인프라·에너지,44.778888888888886,19.637777777777778,1.0,76.6,0,0.09576453697056711,-0.031023113627411447,0.15270935960591134,OK,0.0,UNVALIDATED_MODEL,61.1538382587753,61.1538382587753,0.0,4,1,38.9,70.9,0.0,54.9,54.9,0.5,0.5,0.0,STRUCT+TIMING+SECTOR,[연속급등: 5일 수익률 40%+ 과열]
KOSPI,GS건설,006360,건물 건설업,31150,1431.44,26658.6,143143568400.0,53.6,60.5,12.24,46.14,0,0,0,8.35,40.32,7.04,0.81,-16.6,59.83,14.63,-4.6,32.05,0.378,0.15,1,7.71,12.0,-16.23,0,0,1.66,0.69,2897,7414,10311,,1,-1,33445.0,29004,7.4,0.672,1.5,2.11,False,O,▼,24946,▲,O,X,1.22,250,0,-1,1,1,30100.0,27700.0,35750.0,37200.0,42500.0,enter,100.0,NORMAL+PM_BLOCK_INTRADAY+EF:정상,7.97,5.0,2.4,normal,7,v1_sl_first_gap_at_open,NORMAL+PM_BLOCK_INTRADAY+EF:정상,SWING_20D,23,ATR_2x,23,ATR_3.5x,12,0.0,건물 건설업,건설·부동산,31.53,22.859,2.0,59.0,0,0.11339142398532448,0.06055464768353005,0.27586206896551724,OK,0.0,UNVALIDATED_MODEL,59.5,59.5,0.0,6,1,45.3,74.1,0.0,59.7,59.7,0.5,0.5,0.0,STRUCT+TIMING+SECTOR,[연속급등: 5일 수익률 40%+ 과열]
KOSDAQ,성호전자,043260,전자부품 제조업,19000,1100.1,13630.9,110009572105.0,47.4,61.8,9.03,55.89,0,0,0,13.03,45.04,5.5,-2.06,-56.57,-15.18,1.75,-22.78,12.68,0.965,0.063,0,-59.91,12.0,-23.54,1,0,1.94,0.65,0,0,0,,1,1,11751.0,35935,-47.13,1.0309,3.32,1.6,False,X,▼,14555,▲,O,X,8.57,250,0,-1,-1,1,18620.0,17130.0,22900.0,57700.0,59600.0,split,50.0,NORMAL+PM_BLOCK_INTRADAY+EF:갭 7%+ 분할 진입 + 당일 10%+ 급등 분할 진입+ENTRY:split,8.0,5.0,2.9,normal,7,v1_sl_first_gap_at_open,NORMAL+PM_BLOCK_INTRADAY+EF:갭 7%+ 분할 진입 + 당일 10%+ 급등 분할 진입+ENTRY:split,SWING_20D,23,SWING_60D,2,SWING_120D,2,0.0,전자부품 제조업,IT/전기전자,28.983018867924528,12.636603773584905,4.0,61.7,0,0.12101503759398496,0.004732788196691128,0.3843137254901961,OK,0.0,UNVALIDATED_MODEL,7.403376693574946,7.403376693574946,0.0,6,1,31.9,0.0,0.0,16.0,16.0,0.5,0.5,0.0,STRUCT+TIMING+SECTOR,[연속급등: 5일 수익률 40%+ 과열]
KOSPI,OCI홀딩스,010060,기타 금융업,246000,1022.83,45928.8,102282593250.0,58.9,75.4,22.28,46.55,0,0,0,9.33,44.62,29.47,24.31,-22.76,77.62,38.13,-10.76,49.84,0.484,0.06,1,63.89,12.0,-6.91,1,0,1.27,0.69,0,0,0,,1,-1,253140.0,271842,-9.51,0.6005,1.26,1.59,False,X,▲,201287,▲,O,X,3.78,250,0,1,1,1,211000.0,194300.0,283500.0,414000.0,,enter,100.0,NORMAL+PM_BLOCK_INTRADAY+EF:정상,7.91,5.0,4.3,normal,7,v1_sl_first_gap_at_open,NORMAL+PM_BLOCK_INTRADAY+EF:정상,SWING_20D,23,SWING_60D,2,,0,0.0,기타 금융업,금융,14.904375,12.145312500000001,11.0,74.1,0,0.13382694541231127,0.07677585889545031,0.3442622950819672,OK,0.0,UNVALIDATED_MODEL,47.5,47.5,0.0,6,1,41.2,52.8,0.0,47.0,47.0,0.5,0.5,0.0,STRUCT+TIMING+SECTOR,[연속급등: 5일 수익률 40%+ 과열]
KOSPI,광전자,017900,반도체 제조업,7060,1007.47,4090.8,100747486350.0,54.8,79.7,23.85,45.8,0,0,0,21.31,56.89,19.66,24.08,-37.02,264.11,37.9,-25.02,236.33,0.58,0.008,1,108.92,12.0,-19.25,1,0,2.4,0.87,0,0,0,,1,1,4663.5,10555,-33.11,0.8525,6.2,1.56,False,X,▲,5184,▲,O,X,15.12,248,0,1,1,1,5990.0,5500.0,7490.0,15470.0,22450.0,hold,0.0,NORMAL+PM_BLOCK_INTRADAY+EF:갭 12%+ 진입 보류 + 당일 15%+ 급등 진입 보류+ENTRY:hold,8.18,6.0,3.1,normal,7,v1_sl_first_gap_at_open,NORMAL+PM_BLOCK_INTRADAY+EF:갭 12%+ 진입 보류 + 당일 15%+ 급등 진입 보류+ENTRY:hold,SWING_20D,23,SWING_60D,2,SWING_120D,2,0.0,반도체 제조업,반도체,29.595714285714283,5.586428571428571,8.0,82.8,0,0.09970659651962768,0.01462342432161369,0.30935251798561153,OK,0.0,UNVALIDATED_MODEL,27.783898422417963,27.783898422417963,0.0,6,1,53.0,25.9,0.0,39.4,39.4,0.5,0.5,0.0,STRUCT+TIMING+SECTOR,[연속급등: 5일 수익률 40%+ 과열][갭과대: 갭 15%+ 비정상]
KOSPI,두산퓨얼셀,336260,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",34600,947.24,22660.8,94723958525.0,40.1,49.7,-4.36,105.11,0,0,0,20.98,72.14,-13.61,-26.62,-59.91,-0.72,-12.8,-47.91,-28.5,0.888,0.124,0,-22.35,12.0,-50.53,1,0,1.01,0.54,0,0,0,,0,-1,36405.0,61193,-43.46,1.5906,3.13,2.63,False,X,▼,21725,▲,O,X,7.69,250,0,-1,-1,1,32700.0,30050.0,48700.0,55200.0,108900.0,hold,0.0,NORMAL+PM_BLOCK_INTRADAY+EF:당일 15%+ 급등 진입 보류+ENTRY:hold,8.1,5.0,6.0,normal,7,v1_sl_first_gap_at_open,NORMAL+PM_BLOCK_INTRADAY+EF:당일 15%+ 급등 진입 보류+ENTRY:hold,SWING_20D,12,BB_UPPER,5,SWING_60D,2,0.0,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",인프라·에너지,44.778888888888886,19.637777777777778,1.0,85.9,0,0.16050784475639968,-0.025044717737890354,0.27972027972027974,OK,0.0,UNVALIDATED_MODEL,27.205450004800475,27.205450004800475,0.0,2,0,0.0,13.2,0.0,6.6,6.6,0.5,0.5,0.0,STRUCT+TIMING+SECTOR,[연속급등: 5일 수익률 40%+ 과열]
KOSDAQ,빛과전자,069540,통신 및 방송 장비 제조업,2890,813.73,3256.8,81373313963.0,51.2,48.2,29.58,65.71,0,0,0,29.89,62.54,12.89,59.4,-44.42,91.52,63.21,-10.63,119.38,0.624,0.14,0,-4.89,12.0,1.03,1,0,2.2,0.83,0,0,0,🚀급등시동,1,1,1780.5,3993,-27.63,0.7656,2.05,2.12,False,X,▲,1932,▲,O,X,20.0,248,1,1,1,1,2340.0,2150.0,3150.0,7870.0,8100.0,hold,0.0,NORMAL+PM_BLOCK_INTRADAY+EF:갭 12%+ 진입 보류 + 당일 15%+ 급등 진입 보류+ENTRY:hold,8.12,6.0,4.3,normal,7,v1_sl_first_gap_at_open,NORMAL+PM_BLOCK_INTRADAY+EF:갭 12%+ 진입 보류 + 당일 15%+ 급등 진입 보류+ENTRY:hold,SWING_20D,23,SWING_60D,2,SWING_120D,2,0.0,통신 및 방송 장비 제조업,IT/전기전자,28.983018867924528,12.636603773584905,4.0,36.5,0,0.11653484923381117,0.00617684584520569,0.0,OK,0.0,UNVALIDATED_MODEL,61.08113545418176,61.08113545418176,0.0,8,1,58.0,51.9,0.0,55.0,55.0,0.5,0.5,0.0,STRUCT+TIMING+SECTOR,[연속급등: 5일 수익률 40%+ 과열][갭과대: 갭 15%+ 비정상]
