종목코드,종목명,시장,업종,업종_상세,업종_대분류,종가,거래대금(억원),시가총액(억원),상태,IS_ACTIVE,IS_NOW_ENTRY,IS_WATCH,추천매수가,손절가,추천매도가1,추천매도가2,FINAL_SCORE,TRIGGER_SCORE,TOTAL_SCORE,RANK_SCORE,LDY_SCORE,ENTRY_SCORE,ML_SCORE,NEWS_SCORE,NEWS_REASON,TRIGGER,ROUTE,REGIME,ret_20d_%,ret_120d_%,rel_20d_%,rel_60d_%,rel_120d_%,TTM_SQUEEZE_CNT,NORM_RR,NORM_T1,NORM_SL,NORM_NEAR,NORM_MOM,NORM_LIQ,NORM_TEC,RSI14,MFI14,이격도,BB_BW,TTM_SQUEEZE,BB_SQUEEZE_BW,ret_1d_%,ret_5d_%,ret_10d_%,ret_60d_%,RES_RATIO,RES_RATIO_NEAR,IS_ABOVE_POC,POC_GAP,NEAR_THRES,Low_Trend_PCT,RSI_Rising,BB_Expanding,Vol_Quality,Range_Pos,Above_MA20,SUPERTREND_DIR,SUPERTREND_VAL,VWAP,VWAP_GAP,MACD_Slope_PCT,거래강도,V_POWER,IS_SWING_SUPPORT,주봉20선_상회,주봉추세,HMA20,HMA_Trend,HMA_On,OBV_Div,외인순매수,기관순매수,개인순매수,메이저순매수,SECTOR_RET_5D,SECTOR_RS,SECTOR_RANK,RAW_TRIGGER_SCORE,EBS,STRUCT_SCORE,TIMING_SCORE,AI_SCORE,LDY_RANK,기준일,시총기준일,벤치_60d_KOSPI_%,벤치_60d_KOSDAQ_%,60일_종목수익률_%,60일_초과수익(α)_%
010060,OCI홀딩스,KOSPI,기타 금융업,기타 금융업,금융,155000,732.3,0.0,OVERHEAT,False,False,False,128800,108400,169500,186450.00000000003,86.2,79.5,86.2,81.3,81.3,,77.9000015258789,0.0,특이사항 없음,,OVERHEAT,,48.33,51.81,33.77,1.95,-14.28,0,,,,,,,,70.5,87.5,26.36,46.08,0,0,2.58,40.02,29.71,29.6,0.0,0.0,1,56.46,12.0,5.75,1,0,1.87,0.86,1,1,116540.0,143183,8.25,0.6201,1.53,2.71,False,O,▲,138184,▲,O,X,0.0,0.0,0.0,0.0,11.806666666666667,8.77051282051282,9.0,79.5,6,81.3,100.0,77.9,1,20260209,20260209,27.65,24.38,29.6,1.95
008930,한미사이언스,KOSPI,기타 금융업,기타 금융업,금융,47900,157.11,0.0,WAIT,False,False,True,42900,37700,53200,58520.00000000001,88.6,79.5,88.6,86.2,86.2,,77.69999694824219,0.0,특이사항 없음,🚀급등시동,WAIT,,24.25,14.59,9.69,-10.68,-51.5,0,,,,,,,,69.7,79.4,17.29,33.33,0,0,3.12,21.88,17.84,16.97,0.0,0.0,1,15.78,11.9,7.09,1,0,1.96,0.93,1,1,37752.5,45561,5.13,0.2378,1.21,1.76,False,O,▲,45363,▲,O,X,0.0,0.0,0.0,0.0,11.806666666666667,8.77051282051282,9.0,79.5,8,86.2,100.0,77.7,2,20260209,20260209,27.65,24.38,16.97,-10.68
000815,삼성화재우,KOSPI,기타,기타,기타,399000,94.86,0.0,WAIT,False,False,True,399000,380000,436500,480150.00000000006,76.8,84.0,76.8,68.0,68.0,,64.0999984741211,0.0,특이사항 없음,🚀급등시동,WAIT,,10.99,17.7,-3.57,-23.2,-48.39,0,,,,,,,,68.1,60.4,6.85,11.03,0,0,2.57,9.47,7.4,4.45,0.0,0.0,1,17.18,6.0,1.97,1,1,1.12,0.88,1,1,364700.0,385563,3.48,0.1328,1.43,2.06,False,O,▲,384926,▲,O,X,0.0,0.0,0.0,0.0,9.32457142857143,6.321142857142857,10.0,84.0,10,68.0,100.0,64.1,3,20260209,20260209,27.65,24.38,4.45,-23.2
030200,KT,KOSPI,전기 통신업,전기 통신업,IT/전기전자,59300,408.83,0.0,WAIT,False,False,True,59300,56100,65700,72270.0,77.4,81.0,77.4,77.5,77.5,,43.400001525878906,0.0,특이사항 없음,,WAIT,,14.7,7.82,0.14,-7.73,-58.27,0,,,,,,,,66.9,49.1,7.21,11.59,0,0,5.33,7.43,9.01,19.92,0.0,0.0,1,13.87,6.0,4.02,1,0,1.04,0.97,1,1,52580.0,56816,4.37,0.002,1.18,2.14,False,O,▲,57203,▲,O,X,0.0,0.0,0.0,0.0,8.247241379310344,12.05551724137931,7.0,81.0,6,77.5,100.0,43.4,4,20260209,20260209,27.65,24.38,19.92,-7.73
489790,한화비전,KOSPI,통신 및 방송 장비 제조업,통신 및 방송 장비 제조업,IT/전기전자,67800,753.44,0.0,WAIT,False,False,True,59800,51200,76900,84590.0,83.8,75.63756850710058,83.8,79.1,79.1,,72.0999984741211,0.0,특이사항 없음,🚀급등시동,WAIT,,38.65,22.6,24.09,10.72,-43.49,0,,,,,,,,69.9,81.3,19.13,38.14,0,0,1.5,19.16,30.38,38.37,0.013,0.013,1,28.73,12.0,6.5,1,0,1.59,0.89,1,1,52160.0,64372,5.32,0.0916,0.78,1.98,False,O,▲,64891,▲,O,X,0.0,0.0,0.0,0.0,8.247241379310344,12.05551724137931,7.0,75.63756850710058,8,79.1,99.5,72.1,5,20260209,20260209,27.65,24.38,38.37,10.72
126700,하이비젼시스템,KOSDAQ,사진장비 및 광학기기 제조업,사진장비 및 광학기기 제조업,기타,19200,111.09,0.0,WAIT,False,False,True,19200,17430,22750,25025.000000000004,85.8,74.57315269316891,85.8,84.6,84.6,,69.4000015258789,0.0,특이사항 없음,🚀급등시동,WAIT,,24.59,23.47,5.88,-2.24,-16.22,0,,,,,,,,64.9,80.2,14.01,23.37,0,0,13.81,17.79,16.5,22.14,0.0,0.0,1,19.68,10.6,7.54,1,0,1.54,0.96,1,1,15645.0,17970,6.84,-0.0302,2.7,2.37,False,O,▲,18031,▲,O,X,0.0,0.0,0.0,0.0,9.32457142857143,6.321142857142857,10.0,74.57315269316891,6,84.6,98.9,69.4,6,20260209,20260209,27.65,24.38,22.14,-2.24
007340,DN오토모티브,KOSPI,일차전지 및 이차전지 제조업,일차전지 및 이차전지 제조업,2차전지,28000,53.84,0.0,WAIT,False,False,True,28000,25650,32650,35915.0,87.5,75.21926445697585,87.5,81.2,81.2,,86.30000305175781,0.0,특이사항 없음,,WAIT,,15.94,9.59,1.38,-12.42,-56.5,0,,,,,,,,66.9,73.0,11.19,17.92,0,0,6.26,15.7,14.05,15.23,0.02,0.02,1,18.08,9.1,3.69,1,1,1.06,0.94,1,1,23490.0,26326,6.36,0.1795,1.19,3.21,False,O,▲,26311,▲,O,X,0.0,0.0,0.0,0.0,14.022222222222222,7.574444444444443,8.0,75.21926445697585,8,81.2,98.8,86.3,7,20260209,20260209,27.65,24.38,15.23,-12.42
105560,KB금융,KOSPI,기타 금융업,기타 금융업,금융,151400,2522.5,0.0,WAIT,False,False,True,151400,140400,173300,190630.00000000003,81.0,74.41147732134519,81.0,77.8,77.8,,62.599998474121094,0.0,특이사항 없음,,WAIT,,20.64,32.69,6.08,-15.25,-33.4,0,,,,,,,,69.7,62.6,10.82,18.35,0,0,1.41,13.24,11.73,12.4,0.0,0.0,1,29.96,8.0,5.51,1,1,1.03,0.9,1,1,130650.0,145688,3.92,0.1691,1.37,0.56,False,O,▲,143175,▲,O,X,0.0,0.0,0.0,0.0,11.806666666666667,8.77051282051282,9.0,74.41147732134519,8,77.8,98.7,62.6,8,20260209,20260209,27.65,24.38,12.4,-15.25
001450,현대해상,KOSPI,보험업,보험업,금융,30800,164.35,0.0,WAIT,False,False,True,30800,28800,34750,38225.0,82.2,71.06191205554609,82.2,78.4,78.4,,68.5999984741211,0.0,특이사항 없음,,WAIT,,14.07,14.71,-0.49,-24.12,-51.38,0,,,,,,,,71.9,65.7,9.82,18.24,0,0,3.36,11.8,10.79,3.53,0.037,0.037,1,10.71,6.9,3.83,1,1,0.93,0.88,1,1,27105.0,29754,3.51,0.1959,0.97,2.57,False,O,▲,29698,▲,O,X,0.0,0.0,0.0,0.0,11.806666666666667,8.77051282051282,9.0,71.06191205554609,6,78.4,97.5,68.6,9,20260209,20260209,27.65,24.38,3.53,-24.12
017800,현대엘리베이터,KOSPI,일반 목적용 기계 제조업,일반 목적용 기계 제조업,조선·기계·설비,103400,384.77,0.0,OVERHEAT,False,False,False,103400,96700,116700,128370.00000000001,81.2,90.0,81.2,73.2,73.2,,79.19999694824219,0.0,특이사항 없음,,OVERHEAT,,18.04,19.26,3.48,7.34,-46.83,0,,,,,,,,75.2,71.4,11.12,18.52,0,0,1.17,10.47,13.63,34.99,0.0,0.0,1,25.82,7.5,2.07,1,1,1.35,0.99,1,1,88980.0,98674,4.79,0.1522,1.35,1.63,False,O,▲,98133,▲,O,X,0.0,0.0,0.0,0.0,9.599746835443037,14.151518987341772,5.0,90.0,8,73.2,96.0,79.2,10,20260209,20260209,27.65,24.38,34.99,7.34
