시장,종목명,종목코드,업종,종가,거래대금(억원),시가총액(억원),RSI14,MFI14,이격도,MACD_Hist,MACD_Slope,거래강도,ret_5d_%,ret_10d_%,ret_60d_%,idx_60d_%,rel_60d_%,EBS,통과,근거,추천매수가,손절가,추천매도가1,추천매도가2,RR1,Now%,LDY_SCORE,ROUTE,AI_COMMENT,기준일,시총기준일,벤치_60d_KOSPI_%,벤치_60d_KOSDAQ_%,60일_종목수익률_%,60일_지수수익률_%,60일_초과수익(α)_%
KOSDAQ,원익홀딩스,030530,기타,28350,5040.47,21897.0,,71.3,8.28,65.3763,233.46417,3.33,19.62,29.45,214.3,13.97,200.33,6,★,"MACD상승, 거래량↑, 정배열(단), 장기추세(120↑), 자금유입(MFI), MACD>Sig",26950,25100,29800,32650,1.5405405405405406,5.194805194805195,66.2,🔼 BRK (돌파),💰 외국인/기관의 강력한 수급이 집중되고 있습니다. 🚀 상승 에너지가 폭발적으로 증가하는 중입니다. ⚠️ 단기 급등으로 인한 조정 가능성을 염두에 두세요.,20251205,20251205,27.92,13.97,214.3,13.97,200.33
KOSPI,한국항공우주,047810,기타,106200,355.18,103518.6,,41.4,-0.26,-319.852,-41.38362,0.53,-2.48,-0.38,12.5,27.92,-15.42,3,,"20선근접, 정배열(단), 장기추세(120↑)",106200,98800,115100,124800,1.2027027027027026,0.0,66.2,🔁 MR (반전),✅ 20일선 부근의 안전한 눌림목 구간입니다.,20251205,20251205,27.92,13.97,12.5,27.92,-15.42
KOSPI,DL이앤씨,375500,기타,41350,198.98,15999.8,,54.4,2.84,180.7165,96.84957,2.44,2.73,5.48,-4.39,27.92,-32.31,3,,"MACD상승, 20선근접, 거래량↑, MACD>Sig",41350,38750,44500,47900,1.2115384615384615,0.0,66.1,🔺 Watch (관찰·돌파예상),📈 상승 추세가 견고하게 유지되고 있습니다. ,20251205,20251205,27.92,13.97,-4.39,27.92,-32.31
KOSDAQ,알테오젠,196170,기타,456500,12921.02,244253.9,,33.1,-13.94,-8789.8569,-3971.071,5.57,-14.35,-15.62,-4.0,13.97,-17.97,1,,"거래량↑, 정배열(단)",456500,424500,495000,536000,1.203125,0.0,66.0,🔁 MR (반전),📉 과매도 구간으로 기술적 반등이 기대됩니다.,20251205,20251205,27.92,13.97,-4.0,13.97,-17.97
KOSPI,두산퓨얼셀,336260,기타,34900,1002.9,22857.3,,56.0,6.19,122.407,279.45191,3.29,9.75,16.14,39.32,27.92,11.4,4,★,"MACD상승, 거래량↑, 장기추세(120↑), MACD>Sig",33850,31500,36700,39750,1.2127659574468086,3.10192023633678,66.0,🔼 BRK (돌파),🚀 상승 에너지가 폭발적으로 증가하는 중입니다. ⚠️ 단기 급등으로 인한 조정 가능성을 염두에 두세요.,20251205,20251205,27.92,13.97,39.32,27.92,11.4
KOSPI,한화솔루션,009830,기타,27850,130.92,47872.1,,39.4,0.6,112.7694,6.57033,0.68,-0.36,4.31,-2.96,27.92,-30.88,2,,"MACD상승, 20선근접, MACD>Sig",27850,26150,29850,32050,1.1764705882352942,0.0,66.0,↩️ PULL (눌림),📈 상승 추세가 견고하게 유지되고 있습니다. ✅ 20일선 부근의 안전한 눌림목 구간입니다.,20251205,20251205,27.92,13.97,-2.96,27.92,-30.88
KOSDAQ,켐트로닉스,089010,기타,31100,85.05,5081.5,,56.5,1.48,202.4729,32.24253,0.45,0.97,13.09,15.61,13.97,1.64,4,★,"MACD상승, 20선근접, 장기추세(120↑), MACD>Sig",31100,28900,33700,36550,1.1818181818181819,0.0,65.9,🔺 Watch (상승 준비),📈 상승 추세가 견고하게 유지되고 있습니다. ✅ 20일선 부근의 안전한 눌림목 구간입니다.,20251205,20251205,27.92,13.97,15.61,13.97,1.64
KOSPI,GS,078930,기타,58400,78.95,54262.6,,44.1,-0.24,-432.7703,29.06641,0.41,3.55,-1.68,28.49,27.92,0.57,4,★,"MACD상승, 20선근접, 정배열(단), 장기추세(120↑)",58400,54300,63300,68600,1.1951219512195121,0.0,65.9,🔺 Watch (관찰·돌파예상),📈 상승 추세가 견고하게 유지되고 있습니다. ✅ 20일선 부근의 안전한 눌림목 구간입니다.,20251205,20251205,27.92,13.97,28.49,27.92,0.57
KOSPI,SK바이오사이언스,302440,기타,54000,51.04,42319.3,,44.3,0.93,-3.2068,9.27262,0.67,-1.46,3.05,7.78,27.92,-20.14,4,★,"MACD상승, 20선근접, 정배열(단), 장기추세(120↑)",54000,50200,58500,63400,1.1842105263157894,0.0,65.9,↩️ PULL (눌림),📈 상승 추세가 견고하게 유지되고 있습니다. ✅ 20일선 부근의 안전한 눌림목 구간입니다.,20251205,20251205,27.92,13.97,7.78,27.92,-20.14
KOSPI,HD현대건설기계,267270,기타,96200,86.95,16698.0,,55.4,3.18,549.3815,51.63364,0.76,2.56,6.42,3.66,27.92,-24.26,4,★,"MACD상승, 20선근접, 장기추세(120↑), MACD>Sig",96000,89300,104100,112800,1.208955223880597,0.20833333333333334,65.8,🔻 REV (역추세 반등),📈 상승 추세가 견고하게 유지되고 있습니다. ,20251205,20251205,27.92,13.97,3.66,27.92,-24.26
KOSPI,한미약품,128940,기타,426000,370.42,54574.8,,34.7,-5.78,-7081.315,-227.51063,0.7,-6.68,-4.38,39.44,27.92,11.52,2,,"정배열(단), 장기추세(120↑)",426000,396000,462000,501000,1.2,0.0,65.7,🔁 MR (반전),📉 과매도 구간으로 기술적 반등이 기대됩니다.,20251205,20251205,27.92,13.97,39.44,27.92,11.52
KOSPI,현대제철,004020,기타,31500,116.96,42035.4,,45.8,2.34,196.7652,86.37919,1.1,4.3,5.18,-9.48,27.92,-37.4,2,,"MACD상승, 20선근접, MACD>Sig",31500,29700,33650,36000,1.1944444444444444,0.0,65.7,🔺 Watch (관찰·돌파예상),📈 상승 추세가 견고하게 유지되고 있습니다. ,20251205,20251205,27.92,13.97,-9.48,27.92,-37.4
KOSDAQ,삼천당제약,000250,기타,216000,258.1,50668.1,,48.4,-1.59,199.7131,-420.76106,1.02,-0.23,2.37,8.0,13.97,-5.97,3,,"정배열(단), 장기추세(120↑), MACD>Sig",216000,201000,234000,254000,1.2,0.0,65.6,↩️ PULL (눌림),✅ 20일선 부근의 안전한 눌림목 구간입니다.,20251205,20251205,27.92,13.97,8.0,13.97,-5.97
KOSPI,더존비즈온,012510,기타,95000,193.87,28863.6,,55.6,2.53,134.3535,-13.46689,0.96,1.93,1.28,12.96,27.92,-14.96,4,★,"20선근접, 정배열(단), 장기추세(120↑), MACD>Sig",95000,88500,102800,111300,1.2,0.0,65.6,↩️ PULL (눌림),특이사항 없음. 기술적 지표를 참고하세요.,20251205,20251205,27.92,13.97,12.96,27.92,-14.96
KOSDAQ,삼영엠텍,054540,기타,14680,96.2,1908.4,,69.6,-2.66,-78.0866,58.11171,0.25,7.0,4.41,26.01,13.97,12.04,4,★,"MACD상승, 정배열(단), 장기추세(120↑), 자금유입(MFI)",14680,13650,15910,17250,1.1941747572815533,0.0,65.5,🔺 Watch (관찰·돌파예상),💸 자금 유입이 꾸준히 이어지고 있습니다. 📈 상승 추세가 견고하게 유지되고 있습니다. ,20251205,20251205,27.92,13.97,26.01,13.97,12.04
KOSPI,한화,000880,기타,82300,87.8,61691.0,,33.5,-2.18,59.9304,232.98393,0.51,3.65,3.13,-4.41,27.92,-32.33,1,,"MACD상승, MACD>Sig",82300,76500,89200,96700,1.1896551724137931,0.0,65.4,🔺 Watch (관찰·돌파예상),🚀 상승 에너지가 폭발적으로 증가하는 중입니다. ,20251205,20251205,27.92,13.97,-4.41,27.92,-32.33
KOSPI,에이피알,278470,기타,254500,1018.8,95261.0,,74.8,7.69,1393.3319,59.32879,0.62,-0.39,6.93,18.1,27.92,-9.82,4,★,"MACD상승, 장기추세(120↑), 자금유입(MFI), MACD>Sig",243500,226500,264000,286000,1.2058823529411764,4.517453798767967,65.3,🔺 Watch (상승 준비),💰 외국인/기관의 강력한 수급이 집중되고 있습니다. 📈 상승 추세가 견고하게 유지되고 있습니다. ⚠️ 단기 급등으로 인한 조정 가능성을 염두에 두세요.,20251205,20251205,27.92,13.97,18.1,27.92,-9.82
KOSPI,코오롱,002020,기타,51100,122.78,6452.1,,54.3,1.08,88.3673,-272.59235,1.16,-7.93,-0.39,12.18,27.92,-15.74,4,★,"20선근접, 정배열(단), 장기추세(120↑), MACD>Sig",51100,47500,55400,60000,1.1944444444444444,0.0,65.3,🔁 MR (반전),✅ 20일선 부근의 안전한 눌림목 구간입니다.,20251205,20251205,27.92,13.97,12.18,27.92,-15.74
KOSPI,디아이,003160,기타,22350,90.76,6325.1,,37.1,-3.4,-228.4153,73.67048,0.31,4.44,0.0,65.8,27.92,37.88,3,,"MACD상승, 정배열(단), 장기추세(120↑)",22350,20800,24250,26250,1.2258064516129032,0.0,65.3,🔺 Watch (관찰·돌파예상),📈 상승 추세가 견고하게 유지되고 있습니다. ,20251205,20251205,27.92,13.97,65.8,27.92,37.88
KOSPI,LS에코에너지,229640,기타,36900,84.3,11300.6,,50.9,1.56,189.1055,202.30185,1.64,4.24,6.19,-5.63,27.92,-33.55,3,,"MACD상승, 20선근접, 거래량↑, MACD>Sig",36900,34300,40000,43350,1.1923076923076923,0.0,65.3,🔺 Watch (관찰·돌파예상),🚀 상승 에너지가 폭발적으로 증가하는 중입니다. ✅ 20일선 부근의 안전한 눌림목 구간입니다.,20251205,20251205,27.92,13.97,-5.63,27.92,-33.55
KOSPI,삼성E&A,028050,기타,25950,183.68,50862.0,,57.3,0.8,115.947,14.23053,1.25,1.57,2.77,-8.14,27.92,-36.06,3,,"MACD상승, 20선근접, 거래량↑, MACD>Sig",25950,24600,27600,29350,1.2222222222222223,0.0,65.2,🔺 Watch (관찰·돌파예상),📈 상승 추세가 견고하게 유지되고 있습니다. ✅ 20일선 부근의 안전한 눌림목 구간입니다.,20251205,20251205,27.92,13.97,-8.14,27.92,-36.06
KOSPI,한국카본,017960,기타,28150,83.92,14612.2,,43.9,-1.52,181.5943,94.43607,0.63,3.11,5.43,-15.08,27.92,-43.0,1,,"MACD상승, MACD>Sig",28150,26200,30500,33100,1.205128205128205,0.0,65.2,🔺 Watch (관찰·돌파예상),📈 상승 추세가 견고하게 유지되고 있습니다. ✅ 20일선 부근의 안전한 눌림목 구간입니다.,20251205,20251205,27.92,13.97,-15.08,27.92,-43.0
KOSPI,유한양행,000100,의약품,117300,520.55,93803.0,,44.2,-1.24,-81.1258,-166.1589,0.88,-3.85,0.51,-1.43,27.92,-29.35,2,,"정배열(단), 장기추세(120↑)",117300,110500,125500,134400,1.2058823529411764,0.0,65.0,🔁 MR (반전),✅ 20일선 부근의 안전한 눌림목 구간입니다.,20251205,20251205,27.92,13.97,-1.43,27.92,-29.35
KOSPI,LG,003550,화학,85600,417.44,132013.7,,44.3,5.15,230.1353,354.04514,1.63,8.63,7.94,13.23,27.92,-14.69,5,★,"MACD상승, 거래량↑, 정배열(단), 장기추세(120↑), MACD>Sig",83800,78800,89900,96400,1.22,2.1479713603818613,65.0,🔻 REV (역추세 반등),🚀 상승 에너지가 폭발적으로 증가하는 중입니다. ⚠️ 단기 급등으로 인한 조정 가능성을 염두에 두세요.,20251205,20251205,27.92,13.97,13.23,27.92,-14.69
KOSPI,풍산,103140,기타,102700,79.21,28780.9,,53.5,2.83,1337.6385,161.13844,0.67,3.53,8.68,-13.11,27.92,-41.03,2,,"MACD상승, 20선근접, MACD>Sig",102700,95700,111100,120200,1.2,0.0,65.0,🔺 Watch (관찰·돌파예상),🚀 상승 에너지가 폭발적으로 증가하는 중입니다. ,20251205,20251205,27.92,13.97,-13.11,27.92,-41.03
KOSDAQ,루닛,328130,기타,39250,62.95,11483.3,,65.0,1.17,325.3403,28.71172,0.41,-2.0,14.6,-9.04,13.97,-23.01,3,,"MACD상승, 20선근접, 자금유입(MFI), MACD>Sig",39250,36500,42550,46100,1.2,0.0,65.0,↩️ PULL (눌림),💸 자금 유입이 꾸준히 이어지고 있습니다. 📈 상승 추세가 견고하게 유지되고 있습니다. ✅ 20일선 부근의 안전한 눌림목 구간입니다.,20251205,20251205,27.92,13.97,-9.04,13.97,-23.01
KOSDAQ,코미코,183300,기타,86500,98.49,9048.5,,43.7,-5.7,187.9455,125.4067,0.85,-0.23,4.98,5.62,13.97,-8.35,3,,"MACD상승, 장기추세(120↑), MACD>Sig",86500,80400,93800,101600,1.1967213114754098,0.0,64.9,↩️ PULL (눌림),🚀 상승 에너지가 폭발적으로 증가하는 중입니다. 📉 과매도 구간으로 기술적 반등이 기대됩니다.,20251205,20251205,27.92,13.97,5.62,13.97,-8.35
KOSDAQ,피에스케이,319660,기타,31600,50.7,9153.5,,51.0,-3.69,-21.375,71.18043,0.5,6.4,6.04,32.77,13.97,18.8,2,,"MACD상승, 장기추세(120↑)",31600,29400,34250,37150,1.2045454545454546,0.0,64.9,🔺 Watch (관찰·돌파예상),📈 상승 추세가 견고하게 유지되고 있습니다. ,20251205,20251205,27.92,13.97,32.77,13.97,18.8
KOSPI,두산밥캣,241560,화학,59800,112.06,57321.9,,46.1,4.83,406.1629,120.68078,0.91,8.33,10.13,11.36,27.92,-16.56,4,★,"MACD상승, 20선근접, 장기추세(120↑), MACD>Sig",58800,54600,63700,69000,1.1666666666666667,1.7006802721088436,64.8,🔻 REV (역추세 반등),🚀 상승 에너지가 폭발적으로 증가하는 중입니다. ,20251205,20251205,27.92,13.97,11.36,27.92,-16.56
KOSDAQ,필옵틱스,161580,기타,41300,64.43,9665.3,,51.0,-2.75,-163.154,37.49321,0.48,-2.48,7.97,33.23,13.97,19.26,3,,"MACD상승, 정배열(단), 장기추세(120↑)",41300,38400,44750,48550,1.1896551724137931,0.0,64.7,↩️ PULL (눌림),📈 상승 추세가 견고하게 유지되고 있습니다. ,20251205,20251205,27.92,13.97,33.23,13.97,19.26
KOSDAQ,파마리서치,214450,기타,401500,416.8,41714.4,,30.5,-8.42,346.1904,-376.79128,0.53,-14.57,-12.91,-36.27,13.97,-50.24,0,,MACD>Sig,401500,373500,435000,472000,1.1964285714285714,0.0,64.6,🔁 MR (반전),📉 과매도 구간으로 기술적 반등이 기대됩니다.,20251205,20251205,27.92,13.97,-36.27,13.97,-50.24
KOSDAQ,엔켐,348370,기타,70000,144.21,15237.2,,40.0,-1.26,975.7366,-122.21629,0.72,-7.89,13.09,-3.98,13.97,-17.95,0,,MACD>Sig,70000,65100,75900,82200,1.2040816326530612,0.0,64.6,🔁 MR (반전),✅ 20일선 부근의 안전한 눌림목 구간입니다.,20251205,20251205,27.92,13.97,-3.98,13.97,-17.95
KOSPI,기아,000270,운수장비,123600,2522.08,482550.5,,57.9,6.9,707.177,362.49783,2.39,8.33,8.42,15.95,27.92,-11.97,5,★,"MACD상승, 거래량↑, 정배열(단), 장기추세(120↑), MACD>Sig",119100,113000,126400,134300,1.1967213114754098,3.7783375314861463,64.5,🔼 BRK (돌파),🚀 상승 에너지가 폭발적으로 증가하는 중입니다. ⚠️ 단기 급등으로 인한 조정 가능성을 염두에 두세요.,20251205,20251205,27.92,13.97,15.95,27.92,-11.97
KOSPI,엠앤씨솔루션,484870,기타,136400,72.19,12485.9,,32.8,-4.36,902.1665,1211.39075,1.74,12.17,0.0,-33.46,27.92,-61.38,2,,"MACD상승, 거래량↑, MACD>Sig",136400,126900,147900,160300,1.2105263157894737,0.0,64.5,🔺 Watch (관찰·돌파예상),🚀 상승 에너지가 폭발적으로 증가하는 중입니다. ,20251205,20251205,27.92,13.97,-33.46,27.92,-61.38
KOSDAQ,한국비엔씨,256840,기타,5580,113.0,3816.4,,70.9,1.93,11.7463,-11.40375,0.42,-1.93,0.72,10.71,13.97,-3.26,5,★,"20선근접, 정배열(단), 장기추세(120↑), 자금유입(MFI), MACD>Sig",5580,5190,6050,6560,1.205128205128205,0.0,64.3,↩️ PULL (눌림),💰 외국인/기관의 강력한 수급이 집중되고 있습니다. ✅ 20일선 부근의 안전한 눌림목 구간입니다.,20251205,20251205,27.92,13.97,10.71,13.97,-3.26
KOSPI,코스맥스,192820,기타,165200,88.68,18749.4,,65.3,0.91,1750.4406,179.64638,0.45,-0.48,-5.11,-22.8,27.92,-50.72,3,,"MACD상승, 20선근접, 자금유입(MFI), MACD>Sig",165200,154200,178400,192700,1.2,0.0,64.3,↩️ PULL (눌림),💸 자금 유입이 꾸준히 이어지고 있습니다. 🚀 상승 에너지가 폭발적으로 증가하는 중입니다. ✅ 20일선 부근의 안전한 눌림목 구간입니다.,20251205,20251205,27.92,13.97,-22.8,27.92,-50.72
KOSPI,OCI홀딩스,010060,기타,100800,77.56,18819.6,,28.1,-5.75,-958.0583,118.60778,0.69,-3.17,-1.66,9.57,27.92,-18.35,3,,"MACD상승, 정배열(단), 장기추세(120↑)",100800,93700,109300,118400,1.1971830985915493,0.0,64.3,↩️ PULL (눌림),🚀 상승 에너지가 폭발적으로 증가하는 중입니다. 📉 과매도 구간으로 기술적 반등이 기대됩니다.,20251205,20251205,27.92,13.97,9.57,27.92,-18.35
KOSDAQ,심텍,222800,기타,57500,607.24,21246.1,,76.8,7.7,52.3914,264.17932,0.83,6.09,17.35,134.69,13.97,120.72,5,★,"MACD상승, 정배열(단), 장기추세(120↑), 자금유입(MFI), MACD>Sig",55000,51100,59600,64600,1.1794871794871795,4.545454545454546,64.1,🔼 BRK (돌파),💰 외국인/기관의 강력한 수급이 집중되고 있습니다. 🚀 상승 에너지가 폭발적으로 증가하는 중입니다. ⚠️ 단기 급등으로 인한 조정 가능성을 염두에 두세요.,20251205,20251205,27.92,13.97,134.69,13.97,120.72
KOSPI,일동제약,249420,기타,27750,256.67,8779.6,,44.7,-4.22,-331.7995,-50.81786,0.41,-5.45,-9.46,23.33,27.92,-4.59,2,,"정배열(단), 장기추세(120↑)",27750,25800,30100,32600,1.205128205128205,0.0,64.0,🔁 MR (반전),특이사항 없음. 기술적 지표를 참고하세요.,20251205,20251205,27.92,13.97,23.33,27.92,-4.59
KOSPI,삼성물산,028260,유통업,244000,717.99,414742.8,,56.0,7.7,1402.5717,321.9962,0.8,8.44,12.96,39.43,27.92,11.51,4,★,"MACD상승, 정배열(단), 장기추세(120↑), MACD>Sig",233500,217000,253000,274000,1.1818181818181819,4.496788008565311,63.9,🔼 BRK (돌파),🚀 상승 에너지가 폭발적으로 증가하는 중입니다. ⚠️ 단기 급등으로 인한 조정 가능성을 염두에 두세요.,20251205,20251205,27.92,13.97,39.43,27.92,11.51
KOSPI,세진중공업,075580,기타,17910,77.44,10181.7,,34.6,-4.17,-41.988,61.2065,0.5,1.7,-1.86,-7.2,27.92,-35.12,2,,"MACD상승, 장기추세(120↑)",17910,16660,19410,21050,1.2,0.0,63.9,🔺 Watch (관찰·돌파예상),📈 상승 추세가 견고하게 유지되고 있습니다. ,20251205,20251205,27.92,13.97,-7.2,27.92,-35.12
KOSPI,후성,093370,기타,8120,71.97,8709.1,,30.2,-3.97,-85.1653,10.19995,0.33,-3.1,1.0,47.1,27.92,19.18,3,,"MACD상승, 정배열(단), 장기추세(120↑)",8120,7550,8800,9540,1.1929824561403508,0.0,63.8,↩️ PULL (눌림),📈 상승 추세가 견고하게 유지되고 있습니다. ,20251205,20251205,27.92,13.97,47.1,27.92,19.18
KOSPI,경동나비엔,009450,기타,58900,55.75,8580.9,,34.1,-1.19,639.473,49.426,1.35,-0.51,4.25,-25.82,27.92,-53.74,2,,"MACD상승, 거래량↑, MACD>Sig",58900,55100,63500,68400,1.2105263157894737,0.0,63.8,↩️ PULL (눌림),📈 상승 추세가 견고하게 유지되고 있습니다. ✅ 20일선 부근의 안전한 눌림목 구간입니다.,20251205,20251205,27.92,13.97,-25.82,27.92,-53.74
KOSDAQ,동성화인텍,033500,기타,25000,51.05,7497.4,,51.0,-9.07,-130.3158,60.62972,1.0,1.21,-5.66,-22.12,13.97,-36.09,0,,MACD상승,25000,23250,27100,29400,1.2,0.0,63.8,🔺 Watch (상승 준비),📈 상승 추세가 견고하게 유지되고 있습니다. 📉 과매도 구간으로 기술적 반등이 기대됩니다.,20251205,20251205,27.92,13.97,-22.12,13.97,-36.09
KOSPI,DB손해보험,005830,기타,125200,279.64,88641.6,,54.8,-2.08,384.7245,-22.17472,0.96,0.56,4.95,-9.67,27.92,-37.59,0,,MACD>Sig,125200,117400,134600,144800,1.205128205128205,0.0,63.7,↩️ PULL (눌림),특이사항 없음. 기술적 지표를 참고하세요.,20251205,20251205,27.92,13.97,-9.67,27.92,-37.59
KOSDAQ,동진쎄미켐,005290,기타,36850,211.74,18946.2,,68.8,4.06,565.4047,-90.37702,0.89,1.94,16.61,28.17,13.97,14.2,4,★,"20선근접, 장기추세(120↑), 자금유입(MFI), MACD>Sig",36450,33900,39550,42850,1.2156862745098038,1.0973936899862824,63.7,🔺 Watch (상승 준비),💸 자금 유입이 꾸준히 이어지고 있습니다. ,20251205,20251205,27.92,13.97,28.17,13.97,14.2
KOSDAQ,피앤에스로보틱스,460940,기타,12270,162.85,1611.2,,67.2,3.84,-11.9207,-51.43742,0.51,3.28,11.75,71.49,13.97,57.52,4,★,"20선근접, 정배열(단), 장기추세(120↑), 자금유입(MFI)",12170,11320,13190,14300,1.2,0.8216926869350863,63.7,🔺 Watch (상승 준비),💸 자금 유입이 꾸준히 이어지고 있습니다. ,20251205,20251205,27.92,13.97,71.49,13.97,57.52
KOSDAQ,젬백스,082270,기타,32550,100.58,13798.1,,17.7,-9.73,-235.3867,207.20342,0.56,-1.36,-12.26,-29.7,13.97,-43.67,0,,MACD상승,32550,30250,35300,38250,1.1956521739130435,0.0,63.6,↩️ PULL (눌림),🚀 상승 에너지가 폭발적으로 증가하는 중입니다. 📉 과매도 구간으로 기술적 반등이 기대됩니다.,20251205,20251205,27.92,13.97,-29.7,13.97,-43.67
KOSDAQ,브이티,018290,기타,19560,51.98,6834.6,,27.5,-6.63,169.4753,5.09872,0.82,-3.65,-2.2,-38.2,13.97,-52.17,1,,"MACD상승, MACD>Sig",19560,18190,21200,23000,1.197080291970803,0.0,63.6,↩️ PULL (눌림),📈 상승 추세가 견고하게 유지되고 있습니다. 📉 과매도 구간으로 기술적 반등이 기대됩니다.,20251205,20251205,27.92,13.97,-38.2,13.97,-52.17
KOSDAQ,브이엠,089970,기타,26600,126.4,6493.5,,57.6,6.15,63.9466,55.32046,0.97,6.4,14.16,92.34,13.97,78.37,4,★,"MACD상승, 정배열(단), 장기추세(120↑), MACD>Sig",25800,24000,28000,30350,1.2222222222222223,3.10077519379845,63.5,🔼 BRK (돌파),📈 상승 추세가 견고하게 유지되고 있습니다. ⚠️ 단기 급등으로 인한 조정 가능성을 염두에 두세요.,20251205,20251205,27.92,13.97,92.34,13.97,78.37
KOSPI,BNK금융지주,138930,기타,15710,111.49,49396.2,,52.4,3.3,54.6579,7.90115,0.81,4.39,5.29,8.42,27.92,-19.5,5,★,"MACD상승, 20선근접, 정배열(단), 장기추세(120↑), MACD>Sig",15660,14890,16600,17610,1.2207792207792207,0.31928480204342274,63.4,🔻 REV (역추세 반등),📈 상승 추세가 견고하게 유지되고 있습니다. ,20251205,20251205,27.92,13.97,8.42,27.92,-19.5
KOSPI,한화비전,489790,기타,41550,188.13,20977.9,,32.9,-8.52,-185.4637,-16.33705,1.01,-4.15,-9.18,-27.99,27.92,-55.91,-1,,,41550,38650,45050,48800,1.206896551724138,0.0,63.3,🔁 MR (반전),📉 과매도 구간으로 기술적 반등이 기대됩니다.,20251205,20251205,27.92,13.97,-27.99,27.92,-55.91
KOSDAQ,네이처셀,007390,기타,22350,59.02,14401.2,,42.4,-8.61,-280.2113,46.23178,0.45,0.68,-5.1,5.42,13.97,-8.55,1,,"MACD상승, 정배열(단)",22350,20800,24250,26250,1.2258064516129032,0.0,63.2,🔺 Watch (상승 준비),📈 상승 추세가 견고하게 유지되고 있습니다. 📉 과매도 구간으로 기술적 반등이 기대됩니다.,20251205,20251205,27.92,13.97,5.42,13.97,-8.55
KOSPI,롯데케미칼,011170,기타,72900,66.58,31183.3,,46.9,-5.8,-841.6931,31.59644,0.42,0.97,-6.54,14.62,27.92,-13.3,3,,"MACD상승, 정배열(단), 장기추세(120↑)",72900,67800,79000,85700,1.196078431372549,0.0,63.1,🔺 Watch (상승 준비),📈 상승 추세가 견고하게 유지되고 있습니다. 📉 과매도 구간으로 기술적 반등이 기대됩니다.,20251205,20251205,27.92,13.97,14.62,27.92,-13.3
KOSDAQ,로보로보,215100,기타,7900,62.08,1607.5,,67.4,-0.23,28.4981,-4.12285,0.89,-2.59,10.03,58.16,13.97,44.19,5,★,"20선근접, 정배열(단), 장기추세(120↑), 자금유입(MFI), MACD>Sig",7900,7350,8560,9280,1.2,0.0,62.8,🔁 MR (반전),💸 자금 유입이 꾸준히 이어지고 있습니다. ✅ 20일선 부근의 안전한 눌림목 구간입니다.,20251205,20251205,27.92,13.97,58.16,13.97,44.19
KOSPI,메리츠금융지주,138040,금융업,111000,195.83,194496.2,,35.5,-0.86,147.9336,144.01331,0.64,2.21,1.09,-9.83,27.92,-37.75,2,,"MACD상승, 20선근접, MACD>Sig",111000,106300,116700,122800,1.2127659574468086,0.0,62.5,🔺 Watch (관찰·돌파예상),🚀 상승 에너지가 폭발적으로 증가하는 중입니다. ✅ 20일선 부근의 안전한 눌림목 구간입니다.,20251205,20251205,27.92,13.97,-9.83,27.92,-37.75
KOSDAQ,실리콘투,257720,기타,41850,187.65,25600.4,,58.4,-5.55,-294.6363,-119.64604,0.45,-7.82,-8.82,-0.36,13.97,-14.33,0,,정배열(단),41850,38900,45350,49150,1.1864406779661016,0.0,62.5,🔁 MR (반전),📉 과매도 구간으로 기술적 반등이 기대됩니다.,20251205,20251205,27.92,13.97,-0.36,13.97,-14.33
KOSPI,하나금융지주,086790,금융업,95200,409.74,264966.2,,47.5,1.66,141.8755,-34.11023,0.53,2.04,4.62,17.24,27.92,-10.68,4,★,"20선근접, 정배열(단), 장기추세(120↑), MACD>Sig",95200,90400,101000,107300,1.2083333333333333,0.0,62.2,↩️ PULL (눌림),✅ 20일선 부근의 안전한 눌림목 구간입니다.,20251205,20251205,27.92,13.97,17.24,27.92,-10.68
KOSDAQ,에코프로,086520,기타,96900,8210.63,131567.1,,72.9,11.35,659.4142,341.59483,2.23,14.67,22.97,94.58,13.97,80.61,6,★,"MACD상승, 거래량↑, 정배열(단), 장기추세(120↑), 자금유입(MFI), MACD>Sig",89600,83400,99000,108500,1.5161290322580645,8.147321428571429,62.0,🔼 BRK (돌파),💰 외국인/기관의 강력한 수급이 집중되고 있습니다. 🚀 상승 에너지가 폭발적으로 증가하는 중입니다. ⚠️ 단기 급등으로 인한 조정 가능성을 염두에 두세요.,20251205,20251205,27.92,13.97,94.58,13.97,80.61
KOSPI,CJ,001040,기타,189100,226.16,55173.7,,65.0,6.19,1201.7396,230.37271,0.66,7.38,1.89,7.69,27.92,-20.23,4,★,"MACD상승, 장기추세(120↑), 자금유입(MFI), MACD>Sig",183400,170600,198800,215500,1.203125,3.1079607415485277,61.9,🔻 REV (역추세 반등),💸 자금 유입이 꾸준히 이어지고 있습니다. 🚀 상승 에너지가 폭발적으로 증가하는 중입니다. ⚠️ 단기 급등으로 인한 조정 가능성을 염두에 두세요.,20251205,20251205,27.92,13.97,7.69,27.92,-20.23
KOSPI,HD현대인프라코어,042670,기타,14920,93.07,28176.6,,56.7,4.16,120.5686,1.45842,0.6,2.12,6.72,-1.91,27.92,-29.83,4,★,"MACD상승, 20선근접, 장기추세(120↑), MACD>Sig",14750,13720,15990,17340,1.203883495145631,1.152542372881356,61.9,🔻 REV (역추세 반등),📈 상승 추세가 견고하게 유지되고 있습니다. ,20251205,20251205,27.92,13.97,-1.91,27.92,-29.83
