시장,종목명,종목코드,업종,종가,거래대금(억원),시가총액(억원),RSI14,MFI14,이격도,MACD_Hist,MACD_Slope,거래강도,ret_5d_%,ret_10d_%,ret_60d_%,idx_60d_%,rel_60d_%,EBS,통과,근거,추천매수가,손절가,추천매도가1,추천매도가2,RR1,Now%,LDY_SCORE,ROUTE,AI_COMMENT,기준일,시총기준일,벤치_60d_KOSPI_%,벤치_60d_KOSDAQ_%,60일_종목수익률_%,60일_지수수익률_%,60일_초과수익(α)_%
KOSDAQ,서진시스템,178320,기타,25500,139.95,14351.9,,76.8,5.34,171.2345,22.55376,1.65,4.51,16.97,28.14,13.97,14.17,6,★,"MACD상승, 거래량↑, 정배열(단), 장기추세(120↑), 자금유입(MFI), MACD>Sig",24950,23200,27550,30150,1.4857142857142858,2.2044088176352705,72.0,🔼 BRK (돌파),💰 외국인/기관의 강력한 수급이 집중되고 있습니다. 📈 상승 추세가 견고하게 유지되고 있습니다. ⚠️ 단기 급등으로 인한 조정 가능성을 염두에 두세요.,20251205,20251205,27.92,13.97,28.14,13.97,14.17
KOSPI,에코프로머티,450080,기타,60000,172.29,41959.5,,57.3,1.11,124.4384,85.90508,1.06,3.45,7.53,20.48,27.92,-7.44,5,★,"MACD상승, 20선근접, 정배열(단), 장기추세(120↑), MACD>Sig",60000,55800,65000,70500,1.1904761904761905,0.0,71.9,🔺 Watch (관찰·돌파예상),📈 상승 추세가 견고하게 유지되고 있습니다. ✅ 20일선 부근의 안전한 눌림목 구간입니다.,20251205,20251205,27.92,13.97,20.48,27.92,-7.44
KOSPI,한화시스템,272210,기타,47200,325.22,89170.0,,23.3,-4.08,-44.0403,166.21116,0.7,2.16,-2.88,-9.92,27.92,-37.84,0,,MACD상승,47200,43900,51200,55500,1.2121212121212122,0.0,71.8,🔺 Watch (관찰·돌파예상),🚀 상승 에너지가 폭발적으로 증가하는 중입니다. ,20251205,20251205,27.92,13.97,-9.92,27.92,-37.84
KOSPI,두산우,000155,기타,537000,137.31,21461.0,,24.8,-3.65,-7951.3702,1254.59377,0.71,0.19,-1.47,54.31,27.92,26.39,3,,"MACD상승, 정배열(단), 장기추세(120↑)",537000,499500,582000,631000,1.2,0.0,71.7,🔺 Watch (상승 준비),🚀 상승 에너지가 폭발적으로 증가하는 중입니다. ,20251205,20251205,27.92,13.97,54.31,27.92,26.39
KOSPI,한온시스템,018880,기타,3785,203.3,25691.2,,54.6,0.4,-14.0891,11.13525,1.49,0.53,7.07,17.04,27.92,-10.88,5,★,"MACD상승, 20선근접, 거래량↑, 정배열(단), 장기추세(120↑)",3785,3520,4105,4445,1.2075471698113207,0.0,71.6,🔺 Watch (상승 준비),📈 상승 추세가 견고하게 유지되고 있습니다. ✅ 20일선 부근의 안전한 눌림목 구간입니다.,20251205,20251205,27.92,13.97,17.04,27.92,-10.88
KOSPI,HJ중공업,097230,기타,22100,230.9,19955.3,,48.0,2.17,285.0504,12.86124,0.5,6.25,9.95,-19.93,27.92,-47.85,4,★,"MACD상승, 20선근접, 장기추세(120↑), MACD>Sig",22100,20550,23950,25950,1.1935483870967742,0.0,71.2,🔺 Watch (관찰·돌파예상),📈 상승 추세가 견고하게 유지되고 있습니다. ,20251205,20251205,27.92,13.97,-19.93,27.92,-47.85
KOSPI,HD현대마린솔루션,443060,기타,194900,166.03,87372.1,,19.1,-3.45,-625.5321,1000.99762,0.39,4.73,-4.46,-11.41,27.92,-39.33,0,,MACD상승,194900,181300,211500,229000,1.2205882352941178,0.0,71.2,🔺 Watch (관찰·돌파예상),🚀 상승 에너지가 폭발적으로 증가하는 중입니다. ,20251205,20251205,27.92,13.97,-11.41,27.92,-39.33
KOSDAQ,온코닉테라퓨틱스,476060,기타,17280,1011.62,7687.8,,60.9,4.74,226.4321,-208.21547,1.13,-16.72,0.82,107.27,13.97,93.3,5,★,"20선근접, 정배열(단), 장기추세(120↑), 자금유입(MFI), MACD>Sig",16990,15800,18420,19970,1.2016806722689075,1.7068864037669218,71.1,🔺 Watch (상승 준비),💸 자금 유입이 꾸준히 이어지고 있습니다. ,20251205,20251205,27.92,13.97,107.27,13.97,93.3
KOSDAQ,원익IPS,240810,기타,61800,152.07,30333.9,,49.6,-2.11,-450.8369,113.92619,0.46,0.82,8.99,60.94,13.97,46.97,3,,"MACD상승, 정배열(단), 장기추세(120↑)",61800,57500,67000,72600,1.2093023255813953,0.0,71.0,🔺 Watch (상승 준비),🚀 상승 에너지가 폭발적으로 증가하는 중입니다. ,20251205,20251205,27.92,13.97,60.94,13.97,46.97
KOSDAQ,올릭스,226950,기타,119600,897.58,24057.3,,27.9,-8.64,-2850.8572,-249.18497,0.76,-7.07,-10.08,34.84,13.97,20.87,2,,"정배열(단), 장기추세(120↑)",119600,111200,129600,140500,1.1904761904761905,0.0,70.9,🔁 MR (반전),📉 과매도 구간으로 기술적 반등이 기대됩니다.,20251205,20251205,27.92,13.97,34.84,13.97,20.87
KOSPI,삼성생명,032830,금융업,158200,381.66,316400.0,,73.5,2.66,939.9368,144.8462,0.92,3.47,8.06,5.54,27.92,-22.38,5,★,"MACD상승, 20선근접, 장기추세(120↑), 자금유입(MFI), MACD>Sig",158200,148900,169300,181300,1.1935483870967742,0.0,70.8,🔺 Watch (관찰·돌파예상),💰 외국인/기관의 강력한 수급이 집중되고 있습니다. 🚀 상승 에너지가 폭발적으로 증가하는 중입니다. ,20251205,20251205,27.92,13.97,5.54,27.92,-22.38
KOSPI,한국가스공사,036460,기타,42400,114.41,39140.7,,53.6,2.38,102.2843,54.98364,1.27,2.17,5.34,7.89,27.92,-20.03,6,★,"MACD상승, 20선근접, 거래량↑, 정배열(단), 장기추세(120↑), MACD>Sig",42400,40450,45300,48200,1.4871794871794872,0.0,70.8,🔺 Watch (관찰·돌파예상),📈 상승 추세가 견고하게 유지되고 있습니다. ,20251205,20251205,27.92,13.97,7.89,27.92,-20.03
KOSPI,코스모신소재,005070,기타,50600,108.31,16450.4,,46.6,1.05,243.7716,4.42484,0.62,1.91,11.21,22.96,27.92,-4.96,5,★,"MACD상승, 20선근접, 정배열(단), 장기추세(120↑), MACD>Sig",50600,47050,54900,59500,1.2112676056338028,0.0,70.8,🔺 Watch (관찰·돌파예상),📈 상승 추세가 견고하게 유지되고 있습니다. ✅ 20일선 부근의 안전한 눌림목 구간입니다.,20251205,20251205,27.92,13.97,22.96,27.92,-4.96
KOSDAQ,LS티라유텍,322180,기타,6950,89.65,1454.1,,72.7,3.31,-0.9657,17.85419,1.46,2.51,9.28,29.66,13.97,15.69,6,★,"MACD상승, 20선근접, 거래량↑, 정배열(단), 장기추세(120↑), 자금유입(MFI)",6930,6440,7660,8380,1.489795918367347,0.2886002886002886,70.8,🔺 Watch (관찰·돌파예상),💰 외국인/기관의 강력한 수급이 집중되고 있습니다. 📈 상승 추세가 견고하게 유지되고 있습니다. ,20251205,20251205,27.92,13.97,29.66,13.97,15.69
KOSPI,한화엔진,082740,기타,43100,186.56,35965.7,,43.8,1.07,161.8801,24.95132,0.45,2.13,3.36,-5.48,27.92,-33.4,4,★,"MACD상승, 20선근접, 장기추세(120↑), MACD>Sig",43100,40100,46700,50600,1.2,0.0,70.7,🔺 Watch (관찰·돌파예상),📈 상승 추세가 견고하게 유지되고 있습니다. ✅ 20일선 부근의 안전한 눌림목 구간입니다.,20251205,20251205,27.92,13.97,-5.48,27.92,-33.4
KOSDAQ,강원에너지,114190,기타,15180,124.38,3965.5,,67.7,-3.71,-178.1807,45.77229,0.74,1.07,3.76,27.35,13.97,13.38,4,★,"MACD상승, 정배열(단), 장기추세(120↑), 자금유입(MFI)",15180,14120,16460,17840,1.2075471698113207,0.0,70.7,🔺 Watch (상승 준비),💸 자금 유입이 꾸준히 이어지고 있습니다. 📈 상승 추세가 견고하게 유지되고 있습니다. ,20251205,20251205,27.92,13.97,27.35,13.97,13.38
KOSDAQ,우리기술,032820,기타,4020,216.98,6699.9,,49.8,2.78,27.643,11.36363,1.35,3.74,11.67,-0.99,13.97,-14.96,3,,"MACD상승, 20선근접, 거래량↑, MACD>Sig",4020,3740,4360,4725,1.2142857142857142,0.0,70.4,🔺 Watch (관찰·돌파예상),📈 상승 추세가 견고하게 유지되고 있습니다. ,20251205,20251205,27.92,13.97,-0.99,13.97,-14.96
KOSPI,파미셀,005690,기타,17190,218.73,10316.9,,37.3,-1.1,-163.8511,42.35365,0.33,0.47,4.5,51.45,27.92,23.53,3,,"MACD상승, 정배열(단), 장기추세(120↑)",17190,15990,18630,20200,1.2,0.0,70.3,🔺 Watch (상승 준비),📈 상승 추세가 견고하게 유지되고 있습니다. ✅ 20일선 부근의 안전한 눌림목 구간입니다.,20251205,20251205,27.92,13.97,51.45,27.92,23.53
KOSDAQ,테크윙,089030,기타,47050,216.79,17433.7,,32.7,-6.82,-106.2588,168.73858,0.84,-0.11,5.02,24.8,13.97,10.83,2,,"MACD상승, 장기추세(120↑)",47050,43750,51000,55300,1.196969696969697,0.0,70.3,↩️ PULL (눌림),🚀 상승 에너지가 폭발적으로 증가하는 중입니다. 📉 과매도 구간으로 기술적 반등이 기대됩니다.,20251205,20251205,27.92,13.97,24.8,13.97,10.83
KOSDAQ,엑스게이트,356680,기타,8130,57.05,2320.6,,69.7,0.57,35.3211,8.00971,1.94,2.01,6.14,12.92,13.97,-1.05,6,★,"MACD상승, 20선근접, 거래량↑, 장기추세(120↑), 자금유입(MFI), MACD>Sig",8130,7560,8980,9840,1.4912280701754386,0.0,70.2,🔺 Watch (관찰·돌파예상),💸 자금 유입이 꾸준히 이어지고 있습니다. 📈 상승 추세가 견고하게 유지되고 있습니다. ✅ 20일선 부근의 안전한 눌림목 구간입니다.,20251205,20251205,27.92,13.97,12.92,13.97,-1.05
KOSPI,엔씨소프트,036570,서비스업,212000,182.61,45673.3,,36.2,-1.1,463.5157,62.33147,0.33,0.95,10.82,7.07,27.92,-20.85,3,,"MACD상승, 장기추세(120↑), MACD>Sig",212000,197200,230000,249000,1.2162162162162162,0.0,70.1,🔺 Watch (상승 준비),📈 상승 추세가 견고하게 유지되고 있습니다. ✅ 20일선 부근의 안전한 눌림목 구간입니다.,20251205,20251205,27.92,13.97,7.07,27.92,-20.85
KOSPI,DB하이텍,000990,기타,64800,132.37,28191.0,,45.1,-0.73,-240.0902,21.76175,0.21,1.89,4.68,44.64,27.92,16.72,4,★,"MACD상승, 20선근접, 정배열(단), 장기추세(120↑)",64800,60300,70200,76100,1.2,0.0,70.1,🔺 Watch (관찰·돌파예상),📈 상승 추세가 견고하게 유지되고 있습니다. ✅ 20일선 부근의 안전한 눌림목 구간입니다.,20251205,20251205,27.92,13.97,44.64,27.92,16.72
KOSPI,JB금융지주,175330,기타,25100,98.21,47661.0,,64.0,4.21,121.8946,4.65719,0.93,4.15,8.42,6.58,27.92,-21.34,6,★,"MACD상승, 20선근접, 정배열(단), 장기추세(120↑), 자금유입(MFI), MACD>Sig",24800,23100,27400,29950,1.5294117647058822,1.2096774193548387,70.1,🔼 BRK (돌파),💸 자금 유입이 꾸준히 이어지고 있습니다. 📈 상승 추세가 견고하게 유지되고 있습니다. ,20251205,20251205,27.92,13.97,6.58,27.92,-21.34
KOSPI,한전KPS,051600,기타,54700,189.43,24615.0,,61.6,4.26,191.9753,49.91421,1.9,2.63,4.79,6.42,27.92,-21.5,7,★,"MACD상승, 20선근접, 거래량↑, 정배열(단), 장기추세(120↑), 자금유입(MFI), MACD>Sig",54000,51000,58600,63200,1.5333333333333334,1.2962962962962963,70.0,🔻 REV (역추세 반등),💸 자금 유입이 꾸준히 이어지고 있습니다. 📈 상승 추세가 견고하게 유지되고 있습니다. ,20251205,20251205,27.92,13.97,6.42,27.92,-21.5
KOSPI,포스코DX,022100,기타,26400,105.75,40137.2,,58.2,3.0,108.0711,13.3645,0.81,3.94,8.2,20.82,27.92,-7.1,5,★,"MACD상승, 20선근접, 정배열(단), 장기추세(120↑), MACD>Sig",26400,24550,28600,31000,1.1891891891891893,0.0,70.0,🔺 Watch (관찰·돌파예상),📈 상승 추세가 견고하게 유지되고 있습니다. ,20251205,20251205,27.92,13.97,20.82,27.92,-7.1
KOSPI,효성,004800,기타,136700,59.79,22884.1,,50.7,0.81,-1076.8269,499.66868,0.61,4.59,11.23,61.78,27.92,33.86,4,★,"MACD상승, 20선근접, 정배열(단), 장기추세(120↑)",136700,127100,148200,160600,1.1979166666666667,0.0,69.8,🔺 Watch (관찰·돌파예상),🚀 상승 에너지가 폭발적으로 증가하는 중입니다. ✅ 20일선 부근의 안전한 눌림목 구간입니다.,20251205,20251205,27.92,13.97,61.78,27.92,33.86
KOSPI,삼양식품,003230,기타,1297000,696.48,97703.2,,42.9,-3.97,-5974.9952,-2817.79541,0.85,-10.24,-6.01,-16.43,27.92,-44.35,-1,,,1297000,1206000,1406000,1524000,1.1978021978021978,0.0,69.7,🔁 MR (반전),특이사항 없음. 기술적 지표를 참고하세요.,20251205,20251205,27.92,13.97,-16.43,27.92,-44.35
KOSPI,신한지주,055550,금융업,80200,593.49,389366.9,,59.6,2.0,-23.4015,28.9564,0.61,2.82,4.16,24.15,27.92,-3.77,4,★,"MACD상승, 20선근접, 정배열(단), 장기추세(120↑)",80200,76100,85100,90400,1.1951219512195121,0.0,69.7,🔺 Watch (관찰·돌파예상),📈 상승 추세가 견고하게 유지되고 있습니다. ✅ 20일선 부근의 안전한 눌림목 구간입니다.,20251205,20251205,27.92,13.97,24.15,27.92,-3.77
KOSDAQ,퓨쳐켐,220100,기타,30250,457.5,6776.2,,66.1,1.85,-278.6951,-206.40678,0.87,-8.61,-5.76,34.15,13.97,20.18,4,★,"20선근접, 정배열(단), 장기추세(120↑), 자금유입(MFI)",30250,28150,32800,35550,1.2142857142857142,0.0,69.7,🔁 MR (반전),💸 자금 유입이 꾸준히 이어지고 있습니다. ✅ 20일선 부근의 안전한 눌림목 구간입니다.,20251205,20251205,27.92,13.97,34.15,13.97,20.18
KOSPI,SK이노베이션,096770,화학,114600,226.81,193734.5,,31.3,-2.37,-433.7742,129.26374,0.81,-0.35,0.97,8.73,27.92,-19.19,3,,"MACD상승, 정배열(단), 장기추세(120↑)",114600,107000,123700,133500,1.1973684210526316,0.0,69.7,↩️ PULL (눌림),🚀 상승 에너지가 폭발적으로 증가하는 중입니다. ,20251205,20251205,27.92,13.97,8.73,27.92,-19.19
KOSDAQ,에코프로비엠,247540,기타,159700,705.72,156188.7,,62.0,5.94,1090.3976,162.00971,1.1,6.54,15.56,36.96,13.97,22.99,5,★,"MACD상승, 정배열(단), 장기추세(120↑), 자금유입(MFI), MACD>Sig",155300,144400,168300,182400,1.1926605504587156,2.8332260141661303,69.1,🔼 BRK (돌파),💸 자금 유입이 꾸준히 이어지고 있습니다. 🚀 상승 에너지가 폭발적으로 증가하는 중입니다. ⚠️ 단기 급등으로 인한 조정 가능성을 염두에 두세요.,20251205,20251205,27.92,13.97,36.96,13.97,22.99
KOSDAQ,아이씨티케이,456010,기타,15320,177.49,2056.0,,52.8,2.1,62.1348,87.03605,2.64,10.77,7.89,32.64,13.97,18.67,5,★,"MACD상승, 20선근접, 거래량↑, 장기추세(120↑), MACD>Sig",15320,14250,16610,18000,1.205607476635514,0.0,69.0,🔺 Watch (관찰·돌파예상),📈 상승 추세가 견고하게 유지되고 있습니다. ,20251205,20251205,27.92,13.97,32.64,13.97,18.67
KOSDAQ,보로노이,310210,기타,238000,505.37,43775.6,,55.0,3.18,-1484.7791,-264.91278,1.68,1.06,1.28,65.51,13.97,51.54,4,★,"20선근접, 거래량↑, 정배열(단), 장기추세(120↑)",237500,221000,257500,279000,1.2121212121212122,0.21052631578947367,68.9,🔺 Watch (상승 준비),특이사항 없음. 기술적 지표를 참고하세요.,20251205,20251205,27.92,13.97,65.51,13.97,51.54
KOSDAQ,쏠리드,050890,기타,8030,138.74,4878.7,,67.7,6.42,76.4009,1.6081,1.31,6.92,12.62,22.6,13.97,8.63,6,★,"MACD상승, 거래량↑, 정배열(단), 장기추세(120↑), 자금유입(MFI), MACD>Sig",7770,7230,8590,9400,1.5185185185185186,3.346203346203346,68.9,🔼 BRK (돌파),💸 자금 유입이 꾸준히 이어지고 있습니다. 📈 상승 추세가 견고하게 유지되고 있습니다. ⚠️ 단기 급등으로 인한 조정 가능성을 염두에 두세요.,20251205,20251205,27.92,13.97,22.6,13.97,8.63
KOSPI,S-Oil,010950,화학,80500,131.41,90629.1,,47.6,-3.14,-979.7323,91.49322,0.38,4.95,-10.26,32.84,27.92,4.92,3,,"MACD상승, 정배열(단), 장기추세(120↑)",80500,74900,87300,94600,1.2142857142857142,0.0,68.9,🔺 Watch (관찰·돌파예상),📈 상승 추세가 견고하게 유지되고 있습니다. ,20251205,20251205,27.92,13.97,32.84,27.92,4.92
KOSDAQ,한스바이오메드,042520,기타,28200,105.7,3814.4,,37.7,-9.09,-858.4623,17.1316,0.74,-9.03,-18.85,271.54,13.97,257.57,3,,"MACD상승, 정배열(단), 장기추세(120↑)",28200,26250,30550,33150,1.205128205128205,0.0,68.9,↩️ PULL (눌림),📈 상승 추세가 견고하게 유지되고 있습니다. 📉 과매도 구간으로 기술적 반등이 기대됩니다.,20251205,20251205,27.92,13.97,271.54,13.97,257.57
KOSDAQ,유진테크,084370,기타,77000,115.0,17645.4,,36.3,-9.03,-1090.068,109.36527,0.52,-3.51,-0.39,69.42,13.97,55.45,3,,"MACD상승, 정배열(단), 장기추세(120↑)",77000,71600,83500,90500,1.2037037037037037,0.0,68.8,↩️ PULL (눌림),🚀 상승 에너지가 폭발적으로 증가하는 중입니다. 📉 과매도 구간으로 기술적 반등이 기대됩니다.,20251205,20251205,27.92,13.97,69.42,13.97,55.45
KOSDAQ,범한퓨얼셀,382900,기타,31600,105.48,2768.5,,51.7,3.65,10.8544,137.76418,1.46,4.46,9.15,25.65,13.97,11.68,5,★,"MACD상승, 20선근접, 거래량↑, 장기추세(120↑), MACD>Sig",31400,29200,34050,36900,1.2045454545454546,0.6369426751592357,68.8,🔺 Watch (관찰·돌파예상),🚀 상승 에너지가 폭발적으로 증가하는 중입니다. ,20251205,20251205,27.92,13.97,25.65,13.97,11.68
KOSPI,엘앤에프,066970,기타,123400,415.25,48940.4,,34.5,-1.87,-1134.5456,-63.75524,0.6,-1.44,2.92,96.81,27.92,68.89,2,,"정배열(단), 장기추세(120↑)",123400,114800,133800,145000,1.2093023255813953,0.0,68.6,↩️ PULL (눌림),✅ 20일선 부근의 안전한 눌림목 구간입니다.,20251205,20251205,27.92,13.97,96.81,27.92,68.89
KOSPI,LG디스플레이,034220,기타,13270,486.21,66350.0,,57.8,3.83,92.915,45.11843,2.13,5.82,9.22,10.68,27.92,-17.24,5,★,"MACD상승, 20선근접, 거래량↑, 장기추세(120↑), MACD>Sig",13160,12310,14180,15280,1.2,0.8358662613981762,68.4,🔼 BRK (돌파),📈 상승 추세가 견고하게 유지되고 있습니다. ,20251205,20251205,27.92,13.97,10.68,27.92,-17.24
KOSPI,삼성에스디에스,018260,서비스업,176000,307.0,136184.9,,59.9,3.4,756.9557,166.4023,1.1,4.45,4.14,16.17,27.92,-11.75,5,★,"MACD상승, 20선근접, 정배열(단), 장기추세(120↑), MACD>Sig",175300,165300,187400,200500,1.21,0.3993154592127781,68.4,🔻 REV (역추세 반등),🚀 상승 에너지가 폭발적으로 증가하는 중입니다. ,20251205,20251205,27.92,13.97,16.17,27.92,-11.75
KOSPI,SK오션플랜트,100090,기타,18010,108.03,11252.3,,31.3,-5.3,3.0679,24.94982,0.96,-2.91,-4.91,-29.65,27.92,-57.57,1,,"MACD상승, MACD>Sig",18010,16750,19520,21150,1.1984126984126984,0.0,68.4,↩️ PULL (눌림),📈 상승 추세가 견고하게 유지되고 있습니다. 📉 과매도 구간으로 기술적 반등이 기대됩니다.,20251205,20251205,27.92,13.97,-29.65,27.92,-57.57
KOSDAQ,유일로보틱스,388720,기타,83600,193.36,9778.5,,72.1,4.7,882.8501,-126.17472,1.72,2.2,11.76,15.15,13.97,1.18,6,★,"20선근접, 거래량↑, 정배열(단), 장기추세(120↑), 자금유입(MFI), MACD>Sig",82200,76500,90900,99500,1.5263157894736843,1.70316301703163,68.1,🔺 Watch (상승 준비),💰 외국인/기관의 강력한 수급이 집중되고 있습니다. ,20251205,20251205,27.92,13.97,15.15,13.97,1.18
KOSPI,SKC,011790,기타,110000,144.61,41655.1,,41.2,-2.35,-349.4822,70.02115,0.65,-1.08,3.87,12.59,27.92,-15.33,3,,"MACD상승, 정배열(단), 장기추세(120↑)",110000,103000,118500,127600,1.2142857142857142,0.0,67.9,↩️ PULL (눌림),📈 상승 추세가 견고하게 유지되고 있습니다. ,20251205,20251205,27.92,13.97,12.59,27.92,-15.33
KOSPI,SK바이오팜,326030,기타,134000,355.4,104939.8,,67.5,2.52,-330.0498,-314.00551,0.78,-4.15,5.93,22.71,27.92,-5.21,4,★,"20선근접, 정배열(단), 장기추세(120↑), 자금유입(MFI)",134000,124600,145300,157400,1.202127659574468,0.0,67.8,🔁 MR (반전),💸 자금 유입이 꾸준히 이어지고 있습니다. ,20251205,20251205,27.92,13.97,22.71,27.92,-5.21
KOSPI,아모레퍼시픽,090430,화학,124300,241.32,72706.5,,51.1,-2.01,-673.6174,2.66525,0.76,0.0,-7.51,5.16,27.92,-22.76,1,,"MACD상승, 정배열(단)",124300,116500,133600,143700,1.1923076923076923,0.0,67.8,↩️ PULL (눌림),📈 상승 추세가 견고하게 유지되고 있습니다. ,20251205,20251205,27.92,13.97,5.16,27.92,-22.76
KOSPI,코웨이,021240,기타,87900,176.64,63208.1,,52.8,-0.44,240.7925,47.18572,0.9,2.21,-0.34,-14.24,27.92,-42.16,2,,"MACD상승, 20선근접, MACD>Sig",87900,82500,94300,101300,1.1851851851851851,0.0,67.4,🔺 Watch (관찰·돌파예상),📈 상승 추세가 견고하게 유지되고 있습니다. ✅ 20일선 부근의 안전한 눌림목 구간입니다.,20251205,20251205,27.92,13.97,-14.24,27.92,-42.16
KOSDAQ,하나기술,299030,기타,31400,103.44,2510.4,,74.0,1.62,2.8906,-10.75779,2.73,-2.64,-0.32,34.19,13.97,20.22,6,★,"20선근접, 거래량↑, 정배열(단), 장기추세(120↑), 자금유입(MFI), MACD>Sig",31400,29200,34700,38000,1.5,0.0,67.4,🔁 MR (반전),💰 외국인/기관의 강력한 수급이 집중되고 있습니다. ✅ 20일선 부근의 안전한 눌림목 구간입니다.,20251205,20251205,27.92,13.97,34.19,13.97,20.22
KOSPI,삼성증권,016360,기타,81800,198.03,73047.4,,59.9,2.65,145.4163,37.12879,0.62,3.81,6.1,19.59,27.92,-8.33,5,★,"MACD상승, 20선근접, 정배열(단), 장기추세(120↑), MACD>Sig",81800,77300,87300,93200,1.2222222222222223,0.0,67.2,🔺 Watch (관찰·돌파예상),📈 상승 추세가 견고하게 유지되고 있습니다. ,20251205,20251205,27.92,13.97,19.59,27.92,-8.33
KOSPI,셀트리온,068270,의약품,183300,869.61,423351.5,,31.4,-0.8,-673.5095,-27.08476,0.5,-1.24,-2.19,8.46,27.92,-19.46,3,,"20선근접, 정배열(단), 장기추세(120↑)",183300,173200,195400,208500,1.198019801980198,0.0,67.1,↩️ PULL (눌림),✅ 20일선 부근의 안전한 눌림목 구간입니다.,20251205,20251205,27.92,13.97,8.46,27.92,-19.46
KOSDAQ,씨어스테크놀로지,458870,기타,118400,293.62,14996.4,,49.7,-2.96,-2744.8571,-696.62924,0.89,-12.3,-8.92,83.28,13.97,69.31,2,,"정배열(단), 장기추세(120↑)",118400,110100,128300,139100,1.1927710843373494,0.0,67.1,🔁 MR (반전),특이사항 없음. 기술적 지표를 참고하세요.,20251205,20251205,27.92,13.97,83.28,13.97,69.31
KOSDAQ,케이엔알시스템,199430,기타,23800,196.54,2593.5,,48.1,-1.33,2.4095,-19.64503,1.2,-1.65,10.96,82.8,13.97,68.83,3,,"정배열(단), 장기추세(120↑), MACD>Sig",23800,22150,25800,27950,1.2121212121212122,0.0,67.0,↩️ PULL (눌림),✅ 20일선 부근의 안전한 눌림목 구간입니다.,20251205,20251205,27.92,13.97,82.8,13.97,68.83
KOSDAQ,한중엔시에스,107640,기타,51600,158.88,4677.5,,66.0,7.51,308.1058,260.74975,1.68,9.44,20.0,45.76,13.97,31.79,6,★,"MACD상승, 거래량↑, 정배열(단), 장기추세(120↑), 자금유입(MFI), MACD>Sig",49450,46000,54600,59800,1.4927536231884058,4.3478260869565215,66.9,🔼 BRK (돌파),💸 자금 유입이 꾸준히 이어지고 있습니다. 🚀 상승 에너지가 폭발적으로 증가하는 중입니다. ⚠️ 단기 급등으로 인한 조정 가능성을 염두에 두세요.,20251205,20251205,27.92,13.97,45.76,13.97,31.79
KOSDAQ,LS머트리얼즈,417200,기타,12290,62.27,8314.5,,53.8,0.17,-18.4865,8.23977,0.81,5.4,1.15,23.15,13.97,9.18,4,★,"MACD상승, 20선근접, 정배열(단), 장기추세(120↑)",12290,11430,13320,14440,1.197674418604651,0.0,66.8,🔺 Watch (관찰·돌파예상),📈 상승 추세가 견고하게 유지되고 있습니다. ✅ 20일선 부근의 안전한 눌림목 구간입니다.,20251205,20251205,27.92,13.97,23.15,13.97,9.18
KOSPI,HD현대마린엔진,071970,기타,83100,78.8,28188.8,,54.2,2.42,581.6388,197.21585,0.38,7.23,7.23,-8.68,27.92,-36.6,4,★,"MACD상승, 20선근접, 장기추세(120↑), MACD>Sig",83100,77300,90100,97600,1.206896551724138,0.0,66.7,🔺 Watch (관찰·돌파예상),🚀 상승 에너지가 폭발적으로 증가하는 중입니다. ,20251205,20251205,27.92,13.97,-8.68,27.92,-36.6
KOSDAQ,제주반도체,080220,기타,19420,88.36,6688.8,,58.2,1.12,108.3647,17.61901,0.72,3.02,8.07,14.24,13.97,0.27,4,★,"MACD상승, 20선근접, 장기추세(120↑), MACD>Sig",19420,18060,21050,22800,1.1985294117647058,0.0,66.6,🔺 Watch (관찰·돌파예상),📈 상승 추세가 견고하게 유지되고 있습니다. ✅ 20일선 부근의 안전한 눌림목 구간입니다.,20251205,20251205,27.92,13.97,14.24,13.97,0.27
KOSPI,하이브,352820,서비스업,290000,428.93,123429.7,,56.0,-1.22,-305.9246,-250.2882,0.58,-3.17,-0.68,-0.17,27.92,-28.09,2,,"정배열(단), 장기추세(120↑)",290000,270000,314000,340500,1.2,0.0,66.5,🔁 MR (반전),✅ 20일선 부근의 안전한 눌림목 구간입니다.,20251205,20251205,27.92,13.97,-0.17,27.92,-28.09
KOSDAQ,디앤디파마텍,347850,기타,95900,3264.99,41644.8,,52.2,6.11,-1307.4847,-133.92358,2.04,1.16,1.7,136.27,13.97,122.3,3,,"거래량↑, 정배열(단), 장기추세(120↑)",93100,86600,100900,109400,1.2,3.007518796992481,66.3,↩️ PULL (눌림),⚠️ 단기 급등으로 인한 조정 가능성을 염두에 두세요.,20251205,20251205,27.92,13.97,136.27,13.97,122.3
KOSPI,크래프톤,259960,서비스업,247500,233.27,117319.9,,30.3,-4.13,126.7895,4.12957,1.09,-3.88,-2.17,-24.08,27.92,-52.0,1,,"MACD상승, MACD>Sig",247500,233500,264500,283000,1.2142857142857142,0.0,66.3,↩️ PULL (눌림),📈 상승 추세가 견고하게 유지되고 있습니다. ,20251205,20251205,27.92,13.97,-24.08,27.92,-52.0
