종목코드,종목명,시장,업종,업종_상세,업종_대분류,종가,거래대금(억원),시가총액(억원),추천매수가,손절가,추천매도가1,추천매도가2,RANK_SCORE,LDY_SCORE,ENTRY_SCORE,ROUTE,REGIME,ret_20d_%,ret_120d_%,rel_20d_%,rel_60d_%,rel_120d_%,TTM_SQUEEZE_CNT,NORM_RR,NORM_T1,NORM_SL,NORM_NEAR,NORM_MOM,NORM_LIQ,NORM_TEC,RSI14,MFI14,이격도,MACD_Hist,MACD_Slope_PCT,거래강도,V_POWER,BB_BW,BB_SQUEEZE_BW,TTM_SQUEEZE,BB_SQUEEZE,Above_MA20,IS_SWING_SUPPORT,ret_5d_%,ret_10d_%,ret_60d_%,EBS,통과,근거,ATR_MULT,SECTOR_RET_5D,SECTOR_RANK,RR1,Now%,AI_COMMENT,MKT_BREADTH_ALL_%,MKT_BREADTH_KOSPI_%,MKT_BREADTH_KOSDAQ_%,MKT_TEMP,TOP_SECTORS_5D,REGIME_RANK,LDY_RANK,기준일,시총기준일,벤치_60d_KOSPI_%,벤치_60d_KOSDAQ_%,60일_종목수익률_%,60일_초과수익(α)_%
018260,삼성에스디에스,KOSPI,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","컴퓨터 프로그래밍, 시스템 통합 및 관리업",IT/전기전자,174100,145.35,134714.7,174100,165700,186700,199300,63.5,53.3,77.3,↩️ PULL (눌림),⑤ 하락 / 약세,3.51,1.22,3.48,-16.17,-34.15,0,1.0,0.75,0.59,1.0,0.22,0.05,0.69,63.3,60.1,1.76,322.1344,-0.0647,0.57,-0.07,9.69,1,0,0,1,True,-0.29,2.59,3.88,6,★,"RSI적정, 20선근접, 정배열(단), 장기추세(120↑), 자금유입, MACD>Sig",1.8,6.214821428571428,4.0,1.5,0.0,🔇 변동성 축소 (BW 9.7%). 🧱 구조적 지지선(Swing Low) 근접. 📉 매도세 우위. 💸 자금 유입 지속. ✅ 20일선 눌림목 구간.,76.2,70.6,82.1,🔥 과열,1.유통·소비재(+13.1%) / 2.철강·금속(+12.1%) / 3.기타(+9.8%) / 4.IT/전기전자(+6.2%) / 5.건설·부동산(+6.0%),5,108,20251215,20251215,20.05,10.1,3.88,-16.17
099190,아이센스,KOSDAQ,의료용 기기 제조업,의료용 기기 제조업,기타,16970,51.11,4685.1,16970,15780,18400,19830,63.3,60.9,72.8,🔺 Watch (관찰·돌파예상),④ 바닥 반등 시도,-1.57,4.82,-5.58,-18.12,-13.79,0,0.99,0.87,1.0,1.0,0.23,0.0,0.69,54.3,58.2,0.96,-26.1525,0.0489,2.04,0.87,13.04,0,0,0,1,False,4.17,-3.91,-8.02,3,,"RSI적정, MACD상승, 20선근접, 거래량↑",2.0,9.752820512820513,3.0,1.2016806722689075,0.0,🚀 단기 모멘텀 가속. ✅ 20일선 눌림목 구간.,76.2,70.6,82.1,🔥 과열,1.유통·소비재(+13.1%) / 2.철강·금속(+12.1%) / 3.기타(+9.8%) / 4.IT/전기전자(+6.2%) / 5.건설·부동산(+6.0%),4,109,20251215,20251215,20.05,10.1,-8.02,-18.12
005385,현대차우,KOSPI,기타,기타,자동차·모빌리티,206500,130.96,48199.1,205000,190500,222500,239500,63.2,52.4,77.2,🔺 Watch (상승 준비),③ 박스 / 중립,2.74,28.74,2.71,4.87,-6.63,0,0.82,0.8,1.0,0.93,0.25,0.04,0.65,62.3,57.7,3.8,528.3246,-0.0788,0.54,-0.41,14.43,0,0,0,1,False,-2.82,9.61,24.92,5,★,"RSI적정, 20선근접, 정배열(단), 장기추세(120↑), MACD>Sig",2.0,-0.09181818181818174,13.0,1.0,0.7317073170731708,📉 매도세 우위. ,76.2,70.6,82.1,🔥 과열,1.유통·소비재(+13.1%) / 2.철강·금속(+12.1%) / 3.기타(+9.8%) / 4.IT/전기전자(+6.2%) / 5.건설·부동산(+6.0%),3,110,20251215,20251215,20.05,10.1,24.92,4.87
097230,HJ중공업,KOSPI,토목 건설업,토목 건설업,건설·부동산,23200,643.66,20948.5,22450,20200,25850,29250,63.2,69.0,68.1,🔼 BRK (돌파),④ 바닥 반등 시도,-3.93,212.25,-3.96,-50.07,176.88,0,0.72,1.0,0.36,0.66,0.48,0.62,0.69,64.1,66.6,6.39,381.1791,0.0913,1.69,1.32,20.5,0,0,0,1,False,6.18,8.16,-30.02,6,★,"RSI적정, MACD상승, 거래량↑, 장기추세(120↑), 자금유입, MACD>Sig",2.5,5.961,5.0,0.8833333333333333,3.34075723830735,💸 자금 유입 지속. 🚀 단기 모멘텀 가속. ⚠️ 단기 급등 조정 주의.,76.2,70.6,82.1,🔥 과열,1.유통·소비재(+13.1%) / 2.철강·금속(+12.1%) / 3.기타(+9.8%) / 4.IT/전기전자(+6.2%) / 5.건설·부동산(+6.0%),4,111,20251215,20251215,20.05,10.1,-30.02,-50.07
214450,파마리서치,KOSDAQ,의료용품 및 기타 의약 관련제품 제조업,의료용품 및 기타 의약 관련제품 제조업,기타,380500,344.18,39532.6,380500,353500,412500,444500,63.0,61.6,81.0,🔁 MR (반전),④ 바닥 반등 시도,-17.28,-16.74,-21.29,-49.32,-35.35,0,0.97,0.87,1.0,1.0,0.15,0.28,0.56,43.8,35.2,-9.02,557.1758,0.0865,0.58,-1.2,28.61,0,0,0,0,True,-3.06,-4.52,-39.22,1,,"MACD상승, MACD>Sig",2.0,9.752820512820513,3.0,1.1851851851851851,0.0,🧱 구조적 지지선(Swing Low) 근접. 📉 매도세 우위. 🚀 단기 모멘텀 가속. 📉 과매도 기술적 반등 기대.,76.2,70.6,82.1,🔥 과열,1.유통·소비재(+13.1%) / 2.철강·금속(+12.1%) / 3.기타(+9.8%) / 4.IT/전기전자(+6.2%) / 5.건설·부동산(+6.0%),4,112,20251215,20251215,20.05,10.1,-39.22,-49.32
007810,코리아써키트,KOSPI,전자부품 제조업,전자부품 제조업,IT/전기전자,36000,230.62,8503.5,35300,31750,39550,43800,62.6,59.3,72.4,🔺 Watch (상승 준비),② 상승 후 조정,11.98,218.3,11.95,84.84,182.93,0,0.69,1.0,0.35,0.8,0.53,0.15,0.68,62.3,67.1,5.04,-197.6898,-0.5072,0.84,-0.09,46.47,0,0,0,1,False,-8.16,-0.41,104.89,4,★,"RSI적정, 정배열(단), 장기추세(120↑), 자금유입",2.5,6.214821428571428,4.0,0.8352941176470589,1.9830028328611897,📉 매도세 우위. 💸 자금 유입 지속. ⚠️ 단기 급등 조정 주의.,76.2,70.6,82.1,🔥 과열,1.유통·소비재(+13.1%) / 2.철강·금속(+12.1%) / 3.기타(+9.8%) / 4.IT/전기전자(+6.2%) / 5.건설·부동산(+6.0%),2,113,20251215,20251215,20.05,10.1,104.89,84.84
195940,HK이노엔,KOSDAQ,의약품 제조업,의약품 제조업,바이오·의약품,52800,118.64,14958.2,52800,49550,56600,60500,62.5,48.9,77.8,↩️ PULL (눌림),③ 박스 / 중립,3.73,23.36,-0.28,4.19,4.75,0,0.96,0.75,0.92,1.0,0.12,0.02,0.75,72.1,65.8,3.08,-22.9845,-0.0117,1.11,0.32,10.5,0,0,0,1,True,2.52,0.19,14.29,4,★,"20선근접, 정배열(단), 장기추세(120↑), 자금유입",1.8,5.040434782608696,7.0,1.1692307692307693,0.0,🧱 구조적 지지선(Swing Low) 근접. 📉 매도세 우위. 💸 자금 유입 지속. ,76.2,70.6,82.1,🔥 과열,1.유통·소비재(+13.1%) / 2.철강·금속(+12.1%) / 3.기타(+9.8%) / 4.IT/전기전자(+6.2%) / 5.건설·부동산(+6.0%),3,114,20251215,20251215,20.05,10.1,14.29,4.19
032830,삼성생명,KOSPI,보험업,보험업,금융,152900,213.33,305800.0,152900,144900,162500,172100,62.5,51.1,76.6,↩️ PULL (눌림),⑤ 하락 / 약세,-0.46,20.2,-0.49,-24.84,-15.17,0,0.98,0.65,0.71,1.0,0.2,0.13,0.73,61.9,65.9,0.25,121.2928,-0.1128,0.58,-1.78,10.72,0,0,0,1,True,-1.86,-0.59,-4.79,5,★,"RSI적정, 20선근접, 장기추세(120↑), 자금유입, MACD>Sig",1.8,2.128108108108108,10.0,1.2,0.0,🧱 구조적 지지선(Swing Low) 근접. 📉 매도세 우위. 💸 자금 유입 지속. ✅ 20일선 눌림목 구간.,76.2,70.6,82.1,🔥 과열,1.유통·소비재(+13.1%) / 2.철강·금속(+12.1%) / 3.기타(+9.8%) / 4.IT/전기전자(+6.2%) / 5.건설·부동산(+6.0%),5,115,20251215,20251215,20.05,10.1,-4.79,-24.84
257720,실리콘투,KOSDAQ,상품 종합 도매업,상품 종합 도매업,기타,41550,244.53,25416.9,41550,38600,45050,48550,62.4,60.6,80.5,↩️ PULL (눌림),④ 바닥 반등 시도,-7.87,-27.23,-11.88,-10.82,-45.84,0,0.97,0.87,1.0,1.0,0.13,0.16,0.69,37.1,32.0,-5.02,-326.7593,0.0406,0.93,-0.69,18.26,0,0,0,0,True,-0.84,-5.35,-0.72,0,,MACD상승,2.0,9.752820512820513,3.0,1.1864406779661016,0.0,🧱 구조적 지지선(Swing Low) 근접. 📉 매도세 우위. 🚀 단기 모멘텀 가속. 📉 과매도 기술적 반등 기대.,76.2,70.6,82.1,🔥 과열,1.유통·소비재(+13.1%) / 2.철강·금속(+12.1%) / 3.기타(+9.8%) / 4.IT/전기전자(+6.2%) / 5.건설·부동산(+6.0%),4,116,20251215,20251215,20.05,10.1,-0.72,-10.82
089010,켐트로닉스,KOSDAQ,기타 화학제품 제조업,기타 화학제품 제조업,화학·소재,31250,143.07,5106.0,31150,28950,33800,36450,62.4,48.6,77.8,🔺 Watch (상승 준비),③ 박스 / 중립,3.31,29.13,-0.7,-4.35,10.52,0,0.91,0.85,1.0,0.97,0.12,0.05,0.7,68.3,71.4,3.28,211.9158,-0.059,0.79,-0.36,17.97,0,0,0,1,True,0.64,1.96,5.75,4,★,"20선근접, 장기추세(120↑), 자금유입, MACD>Sig",2.0,1.045625,12.0,1.108695652173913,0.32102728731942215,🧱 구조적 지지선(Swing Low) 근접. 📉 매도세 우위. 💰 외국인/기관 수급 집중. ,76.2,70.6,82.1,🔥 과열,1.유통·소비재(+13.1%) / 2.철강·금속(+12.1%) / 3.기타(+9.8%) / 4.IT/전기전자(+6.2%) / 5.건설·부동산(+6.0%),3,117,20251215,20251215,20.05,10.1,5.75,-4.35
336260,두산퓨얼셀,KOSPI,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",인프라·에너지,31200,165.41,20434.0,31200,29000,33850,36450,62.3,56.8,82.4,↩️ PULL (눌림),⑤ 하락 / 약세,-8.24,33.05,-8.27,-25.79,-2.32,0,0.99,0.88,1.0,1.0,0.2,0.07,0.72,53.0,53.7,-0.79,26.6606,-0.0384,0.63,-0.89,14.61,0,0,0,0,True,-3.7,-0.32,-5.74,4,★,"RSI적정, 20선근접, 장기추세(120↑), MACD>Sig",2.0,-3.310909090909091,16.0,1.2045454545454546,0.0,🧱 구조적 지지선(Swing Low) 근접. 📉 매도세 우위. ✅ 20일선 눌림목 구간.,76.2,70.6,82.1,🔥 과열,1.유통·소비재(+13.1%) / 2.철강·금속(+12.1%) / 3.기타(+9.8%) / 4.IT/전기전자(+6.2%) / 5.건설·부동산(+6.0%),5,118,20251215,20251215,20.05,10.1,-5.74,-25.79
039030,이오테크닉스,KOSDAQ,특수 목적용 기계 제조업,특수 목적용 기계 제조업,조선·기계·설비,252000,286.09,31045.3,252000,234000,273500,294500,62.3,58.9,81.2,↩️ PULL (눌림),③ 박스 / 중립,-10.32,57.7,-14.33,4.97,39.09,0,0.98,0.88,1.0,1.0,0.15,0.21,0.66,53.4,58.7,-5.63,-2056.852,-0.2145,1.19,-1.38,18.31,0,0,0,0,True,-9.19,-7.69,15.07,3,,"RSI적정, 정배열(단), 장기추세(120↑)",2.0,4.067833333333334,8.0,1.1944444444444444,0.0,🧱 구조적 지지선(Swing Low) 근접. 📉 매도세 우위. 📉 과매도 기술적 반등 기대.,76.2,70.6,82.1,🔥 과열,1.유통·소비재(+13.1%) / 2.철강·금속(+12.1%) / 3.기타(+9.8%) / 4.IT/전기전자(+6.2%) / 5.건설·부동산(+6.0%),3,119,20251215,20251215,20.05,10.1,15.07,4.97
058470,리노공업,KOSDAQ,전자부품 제조업,전자부품 제조업,IT/전기전자,61600,267.22,46946.5,61600,57200,66800,72000,62.3,59.6,80.8,↩️ PULL (눌림),② 상승 후 조정,4.23,19.38,0.22,12.85,0.77,0,0.97,0.88,1.0,1.0,0.14,0.19,0.7,45.0,61.6,-1.86,-477.9392,-0.2569,0.63,-0.44,25.87,0,0,0,0,True,-5.52,-7.51,22.95,3,,"정배열(단), 장기추세(120↑), 자금유입",2.0,6.214821428571428,4.0,1.1818181818181819,0.0,🧱 구조적 지지선(Swing Low) 근접. 📉 매도세 우위. 💸 자금 유입 지속. ✅ 20일선 눌림목 구간.,76.2,70.6,82.1,🔥 과열,1.유통·소비재(+13.1%) / 2.철강·금속(+12.1%) / 3.기타(+9.8%) / 4.IT/전기전자(+6.2%) / 5.건설·부동산(+6.0%),2,120,20251215,20251215,20.05,10.1,22.95,12.85
174900,앱클론,KOSDAQ,의료용품 및 기타 의약 관련제품 제조업,의료용품 및 기타 의약 관련제품 제조업,기타,38850,75.91,7417.6,38500,35800,41750,45000,62.3,59.3,71.9,🔺 Watch (상승 준비),② 상승 후 조정,30.59,259.06,26.58,205.5,240.45,0,0.78,0.77,1.0,0.91,0.57,0.0,0.64,58.1,50.4,3.95,-600.198,-0.1152,0.47,-0.02,38.62,0,0,0,1,False,6.88,-5.47,215.6,4,★,"RSI적정, 20선근접, 정배열(단), 장기추세(120↑)",2.0,9.752820512820513,3.0,0.9508196721311475,0.9090909090909091,📉 매도세 우위. ,76.2,70.6,82.1,🔥 과열,1.유통·소비재(+13.1%) / 2.철강·금속(+12.1%) / 3.기타(+9.8%) / 4.IT/전기전자(+6.2%) / 5.건설·부동산(+6.0%),2,121,20251215,20251215,20.05,10.1,215.6,205.5
035900,JYP Ent.,KOSDAQ,오디오물 출판 및 원판 녹음업,오디오물 출판 및 원판 녹음업,미디어·콘텐츠,68500,298.82,24339.8,68500,65200,72500,76400,62.1,52.6,75.2,🔺 Watch (상승 준비),④ 바닥 반등 시도,-1.72,-9.87,-5.73,-20.09,-28.48,0,0.99,0.61,0.59,1.0,0.2,0.23,0.75,78.9,68.9,1.9,455.2155,0.0064,1.8,1.26,9.51,1,0,0,1,True,1.33,0.29,-9.99,4,★,"MACD상승, 20선근접, 거래량↑, 자금유입, MACD>Sig",1.8,5.237142857142857,6.0,1.2121212121212122,0.0,🔇 변동성 축소 (BW 9.5%). 🧱 구조적 지지선(Swing Low) 근접. 💸 자금 유입 지속. 📈 상승 모멘텀 개선. ✅ 20일선 눌림목 구간.,76.2,70.6,82.1,🔥 과열,1.유통·소비재(+13.1%) / 2.철강·금속(+12.1%) / 3.기타(+9.8%) / 4.IT/전기전자(+6.2%) / 5.건설·부동산(+6.0%),4,122,20251215,20251215,20.05,10.1,-9.99,-20.09
161390,한국타이어앤테크놀로지,KOSPI,고무제품 제조업,고무제품 제조업,화학·소재,59700,141.93,73953.4,59700,56100,64000,68200,61.9,56.2,81.9,↩️ PULL (눌림),② 상승 후 조정,0.84,51.91,0.81,31.09,16.54,0,0.98,0.75,0.9,1.0,0.31,0.05,0.75,53.8,55.2,-0.42,-685.4675,-0.0982,0.73,-0.56,11.64,0,0,0,0,True,-1.49,-0.67,51.14,4,★,"RSI적정, 20선근접, 정배열(단), 장기추세(120↑)",1.8,1.045625,12.0,1.1944444444444444,0.0,🧱 구조적 지지선(Swing Low) 근접. 📉 매도세 우위. ✅ 20일선 눌림목 구간.,76.2,70.6,82.1,🔥 과열,1.유통·소비재(+13.1%) / 2.철강·금속(+12.1%) / 3.기타(+9.8%) / 4.IT/전기전자(+6.2%) / 5.건설·부동산(+6.0%),2,123,20251215,20251215,20.05,10.1,51.14,31.09
028670,팬오션,KOSPI,해상 운송업,해상 운송업,기타,4030,52.83,21543.2,4030,3745,4370,4710,61.9,56.5,72.7,↩️ PULL (눌림),⑤ 하락 / 약세,8.63,3.07,8.6,-22.82,-32.3,0,0.98,0.88,1.0,1.0,0.23,0.0,0.66,64.1,79.3,1.88,-2.9416,-0.2706,0.39,-0.54,25.65,0,0,0,1,True,-2.42,2.28,-2.77,5,★,"RSI적정, 20선근접, 정배열(단), 장기추세(120↑), 자금유입",2.0,9.752820512820513,3.0,1.1929824561403508,0.0,🧱 구조적 지지선(Swing Low) 근접. 📉 매도세 우위. 💰 외국인/기관 수급 집중. ✅ 20일선 눌림목 구간.,76.2,70.6,82.1,🔥 과열,1.유통·소비재(+13.1%) / 2.철강·금속(+12.1%) / 3.기타(+9.8%) / 4.IT/전기전자(+6.2%) / 5.건설·부동산(+6.0%),5,124,20251215,20251215,20.05,10.1,-2.77,-22.82
111770,영원무역,KOSPI,상품 종합 도매업,상품 종합 도매업,기타,92400,94.6,40943.8,92000,85500,99800,107500,61.8,57.9,71.8,🔺 Watch (상승 준비),② 상승 후 조정,20.0,54.26,19.97,27.55,18.89,0,0.88,0.83,1.0,0.96,0.36,0.0,0.72,56.2,60.4,3.43,-864.932,-0.1192,0.89,-0.09,13.37,0,0,0,1,True,2.1,4.05,47.6,5,★,"RSI적정, 20선근접, 정배열(단), 장기추세(120↑), 자금유입",2.0,9.752820512820513,3.0,1.0724637681159421,0.43478260869565216,🧱 구조적 지지선(Swing Low) 근접. 📉 매도세 우위. 💸 자금 유입 지속. ,76.2,70.6,82.1,🔥 과열,1.유통·소비재(+13.1%) / 2.철강·금속(+12.1%) / 3.기타(+9.8%) / 4.IT/전기전자(+6.2%) / 5.건설·부동산(+6.0%),2,125,20251215,20251215,20.05,10.1,47.6,27.55
028300,HLB,KOSDAQ,의료용품 및 기타 의약 관련제품 제조업,의료용품 및 기타 의약 관련제품 제조업,바이오·의약품,47050,178.73,62036.9,47050,43850,50900,54700,61.7,57.7,80.6,↩️ PULL (눌림),② 상승 후 조정,-5.14,-12.06,-9.15,11.63,-30.67,0,0.99,0.85,1.0,1.0,0.14,0.09,0.76,55.2,53.4,-1.11,-191.9509,-0.1449,0.91,-1.61,14.07,0,0,0,0,True,-5.14,-3.09,21.73,3,,"RSI적정, 정배열(단), 장기추세(120↑)",2.0,5.040434782608696,7.0,1.203125,0.0,🧱 구조적 지지선(Swing Low) 근접. 📉 매도세 우위. ✅ 20일선 눌림목 구간.,76.2,70.6,82.1,🔥 과열,1.유통·소비재(+13.1%) / 2.철강·금속(+12.1%) / 3.기타(+9.8%) / 4.IT/전기전자(+6.2%) / 5.건설·부동산(+6.0%),2,126,20251215,20251215,20.05,10.1,21.73,11.63
005690,파미셀,KOSPI,기초 의약물질 제조업,기초 의약물질 제조업,기타,16180,171.12,9710.7,16180,15040,17540,18900,61.7,58.4,80.3,↩️ PULL (눌림),⑤ 하락 / 약세,-16.04,49.54,-16.07,-7.53,14.17,0,0.98,0.87,1.0,1.0,0.11,0.08,0.63,51.5,46.8,-3.97,-163.8752,-0.0123,0.43,-0.33,16.95,0,0,0,0,True,-2.18,-0.74,12.52,3,,"RSI적정, 정배열(단), 장기추세(120↑)",2.0,9.752820512820513,3.0,1.1929824561403508,0.0,🧱 구조적 지지선(Swing Low) 근접. 📉 매도세 우위. ,76.2,70.6,82.1,🔥 과열,1.유통·소비재(+13.1%) / 2.철강·금속(+12.1%) / 3.기타(+9.8%) / 4.IT/전기전자(+6.2%) / 5.건설·부동산(+6.0%),5,127,20251215,20251215,20.05,10.1,12.52,-7.53
003230,삼양식품,KOSPI,기타 식품 제조업,기타 식품 제조업,유통·소비재,1230000,766.82,92656.1,1230000,1143000,1334000,1437000,61.6,61.9,78.2,↩️ PULL (눌림),⑤ 하락 / 약세,-11.19,-5.89,-11.22,-43.08,-41.26,0,0.98,0.88,1.0,1.0,0.0,0.76,0.64,39.8,30.3,-8.11,-10822.7122,-0.0584,1.05,-2.75,17.62,0,0,0,0,True,-4.8,-8.62,-23.03,-1,,,2.0,13.071875,1.0,1.1954022988505748,0.0,🧱 구조적 지지선(Swing Low) 근접. 📉 매도세 우위. 📉 과매도 기술적 반등 기대.,76.2,70.6,82.1,🔥 과열,1.유통·소비재(+13.1%) / 2.철강·금속(+12.1%) / 3.기타(+9.8%) / 4.IT/전기전자(+6.2%) / 5.건설·부동산(+6.0%),5,128,20251215,20251215,20.05,10.1,-23.03,-43.08
138930,BNK금융지주,KOSPI,기타 금융업,기타 금융업,금융,15400,207.63,48421.5,15400,14710,16440,17470,61.5,49.8,75.5,↩️ PULL (눌림),⑤ 하락 / 약세,1.92,30.62,1.89,-21.33,-4.75,0,1.0,0.7,0.49,1.0,0.21,0.12,0.68,62.6,65.1,1.16,-29.9816,-0.1125,1.61,-1.4,8.04,1,0,0,1,True,-1.28,0.65,-1.28,6,★,"RSI적정, 20선근접, 거래량↑, 정배열(단), 장기추세(120↑), 자금유입",1.8,2.128108108108108,10.0,1.5072463768115942,0.0,🔇 변동성 축소 (BW 8.0%). 🧱 구조적 지지선(Swing Low) 근접. 📉 매도세 우위. 💸 자금 유입 지속. ✅ 20일선 눌림목 구간.,76.2,70.6,82.1,🔥 과열,1.유통·소비재(+13.1%) / 2.철강·금속(+12.1%) / 3.기타(+9.8%) / 4.IT/전기전자(+6.2%) / 5.건설·부동산(+6.0%),5,129,20251215,20251215,20.05,10.1,-1.28,-21.33
035510,신세계 I&C,KOSPI,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","컴퓨터 프로그래밍, 시스템 통합 및 관리업",IT/전기전자,17310,74.9,2420.1,17110,15710,19200,21300,61.5,57.7,71.3,🔼 BRK (돌파),④ 바닥 반등 시도,4.59,-20.05,4.56,-9.09,-55.42,0,0.97,1.0,0.86,0.88,0.34,0.0,0.45,57.7,59.6,4.2,-58.1237,0.0231,3.47,1.5,9.56,1,0,0,1,False,5.23,5.04,10.96,6,★,"RSI적정, MACD상승, 20선근접, 거래량↑, 정배열(단), 장기추세(120↑)",2.5,6.214821428571428,4.0,1.18125,1.168907071887785,🔇 변동성 축소 (BW 9.6%). 💪 매수세 장악(Power Buying). 🚀 단기 모멘텀 가속. ,76.2,70.6,82.1,🔥 과열,1.유통·소비재(+13.1%) / 2.철강·금속(+12.1%) / 3.기타(+9.8%) / 4.IT/전기전자(+6.2%) / 5.건설·부동산(+6.0%),4,130,20251215,20251215,20.05,10.1,10.96,-9.09
310210,보로노이,KOSDAQ,자연과학 및 공학 연구개발업,자연과학 및 공학 연구개발업,기타,209000,226.3,38441.6,209000,194300,227000,244500,61.3,55.8,81.0,↩️ PULL (눌림),② 상승 후 조정,-9.72,91.92,-13.73,17.57,73.31,0,1.0,0.89,1.0,1.0,0.12,0.14,0.59,38.8,35.5,-9.18,-5226.1452,-0.2298,0.77,-1.47,19.24,0,0,0,0,True,-6.7,-12.55,27.67,2,,"정배열(단), 장기추세(120↑)",2.0,9.752820512820513,3.0,1.2244897959183674,0.0,🧱 구조적 지지선(Swing Low) 근접. 📉 매도세 우위. 📉 과매도 기술적 반등 기대.,76.2,70.6,82.1,🔥 과열,1.유통·소비재(+13.1%) / 2.철강·금속(+12.1%) / 3.기타(+9.8%) / 4.IT/전기전자(+6.2%) / 5.건설·부동산(+6.0%),2,131,20251215,20251215,20.05,10.1,27.67,17.57
000155,두산우,KOSPI,기타,기타,기타,514000,74.84,20541.8,514000,478000,558000,601000,61.1,64.4,76.0,🔁 MR (반전),⑤ 하락 / 약세,-16.56,27.23,-16.59,18.87,-8.14,0,1.0,0.89,1.0,1.0,0.37,0.0,0.65,49.0,33.0,-4.34,-5629.5769,0.0146,0.57,-0.04,14.81,0,0,0,0,True,-2.84,0.0,38.92,4,★,"RSI적정, MACD상승, 정배열(단), 장기추세(120↑)",2.0,9.752820512820513,3.0,1.2222222222222223,0.0,🧱 구조적 지지선(Swing Low) 근접. 📉 매도세 우위. 📈 상승 모멘텀 개선. ,76.2,70.6,82.1,🔥 과열,1.유통·소비재(+13.1%) / 2.철강·금속(+12.1%) / 3.기타(+9.8%) / 4.IT/전기전자(+6.2%) / 5.건설·부동산(+6.0%),5,132,20251215,20251215,20.05,10.1,38.92,18.87
000880,한화,KOSPI,기타 화학제품 제조업,기타 화학제품 제조업,화학·소재,81300,151.8,60941.5,81300,75600,88200,95000,61.0,55.6,80.6,↩️ PULL (눌림),⑤ 하락 / 약세,-10.56,-12.96,-10.59,-32.63,-48.33,0,0.99,0.88,1.0,1.0,0.11,0.06,0.79,59.9,57.3,-0.53,500.8109,-0.0037,1.01,-1.56,12.16,0,0,0,0,True,-3.1,3.04,-12.58,2,,"RSI적정, 20선근접, MACD>Sig",2.0,1.045625,12.0,1.2105263157894737,0.0,🧱 구조적 지지선(Swing Low) 근접. 📉 매도세 우위. ✅ 20일선 눌림목 구간.,76.2,70.6,82.1,🔥 과열,1.유통·소비재(+13.1%) / 2.철강·금속(+12.1%) / 3.기타(+9.8%) / 4.IT/전기전자(+6.2%) / 5.건설·부동산(+6.0%),5,133,20251215,20251215,20.05,10.1,-12.58,-32.63
028260,삼성물산,KOSPI,기타 전문 도매업,기타 전문 도매업,기타,246500,758.84,418992.2,241500,217000,271000,300000,61.0,63.6,67.1,🔺 Watch (상승 준비),② 상승 후 조정,11.79,52.25,11.76,5.78,16.88,0,0.68,1.0,0.33,0.79,0.29,0.75,0.66,61.3,60.7,5.07,1047.841,-0.0958,0.77,-1.43,24.02,0,0,0,1,False,-1.99,8.83,25.83,5,★,"RSI적정, 정배열(단), 장기추세(120↑), 자금유입, MACD>Sig",2.5,9.752820512820513,3.0,0.8305084745762712,2.070393374741201,📉 매도세 우위. 💸 자금 유입 지속. ⚠️ 단기 급등 조정 주의.,76.2,70.6,82.1,🔥 과열,1.유통·소비재(+13.1%) / 2.철강·금속(+12.1%) / 3.기타(+9.8%) / 4.IT/전기전자(+6.2%) / 5.건설·부동산(+6.0%),2,134,20251215,20251215,20.05,10.1,25.83,5.78
403870,HPSP,KOSDAQ,특수 목적용 기계 제조업,특수 목적용 기계 제조업,조선·기계·설비,28850,111.74,24089.3,28850,26800,31300,33700,60.7,55.3,80.2,↩️ PULL (눌림),⑤ 하락 / 약세,-8.7,2.49,-12.71,-15.35,-16.12,0,0.98,0.88,1.0,1.0,0.1,0.01,0.72,55.3,48.9,-2.87,21.7844,-0.1413,0.87,-1.15,13.11,0,0,0,0,True,-5.1,-7.83,-5.25,1,,"RSI적정, MACD>Sig",2.0,4.067833333333334,8.0,1.1951219512195121,0.0,🧱 구조적 지지선(Swing Low) 근접. 📉 매도세 우위. ,76.2,70.6,82.1,🔥 과열,1.유통·소비재(+13.1%) / 2.철강·금속(+12.1%) / 3.기타(+9.8%) / 4.IT/전기전자(+6.2%) / 5.건설·부동산(+6.0%),5,135,20251215,20251215,20.05,10.1,-5.25,-15.35
298380,에이비엘바이오,KOSDAQ,기초 의약물질 제조업,기초 의약물질 제조업,기타,195800,1510.41,107935.1,191300,172200,214500,237500,60.7,63.8,66.5,↩️ PULL (눌림),② 상승 후 조정,11.25,176.55,7.24,77.81,157.94,0,0.65,0.99,0.37,0.76,0.32,1.0,0.68,67.4,71.9,5.4,-2431.5119,-0.1377,0.61,0.51,26.63,0,0,0,1,False,4.82,-0.51,87.91,3,,"정배열(단), 장기추세(120↑), 자금유입",2.5,9.752820512820513,3.0,0.7923728813559322,2.3523261892315737,📉 매도세 우위. 💰 외국인/기관 수급 집중. ⚠️ 단기 급등 조정 주의.,76.2,70.6,82.1,🔥 과열,1.유통·소비재(+13.1%) / 2.철강·금속(+12.1%) / 3.기타(+9.8%) / 4.IT/전기전자(+6.2%) / 5.건설·부동산(+6.0%),2,136,20251215,20251215,20.05,10.1,87.91,77.81
