시장,종목명,종목코드,종가,거래대금(억원),시가총액(억원),RSI14,乖離%,MACD_hist,MACD_slope,Vol_Z,ret_5d_%,ret_10d_%,EBS,통과,근거,추천매수가,추천매도가1,추천매도가2,손절가
KOSPI,한전KPS,051600,52800,151.01,23760.0,58.8,2.71,58.3941,75.33554,1.27,0.57,5.81,7,초입,"RSI 45~65, MACD상승, MA20 근처, 거래량증가, 상승구조, MACD>sig, 과열아님",51920,53980,56030,49860
KOSPI,에스엘,005850,36500,99.5,16953.7,50.8,3.83,95.0569,113.02259,1.79,4.14,6.1,7,초입,"RSI 45~65, MACD상승, MA20 근처, 거래량증가, 상승구조, MACD>sig, 과열아님",35500,36910,38320,34100
KOSPI,HD현대미포,010620,232500,560.33,92865.5,45.3,2.16,570.9554,50.50194,0.54,4.26,11.78,6,초입,"RSI 45~65, MACD상승, MA20 근처, 상승구조, MACD>sig, 과열아님",229850,238950,248060,220750
KOSPI,LG생활건강,051900,296500,397.8,45371.8,59.5,2.52,182.8292,519.7656,1.92,-1.5,3.67,6,초입,"RSI 45~65, MACD상승, MA20 근처, 거래량증가, MACD>sig, 과열아님",292120,303690,315260,280550
KOSPI,HL만도,204320,39600,231.86,18595.0,54.1,6.18,104.9675,128.94113,2.04,4.21,6.17,6,초입,"RSI 45~65, MACD상승, 거래량증가, 상승구조, MACD>sig, 과열아님",37670,39160,40650,36180
KOSPI,호텔신라,008770,48500,199.29,19035.3,49.3,2.78,312.7419,137.05382,1.74,4.86,8.74,6,초입,"RSI 45~65, MACD상승, MA20 근처, 거래량증가, MACD>sig, 과열아님",47660,49550,51440,45770
KOSDAQ,우리기술투자,041190,8730,130.41,7333.2,46.1,0.08,10.0406,48.57298,1.52,-2.78,1.51,6,초입,"RSI 45~65, MACD상승, MA20 근처, 거래량증가, MACD>sig, 과열아님",8730,9000,9270,8460
KOSPI,GKL,114090,15040,127.85,9303.1,45.3,0.82,26.4176,88.00411,2.33,8.99,0.6,6,초입,"RSI 45~65, MACD상승, MA20 근처, 거래량증가, MACD>sig, 과열아님",15040,15610,16180,14470
KOSDAQ,차바이오텍,085660,12980,127.42,9920.1,58.2,2.73,-64.616,23.54292,1.49,-2.04,5.19,6,초입,"RSI 45~65, MACD상승, MA20 근처, 거래량증가, 상승구조, 과열아님",12760,13270,13770,12260
KOSPI,에어부산,298690,1834,112.8,2139.2,50.4,2.59,7.8921,6.95351,7.45,3.27,2.8,6,초입,"RSI 45~65, MACD상승, MA20 근처, 거래량증가, MACD>sig, 과열아님",1810,1880,1950,1730
KOSPI,LG유플러스,032640,15780,102.21,67826.9,56.0,2.88,20.4501,13.18936,0.63,2.6,2.53,6,초입,"RSI 45~65, MACD상승, MA20 근처, 상승구조, MACD>sig, 과열아님",15490,16100,16720,14880
KOSDAQ,NHN KCP,060250,16400,85.02,6586.3,53.8,2.26,16.106,25.13257,0.95,-4.26,8.54,6,초입,"RSI 45~65, MACD상승, MA20 근처, 상승구조, MACD>sig, 과열아님",16200,16840,17480,15560
KOSDAQ,에스티팜,237690,102000,84.91,21115.7,51.5,2.95,67.4186,11.17088,0.39,0.0,2.51,6,초입,"RSI 45~65, MACD상승, MA20 근처, 상승구조, MACD>sig, 과열아님",100070,104030,108000,96110
KOSDAQ,에스와이스틸텍,365330,3380,75.36,1695.8,52.0,3.96,28.6193,15.85668,3.05,0.45,9.56,6,초입,"RSI 45~65, MACD상승, MA20 근처, 거래량증가, MACD>sig, 과열아님",3280,3410,3540,3150
KOSPI,KG케미칼,001390,5500,72.63,3765.8,62.7,7.68,32.405,11.82472,1.35,-2.48,13.4,6,초입,"RSI 45~65, MACD상승, 거래량증가, 상승구조, MACD>sig, 과열아님",5160,5360,5570,4950
KOSPI,하나투어,039130,48150,57.27,7458.4,53.2,2.78,299.729,74.57771,1.48,2.77,4.9,6,초입,"RSI 45~65, MACD상승, MA20 근처, 거래량증가, MACD>sig, 과열아님",47320,49060,50800,45570
KOSPI,삼양식품,003230,1401000,2683.06,105537.5,56.1,5.91,16587.3042,1570.267,1.88,2.41,6.78,5,초입,"RSI 45~65, MACD상승, 거래량증가, MACD>sig, 과열아님",1336080,1388990,1441910,1283160
KOSPI,LS ELECTRIC,010120,506000,2043.51,151800.0,62.3,11.82,-2054.0554,1536.63951,1.25,4.65,9.41,5,초입,"RSI 45~65, MACD상승, 거래량증가, 상승구조, 과열아님",457020,475120,493220,438920
KOSPI,대원전선,006340,3940,1787.67,3008.3,55.8,5.79,-57.5235,31.00091,3.09,3.68,1.29,5,초입,"RSI 45~65, MACD상승, 거래량증가, 상승구조, 과열아님",3760,3910,4060,3610
KOSPI,POSCO홀딩스,005490,321500,1556.85,260199.4,59.5,2.38,-147.52,443.86872,1.16,0.0,5.41,5,초입,"RSI 45~65, MACD상승, MA20 근처, 상승구조, 과열아님",317170,329730,342290,304600
KOSPI,HD현대중공업,329180,583000,1216.49,517547.3,46.2,1.62,1279.0226,-189.06049,0.68,2.64,11.05,5,초입,"RSI 45~65, MA20 근처, 상승구조, MACD>sig, 과열아님",579440,602380,625330,556490
KOSPI,셀트리온,068270,186800,1164.61,431435.1,62.1,3.85,882.083,-192.77069,0.63,-4.25,6.93,5,초입,"RSI 45~65, MA20 근처, 상승구조, MACD>sig, 과열아님",181670,188860,196060,174470
KOSPI,아모레퍼시픽,090430,134800,1133.34,78848.2,71.1,8.88,912.9564,438.02361,2.38,5.48,13.66,5,초입,"MACD상승, 거래량증가, 상승구조, MACD>sig, 과열아님",125040,130000,134950,120090
KOSPI,롯데에너지머티리얼즈,020150,39000,840.14,20422.5,70.4,25.45,596.5905,79.79536,2.97,-2.99,51.75,5,초입,"MACD상승, 거래량증가, 상승구조, MACD>sig, 과열아님",31400,32640,33890,30150
KOSPI,삼성물산,028260,224000,734.58,380747.5,48.3,1.71,-1527.5846,488.60662,0.95,-0.44,3.23,5,초입,"RSI 45~65, MACD상승, MA20 근처, 상승구조, 과열아님",222430,231240,240050,213620
KOSPI,한국항공우주,047810,107300,651.62,104590.8,54.8,2.94,652.9693,-118.89993,0.85,3.97,8.71,5,초입,"RSI 45~65, MA20 근처, 상승구조, MACD>sig, 과열아님",105280,109450,113620,101110
KOSPI,유한양행,000100,118700,431.98,94922.5,51.0,0.61,175.0301,-86.57334,0.64,-2.06,3.67,5,초입,"RSI 45~65, MA20 근처, 상승구조, MACD>sig, 과열아님",118700,122960,127220,114440
KOSDAQ,한국피아이엠,448900,40600,431.89,2437.8,60.2,22.49,220.919,203.72278,1.39,16.83,35.11,5,초입,"RSI 45~65, MACD상승, 거래량증가, 상승구조, MACD>sig",33480,34800,36130,32150
KOSPI,KT&G,033780,141800,402.69,167290.9,64.1,2.75,643.4526,-154.0105,0.97,0.78,2.98,5,초입,"RSI 45~65, MA20 근처, 상승구조, MACD>sig, 과열아님",139390,144910,150430,133870
KOSDAQ,오스코텍,039200,54300,363.09,20774.2,71.6,17.15,715.47,47.81655,1.52,3.82,12.77,5,초입,"MACD상승, 거래량증가, 상승구조, MACD>sig, 과열아님",46820,48670,50520,44960
KOSPI,삼성증권,016360,79600,317.49,71082.8,53.7,2.18,-19.8329,5.1821,0.83,-3.16,5.01,5,초입,"RSI 45~65, MACD상승, MA20 근처, 상승구조, 과열아님",78680,81800,84920,75570
KOSPI,CJ씨푸드,011150,2870,291.48,1031.2,60.6,4.89,24.9949,2.79529,6.12,3.99,6.1,5,초입,"RSI 45~65, MACD상승, 거래량증가, MACD>sig, 과열아님",2760,2870,2980,2650
KOSPI,농심,004370,472000,273.75,28710.1,64.2,7.56,4802.179,696.73428,1.27,8.76,10.15,5,초입,"RSI 45~65, MACD상승, 거래량증가, MACD>sig, 과열아님",443210,460770,478320,425660
KOSDAQ,나우로보틱스,459510,21900,270.66,2828.1,47.3,2.07,-19.6413,131.94549,1.7,4.78,7.88,5,초입,"RSI 45~65, MACD상승, MA20 근처, 거래량증가, 과열아님",21670,22530,23390,20810
KOSDAQ,뉴로핏,380550,22850,262.07,2659.0,52.4,0.44,-357.2386,12.98855,0.37,-3.79,-4.39,5,초입,"RSI 45~65, MACD상승, MA20 근처, 상승구조, 과열아님",22850,23630,24410,22070
KOSPI,한올바이오파마,009420,45450,255.86,23743.4,56.6,10.82,92.7783,11.78459,0.43,8.99,-4.01,5,초입,"RSI 45~65, MACD상승, 상승구조, MACD>sig, 과열아님",41420,43060,44700,39780
KOSPI,고려아연,010130,1125000,251.18,217611.7,59.9,4.02,2921.3097,473.56649,0.59,-6.25,12.39,5,초입,"RSI 45~65, MACD상승, 상승구조, MACD>sig, 과열아님",1092320,1135580,1178840,1049060
KOSPI,해성디에스,195870,52700,229.14,8959.0,52.1,0.37,-740.4685,-200.96985,1.29,-4.36,-4.18,5,초입,"RSI 45~65, MA20 근처, 거래량증가, 상승구조, 과열아님",52700,54470,56240,50930
