시장,종목명,종목코드,업종,종가,거래대금(억원),시가총액(억원),거래대금(원),RSI14,MFI14,이격도,BB_BW,TTM_SQUEEZE,TTM_SQUEEZE_CNT,BB_SQUEEZE_BW,ret_1d_%,ret_5d_%,ret_10d_%,ret_20d_%,ret_60d_%,ret_120d_%,rel_20d_%,rel_60d_%,rel_120d_%,RES_RATIO,RES_RATIO_NEAR,IS_ABOVE_POC,POC_GAP,NEAR_THRES,Low_Trend_PCT,RSI_Rising,BB_Expanding,Vol_Quality,Range_Pos,외인순매수,기관순매수,메이저순매수,TRIGGER,Above_MA20,SUPERTREND_DIR,SUPERTREND_VAL,VWAP,VWAP_GAP,MACD_Slope_PCT,거래강도,V_POWER,IS_SWING_SUPPORT,주봉20선_상회,주봉추세,HMA20,HMA_Trend,HMA_On,OBV_Div,gap_pct,_data_length,consecutive_limit_up,MTF_WEEKLY_TREND,MTF_MONTHLY_TREND,MTF_DATA_SUFFICIENT,추천매수가,손절가,추천매도가1,추천매도가2,추천매도가3,ENTRY_ACTION,POSITION_PCT,PLAN_REASON,STOP_PCT,MAX_LOSS_PCT,RR_MULT,REGIME,TIME_STOP_DAYS,EXEC_RULE_ID,STOP_REASON,TP1_METHOD,TP1_PROB,TP2_METHOD,TP2_PROB,TP3_METHOD,TP3_PROB,개인순매수,업종_상세,업종_대분류,SECTOR_RET_5D,SECTOR_RS,SECTOR_RANK,V23_ATR_Pct,V23_OBV_Slope,V23_Upper_Shadow_Ratio,V23_SIGNAL_STATUS,ML_SCORE,ML_STATUS,TRIGGER_SCORE,RAW_TRIGGER_SCORE,EBS,PASS_EBS,STRUCT_SCORE,TIMING_SCORE,AI_SCORE,FINAL_SCORE,DISPLAY_SCORE,W_STRUCT,W_TIMING,W_AI,SCORING_AXES,BLOCK_REASON
KOSPI,SK이터닉스,475150,건물 건설업,48850,5265.29,16641.7,526528690275.0,56.9,79.1,19.32,40.21,0,0,0,13.6,51.94,21.82,-4.96,20.17,121.54,-12.03,-31.34,,0.356,0.151,1,69.45,12.0,-19.95,0,0,4.1,0.78,0,0,0,,1,1,30765.0,53622,-8.9,0.9702,7.12,0.18,False,O,▲,38806,▲,O,X,2.33,250,0,1,1,1,43000.0,36500.0,54000.0,69300.0,,split,50.0,NORMAL+PM_BLOCK_INTRADAY+EF:당일 10%+ 급등 분할 진입+ENTRY:split,15.12,5.0,1.7,normal,7,v1_sl_first_gap_at_open,NORMAL+PM_BLOCK_INTRADAY+EF:당일 10%+ 급등 분할 진입+ENTRY:split,SWING_20D,80,SWING_60D,60,,0,0.0,건물 건설업,건설·부동산,23.23,-17.634285714285713,11.0,0.11492908319929815,-0.010266551259623866,0.332,OK,82.9,OK,12.605649815041247,12.605649815041247,6,1,52.4,19.0,82.9,50.2,50.2,0.55,0.25,0.2,STRUCT+TIMING+AI+SECTOR,[연속급등: 5일 수익률 40%+ 과열]
KOSPI,HL만도,204320,자동차 신품 부품 제조업,70600,5331.18,33151.7,533117803900.0,59.9,77.2,20.41,38.93,0,0,0,8.62,40.08,13.69,12.24,34.48,33.97,5.17,-17.03,,0.0,0.0,1,1.26,12.0,-6.31,0,0,1.37,0.79,26687,6283,32970,,1,1,49310.0,60138,17.4,0.6728,7.25,2.62,False,O,▲,54313,▲,O,X,-3.85,250,0,1,1,1,61600.0,52300.0,76600.0,81200.0,84600.0,enter,100.0,NORMAL+PM_BLOCK_INTRADAY+EF:정상,15.1,5.0,1.6,normal,7,v1_sl_first_gap_at_open,NORMAL+PM_BLOCK_INTRADAY+EF:정상,SWING_20D,80,ATR_3.5x,45,FIBO_1.272,40,0.0,자동차 신품 부품 제조업,자동차·모빌리티,18.175,4.519285714285713,2.0,0.07932011331444759,0.030576445342291064,0.375,OK,44.5,OK,38.5,38.5,6,1,44.0,70.8,44.5,50.8,50.8,0.55,0.25,0.2,STRUCT+TIMING+AI+SECTOR,[연속급등: 5일 수익률 40%+ 과열]
KOSPI,후성,093370,기초 화학물질 제조업,22400,3673.04,24025.2,367304010595.0,79.9,93.4,70.09,91.35,0,1,0,17.83,99.11,95.29,64.46,212.41,178.26,57.39,160.9,,0.0,0.0,1,63.01,12.0,-5.39,1,0,3.03,0.91,17763,5622,23385,,1,1,14428.0,13530,65.55,1.0968,2.99,3.11,False,O,▲,15923,▲,O,X,0.0,250,0,1,1,1,13830.0,11750.0,23550.0,28250.0,34150.0,hold,0.0,NORMAL+PM_BLOCK_INTRADAY+EF:당일 15%+ 급등 진입 보류+ENTRY:hold,15.04,5.0,4.7,normal,7,v1_sl_first_gap_at_open,NORMAL+PM_BLOCK_INTRADAY+EF:당일 15%+ 급등 진입 보류+ENTRY:hold,SWING_20D,80,FIBO_1.272,40,FIBO_1.618,25,0.0,기초 화학물질 제조업,화학·소재,18.18842105263158,-4.6557894736842105,5.0,0.08676658163265306,0.20458655420229085,0.25,OK,81.9,OK,62.71155743839327,62.71155743839327,4,1,53.6,69.7,81.9,63.3,63.3,0.55,0.25,0.2,STRUCT+TIMING+AI+SECTOR,[연속급등: 5일 수익률 40%+ 과열]
KOSDAQ,피에스케이,319660,특수 목적용 기계 제조업,165700,1056.03,47997.8,105602951700.0,67.4,69.0,39.55,77.84,0,0,0,-2.47,49.01,68.22,50.91,127.61,421.89,64.1,136.66,,0.027,0.027,1,163.05,12.0,-8.89,0,0,1.09,0.79,0,0,0,,1,1,107070.0,106814,55.13,0.6692,0.93,0.85,False,O,▲,148549,▲,O,X,3.77,250,0,1,1,1,124700.0,105900.0,186500.0,191000.0,217500.0,enter,100.0,NORMAL+PM_BLOCK_INTRADAY+EF:정상,15.08,5.0,3.3,normal,7,v1_sl_first_gap_at_open,NORMAL+PM_BLOCK_INTRADAY+EF:정상,SWING_20D,80,ATR_3.5x,45,FIBO_1.272,40,0.0,특수 목적용 기계 제조업,조선·기계·설비,19.643620689655172,3.7720689655172412,1.0,0.11419087852401069,0.09191127478332843,0.3684210526315789,OK,57.9,OK,69.55669409500794,69.55669409500794,2,0,40.1,100.0,57.9,58.6,58.6,0.55,0.25,0.2,STRUCT+TIMING+AI+SECTOR,[연속급등: 5일 수익률 40%+ 과열]
KOSDAQ,브이엠,089970,특수 목적용 기계 제조업,93900,1001.13,23260.9,100112905650.0,68.8,73.7,41.15,81.13,0,0,0,-3.2,55.72,59.42,57.55,128.75,224.35,70.74,137.8,,0.033,0.033,1,243.18,12.0,8.96,1,0,1.45,0.82,-3756,-3193,-6949,🚀급등시동,1,1,62040.0,59655,57.4,0.7092,1.04,1.7,False,O,▲,83688,▲,O,X,-2.06,250,0,1,1,1,69900.0,59300.0,104000.0,122000.0,144800.0,enter,100.0,NORMAL+PM_BLOCK_INTRADAY+EF:정상,15.16,5.0,3.2,normal,7,v1_sl_first_gap_at_open,NORMAL+PM_BLOCK_INTRADAY+EF:정상,SWING_20D,80,FIBO_1.272,40,FIBO_1.618,25,0.0,특수 목적용 기계 제조업,조선·기계·설비,19.643620689655172,3.7720689655172412,1.0,0.10284497185455652,0.06225394348242508,0.21052631578947367,OK,57.5,OK,80.80449400422808,80.80449400422808,6,1,85.4,100.0,57.5,83.5,83.5,0.55,0.25,0.2,STRUCT+TIMING+AI+SECTOR,[연속급등: 5일 수익률 40%+ 과열]
KOSDAQ,네패스아크,330860,"그외 기타 전문, 과학 및 기술 서비스업",57700,971.18,7030.2,97117516475.0,63.0,75.6,34.49,54.81,0,0,0,14.26,64.86,40.05,14.71,215.13,240.82,27.9,224.18,,0.0,0.0,1,108.62,12.0,-5.57,0,0,1.6,0.81,0,0,0,,1,1,33885.0,36535,57.93,0.9638,3.34,2.26,False,O,▲,43339,▲,O,X,1.98,250,0,1,1,1,45050.0,38250.0,63500.0,72000.0,75900.0,split,50.0,NORMAL+PM_BLOCK_INTRADAY+EF:당일 10%+ 급등 분할 진입+ENTRY:split,15.09,5.0,2.7,normal,7,v1_sl_first_gap_at_open,NORMAL+PM_BLOCK_INTRADAY+EF:당일 10%+ 급등 분할 진입+ENTRY:split,SWING_20D,80,ATR_3.5x,45,FIBO_1.272,40,0.0,"그외 기타 전문, 과학 및 기술 서비스업",서비스 기타,12.6476,-12.0024,13.0,0.13313939093835106,0.037767907837702556,0.3879598662207358,OK,64.6,OK,29.272656798131983,29.272656798131983,6,1,47.2,48.5,64.6,51.0,51.0,0.55,0.25,0.2,STRUCT+TIMING+AI+SECTOR,[연속급등: 5일 수익률 40%+ 과열]
KOSDAQ,화신정공,126640,자동차 신품 부품 제조업,5260,749.74,1843.9,74973817647.0,91.6,79.3,100.09,179.51,0,0,0,7.46,100.38,132.74,173.82,239.79,298.79,187.01,248.84,,0.061,0.061,1,232.47,12.0,6.18,0,0,1.24,0.88,0,0,0,,1,1,3535.1000000000004,3998,31.55,1.0815,2.2,-0.57,False,O,▲,4247,▲,O,X,3.17,250,0,1,1,1,2760.0,2345.0,5750.0,6920.0,8410.0,split,50.0,NORMAL+PM_BLOCK_INTRADAY+EF:RSI 80+ 과열 분할 진입+ENTRY:split,15.04,6.0,7.2,normal,7,v1_sl_first_gap_at_open,NORMAL+PM_BLOCK_INTRADAY+EF:RSI 80+ 과열 분할 진입+ENTRY:split,SWING_20D,80,FIBO_1.272,40,FIBO_1.618,25,0.0,자동차 신품 부품 제조업,자동차·모빌리티,18.175,4.519285714285713,2.0,0.10632808256382402,0.4555759520990434,0.44036697247706424,OK,54.1,OK,38.0,38.0,6,1,83.7,40.8,54.1,67.1,67.1,0.55,0.25,0.2,STRUCT+TIMING+AI+SECTOR,[연속급등: 5일 수익률 40%+ 과열][RSI극단: RSI 85+ 극단과열]
KOSDAQ,유진테크,084370,특수 목적용 기계 제조업,188000,508.63,43082.2,50862839300.0,65.4,75.6,33.61,68.54,0,0,0,-4.13,45.17,51.61,29.48,54.86,150.67,42.67,63.91,,0.024,0.024,1,44.29,12.0,5.65,0,0,1.5,0.86,0,0,0,,1,1,119120.0,138538,35.7,0.7136,0.85,2.24,False,O,▲,170437,▲,O,X,-2.6,250,0,1,1,1,147700.0,125500.0,201500.0,220500.0,228000.0,enter,100.0,NORMAL+PM_BLOCK_INTRADAY+EF:정상,15.03,5.0,2.4,normal,7,v1_sl_first_gap_at_open,NORMAL+PM_BLOCK_INTRADAY+EF:정상,SWING_20D,80,ATR_3.5x,45,FIBO_1.272,40,0.0,특수 목적용 기계 제조업,조선·기계·설비,19.643620689655172,3.7720689655172412,1.0,0.11063829787234042,0.09066060192910523,0.4444444444444444,OK,51.4,OK,64.18701897495555,64.18701897495555,6,1,86.6,94.4,51.4,81.5,81.5,0.55,0.25,0.2,STRUCT+TIMING+AI+SECTOR,[연속급등: 5일 수익률 40%+ 과열]
KOSPI,현대백화점,069960,종합 소매업,183200,377.15,39506.9,37714817400.0,85.6,81.5,37.87,88.46,0,0,0,3.33,23.28,66.85,46.56,110.33,92.84,39.49,58.82,,0.0,0.0,1,101.59,12.0,6.96,1,0,1.83,0.92,0,0,0,,1,1,127160.0,119383,53.45,0.2006,0.88,0.78,False,O,▲,180451,▲,O,X,-0.17,250,0,1,1,1,139500.0,118500.0,190000.0,222000.0,262000.0,split,50.0,NORMAL+PM_BLOCK_INTRADAY+EF:RSI 80+ 과열 분할 진입+ENTRY:split,15.05,5.0,2.4,normal,7,v1_sl_first_gap_at_open,NORMAL+PM_BLOCK_INTRADAY+EF:RSI 80+ 과열 분할 진입+ENTRY:split,SWING_20D,80,FIBO_1.272,40,FIBO_1.618,25,0.0,종합 소매업,유통·소비재,11.393076923076924,-7.785384615384616,8.0,0.08413911416094821,0.26567415678472583,0.18354430379746836,OK,13.3,OK,48.877716968459964,48.877716968459964,6,1,91.7,50.3,13.3,65.7,65.7,0.55,0.25,0.2,STRUCT+TIMING+AI+SECTOR,[RSI극단: RSI 85+ 극단과열]
KOSDAQ,위더스제약,330350,의약품 제조업,8180,256.32,1079.9,25632164680.0,57.5,88.6,15.11,28.93,0,0,0,22.82,28.41,17.7,0.0,-1.8,21.36,13.19,7.25,,0.841,0.552,0,-16.65,12.0,-7.87,1,0,3.54,0.82,0,0,0,,1,1,6418.0,8379,-2.38,0.4811,15.43,0.45,False,X,▼,6560,▲,O,X,21.32,250,0,-1,-1,1,7460.0,6540.0,8650.0,9820.0,11950.0,hold,0.0,NORMAL+PM_BLOCK_INTRADAY+EF:갭 12%+ 진입 보류 + 당일 15%+ 급등 진입 보류+ENTRY:hold,12.33,6.0,1.3,normal,7,v1_sl_first_gap_at_open,NORMAL+PM_BLOCK_INTRADAY+EF:갭 12%+ 진입 보류 + 당일 15%+ 급등 진입 보류+ENTRY:hold,SWING_20D,80,VP_RESISTANCE,65,SWING_120D,45,0.0,의약품 제조업,바이오·의약품,8.428,-6.7733333333333325,9.0,0.06348236115962277,0.005660660579732135,0.44761904761904764,OK,56.9,OK,11.5,11.5,6,1,32.2,0.0,56.9,29.1,29.1,0.55,0.25,0.2,STRUCT+TIMING+AI+SECTOR,[갭과대: 갭 15%+ 비정상]
