시장,종목명,종목코드,업종,종가,거래대금(억원),시가총액(억원),거래대금(원),RSI14,MFI14,이격도,BB_BW,TTM_SQUEEZE,TTM_SQUEEZE_CNT,BB_SQUEEZE_BW,ret_1d_%,ret_5d_%,ret_10d_%,ret_20d_%,ret_60d_%,ret_120d_%,rel_20d_%,rel_60d_%,rel_120d_%,RES_RATIO,RES_RATIO_NEAR,IS_ABOVE_POC,POC_GAP,NEAR_THRES,Low_Trend_PCT,RSI_Rising,BB_Expanding,Vol_Quality,Range_Pos,외인순매수,기관순매수,메이저순매수,TRIGGER,Above_MA20,SUPERTREND_DIR,SUPERTREND_VAL,VWAP,VWAP_GAP,MACD_Slope_PCT,거래강도,V_POWER,IS_SWING_SUPPORT,주봉20선_상회,주봉추세,HMA20,HMA_Trend,HMA_On,OBV_Div,gap_pct,_data_length,consecutive_limit_up,MTF_WEEKLY_TREND,MTF_MONTHLY_TREND,MTF_DATA_SUFFICIENT,추천매수가,손절가,추천매도가1,추천매도가2,추천매도가3,ENTRY_ACTION,POSITION_PCT,PLAN_REASON,STOP_PCT,MAX_LOSS_PCT,RR_MULT,REGIME,TIME_STOP_DAYS,EXEC_RULE_ID,STOP_REASON,TP1_METHOD,TP1_PROB,TP2_METHOD,TP2_PROB,TP3_METHOD,TP3_PROB,개인순매수,업종_상세,업종_대분류,SECTOR_RET_5D,SECTOR_RS,SECTOR_RANK,ML_RAW_SCORE,ML_TRUSTED,V23_ATR_Pct,V23_OBV_Slope,V23_Upper_Shadow_Ratio,V23_SIGNAL_STATUS,ML_SCORE,ML_STATUS,TRIGGER_SCORE,RAW_TRIGGER_SCORE,ML_EFFECTIVE_SCORE,EBS,PASS_EBS,STRUCT_SCORE,TIMING_SCORE,AI_SCORE,FINAL_SCORE,DISPLAY_SCORE,W_STRUCT,W_TIMING,W_AI,SCORING_AXES,BLOCK_REASON
KOSDAQ,아난티,025980,일반 및 생활 숙박시설 운영업,5350,2537.07,5205.6,253706910258.0,94.6,98.8,38.54,45.2,0,0,0,18.89,33.25,40.42,45.18,-0.93,-39.62,35.74,24.52,-11.19,0.431,0.055,1,3.68,12.0,19.68,1,0,1.78,0.85,0,0,0,,1,1,4166.5,4819,11.01,0.3363,11.99,1.2,False,O,▼,4297,▲,O,X,8.44,250,0,-1,-1,1,4055.0,3730.0,4735.0,5740.0,8860.0,hold,0.0,NORMAL+PM_BLOCK_INTRADAY+EF:당일 15%+ 급등 진입 보류+ENTRY:hold,8.01,5.0,2.1,normal,7,v1_sl_first_gap_at_open,NORMAL+PM_BLOCK_INTRADAY+EF:당일 15%+ 급등 진입 보류+ENTRY:hold,BB_UPPER,23,SWING_20D,5,SWING_120D,2,0.0,일반 및 생활 숙박시설 운영업,기타,0.6706349206349207,10.408412698412699,9.0,63.8,0,0.06321762349799732,0.1670023504321455,0.3939393939393939,OK,0.0,UNVALIDATED_MODEL,20.5,20.5,0.0,6,1,65.0,0.0,0.0,32.5,32.5,0.5,0.5,0.0,STRUCT+TIMING+SECTOR,[RSI극단: RSI 85+ 극단과열]
KOSPI,GS건설,006360,건물 건설업,34950,987.54,29910.7,98753680950.0,85.3,76.3,14.66,61.87,0,0,0,2.34,0.58,21.57,36.52,12.74,51.63,40.62,29.94,40.94,0.231,0.154,1,1.1,12.0,33.97,1,0,1.99,0.89,8598,1713,10311,,1,1,26840.0,29755,17.46,-0.3004,0.76,0.17,False,O,▲,37066,▲,X,X,-3.22,250,0,1,1,1,34950.0,32150.0,36650.0,39950.0,40850.0,split,50.0,NORMAL+PM_BLOCK_INTRADAY+EF:RSI 80+ 과열 분할 진입+ENTRY:split,8.01,5.0,0.6,normal,7,v1_sl_first_gap_at_open,NORMAL+PM_BLOCK_INTRADAY+EF:RSI 80+ 과열 분할 진입+ENTRY:split,SWING_20D,46,BB_UPPER,23,ATR_2x,23,0.0,건물 건설업,건설·부동산,7.722857142857143,33.55,1.0,52.6,0,0.08379317392192928,0.17581312119365616,0.25,OK,0.0,UNVALIDATED_MODEL,34.845625730700135,34.845625730700135,0.0,4,1,98.6,34.5,0.0,66.6,66.6,0.5,0.5,0.0,STRUCT+TIMING+SECTOR,[RSI극단: RSI 85+ 극단과열]
KOSDAQ,코데즈컴바인,047770,봉제의복 제조업,3635,733.37,1375.6,73336568767.0,90.6,95.9,37.18,54.1,0,0,0,3.56,34.38,41.72,42.27,15.95,-27.3,32.83,41.4,1.13,0.603,0.135,0,-3.62,12.0,26.29,1,0,0.6,0.76,0,0,0,,1,1,2983.5,3251,11.79,0.524,14.51,-2.38,False,O,▼,3009,▲,O,X,15.24,250,0,-1,-1,1,2780.0,2555.0,3370.0,4150.0,5960.0,hold,0.0,NORMAL+PM_BLOCK_INTRADAY+EF:갭 12%+ 진입 보류+ENTRY:hold,8.09,6.0,2.6,normal,7,v1_sl_first_gap_at_open,NORMAL+PM_BLOCK_INTRADAY+EF:갭 12%+ 진입 보류+ENTRY:hold,BB_UPPER,23,SWING_20D,2,SWING_120D,2,0.0,봉제의복 제조업,유통·소비재,3.528461538461538,4.076923076923077,12.0,52.8,0,0.06700727058361171,0.0073095734366878246,0.1337579617834395,OK,0.0,UNVALIDATED_MODEL,48.0,48.0,0.0,4,1,24.8,13.3,0.0,19.0,19.0,0.5,0.5,0.0,STRUCT+TIMING+SECTOR,[갭과대: 갭 15%+ 비정상][RSI극단: RSI 85+ 극단과열]
KOSDAQ,이오테크닉스,039030,특수 목적용 기계 제조업,415000,552.26,51126.1,55225992000.0,86.1,81.1,25.55,62.5,0,0,0,0.24,12.62,34.3,30.71,-24.41,12.77,21.27,1.04,41.2,0.625,0.228,0,-13.63,12.0,35.22,1,0,0.83,0.84,0,0,0,,1,1,336250.0,430602,-3.62,0.1034,1.02,0.86,False,X,▲,409181,▲,O,X,-5.07,250,0,1,-1,1,347000.0,319000.0,449000.0,480500.0,623000.0,split,50.0,NORMAL+PM_BLOCK_INTRADAY+EF:RSI 80+ 과열 분할 진입+ENTRY:split,8.07,4.0,3.6,normal,7,v1_sl_first_gap_at_open,NORMAL+PM_BLOCK_INTRADAY+EF:RSI 80+ 과열 분할 진입+ENTRY:split,SWING_20D,12,VP_RESISTANCE,5,SWING_60D,2,0.0,특수 목적용 기계 제조업,조선·기계·설비,2.1125000000000003,8.80181818181818,11.0,50.4,0,0.08063683304647161,0.04452779941613512,0.49504950495049505,OK,0.0,UNVALIDATED_MODEL,56.29138008474346,56.29138008474346,0.0,4,1,73.0,27.5,0.0,50.2,50.2,0.5,0.5,0.0,STRUCT+TIMING+SECTOR,[RSI극단: RSI 85+ 극단과열]
KOSDAQ,대아티아이,045390,기타 전기장비 제조업,3335,545.86,2350.3,54585551128.0,90.9,95.6,29.8,38.94,0,0,0,10.61,27.53,31.04,35.29,-0.74,-31.52,25.85,24.71,-3.09,0.564,0.055,1,1.23,12.0,23.24,1,0,1.26,0.78,0,0,0,,1,1,2663.0,3047,9.42,0.3303,9.6,0.4,False,X,▼,2825,▲,O,X,5.64,250,0,-1,-1,1,2700.0,2480.0,3070.0,3690.0,5030.0,split,50.0,NORMAL+PM_BLOCK_INTRADAY+EF:당일 10%+ 급등 분할 진입 + RSI 80+ 과열 분할 진입+ENTRY:split,8.15,6.0,1.7,normal,7,v1_sl_first_gap_at_open,NORMAL+PM_BLOCK_INTRADAY+EF:당일 10%+ 급등 분할 진입 + RSI 80+ 과열 분할 진입+ENTRY:split,BB_UPPER,23,SWING_20D,5,SWING_120D,2,0.0,기타 전기장비 제조업,IT/전기전자,2.704222222222222,15.938222222222223,6.0,61.4,0,0.0642535874919683,0.12811572524312267,0.4930555555555556,OK,0.0,UNVALIDATED_MODEL,10.0,10.0,0.0,6,1,57.4,0.0,0.0,28.7,28.7,0.5,0.5,0.0,STRUCT+TIMING+SECTOR,[RSI극단: RSI 85+ 극단과열]
KOSDAQ,마이크로컨텍솔,098120,전자부품 제조업,41450,514.3,3445.6,51429778775.0,96.1,98.4,65.59,96.11,0,0,0,9.66,49.91,83.81,81.8,18.77,42.93,72.36,44.22,71.36,0.0,0.0,1,10.21,12.0,48.39,1,0,1.0,0.96,7254,912,8166,,1,1,29395.0,30812,34.52,0.6121,6.91,2.05,False,O,▲,32615,▲,O,X,-6.48,250,0,1,1,1,26300.0,24150.0,32150.0,42450.0,49800.0,split,50.0,NORMAL+PM_BLOCK_INTRADAY+EF:RSI 80+ 과열 분할 진입+ENTRY:split,8.17,6.0,2.7,normal,7,v1_sl_first_gap_at_open,NORMAL+PM_BLOCK_INTRADAY+EF:RSI 80+ 과열 분할 진입+ENTRY:split,ATR_2x,23,SWING_20D,2,FIBO_1.272,2,0.0,전자부품 제조업,IT/전기전자,2.704222222222222,15.938222222222223,6.0,60.0,0,0.07027399620885748,0.050297090398178645,0.13986013986013987,OK,0.0,UNVALIDATED_MODEL,70.0,70.0,0.0,4,1,81.9,81.8,0.0,81.8,81.8,0.5,0.5,0.0,STRUCT+TIMING+SECTOR,[연속급등: 5일 수익률 40%+ 과열][RSI극단: RSI 85+ 극단과열]
KOSDAQ,워트,396470,특수 목적용 기계 제조업,7000,328.07,1128.4,32807491465.0,88.7,97.9,23.15,50.09,0,0,0,4.01,8.7,27.74,31.83,-13.15,-6.54,22.39,12.3,21.89,0.675,0.389,0,-0.69,12.0,33.58,1,0,7.08,0.77,0,0,0,,1,1,5561.0,6917,1.19,-0.0867,9.18,1.4,False,O,▲,6727,▲,O,X,0.0,250,0,1,-1,1,5970.0,5490.0,7110.0,7870.0,9480.0,split,50.0,NORMAL+PM_BLOCK_INTRADAY+EF:RSI 80+ 과열 분할 진입+ENTRY:split,8.04,6.0,2.4,normal,7,v1_sl_first_gap_at_open,NORMAL+PM_BLOCK_INTRADAY+EF:RSI 80+ 과열 분할 진입+ENTRY:split,BB_UPPER,23,SWING_20D,5,SWING_60D,2,0.0,특수 목적용 기계 제조업,조선·기계·설비,2.1125000000000003,8.80181818181818,11.0,83.2,0,0.07709183673469387,0.16864767106240006,0.5058139534883721,OK,0.0,UNVALIDATED_MODEL,10.5,10.5,0.0,4,1,86.6,0.0,0.0,43.3,43.3,0.5,0.5,0.0,STRUCT+TIMING+SECTOR,[RSI극단: RSI 85+ 극단과열]
KOSPI,후성,093370,기초 화학물질 제조업,12510,331.14,13417.6,33114361830.0,85.7,89.2,22.26,63.58,0,0,0,-3.55,17.58,28.97,17.24,1.05,53.12,21.34,18.25,42.43,0.58,0.282,0,-6.31,12.0,38.79,1,0,1.41,0.72,0,0,0,,1,1,10287.0,14825,-15.62,0.4184,0.64,1.82,False,X,▲,12250,▲,O,X,-7.48,250,0,1,1,1,10740.0,9880.0,14740.0,23550.0,,split,50.0,NORMAL+PM_BLOCK_INTRADAY+EF:RSI 80+ 과열 분할 진입+ENTRY:split,8.01,5.0,4.7,normal,7,v1_sl_first_gap_at_open,NORMAL+PM_BLOCK_INTRADAY+EF:RSI 80+ 과열 분할 진입+ENTRY:split,SWING_20D,12,SWING_60D,2,,0,0.0,기초 화학물질 제조업,화학·소재,-1.6084615384615384,13.840769230769231,8.0,52.4,0,0.09232613908872901,0.11734513384969736,0.41346153846153844,OK,0.0,UNVALIDATED_MODEL,27.415498236725128,27.415498236725128,0.0,6,1,83.4,0.0,0.0,41.7,41.7,0.5,0.5,0.0,STRUCT+TIMING+SECTOR,[RSI극단: RSI 85+ 극단과열]
KOSPI,엘앤에프,066970,일차전지 및 이차전지 제조업,105000,305.48,42717.4,30547980950.0,85.8,79.4,21.11,64.16,0,0,0,-0.38,6.6,35.48,26.81,-32.3,-7.98,30.91,-15.1,-18.67,0.84,0.127,0,-33.47,12.0,22.22,1,0,1.5,0.83,0,0,0,,1,1,80360.0,118150,-11.13,-0.0256,0.72,1.34,False,X,▼,108526,▲,X,X,-4.17,250,0,-1,-1,1,91000.0,83700.0,113600.0,157900.0,177500.0,split,50.0,NORMAL+PM_BLOCK_INTRADAY+EF:RSI 80+ 과열 분할 진입+ENTRY:split,8.02,5.0,3.1,normal,7,v1_sl_first_gap_at_open,NORMAL+PM_BLOCK_INTRADAY+EF:RSI 80+ 과열 분할 진입+ENTRY:split,SWING_20D,12,VP_RESISTANCE,2,SWING_60D,2,0.0,일차전지 및 이차전지 제조업,2차전지,3.375,20.8125,4.0,67.8,0,0.08197278911564626,0.08863006336801331,0.4805194805194805,OK,0.0,UNVALIDATED_MODEL,42.76931547547247,42.76931547547247,0.0,4,1,61.2,21.5,0.0,41.4,41.4,0.5,0.5,0.0,STRUCT+TIMING+SECTOR,[RSI극단: RSI 85+ 극단과열]
KOSPI,NHN,181710,소프트웨어 개발 및 공급업,74500,273.74,24401.1,27374428500.0,88.0,96.7,57.86,120.44,0,0,0,5.67,37.45,70.48,114.08,95.03,86.25,118.18,112.23,75.56,0.0,0.0,1,87.95,12.0,25.11,1,0,2.03,0.92,0,0,0,,1,1,52707.5,48479,53.67,0.5178,1.17,3.0,False,O,▲,68812,▲,O,X,-4.11,250,0,1,1,1,49550.0,45550.0,62000.0,78200.0,91000.0,split,50.0,NORMAL+PM_BLOCK_INTRADAY+EF:RSI 80+ 과열 분할 진입+ENTRY:split,8.07,5.0,3.1,normal,7,v1_sl_first_gap_at_open,NORMAL+PM_BLOCK_INTRADAY+EF:RSI 80+ 과열 분할 진입+ENTRY:split,ATR_2x,23,SWING_20D,5,FIBO_1.272,2,0.0,소프트웨어 개발 및 공급업,IT/전기전자,2.704222222222222,15.938222222222223,6.0,83.0,0,0.08295781399808246,0.23526792184931195,0.1511627906976744,OK,0.0,UNVALIDATED_MODEL,68.38783035675395,68.38783035675395,0.0,6,1,93.8,76.0,0.0,84.9,84.9,0.5,0.5,0.0,STRUCT+TIMING+SECTOR,[RSI극단: RSI 85+ 극단과열]
