시장,종목명,종목코드,업종,종가,거래대금(억원),시가총액(억원),RSI14,MFI14,이격도,MACD_Hist,MACD_Slope,거래강도,ret_5d_%,ret_10d_%,ret_60d_%,idx_60d_%,rel_60d_%,EBS,통과,근거,추천매수가,손절가,추천매도가1,추천매도가2,업종_상세,업종_대분류,RR1,Now%,LDY_SCORE,ENTRY_SCORE,ROUTE,REGIME,AI_COMMENT,기준일,시총기준일,벤치_60d_KOSPI_%,벤치_60d_KOSDAQ_%,60일_종목수익률_%,60일_지수수익률_%,60일_초과수익(α)_%
KOSDAQ,이오테크닉스,039030,특수 목적용 기계 제조업,277500,225.44,34186.8,,67.6,2.0,864.107,-133.41828,0.75,1.65,13.03,33.09,13.34,19.75,5,★,"20선근접, 정배열(단), 장기추세(120↑), 자금유입(MFI), MACD>Sig",277500,258000,301000,326000,특수 목적용 기계 제조업,조선·기계·설비,1.205128205128205,0.0,67.3,74.3,↩️ PULL (눌림),② 상승 후 조정,💸 자금 유입이 꾸준히 이어지고 있습니다. ✅ 20일선 부근의 안전한 눌림목 구간입니다.,20251208,20251208,29.05,13.34,33.09,13.34,19.75
KOSDAQ,코미코,183300,특수 목적용 기계 제조업,89800,97.2,9393.7,,53.3,-1.23,513.4339,325.4884,0.79,0.9,10.73,9.51,13.34,-3.83,3,,"MACD상승, 장기추세(120↑), MACD>Sig",89800,83500,97300,105500,특수 목적용 기계 제조업,조선·기계·설비,1.1904761904761905,0.0,67.3,67.3,🔺 Watch (상승 준비),③ 박스 / 중립,🚀 상승 에너지가 폭발적으로 증가하는 중입니다. ✅ 20일선 부근의 안전한 눌림목 구간입니다.,20251208,20251208,29.05,13.34,9.51,13.34,-3.83
KOSPI,신한지주,055550,기타 금융업,78000,818.89,378686.0,,59.0,-0.74,-156.5038,-133.10235,0.9,-2.13,2.23,21.12,29.05,-7.93,3,,"20선근접, 정배열(단), 장기추세(120↑)",78000,74000,82800,88100,기타 금융업,금융,1.2,0.0,67.2,65.6,🔁 MR (반전),⑤ 하락 / 약세,✅ 20일선 부근의 안전한 눌림목 구간입니다.,20251208,20251208,29.05,13.34,21.12,29.05,-7.93
KOSDAQ,대한광통신,010170,절연선 및 케이블 제조업,2025,427.99,2672.7,,64.8,-7.61,-10.5394,-25.88312,1.83,-13.09,10.05,58.57,13.34,45.23,4,★,"거래량↑, 정배열(단), 장기추세(120↑), 자금유입(MFI)",2025,1883,2195,2380,절연선 및 케이블 제조업,기타,1.1971830985915493,0.0,67.2,75.2,🔁 MR (반전),② 상승 후 조정,💸 자금 유입이 꾸준히 이어지고 있습니다. 📉 과매도 구간으로 기술적 반등이 기대됩니다.,20251208,20251208,29.05,13.34,58.57,13.34,45.23
KOSPI,달바글로벌,483650,기타 화학제품 제조업,136100,246.02,16800.1,,53.3,4.46,1299.9437,364.28685,1.67,3.73,4.61,-16.5,29.05,-45.55,3,,"MACD상승, 20선근접, 거래량↑, MACD>Sig",134200,124800,145500,157700,기타 화학제품 제조업,화학·소재,1.202127659574468,1.4157973174366618,67.2,70.9,🔻 REV (역추세 반등),④ 바닥 반등 시도,🚀 상승 에너지가 폭발적으로 증가하는 중입니다. ,20251208,20251208,29.05,13.34,-16.5,29.05,-45.55
KOSDAQ,포스코엠텍,009520,1차 철강 제조업,16550,138.16,6891.9,,77.9,5.78,96.2251,20.97082,1.93,3.24,13.9,29.3,13.34,15.96,6,★,"MACD상승, 거래량↑, 정배열(단), 장기추세(120↑), 자금유입(MFI), MACD>Sig",16110,15100,17640,19170,1차 철강 제조업,철강·금속,1.5148514851485149,2.7312228429546863,67.1,68.9,🔼 BRK (돌파),⑤ 하락 / 약세,💰 외국인/기관의 강력한 수급이 집중되고 있습니다. 📈 상승 추세가 견고하게 유지되고 있습니다. ⚠️ 단기 급등으로 인한 조정 가능성을 염두에 두세요.,20251208,20251208,29.05,13.34,29.3,13.34,15.96
KOSPI,삼성물산,028260,기타 전문 도매업,251500,1232.74,427491.0,,62.2,10.36,1959.0411,556.46942,1.3,11.04,15.37,43.55,29.05,14.5,6,★,"MACD상승, 거래량↑, 정배열(단), 장기추세(120↑), 자금유입(MFI), MACD>Sig",234500,218500,259500,284000,기타 전문 도매업,기타,1.5625,7.249466950959488,66.9,54.5,🔼 BRK (돌파),⑤ 하락 / 약세,💸 자금 유입이 꾸준히 이어지고 있습니다. 🚀 상승 에너지가 폭발적으로 증가하는 중입니다. ⚠️ 단기 급등으로 인한 조정 가능성을 염두에 두세요.,20251208,20251208,29.05,13.34,43.55,29.05,14.5
KOSDAQ,펩트론,087010,기초 의약물질 제조업,267000,679.97,62257.3,,37.1,-14.16,-7553.2241,-1119.3813,0.62,-15.91,-14.7,-7.93,13.34,-21.27,0,,정배열(단),267000,248500,289500,313500,기초 의약물질 제조업,기타,1.2162162162162162,0.0,66.9,69.7,🔁 MR (반전),⑤ 하락 / 약세,📉 과매도 구간으로 기술적 반등이 기대됩니다.,20251208,20251208,29.05,13.34,-7.93,13.34,-21.27
KOSPI,엔씨소프트,036570,소프트웨어 개발 및 공급업,202000,417.73,43518.9,,36.6,-5.21,-143.0957,-606.61143,0.78,-0.49,-0.25,2.12,29.05,-26.93,-1,,,202000,187900,219000,237500,소프트웨어 개발 및 공급업,인터넷/플랫폼·게임,1.2056737588652482,0.0,66.7,69.6,↩️ PULL (눌림),⑤ 하락 / 약세,📉 과매도 구간으로 기술적 반등이 기대됩니다.,20251208,20251208,29.05,13.34,2.12,29.05,-26.93
KOSPI,SKC,011790,기타 화학제품 제조업,110400,175.38,41806.6,,42.7,-1.6,-255.7076,93.77462,0.85,1.1,3.86,13.46,29.05,-15.59,3,,"MACD상승, 정배열(단), 장기추세(120↑)",110400,104000,118000,126300,기타 화학제품 제조업,화학·소재,1.1875,0.0,66.7,70.9,🔺 Watch (상승 준비),④ 바닥 반등 시도,📈 상승 추세가 견고하게 유지되고 있습니다. ✅ 20일선 부근의 안전한 눌림목 구간입니다.,20251208,20251208,29.05,13.34,13.46,29.05,-15.59
KOSDAQ,에스티아이,039440,특수 목적용 기계 제조업,26750,126.0,4234.5,,64.2,7.06,137.4677,22.61648,1.42,2.49,10.08,45.14,13.34,31.8,6,★,"MACD상승, 거래량↑, 정배열(단), 장기추세(120↑), 자금유입(MFI), MACD>Sig",25750,23950,28450,31150,특수 목적용 기계 제조업,조선·기계·설비,1.5,3.8834951456310676,66.6,65.7,🔺 Watch (관찰·돌파예상),⑤ 하락 / 약세,💸 자금 유입이 꾸준히 이어지고 있습니다. 📈 상승 추세가 견고하게 유지되고 있습니다. ⚠️ 단기 급등으로 인한 조정 가능성을 염두에 두세요.,20251208,20251208,29.05,13.34,45.14,13.34,31.8
KOSDAQ,미래나노텍,095500,플라스틱제품 제조업,12870,68.37,3991.0,,34.6,2.52,-54.9055,28.32342,0.59,1.82,13.09,32.14,13.34,18.8,4,★,"MACD상승, 20선근접, 정배열(단), 장기추세(120↑)",12870,11970,13950,15120,플라스틱제품 제조업,기타,1.2,0.0,66.6,67.2,🔺 Watch (관찰·돌파예상),⑤ 하락 / 약세,📈 상승 추세가 견고하게 유지되고 있습니다. ,20251208,20251208,29.05,13.34,32.14,13.34,18.8
KOSPI,SK아이이테크놀로지,361610,일차전지 및 이차전지 제조업,30050,67.04,24577.0,,53.3,2.18,140.7911,72.26807,1.4,3.8,11.92,9.67,29.05,-19.38,5,★,"MACD상승, 20선근접, 거래량↑, 장기추세(120↑), MACD>Sig",30050,27950,32550,35300,일차전지 및 이차전지 제조업,2차전지,1.1904761904761905,0.0,66.6,66.5,🔺 Watch (관찰·돌파예상),④ 바닥 반등 시도,📈 상승 추세가 견고하게 유지되고 있습니다. ,20251208,20251208,29.05,13.34,9.67,29.05,-19.38
KOSPI,하이브,352820,오디오물 출판 및 원판 녹음업,289000,472.22,123004.0,,46.8,-1.28,-501.5389,-195.61425,0.67,-1.03,-0.34,-1.03,29.05,-30.08,2,,"정배열(단), 장기추세(120↑)",289000,270500,311500,336000,오디오물 출판 및 원판 녹음업,미디어·콘텐츠,1.2162162162162162,0.0,66.5,68.5,↩️ PULL (눌림),⑤ 하락 / 약세,✅ 20일선 부근의 안전한 눌림목 구간입니다.,20251208,20251208,29.05,13.34,-1.03,29.05,-30.08
KOSPI,코웨이,021240,그외 기타 개인 서비스업,88000,143.83,63280.0,,58.8,-0.13,278.0946,37.30206,0.74,2.09,2.68,-13.73,29.05,-42.78,2,,"MACD상승, 20선근접, MACD>Sig",88000,82800,94200,101000,그외 기타 개인 서비스업,서비스 기타,1.1923076923076923,0.0,66.4,70.4,🔺 Watch (관찰·돌파예상),④ 바닥 반등 시도,📈 상승 추세가 견고하게 유지되고 있습니다. ✅ 20일선 부근의 안전한 눌림목 구간입니다.,20251208,20251208,29.05,13.34,-13.73,29.05,-42.78
KOSPI,풍산,103140,1차 비철금속 제조업,103400,112.32,28977.1,,62.2,3.48,1453.0338,115.39536,0.96,6.27,10.12,-14.19,29.05,-43.24,3,,"MACD상승, 20선근접, 자금유입(MFI), MACD>Sig",102900,96300,110800,119400,1차 비철금속 제조업,철강·금속,1.196969696969697,0.4859086491739553,66.4,70.9,🔻 REV (역추세 반등),④ 바닥 반등 시도,💸 자금 유입이 꾸준히 이어지고 있습니다. 🚀 상승 에너지가 폭발적으로 증가하는 중입니다. ,20251208,20251208,29.05,13.34,-14.19,29.05,-43.24
KOSDAQ,필옵틱스,161580,특수 목적용 기계 제조업,41100,72.31,9618.5,,62.3,-2.26,-142.1406,21.01338,0.56,-0.24,7.73,31.52,13.34,18.18,4,★,"MACD상승, 정배열(단), 장기추세(120↑), 자금유입(MFI)",41100,38200,44550,48300,특수 목적용 기계 제조업,조선·기계·설비,1.1896551724137931,0.0,66.2,66.5,↩️ PULL (눌림),⑤ 하락 / 약세,💸 자금 유입이 꾸준히 이어지고 있습니다. 📈 상승 추세가 견고하게 유지되고 있습니다. ,20251208,20251208,29.05,13.34,31.52,13.34,18.18
KOSDAQ,엔켐,348370,기초 화학물질 제조업,69400,306.88,15106.6,,38.9,-1.3,839.8929,-135.8437,1.51,-7.96,20.28,-2.39,13.34,-15.73,1,,"거래량↑, MACD>Sig",69400,64500,75200,81500,기초 화학물질 제조업,화학·소재,1.183673469387755,0.0,66.1,70.9,🔁 MR (반전),⑤ 하락 / 약세,✅ 20일선 부근의 안전한 눌림목 구간입니다.,20251208,20251208,29.05,13.34,-2.39,13.34,-15.73
KOSDAQ,파마리서치,214450,의료용품 및 기타 의약 관련제품 제조업,392500,505.86,40779.4,,30.9,-9.41,-215.8653,-562.05572,0.66,-1.51,-6.1,-41.85,13.34,-55.19,-1,,,392500,365000,425500,461000,의료용품 및 기타 의약 관련제품 제조업,기타,1.2,0.0,65.9,69.5,↩️ PULL (눌림),⑤ 하락 / 약세,📉 과매도 구간으로 기술적 반등이 기대됩니다.,20251208,20251208,29.05,13.34,-41.85,13.34,-55.19
KOSPI,롯데에너지머티리얼즈,020150,전자부품 제조업,38000,283.83,19898.9,,68.7,-3.61,-546.8592,-255.45538,0.74,-9.74,-7.32,57.68,29.05,28.63,3,,"정배열(단), 장기추세(120↑), 자금유입(MFI)",38000,35350,41200,44650,전자부품 제조업,IT/전기전자,1.2075471698113207,0.0,65.9,71.0,🔁 MR (반전),② 상승 후 조정,💸 자금 유입이 꾸준히 이어지고 있습니다. ,20251208,20251208,29.05,13.34,57.68,29.05,28.63
KOSPI,코스모화학,005420,기타 화학제품 제조업,17240,55.72,6621.6,,48.0,0.57,21.6119,57.22151,1.99,2.74,10.58,8.22,29.05,-20.83,5,★,"MACD상승, 20선근접, 거래량↑, 장기추세(120↑), MACD>Sig",17240,16030,18690,20250,기타 화학제품 제조업,화학·소재,1.1983471074380165,0.0,65.9,66.5,🔺 Watch (관찰·돌파예상),④ 바닥 반등 시도,📈 상승 추세가 견고하게 유지되고 있습니다. ✅ 20일선 부근의 안전한 눌림목 구간입니다.,20251208,20251208,29.05,13.34,8.22,29.05,-20.83
KOSPI,코오롱인더,120110,화학섬유 제조업,43000,138.14,11833.2,,41.5,2.16,177.3232,-140.054,0.9,5.91,8.31,12.86,29.05,-16.19,4,★,"20선근접, 정배열(단), 장기추세(120↑), MACD>Sig",43000,40000,46600,50500,화학섬유 제조업,화학·소재,1.2,0.0,65.8,72.8,↩️ PULL (눌림),⑤ 하락 / 약세,특이사항 없음. 기술적 지표를 참고하세요.,20251208,20251208,29.05,13.34,12.86,29.05,-16.19
KOSDAQ,보성파워텍,006910,"구조용 금속제품, 탱크 및 증기발생기 제조업",5230,115.54,2569.5,,58.4,0.68,13.5027,-9.49257,1.27,1.55,6.19,32.24,13.34,18.9,5,★,"20선근접, 거래량↑, 정배열(단), 장기추세(120↑), MACD>Sig",5230,4865,5670,6150,"구조용 금속제품, 탱크 및 증기발생기 제조업",기타,1.2054794520547945,0.0,65.8,73.7,↩️ PULL (눌림),② 상승 후 조정,✅ 20일선 부근의 안전한 눌림목 구간입니다.,20251208,20251208,29.05,13.34,32.24,13.34,18.9
KOSDAQ,에이프릴바이오,397030,자연과학 및 공학 연구개발업,40500,453.6,9399.4,,69.1,4.49,69.849,-125.72309,0.76,-0.25,11.26,58.82,13.34,45.48,5,★,"20선근접, 정배열(단), 장기추세(120↑), 자금유입(MFI), MACD>Sig",39900,37150,43300,46900,자연과학 및 공학 연구개발업,기타,1.2363636363636363,1.5037593984962405,65.6,68.8,🔺 Watch (상승 준비),② 상승 후 조정,💸 자금 유입이 꾸준히 이어지고 있습니다. ,20251208,20251208,29.05,13.34,58.82,13.34,45.48
KOSDAQ,파두,440110,반도체 제조업,24900,144.25,12313.5,,52.6,-0.71,-78.8552,-86.53287,0.82,-8.12,12.42,46.73,13.34,33.39,3,,"20선근접, 정배열(단), 장기추세(120↑)",24900,23150,27000,29250,반도체 제조업,반도체,1.2,0.0,65.5,72.2,🔁 MR (반전),② 상승 후 조정,✅ 20일선 부근의 안전한 눌림목 구간입니다.,20251208,20251208,29.05,13.34,46.73,13.34,33.39
KOSDAQ,씨어스테크놀로지,458870,의료용 기기 제조업,115500,229.81,14629.1,,40.5,-6.3,-3339.5626,-594.70549,0.68,-13.81,-8.33,104.42,13.34,91.08,2,,"정배열(단), 장기추세(120↑)",115500,107400,125200,135700,의료용 기기 제조업,기타,1.1975308641975309,0.0,65.4,73.4,🔁 MR (반전),② 상승 후 조정,📉 과매도 구간으로 기술적 반등이 기대됩니다.,20251208,20251208,29.05,13.34,104.42,13.34,91.08
KOSPI,한국가스공사,036460,연료용 가스 제조 및 배관공급업,42400,68.75,39140.7,,62.5,2.4,131.0644,28.78011,0.78,2.79,6.27,6.94,29.05,-22.11,6,★,"MACD상승, 20선근접, 정배열(단), 장기추세(120↑), 자금유입(MFI), MACD>Sig",42400,40600,45100,47800,연료용 가스 제조 및 배관공급업,기타,1.5,0.0,65.4,65.2,🔺 Watch (관찰·돌파예상),④ 바닥 반등 시도,💸 자금 유입이 꾸준히 이어지고 있습니다. 📈 상승 추세가 견고하게 유지되고 있습니다. ,20251208,20251208,29.05,13.34,6.94,29.05,-22.11
KOSPI,SK바이오팜,326030,자연과학 및 공학 연구개발업,133300,193.08,104391.6,,69.5,1.45,-607.0637,-277.01389,0.43,-3.34,3.9,21.74,29.05,-7.31,4,★,"20선근접, 정배열(단), 장기추세(120↑), 자금유입(MFI)",133300,124000,144500,156600,자연과학 및 공학 연구개발업,기타,1.2043010752688172,0.0,65.3,72.5,🔁 MR (반전),⑤ 하락 / 약세,💸 자금 유입이 꾸준히 이어지고 있습니다. ✅ 20일선 부근의 안전한 눌림목 구간입니다.,20251208,20251208,29.05,13.34,21.74,29.05,-7.31
KOSDAQ,HK이노엔,195940,의약품 제조업,51500,115.1,14589.9,,52.6,1.43,48.281,-76.3753,0.95,-2.28,5.75,8.65,13.34,-4.69,4,★,"20선근접, 정배열(단), 장기추세(120↑), MACD>Sig",51500,47900,55800,60500,의약품 제조업,바이오·의약품,1.1944444444444444,0.0,65.3,72.5,🔁 MR (반전),③ 박스 / 중립,✅ 20일선 부근의 안전한 눌림목 구간입니다.,20251208,20251208,29.05,13.34,8.65,13.34,-4.69
KOSPI,한솔케미칼,014680,기초 화학물질 제조업,233500,106.2,26467.7,,61.2,1.57,-208.172,-428.88913,0.77,-5.85,11.19,38.08,29.05,9.03,4,★,"20선근접, 정배열(단), 장기추세(120↑), 자금유입(MFI)",233500,217000,253000,274500,기초 화학물질 제조업,화학·소재,1.1818181818181819,0.0,65.3,73.2,🔁 MR (반전),② 상승 후 조정,💸 자금 유입이 꾸준히 이어지고 있습니다. ✅ 20일선 부근의 안전한 눌림목 구간입니다.,20251208,20251208,29.05,13.34,38.08,29.05,9.03
KOSPI,CJ대한통운,000120,도로 화물 운송업,96200,96.85,21945.5,,61.0,1.84,149.6379,-152.62607,1.31,3.11,3.44,15.76,29.05,-13.29,6,★,"20선근접, 거래량↑, 정배열(단), 장기추세(120↑), 자금유입(MFI), MACD>Sig",96200,90100,105400,114500,도로 화물 운송업,기타,1.5081967213114753,0.0,65.2,65.7,↩️ PULL (눌림),⑤ 하락 / 약세,💸 자금 유입이 꾸준히 이어지고 있습니다. ✅ 20일선 부근의 안전한 눌림목 구간입니다.,20251208,20251208,29.05,13.34,15.76,29.05,-13.29
KOSPI,디아이,003160,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",22400,62.64,6339.2,,25.1,-3.11,-167.8715,60.54374,0.22,5.16,5.66,64.95,29.05,35.9,3,,"MACD상승, 정배열(단), 장기추세(120↑)",22400,20850,24300,26300,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",기타,1.2258064516129032,0.0,65.2,65.5,🔺 Watch (관찰·돌파예상),⑤ 하락 / 약세,📈 상승 추세가 견고하게 유지되고 있습니다. ,20251208,20251208,29.05,13.34,64.95,29.05,35.9
KOSDAQ,삼천당제약,000250,의약품 제조업,208000,332.36,48791.5,,46.8,-5.11,-586.964,-786.67713,1.35,-7.56,0.24,4.52,13.34,-8.82,3,,"거래량↑, 정배열(단), 장기추세(120↑)",208000,193400,225500,244500,의약품 제조업,바이오·의약품,1.1986301369863013,0.0,65.0,69.5,🔁 MR (반전),⑤ 하락 / 약세,📉 과매도 구간으로 기술적 반등이 기대됩니다.,20251208,20251208,29.05,13.34,4.52,13.34,-8.82
KOSDAQ,퓨쳐켐,220100,의약품 제조업,29900,241.98,6697.8,,58.5,-0.98,-442.41,-163.71494,0.45,-8.7,-0.5,39.39,13.34,26.05,3,,"20선근접, 정배열(단), 장기추세(120↑)",29900,27800,32400,35150,의약품 제조업,바이오·의약품,1.1904761904761905,0.0,65.0,70.6,🔁 MR (반전),② 상승 후 조정,✅ 20일선 부근의 안전한 눌림목 구간입니다.,20251208,20251208,29.05,13.34,39.39,13.34,26.05
KOSPI,한국타이어앤테크놀로지,161390,고무제품 제조업,60600,203.81,75068.3,,71.7,1.47,-304.668,-171.74298,0.9,0.83,4.84,54.2,29.05,25.15,4,★,"20선근접, 정배열(단), 장기추세(120↑), 자금유입(MFI)",60600,56900,65100,69900,고무제품 제조업,화학·소재,1.2162162162162162,0.0,65.0,72.2,↩️ PULL (눌림),② 상승 후 조정,💰 외국인/기관의 강력한 수급이 집중되고 있습니다. ✅ 20일선 부근의 안전한 눌림목 구간입니다.,20251208,20251208,29.05,13.34,54.2,29.05,25.15
KOSPI,더존비즈온,012510,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",92000,191.2,27952.2,,53.8,-1.08,-83.1079,-217.46138,1.07,-0.33,0.0,8.11,29.05,-20.94,2,,"정배열(단), 장기추세(120↑)",92000,85600,99700,108100,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",IT/전기전자,1.203125,0.0,65.0,69.4,↩️ PULL (눌림),⑤ 하락 / 약세,✅ 20일선 부근의 안전한 눌림목 구간입니다.,20251208,20251208,29.05,13.34,8.11,29.05,-20.94
KOSDAQ,유니셈,036200,특수 목적용 기계 제조업,9650,54.02,2959.1,,39.7,-2.35,-57.5569,31.19317,0.86,-0.31,3.32,17.68,13.34,4.34,2,,"MACD상승, 장기추세(120↑)",9650,8970,10460,11340,특수 목적용 기계 제조업,조선·기계·설비,1.1911764705882353,0.0,65.0,63.0,↩️ PULL (눌림),③ 박스 / 중립,📈 상승 추세가 견고하게 유지되고 있습니다. ,20251208,20251208,29.05,13.34,17.68,13.34,4.34
KOSPI,카카오페이,377300,금융 지원 서비스업,48900,142.46,66083.3,,33.0,-2.58,-36.7329,43.9951,0.74,-0.51,-2.2,-5.23,29.05,-34.28,0,,MACD상승,48900,46250,52100,55500,금융 지원 서비스업,인터넷/플랫폼·게임,1.2075471698113207,0.0,64.9,69.5,↩️ PULL (눌림),④ 바닥 반등 시도,📈 상승 추세가 견고하게 유지되고 있습니다. ,20251208,20251208,29.05,13.34,-5.23,29.05,-34.28
KOSDAQ,파크시스템스,140860,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",225500,81.99,15777.1,,41.5,-3.74,-758.8838,100.7901,0.9,-4.45,-4.25,-11.22,13.34,-24.56,0,,MACD상승,225500,209500,244500,265000,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",기타,1.1875,0.0,64.9,63.4,↩️ PULL (눌림),④ 바닥 반등 시도,🚀 상승 에너지가 폭발적으로 증가하는 중입니다. ,20251208,20251208,29.05,13.34,-11.22,13.34,-24.56
KOSDAQ,유진테크,084370,특수 목적용 기계 제조업,77900,80.15,17851.6,,42.1,-6.72,-893.2074,196.86059,0.38,-2.99,1.04,67.53,13.34,54.19,3,,"MACD상승, 정배열(단), 장기추세(120↑)",77900,72400,84400,91500,특수 목적용 기계 제조업,조선·기계·설비,1.1818181818181819,0.0,64.9,67.3,↩️ PULL (눌림),⑤ 하락 / 약세,🚀 상승 에너지가 폭발적으로 증가하는 중입니다. 📉 과매도 구간으로 기술적 반등이 기대됩니다.,20251208,20251208,29.05,13.34,67.53,13.34,54.19
KOSDAQ,다날,064260,소프트웨어 개발 및 공급업,6600,208.94,4954.7,,81.0,-2.4,80.1599,-13.56077,1.06,-4.9,-0.45,-21.99,13.34,-35.33,1,,"자금유입(MFI), MACD>Sig",6600,6140,7150,7760,소프트웨어 개발 및 공급업,IT/전기전자,1.1956521739130435,0.0,64.6,69.3,🔁 MR (반전),⑤ 하락 / 약세,💰 외국인/기관의 강력한 수급이 집중되고 있습니다. ,20251208,20251208,29.05,13.34,-21.99,13.34,-35.33
KOSPI,크래프톤,259960,소프트웨어 개발 및 공급업,247500,180.03,117319.9,,38.8,-3.78,197.9459,71.15645,0.86,-1.79,-2.94,-23.73,29.05,-52.78,1,,"MACD상승, MACD>Sig",247500,234500,263000,279500,소프트웨어 개발 및 공급업,인터넷/플랫폼·게임,1.1923076923076923,0.0,64.5,69.2,↩️ PULL (눌림),④ 바닥 반등 시도,📈 상승 추세가 견고하게 유지되고 있습니다. ,20251208,20251208,29.05,13.34,-23.73,29.05,-52.78
KOSDAQ,큐로셀,372320,자연과학 및 공학 연구개발업,43000,56.72,6206.0,,68.5,3.87,307.362,-58.53405,1.26,2.02,8.72,7.5,13.34,-5.84,6,★,"20선근접, 거래량↑, 정배열(단), 장기추세(120↑), 자금유입(MFI), MACD>Sig",42650,39650,47100,51600,자연과학 및 공학 연구개발업,기타,1.4833333333333334,0.8206330597889802,64.4,63.7,🔺 Watch (상승 준비),⑤ 하락 / 약세,💸 자금 유입이 꾸준히 이어지고 있습니다. ,20251208,20251208,29.05,13.34,7.5,13.34,-5.84
KOSDAQ,셀트리온제약,068760,의약품 제조업,62600,56.0,27344.9,,47.6,0.97,-45.9251,43.9706,0.61,-1.26,5.92,17.01,13.34,3.67,4,★,"MACD상승, 20선근접, 정배열(단), 장기추세(120↑)",62600,58700,67300,72300,의약품 제조업,바이오·의약품,1.205128205128205,0.0,64.3,64.5,↩️ PULL (눌림),③ 박스 / 중립,📈 상승 추세가 견고하게 유지되고 있습니다. ✅ 20일선 부근의 안전한 눌림목 구간입니다.,20251208,20251208,29.05,13.34,17.01,13.34,3.67
KOSPI,파미셀,005690,기초 의약물질 제조업,16540,262.01,9926.8,,39.7,-4.43,-173.731,-9.87994,0.4,1.47,1.47,45.34,29.05,16.29,2,,"정배열(단), 장기추세(120↑)",16540,15380,17930,19430,기초 의약물질 제조업,기타,1.1982758620689655,0.0,64.2,70.4,↩️ PULL (눌림),② 상승 후 조정,특이사항 없음. 기술적 지표를 참고하세요.,20251208,20251208,29.05,13.34,45.34,29.05,16.29
KOSDAQ,피앤에스로보틱스,460940,의료용 기기 제조업,12360,132.87,1623.1,,66.2,3.35,-44.8755,-32.95483,0.42,3.09,-11.46,75.32,13.34,61.98,4,★,"20선근접, 정배열(단), 장기추세(120↑), 자금유입(MFI)",12320,11460,13350,14470,의료용 기기 제조업,기타,1.197674418604651,0.3246753246753247,64.2,73.6,🔺 Watch (상승 준비),② 상승 후 조정,💸 자금 유입이 꾸준히 이어지고 있습니다. ,20251208,20251208,29.05,13.34,75.32,13.34,61.98
KOSPI,한미약품,128940,의약품 제조업,421500,278.46,53998.3,,36.6,-6.55,-7260.7653,-179.45034,0.54,-6.54,-5.49,37.75,29.05,8.7,2,,"정배열(단), 장기추세(120↑)",421500,392000,457000,495500,의약품 제조업,바이오·의약품,1.2033898305084745,0.0,64.0,70.0,🔁 MR (반전),② 상승 후 조정,📉 과매도 구간으로 기술적 반등이 기대됩니다.,20251208,20251208,29.05,13.34,37.75,29.05,8.7
KOSPI,농심,004370,기타 식품 제조업,431000,129.18,26216.2,,55.6,-2.92,-2677.379,45.86177,0.69,-1.15,-5.07,4.36,29.05,-24.69,2,,"MACD상승, 장기추세(120↑)",431000,407000,459500,491000,기타 식품 제조업,유통·소비재,1.1875,0.0,63.9,69.4,↩️ PULL (눌림),④ 바닥 반등 시도,📈 상승 추세가 견고하게 유지되고 있습니다. ,20251208,20251208,29.05,13.34,4.36,29.05,-24.69
KOSPI,이수화학,005950,기초 화학물질 제조업,10140,317.38,2666.2,,47.1,5.53,-67.3507,74.87466,2.32,8.45,10.22,81.07,29.05,52.02,4,★,"MACD상승, 거래량↑, 정배열(단), 장기추세(120↑)",9900,9200,10730,11630,기초 화학물질 제조업,화학·소재,1.1857142857142857,2.4242424242424243,63.8,67.7,🔺 Watch (관찰·돌파예상),⑤ 하락 / 약세,📈 상승 추세가 견고하게 유지되고 있습니다. ⚠️ 단기 급등으로 인한 조정 가능성을 염두에 두세요.,20251208,20251208,29.05,13.34,81.07,29.05,52.02
KOSPI,한전기술,052690,"건축기술, 엔지니어링 및 관련 기술 서비스업",95900,249.46,36653.0,,61.4,3.63,878.8558,-27.81,1.49,7.03,9.85,4.92,29.05,-24.13,5,★,"20선근접, 거래량↑, 장기추세(120↑), 자금유입(MFI), MACD>Sig",95300,88600,103300,112000,"건축기술, 엔지니어링 및 관련 기술 서비스업",서비스 기타,1.1940298507462686,0.6295907660020986,63.8,69.9,🔺 Watch (상승 준비),⑤ 하락 / 약세,💸 자금 유입이 꾸준히 이어지고 있습니다. ,20251208,20251208,29.05,13.34,4.92,29.05,-24.13
KOSDAQ,삼영엠텍,054540,"구조용 금속제품, 탱크 및 증기발생기 제조업",14550,100.74,1891.5,,55.4,-3.11,-42.9255,35.16111,0.27,8.18,5.51,14.12,13.34,0.78,3,,"MACD상승, 정배열(단), 장기추세(120↑)",14550,13530,15770,17100,"구조용 금속제품, 탱크 및 증기발생기 제조업",기타,1.196078431372549,0.0,63.7,63.0,🔺 Watch (관찰·돌파예상),③ 박스 / 중립,📈 상승 추세가 견고하게 유지되고 있습니다. ,20251208,20251208,29.05,13.34,14.12,13.34,0.78
