종목코드,종목명,시장,종가
095570,AJ네트웍스,KOSPI,4660
006840,AK홀딩스,KOSPI,8710
027410,BGF,KOSPI,3920
282330,BGF리테일,KOSPI,104800
138930,BNK금융지주,KOSPI,15870
001460,BYC,KOSPI,42100
001465,BYC우,KOSPI,24450
001040,CJ,KOSPI,172000
079160,CJ CGV,KOSPI,5950
00104K,CJ4우(전환),KOSPI,152500
000120,CJ대한통운,KOSPI,94600
011150,CJ씨푸드,KOSPI,2855
011155,CJ씨푸드1우,KOSPI,16400
001045,CJ우,KOSPI,89300
097950,CJ제일제당,KOSPI,208000
097955,CJ제일제당 우,KOSPI,138000
000480,CR홀딩스,KOSPI,4835
000590,CS홀딩스,KOSPI,77500
012030,DB,KOSPI,1474
005830,DB손해보험,KOSPI,131100
016610,DB증권,KOSPI,10850
000990,DB하이텍,KOSPI,67600
000300,DH오토넥스,KOSPI,1984
001530,DI동일,KOSPI,19650
015590,DKME,KOSPI,515
000210,DL,KOSPI,37650
000215,DL우,KOSPI,23550
375500,DL이앤씨,KOSPI,41150
37550L,DL이앤씨2우(전환),KOSPI,30500
37550K,DL이앤씨우,KOSPI,21700
007340,DN오토모티브,KOSPI,24400
004840,DRB동일,KOSPI,4955
155660,DSR,KOSPI,3905
069730,DSR제강,KOSPI,3840
017860,DS단석,KOSPI,18170
092780,DYP,KOSPI,3320
017940,E1,KOSPI,83300
365550,ESR켄달스퀘어리츠,KOSPI,4265
383220,F&F,KOSPI,68500
007700,F&F홀딩스,KOSPI,18690
114090,GKL,KOSPI,14970
078930,GS,KOSPI,56300
006360,GS건설,KOSPI,19700
001250,GS글로벌,KOSPI,2315
007070,GS리테일,KOSPI,20100
078935,GS우,KOSPI,48100
499790,GS피앤엘,KOSPI,42000
012630,HDC,KOSPI,18710
039570,HDC랩스,KOSPI,8440
089470,HDC현대EP,KOSPI,4290
294870,HDC현대산업개발,KOSPI,21900
009540,HD한국조선해양,KOSPI,407000
267250,HD현대,KOSPI,188500
267270,HD현대건설기계,KOSPI,98400
443060,HD현대마린솔루션,KOSPI,193500
071970,HD현대마린엔진,KOSPI,89500
322000,HD현대에너지솔루션,KOSPI,54700
042670,HD현대인프라코어,KOSPI,13800
267260,HD현대일렉트릭,KOSPI,774000
329180,HD현대중공업,KOSPI,509000
097230,HJ중공업,KOSPI,21050
014790,HL D&I,KOSPI,2700
003580,HLB글로벌,KOSPI,2320
204320,HL만도,KOSPI,58700
060980,HL홀딩스,KOSPI,44850
011200,HMM,KOSPI,20500
035000,HS애드,KOSPI,8760
002460,HS화성,KOSPI,11960
487570,HS효성,KOSPI,57900
298050,HS효성첨단소재,KOSPI,181600
003560,IHQ,KOSPI,10760
015360,INVENI,KOSPI,66500
175330,JB금융지주,KOSPI,25650
234080,JW생명과학,KOSPI,12850
001060,JW중외제약,KOSPI,25500
001067,JW중외제약2우B,KOSPI,60700
001065,JW중외제약우,KOSPI,29400
096760,JW홀딩스,KOSPI,3590
008970,KBI동양철관,KOSPI,1717
105560,KB금융,KOSPI,124700
415640,KB발해인프라,KOSPI,10020
432320,KB스타리츠,KOSPI,3270
002380,KCC,KOSPI,420500
344820,KCC글라스,KOSPI,26500
009070,KCTC,KOSPI,6270
009440,KC그린홀딩스,KOSPI,756
119650,KC코트렐,KOSPI,918
092220,KEC,KOSPI,696
003620,KG모빌리티,KOSPI,3500
016380,KG스틸,KOSPI,5350
001390,KG케미칼,KOSPI,5260
033180,KH 필룩스,KOSPI,5310
001940,KISCO홀딩스,KOSPI,25150
025000,KPX케미칼,KOSPI,46700
092230,KPX홀딩스,KOSPI,72900
000040,KR모터스,KOSPI,451
044450,KSS해운,KOSPI,8980
030200,KT,KOSPI,52600
033780,KT&G,KOSPI,142100
058850,KTcs,KOSPI,2850
058860,KTis,KOSPI,2715
093050,LF,KOSPI,18240
003550,LG,KOSPI,80700
034220,LG디스플레이,KOSPI,11810
051900,LG생활건강,KOSPI,258500
051905,LG생활건강우,KOSPI,113400
064400,LG씨엔에스,KOSPI,61400
373220,LG에너지솔루션,KOSPI,368500
003555,LG우,KOSPI,66500
032640,LG유플러스,KOSPI,14720
011070,LG이노텍,KOSPI,271000
066570,LG전자,KOSPI,91900
066575,LG전자우,KOSPI,48500
037560,LG헬로비전,KOSPI,2345
051910,LG화학,KOSPI,333000
051915,LG화학우,KOSPI,166100
079550,LIG넥스원,KOSPI,421000
006260,LS,KOSPI,199900
010120,LS ELECTRIC,KOSPI,460000
000680,LS네트웍스,KOSPI,3400
229640,LS에코에너지,KOSPI,34550
108320,LX세미콘,KOSPI,49150
001120,LX인터내셔널,KOSPI,32500
108670,LX하우시스,KOSPI,28800
108675,LX하우시스우,KOSPI,16980
383800,LX홀딩스,KOSPI,8020
38380K,LX홀딩스1우,KOSPI,8900
023150,MH에탄올,KOSPI,4870
035420,NAVER,KOSPI,242500
181710,NHN,KOSPI,29050
400760,NH올원리츠,KOSPI,3365
005940,NH투자증권,KOSPI,21100
005945,NH투자증권우,KOSPI,19570
338100,NH프라임리츠,KOSPI,4455
034310,NICE,KOSPI,12990
030190,NICE평가정보,KOSPI,17000
008260,NI스틸,KOSPI,3500
004250,NPC,KOSPI,3780
004255,NPC우,KOSPI,2490
456040,OCI,KOSPI,59600
010060,OCI홀딩스,KOSPI,115200
178920,PI첨단소재,KOSPI,15620
001340,PKC,KOSPI,5630
005490,POSCO홀딩스,KOSPI,305000
010950,S-Oil,KOSPI,83000
010955,S-Oil우,KOSPI,48200
034120,SBS,KOSPI,18700
003080,SB성보,KOSPI,2800
005090,SGC에너지,KOSPI,21950
001380,SG글로벌,KOSPI,1865
004060,SG세계물산,KOSPI,339
001770,SHD,KOSPI,18150
002360,SH에너지화학,KOSPI,374
009160,SIMPAC,KOSPI,5100
033530,SJG세종,KOSPI,10050
123700,SJM,KOSPI,3755
025530,SJM홀딩스,KOSPI,3750
034730,SK,KOSPI,256500
011790,SKC,KOSPI,104400
018670,SK가스,KOSPI,225000
001740,SK네트웍스,KOSPI,4520
006120,SK디스커버리,KOSPI,57800
006125,SK디스커버리우,KOSPI,38850
210980,SK디앤디,KOSPI,12690
