시장,종목명,종목코드,업종,종가,거래대금(억원),시가총액(억원),거래대금(원),RSI14,MFI14,이격도,BB_BW,TTM_SQUEEZE,TTM_SQUEEZE_CNT,BB_SQUEEZE_BW,ret_1d_%,ret_5d_%,ret_10d_%,ret_20d_%,ret_60d_%,ret_120d_%,rel_20d_%,rel_60d_%,rel_120d_%,RES_RATIO,RES_RATIO_NEAR,IS_ABOVE_POC,POC_GAP,NEAR_THRES,Low_Trend_PCT,RSI_Rising,BB_Expanding,Vol_Quality,Range_Pos,추천매수가,손절가,추천매도가1,추천매도가2,추천매도가3,TP1_METHOD,TP1_PROB,TP2_METHOD,TP2_PROB,TP3_METHOD,TP3_PROB,EXEC_RULE_ID,STOP_PCT,MAX_LOSS_PCT,RR_MULT,STOP_REASON,ENTRY_ACTION,POSITION_PCT,TRIGGER,Above_MA20,SUPERTREND_DIR,SUPERTREND_VAL,VWAP,VWAP_GAP,MACD_Slope_PCT,거래강도,V_POWER,IS_SWING_SUPPORT,주봉20선_상회,주봉추세,HMA20,HMA_Trend,HMA_On,OBV_Div,외인순매수,기관순매수,메이저순매수,gap_pct,_data_length,consecutive_limit_up,MTF_WEEKLY_TREND,MTF_MONTHLY_TREND,MTF_DATA_SUFFICIENT,개인순매수,업종_상세,업종_대분류,SECTOR_RET_5D,SECTOR_RS,SECTOR_RANK,ML_SCORE,ML_STATUS,TRIGGER_SCORE,RAW_TRIGGER_SCORE,EBS,PASS_EBS,STRUCT_SCORE,TIMING_SCORE,AI_SCORE,FINAL_SCORE,DISPLAY_SCORE,W_STRUCT,W_TIMING,W_AI,SCORING_AXES,BLOCK_REASON
KOSDAQ,엑스게이트,356680,소프트웨어 개발 및 공급업,16440,4497.62,4692.6,449761687080.0,81.5,63.0,85.4,155.82,0,0,0,9.67,113.78,120.67,150.99,118.33,60.7,140.38,86.17,2.81,0.231,0.231,0,-1.42,12.0,8.42,1,0,1.36,0.79,9310.0,7910.0,19120.0,22700.0,27200.0,SWING_20D,80,FIBO_1.272,40,FIBO_1.618,25,v1_sl_first_gap_at_open,15.04,6.0,7.0,NORMAL+PM_BLOCK_INTRADAY+EF:RSI 80+ 과열 분할 진입+ENTRY:split,split,50.0,,1,1,12476.0,13718,19.84,1.2822,8.92,-0.32,False,O,▲,13399,▲,O,X,0,0,0,-0.27,250,0,1,1,1,0.0,소프트웨어 개발 및 공급업,IT/전기전자,16.630454545454544,28.787181818181818,2.0,51.1,OK,20.5,20.5,6,1,81.2,3.1,51.1,43.9,43.9,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,[연속급등: 5일 수익률 40%+ 과열]
KOSPI,삼성SDI,006400,일차전지 및 이차전지 제조업,538000,4433.43,433550.2,443343348000.0,90.6,77.9,19.18,35.13,0,0,0,4.87,12.67,18.63,42.9,65.03,108.53,32.29,32.87,50.64,0.0,0.0,1,37.52,9.3,18.67,1,0,1.07,0.94,474000.0,423500.0,549000.0,562000.0,615000.0,SWING_20D,80,ATR_3.5x,45,FIBO_1.272,40,v1_sl_first_gap_at_open,10.65,4.0,1.5,NORMAL+PM_BLOCK_INTRADAY+EF:RSI 80+ 과열 분할 진입+ENTRY:split,split,50.0,,1,1,458650.0,405392,32.71,0.0792,1.06,1.45,False,O,▲,502513,▲,O,X,0,0,0,0.39,250,0,1,1,1,0.0,일차전지 및 이차전지 제조업,2차전지,12.817692307692308,25.17615384615385,3.0,30.6,OK,79.80843604003577,79.80843604003577,4,1,83.3,92.7,30.6,76.5,76.5,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,[RSI극단: RSI 85+ 극단과열]
KOSPI,삼성전기,009150,전자부품 제조업,680000,4132.82,507917.1,413282432000.0,90.4,94.0,33.14,70.02,0,0,0,0.15,19.72,47.19,59.06,141.13,206.31,48.45,108.97,148.42,0.007,0.007,1,147.67,11.5,13.49,0,0,0.98,0.94,536000.0,462500.0,698000.0,816000.0,965000.0,SWING_20D,80,FIBO_1.272,40,FIBO_1.618,25,v1_sl_first_gap_at_open,13.71,4.0,2.2,NORMAL+PM_BLOCK_INTRADAY+EF:RSI 80+ 과열 분할 진입+ENTRY:split,split,50.0,,1,1,563050.0,408204,66.58,0.2603,0.95,0.84,False,O,▲,652101,▲,O,X,0,0,0,1.77,250,0,1,1,1,0.0,전자부품 제조업,IT/전기전자,16.630454545454544,28.787181818181818,2.0,74.1,OK,62.634112066727866,62.634112066727866,4,1,81.4,73.3,74.1,76.7,76.7,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,[RSI극단: RSI 85+ 극단과열]
KOSDAQ,빛과전자,069540,통신 및 방송 장비 제조업,6520,3678.0,6383.2,367800000080.0,69.1,58.4,75.82,137.66,0,0,0,11.26,54.32,104.71,286.48,352.78,767.02,275.87,320.62,709.13,0.033,0.033,1,286.96,12.0,71.9,0,0,1.79,0.75,3895.0,3305.0,8100.0,10080.0,12580.0,SWING_20D,80,FIBO_1.272,40,FIBO_1.618,25,v1_sl_first_gap_at_open,15.15,5.0,7.1,NORMAL+WARN:ATR%=23.3% > 20% — 이상치 의심+PM_BLOCK_INTRADAY+EF:당일 10%+ 급등 분할 진입+ENTRY:split,split,50.0,,1,1,3910.0,3166,105.88,0.3533,1.4,0.57,False,O,▲,5486,▲,O,X,0,0,0,5.97,248,0,1,1,1,0.0,통신 및 방송 장비 제조업,IT/전기전자,16.630454545454544,28.787181818181818,2.0,88.8,OK,39.0,39.0,6,1,84.3,56.0,88.8,73.9,73.9,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,[연속급등: 5일 수익률 40%+ 과열]
KOSDAQ,아이씨티케이,456010,반도체 제조업,26650,2537.49,3704.8,253748618525.0,82.5,99.0,61.33,100.63,0,0,0,3.29,68.67,87.68,99.63,71.49,66.88,89.02,39.33,8.99,0.067,0.067,1,47.19,12.0,-1.7,1,0,1.34,0.77,17340.0,14740.0,30550.0,35350.0,41450.0,SWING_20D,80,FIBO_1.272,40,FIBO_1.618,25,v1_sl_first_gap_at_open,14.99,6.0,5.1,NORMAL+PM_BLOCK_INTRADAY+EF:RSI 80+ 과열 분할 진입+ENTRY:split,split,50.0,,1,1,18214.0,21252,25.4,0.9475,3.27,-0.33,False,O,▲,21718,▲,O,X,0,0,0,4.46,250,0,1,1,1,0.0,반도체 제조업,반도체,18.89148148148148,33.035555555555554,1.0,88.6,OK,30.099530859530237,30.099530859530237,4,1,43.3,31.8,88.6,47.8,47.8,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,[연속급등: 5일 수익률 40%+ 과열]
KOSDAQ,와이제이링크,209640,특수 목적용 기계 제조업,6130,2485.68,1743.6,248568298840.0,73.8,96.3,34.75,49.36,0,0,0,3.55,45.61,49.51,33.12,37.29,88.33,22.51,5.13,30.44,0.105,0.105,1,16.5,12.0,-2.0,0,0,0.83,0.76,4775.0,4055.0,6840.0,7840.0,9090.0,SWING_20D,80,FIBO_1.272,40,FIBO_1.618,25,v1_sl_first_gap_at_open,15.08,6.0,2.9,NORMAL+PM_BLOCK_INTRADAY+EF:정상,enter,100.0,,1,1,4921.0,5110,19.95,0.8425,10.46,1.22,False,O,▲,4799,▲,O,X,0,0,0,5.24,250,0,1,1,1,0.0,특수 목적용 기계 제조업,조선·기계·설비,13.262857142857143,10.291142857142857,5.0,75.5,OK,42.0,42.0,2,0,36.8,49.5,75.5,49.6,49.6,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,[연속급등: 5일 수익률 40%+ 과열]
KOSDAQ,아톤,158430,소프트웨어 개발 및 공급업,9910,2529.96,2426.2,252995550535.0,82.0,87.3,46.48,74.28,0,0,0,12.49,58.56,67.12,59.84,59.32,33.92,49.23,27.16,-23.97,0.154,0.154,1,2.45,12.0,-0.53,1,0,0.83,0.75,7100.0,6030.0,11370.0,12940.0,14940.0,SWING_20D,80,FIBO_1.272,40,FIBO_1.618,25,v1_sl_first_gap_at_open,15.07,6.0,4.0,NORMAL+PM_BLOCK_INTRADAY+EF:당일 10%+ 급등 분할 진입 + RSI 80+ 과열 분할 진입+ENTRY:split,split,50.0,,1,1,7717.0,8606,15.14,0.8325,5.15,-0.03,False,O,▲,8277,▲,O,X,0,0,0,3.29,250,0,1,1,1,0.0,소프트웨어 개발 및 공급업,IT/전기전자,16.630454545454544,28.787181818181818,2.0,89.4,OK,20.791644078588572,20.791644078588572,2,0,36.6,21.9,89.4,41.3,41.3,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,[연속급등: 5일 수익률 40%+ 과열]
KOSDAQ,한컴위드,054920,소프트웨어 개발 및 공급업,7090,2378.86,2000.6,237886483990.0,71.4,92.6,35.86,57.42,0,0,0,15.47,42.08,50.85,66.43,56.34,71.46,55.82,24.18,13.57,0.0,0.0,1,0.72,12.0,4.07,0,0,3.23,0.76,5480.0,4655.0,7980.0,9100.0,10510.0,SWING_20D,80,FIBO_1.272,40,FIBO_1.618,25,v1_sl_first_gap_at_open,15.05,6.0,3.0,NORMAL+PM_BLOCK_INTRADAY+EF:당일 15%+ 급등 진입 보류+ENTRY:hold,hold,0.0,,1,1,5605.0,5985,18.45,0.5756,6.29,1.2,False,O,▲,6110,▲,O,X,0,0,0,2.61,250,0,1,1,1,0.0,소프트웨어 개발 및 공급업,IT/전기전자,16.630454545454544,28.787181818181818,2.0,79.4,OK,21.442724740002184,21.442724740002184,6,1,91.4,51.8,79.4,73.2,73.2,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,[연속급등: 5일 수익률 40%+ 과열]
KOSDAQ,드림시큐리티,203650,소프트웨어 개발 및 공급업,3880,2214.19,3710.6,221419039173.0,81.2,74.4,93.47,140.13,0,0,0,29.98,94.78,146.66,152.93,138.62,121.84,142.32,106.46,63.95,0.0,0.0,1,9.06,12.0,0.71,1,0,1.69,1.0,2105.0,1789.0,3880.0,4555.0,5420.0,SWING_20D,80,FIBO_1.272,40,FIBO_1.618,25,v1_sl_first_gap_at_open,15.01,6.0,5.6,NORMAL+PM_BLOCK_INTRADAY+EF:당일 15%+ 급등 진입 보류+ENTRY:hold,hold,0.0,,1,1,2571.6,2733,41.93,1.0909,5.5,1.06,False,O,▲,2892,▲,O,X,0,0,0,6.37,250,1,1,1,1,0.0,소프트웨어 개발 및 공급업,IT/전기전자,16.630454545454544,28.787181818181818,2.0,25.2,OK,56.5,56.5,6,1,60.6,60.8,25.2,53.6,53.6,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,[연속급등: 5일 수익률 40%+ 과열]
KOSDAQ,수젠텍,253840,의료용품 및 기타 의약 관련제품 제조업,6950,1817.21,1163.7,181721252055.0,87.6,99.5,41.79,56.23,0,0,0,2.81,51.09,52.41,45.4,13.93,2.06,34.79,-18.23,-55.83,0.497,0.497,0,-2.9,12.0,2.9,0,0,12.31,0.68,5150.0,4390.0,8170.0,9220.0,10560.0,SWING_20D,80,FIBO_1.272,40,FIBO_1.618,25,v1_sl_first_gap_at_open,14.76,6.0,4.0,NORMAL+PM_BLOCK_INTRADAY+EF:RSI 80+ 과열 분할 진입+ENTRY:split,split,50.0,,1,1,5493.0,6514,6.69,0.9223,11.64,2.47,False,O,▼,5361,▲,O,X,0,0,0,-6.8,250,0,-1,1,1,0.0,의료용품 및 기타 의약 관련제품 제조업,기타,9.910260869565217,12.657652173913043,4.0,68.1,OK,56.0,56.0,6,1,83.9,31.2,68.1,59.7,59.7,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,[연속급등: 5일 수익률 40%+ 과열][RSI극단: RSI 85+ 극단과열]
