LDY_RANK,종목코드,종목명,시장,업종_대분류,종가,거래대금(억원),시가총액(억원),켈리_수량,추천금액(만원),상태,ROUTE,ACTION_PRIORITY,IS_ACTIVE,IS_NOW_ENTRY,IS_WATCH,DISPLAY_SCORE,FINAL_SCORE,STRUCT_SCORE,TIMING_SCORE,AI_SCORE,NEWS_SCORE,추천매수가,손절가,추천매도가1,추천매도가2,TRIGGER,V_POWER,거래강도,VWAP,POC_GAP,NEWS_REASON,TTM_SQUEEZE_CNT,Low_Trend_PCT,RSI14,이격도,SCORE_REASON_TOP1,SCORE_REASON_TOP2,SCORE_RISK,ROUTE_REASON,MACRO_RISK,MARKET_BREADTH,업종,거래대금(원),MFI14,BB_BW,TTM_SQUEEZE,BB_SQUEEZE_BW,ret_1d_%,ret_5d_%,ret_10d_%,ret_20d_%,ret_60d_%,ret_120d_%,rel_20d_%,rel_60d_%,rel_120d_%,RES_RATIO,RES_RATIO_NEAR,IS_ABOVE_POC,NEAR_THRES,RSI_Rising,BB_Expanding,Vol_Quality,Range_Pos,추천매도가3,TP1_METHOD,TP1_PROB,TP2_METHOD,TP2_PROB,TP3_METHOD,TP3_PROB,EXEC_RULE_ID,STOP_PCT,MAX_LOSS_PCT,RR_MULT,STOP_REASON,ENTRY_ACTION,POSITION_PCT,Above_MA20,SUPERTREND_DIR,SUPERTREND_VAL,VWAP_GAP,MACD_Slope_PCT,IS_SWING_SUPPORT,주봉20선_상회,주봉추세,HMA20,HMA_Trend,HMA_On,OBV_Div,외인순매수,기관순매수,메이저순매수,gap_pct,_data_length,consecutive_limit_up,MTF_WEEKLY_TREND,MTF_MONTHLY_TREND,MTF_DATA_SUFFICIENT,개인순매수,업종_상세,SECTOR_RET_5D,SECTOR_RS,SECTOR_RANK,ML_SCORE,ML_STATUS,TRIGGER_SCORE,RAW_TRIGGER_SCORE,EBS,PASS_EBS,W_STRUCT,W_TIMING,W_AI,SCORING_AXES,STRATEGY,REASON_THRESHOLD,기준일,시총기준일,AI_COMMENT,LDY_SCORE,TOTAL_SCORE,RANK_SCORE,벤치_60d_KOSPI_%,벤치_60d_KOSDAQ_%,EST_WIN_RATE,CAL_HOLD_REASON,LOW_WR_FLAG,CALIBRATION_MODE,CAL_N_TRADES,켈리_금액(원),추천수량,STRATEGY_SCORE,STRATEGY_HORIZON,CONFIG_SNAPSHOT,CONFIG_VERSION,RUN_STATUS,DEGRADED_REASONS,DATA_FRESHNESS_OK,HAS_NEWS,HAS_FLOW,HAS_SECTOR,CARRY_FROM_DATE,CARRY_AGE_DAYS,IS_STALE_CARRY,STALE_PENALTY,CONFIDENCE_SCORE,MAX_ALLOWED_ROUTE,AXIS_MCAP,AXIS_BENCH,AXIS_FLOW,AXIS_NEWS,AXIS_SECTOR,AXIS_ML,AXIS_TRIGGER,FALLBACK_COUNT,AXIS_QUALITY
1,105840,우진,KOSPI,기타,27400,636.0,5534.2,74,204.2,ATTACK,ATTACK,1,True,True,False,89.9,89.9,100.0,88.2,73.1,0.0,27400.0,23250.0,31700.0,37800.0,,1.95,1.34,24919,88.48,"[공시]기존 단일판매·공급계약의 주요 계약조건 중 계약금 또는 선급금 유무가 '무'에서 '유'로 정정된 공시입니다. 이는 현금 흐름에는 긍정적일 수 있으나, 계약의 총액(매출액 대비 7.31%)이나 핵심 내용은 변동이 없으므로 주가에 미치는 영향은 제한적인 단순 정정으로 판단됩니다.",0,27.35,57.9,6.18,STRUCT 강점,TIMING 보조,,기술적 돌파 조건 충족,CAUTION,12.2,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",63599861050.0,70.6,41.81,0,0,-12.18,3.4,22.32,0.37,48.91,132.99,-10.73,15.26,72.42,0.043,0.043,1,12.0,1,0,2.24,0.68,41000.0,SWING_20D,80.0,ATR_3.5x,45.0,FIBO_1.618,25.0,v1_sl_first_gap_at_open,15.15,5.0,1.0,NORMAL+PM_BLOCK_INTRADAY+EF:정상,enter,100.0,1,1,21035.0,9.95,0.1431,False,O,▲,28508,▲,X,X,0,0,0,-1.92,250.0,0.0,1.0,1.0,1.0,0.0,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",0.6688799999999999,-3.5967999999999996,6.0,73.1,OK,62.94724324344592,62.94724324344592,8,1,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,default,60.0,20260323,20260323," 📢재료: [공시]기존 단일판매·공급계약의 주요 계약조건 중 계약금 또는 선급금 유무가 '무'에서 '유'로 정정된 공시입니다. 이는 현금 흐름에는 긍정적일 수 있으나, 계약의 총액(매출액 대비 7.31%)이나 핵심 내용은 변동이 없으므로 주가에 미치는 영향은 제한적인 단순 정정으로 판단됩니다.",89.9,89.9,89.9,33.65,33.65,0.699,,False,MATURE,6006.0,2042500,74.0,,,"{""lookback_days"": 250, ""bench_lookback_days"": 60, ""top_n"": 600, ""min_turnover_eok"": 50, ""min_mcap_eok"": 1000, ""max_workers"": 4, ""pass_ebs"": 4, ""cache_format"": ""parquet"", ""rsi_low"": 45.0, ""rsi_high"": 65.0, ""rsi_overheat"": 75.0, ""vol_quality_min"": 1.1, ""rsi_penalty_threshold"": 75.0, ""gap_pct_penalty_threshold"": 5.0, ""timing_attack_threshold"": 60.0, ""vol_quality_attack"": 1.3, ""route_overheat_ret5d"": 25.0, ""route_attack_timing_min"": 60.0, ""route_armed_vol_quality"": 2.0, ""route_attack_low_trend_floor"": -3.0, ""route_exit_vol_z"": 10.0, ""route_exit_ret1d"": 10.0, ""route_exit_frg_ratio"": -20.0, ""route_exit_ant_ratio"": 20.0, ""route_exit_ret1d_flow"": 5.0, ""bb_period"": 20, ""bb_std"": 2.0, ""bb_squeeze_bw"": 10.0, ""kc_period"": 20, ""kc_atr_period"": 20, ""kc_mult"": 1.5, ""bonus_bb_squeeze_score"": 3.0, ""bonus_bb_squeeze_entry"": 4.0, ""trigger_dist_wick_high"": 0.35, ""trigger_dist_wick_mid"": 0.25, ""trigger_ret_pct_dist"": 5.0, ""trigger_ret_pct_weak"": 3.0, ""trigger_range_pos_weak"": 0.6, ""trigger_vol_ratio_spike"": 3.0, ""mtf_struct_bonus"": 10.0, ""mtf_struct_penalty"": 15.0, ""mtf_min_weekly_bars"": 26, ""mtf_min_monthly_bars"": 12, ""w_rr"": 0.25, ""w_t1"": 0.18, ""w_sl"": 0.12, ""w_near"": 0.12, ""w_mom"": 0.1, ""w_liq"": 0.13, ""w_tec"": 0.1, ""w_sector"": 0.05, ""p_overheat_5d"": 6.0, ""p_overheat_10d"": 6.0, ""p_rsi_out"": 4.0, ""p_macd_neg"": 4.0, ""p_near_far"": 4.0, ""p_liq_low"": 4.0, ""p_vol_spike"": 2.0, ""p_big_sl"": 3.0, ""fx_caution"": 1470.0, ""fx_critical"": 1490.0, ""nasdaq_caution"": -1.5, ""nasdaq_critical"": -2.5, ""rec_limit_default"": 5, ""rec_limit_caution"": 3, ""ml_low"": 5.0, ""ml_high"": 25.0, ""ml_max_weight"": 0.2, ""ml_cov_gate"": 0.2, ""trim_pct"": 0.1, ""ebs_pass_threshold"": 3, ""macro_weights"": {""CRITICAL"": [0.55, 0.25], ""HIGH"": [0.5, 0.3], ""NORMAL"": [0.4, 0.4]}, ""slippage_base_bps"": 10.0, ""slippage_low_liq_mult"": 3.0, ""slippage_liq_threshold_eok"": 20.0, ""liq_penalty_very_low_eok"": 5.0, ""liq_penalty_very_low_pts"": 8.0, ""liq_penalty_low_eok"": 10.0, ""liq_penalty_low_pts"": 4.0, ""time_stop_days"": 7, ""time_stop_min_move_pct"": 2.0, ""time_stop_extend_if_profit"": true, ""hard_block_turnover_min_eok"": 30.0, ""hard_block_ret5d_max"": 40.0, ""hard_block_ret5d_min"": -25.0, ""hard_block_gap_max"": 15.0, ""hard_block_rsi_max"": 85.0, ""hard_block_data_min_days"": 60, ""hard_block_consecutive_limit_up"": 2, ""entry_gap_hold_pct"": 12.0, ""entry_gap_split_pct"": 7.0, ""entry_surge_hold_pct"": 15.0, ""entry_surge_split_pct"": 10.0, ""entry_turnover_hold_eok"": 50.0, ""entry_rsi_split"": 80.0, ""entry_consecutive_limit_up"": 2, ""policy_version"": ""1.0.0"", ""config_version"": ""2.1.0"", ""_snapshot_ts"": ""2026-03-23T19:15:06.174404""}",2.1.0,OK,,True,True,True,True,,,,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7
2,039560,다산네트웍스,KOSDAQ,IT/전기전자,5110,174.06,2062.6,535,232.5,ATTACK,ATTACK,1,True,True,False,87.3,88.3,93.2,100.0,55.2,-1.0,4340.0,3685.0,5370.0,5900.0,🚀급등시동,1.26,2.36,4136,36.26,[공시]신주인수권 행사에 따라 총 발행 주식수가 1.00% 증가하여 주식 희석 효과가 발생합니다. 하지만 희석 비율이 크지 않아 주가에 미치는 영향은 제한적일 것으로 판단됩니다.,0,12.89,69.5,23.64,TIMING 강점,STRUCT 보조,,기술적 돌파 조건 충족,CAUTION,12.2,통신 및 방송 장비 제조업,17405856130.0,81.5,44.37,0,0,2.4,14.06,43.14,25.25,66.45,56.51,14.15,32.8,-4.06,0.0,0.0,1,12.0,1,0,2.44,0.88,6820.0,SWING_20D,80.0,ATR_3.5x,45.0,FIBO_1.618,25.0,v1_sl_first_gap_at_open,15.09,6.0,1.6,NORMAL+PM_BLOCK_INTRADAY+EF:정상,enter,100.0,1,1,3717.0,23.54,0.2028,False,O,▲,4696,▲,O,X,0,0,0,-2.1,250.0,0.0,1.0,1.0,1.0,0.0,통신 및 방송 장비 제조업,-0.4876470588235295,5.361470588235295,3.0,55.2,OK,73.5,73.5,6,1,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,default,60.0,20260323,20260323, 📢재료: [공시]신주인수권 행사에 따라 총 발행 주식수가 1.00% 증가하여 주식 희석 효과가 발생합니다. 하지만 희석 비율이 크지 않아 주가에 미치는 영향은 제한적일 것으로 판단됩니다.,87.3,87.3,87.3,33.65,33.65,0.673,,False,MATURE,6006.0,2325266,535.0,,,"{""lookback_days"": 250, ""bench_lookback_days"": 60, ""top_n"": 600, ""min_turnover_eok"": 50, ""min_mcap_eok"": 1000, ""max_workers"": 4, ""pass_ebs"": 4, ""cache_format"": ""parquet"", ""rsi_low"": 45.0, ""rsi_high"": 65.0, ""rsi_overheat"": 75.0, ""vol_quality_min"": 1.1, ""rsi_penalty_threshold"": 75.0, ""gap_pct_penalty_threshold"": 5.0, ""timing_attack_threshold"": 60.0, ""vol_quality_attack"": 1.3, ""route_overheat_ret5d"": 25.0, ""route_attack_timing_min"": 60.0, ""route_armed_vol_quality"": 2.0, ""route_attack_low_trend_floor"": -3.0, ""route_exit_vol_z"": 10.0, ""route_exit_ret1d"": 10.0, ""route_exit_frg_ratio"": -20.0, ""route_exit_ant_ratio"": 20.0, ""route_exit_ret1d_flow"": 5.0, ""bb_period"": 20, ""bb_std"": 2.0, ""bb_squeeze_bw"": 10.0, ""kc_period"": 20, ""kc_atr_period"": 20, ""kc_mult"": 1.5, ""bonus_bb_squeeze_score"": 3.0, ""bonus_bb_squeeze_entry"": 4.0, ""trigger_dist_wick_high"": 0.35, ""trigger_dist_wick_mid"": 0.25, ""trigger_ret_pct_dist"": 5.0, ""trigger_ret_pct_weak"": 3.0, ""trigger_range_pos_weak"": 0.6, ""trigger_vol_ratio_spike"": 3.0, ""mtf_struct_bonus"": 10.0, ""mtf_struct_penalty"": 15.0, ""mtf_min_weekly_bars"": 26, ""mtf_min_monthly_bars"": 12, ""w_rr"": 0.25, ""w_t1"": 0.18, ""w_sl"": 0.12, ""w_near"": 0.12, ""w_mom"": 0.1, ""w_liq"": 0.13, ""w_tec"": 0.1, ""w_sector"": 0.05, ""p_overheat_5d"": 6.0, ""p_overheat_10d"": 6.0, ""p_rsi_out"": 4.0, ""p_macd_neg"": 4.0, ""p_near_far"": 4.0, ""p_liq_low"": 4.0, ""p_vol_spike"": 2.0, ""p_big_sl"": 3.0, ""fx_caution"": 1470.0, ""fx_critical"": 1490.0, ""nasdaq_caution"": -1.5, ""nasdaq_critical"": -2.5, ""rec_limit_default"": 5, ""rec_limit_caution"": 3, ""ml_low"": 5.0, ""ml_high"": 25.0, ""ml_max_weight"": 0.2, ""ml_cov_gate"": 0.2, ""trim_pct"": 0.1, ""ebs_pass_threshold"": 3, ""macro_weights"": {""CRITICAL"": [0.55, 0.25], ""HIGH"": [0.5, 0.3], ""NORMAL"": [0.4, 0.4]}, ""slippage_base_bps"": 10.0, ""slippage_low_liq_mult"": 3.0, ""slippage_liq_threshold_eok"": 20.0, ""liq_penalty_very_low_eok"": 5.0, ""liq_penalty_very_low_pts"": 8.0, ""liq_penalty_low_eok"": 10.0, ""liq_penalty_low_pts"": 4.0, ""time_stop_days"": 7, ""time_stop_min_move_pct"": 2.0, ""time_stop_extend_if_profit"": true, ""hard_block_turnover_min_eok"": 30.0, ""hard_block_ret5d_max"": 40.0, ""hard_block_ret5d_min"": -25.0, ""hard_block_gap_max"": 15.0, ""hard_block_rsi_max"": 85.0, ""hard_block_data_min_days"": 60, ""hard_block_consecutive_limit_up"": 2, ""entry_gap_hold_pct"": 12.0, ""entry_gap_split_pct"": 7.0, ""entry_surge_hold_pct"": 15.0, ""entry_surge_split_pct"": 10.0, ""entry_turnover_hold_eok"": 50.0, ""entry_rsi_split"": 80.0, ""entry_consecutive_limit_up"": 2, ""policy_version"": ""1.0.0"", ""config_version"": ""2.1.0"", ""_snapshot_ts"": ""2026-03-23T19:15:06.174404""}",2.1.0,OK,,True,True,True,True,,,,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7
3,033160,엠케이전자,KOSDAQ,IT/전기전자,16300,140.81,3724.7,195,250.0,ATTACK,ATTACK,1,True,True,False,83.9,83.9,90.5,73.9,90.9,0.0,12800.0,10880.0,19790.0,23000.0,,1.62,0.5,12477,77.3,특이사항 없음,0,12.59,67.3,33.67,AI 강점,STRUCT 보조,,기술적 돌파 조건 충족,CAUTION,12.2,전자부품 제조업,14080505210.0,85.1,101.68,0,0,-9.8,1.81,85.23,60.75,99.02,76.41,49.65,65.37,15.84,0.0,0.0,1,12.0,1,0,3.03,0.7,27050.0,SWING_20D,80.0,FIBO_1.272,40.0,FIBO_1.618,25.0,v1_sl_first_gap_at_open,15.0,6.0,3.6,NORMAL+PM_BLOCK_INTRADAY+EF:정상,enter,100.0,1,1,12480.0,30.64,0.2417,False,O,▲,17107,▲,X,X,0,0,0,-3.82,250.0,0.0,1.0,1.0,1.0,0.0,전자부품 제조업,-0.4876470588235295,5.361470588235295,3.0,90.9,OK,44.92237112560915,44.92237112560915,6,1,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,default,60.0,20260323,20260323,,83.9,83.9,83.9,33.65,33.65,0.639,,False,MATURE,6006.0,2500000,195.0,,,"{""lookback_days"": 250, ""bench_lookback_days"": 60, ""top_n"": 600, ""min_turnover_eok"": 50, ""min_mcap_eok"": 1000, ""max_workers"": 4, ""pass_ebs"": 4, ""cache_format"": ""parquet"", ""rsi_low"": 45.0, ""rsi_high"": 65.0, ""rsi_overheat"": 75.0, ""vol_quality_min"": 1.1, ""rsi_penalty_threshold"": 75.0, ""gap_pct_penalty_threshold"": 5.0, ""timing_attack_threshold"": 60.0, ""vol_quality_attack"": 1.3, ""route_overheat_ret5d"": 25.0, ""route_attack_timing_min"": 60.0, ""route_armed_vol_quality"": 2.0, ""route_attack_low_trend_floor"": -3.0, ""route_exit_vol_z"": 10.0, ""route_exit_ret1d"": 10.0, ""route_exit_frg_ratio"": -20.0, ""route_exit_ant_ratio"": 20.0, ""route_exit_ret1d_flow"": 5.0, ""bb_period"": 20, ""bb_std"": 2.0, ""bb_squeeze_bw"": 10.0, ""kc_period"": 20, ""kc_atr_period"": 20, ""kc_mult"": 1.5, ""bonus_bb_squeeze_score"": 3.0, ""bonus_bb_squeeze_entry"": 4.0, ""trigger_dist_wick_high"": 0.35, ""trigger_dist_wick_mid"": 0.25, ""trigger_ret_pct_dist"": 5.0, ""trigger_ret_pct_weak"": 3.0, ""trigger_range_pos_weak"": 0.6, ""trigger_vol_ratio_spike"": 3.0, ""mtf_struct_bonus"": 10.0, ""mtf_struct_penalty"": 15.0, ""mtf_min_weekly_bars"": 26, ""mtf_min_monthly_bars"": 12, ""w_rr"": 0.25, ""w_t1"": 0.18, ""w_sl"": 0.12, ""w_near"": 0.12, ""w_mom"": 0.1, ""w_liq"": 0.13, ""w_tec"": 0.1, ""w_sector"": 0.05, ""p_overheat_5d"": 6.0, ""p_overheat_10d"": 6.0, ""p_rsi_out"": 4.0, ""p_macd_neg"": 4.0, ""p_near_far"": 4.0, ""p_liq_low"": 4.0, ""p_vol_spike"": 2.0, ""p_big_sl"": 3.0, ""fx_caution"": 1470.0, ""fx_critical"": 1490.0, ""nasdaq_caution"": -1.5, ""nasdaq_critical"": -2.5, ""rec_limit_default"": 5, ""rec_limit_caution"": 3, ""ml_low"": 5.0, ""ml_high"": 25.0, ""ml_max_weight"": 0.2, ""ml_cov_gate"": 0.2, ""trim_pct"": 0.1, ""ebs_pass_threshold"": 3, ""macro_weights"": {""CRITICAL"": [0.55, 0.25], ""HIGH"": [0.5, 0.3], ""NORMAL"": [0.4, 0.4]}, ""slippage_base_bps"": 10.0, ""slippage_low_liq_mult"": 3.0, ""slippage_liq_threshold_eok"": 20.0, ""liq_penalty_very_low_eok"": 5.0, ""liq_penalty_very_low_pts"": 8.0, ""liq_penalty_low_eok"": 10.0, ""liq_penalty_low_pts"": 4.0, ""time_stop_days"": 7, ""time_stop_min_move_pct"": 2.0, ""time_stop_extend_if_profit"": true, ""hard_block_turnover_min_eok"": 30.0, ""hard_block_ret5d_max"": 40.0, ""hard_block_ret5d_min"": -25.0, ""hard_block_gap_max"": 15.0, ""hard_block_rsi_max"": 85.0, ""hard_block_data_min_days"": 60, ""hard_block_consecutive_limit_up"": 2, ""entry_gap_hold_pct"": 12.0, ""entry_gap_split_pct"": 7.0, ""entry_surge_hold_pct"": 15.0, ""entry_surge_split_pct"": 10.0, ""entry_turnover_hold_eok"": 50.0, ""entry_rsi_split"": 80.0, ""entry_consecutive_limit_up"": 2, ""policy_version"": ""1.0.0"", ""config_version"": ""2.1.0"", ""_snapshot_ts"": ""2026-03-23T19:15:06.174404""}",2.1.0,OK,,True,True,True,True,,,,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7
4,388050,지투파워,KOSDAQ,인프라·에너지,12100,300.39,2263.8,114,138.0,ATTACK,ATTACK,1,True,True,False,83.6,83.6,100.0,77.1,63.6,0.0,12100.0,10280.0,13940.0,16070.0,,1.34,0.98,10683,38.36,특이사항 없음,0,16.67,58.0,6.89,STRUCT 강점,TIMING 보조,,기술적 돌파 조건 충족,CAUTION,12.2,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",30039191875.0,78.8,32.9,0,0,-10.37,3.6,19.8,11.21,59.21,42.19,0.11,25.56,-18.38,0.026,0.026,1,12.0,0,0,2.44,0.64,17840.0,SWING_20D,80.0,ATR_3.5x,45.0,FIBO_1.618,25.0,v1_sl_first_gap_at_open,15.04,6.0,1.0,NORMAL+PM_BLOCK_INTRADAY+EF:정상,enter,100.0,1,1,9724.0,13.26,0.1728,False,O,▲,12267,▲,X,X,0,0,0,-0.22,250.0,0.0,1.0,1.0,1.0,0.0,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",2.5192307692307696,-4.155384615384615,5.0,63.6,OK,52.3131815391925,52.3131815391925,8,1,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,default,60.0,20260323,20260323,,83.6,83.6,83.6,33.65,33.65,0.636,,False,MATURE,6006.0,1379782,114.0,,,"{""lookback_days"": 250, ""bench_lookback_days"": 60, ""top_n"": 600, ""min_turnover_eok"": 50, ""min_mcap_eok"": 1000, ""max_workers"": 4, ""pass_ebs"": 4, ""cache_format"": ""parquet"", ""rsi_low"": 45.0, ""rsi_high"": 65.0, ""rsi_overheat"": 75.0, ""vol_quality_min"": 1.1, ""rsi_penalty_threshold"": 75.0, ""gap_pct_penalty_threshold"": 5.0, ""timing_attack_threshold"": 60.0, ""vol_quality_attack"": 1.3, ""route_overheat_ret5d"": 25.0, ""route_attack_timing_min"": 60.0, ""route_armed_vol_quality"": 2.0, ""route_attack_low_trend_floor"": -3.0, ""route_exit_vol_z"": 10.0, ""route_exit_ret1d"": 10.0, ""route_exit_frg_ratio"": -20.0, ""route_exit_ant_ratio"": 20.0, ""route_exit_ret1d_flow"": 5.0, ""bb_period"": 20, ""bb_std"": 2.0, ""bb_squeeze_bw"": 10.0, ""kc_period"": 20, ""kc_atr_period"": 20, ""kc_mult"": 1.5, ""bonus_bb_squeeze_score"": 3.0, ""bonus_bb_squeeze_entry"": 4.0, ""trigger_dist_wick_high"": 0.35, ""trigger_dist_wick_mid"": 0.25, ""trigger_ret_pct_dist"": 5.0, ""trigger_ret_pct_weak"": 3.0, ""trigger_range_pos_weak"": 0.6, ""trigger_vol_ratio_spike"": 3.0, ""mtf_struct_bonus"": 10.0, ""mtf_struct_penalty"": 15.0, ""mtf_min_weekly_bars"": 26, ""mtf_min_monthly_bars"": 12, ""w_rr"": 0.25, ""w_t1"": 0.18, ""w_sl"": 0.12, ""w_near"": 0.12, ""w_mom"": 0.1, ""w_liq"": 0.13, ""w_tec"": 0.1, ""w_sector"": 0.05, ""p_overheat_5d"": 6.0, ""p_overheat_10d"": 6.0, ""p_rsi_out"": 4.0, ""p_macd_neg"": 4.0, ""p_near_far"": 4.0, ""p_liq_low"": 4.0, ""p_vol_spike"": 2.0, ""p_big_sl"": 3.0, ""fx_caution"": 1470.0, ""fx_critical"": 1490.0, ""nasdaq_caution"": -1.5, ""nasdaq_critical"": -2.5, ""rec_limit_default"": 5, ""rec_limit_caution"": 3, ""ml_low"": 5.0, ""ml_high"": 25.0, ""ml_max_weight"": 0.2, ""ml_cov_gate"": 0.2, ""trim_pct"": 0.1, ""ebs_pass_threshold"": 3, ""macro_weights"": {""CRITICAL"": [0.55, 0.25], ""HIGH"": [0.5, 0.3], ""NORMAL"": [0.4, 0.4]}, ""slippage_base_bps"": 10.0, ""slippage_low_liq_mult"": 3.0, ""slippage_liq_threshold_eok"": 20.0, ""liq_penalty_very_low_eok"": 5.0, ""liq_penalty_very_low_pts"": 8.0, ""liq_penalty_low_eok"": 10.0, ""liq_penalty_low_pts"": 4.0, ""time_stop_days"": 7, ""time_stop_min_move_pct"": 2.0, ""time_stop_extend_if_profit"": true, ""hard_block_turnover_min_eok"": 30.0, ""hard_block_ret5d_max"": 40.0, ""hard_block_ret5d_min"": -25.0, ""hard_block_gap_max"": 15.0, ""hard_block_rsi_max"": 85.0, ""hard_block_data_min_days"": 60, ""hard_block_consecutive_limit_up"": 2, ""entry_gap_hold_pct"": 12.0, ""entry_gap_split_pct"": 7.0, ""entry_surge_hold_pct"": 15.0, ""entry_surge_split_pct"": 10.0, ""entry_turnover_hold_eok"": 50.0, ""entry_rsi_split"": 80.0, ""entry_consecutive_limit_up"": 2, ""policy_version"": ""1.0.0"", ""config_version"": ""2.1.0"", ""_snapshot_ts"": ""2026-03-23T19:15:06.174404""}",2.1.0,OK,,True,True,True,True,,,,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7
