LDY_RANK,종목코드,종목명,시장,업종_대분류,종가,거래대금(억원),시가총액(억원),켈리_수량,추천금액(만원),상태,ROUTE,ACTION_PRIORITY,IS_ACTIVE,IS_NOW_ENTRY,IS_WATCH,DISPLAY_SCORE,FINAL_SCORE,STRUCT_SCORE,TIMING_SCORE,AI_SCORE,NEWS_SCORE,추천매수가,손절가,추천매도가1,추천매도가2,TRIGGER,V_POWER,거래강도,VWAP,POC_GAP,NEWS_REASON,TTM_SQUEEZE_CNT,Low_Trend_PCT,RSI14,이격도,SCORE_REASON_TOP1,SCORE_REASON_TOP2,SCORE_RISK,ROUTE_REASON,MACRO_RISK,MARKET_BREADTH,업종,거래대금(원),MFI14,BB_BW,TTM_SQUEEZE,BB_SQUEEZE_BW,ret_1d_%,ret_5d_%,ret_10d_%,ret_20d_%,ret_60d_%,ret_120d_%,rel_20d_%,rel_60d_%,rel_120d_%,RES_RATIO,RES_RATIO_NEAR,IS_ABOVE_POC,NEAR_THRES,RSI_Rising,BB_Expanding,Vol_Quality,Range_Pos,추천매도가3,TP1_METHOD,TP1_PROB,TP2_METHOD,TP2_PROB,TP3_METHOD,TP3_PROB,EXEC_RULE_ID,STOP_PCT,MAX_LOSS_PCT,RR_MULT,STOP_REASON,ENTRY_ACTION,POSITION_PCT,Above_MA20,SUPERTREND_DIR,SUPERTREND_VAL,VWAP_GAP,MACD_Slope_PCT,IS_SWING_SUPPORT,주봉20선_상회,주봉추세,HMA20,HMA_Trend,HMA_On,OBV_Div,외인순매수,기관순매수,메이저순매수,gap_pct,_data_length,consecutive_limit_up,MTF_WEEKLY_TREND,MTF_MONTHLY_TREND,MTF_DATA_SUFFICIENT,개인순매수,업종_상세,SECTOR_RET_5D,SECTOR_RS,SECTOR_RANK,ML_SCORE,TRIGGER_SCORE,RAW_TRIGGER_SCORE,EBS,PASS_EBS,W_STRUCT,W_TIMING,W_AI,SCORING_AXES,STRATEGY,REASON_THRESHOLD,기준일,시총기준일,AI_COMMENT,LDY_SCORE,TOTAL_SCORE,RANK_SCORE,벤치_60d_KOSPI_%,벤치_60d_KOSDAQ_%,EST_WIN_RATE,CAL_HOLD_REASON,LOW_WR_FLAG,CALIBRATION_MODE,CAL_N_TRADES,켈리_금액(원),추천수량,STRATEGY_SCORE,STRATEGY_HORIZON,CONFIG_SNAPSHOT,CONFIG_VERSION,RUN_STATUS,DEGRADED_REASONS,DATA_FRESHNESS_OK,HAS_NEWS,HAS_FLOW,HAS_SECTOR,CARRY_FROM_DATE,CARRY_AGE_DAYS,IS_STALE_CARRY,STALE_PENALTY,CONFIDENCE_SCORE,MAX_ALLOWED_ROUTE
1,003000,부광약품,KOSPI,바이오·의약품,5940,126.94,5860.7,0,,ATTACK,ATTACK,1,True,True,False,79.4,79.4,98.3,70.7,59.1,0.0,5940.0,5040.0,6250.0,7890.0,,2.47,0.66,5030,59.38,특이사항 없음,0,5.98,55.8,14.36,STRUCT 강점,TIMING 보조,5일 급등,기술적 돌파 조건 충족,CAUTION,36.1,의약품 제조업,12693750695.0,69.8,42.98,0,0,-2.46,20.12,5.88,35.77,48.31,70.44,26.78,21.08,21.42,0.0,0.0,1,12.0,0,0,2.02,0.85,,SWING_20D,80.0,ATR_3.5x,45.0,,0.0,v1_sl_first_gap_at_open,15.15,5.0,0.3,NORMAL+PM_BLOCK_INTRADAY+EF:정상,enter,100.0,1,1,4425.5,18.08,0.5326,False,O,▲,5414,▲,O,X,0,0,0,0.16,250.0,0.0,1.0,1.0,1.0,0.0,의약품 제조업,8.727333333333332,1.9840000000000013,7.0,59.1,49.26274657113527,49.26274657113527,8,1,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,default,60.0,20260316,20260316,,79.4,79.4,79.4,27.23,27.23,0.594,,False,MATURE,128.0,0,,,,"{""lookback_days"": 250, ""bench_lookback_days"": 60, ""top_n"": 600, ""min_turnover_eok"": 50, ""min_mcap_eok"": 1000, ""max_workers"": 4, ""pass_ebs"": 4, ""cache_format"": ""parquet"", ""rsi_low"": 45.0, ""rsi_high"": 65.0, ""rsi_overheat"": 75.0, ""vol_quality_min"": 1.1, ""rsi_penalty_threshold"": 75.0, ""gap_pct_penalty_threshold"": 5.0, ""timing_attack_threshold"": 60.0, ""vol_quality_attack"": 1.3, ""route_overheat_ret5d"": 25.0, ""route_attack_timing_min"": 60.0, ""route_armed_vol_quality"": 2.0, ""route_attack_low_trend_floor"": -3.0, ""route_exit_vol_z"": 10.0, ""route_exit_ret1d"": 10.0, ""route_exit_frg_ratio"": -20.0, ""route_exit_ant_ratio"": 20.0, ""route_exit_ret1d_flow"": 5.0, ""bb_period"": 20, ""bb_std"": 2.0, ""bb_squeeze_bw"": 10.0, ""kc_period"": 20, ""kc_atr_period"": 20, ""kc_mult"": 1.5, ""bonus_bb_squeeze_score"": 3.0, ""bonus_bb_squeeze_entry"": 4.0, ""trigger_dist_wick_high"": 0.35, ""trigger_dist_wick_mid"": 0.25, ""trigger_ret_pct_dist"": 5.0, ""trigger_ret_pct_weak"": 3.0, ""trigger_range_pos_weak"": 0.6, ""trigger_vol_ratio_spike"": 3.0, ""mtf_struct_bonus"": 10.0, ""mtf_struct_penalty"": 15.0, ""mtf_min_weekly_bars"": 26, ""mtf_min_monthly_bars"": 12, ""w_rr"": 0.25, ""w_t1"": 0.18, ""w_sl"": 0.12, ""w_near"": 0.12, ""w_mom"": 0.1, ""w_liq"": 0.13, ""w_tec"": 0.1, ""w_sector"": 0.05, ""p_overheat_5d"": 6.0, ""p_overheat_10d"": 6.0, ""p_rsi_out"": 4.0, ""p_macd_neg"": 4.0, ""p_near_far"": 4.0, ""p_liq_low"": 4.0, ""p_vol_spike"": 2.0, ""p_big_sl"": 3.0, ""fx_caution"": 1470.0, ""fx_critical"": 1490.0, ""nasdaq_caution"": -1.5, ""nasdaq_critical"": -2.5, ""rec_limit_default"": 5, ""rec_limit_caution"": 3, ""ml_low"": 5.0, ""ml_high"": 25.0, ""ml_max_weight"": 0.2, ""ml_cov_gate"": 0.2, ""trim_pct"": 0.1, ""ebs_pass_threshold"": 3, ""macro_weights"": {""CRITICAL"": [0.55, 0.25], ""HIGH"": [0.5, 0.3], ""NORMAL"": [0.4, 0.4]}, ""slippage_base_bps"": 10.0, ""slippage_low_liq_mult"": 3.0, ""slippage_liq_threshold_eok"": 20.0, ""liq_penalty_very_low_eok"": 5.0, ""liq_penalty_very_low_pts"": 8.0, ""liq_penalty_low_eok"": 10.0, ""liq_penalty_low_pts"": 4.0, ""time_stop_days"": 7, ""time_stop_min_move_pct"": 2.0, ""time_stop_extend_if_profit"": true, ""config_version"": ""2.0.0"", ""_snapshot_ts"": ""2026-03-16T19:20:48.716993""}",2.0.0,OK,,True,True,True,True,,,,,100.0,ATTACK
2,005090,SGC에너지,KOSPI,기타,57900,129.63,8371.8,32,164.8,ATTACK,ATTACK,1,True,True,False,74.1,74.1,91.6,66.0,55.2,0.0,50400.0,42850.0,66800.0,75400.0,,1.17,0.69,40378,146.62,특이사항 없음,0,29.47,62.7,20.98,STRUCT 강점,TIMING 보조,5일 급등,기술적 돌파 조건 충족,CAUTION,36.1,전기업,12963132000.0,71.0,69.48,0,0,-8.21,15.51,15.28,88.33,144.63,148.29,79.34,117.4,99.27,0.023,0.023,1,12.0,0,0,2.04,0.77,79500.0,SWING_20D,80.0,ATR_3.5x,45.0,FIBO_1.272,40.0,v1_sl_first_gap_at_open,14.98,5.0,2.2,NORMAL+PM_BLOCK_INTRADAY+EF:정상,enter,100.0,1,1,40070.0,43.89,0.1709,False,O,▲,58449,▲,X,X,0,0,0,4.27,250.0,0.0,1.0,1.0,1.0,0.0,전기업,9.503363636363636,12.604545454545455,5.0,55.2,42.26341698407187,42.26341698407187,8,1,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,default,60.0,20260316,20260316,,74.1,74.1,74.1,27.23,27.23,0.541,,False,MATURE,128.0,1648460,32.0,,,"{""lookback_days"": 250, ""bench_lookback_days"": 60, ""top_n"": 600, ""min_turnover_eok"": 50, ""min_mcap_eok"": 1000, ""max_workers"": 4, ""pass_ebs"": 4, ""cache_format"": ""parquet"", ""rsi_low"": 45.0, ""rsi_high"": 65.0, ""rsi_overheat"": 75.0, ""vol_quality_min"": 1.1, ""rsi_penalty_threshold"": 75.0, ""gap_pct_penalty_threshold"": 5.0, ""timing_attack_threshold"": 60.0, ""vol_quality_attack"": 1.3, ""route_overheat_ret5d"": 25.0, ""route_attack_timing_min"": 60.0, ""route_armed_vol_quality"": 2.0, ""route_attack_low_trend_floor"": -3.0, ""route_exit_vol_z"": 10.0, ""route_exit_ret1d"": 10.0, ""route_exit_frg_ratio"": -20.0, ""route_exit_ant_ratio"": 20.0, ""route_exit_ret1d_flow"": 5.0, ""bb_period"": 20, ""bb_std"": 2.0, ""bb_squeeze_bw"": 10.0, ""kc_period"": 20, ""kc_atr_period"": 20, ""kc_mult"": 1.5, ""bonus_bb_squeeze_score"": 3.0, ""bonus_bb_squeeze_entry"": 4.0, ""trigger_dist_wick_high"": 0.35, ""trigger_dist_wick_mid"": 0.25, ""trigger_ret_pct_dist"": 5.0, ""trigger_ret_pct_weak"": 3.0, ""trigger_range_pos_weak"": 0.6, ""trigger_vol_ratio_spike"": 3.0, ""mtf_struct_bonus"": 10.0, ""mtf_struct_penalty"": 15.0, ""mtf_min_weekly_bars"": 26, ""mtf_min_monthly_bars"": 12, ""w_rr"": 0.25, ""w_t1"": 0.18, ""w_sl"": 0.12, ""w_near"": 0.12, ""w_mom"": 0.1, ""w_liq"": 0.13, ""w_tec"": 0.1, ""w_sector"": 0.05, ""p_overheat_5d"": 6.0, ""p_overheat_10d"": 6.0, ""p_rsi_out"": 4.0, ""p_macd_neg"": 4.0, ""p_near_far"": 4.0, ""p_liq_low"": 4.0, ""p_vol_spike"": 2.0, ""p_big_sl"": 3.0, ""fx_caution"": 1470.0, ""fx_critical"": 1490.0, ""nasdaq_caution"": -1.5, ""nasdaq_critical"": -2.5, ""rec_limit_default"": 5, ""rec_limit_caution"": 3, ""ml_low"": 5.0, ""ml_high"": 25.0, ""ml_max_weight"": 0.2, ""ml_cov_gate"": 0.2, ""trim_pct"": 0.1, ""ebs_pass_threshold"": 3, ""macro_weights"": {""CRITICAL"": [0.55, 0.25], ""HIGH"": [0.5, 0.3], ""NORMAL"": [0.4, 0.4]}, ""slippage_base_bps"": 10.0, ""slippage_low_liq_mult"": 3.0, ""slippage_liq_threshold_eok"": 20.0, ""liq_penalty_very_low_eok"": 5.0, ""liq_penalty_very_low_pts"": 8.0, ""liq_penalty_low_eok"": 10.0, ""liq_penalty_low_pts"": 4.0, ""time_stop_days"": 7, ""time_stop_min_move_pct"": 2.0, ""time_stop_extend_if_profit"": true, ""config_version"": ""2.0.0"", ""_snapshot_ts"": ""2026-03-16T19:20:48.716993""}",2.0.0,OK,,True,True,True,True,,,,,100.0,ATTACK
3,003280,흥아해운,KOSPI,기타,3035,6517.2,7296.9,975,222.5,ARMED,ARMED,2,True,False,False,78.60000000000001,77.7,87.9,68.4,75.7,0.9,2280.0,1936.0,3290.0,3690.0,,2.92,3.75,2492,9.28,[뉴스]호르무즈 해협 봉쇄 여파로 해상 운임 상승 기대감이 커지면서 흥아해운이 상한가를 기록하는 등 해운주 전반이 급등하며 매우 긍정적인 투자 심리를 보였습니다.,0,24.85,67.9,39.88,STRUCT 강점,AI 보조,5일 급등,스퀴즈/품질 대기,CAUTION,36.1,해상 운송업,651720046813.0,57.5,75.3,0,0,29.98,23.88,68.99,73.43,86.43,79.06,64.44,59.2,30.04,0.0,0.0,1,12.0,0,0,2.98,0.84,3765.0,SWING_20D,80.0,ATR_3.5x,45.0,FIBO_1.272,40.0,v1_sl_first_gap_at_open,15.09,5.0,2.9,NORMAL+PM_BLOCK_INTRADAY+EF:극단갭(5.4%)/급등(30.0%) → 진입 보류+ENTRY:hold,hold,0.0,1,1,1992.4,21.77,-0.1852,False,O,▲,2553,▲,O,X,5354,0,5354,5.35,250.0,1.0,1.0,1.0,1.0,0.0,해상 운송업,9.503363636363636,12.604545454545455,5.0,75.7,49.0,49.0,4,1,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,default,60.0,20260316,20260316, 📢재료: [뉴스]호르무즈 해협 봉쇄 여파로 해상 운임 상승 기대감이 커지면서 흥아해운이 상한가를 기록하는 등 해운주 전반이 급등하며 매우 긍정적인 투자 심리를 보였습니다.,78.60000000000001,78.60000000000001,78.60000000000001,27.23,27.23,0.586,,False,MATURE,128.0,2224970,975.0,,,"{""lookback_days"": 250, ""bench_lookback_days"": 60, ""top_n"": 600, ""min_turnover_eok"": 50, ""min_mcap_eok"": 1000, ""max_workers"": 4, ""pass_ebs"": 4, ""cache_format"": ""parquet"", ""rsi_low"": 45.0, ""rsi_high"": 65.0, ""rsi_overheat"": 75.0, ""vol_quality_min"": 1.1, ""rsi_penalty_threshold"": 75.0, ""gap_pct_penalty_threshold"": 5.0, ""timing_attack_threshold"": 60.0, ""vol_quality_attack"": 1.3, ""route_overheat_ret5d"": 25.0, ""route_attack_timing_min"": 60.0, ""route_armed_vol_quality"": 2.0, ""route_attack_low_trend_floor"": -3.0, ""route_exit_vol_z"": 10.0, ""route_exit_ret1d"": 10.0, ""route_exit_frg_ratio"": -20.0, ""route_exit_ant_ratio"": 20.0, ""route_exit_ret1d_flow"": 5.0, ""bb_period"": 20, ""bb_std"": 2.0, ""bb_squeeze_bw"": 10.0, ""kc_period"": 20, ""kc_atr_period"": 20, ""kc_mult"": 1.5, ""bonus_bb_squeeze_score"": 3.0, ""bonus_bb_squeeze_entry"": 4.0, ""trigger_dist_wick_high"": 0.35, ""trigger_dist_wick_mid"": 0.25, ""trigger_ret_pct_dist"": 5.0, ""trigger_ret_pct_weak"": 3.0, ""trigger_range_pos_weak"": 0.6, ""trigger_vol_ratio_spike"": 3.0, ""mtf_struct_bonus"": 10.0, ""mtf_struct_penalty"": 15.0, ""mtf_min_weekly_bars"": 26, ""mtf_min_monthly_bars"": 12, ""w_rr"": 0.25, ""w_t1"": 0.18, ""w_sl"": 0.12, ""w_near"": 0.12, ""w_mom"": 0.1, ""w_liq"": 0.13, ""w_tec"": 0.1, ""w_sector"": 0.05, ""p_overheat_5d"": 6.0, ""p_overheat_10d"": 6.0, ""p_rsi_out"": 4.0, ""p_macd_neg"": 4.0, ""p_near_far"": 4.0, ""p_liq_low"": 4.0, ""p_vol_spike"": 2.0, ""p_big_sl"": 3.0, ""fx_caution"": 1470.0, ""fx_critical"": 1490.0, ""nasdaq_caution"": -1.5, ""nasdaq_critical"": -2.5, ""rec_limit_default"": 5, ""rec_limit_caution"": 3, ""ml_low"": 5.0, ""ml_high"": 25.0, ""ml_max_weight"": 0.2, ""ml_cov_gate"": 0.2, ""trim_pct"": 0.1, ""ebs_pass_threshold"": 3, ""macro_weights"": {""CRITICAL"": [0.55, 0.25], ""HIGH"": [0.5, 0.3], ""NORMAL"": [0.4, 0.4]}, ""slippage_base_bps"": 10.0, ""slippage_low_liq_mult"": 3.0, ""slippage_liq_threshold_eok"": 20.0, ""liq_penalty_very_low_eok"": 5.0, ""liq_penalty_very_low_pts"": 8.0, ""liq_penalty_low_eok"": 10.0, ""liq_penalty_low_pts"": 4.0, ""time_stop_days"": 7, ""time_stop_min_move_pct"": 2.0, ""time_stop_extend_if_profit"": true, ""config_version"": ""2.0.0"", ""_snapshot_ts"": ""2026-03-16T19:20:48.716993""}",2.0.0,OK,,True,True,True,True,,,,,100.0,ATTACK
4,056090,시지메드텍,KOSDAQ,기타,2835,127.92,2927.4,476,135.0,ARMED,ARMED,2,True,False,False,74.3,74.3,100.0,42.7,86.3,0.0,2835.0,2405.0,3555.0,3710.0,,1.15,0.58,2219,96.5,특이사항 없음,0,42.1,48.5,6.56,STRUCT 강점,AI 보조,5일 급등,스퀴즈/품질 대기,CAUTION,36.1,의료용 기기 제조업,12792012776.0,64.7,67.09,0,0,-8.99,15.48,5.59,65.11,124.11,164.95,56.12,96.88,115.93,0.218,0.218,1,12.0,0,0,2.0,0.61,4360.0,SWING_20D,80.0,ATR_2x,70.0,ATR_3.5x,45.0,v1_sl_first_gap_at_open,15.17,6.0,1.7,NORMAL+PM_BLOCK_INTRADAY+EF:정상,enter,100.0,1,1,1981.1,27.73,-0.0547,False,O,▲,3096,▲,X,X,0,0,0,-0.8,250.0,0.0,1.0,1.0,1.0,0.0,의료용 기기 제조업,9.503363636363636,12.604545454545455,5.0,86.3,30.326748973888066,30.326748973888066,6,1,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,default,60.0,20260316,20260316,,74.3,74.3,74.3,27.23,27.23,0.543,,False,MATURE,128.0,1350347,476.0,,,"{""lookback_days"": 250, ""bench_lookback_days"": 60, ""top_n"": 600, ""min_turnover_eok"": 50, ""min_mcap_eok"": 1000, ""max_workers"": 4, ""pass_ebs"": 4, ""cache_format"": ""parquet"", ""rsi_low"": 45.0, ""rsi_high"": 65.0, ""rsi_overheat"": 75.0, ""vol_quality_min"": 1.1, ""rsi_penalty_threshold"": 75.0, ""gap_pct_penalty_threshold"": 5.0, ""timing_attack_threshold"": 60.0, ""vol_quality_attack"": 1.3, ""route_overheat_ret5d"": 25.0, ""route_attack_timing_min"": 60.0, ""route_armed_vol_quality"": 2.0, ""route_attack_low_trend_floor"": -3.0, ""route_exit_vol_z"": 10.0, ""route_exit_ret1d"": 10.0, ""route_exit_frg_ratio"": -20.0, ""route_exit_ant_ratio"": 20.0, ""route_exit_ret1d_flow"": 5.0, ""bb_period"": 20, ""bb_std"": 2.0, ""bb_squeeze_bw"": 10.0, ""kc_period"": 20, ""kc_atr_period"": 20, ""kc_mult"": 1.5, ""bonus_bb_squeeze_score"": 3.0, ""bonus_bb_squeeze_entry"": 4.0, ""trigger_dist_wick_high"": 0.35, ""trigger_dist_wick_mid"": 0.25, ""trigger_ret_pct_dist"": 5.0, ""trigger_ret_pct_weak"": 3.0, ""trigger_range_pos_weak"": 0.6, ""trigger_vol_ratio_spike"": 3.0, ""mtf_struct_bonus"": 10.0, ""mtf_struct_penalty"": 15.0, ""mtf_min_weekly_bars"": 26, ""mtf_min_monthly_bars"": 12, ""w_rr"": 0.25, ""w_t1"": 0.18, ""w_sl"": 0.12, ""w_near"": 0.12, ""w_mom"": 0.1, ""w_liq"": 0.13, ""w_tec"": 0.1, ""w_sector"": 0.05, ""p_overheat_5d"": 6.0, ""p_overheat_10d"": 6.0, ""p_rsi_out"": 4.0, ""p_macd_neg"": 4.0, ""p_near_far"": 4.0, ""p_liq_low"": 4.0, ""p_vol_spike"": 2.0, ""p_big_sl"": 3.0, ""fx_caution"": 1470.0, ""fx_critical"": 1490.0, ""nasdaq_caution"": -1.5, ""nasdaq_critical"": -2.5, ""rec_limit_default"": 5, ""rec_limit_caution"": 3, ""ml_low"": 5.0, ""ml_high"": 25.0, ""ml_max_weight"": 0.2, ""ml_cov_gate"": 0.2, ""trim_pct"": 0.1, ""ebs_pass_threshold"": 3, ""macro_weights"": {""CRITICAL"": [0.55, 0.25], ""HIGH"": [0.5, 0.3], ""NORMAL"": [0.4, 0.4]}, ""slippage_base_bps"": 10.0, ""slippage_low_liq_mult"": 3.0, ""slippage_liq_threshold_eok"": 20.0, ""liq_penalty_very_low_eok"": 5.0, ""liq_penalty_very_low_pts"": 8.0, ""liq_penalty_low_eok"": 10.0, ""liq_penalty_low_pts"": 4.0, ""time_stop_days"": 7, ""time_stop_min_move_pct"": 2.0, ""time_stop_extend_if_profit"": true, ""config_version"": ""2.0.0"", ""_snapshot_ts"": ""2026-03-16T19:20:48.716993""}",2.0.0,OK,,True,True,True,True,,,,,100.0,ATTACK
5,024060,흥구석유,KOSDAQ,기타,23550,925.64,3532.5,93,221.3,ARMED,ARMED,2,True,False,False,71.7,71.7,96.4,37.2,91.4,0.0,23550.0,21600.0,36200.0,42550.0,,-0.56,0.27,22104,12.89,특이사항 없음,0,66.29,52.8,5.88,STRUCT 강점,AI 보조,,스퀴즈/품질 대기,CAUTION,36.1,기타 전문 도매업,92563715650.0,58.6,97.37,0,0,-4.27,-15.74,33.73,61.19,94.47,88.4,52.2,67.24,39.38,0.244,0.094,1,12.0,0,0,2.27,0.44,51500.0,SWING_20D,80.0,ATR_3.5x,45.0,FIBO_1.618,25.0,v1_sl_first_gap_at_open,8.28,6.0,6.5,SWING+PM_BLOCK_INTRADAY+EF:정상,enter,100.0,1,1,17327.0,6.54,-1.0733,False,O,▲,28374,▼,X,X,0,0,0,0.41,250.0,0.0,1.0,1.0,1.0,0.0,기타 전문 도매업,9.503363636363636,12.604545454545455,5.0,91.4,25.423199812491852,25.423199812491852,6,1,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,default,60.0,20260316,20260316,,71.7,71.7,71.7,27.23,27.23,0.517,,False,MATURE,128.0,2212727,93.0,,,"{""lookback_days"": 250, ""bench_lookback_days"": 60, ""top_n"": 600, ""min_turnover_eok"": 50, ""min_mcap_eok"": 1000, ""max_workers"": 4, ""pass_ebs"": 4, ""cache_format"": ""parquet"", ""rsi_low"": 45.0, ""rsi_high"": 65.0, ""rsi_overheat"": 75.0, ""vol_quality_min"": 1.1, ""rsi_penalty_threshold"": 75.0, ""gap_pct_penalty_threshold"": 5.0, ""timing_attack_threshold"": 60.0, ""vol_quality_attack"": 1.3, ""route_overheat_ret5d"": 25.0, ""route_attack_timing_min"": 60.0, ""route_armed_vol_quality"": 2.0, ""route_attack_low_trend_floor"": -3.0, ""route_exit_vol_z"": 10.0, ""route_exit_ret1d"": 10.0, ""route_exit_frg_ratio"": -20.0, ""route_exit_ant_ratio"": 20.0, ""route_exit_ret1d_flow"": 5.0, ""bb_period"": 20, ""bb_std"": 2.0, ""bb_squeeze_bw"": 10.0, ""kc_period"": 20, ""kc_atr_period"": 20, ""kc_mult"": 1.5, ""bonus_bb_squeeze_score"": 3.0, ""bonus_bb_squeeze_entry"": 4.0, ""trigger_dist_wick_high"": 0.35, ""trigger_dist_wick_mid"": 0.25, ""trigger_ret_pct_dist"": 5.0, ""trigger_ret_pct_weak"": 3.0, ""trigger_range_pos_weak"": 0.6, ""trigger_vol_ratio_spike"": 3.0, ""mtf_struct_bonus"": 10.0, ""mtf_struct_penalty"": 15.0, ""mtf_min_weekly_bars"": 26, ""mtf_min_monthly_bars"": 12, ""w_rr"": 0.25, ""w_t1"": 0.18, ""w_sl"": 0.12, ""w_near"": 0.12, ""w_mom"": 0.1, ""w_liq"": 0.13, ""w_tec"": 0.1, ""w_sector"": 0.05, ""p_overheat_5d"": 6.0, ""p_overheat_10d"": 6.0, ""p_rsi_out"": 4.0, ""p_macd_neg"": 4.0, ""p_near_far"": 4.0, ""p_liq_low"": 4.0, ""p_vol_spike"": 2.0, ""p_big_sl"": 3.0, ""fx_caution"": 1470.0, ""fx_critical"": 1490.0, ""nasdaq_caution"": -1.5, ""nasdaq_critical"": -2.5, ""rec_limit_default"": 5, ""rec_limit_caution"": 3, ""ml_low"": 5.0, ""ml_high"": 25.0, ""ml_max_weight"": 0.2, ""ml_cov_gate"": 0.2, ""trim_pct"": 0.1, ""ebs_pass_threshold"": 3, ""macro_weights"": {""CRITICAL"": [0.55, 0.25], ""HIGH"": [0.5, 0.3], ""NORMAL"": [0.4, 0.4]}, ""slippage_base_bps"": 10.0, ""slippage_low_liq_mult"": 3.0, ""slippage_liq_threshold_eok"": 20.0, ""liq_penalty_very_low_eok"": 5.0, ""liq_penalty_very_low_pts"": 8.0, ""liq_penalty_low_eok"": 10.0, ""liq_penalty_low_pts"": 4.0, ""time_stop_days"": 7, ""time_stop_min_move_pct"": 2.0, ""time_stop_extend_if_profit"": true, ""config_version"": ""2.0.0"", ""_snapshot_ts"": ""2026-03-16T19:20:48.716993""}",2.0.0,OK,,True,True,True,True,,,,,100.0,ATTACK
