종목코드,종목명,시장,종가
030200,KT,KOSPI,53800
033780,KT&G,KOSPI,146700
058850,KTcs,KOSPI,2895
058860,KTis,KOSPI,2825
093050,LF,KOSPI,18920
003550,LG,KOSPI,81700
034220,LG디스플레이,KOSPI,11970
051900,LG생활건강,KOSPI,264000
051905,LG생활건강우,KOSPI,114300
064400,LG씨엔에스,KOSPI,64500
373220,LG에너지솔루션,KOSPI,379000
003555,LG우,KOSPI,67300
032640,LG유플러스,KOSPI,15130
011070,LG이노텍,KOSPI,281000
066570,LG전자,KOSPI,94300
066575,LG전자우,KOSPI,49700
037560,LG헬로비전,KOSPI,2410
051910,LG화학,KOSPI,338500
051915,LG화학우,KOSPI,172300
079550,LIG넥스원,KOSPI,416000
006260,LS,KOSPI,185700
010120,LS ELECTRIC,KOSPI,471000
000680,LS네트웍스,KOSPI,3330
229640,LS에코에너지,KOSPI,35700
108320,LX세미콘,KOSPI,50600
001120,LX인터내셔널,KOSPI,32800
108670,LX하우시스,KOSPI,29250
108675,LX하우시스우,KOSPI,17340
383800,LX홀딩스,KOSPI,8060
38380K,LX홀딩스1우,KOSPI,8720
023150,MH에탄올,KOSPI,5030
035420,NAVER,KOSPI,235500
181710,NHN,KOSPI,28800
400760,NH올원리츠,KOSPI,3540
005940,NH투자증권,KOSPI,21000
005945,NH투자증권우,KOSPI,19400
338100,NH프라임리츠,KOSPI,4465
034310,NICE,KOSPI,13670
030190,NICE평가정보,KOSPI,17590
008260,NI스틸,KOSPI,3695
004250,NPC,KOSPI,3940
004255,NPC우,KOSPI,2565
456040,OCI,KOSPI,60000
010060,OCI홀딩스,KOSPI,114800
178920,PI첨단소재,KOSPI,15850
001340,PKC,KOSPI,5790
005490,POSCO홀딩스,KOSPI,302500
010950,S-Oil,KOSPI,81500
010955,S-Oil우,KOSPI,48550
034120,SBS,KOSPI,19170
003080,SB성보,KOSPI,2825
005090,SGC에너지,KOSPI,24000
001380,SG글로벌,KOSPI,1894
004060,SG세계물산,KOSPI,344
001770,SHD,KOSPI,18070
002360,SH에너지화학,KOSPI,388
009160,SIMPAC,KOSPI,5580
033530,SJG세종,KOSPI,9040
123700,SJM,KOSPI,3820
025530,SJM홀딩스,KOSPI,3880
034730,SK,KOSPI,250000
011790,SKC,KOSPI,104000
018670,SK가스,KOSPI,234000
001740,SK네트웍스,KOSPI,4635
006120,SK디스커버리,KOSPI,59500
006125,SK디스커버리우,KOSPI,39350
210980,SK디앤디,KOSPI,12710
395400,SK리츠,KOSPI,5690
302440,SK바이오사이언스,KOSPI,51000
326030,SK바이오팜,KOSPI,128900
402340,SK스퀘어,KOSPI,290500
361610,SK아이이테크놀로지,KOSPI,27100
100090,SK오션플랜트,KOSPI,20600
03473K,SK우,KOSPI,191100
096770,SK이노베이션,KOSPI,105800
096775,SK이노베이션우,KOSPI,73900
475150,SK이터닉스,KOSPI,22250
001510,SK증권,KOSPI,657
001515,SK증권우,KOSPI,2195
285130,SK케미칼,KOSPI,69600
28513K,SK케미칼우,KOSPI,29150
017670,SK텔레콤,KOSPI,53500
000660,SK하이닉스,KOSPI,547000
003570,SNT다이내믹스,KOSPI,48400
064960,SNT모티브,KOSPI,35000
100840,SNT에너지,KOSPI,38850
036530,SNT홀딩스,KOSPI,60100
005610,SPC삼립,KOSPI,53500
011810,STX,KOSPI,3530
465770,STX그린로지스,KOSPI,6080
077970,STX엔진,KOSPI,37500
002820,SUN&L,KOSPI,2700
084870,TBH글로벌,KOSPI,1255
002710,TCC스틸,KOSPI,15230
069260,TKG휴켐스,KOSPI,19610
007980,TP,KOSPI,1959
002900,TYM,KOSPI,6550
024070,WISCOM,KOSPI,1916
037270,YG PLUS,KOSPI,6790
139130,iM금융지주,KOSPI,14730
000500,가온전선,KOSPI,85000
000860,강남제비스코,KOSPI,12900
035250,강원랜드,KOSPI,18550
011420,갤럭시아에스엠,KOSPI,1899
002100,경농,KOSPI,9430
009450,경동나비엔,KOSPI,56200
267290,경동도시가스,KOSPI,21900
012320,경동인베스트,KOSPI,52500
000050,경방,KOSPI,9260
214390,경보제약,KOSPI,6030
012610,경인양행,KOSPI,3650
009140,경인전자,KOSPI,20950
013580,계룡건설,KOSPI,21000
012200,계양전기,KOSPI,2650
012205,계양전기우,KOSPI,5640
002140,고려산업,KOSPI,2565
010130,고려아연,KOSPI,1310000
002240,고려제강,KOSPI,20150
009290,광동제약,KOSPI,5990
017040,광명전기,KOSPI,1239
017900,광전자,KOSPI,1814
037710,광주신세계,KOSPI,32050
030610,교보증권,KOSPI,9680
339770,교촌에프앤비,KOSPI,4475
007690,국도화학,KOSPI,33150
001140,국보,KOSPI,2110
002720,국제약품,KOSPI,4425
083420,그린케미칼,KOSPI,6830
014530,극동유화,KOSPI,3510
014280,금강공업,KOSPI,7070
014285,금강공업우,KOSPI,10820
008870,금비,KOSPI,52900
001570,금양,KOSPI,9900
002990,금호건설,KOSPI,4380
002995,금호건설우,KOSPI,50100
011780,금호석유화학,KOSPI,126400
011785,금호석유화학우,KOSPI,63800
214330,금호에이치티,KOSPI,543
001210,금호전기,KOSPI,603
073240,금호타이어,KOSPI,6260
092440,기신정기,KOSPI,2285
000270,기아,KOSPI,121000
024110,기업은행,KOSPI,20950
013700,까뮤이앤씨,KOSPI,1212
004540,깨끗한나라,KOSPI,1949
004545,깨끗한나라우,KOSPI,11770
001260,남광토건,KOSPI,8270
008350,남선알미늄,KOSPI,1033
008355,남선알미우,KOSPI,13140
004270,남성,KOSPI,929
003920,남양유업,KOSPI,51400
003925,남양유업우,KOSPI,34350
025860,남해화학,KOSPI,6770
005720,넥센,KOSPI,6280
005725,넥센우,KOSPI,4590
002350,넥센타이어,KOSPI,7970
002355,넥센타이어1우B,KOSPI,3775
092790,넥스틸,KOSPI,9450
251270,넷마블,KOSPI,49150
090350,노루페인트,KOSPI,8900
090355,노루페인트우,KOSPI,13570
000320,노루홀딩스,KOSPI,22850
000325,노루홀딩스우,KOSPI,33550
006280,녹십자,KOSPI,167000
005250,녹십자홀딩스,KOSPI,16930
005257,녹십자홀딩스2우,KOSPI,26500
004370,농심,KOSPI,431000
072710,농심홀딩스,KOSPI,90900
058730,다스코,KOSPI,3380
030210,다올투자증권,KOSPI,3545
023590,다우기술,KOSPI,39000
145210,다이나믹디자인,KOSPI,854
483650,달바글로벌,KOSPI,161000
019680,대교,KOSPI,1946
019685,대교우B,KOSPI,1235
006370,대구백화점,KOSPI,5980
008060,대덕,KOSPI,11000
00806K,대덕1우,KOSPI,9350
353200,대덕전자,KOSPI,46500
35320K,대덕전자1우,KOSPI,14870
000490,대동,KOSPI,9890
008110,대동전자,KOSPI,15040
005750,대림바스,KOSPI,4965
006570,대림통상,KOSPI,2255
001680,대상,KOSPI,21400
001685,대상우,KOSPI,16710
084690,대상홀딩스,KOSPI,9680
084695,대상홀딩스우,KOSPI,14220
128820,대성산업,KOSPI,10550
117580,대성에너지,KOSPI,8100
016710,대성홀딩스,KOSPI,9000
0030R0,대신밸류리츠,KOSPI,4500
003540,대신증권,KOSPI,27300
003547,대신증권2우B,KOSPI,20200
003545,대신증권우,KOSPI,20750
009190,대양금속,KOSPI,1318
014160,대영포장,KOSPI,1080
047040,대우건설,KOSPI,3760
003090,대웅,KOSPI,23850
069620,대웅제약,KOSPI,180600
000430,대원강업,KOSPI,3930
006340,대원전선,KOSPI,3750
006345,대원전선우,KOSPI,3675
003220,대원제약,KOSPI,12250
024890,대원화성,KOSPI,711
002880,대유에이텍,KOSPI,1132
012800,대창,KOSPI,1224
015230,대창단조,KOSPI,6520
001070,대한방직,KOSPI,6690
006650,대한유화,KOSPI,147500
001440,대한전선,KOSPI,22650
084010,대한제강,KOSPI,18670
001790,대한제당,KOSPI,2985
001795,대한제당우,KOSPI,2695
001130,대한제분,KOSPI,153200
439260,대한조선,KOSPI,74400
003490,대한항공,KOSPI,22600
003495,대한항공우,KOSPI,24450
005880,대한해운,KOSPI,1818
003830,대한화섬,KOSPI,121700
016090,대현,KOSPI,1770
069460,대호에이엘,KOSPI,1470
475560,더본코리아,KOSPI,24550
192080,더블유게임즈,KOSPI,54400
012510,더존비즈온,KOSPI,83900
004830,덕성,KOSPI,5040
004835,덕성우,KOSPI,7630
145720,덴티움,KOSPI,46100
002150,도화엔지니어링,KOSPI,6430
460850,동국씨엠,KOSPI,5470
460860,동국제강,KOSPI,8610
001230,동국홀딩스,KOSPI,7650
023450,동남합성,KOSPI,33750
004140,동방,KOSPI,2705
007590,동방아그로,KOSPI,6210
005960,동부건설,KOSPI,5820
005965,동부건설우,KOSPI,40000
026960,동서,KOSPI,29000
002210,동성제약,KOSPI,973
102260,동성케미컬,KOSPI,4510
000640,동아쏘시오홀딩스,KOSPI,116800
170900,동아에스티,KOSPI,55600
028100,동아지질,KOSPI,17030
001520,동양,KOSPI,863
001527,동양2우B,KOSPI,10000
084670,동양고속,KOSPI,94700
082640,동양생명,KOSPI,6730
001525,동양우,KOSPI,7010
018500,동원금속,KOSPI,1364
006040,동원산업,KOSPI,44900
030720,동원수산,KOSPI,6100
014820,동원시스템즈,KOSPI,26400
014825,동원시스템즈우,KOSPI,18900
111380,동인기연,KOSPI,14050
163560,동일고무벨트,KOSPI,6890
004890,동일산업,KOSPI,39150
002690,동일제강,KOSPI,1632
000020,동화약품,KOSPI,6390
000150,두산,KOSPI,760000
000157,두산2우B,KOSPI,423500
454910,두산로보틱스,KOSPI,79400
241560,두산밥캣,KOSPI,59900
034020,두산에너빌리티,KOSPI,77400
000155,두산우,KOSPI,494500
336260,두산퓨얼셀,KOSPI,30100
33626K,두산퓨얼셀1우,KOSPI,7340
33626L,두산퓨얼셀2우B,KOSPI,10750
016740,두올,KOSPI,3810
192650,드림텍,KOSPI,6970
024090,디씨엠,KOSPI,13130
003160,디아이,KOSPI,19930
092200,디아이씨,KOSPI,11820
377190,디앤디플랫폼리츠,KOSPI,3415
013570,디와이,KOSPI,4615
024900,디와이덕양,KOSPI,2150
210540,디와이파워,KOSPI,13650
032350,롯데관광개발,KOSPI,23000
089860,롯데렌탈,KOSPI,32200
330590,롯데리츠,KOSPI,3980
000400,롯데손해보험,KOSPI,1772
023530,롯데쇼핑,KOSPI,74300
020150,롯데에너지머티리얼즈,KOSPI,31600
280360,롯데웰푸드,KOSPI,119800
286940,롯데이노베이트,KOSPI,20200
004000,롯데정밀화학,KOSPI,46800
004990,롯데지주,KOSPI,27900
00499K,롯데지주우,KOSPI,28750
005300,롯데칠성,KOSPI,133500
005305,롯데칠성우,KOSPI,75100
011170,롯데케미칼,KOSPI,71200
071840,롯데하이마트,KOSPI,7860
027740,마니커,KOSPI,787
357430,마스턴프리미어리츠,KOSPI,1623
001080,만호제강,KOSPI,44500
088980,맥쿼리인프라,KOSPI,11630
094800,맵스리얼티,KOSPI,5220
138040,메리츠금융지주,KOSPI,109600
090370,메타랩스,KOSPI,1939
118000,메타케어,KOSPI,307
017180,명문제약,KOSPI,1874
009900,명신산업,KOSPI,9000
317450,명인제약,KOSPI,72800
012690,모나리자,KOSPI,2190
005360,모나미,KOSPI,1965
070960,모나용평,KOSPI,3420
009680,모토닉,KOSPI,11500
009580,무림P&P,KOSPI,2595
009200,무림페이퍼,KOSPI,2065
033920,무학,KOSPI,8680
008420,문배철강,KOSPI,2105
025560,미래산업,KOSPI,12720
007120,미래아이앤지,KOSPI,1000
396690,미래에셋글로벌리츠,KOSPI,2590
357250,미래에셋맵스리츠,KOSPI,2635
085620,미래에셋생명,KOSPI,9170
006800,미래에셋증권,KOSPI,22700
00680K,미래에셋증권2우B,KOSPI,10750
006805,미래에셋증권우,KOSPI,11580
081660,미스토홀딩스,KOSPI,44450
002840,미원상사,KOSPI,156500
268280,미원에스씨,KOSPI,146900
107590,미원홀딩스,KOSPI,67900
134380,미원화학,KOSPI,95000
003650,미창석유,KOSPI,125800
377740,바이오노트,KOSPI,5650
003610,방림,KOSPI,5930
035150,백산,KOSPI,13300
002410,범양건영,KOSPI,1935
007210,벽산,KOSPI,1804
002760,보락,KOSPI,1047
003850,보령,KOSPI,9250
000890,보해양조,KOSPI,428
003000,부광약품,KOSPI,3925
001270,부국증권,KOSPI,59500
001275,부국증권우,KOSPI,29900
026940,부국철강,KOSPI,2100
011390,부산산업,KOSPI,76400
005030,부산주공,KOSPI,486
006740,블루산업개발,KOSPI,842
002070,비비안,KOSPI,640
100220,비상교육,KOSPI,4915
090460,비에이치,KOSPI,17600
005180,빙그레,KOSPI,77100
003960,사조대림,KOSPI,37850
008040,사조동아원,KOSPI,1139
007160,사조산업,KOSPI,58900
014710,사조씨푸드,KOSPI,9080
006090,사조오양,KOSPI,9480
062040,산일전기,KOSPI,133500
001470,삼부토건,KOSPI,347
028050,삼성E&A,KOSPI,24950
448730,삼성FN리츠,KOSPI,4660
006400,삼성SDI,KOSPI,279500
006405,삼성SDI우,KOSPI,173000
006660,삼성공조,KOSPI,14190
028260,삼성물산,KOSPI,249000
02826K,삼성물산우B,KOSPI,149800
207940,삼성바이오로직스,KOSPI,1733000
032830,삼성생명,KOSPI,155000
018260,삼성에스디에스,KOSPI,171800
0126Z0,삼성에피스홀딩스,KOSPI,673000
009150,삼성전기,KOSPI,253000
009155,삼성전기우,KOSPI,119300
005930,삼성전자,KOSPI,106300
005935,삼성전자우,KOSPI,83300
001360,삼성제약,KOSPI,1600
010140,삼성중공업,KOSPI,25400
016360,삼성증권,KOSPI,78900
068290,삼성출판사,KOSPI,11600
029780,삼성카드,KOSPI,54600
000810,삼성화재,KOSPI,488000
000815,삼성화재우,KOSPI,374000
006110,삼아알미늄,KOSPI,24250
0120G0,삼양바이오팜,KOSPI,64100
145990,삼양사,KOSPI,50500
145995,삼양사우,KOSPI,38200
003230,삼양식품,KOSPI,1252000
002170,삼양통상,KOSPI,57100
272550,삼양패키징,KOSPI,14280
000070,삼양홀딩스,KOSPI,61600
003720,삼영,KOSPI,6270
002810,삼영무역,KOSPI,16680
005680,삼영전자,KOSPI,10750
023000,삼원강재,KOSPI,2495
004380,삼익THK,KOSPI,9960
002450,삼익악기,KOSPI,1254
004440,삼일씨엔에스,KOSPI,4740
000520,삼일제약,KOSPI,11400
009770,삼정펄프,KOSPI,32000
005500,삼진제약,KOSPI,20400
004690,삼천리,KOSPI,130000
010960,삼호개발,KOSPI,3640
004450,삼화왕관,KOSPI,31000
009470,삼화전기,KOSPI,28650
011230,삼화전자,KOSPI,2740
001820,삼화콘덴서,KOSPI,30900
000390,삼화페인트,KOSPI,8620
001290,상상인증권,KOSPI,652
041650,상신브레이크,KOSPI,2780
075180,새론오토모티브,KOSPI,3370
007540,샘표,KOSPI,49950
248170,샘표식품,KOSPI,29050
007860,서연,KOSPI,9850
200880,서연이화,KOSPI,12920
017390,서울가스,KOSPI,66000
031210,서울보증보험,KOSPI,50200
004410,서울식품,KOSPI,153
004415,서울식품우,KOSPI,1311
021050,서원,KOSPI,1071
008490,서흥,KOSPI,21850
007610,선도전기,KOSPI,3000
136490,선진,KOSPI,9740
014910,성문전자,KOSPI,1140
014915,성문전자우,KOSPI,4595
004980,성신양회,KOSPI,10070
004985,성신양회우,KOSPI,12110
011300,성안머티리얼스,KOSPI,367
000180,성창기업지주,KOSPI,1533
002420,세기상사,KOSPI,6000
004360,세방,KOSPI,15610
004365,세방우,KOSPI,9730
004490,세방전지,KOSPI,66400
001430,세아베스틸지주,KOSPI,43950
306200,세아제강,KOSPI,118600
003030,세아제강지주,KOSPI,131500
019440,세아특수강,KOSPI,16000
058650,세아홀딩스,KOSPI,129700
013000,세우글로벌,KOSPI,1175
021820,세원정공,KOSPI,12180
067830,세이브존I&C,KOSPI,3545
075580,세진중공업,KOSPI,17800
068270,셀트리온,KOSPI,184500
336370,솔루스첨단소재,KOSPI,7490
33637K,솔루스첨단소재1우,KOSPI,1980
33637L,솔루스첨단소재2우B,KOSPI,3615
248070,솔루엠,KOSPI,16670
004430,송원산업,KOSPI,9180
017550,수산세보틱스,KOSPI,1758
126720,수산인더스트리,KOSPI,21800
053210,스카이라이프,KOSPI,5400
204210,스타에스엠리츠,KOSPI,2035
026890,스틱인베스트먼트,KOSPI,10440
134790,시디즈,KOSPI,22000
462870,시프트업,KOSPI,36650
016590,신대양제지,KOSPI,13430
029530,신도리코,KOSPI,51200
004970,신라교역,KOSPI,9430
011930,신성이엔지,KOSPI,1574
004170,신세계,KOSPI,250000
035510,신세계 I&C,KOSPI,17600
031430,신세계인터내셔날,KOSPI,11410
031440,신세계푸드,KOSPI,47800
006880,신송홀딩스,KOSPI,7040
005800,신영와코루,KOSPI,17150
001720,신영증권,KOSPI,142900
009270,신원,KOSPI,1541
002700,신일전자,KOSPI,1320
002870,신풍,KOSPI,1175
019170,신풍제약,KOSPI,14400
019175,신풍제약우,KOSPI,23800
481850,신한글로벌액티브리츠,KOSPI,1296
404990,신한서부티엔디리츠,KOSPI,3650
293940,신한알파리츠,KOSPI,5500
055550,신한지주,KOSPI,77300
004080,신흥,KOSPI,13970
004770,써니전자,KOSPI,1572
403550,쏘카,KOSPI,11650
004920,씨아이테크,KOSPI,1081
112610,씨에스윈드,KOSPI,45650
480370,씨케이솔루션,KOSPI,9050
308170,씨티알모빌리티,KOSPI,4495
008700,아남전자,KOSPI,1270
090430,아모레퍼시픽,KOSPI,121200
090435,아모레퍼시픽우,KOSPI,44200
002790,아모레퍼시픽홀딩스,KOSPI,27850
00279K,아모레퍼시픽홀딩스3우C,KOSPI,21950
002795,아모레퍼시픽홀딩스우,KOSPI,12030
002030,아세아,KOSPI,319500
183190,아세아시멘트,KOSPI,12660
002310,아세아제지,KOSPI,8330
012170,아센디오,KOSPI,1748
267850,아시아나IDT,KOSPI,11590
020560,아시아나항공,KOSPI,8150
122900,아이마켓코리아,KOSPI,7970
010780,아이에스동서,KOSPI,24150
031820,아이티센씨티에스,KOSPI,587
139990,아주스틸,KOSPI,3440
009320,아진전자부품,KOSPI,929
001780,알루코,KOSPI,2105
018250,애경산업,KOSPI,13670
161000,애경케미칼,KOSPI,10120
011090,에넥스,KOSPI,580
137310,에스디바이오센서,KOSPI,9200
005850,에스엘,KOSPI,43150
010580,에스엠벡셀,KOSPI,1965
012750,에스원,KOSPI,76800
023960,에쓰씨엔지니어링,KOSPI,1376
298690,에어부산,KOSPI,1744
140910,에이리츠,KOSPI,3130
078520,에이블씨엔씨,KOSPI,11220
015260,에이엔피,KOSPI,460
007460,에이프로젠,KOSPI,750
003060,에이프로젠바이오로직스,KOSPI,584
244920,에이플러스에셋,KOSPI,9560
278470,에이피알,KOSPI,243000
450080,에코프로머티,KOSPI,55000
019490,엑시큐어하이트론,KOSPI,541
036570,엔씨소프트,KOSPI,194500
085310,엔케이,KOSPI,1190
900140,엘브이엠씨홀딩스,KOSPI,1541
066970,엘앤에프,KOSPI,107000
097520,엠씨넥스,KOSPI,27850
484870,엠앤씨솔루션,KOSPI,137700
014440,영보화학,KOSPI,5310
111770,영원무역,KOSPI,89000
009970,영원무역홀딩스,KOSPI,206500
003520,영진약품,KOSPI,1982
000670,영풍,KOSPI,56300
012280,영화금속,KOSPI,937
012160,영흥,KOSPI,543
007310,오뚜기,KOSPI,389000
002630,오리엔트바이오,KOSPI,601
271560,오리온,KOSPI,106000
001800,오리온홀딩스,KOSPI,21250
005320,온타이드,KOSPI,484
011690,와이투솔루션,KOSPI,4060
316140,우리금융지주,KOSPI,27750
006980,우성,KOSPI,16850
017370,우신시스템,KOSPI,6300
105840,우진,KOSPI,18870
010400,우진아이엔에스,KOSPI,3820
049800,우진플라임,KOSPI,1957
016880,웅진,KOSPI,2330
095720,웅진씽크빅,KOSPI,1349
005820,원림,KOSPI,14780
010600,웰바이오텍,KOSPI,545
008600,윌비스,KOSPI,325
033270,유나이티드제약,KOSPI,20050
014830,유니드,KOSPI,70000
446070,유니드비티플러스,KOSPI,3560
000910,유니온,KOSPI,4265
047400,유니온머티리얼,KOSPI,1347
011330,유니켐,KOSPI,1254
077500,유니퀘스트,KOSPI,6120
002920,유성기업,KOSPI,2260
000700,유수홀딩스,KOSPI,6170
003470,유안타증권,KOSPI,3745
003475,유안타증권우,KOSPI,3805
072130,유엔젤,KOSPI,4905
000220,유유제약,KOSPI,4520
000225,유유제약1우,KOSPI,5030
000227,유유제약2우B,KOSPI,11470
001200,유진투자증권,KOSPI,3495
000100,유한양행,KOSPI,116400
000105,유한양행우,KOSPI,104000
003460,유화증권,KOSPI,2910
003465,유화증권우,KOSPI,2775
008730,율촌화학,KOSPI,27800
008250,이건산업,KOSPI,4910
025820,이구산업,KOSPI,5200
214320,이노션,KOSPI,18900
088260,이리츠코크렙,KOSPI,4775
139480,이마트,KOSPI,85500
457190,이수스페셜티케미컬,KOSPI,54900
007660,이수페타시스,KOSPI,121400
005950,이수화학,KOSPI,8760
015020,이스타코,KOSPI,566
074610,이엔플러스,KOSPI,511
102460,이연제약,KOSPI,11360
084680,이월드,KOSPI,1335
350520,이지스레지던스리츠,KOSPI,3935
334890,이지스밸류플러스리츠,KOSPI,4200
000760,이화산업,KOSPI,15620
014990,인디에프,KOSPI,862
101140,인바이오젠,KOSPI,10320
006490,인스코비,KOSPI,652
023800,인지컨트롤스,KOSPI,6410
034590,인천도시가스,KOSPI,26500
129260,인터지스,KOSPI,2595
023810,인팩,KOSPI,7470
249420,일동제약,KOSPI,37550
000230,일동홀딩스,KOSPI,13650
013360,일성건설,KOSPI,2190
003120,일성아이에스,KOSPI,22300
003200,일신방직,KOSPI,13230
007110,일신석재,KOSPI,1669
007570,일양약품,KOSPI,13050
007575,일양약품우,KOSPI,12980
008500,일정실업,KOSPI,3090
081000,일진다이아,KOSPI,12330
020760,일진디스플,KOSPI,902
103590,일진전기,KOSPI,54700
271940,일진하이솔루스,KOSPI,14100
015860,일진홀딩스,KOSPI,7190
226320,잇츠한불,KOSPI,11580
317400,자이에스앤디,KOSPI,4600
033240,자화전자,KOSPI,23000
000950,전방,KOSPI,38000
079900,전진건설로봇,KOSPI,48350
348950,제이알글로벌리츠,KOSPI,2890
194370,제이에스코퍼레이션,KOSPI,14700
030000,제일기획,KOSPI,23150
271980,제일약품,KOSPI,16080
001560,제일연마,KOSPI,9870
002620,제일파마홀딩스,KOSPI,8210
006220,제주은행,KOSPI,11660
089590,제주항공,KOSPI,5290
004910,조광페인트,KOSPI,5180
004700,조광피혁,KOSPI,70300
001550,조비,KOSPI,11490
462520,조선내화,KOSPI,14560
120030,조선선재,KOSPI,99600
018470,조일알미늄,KOSPI,1242
002600,조흥,KOSPI,156700
185750,종근당,KOSPI,87000
063160,종근당바이오,KOSPI,20900
001630,종근당홀딩스,KOSPI,49150
109070,주성코퍼레이션,KOSPI,812
044380,주연테크,KOSPI,429
013890,지누스,KOSPI,12650
013870,지엠비코리아,KOSPI,3990
071320,지역난방공사,KOSPI,102600
088790,진도,KOSPI,2005
003780,진양산업,KOSPI,6800
010640,진양폴리,KOSPI,3610
100250,진양홀딩스,KOSPI,3370
051630,진양화학,KOSPI,2730
272450,진에어,KOSPI,6950
011000,진원생명과학,KOSPI,2005
002780,진흥기업,KOSPI,759
002787,진흥기업2우B,KOSPI,9080
002785,진흥기업우B,KOSPI,4270
025620,차AI헬스케어,KOSPI,11220
009310,참엔지니어링,KOSPI,1108
000650,천일고속,KOSPI,318500
033250,체시스,KOSPI,1016
035720,카카오,KOSPI,58200
323410,카카오뱅크,KOSPI,21750
377300,카카오페이,KOSPI,45900
006380,카프로,KOSPI,3660
001620,케이비아이동국실업,KOSPI,494
029460,케이씨,KOSPI,24950
281820,케이씨텍,KOSPI,37100
381970,케이카,KOSPI,16650
145270,케이탑리츠,KOSPI,969
417310,코람코더원리츠,KOSPI,8380
357120,코람코라이프인프라리츠,KOSPI,4355
007815,코리아써우,KOSPI,10890
007810,코리아써키트,KOSPI,35100
00781K,코리아써키트2우B,KOSPI,9260
003690,코리안리,KOSPI,11610
192820,코스맥스,KOSPI,168700
044820,코스맥스비티아이,KOSPI,13860
005070,코스모신소재,KOSPI,46600
005420,코스모화학,KOSPI,15380
071950,코아스,KOSPI,3455
002020,코오롱,KOSPI,51300
