시장,종목명,종목코드,업종,종가,거래대금(억원),시가총액(억원),거래대금(원),RSI14,MFI14,이격도,BB_BW,TTM_SQUEEZE,TTM_SQUEEZE_CNT,BB_SQUEEZE_BW,ret_1d_%,ret_5d_%,ret_10d_%,ret_20d_%,ret_60d_%,ret_120d_%,rel_20d_%,rel_60d_%,rel_120d_%,RES_RATIO,RES_RATIO_NEAR,IS_ABOVE_POC,POC_GAP,NEAR_THRES,Low_Trend_PCT,RSI_Rising,BB_Expanding,Vol_Quality,Range_Pos,추천매수가,손절가,추천매도가1,추천매도가2,추천매도가3,TP1_METHOD,TP1_PROB,TP2_METHOD,TP2_PROB,TP3_METHOD,TP3_PROB,EXEC_RULE_ID,STOP_PCT,MAX_LOSS_PCT,RR_MULT,STOP_REASON,ENTRY_ACTION,POSITION_PCT,TRIGGER,Above_MA20,SUPERTREND_DIR,SUPERTREND_VAL,VWAP,VWAP_GAP,MACD_Slope_PCT,거래강도,V_POWER,IS_SWING_SUPPORT,주봉20선_상회,주봉추세,HMA20,HMA_Trend,HMA_On,OBV_Div,외인순매수,기관순매수,메이저순매수,gap_pct,_data_length,consecutive_limit_up,MTF_WEEKLY_TREND,MTF_MONTHLY_TREND,MTF_DATA_SUFFICIENT,개인순매수,업종_상세,업종_대분류,SECTOR_RET_5D,SECTOR_RS,SECTOR_RANK,ML_SCORE,TRIGGER_SCORE,RAW_TRIGGER_SCORE,EBS,PASS_EBS,STRUCT_SCORE,TIMING_SCORE,AI_SCORE,FINAL_SCORE,DISPLAY_SCORE,W_STRUCT,W_TIMING,W_AI,SCORING_AXES,BLOCK_REASON
KOSDAQ,SKAI,357880,소프트웨어 개발 및 공급업,3710,739.88,1849.5,73987718862.0,75.3,87.6,57.13,91.34,0,0,0,21.64,51.74,32.26,153.76,128.59,72.16,147.19,108.68,36.32,0.0,0.0,1,73.98,12.0,34.52,1,0,1.2,0.9,2480.0,2105.0,3965.0,4120.0,4660.0,SWING_20D,80,ATR_3.5x,45,FIBO_1.272,40,v1_sl_first_gap_at_open,15.12,6.0,4.0,NORMAL+PM_BLOCK_INTRADAY+EF:극단갭(0.5%)/급등(21.6%) → 진입 보류+ENTRY:hold,hold,0.0,,1,1,2100.5,2440,52.01,0.4898,2.42,2.4,False,O,▲,2839,▲,O,X,0,0,0,0.49,250,0,1,1,1,0.0,소프트웨어 개발 및 공급업,IT/전기전자,16.111184210526318,18.54263157894737,4.0,76.9,61.45656277843389,61.45656277843389,6,1,83.5,68.3,76.9,76.1,76.1,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,[연속급등: 5일 수익률 40%+ 과열]
KOSDAQ,케이엠더블유,032500,통신 및 방송 장비 제조업,26150,734.78,10797.7,73477584475.0,64.1,80.2,35.72,51.0,0,0,0,5.87,52.03,37.27,42.12,77.77,95.29,35.55,57.86,59.45,0.0,0.0,1,49.81,12.0,-15.7,0,0,2.14,0.88,20250.0,17190.0,27600.0,31300.0,35950.0,SWING_20D,80,FIBO_1.272,40,FIBO_1.618,25,v1_sl_first_gap_at_open,15.11,5.0,2.4,NORMAL+PM_BLOCK_INTRADAY+EF:정상,enter,100.0,,1,1,18441.0,19316,35.38,0.9658,4.72,3.13,False,O,▲,19280,▲,O,X,-575,6067,5492,1.62,250,0,1,1,1,0.0,통신 및 방송 장비 제조업,IT/전기전자,16.111184210526318,18.54263157894737,4.0,62.1,28.0,28.0,6,1,53.2,51.1,62.1,54.1,54.1,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,[연속급등: 5일 수익률 40%+ 과열]
KOSDAQ,성우하이텍,015750,자동차 신품 부품 제조업,11310,734.3,9048.0,73430487690.0,65.7,88.9,33.04,47.85,0,0,0,6.2,45.94,28.52,56.22,59.97,87.87,49.65,40.06,52.03,0.046,0.046,1,44.95,12.0,-7.73,0,0,0.99,0.87,8930.0,7580.0,11990.0,12530.0,13500.0,SWING_20D,80,ATR_3.5x,45,FIBO_1.272,40,v1_sl_first_gap_at_open,15.12,5.0,2.3,NORMAL+PM_BLOCK_INTRADAY+EF:갭(11.7%)/급등(6.2%)/VI → 50% 분할+ENTRY:split,split,50.0,,1,1,7721.0,8549,32.28,0.8628,2.67,-0.87,False,O,▲,8879,▲,O,X,0,0,0,11.74,250,0,1,1,1,0.0,자동차 신품 부품 제조업,자동차·모빌리티,3.8643750000000003,12.211875000000001,8.0,79.5,37.489422825864125,37.489422825864125,2,0,40.4,45.8,79.5,50.4,50.4,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,[연속급등: 5일 수익률 40%+ 과열]
KOSDAQ,에치에프알,230240,통신 및 방송 장비 제조업,27600,660.77,3673.3,66077251100.0,70.9,85.2,58.47,62.64,0,3,0,29.88,65.57,72.07,71.22,120.98,52.74,64.65,101.07,16.9,0.0,0.0,1,52.84,12.0,-6.62,0,0,2.7,1.0,18290.0,15540.0,27600.0,32050.0,37600.0,SWING_20D,80,FIBO_1.272,40,FIBO_1.618,25,v1_sl_first_gap_at_open,15.04,6.0,3.4,NORMAL+PM_BLOCK_INTRADAY+EF:극단갭(13.2%)/급등(29.9%) → 진입 보류+ENTRY:hold,hold,0.0,,1,1,16820.0,17321,59.34,0.7298,5.95,3.9,False,O,▲,18234,▲,O,X,0,0,0,13.18,250,2,1,1,1,0.0,통신 및 방송 장비 제조업,IT/전기전자,16.111184210526318,18.54263157894737,4.0,29.6,76.0,76.0,4,1,55.0,94.4,29.6,65.7,65.7,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,[연속급등: 5일 수익률 40%+ 과열][상한가연속: 연속 상한가 2회+]
KOSDAQ,센서뷰,321370,전자부품 제조업,3415,594.41,1763.8,59441019413.0,59.9,80.0,26.99,77.58,0,0,0,-2.57,64.98,45.01,-4.87,240.82,165.76,-11.44,220.91,129.92,0.175,0.175,1,1.84,12.0,-21.38,0,0,2.17,0.81,2825.0,2400.0,3835.0,5140.0,6270.0,SWING_20D,80,SWING_60D,60,FIBO_1.272,40,v1_sl_first_gap_at_open,15.04,6.0,2.4,NORMAL+PM_BLOCK_INTRADAY+EF:정상,enter,100.0,,1,1,2097.3,2728,25.15,1.4326,1.83,1.89,False,O,▲,2685,▲,O,X,0,0,0,1.57,249,0,1,1,1,0.0,전자부품 제조업,IT/전기전자,16.111184210526318,18.54263157894737,4.0,38.3,64.0,64.0,6,1,52.2,85.1,38.3,62.6,62.6,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,[연속급등: 5일 수익률 40%+ 과열]
KOSPI,흥아해운,003280,해상 운송업,2110,463.96,5073.0,46396219007.0,55.7,41.7,1.78,71.58,0,0,0,-3.43,-25.04,12.17,23.25,29.93,27.88,16.68,10.02,-7.96,0.204,0.115,1,12.71,12.0,7.49,0,0,1.89,0.27,2110.0,1793.0,3290.0,3765.0,4365.0,SWING_20D,80,FIBO_1.272,40,FIBO_1.618,25,v1_sl_first_gap_at_open,15.02,5.0,3.7,NORMAL+PM_BLOCK_INTRADAY+EF:정상,enter,100.0,,1,1,1992.4,2425,-13.02,-1.2055,0.49,-2.28,False,O,▲,2561,▼,X,X,0,0,0,3.2,250,0,1,1,1,0.0,해상 운송업,기타,6.9355932203389825,12.303474576271187,6.0,91.4,27.137551280763468,27.137551280763468,6,1,87.1,39.2,91.4,68.8,68.8,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,[급락종목: 5일 -25% 이하 급락]
KOSDAQ,엠케이전자,033160,전자부품 제조업,13450,423.39,3072.3,42338689245.0,65.9,89.9,31.53,45.42,0,0,0,4.34,45.41,31.22,35.04,56.58,56.4,28.47,36.67,20.56,0.0,0.0,1,43.07,12.0,-17.01,0,0,2.68,0.91,10740.0,9120.0,13950.0,15560.0,17600.0,SWING_20D,80,FIBO_1.272,40,FIBO_1.618,25,v1_sl_first_gap_at_open,15.08,6.0,2.0,NORMAL+PM_BLOCK_INTRADAY+EF:정상,enter,100.0,,1,1,9712.0,10378,29.59,0.9207,4.11,3.45,False,O,▲,10251,▲,O,X,0,0,0,0.0,250,0,1,1,1,0.0,전자부품 제조업,IT/전기전자,16.111184210526318,18.54263157894737,4.0,81.7,56.0,56.0,4,1,53.6,82.2,81.7,70.7,70.7,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,[연속급등: 5일 수익률 40%+ 과열]
KOSDAQ,라이콤,388790,통신 및 방송 장비 제조업,4900,416.85,1499.9,41684681488.0,74.4,93.9,50.39,65.69,0,1,0,11.49,50.31,49.85,96.79,94.06,111.21,90.22,74.15,75.37,0.0,0.0,1,99.11,12.0,8.38,0,0,4.24,0.86,3420.0,2905.0,5270.0,6070.0,7080.0,SWING_20D,80,FIBO_1.272,40,FIBO_1.618,25,v1_sl_first_gap_at_open,15.06,6.0,3.6,NORMAL+PM_BLOCK_INTRADAY+EF:갭(1.0%)/급등(11.5%)/VI → 50% 분할+ENTRY:split,split,50.0,,1,1,3093.0,3310,48.02,0.803,3.73,2.31,False,O,▲,3704,▲,O,X,0,0,0,1.02,250,0,1,1,1,0.0,통신 및 방송 장비 제조업,IT/전기전자,16.111184210526318,18.54263157894737,4.0,70.7,10.0,10.0,6,1,92.9,31.1,70.7,63.7,63.7,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,[연속급등: 5일 수익률 40%+ 과열]
KOSDAQ,대명에너지,389260,건물 건설업,21900,405.85,3923.7,40585131930.0,54.0,89.9,14.82,38.09,0,0,0,22.07,40.56,11.17,12.42,14.78,-6.01,5.85,-5.13,-41.85,0.097,0.097,1,5.97,12.0,-25.6,0,0,1.2,0.75,19800.0,16830.0,24600.0,27750.0,,SWING_20D,80,ATR_3.5x,45,,0,v1_sl_first_gap_at_open,15.0,6.0,1.6,NORMAL+PM_BLOCK_INTRADAY+EF:극단갭(-1.3%)/급등(22.1%) → 진입 보류+ENTRY:hold,hold,0.0,,1,1,11299.0,19351,13.17,0.5719,5.6,1.54,False,O,▼,17224,▲,O,X,0,0,0,-1.34,250,0,-1,-1,1,0.0,건물 건설업,건설·부동산,20.55,27.548750000000002,1.0,74.8,40.70475625819193,40.70475625819193,6,1,21.4,66.3,74.8,50.0,50.0,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,[연속급등: 5일 수익률 40%+ 과열]
KOSDAQ,큐리언트,115180,자연과학 및 공학 연구개발업,49850,388.92,18561.1,38891545125.0,71.5,82.9,35.53,71.78,0,0,0,1.73,44.28,54.33,53.38,73.69,293.14,46.81,53.78,257.3,0.085,0.085,1,72.96,12.0,-17.66,0,0,1.3,0.65,38600.0,32800.0,62900.0,73400.0,86800.0,SWING_20D,80,FIBO_1.272,40,FIBO_1.618,25,v1_sl_first_gap_at_open,15.03,5.0,4.2,NORMAL+PM_BLOCK_INTRADAY+EF:정상,enter,100.0,,1,1,35840.0,36952,34.9,0.9261,1.31,1.09,False,O,▲,43391,▲,O,X,0,0,0,1.43,250,0,1,1,1,0.0,자연과학 및 공학 연구개발업,기타,6.9355932203389825,12.303474576271187,6.0,88.8,62.5,62.5,4,1,41.0,83.0,88.8,67.4,67.4,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,[연속급등: 5일 수익률 40%+ 과열]
KOSDAQ,아모센스,357580,전자부품 제조업,24050,379.9,2802.9,37990256080.0,73.5,93.3,61.09,77.75,0,1,0,19.95,59.8,76.32,74.53,230.36,178.68,67.96,210.45,142.84,0.0,0.0,1,168.7,12.0,21.18,1,0,2.7,0.96,15680.0,13320.0,24600.0,29500.0,35750.0,SWING_20D,80,FIBO_1.272,40,FIBO_1.618,25,v1_sl_first_gap_at_open,15.05,6.0,3.8,NORMAL+PM_BLOCK_INTRADAY+EF:극단갭(2.2%)/급등(20.0%) → 진입 보류+ENTRY:hold,hold,0.0,,1,1,12773.0,14118,70.34,0.6458,3.27,3.45,False,O,▲,17563,▲,O,X,0,0,0,2.24,250,0,1,1,1,0.0,전자부품 제조업,IT/전기전자,16.111184210526318,18.54263157894737,4.0,49.3,73.35487948939294,73.35487948939294,6,1,94.4,100.0,49.3,87.6,87.6,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,[연속급등: 5일 수익률 40%+ 과열]
KOSDAQ,태웅,044490,기타 금속 가공제품 제조업,49100,343.57,9823.6,34357438400.0,68.6,88.7,36.85,71.65,0,0,0,2.4,42.11,43.15,72.89,90.68,39.89,66.32,70.77,4.05,0.018,0.018,1,52.83,12.0,-6.22,1,0,1.43,0.87,37650.0,32000.0,52400.0,60100.0,69900.0,SWING_20D,80,FIBO_1.272,40,FIBO_1.618,25,v1_sl_first_gap_at_open,15.01,5.0,2.6,NORMAL+PM_BLOCK_INTRADAY+EF:정상,enter,100.0,,1,1,34835.0,35487,38.36,0.8811,1.04,1.9,False,O,▲,42707,▲,O,X,0,0,0,1.36,250,0,1,1,1,0.0,기타 금속 가공제품 제조업,기타,6.9355932203389825,12.303474576271187,6.0,68.8,86.00917571693637,86.00917571693637,4,1,45.9,100.0,68.8,72.1,72.1,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,[연속급등: 5일 수익률 40%+ 과열]
KOSDAQ,한선엔지니어링,452280,기타 금속 가공제품 제조업,14230,331.33,2542.5,33132521305.0,68.2,76.8,39.74,47.22,0,0,0,29.95,57.94,34.37,41.59,59.35,65.08,35.02,39.44,29.24,0.0,0.0,1,27.6,12.0,-19.92,0,0,1.79,1.0,10690.0,9080.0,14230.0,15970.0,18180.0,SWING_20D,80,FIBO_1.272,40,FIBO_1.618,25,v1_sl_first_gap_at_open,15.06,6.0,2.2,NORMAL+PM_BLOCK_INTRADAY+EF:극단갭(8.7%)/급등(30.0%) → 진입 보류+ENTRY:hold,hold,0.0,,1,1,9114.0,10650,33.61,0.7959,6.05,3.84,False,O,▲,9660,▲,O,X,0,0,0,8.68,250,1,1,1,1,0.0,기타 금속 가공제품 제조업,기타,6.9355932203389825,12.303474576271187,6.0,66.9,64.0,64.0,4,1,52.4,81.1,66.9,66.8,66.8,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,[연속급등: 5일 수익률 40%+ 과열]
KOSDAQ,에이치엠넥스,036170,반도체 제조업,5200,237.49,3191.0,23749215017.0,93.5,95.9,91.73,152.7,0,0,0,17.12,70.49,92.59,219.8,507.48,479.06,213.23,487.57,443.22,0.0,0.0,1,221.43,12.0,48.98,1,0,1.79,0.94,2850.0,2420.0,5420.0,6670.0,8260.0,SWING_20D,80,FIBO_1.272,40,FIBO_1.618,25,v1_sl_first_gap_at_open,15.09,6.0,6.0,NORMAL+PM_BLOCK_INTRADAY+EF:극단갭(0.0%)/급등(17.1%) → 진입 보류+ENTRY:hold,hold,0.0,,1,1,2878.0,2362,120.15,0.7115,1.24,2.44,False,O,▲,4128,▲,O,X,0,0,0,0.0,250,0,1,1,1,0.0,반도체 제조업,반도체,8.497142857142856,24.975714285714286,2.0,33.4,89.57559274517632,89.57559274517632,6,1,91.5,100.0,33.4,83.3,83.3,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,[연속급등: 5일 수익률 40%+ 과열][RSI극단: RSI 85+ 극단과열]
KOSDAQ,아이엘,307180,전구 및 조명장치 제조업,5380,175.27,1809.6,17527473174.0,49.0,60.9,-8.93,111.1,0,0,0,2.67,-28.74,-26.7,46.2,79.93,107.72,39.63,60.02,71.88,0.191,0.095,1,35.13,12.0,-4.01,1,0,1.14,0.27,5380.0,4570.0,9800.0,10180.0,11720.0,SWING_20D,80,ATR_3.5x,45,FIBO_1.272,40,v1_sl_first_gap_at_open,15.06,6.0,5.5,NORMAL+WARN:ATR%=21.8% > 20% — 이상치 의심+PM_BLOCK_INTRADAY+EF:정상,enter,100.0,,0,-1,8860.0,4858,10.73,-1.2393,0.66,-0.22,False,O,▲,5569,▼,X,X,0,0,0,1.72,250,0,1,1,1,0.0,전구 및 조명장치 제조업,기타,6.9355932203389825,12.303474576271187,6.0,69.4,31.616626159724692,31.616626159724692,4,1,14.9,39.5,69.4,35.6,35.6,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,[급락종목: 5일 -25% 이하 급락]
