종목코드,종목명,시장,업종,업종_상세,업종_대분류,종가,거래대금(억원),시가총액(억원),추천매수가,손절가,추천매도가1,추천매도가2,RANK_SCORE,LDY_SCORE,ENTRY_SCORE,ROUTE,REGIME,ret_20d_%,ret_120d_%,rel_20d_%,rel_60d_%,rel_120d_%,TTM_SQUEEZE_CNT,NORM_RR,NORM_T1,NORM_SL,NORM_NEAR,NORM_MOM,NORM_LIQ,NORM_TEC,RSI14,MFI14,이격도,MACD_Hist,MACD_Slope_PCT,거래강도,V_POWER,SUPERTREND_VAL,SUPERTREND_DIR,BB_BW,BB_SQUEEZE_BW,TTM_SQUEEZE,BB_SQUEEZE,Above_MA20,IS_SWING_SUPPORT,ret_5d_%,ret_10d_%,ret_60d_%,EBS,통과,근거,ATR_MULT,SECTOR_RET_5D,SECTOR_RANK,RR1,Now%,ST_DIR,AI_COMMENT,MKT_BREADTH_ALL_%,MKT_BREADTH_KOSPI_%,MKT_BREADTH_KOSDAQ_%,MKT_TEMP,TOP_SECTORS_5D,REGIME_RANK,LDY_RANK,기준일,시총기준일,벤치_60d_KOSPI_%,벤치_60d_KOSDAQ_%,60일_종목수익률_%,60일_초과수익(α)_%,오늘종가,전일추천매수가,전일→오늘_수익률%,검증기준일,비교대상추천일
376900,로킷헬스케어,KOSDAQ,의료용품 및 기타 의약 관련제품 제조업,의료용품 및 기타 의약 관련제품 제조업,기타,71100,805.3,11135.3,71100,66100,77100,83100,81.3,99.8,93.4,🔁 MR (반전),⑤ 하락 / 약세,38.33,370.55,33.77,310.98,356.8,0,0.98,0.96,1.0,1.0,0.71,0.95,0.65,47.8,68.7,-3.53,-1435.535,0.0126,0.72,-0.43,61360,1,36.82,0,0,0,0,True,-2.07,-14.34,318.73,5,★,"RSI적정, MACD상승, 정배열(단), 장기추세(120↑), 자금유입",2.0,3.585636363636364,6.0,1.2,0.0,1,🧱 구조적 지지선(Swing Low) 근접. 📉 매도세 우위. 💸 자금 유입 지속. 📈 상승 모멘텀 개선.  (강력 매수),61.7,58.0,65.8,🌤 중립,1.유통·소비재(+16.1%) / 2.철강·금속(+8.0%) / 3.미디어·콘텐츠(+5.0%) / 4.바이오·의약품(+4.8%) / 5.건설·부동산(+3.7%),5,21,20251217,20251217,18.84,7.75,318.73,310.98,70800,71100,-0.42194092827003704,20251218,20251217
347850,디앤디파마텍,KOSDAQ,자연과학 및 공학 연구개발업,자연과학 및 공학 연구개발업,기타,90000,2274.83,39082.7,90000,83700,97600,105200,81.3,100.0,93.3,🔺 Watch (관찰·돌파예상),⑤ 하락 / 약세,-0.33,179.66,-4.89,110.74,165.91,0,0.99,0.97,1.0,1.0,0.7,1.0,0.68,46.6,51.0,-3.43,-1553.2364,0.3447,1.14,-0.02,74790,1,26.09,0,0,0,0,False,3.09,-6.74,118.49,4,,"RSI적정, MACD상승, 정배열(단), 장기추세(120↑)",2.0,3.585636363636364,6.0,1.2063492063492065,0.0,1,📉 매도세 우위. 🚀 단기 모멘텀 가속.  (강력 매수),61.7,58.0,65.8,🌤 중립,1.유통·소비재(+16.1%) / 2.철강·금속(+8.0%) / 3.미디어·콘텐츠(+5.0%) / 4.바이오·의약품(+4.8%) / 5.건설·부동산(+3.7%),5,22,20251217,20251217,18.84,7.75,118.49,110.74,90400,90000,0.4444444444444473,20251218,20251217
034020,두산에너빌리티,KOSPI,일반 목적용 기계 제조업,일반 목적용 기계 제조업,조선·기계·설비,75500,3015.15,483623.7,75500,70200,81900,88200,80.6,81.8,83.7,↩️ PULL (눌림),③ 박스 / 중립,1.48,9.58,-1.75,4.32,-21.12,1,0.99,0.97,1.0,1.0,0.01,1.0,0.75,44.6,44.0,-1.54,-54.4337,-0.045,0.98,-0.23,85040,-1,10.97,0,1,1,0,True,-1.69,-3.7,23.16,2,,"정배열(단), 장기추세(120↑)",1.8,-1.8196491228070173,13.0,1.2075471698113207,0.0,-1,🌪️ 에너지 응축 시작 (1일차). 🧱 구조적 지지선(Swing Low) 근접. 📉 매도세 우위. ✅ 20일선 눌림목 구간. (매수 유효),61.7,58.0,65.8,🌤 중립,1.유통·소비재(+16.1%) / 2.철강·금속(+8.0%) / 3.미디어·콘텐츠(+5.0%) / 4.바이오·의약품(+4.8%) / 5.건설·부동산(+3.7%),3,23,20251217,20251217,18.84,7.75,23.16,4.32,74500,75500,-1.3245033112582738,20251218,20251217
064760,티씨케이,KOSDAQ,기타 비금속 광물제품 제조업,기타 비금속 광물제품 제조업,반도체,146000,138.75,17045.5,146000,135700,158300,170600,80.4,74.1,87.6,↩️ PULL (눌림),⑤ 하락 / 약세,-6.65,43.14,-11.21,-9.76,29.39,1,0.98,0.96,1.0,1.0,0.22,0.05,0.64,52.6,49.2,-0.06,226.1528,-0.048,1.93,-0.67,157330,-1,9.17,1,1,1,0,False,-0.75,-2.28,-2.01,5,★,"RSI적정, 20선근접, 거래량↑, 장기추세(120↑), MACD>Sig",1.8,-2.9210000000000003,16.0,1.194174757281553,0.0,-1,🌪️ 에너지 응축 시작 (1일차). 📉 매도세 우위. ✅ 20일선 눌림목 구간.,61.7,58.0,65.8,🌤 중립,1.유통·소비재(+16.1%) / 2.철강·금속(+8.0%) / 3.미디어·콘텐츠(+5.0%) / 4.바이오·의약품(+4.8%) / 5.건설·부동산(+3.7%),5,24,20251217,20251217,18.84,7.75,-2.01,-9.76,139400,146000,-4.520547945205477,20251218,20251217
006800,미래에셋증권,KOSPI,금융 지원 서비스업,금융 지원 서비스업,서비스 기타,20450,1145.18,116629.7,20450,19010,22200,23900,80.1,80.2,83.6,↩️ PULL (눌림),⑤ 하락 / 약세,-7.67,-9.31,-10.9,-25.89,-40.01,5,0.99,0.98,1.0,1.0,0.0,1.0,0.51,31.2,44.0,-5.66,-54.3853,-0.0334,1.8,-1.28,23010,-1,9.29,1,1,1,0,True,-4.44,-8.09,-7.05,0,,거래량↑,1.8,0.5161904761904762,10.0,1.2152777777777777,0.0,-1,🌪️ 5일 연속 응축 중! 폭발 임박. 🧱 구조적 지지선(Swing Low) 근접. 📉 매도세 우위. 📉 과매도 기술적 반등 기대. (매수 유효),61.7,58.0,65.8,🌤 중립,1.유통·소비재(+16.1%) / 2.철강·금속(+8.0%) / 3.미디어·콘텐츠(+5.0%) / 4.바이오·의약품(+4.8%) / 5.건설·부동산(+3.7%),5,25,20251217,20251217,18.84,7.75,-7.05,-25.89,22100,20450,8.068459657701709,20251218,20251217
006260,LS,KOSPI,기타 금융업,기타 금융업,금융,187500,583.88,59437.5,187500,174300,207500,227000,80.0,89.4,87.5,🔺 Watch (상승 준비),④ 바닥 반등 시도,-1.83,1.46,-5.06,-18.84,-29.24,0,1.0,1.0,1.0,1.0,0.38,0.65,0.72,54.5,54.7,1.72,1220.668,0.0714,1.71,0.65,198240,-1,14.0,0,0,0,1,True,1.19,4.05,0.0,6,★,"RSI적정, MACD상승, 20선근접, 거래량↑, 장기추세(120↑), MACD>Sig",2.0,2.1648571428571426,7.0,1.5151515151515151,0.0,-1,🧱 구조적 지지선(Swing Low) 근접. 🚀 단기 모멘텀 가속. ✅ 20일선 눌림목 구간. (매수 유효),61.7,58.0,65.8,🌤 중립,1.유통·소비재(+16.1%) / 2.철강·금속(+8.0%) / 3.미디어·콘텐츠(+5.0%) / 4.바이오·의약품(+4.8%) / 5.건설·부동산(+3.7%),4,26,20251217,20251217,18.84,7.75,0.0,-18.84,182200,187500,-2.826666666666666,20251218,20251217
042700,한미반도체,KOSPI,특수 목적용 기계 제조업,특수 목적용 기계 제조업,반도체,119900,693.37,114279.3,119900,111500,130000,140100,80.0,79.1,84.1,↩️ PULL (눌림),② 상승 후 조정,-0.66,29.2,-3.89,12.92,-1.5,7,0.98,0.96,1.0,1.0,0.04,0.8,0.74,40.9,55.1,-0.84,-114.1148,-0.0168,0.65,0.2,131255,-1,9.06,1,1,1,0,True,-0.99,-1.32,31.76,2,,"20선근접, 장기추세(120↑)",1.8,-2.9210000000000003,16.0,1.2023809523809523,0.0,-1,🌪️ 7일 연속 응축 중! 폭발 임박. 🧱 구조적 지지선(Swing Low) 근접. 📉 매도세 우위. ✅ 20일선 눌림목 구간.,61.7,58.0,65.8,🌤 중립,1.유통·소비재(+16.1%) / 2.철강·금속(+8.0%) / 3.미디어·콘텐츠(+5.0%) / 4.바이오·의약품(+4.8%) / 5.건설·부동산(+3.7%),2,27,20251217,20251217,18.84,7.75,31.76,12.92,116400,119900,-2.9190992493744794,20251218,20251217
067310,하나마이크론,KOSDAQ,반도체 제조업,반도체 제조업,반도체,24450,310.44,16229.5,24450,22700,26550,28600,79.6,73.9,86.3,↩️ PULL (눌림),② 상승 후 조정,-3.55,99.59,-8.11,23.07,85.84,12,0.98,0.98,1.0,1.0,0.14,0.28,0.76,43.1,52.9,-0.68,-138.709,-0.127,0.89,0.02,27055,-1,13.92,0,1,1,0,False,-3.17,-3.74,30.82,2,,"20선근접, 장기추세(120↑)",1.8,-2.9210000000000003,16.0,1.2,0.0,-1,🌪️ 12일 연속 응축 중! 폭발 임박. 📉 매도세 우위. ✅ 20일선 눌림목 구간.,61.7,58.0,65.8,🌤 중립,1.유통·소비재(+16.1%) / 2.철강·금속(+8.0%) / 3.미디어·콘텐츠(+5.0%) / 4.바이오·의약품(+4.8%) / 5.건설·부동산(+3.7%),2,28,20251217,20251217,18.84,7.75,30.82,23.07,24350,24450,-0.4089979550102263,20251218,20251217
013990,아가방컴퍼니,KOSDAQ,생활용품 도매업,생활용품 도매업,기타,4640,77.73,1526.0,4625,4265,5060,5490,79.2,71.4,77.9,🔻 REV (역추세 반등),④ 바닥 반등 시도,5.1,-18.45,0.54,-15.69,-32.2,5,0.92,1.0,0.93,0.93,0.41,0.0,0.21,60.0,80.6,3.29,24.539,0.1191,8.7,-1.19,4663,-1,7.46,1,1,1,1,False,6.42,2.54,-7.94,5,★,"RSI적정, MACD상승, 20선근접, 거래량↑, 자금유입, MACD>Sig",2.5,3.585636363636364,6.0,1.12,0.3243243243243243,-1,🌪️ 5일 연속 응축 중! 폭발 임박. 📉 매도세 우위. 💰 외국인/기관 수급 집중. 🚀 단기 모멘텀 가속. ,61.7,58.0,65.8,🌤 중립,1.유통·소비재(+16.1%) / 2.철강·금속(+8.0%) / 3.미디어·콘텐츠(+5.0%) / 4.바이오·의약품(+4.8%) / 5.건설·부동산(+3.7%),4,29,20251217,20251217,18.84,7.75,-7.94,-15.69,4465,4625,-3.4594594594594574,20251218,20251217
139130,iM금융지주,KOSPI,기타 금융업,기타 금융업,금융,14570,100.44,23611.4,14570,13830,15680,16790,79.2,75.5,75.6,🔺 Watch (관찰·돌파예상),④ 바닥 반등 시도,3.33,20.12,0.1,-16.88,-10.58,11,1.0,0.87,0.66,1.0,0.32,0.0,0.66,56.2,46.3,1.61,-27.1435,0.0287,1.56,-0.09,13767,1,5.16,1,1,1,1,True,2.39,0.21,1.96,6,★,"RSI적정, MACD상승, 20선근접, 거래량↑, 정배열(단), 장기추세(120↑)",1.8,2.1648571428571426,7.0,1.5,0.0,1,🌪️ 11일 연속 응축 중! 폭발 임박. 🧱 구조적 지지선(Swing Low) 근접. 📉 매도세 우위. 🚀 단기 모멘텀 가속. ✅ 20일선 눌림목 구간.,61.7,58.0,65.8,🌤 중립,1.유통·소비재(+16.1%) / 2.철강·금속(+8.0%) / 3.미디어·콘텐츠(+5.0%) / 4.바이오·의약품(+4.8%) / 5.건설·부동산(+3.7%),4,30,20251217,20251217,18.84,7.75,1.96,-16.88,14490,14570,-0.5490734385724116,20251218,20251217
