종목코드,종목명,시장,업종,업종_상세,업종_대분류,종가,거래대금(억원),시가총액(억원),추천매수가,손절가,추천매도가1,추천매도가2,RANK_SCORE,LDY_SCORE,ENTRY_SCORE,NEWS_SCORE,NEWS_REASON,ROUTE,REGIME,ret_20d_%,ret_120d_%,rel_20d_%,rel_60d_%,rel_120d_%,TTM_SQUEEZE_CNT,NORM_RR,NORM_T1,NORM_SL,NORM_NEAR,NORM_MOM,NORM_LIQ,NORM_TEC,RSI14,MFI14,이격도,VWAP,VWAP_GAP,캔들패턴,MACD_Hist,MACD_Slope_PCT,거래강도,V_POWER,SUPERTREND_VAL,SUPERTREND_DIR,BB_BW,BB_SQUEEZE_BW,TTM_SQUEEZE,BB_SQUEEZE,Above_MA20,IS_SWING_SUPPORT,ret_5d_%,ret_10d_%,ret_60d_%,주봉20선_상회,주봉추세,EBS,통과,근거,ATR_MULT,추천수량,추천금액(만원),HMA20,HMA_Trend,HMA_On,OBV_Div,SECTOR_RET_5D,SECTOR_RS,SECTOR_RANK,RR1,Now%,ST_DIR,AI_COMMENT,ML_SCORE,TOTAL_SCORE,켈리_수량,켈리_금액(원),MKT_BREADTH_ALL_%,MKT_BREADTH_KOSPI_%,MKT_BREADTH_KOSDAQ_%,MKT_TEMP,TOP_SECTORS_5D,REGIME_RANK,LDY_RANK,기준일,시총기준일,벤치_60d_KOSPI_%,벤치_60d_KOSDAQ_%,60일_종목수익률_%,60일_초과수익(α)_%
204270,제이앤티씨,KOSDAQ,전자부품 제조업,전자부품 제조업,IT/전기전자,19860,70.96,,19860,18460,21950,24000,62.6,57.3,64.3,0.0,,↩️ PULL (눌림),④ 바닥 반등 시도,3.65,19.28,1.2,-32.5,0.51,1,0.57,0.57,1.0,1.0,0.16,0.0,0.71,36.2,34.2,-1.21,20540,-3.31,,173.7251,0.1326,1.39,-1.16,22365,-1,13.16,0,1,1,0,True,-0.7,-1.44,-22.27,X,▲,0,,"주봉추세우상향, 주봉역배열주의, MACD상승, 거래량↑, MACD>Sig",1.8,45,90.1,20064,▲,X,X,6.8311111111111105,15.4375,2.0,1.4928571428571429,0.0,-1,🌪️ 에너지 응축 시작 (1일차). 🧱 구조적 지지선(Swing Low) 근접. 📉 매도세 우위. 🚀 단기 모멘텀 가속. ✅ 20일선 눌림목 구간.,90.4000015258789,70.9,45,900502,61.9,51.1,72.0,🌤 중립,1.철강·금속(+13.9%) / 2.IT/전기전자(+12.0%) / 3.반도체(+11.6%) / 4.조선·기계·설비(+11.2%) / 5.기타(+9.1%),4,118,20260107,20260107,26.05,10.23,-22.27,-32.5
195870,해성디에스,KOSPI,전자부품 제조업,전자부품 제조업,IT/전기전자,50800,177.28,,50800,47200,57500,64100,62.5,68.9,76.1,0.0,,↩️ PULL (눌림),⑤ 하락 / 약세,-3.79,84.06,-14.79,-6.38,41.09,0,0.71,0.72,1.0,1.0,0.24,0.07,0.69,51.4,49.5,-5.34,52947,-4.06,,-652.5133,-0.3422,1.1,-1.88,47210,1,18.67,0,0,0,0,True,-8.14,-6.62,19.67,O,▲,5,★,"주봉20선↑, 주봉추세우상향, RSI적정, 정배열(단), 장기추세(120↑)",2.0,8,41.9,53602,▼,X,X,6.8311111111111105,15.4375,2.0,1.8611111111111112,0.0,1,🧱 구조적 지지선(Swing Low) 근접. 📉 매도세 우위. 📉 과매도 기술적 반등 기대.,55.5,60.4,8,418805,61.9,51.1,72.0,🌤 중립,1.철강·금속(+13.9%) / 2.IT/전기전자(+12.0%) / 3.반도체(+11.6%) / 4.조선·기계·설비(+11.2%) / 5.기타(+9.1%),5,119,20260107,20260107,26.05,10.23,19.67,-6.38
004020,현대제철,KOSPI,1차 철강 제조업,1차 철강 제조업,철강·금속,29150,178.97,,29150,27150,31550,33900,62.4,50.8,67.6,0.0,,↩️ PULL (눌림),⑤ 하락 / 약세,-7.46,-11.8,-18.46,-36.5,-54.77,9,0.46,0.45,1.0,1.0,0.0,0.07,0.63,29.6,32.2,-5.46,30037,-2.95,,-151.837,-0.2029,1.4,-2.19,32207,-1,8.84,1,1,1,0,True,-6.72,-4.58,-10.45,X,▼,-2,,"주봉역배열주의, 거래량↑",1.8,85,247.8,30357,▼,X,X,3.267692307692308,21.01076923076923,1.0,1.2,0.0,-1,🌪️ 9일 연속 응축 중! 폭발 임박. 🧱 구조적 지지선(Swing Low) 근접. 📉 매도세 우위. 📉 과매도 기술적 반등 기대.,40.0,55.7,0,0,61.9,51.1,72.0,🌤 중립,1.철강·금속(+13.9%) / 2.IT/전기전자(+12.0%) / 3.반도체(+11.6%) / 4.조선·기계·설비(+11.2%) / 5.기타(+9.1%),5,120,20260107,20260107,26.05,10.23,-10.45,-36.5
180640,한진칼,KOSPI,기타 금융업,기타 금융업,금융,114900,131.66,,114900,106800,131200,147500,62.2,65.8,77.2,0.0,,↩️ PULL (눌림),⑤ 하락 / 약세,5.9,-11.62,-5.1,-8.08,-54.59,0,0.77,0.77,1.0,1.0,0.2,0.03,0.72,46.0,55.7,-2.55,119636,-3.96,,-848.4597,-0.2997,0.8,-0.54,105910,1,22.67,0,0,0,0,True,-4.96,0.79,17.97,O,▲,5,★,"주봉20선↑, 주봉추세우상향, RSI적정, 정배열(단), 장기추세(120↑)",2.0,7,91.3,121695,▼,X,X,1.2916129032258064,-7.02483870967742,11.0,2.0123456790123457,0.0,1,🧱 구조적 지지선(Swing Low) 근접. 📉 매도세 우위. ,73.0,65.4,7,913374,61.9,51.1,72.0,🌤 중립,1.철강·금속(+13.9%) / 2.IT/전기전자(+12.0%) / 3.반도체(+11.6%) / 4.조선·기계·설비(+11.2%) / 5.기타(+9.1%),5,121,20260107,20260107,26.05,10.23,17.97,-8.08
075970,동국알앤에스,KOSDAQ,기타 비금속 광물제품 제조업,기타 비금속 광물제품 제조업,기타,2335,138.71,,2335,2150,2670,3000,62.1,56.4,73.0,0.0,,🔺 Watch (관찰·돌파예상),④ 바닥 반등 시도,1.3,-3.51,-1.15,-13.94,-22.28,0,0.69,0.78,0.91,1.0,0.1,0.04,0.3,43.9,94.3,0.09,2454,-4.86,,-6.5682,0.0075,17.31,-1.03,2392,-1,7.7,1,0,0,1,False,1.74,-1.89,-3.71,X,▼,4,,"주봉역배열주의, HMA돌파, OBV매집, MACD상승, 20선근접, 거래량↑, 자금유입",2.5,1070,249.8,2264,▼,O,O,6.295128205128205,10.954786324786324,5.0,1.8108108108108107,0.0,-1,🔇 변동성 축소 (BW 7.7%). 📉 매도세 우위. 💰 외국인/기관 수급 집중. 📈 상승 모멘텀 개선. ✅ 20일선 눌림목 구간.,33.0,53.4,0,0,61.9,51.1,72.0,🌤 중립,1.철강·금속(+13.9%) / 2.IT/전기전자(+12.0%) / 3.반도체(+11.6%) / 4.조선·기계·설비(+11.2%) / 5.기타(+9.1%),4,122,20260107,20260107,26.05,10.23,-3.71,-13.94
204320,HL만도,KOSPI,자동차 신품 부품 제조업,자동차 신품 부품 제조업,자동차·모빌리티,58400,1872.86,,57200,51400,68700,80100,61.8,68.1,66.1,0.0,,🔺 Watch (상승 준비),② 상승 후 조정,-1.35,65.21,-12.35,51.73,22.24,0,0.56,0.96,0.33,0.77,0.41,1.0,0.59,58.6,52.7,5.17,60319,-3.18,,-86.5737,-0.0279,1.67,-0.34,50340,1,24.96,0,0,0,1,False,3.91,7.16,77.78,O,▲,8,★,"주봉20선↑, 주봉추세우상향, OBV매집, RSI적정, 거래량↑, 정배열(단), 장기추세(120↑)",2.5,18,105.1,59913,▲,X,O,10.133333333333333,4.7825,6.0,1.4714285714285715,2.097902097902098,1,📉 매도세 우위. ⚠️ 단기 급등 조정 주의.,80.69999694824219,67.5,18,1051086,61.9,51.1,72.0,🌤 중립,1.철강·금속(+13.9%) / 2.IT/전기전자(+12.0%) / 3.반도체(+11.6%) / 4.조선·기계·설비(+11.2%) / 5.기타(+9.1%),2,123,20260107,20260107,26.05,10.23,77.78,51.73
056080,유진로봇,KOSDAQ,특수 목적용 기계 제조업,특수 목적용 기계 제조업,조선·기계·설비,14400,104.67,,14400,13390,16430,18460,61.7,64.9,76.7,0.0,,↩️ PULL (눌림),② 상승 후 조정,15.38,30.08,12.93,14.45,11.31,0,0.77,0.77,1.0,1.0,0.18,0.01,0.67,36.9,36.0,-0.09,14517,-0.81,,-101.2702,-0.081,0.21,-2.39,12661,1,24.33,0,0,0,0,True,-2.24,0.14,24.68,O,▲,6,★,"주봉20선↑, 주봉추세우상향, HMA돌파, 20선근접, 정배열(단), 장기추세(120↑)",2.0,59,85.9,14262,▼,O,X,8.520588235294117,13.023529411764706,4.0,2.00990099009901,0.0,1,🧱 구조적 지지선(Swing Low) 근접. 📉 매도세 우위. ✅ 20일선 눌림목 구간.,71.69999694824219,64.7,59,859310,61.9,51.1,72.0,🌤 중립,1.철강·금속(+13.9%) / 2.IT/전기전자(+12.0%) / 3.반도체(+11.6%) / 4.조선·기계·설비(+11.2%) / 5.기타(+9.1%),2,124,20260107,20260107,26.05,10.23,24.68,14.45
001450,현대해상,KOSPI,보험업,보험업,금융,30650,96.26,,30650,29050,33800,36950,61.6,58.0,71.4,0.0,,↩️ PULL (눌림),⑤ 하락 / 약세,1.32,9.07,-9.68,-16.19,-33.9,0,0.75,0.56,0.7,1.0,0.2,0.0,0.76,57.8,59.9,1.57,30666,-0.05,,-12.6499,-0.0376,1.05,-0.35,28540,1,9.99,1,0,0,1,True,-0.16,1.16,9.86,O,▲,8,★,"주봉20선↑, 주봉추세우상향, OBV매집, RSI적정, 20선근접, 정배열(단), 장기추세(120↑)",1.8,81,248.3,31030,▼,X,O,1.2916129032258064,-7.02483870967742,11.0,1.96875,0.0,1,🔇 변동성 축소 (BW 10.0%). 🧱 구조적 지지선(Swing Low) 근접. 📉 매도세 우위. ✅ 20일선 눌림목 구간.,55.599998474121094,59.8,0,0,61.9,51.1,72.0,🌤 중립,1.철강·금속(+13.9%) / 2.IT/전기전자(+12.0%) / 3.반도체(+11.6%) / 4.조선·기계·설비(+11.2%) / 5.기타(+9.1%),5,125,20260107,20260107,26.05,10.23,9.86,-16.19
064260,다날,KOSDAQ,소프트웨어 개발 및 공급업,소프트웨어 개발 및 공급업,IT/전기전자,7000,234.81,,7000,6510,7940,8880,61.5,69.3,74.0,0.0,,↩️ PULL (눌림),⑤ 하락 / 약세,2.94,-23.58,0.49,-40.99,-42.35,0,0.73,0.73,1.0,1.0,0.1,0.13,0.71,48.9,81.8,-1.82,7279,-3.83,,28.2068,-0.1233,0.68,-0.92,6260,1,18.32,0,0,0,0,True,-5.15,-5.53,-30.76,X,▼,2,,"주봉역배열주의, OBV매집, RSI적정, 자금유입, MACD>Sig",2.0,357,249.9,7404,▼,X,O,6.8311111111111105,15.4375,2.0,1.9183673469387754,0.0,1,🧱 구조적 지지선(Swing Low) 근접. 📉 매도세 우위. 💰 외국인/기관 수급 집중. ✅ 20일선 눌림목 구간.,37.599998474121094,54.3,0,0,61.9,51.1,72.0,🌤 중립,1.철강·금속(+13.9%) / 2.IT/전기전자(+12.0%) / 3.반도체(+11.6%) / 4.조선·기계·설비(+11.2%) / 5.기타(+9.1%),5,126,20260107,20260107,26.05,10.23,-30.76,-40.99
000520,삼일제약,KOSPI,의약품 제조업,의약품 제조업,바이오·의약품,9920,125.66,,9920,9490,11070,12220,61.4,65.4,76.0,0.0,,🔺 Watch (관찰·돌파예상),④ 바닥 반등 시도,-3.5,-6.33,-14.5,-27.64,-49.3,0,1.0,0.63,0.45,1.0,0.29,0.03,0.43,45.9,61.9,-2.06,10258,-3.3,,-21.6509,0.2244,2.97,-0.38,9495,1,16.21,0,0,0,0,True,3.33,-12.98,-1.59,X,▲,4,,"주봉추세우상향, 주봉역배열주의, HMA추세↑, RSI적정, MACD상승, 거래량↑, 정배열(단), 자금유입",2.5,137,136.6,9728,▲,O,X,5.738421052631579,3.0410526315789475,8.0,2.6744186046511627,0.0,1,🧱 구조적 지지선(Swing Low) 근접. 📉 매도세 우위. 💸 자금 유입 지속. 🚀 단기 모멘텀 가속. ,80.5,67.1,137,1365999,61.9,51.1,72.0,🌤 중립,1.철강·금속(+13.9%) / 2.IT/전기전자(+12.0%) / 3.반도체(+11.6%) / 4.조선·기계·설비(+11.2%) / 5.기타(+9.1%),4,127,20260107,20260107,26.05,10.23,-1.59,-27.64
006280,녹십자,KOSPI,의약품 제조업,의약품 제조업,바이오·의약품,160900,82.95,,160900,149600,183500,206000,61.3,63.6,67.6,0.0,,🔺 Watch (관찰·돌파예상),③ 박스 / 중립,18.83,19.45,7.83,-2.47,-23.52,0,0.76,0.77,1.0,1.0,0.23,0.0,0.84,41.1,61.1,2.81,158500,1.51,망치형,-601.0837,0.0398,0.56,1.62,144830,1,27.84,0,0,0,1,False,7.77,-3.65,23.58,O,▲,9,★,"주봉20선↑, 주봉추세우상향, MACD상승, 20선근접, 정배열(단), 장기추세(120↑), 자금유입, VWAP상회, 패턴(망치형)",2.0,4,79.2,158204,▼,O,X,5.738421052631579,3.0410526315789475,8.0,2.0,0.0,1,💪 매수세 장악(Power Buying). 💸 자금 유입 지속. 🚀 단기 모멘텀 가속. ,70.0999984741211,63.9,4,792500,61.9,51.1,72.0,🌤 중립,1.철강·금속(+13.9%) / 2.IT/전기전자(+12.0%) / 3.반도체(+11.6%) / 4.조선·기계·설비(+11.2%) / 5.기타(+9.1%),3,128,20260107,20260107,26.05,10.23,23.58,-2.47
257720,실리콘투,KOSDAQ,상품 종합 도매업,상품 종합 도매업,기타,41950,332.83,,41700,38750,46150,50500,61.2,63.8,72.3,0.0,,🔻 REV (역추세 반등),④ 바닥 반등 시도,0.24,-23.17,-2.21,-19.63,-41.94,0,0.5,0.55,1.0,0.93,0.44,0.21,0.76,51.7,63.9,3.57,40393,3.85,,257.9164,0.3026,1.66,1.31,42237,-1,12.82,0,0,0,1,False,9.82,3.45,-9.4,X,▼,7,★,"주봉역배열주의, HMA추세↑, OBV매집, RSI적정, MACD상승, 20선근접, 거래량↑, 자금유입, MACD>Sig, VWAP상회",2.0,59,246.0,39218,▲,O,O,6.295128205128205,10.954786324786324,5.0,1.3125,0.5995203836930456,-1,💸 자금 유입 지속. 🚀 단기 모멘텀 가속. ,52.400001525878906,58.6,0,0,61.9,51.1,72.0,🌤 중립,1.철강·금속(+13.9%) / 2.IT/전기전자(+12.0%) / 3.반도체(+11.6%) / 4.조선·기계·설비(+11.2%) / 5.기타(+9.1%),4,129,20260107,20260107,26.05,10.23,-9.4,-19.63
017960,한국카본,KOSPI,"구조용 금속제품, 탱크 및 증기발생기 제조업","구조용 금속제품, 탱크 및 증기발생기 제조업",기타,31250,166.82,,31250,29050,34700,38100,61.2,58.9,70.0,0.0,,↩️ PULL (눌림),⑤ 하락 / 약세,11.01,34.7,0.01,-31.07,-8.27,0,0.6,0.6,1.0,1.0,0.1,0.06,0.77,50.6,48.8,1.32,29322,6.57,,-133.4908,-0.105,0.96,-0.1,33250,-1,23.28,0,0,0,1,False,2.63,-8.76,-5.02,X,▲,2,,"주봉추세우상향, 주봉역배열주의, RSI적정, 20선근접, 장기추세(120↑), VWAP상회",2.0,80,250.0,29731,▼,O,X,6.295128205128205,10.954786324786324,5.0,1.5681818181818181,0.0,-1,📉 매도세 우위. ✅ 20일선 눌림목 구간.,53.5,58.9,0,0,61.9,51.1,72.0,🌤 중립,1.철강·금속(+13.9%) / 2.IT/전기전자(+12.0%) / 3.반도체(+11.6%) / 4.조선·기계·설비(+11.2%) / 5.기타(+9.1%),5,130,20260107,20260107,26.05,10.23,-5.02,-31.07
000390,삼화페인트,KOSPI,기타 화학제품 제조업,기타 화학제품 제조업,화학·소재,6770,50.31,,6770,6290,8110,9440,61.1,67.8,74.2,0.0,,↩️ PULL (눌림),⑤ 하락 / 약세,15.14,8.67,4.14,-11.3,-34.3,0,1.0,1.0,1.0,1.0,0.21,0.0,0.67,57.3,53.0,-2.88,7590,-10.81,,-81.8265,-0.6516,0.2,0.53,9314,-1,56.28,0,0,0,0,True,-6.36,-21.46,14.75,O,▲,5,★,"주봉20선↑, 주봉추세우상향, RSI적정, 정배열(단), 장기추세(120↑)",2.0,214,145.5,7678,▼,X,X,1.4369999999999998,-2.0105,10.0,2.7916666666666665,0.0,-1,🧱 구조적 지지선(Swing Low) 근접. 📉 매도세 우위. ,83.4000015258789,67.8,214,1455074,61.9,51.1,72.0,🌤 중립,1.철강·금속(+13.9%) / 2.IT/전기전자(+12.0%) / 3.반도체(+11.6%) / 4.조선·기계·설비(+11.2%) / 5.기타(+9.1%),5,131,20260107,20260107,26.05,10.23,14.75,-11.3
105840,우진,KOSPI,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외","측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",기타,19280,105.36,,19020,17110,22850,26650,61.0,66.3,72.4,0.0,,🔻 REV (역추세 반등),④ 바닥 반등 시도,2.23,91.27,-8.77,-10.32,48.3,0,0.63,1.0,0.36,0.85,0.51,0.01,0.67,45.1,50.1,4.4,18470,4.38,,-44.2248,0.3795,0.39,0.5,16531,1,25.77,0,0,0,1,False,10.49,2.17,15.73,O,▲,11,★,"주봉20선↑, 주봉추세우상향, HMA추세↑, OBV매집, RSI적정, MACD상승, 20선근접, 정배열(단), 장기추세(120↑), VWAP상회",2.5,39,75.1,17739,▲,O,O,6.295128205128205,10.954786324786324,5.0,1.6451612903225807,1.3669821240799158,1,📉 매도세 우위. 🚀 단기 모멘텀 가속. ,68.69999694824219,63.3,39,751201,61.9,51.1,72.0,🌤 중립,1.철강·금속(+13.9%) / 2.IT/전기전자(+12.0%) / 3.반도체(+11.6%) / 4.조선·기계·설비(+11.2%) / 5.기타(+9.1%),4,132,20260107,20260107,26.05,10.23,15.73,-10.32
024060,흥구석유,KOSDAQ,기타 전문 도매업,기타 전문 도매업,기타,12550,198.26,,12320,11540,13880,15430,61.0,62.4,67.8,0.0,,🔼 BRK (돌파),④ 바닥 반등 시도,2.03,-2.64,-0.42,-8.11,-21.41,0,0.5,0.58,0.95,0.79,0.43,0.09,0.64,61.4,87.2,4.92,12858,-2.4,,108.8499,0.2513,1.89,0.8,11544,1,10.68,0,0,0,1,False,7.63,7.54,2.12,O,▲,12,★,"주봉20선↑, 주봉추세우상향, HMA추세↑, OBV매집, RSI적정, MACD상승, 20선근접, 거래량↑, 장기추세(120↑), 자금유입, MACD>Sig",1.8,86,107.0,12136,▲,O,O,6.295128205128205,10.954786324786324,5.0,1.316831683168317,1.8668831168831168,1,💰 외국인/기관 수급 집중. 🚀 단기 모멘텀 가속. ,83.0999984741211,67.6,86,1069999,61.9,51.1,72.0,🌤 중립,1.철강·금속(+13.9%) / 2.IT/전기전자(+12.0%) / 3.반도체(+11.6%) / 4.조선·기계·설비(+11.2%) / 5.기타(+9.1%),4,133,20260107,20260107,26.05,10.23,2.12,-8.11
259960,크래프톤,KOSPI,소프트웨어 개발 및 공급업,소프트웨어 개발 및 공급업,인터넷/플랫폼·게임,232000,460.56,,232000,219000,250500,269000,61.0,47.0,67.1,0.0,,↩️ PULL (눌림),⑤ 하락 / 약세,-6.26,-34.28,-17.26,-49.23,-77.25,7,0.54,0.43,0.81,1.0,0.0,0.33,0.46,40.2,55.5,-5.38,242634,-4.38,,244.8368,-0.0635,2.43,-2.35,260900,-1,6.55,1,1,1,0,True,-4.33,-6.07,-23.18,X,▼,-1,,"주봉역배열주의, 거래량↑, MACD>Sig",1.8,10,232.0,244967,▼,X,X,0.35250000000000004,-13.81,16.0,1.4230769230769231,0.0,-1,🌪️ 7일 연속 응축 중! 폭발 임박. 🧱 구조적 지지선(Swing Low) 근접. 📉 매도세 우위. 📉 과매도 기술적 반등 기대.,61.20000076293945,61.1,0,0,61.9,51.1,72.0,🌤 중립,1.철강·금속(+13.9%) / 2.IT/전기전자(+12.0%) / 3.반도체(+11.6%) / 4.조선·기계·설비(+11.2%) / 5.기타(+9.1%),5,134,20260107,20260107,26.05,10.23,-23.18,-49.23
950160,코오롱티슈진,KOSDAQ,기초 의약물질 제조업,기초 의약물질 제조업,기타,70700,292.61,,70700,67600,80200,89700,60.9,65.0,75.3,0.0,,↩️ PULL (눌림),② 상승 후 조정,-11.62,65.57,-14.07,46.88,46.8,0,1.0,0.73,0.47,1.0,0.19,0.18,0.65,35.0,31.6,-7.1,71782,-1.51,,-1637.1625,-0.2171,0.85,-1.11,67685,1,21.1,0,0,0,0,False,-9.94,-5.35,57.11,O,▲,4,,"주봉20선↑, 주봉추세우상향, 정배열(단), 장기추세(120↑)",2.0,20,146.5,72675,▼,X,X,6.295128205128205,10.954786324786324,5.0,3.064516129032258,0.0,1,📉 매도세 우위. 📉 과매도 기술적 반등 기대.,80.0999984741211,66.7,20,1465368,61.9,51.1,72.0,🌤 중립,1.철강·금속(+13.9%) / 2.IT/전기전자(+12.0%) / 3.반도체(+11.6%) / 4.조선·기계·설비(+11.2%) / 5.기타(+9.1%),2,135,20260107,20260107,26.05,10.23,57.11,46.88
006340,대원전선,KOSPI,절연선 및 케이블 제조업,절연선 및 케이블 제조업,기타,3715,109.3,,3715,3550,4145,4575,60.9,65.9,74.9,0.0,,🔁 MR (반전),④ 바닥 반등 시도,1.23,22.0,-9.77,-10.5,-20.97,0,1.0,0.63,0.48,1.0,0.23,0.01,0.69,39.0,50.8,-2.23,3851,-3.55,,-12.242,0.0647,0.56,-0.79,3550,1,18.51,0,0,0,0,True,-4.01,-0.93,15.55,O,▲,5,★,"주봉20선↑, 주봉추세우상향, MACD상승, 정배열(단), 장기추세(120↑)",2.0,672,249.6,3789,▼,X,X,6.295128205128205,10.954786324786324,5.0,2.606060606060606,0.0,1,🧱 구조적 지지선(Swing Low) 근접. 📉 매도세 우위. 🚀 단기 모멘텀 가속. ,48.29999923706055,57.1,0,0,61.9,51.1,72.0,🌤 중립,1.철강·금속(+13.9%) / 2.IT/전기전자(+12.0%) / 3.반도체(+11.6%) / 4.조선·기계·설비(+11.2%) / 5.기타(+9.1%),4,136,20260107,20260107,26.05,10.23,15.55,-10.5
037270,YG PLUS,KOSPI,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업","자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업",서비스 기타,6780,324.27,,6780,6460,7490,8200,60.9,58.4,69.7,0.0,,↩️ PULL (눌림),⑤ 하락 / 약세,7.45,-33.14,-3.55,-34.3,-76.11,0,0.85,0.57,0.56,1.0,0.1,0.21,0.56,54.4,56.3,0.65,7156,-5.27,,14.4645,-0.287,2.39,-0.62,6461,1,19.79,0,0,0,1,False,-2.87,-0.15,-8.25,X,▼,2,,"주봉역배열주의, RSI적정, 20선근접, 거래량↑, 정배열(단), MACD>Sig",2.0,135,91.6,7199,▼,X,X,0.16999999999999998,-8.232857142857144,12.0,2.21875,0.0,1,📉 매도세 우위. ✅ 20일선 눌림목 구간.,70.0999984741211,63.7,135,916267,61.9,51.1,72.0,🌤 중립,1.철강·금속(+13.9%) / 2.IT/전기전자(+12.0%) / 3.반도체(+11.6%) / 4.조선·기계·설비(+11.2%) / 5.기타(+9.1%),5,137,20260107,20260107,26.05,10.23,-8.25,-34.3
009830,한화솔루션,KOSPI,기초 화학물질 제조업,기초 화학물질 제조업,화학·소재,26800,247.72,,26800,25350,28500,30200,60.7,47.6,66.2,0.0,,↩️ PULL (눌림),④ 바닥 반등 시도,-3.77,-22.77,-14.77,-31.01,-65.74,14,0.45,0.35,0.76,1.0,0.12,0.14,0.71,41.3,42.9,-1.63,27002,-0.75,,26.3538,0.0508,1.37,-0.31,28890,-1,6.92,1,1,1,0,True,0.0,-0.37,-4.96,X,▼,0,,"주봉역배열주의, MACD상승, 거래량↑, MACD>Sig",1.8,93,249.2,26933,▲,X,X,1.4369999999999998,-2.0105,10.0,1.1724137931034482,0.0,-1,🌪️ 14일 연속 응축 중! 폭발 임박. 🧱 구조적 지지선(Swing Low) 근접. 📉 매도세 우위. 🚀 단기 모멘텀 가속. ✅ 20일선 눌림목 구간.,37.5,53.7,0,0,61.9,51.1,72.0,🌤 중립,1.철강·금속(+13.9%) / 2.IT/전기전자(+12.0%) / 3.반도체(+11.6%) / 4.조선·기계·설비(+11.2%) / 5.기타(+9.1%),4,138,20260107,20260107,26.05,10.23,-4.96,-31.01
006400,삼성SDI,KOSPI,일차전지 및 이차전지 제조업,일차전지 및 이차전지 제조업,2차전지,270500,1646.57,,270500,251500,299000,327500,60.5,67.1,73.4,0.0,,🔁 MR (반전),③ 박스 / 중립,-12.03,58.84,-23.03,4.63,15.87,0,0.57,0.57,1.0,1.0,0.31,1.0,0.63,30.5,27.2,-5.97,270846,-0.13,,-1681.6855,0.1915,1.34,-1.26,292825,-1,23.41,0,0,0,0,True,-2.52,-3.22,30.68,O,▲,6,★,"주봉20선↑, 주봉추세우상향, HMA추세↑, MACD상승, 거래량↑, 장기추세(120↑)",2.0,9,243.4,266123,▲,O,X,4.6312500000000005,-11.71125,13.0,1.5,0.0,-1,🧱 구조적 지지선(Swing Low) 근접. 📉 매도세 우위. 🚀 단기 모멘텀 가속. 📉 과매도 기술적 반등 기대.,45.400001525878906,56.0,0,0,61.9,51.1,72.0,🌤 중립,1.철강·금속(+13.9%) / 2.IT/전기전자(+12.0%) / 3.반도체(+11.6%) / 4.조선·기계·설비(+11.2%) / 5.기타(+9.1%),3,139,20260107,20260107,26.05,10.23,30.68,4.63
047040,대우건설,KOSPI,건물 건설업,건물 건설업,건설·부동산,3730,62.03,,3730,3510,4055,4380,60.5,53.5,62.6,0.0,,↩️ PULL (눌림),⑤ 하락 / 약세,-2.86,-10.23,-13.86,-25.24,-53.2,3,0.56,0.48,0.87,1.0,0.2,0.0,0.84,47.5,46.4,-0.44,3791,-1.63,,-2.6111,-0.0116,1.1,0.59,3514,1,7.01,1,1,1,0,True,0.54,-0.8,0.81,O,▼,7,★,"주봉20선↑, OBV매집, RSI적정, 20선근접, 정배열(단), 장기추세(120↑)",1.8,670,249.9,3786,▲,X,O,1.585,-11.549999999999999,14.0,1.4772727272727273,0.0,1,🌪️ 에너지 응축 시작 (3일차). 🧱 구조적 지지선(Swing Low) 근접. 📉 매도세 우위. ✅ 20일선 눌림목 구간.,50.599998474121094,57.5,0,0,61.9,51.1,72.0,🌤 중립,1.철강·금속(+13.9%) / 2.IT/전기전자(+12.0%) / 3.반도체(+11.6%) / 4.조선·기계·설비(+11.2%) / 5.기타(+9.1%),5,140,20260107,20260107,26.05,10.23,0.81,-25.24
042660,한화오션,KOSPI,선박 및 보트 건조업,선박 및 보트 건조업,조선·기계·설비,121200,3172.23,,117600,106700,139300,161000,60.5,73.2,61.0,0.0,,🔼 BRK (돌파),④ 바닥 반등 시도,11.71,54.99,0.71,-15.16,12.02,0,0.48,0.81,0.56,0.66,0.37,1.0,0.81,58.4,72.6,6.15,117681,2.99,,1236.5074,0.0538,1.21,1.51,106780,1,16.81,0,0,0,1,False,4.84,10.68,10.89,O,▲,10,★,"주봉20선↑, 주봉추세우상향, HMA추세↑, RSI적정, MACD상승, 거래량↑, 장기추세(120↑), 자금유입, MACD>Sig, VWAP상회",2.5,6,73.3,118885,▲,O,X,8.520588235294117,13.023529411764706,4.0,1.2482758620689656,3.061224489795918,1,💪 매수세 장악(Power Buying). 💰 외국인/기관 수급 집중. 🚀 단기 모멘텀 가속. ⚠️ 단기 급등 조정 주의.,69.5,63.2,6,733456,61.9,51.1,72.0,🌤 중립,1.철강·금속(+13.9%) / 2.IT/전기전자(+12.0%) / 3.반도체(+11.6%) / 4.조선·기계·설비(+11.2%) / 5.기타(+9.1%),4,141,20260107,20260107,26.05,10.23,10.89,-15.16
