LDY_RANK,종목코드,종목명,시장,업종_대분류,종가,거래대금(억원),시가총액(억원),켈리_수량,추천금액(만원),상태,ROUTE,ACTION_PRIORITY,IS_ACTIVE,IS_NOW_ENTRY,IS_WATCH,DISPLAY_SCORE,FINAL_SCORE,STRUCT_SCORE,TIMING_SCORE,AI_SCORE,NEWS_SCORE,ELITE_SCORE,AXIS_MEAN,AXIS_GAP,BALANCE_SCORE,RR_NOW_TP1,ENTRY_GAP_PCT,ELITE_REASON,TOP_PICK,추천매수가,손절가,추천매도가1,추천매도가2,TRIGGER,V_POWER,거래강도,VWAP,POC_GAP,NEWS_REASON,TTM_SQUEEZE_CNT,Low_Trend_PCT,RSI14,이격도,SCORE_REASON_TOP1,SCORE_REASON_TOP2,SCORE_RISK,ROUTE_REASON,MACRO_RISK,MARKET_BREADTH,업종,거래대금(원),MFI14,BB_BW,TTM_SQUEEZE,BB_SQUEEZE_BW,ret_1d_%,ret_5d_%,ret_10d_%,ret_20d_%,ret_60d_%,ret_120d_%,rel_20d_%,rel_60d_%,rel_120d_%,RES_RATIO,RES_RATIO_NEAR,IS_ABOVE_POC,NEAR_THRES,RSI_Rising,BB_Expanding,Vol_Quality,Range_Pos,외인순매수,기관순매수,메이저순매수,Above_MA20,SUPERTREND_DIR,SUPERTREND_VAL,VWAP_GAP,MACD_Slope_PCT,IS_SWING_SUPPORT,주봉20선_상회,주봉추세,HMA20,HMA_Trend,HMA_On,OBV_Div,gap_pct,_data_length,consecutive_limit_up,MTF_WEEKLY_TREND,MTF_MONTHLY_TREND,MTF_DATA_SUFFICIENT,추천매도가3,ENTRY_ACTION,POSITION_PCT,PLAN_REASON,STOP_PCT,MAX_LOSS_PCT,RR_MULT,REGIME,TIME_STOP_DAYS,EXEC_RULE_ID,STOP_REASON,TP1_METHOD,TP1_PROB,TP2_METHOD,TP2_PROB,TP3_METHOD,TP3_PROB,개인순매수,업종_상세,SECTOR_RET_5D,SECTOR_RS,SECTOR_RANK,V23_ATR_Pct,V23_OBV_Slope,V23_Upper_Shadow_Ratio,V23_SIGNAL_STATUS,ML_SCORE,ML_STATUS,TRIGGER_SCORE,RAW_TRIGGER_SCORE,EBS,PASS_EBS,W_STRUCT,W_TIMING,W_AI,SCORING_AXES,STRATEGY,STRATEGY_SCORE,STRATEGY_HORIZON,REASON_THRESHOLD,기준일,시총기준일,AI_COMMENT,LDY_SCORE,TOTAL_SCORE,RANK_SCORE,벤치_60d_KOSPI_%,벤치_60d_KOSDAQ_%,ROW_BUILD_MODE,EST_WIN_RATE,CAL_HOLD_REASON,LOW_WR_FLAG,LEGACY_EST_WIN_RATE,LEGACY_LOW_WR_FLAG,CALIBRATION_MODE,CAL_N_TRADES,KELLY_PLANNED_B,KELLY_EMPIRICAL_B,KELLY_FINAL_B,KELLY_FRACTION,켈리_금액(원),추천수량,KELLY_ENGINE,KELLY_ERROR,CARRY_FROM_DATE,CARRY_AGE_DAYS,IS_STALE_CARRY,STALE_PENALTY,DATA_FRESHNESS_OK,TP1_PCT,TOP_PICK_TYPE,EST_WIN_RATE_METHOD,EST_WIN_RATE_MODE,EST_WIN_RATE_N,CONFIG_VERSION,RUN_STATUS,DEGRADED_REASONS,CONFIDENCE_SCORE,MAX_ALLOWED_ROUTE,AXIS_MCAP,AXIS_BENCH,AXIS_FLOW,AXIS_NEWS,AXIS_SECTOR,AXIS_ML,AXIS_TRIGGER,FALLBACK_COUNT,AXIS_QUALITY,HAS_NEWS,HAS_FLOW,HAS_SECTOR,CARRY_FAIL_REASON
146,140670,알에스오토메이션,KOSDAQ,IT/전기전자,16580,142.19,2128.8,0.0,0.0,WAIT,WAIT,3,False,1,True,51.2,51.2,62.4,46.4,38.3,0.0,46.2,49.0,24.1,69.9,2.09,0.0,RR2.1 + 진입적정,0,16580.0,15650.0,18520.0,28800.0,,-0.27,2.38,19499,-4.02,특이사항 없음,2,6.96,47.8,-1.32,저점추세 양호,,,추세 관망,NORMAL,26.7,전자부품 제조업,14219099140.0,59.3,12.0,1,0,-6.33,-1.78,-2.81,5.74,-39.04,26.47,-2.24,-63.22,-17.06,0.804,0.283,0,12.0,1,0,2.2,0.43,0,0,0,0,-1,18209.0,-14.97,-0.016,True,X,▼,17020,▼,X,X,1.36,250,0,-1,1,1,,enter,100.0,SWING+PM_BLOCK_INTRADAY+EF:정상,5.61,6.0,2.1,normal,7.0,v1_sl_first_gap_at_open,SWING+PM_BLOCK_INTRADAY+EF:정상,SWING_20D,80,SWING_60D,60,,0,0.0,전자부품 제조업,4.306989247311828,19.851182795698925,5.0,0.06192917456488023,0.0006789895391660775,0.2600896860986547,OK,38.3,OK,47.117704896561335,47.117704896561335,8,1,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,default,default,default,70,20260512,20260512,,51.2,51.2,51.2,24.18,24.18,FRESH,0.537,,False,0.3,True,MATURE,5621.0,2.086,0.957,0.957,0.0,0.0,0.0,v22_calibrated,,,,,,True,11.7,,ELITE_SCORE,MATURE,5621,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True,
147,086390,유니테스트,KOSDAQ,조선·기계·설비,18660,128.11,3943.6,0.0,0.0,WAIT,WAIT,3,False,1,True,63.7,63.7,100.0,48.6,21.1,0.0,45.9,56.6,78.9,1.4,0.85,0.0,진입적정,0,18660.0,16970.0,20100.0,23700.0,⚡눌림회복,-1.43,1.86,19493,-8.98,특이사항 없음,0,12.54,52.0,1.02,STRUCT 강점,,,추세 관망,NORMAL,26.7,특수 목적용 기계 제조업,12810792080.0,74.4,19.34,0,0,2.19,-3.81,-4.16,15.69,-12.8,11.54,7.71,-36.98,-31.99,0.436,0.436,0,12.0,1,0,1.82,0.68,0,0,0,1,1,16050.0,-4.28,-0.2346,False,O,▲,18787,▼,X,X,1.86,250,0,1,1,1,,enter,100.0,SWING+PM_BLOCK_INTRADAY+EF:정상,9.06,6.0,0.9,normal,7.0,v1_sl_first_gap_at_open,SWING+PM_BLOCK_INTRADAY+EF:정상,SWING_20D,80,SWING_60D,60,,0,0.0,특수 목적용 기계 제조업,2.1255696202531644,19.06645569620253,6.0,0.06327514928801103,-0.028867431915307967,0.4563758389261745,OK,21.1,OK,53.177840798048805,53.177840798048805,6,1,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,default,default,default,70,20260512,20260512,,63.7,63.7,63.7,24.18,24.18,FRESH,0.537,,False,0.3,True,MATURE,5621.0,0.852,0.907,0.852,0.0,0.0,0.0,v22_calibrated,,,,,,True,7.7,,ELITE_SCORE,MATURE,5621,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True,
148,003490,대한항공,KOSPI,기타,24850,547.01,91502.8,0.0,0.0,WAIT,WAIT,3,False,1,True,47.6,47.6,37.9,63.7,34.9,0.0,45.2,45.5,28.8,64.0,1.79,0.0,RR1.8 + 진입적정,0,24850.0,23450.0,27350.0,29750.0,,0.7,1.23,25274,3.27,특이사항 없음,1,1.68,48.8,-0.76,,,,추세 관망,NORMAL,26.7,항공 여객 운송업,54701389850.0,50.9,11.36,0,0,-3.5,1.43,0.0,0.61,2.69,11.43,-7.37,-21.49,-32.1,0.269,0.269,1,7.4,0,1,1.45,0.3,0,0,0,0,1,23942.5,-1.68,0.125,True,O,▲,25579,▲,X,X,-0.39,250,0,1,1,1,,enter,100.0,SWING+PM_BLOCK_INTRADAY+EF:정상,5.63,4.0,1.8,normal,7.0,v1_sl_first_gap_at_open,SWING+PM_BLOCK_INTRADAY+EF:정상,SWING_20D,80,SWING_60D,60,,0,0.0,항공 여객 운송업,14.16297520661157,25.03429752066116,3.0,0.03722334004024145,0.0755198153087877,0.038461538461538464,OK,34.9,OK,44.53004900821186,44.53004900821186,10,1,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,default,default,default,70,20260512,20260512,,47.6,47.6,47.6,24.18,24.18,FRESH,0.537,,False,0.3,True,MATURE,5621.0,1.786,0.971,0.971,0.0,0.0,0.0,v22_calibrated,,,,,,True,10.1,,ELITE_SCORE,MATURE,5621,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True,
149,036570,NC,KOSPI,IT/전기전자,250000,277.41,53860.1,0.0,0.0,WAIT,WAIT,3,False,1,True,51.6,51.6,55.3,30.4,86.6,0.0,44.6,57.4,56.2,29.8,2.69,0.0,RR2.7 + 진입적정,0,250000.0,234000.0,293000.0,320000.0,,-1.6,0.84,235326,21.89,특이사항 없음,0,3.21,39.6,-4.28,AI 강점,,,추세 관망,NORMAL,26.7,소프트웨어 개발 및 공급업,27740900000.0,46.4,15.9,0,0,-0.4,-6.54,-7.58,4.17,23.15,3.31,-3.81,-1.03,-40.22,0.106,0.106,1,10.6,0,0,1.61,0.27,0,0,0,0,1,236100.0,6.24,-0.2826,True,O,▲,258393,▼,X,X,0.8,250,0,1,1,1,354000.0,enter,100.0,SWING+PM_BLOCK_INTRADAY+EF:정상,6.4,4.0,2.7,normal,7.0,v1_sl_first_gap_at_open,SWING+PM_BLOCK_INTRADAY+EF:정상,SWING_20D,80,FIBO_1.272,40,FIBO_1.618,25,0.0,소프트웨어 개발 및 공급업,4.306989247311828,19.851182795698925,5.0,0.05285714285714285,-0.5522773191652618,0.041666666666666664,OK,86.6,OK,15.84754240484799,15.84754240484799,4,1,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,default,default,default,70,20260512,20260512,,51.6,51.6,51.6,24.18,24.18,FRESH,0.537,,False,0.3,True,MATURE,5621.0,2.688,0.955,0.955,0.0,0.0,0.0,v22_calibrated,,,,,,True,17.2,,ELITE_SCORE,MATURE,5621,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True,
150,373220,LG에너지솔루션,KOSPI,2차전지,443000,2986.97,1036620.0,0.0,0.0,WAIT,WAIT,3,False,1,True,50.1,50.1,57.7,54.9,25.3,0.0,44.4,46.0,32.4,59.5,1.96,0.0,RR2.0 + 진입적정,0,443000.0,417500.0,493000.0,514000.0,,-0.99,1.38,418404,6.15,특이사항 없음,0,7.89,53.7,-2.39,저점추세 양호,,,추세 관망,NORMAL,26.7,일차전지 및 이차전지 제조업,298696607750.0,57.8,26.48,0,0,-5.34,-6.14,-7.9,7.52,12.29,-6.83,-0.46,-11.89,-50.36,0.182,0.182,1,10.4,1,0,1.22,0.47,0,0,0,0,1,427850.0,5.88,-0.2704,True,O,▲,478755,▼,X,X,0.43,250,0,1,1,1,533000.0,enter,100.0,SWING+PM_BLOCK_INTRADAY+EF:정상,5.76,4.0,2.0,normal,7.0,v1_sl_first_gap_at_open,SWING+PM_BLOCK_INTRADAY+EF:정상,SWING_20D,80,BB_UPPER,75,FIBO_1.272,40,0.0,일차전지 및 이차전지 제조업,-8.938461538461539,12.234615384615383,9.0,0.051999355046759115,0.10724254072723637,0.20202020202020202,OK,25.3,OK,40.68933118039583,40.68933118039583,6,1,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,default,default,default,70,20260512,20260512,,50.1,50.1,50.1,24.18,24.18,FRESH,0.537,,False,0.3,True,MATURE,5621.0,1.961,0.961,0.961,0.0,0.0,0.0,v22_calibrated,,,,,,True,11.3,,ELITE_SCORE,MATURE,5621,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True,
151,117730,티로보틱스,KOSDAQ,조선·기계·설비,20100,82.0,4534.2,0.0,0.0,WAIT,WAIT,3,False,1,True,48.4,48.4,58.0,33.4,59.3,0.0,44.2,50.2,25.9,67.6,2.88,0.0,RR2.9 + 진입적정,0,20100.0,18640.0,24300.0,25850.0,,-2.04,1.59,21380,-0.56,특이사항 없음,0,9.77,54.2,-1.36,저점추세 양호,,,추세 관망,NORMAL,26.7,특수 목적용 기계 제조업,8199691240.0,61.9,27.12,0,0,-4.29,-11.26,-0.74,10.93,-16.77,17.54,2.95,-40.95,-25.99,0.518,0.258,0,12.0,1,0,1.23,0.38,0,0,0,0,-1,25829.0,-5.99,-0.4482,True,X,▲,21877,▼,X,X,2.86,250,0,1,1,1,30900.0,enter,100.0,SWING+PM_BLOCK_INTRADAY+EF:정상,7.26,6.0,2.9,normal,7.0,v1_sl_first_gap_at_open,SWING+PM_BLOCK_INTRADAY+EF:정상,SWING_20D,80,SWING_60D,60,SWING_120D,45,0.0,특수 목적용 기계 제조업,2.1255696202531644,19.06645569620253,6.0,0.07096659559346126,0.005338687757837248,0.1736111111111111,OK,59.3,OK,44.46785188016882,44.46785188016882,6,1,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,default,default,default,70,20260512,20260512,,48.4,48.4,48.4,24.18,24.18,FRESH,0.537,,False,0.3,True,MATURE,5621.0,2.877,0.968,0.968,0.0,0.0,0.0,v22_calibrated,,,,,,True,20.9,,ELITE_SCORE,MATURE,5621,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True,
152,115440,우리넷,KOSDAQ,IT/전기전자,16860,287.68,1819.9,0.0,0.0,WAIT,WAIT,3,False,1,True,58.4,58.4,86.6,50.6,17.7,0.0,44.0,51.6,68.9,13.9,1.77,0.0,RR1.8 + 진입적정,0,16860.0,14330.0,21350.0,24450.0,,0.49,0.48,14330,20.4,특이사항 없음,0,2.59,53.7,7.79,STRUCT 강점,,,추세 관망,NORMAL,26.7,통신 및 방송 장비 제조업,28767928735.0,84.5,44.96,0,0,-8.47,11.95,28.8,29.69,117.27,129.7,21.71,93.09,86.17,0.104,0.104,1,12.0,0,0,1.41,0.48,0,0,0,1,1,12622.0,17.66,0.5155,False,O,▲,16570,▲,O,X,4.13,250,0,1,1,1,25450.0,enter,100.0,NORMAL+PM_BLOCK_INTRADAY+EF:정상,15.01,6.0,1.8,normal,7.0,v1_sl_first_gap_at_open,NORMAL+PM_BLOCK_INTRADAY+EF:정상,SWING_20D,80,ATR_3.5x,45,FIBO_1.272,40,0.0,통신 및 방송 장비 제조업,4.306989247311828,19.851182795698925,5.0,0.1281562447042874,0.1319418037503859,0.09302325581395349,OK,17.7,OK,34.0,34.0,8,1,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,default,default,default,70,20260512,20260512,,58.4,58.4,58.4,24.18,24.18,FRESH,0.537,,False,0.3,True,MATURE,5621.0,1.775,0.928,0.928,0.0,0.0,0.0,v22_calibrated,,,,,,True,26.6,,ELITE_SCORE,MATURE,5621,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True,
153,417200,LS머트리얼즈,KOSDAQ,IT/전기전자,24550,748.08,16608.7,0.0,0.0,WAIT,WAIT,3,False,1,True,51.4,51.4,70.7,30.7,54.2,0.0,43.7,51.9,40.0,50.0,4.1,0.0,RR4.1 + 진입적정,0,24550.0,22550.0,32750.0,34050.0,,-2.1,0.61,22700,10.09,특이사항 없음,0,19.17,58.9,-4.0,STRUCT 강점,,,추세 관망,NORMAL,26.7,전자부품 제조업,74807807225.0,74.9,50.89,0,0,-4.47,-19.11,-9.74,22.87,59.31,87.4,14.89,35.13,43.87,0.178,0.146,1,12.0,1,0,2.36,0.38,0,0,0,0,1,23332.5,8.15,-1.0587,False,O,▲,29059,▼,X,X,0.19,250,0,1,1,1,38100.0,enter,100.0,SWING+PM_BLOCK_INTRADAY+EF:정상,8.15,5.0,4.1,normal,7.0,v1_sl_first_gap_at_open,SWING+PM_BLOCK_INTRADAY+EF:정상,SWING_20D,80,ATR_3.5x,45,FIBO_1.272,40,0.0,전자부품 제조업,4.306989247311828,19.851182795698925,5.0,0.1104887983706721,0.0944930674566988,0.15254237288135594,OK,54.2,OK,15.095034439375619,15.095034439375619,6,1,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,default,default,default,70,20260512,20260512,,51.4,51.4,51.4,24.18,24.18,FRESH,0.537,,False,0.3,True,MATURE,5621.0,4.1,0.956,0.956,0.0,0.0,0.0,v22_calibrated,,,,,,True,33.4,,ELITE_SCORE,MATURE,5621,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True,
154,036540,SFA반도체,KOSDAQ,반도체,7990,369.19,13140.4,0.0,0.0,WAIT,WAIT,3,False,1,True,48.4,48.4,59.1,30.7,62.5,0.0,43.4,50.8,31.8,60.2,4.73,0.0,RR4.7 + 진입적정,0,7990.0,7470.0,10450.0,11680.0,,-1.08,0.55,8012,0.58,특이사항 없음,0,15.25,55.5,-1.46,저점추세 양호,,,추세 관망,NORMAL,26.7,반도체 제조업,36918922720.0,76.8,42.28,0,0,-5.22,-7.31,-17.12,15.8,6.96,70.54,7.82,-17.22,27.01,0.097,0.072,1,12.0,1,0,1.11,0.35,0,0,0,0,-1,10211.0,-0.28,-0.4747,True,O,▲,8726,▼,X,X,0.12,250,0,1,1,1,13240.0,enter,100.0,SWING+PM_BLOCK_INTRADAY+EF:정상,6.51,5.0,4.7,normal,7.0,v1_sl_first_gap_at_open,SWING+PM_BLOCK_INTRADAY+EF:정상,SWING_20D,80,FIBO_1.272,40,FIBO_1.618,25,0.0,반도체 제조업,-0.08257142857142838,37.303714285714285,1.0,0.09538709100661541,0.1667704391549077,0.27,OK,62.5,OK,13.127875606427066,13.127875606427066,6,1,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,default,default,default,70,20260512,20260512,,48.4,48.4,48.4,24.18,24.18,FRESH,0.537,,False,0.3,True,MATURE,5621.0,4.731,0.968,0.968,0.0,0.0,0.0,v22_calibrated,,,,,,True,30.8,,ELITE_SCORE,MATURE,5621,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True,
155,056360,코위버,KOSDAQ,IT/전기전자,11110,101.53,1088.4,0.0,0.0,WAIT,WAIT,3,False,1,True,52.0,52.0,60.3,25.2,89.0,0.0,43.4,58.2,63.8,20.2,2.06,0.0,RR2.1 + 진입적정,0,11110.0,9440.0,14550.0,15120.0,,-0.14,0.63,9759,-6.45,특이사항 없음,0,0.66,51.4,3.68,AI 강점,,,추세 관망,NORMAL,26.7,통신 및 방송 장비 제조업,10152967465.0,67.6,38.14,0,0,-7.42,3.83,20.11,8.07,118.27,88.62,0.09,94.09,45.09,0.293,0.293,0,12.0,0,0,1.35,0.37,0,0,0,1,1,9008.0,13.84,0.2447,False,O,▲,11010,▲,O,X,4.92,250,0,1,1,1,17310.0,enter,100.0,NORMAL+PM_BLOCK_INTRADAY+EF:정상,15.03,6.0,2.1,normal,7.0,v1_sl_first_gap_at_open,NORMAL+PM_BLOCK_INTRADAY+EF:정상,SWING_20D,80,ATR_3.5x,45,FIBO_1.272,40,0.0,통신 및 방송 장비 제조업,4.306989247311828,19.851182795698925,5.0,0.10312459817410313,0.014699062884013134,0.017937219730941704,OK,89.0,OK,27.910991170012196,27.910991170012196,8,1,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,default,default,default,70,20260512,20260512,,52.0,52.0,52.0,24.18,24.18,FRESH,0.537,,False,0.3,True,MATURE,5621.0,2.06,0.953,0.953,0.0,0.0,0.0,v22_calibrated,,,,,,True,31.0,,ELITE_SCORE,MATURE,5621,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True,
156,445680,큐리옥스바이오시스템즈,KOSDAQ,기타,92900,92.76,15981.8,0.0,0.0,WAIT,WAIT,3,False,1,True,52.2,52.2,64.7,58.7,14.4,0.0,43.2,45.9,50.3,37.1,2.15,0.0,RR2.1 + 진입적정,0,92900.0,85700.0,108400.0,149200.0,⚡눌림회복,-0.84,0.94,108119,0.76,특이사항 없음,0,18.34,55.7,0.52,저점추세 양호,,,추세 관망,NORMAL,26.7,의료용 기기 제조업,9275831350.0,60.6,20.12,0,0,0.43,-8.2,2.54,25.03,-22.71,28.67,17.05,-46.89,-14.86,0.573,0.256,1,12.0,1,0,1.21,0.54,0,0,0,1,-1,106960.0,-14.08,-0.3668,True,X,▼,95773,▼,X,X,-0.43,250,0,-1,-1,1,,enter,100.0,SWING+PM_BLOCK_INTRADAY+EF:정상,7.75,5.0,2.2,normal,7.0,v1_sl_first_gap_at_open,SWING+PM_BLOCK_INTRADAY+EF:정상,SWING_20D,80,SWING_60D,60,,0,0.0,의료용 기기 제조업,14.16297520661157,25.03429752066116,3.0,0.07104413347685684,0.01565636428919848,0.3968253968253968,OK,14.4,OK,45.6189480821586,45.6189480821586,6,1,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,default,default,default,70,20260512,20260512,,52.2,52.2,52.2,24.18,24.18,FRESH,0.537,,False,0.3,True,MATURE,5621.0,2.153,0.953,0.953,0.0,0.0,0.0,v22_calibrated,,,,,,True,16.7,,ELITE_SCORE,MATURE,5621,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True,
157,066970,엘앤에프,KOSPI,2차전지,175000,2064.77,70797.1,0.0,0.0,WAIT,WAIT,3,False,1,True,44.9,44.9,28.3,49.4,68.9,0.0,43.1,48.9,40.6,49.2,4.9,0.0,RR4.9 + 진입적정,0,175000.0,164800.0,225000.0,261500.0,,-3.02,1.41,159122,36.91,특이사항 없음,0,1.07,46.0,-9.11,,,,추세 관망,NORMAL,26.7,일차전지 및 이차전지 제조업,206476794900.0,52.9,29.21,0,0,-6.57,-17.84,-11.84,-6.32,44.87,33.89,-14.3,20.69,-9.64,0.228,0.189,1,12.0,0,0,1.49,0.12,0,0,0,0,1,172280.0,9.98,-0.6711,True,O,▲,204588,▼,X,X,1.55,250,0,1,1,1,307000.0,enter,100.0,SWING+PM_BLOCK_INTRADAY+EF:정상,5.83,4.0,4.9,normal,7.0,v1_sl_first_gap_at_open,SWING+PM_BLOCK_INTRADAY+EF:정상,SWING_20D,80,FIBO_1.272,40,FIBO_1.618,25,0.0,일차전지 및 이차전지 제조업,-8.938461538461539,12.234615384615383,9.0,0.08657142857142858,-0.004490871139141137,0.004901960784313725,OK,68.9,OK,40.0,40.0,6,1,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,default,default,default,70,20260512,20260512,,44.9,44.9,44.9,24.18,24.18,FRESH,0.537,,False,0.3,True,MATURE,5621.0,4.902,0.981,0.981,0.0,0.0,0.0,v22_calibrated,,,,,,True,28.6,,ELITE_SCORE,MATURE,5621,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True,
158,119850,지엔씨에너지,KOSDAQ,인프라·에너지,35000,132.1,5757.1,0.0,0.0,WAIT,WAIT,3,False,1,True,43.5,43.5,27.4,54.1,54.3,0.0,43.0,45.3,26.9,66.4,1.2,0.0,RR1.2 + 진입적정,0,35000.0,31250.0,39500.0,43450.0,,-0.97,1.5,36785,-10.17,특이사항 없음,1,0.94,50.0,-1.5,,,,추세 관망,NORMAL,26.7,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",13210042350.0,58.4,13.61,1,0,-4.11,-5.53,0.29,4.95,-9.33,-0.28,-3.03,-33.51,-43.81,0.555,0.39,0,11.1,1,0,1.06,0.4,0,0,0,0,1,33240.0,-4.85,-0.1877,False,X,▲,37301,▼,X,X,0.82,250,0,1,1,1,,enter,100.0,SWING+PM_BLOCK_INTRADAY+EF:정상,10.71,5.0,1.2,normal,7.0,v1_sl_first_gap_at_open,SWING+PM_BLOCK_INTRADAY+EF:정상,SWING_20D,80,SWING_60D,60,,0,0.0,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",-1.2492857142857148,37.48142857142857,2.0,0.055612244897959184,0.008277349128960842,0.09,OK,54.3,OK,46.0,46.0,6,1,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,default,default,default,70,20260512,20260512,,43.5,43.5,43.5,24.18,24.18,FRESH,0.537,,False,0.3,True,MATURE,5621.0,1.2,0.987,0.987,0.0,0.0,0.0,v22_calibrated,,,,,,True,12.9,,ELITE_SCORE,MATURE,5621,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True,
159,030530,원익홀딩스,KOSDAQ,화학·소재,31450,857.3,24291.3,0.0,0.0,WAIT,WAIT,3,False,1,True,47.9,47.9,60.0,31.1,57.1,0.0,42.9,49.4,28.9,63.9,2.85,0.0,RR2.9 + 진입적정,0,31450.0,29400.0,37300.0,39050.0,,-1.75,1.38,32898,-9.38,특이사항 없음,0,12.83,51.1,-2.25,저점추세 양호,,,추세 관망,NORMAL,26.7,기초 화학물질 제조업,85729873500.0,62.2,25.62,0,0,-6.68,-9.1,-1.26,12.32,-15.34,-3.53,4.34,-39.52,-47.06,0.597,0.293,0,12.0,1,0,1.71,0.44,0,0,0,0,1,29130.0,-4.4,-0.3302,True,X,▼,34341,▼,X,X,0.0,249,0,-1,1,1,41300.0,enter,100.0,SWING+PM_BLOCK_INTRADAY+EF:정상,6.52,5.0,2.9,normal,7.0,v1_sl_first_gap_at_open,SWING+PM_BLOCK_INTRADAY+EF:정상,SWING_20D,80,SWING_60D,60,ATR_3.5x,45,0.0,기초 화학물질 제조업,-3.9686666666666666,5.9911111111111115,11.0,0.0894844424256189,0.005863877574342484,0.29473684210526313,OK,57.1,OK,41.486459604771305,41.486459604771305,6,1,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,default,default,default,70,20260512,20260512,,47.9,47.9,47.9,24.18,24.18,FRESH,0.537,,False,0.3,True,MATURE,5621.0,2.854,0.97,0.97,0.0,0.0,0.0,v22_calibrated,,,,,,True,18.6,,ELITE_SCORE,MATURE,5621,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True,
160,042370,비츠로테크,KOSDAQ,금융,16890,170.88,4425.2,0.0,0.0,WAIT,WAIT,3,False,1,True,54.0,54.0,69.6,18.7,93.2,0.0,42.8,60.5,74.5,6.9,6.58,0.0,RR6.6 + 진입적정,0,16890.0,15840.0,23800.0,28000.0,,-0.46,0.53,14696,53.92,특이사항 없음,0,40.78,44.7,-1.46,AI 강점,,,추세 관망,NORMAL,26.7,기타 금융업,17087905605.0,65.2,43.78,0,0,-6.11,-7.6,0.3,41.93,65.1,94.36,33.95,40.92,50.83,0.215,0.215,1,12.0,0,0,2.27,0.43,0,0,0,0,1,15179.0,14.93,-0.4797,True,O,▲,18936,▼,X,X,-0.5,250,0,1,1,1,33350.0,enter,100.0,SWING+PM_BLOCK_INTRADAY+EF:정상,6.22,6.0,6.6,normal,7.0,v1_sl_first_gap_at_open,SWING+PM_BLOCK_INTRADAY+EF:정상,SWING_20D,80,FIBO_1.272,40,FIBO_1.618,25,0.0,기타 금융업,-0.11499999999999994,16.38736842105263,7.0,0.120274042121289,0.12505524217863936,0.3643724696356275,OK,93.2,OK,12.338887714648152,12.338887714648152,4,1,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,default,default,default,70,20260512,20260512,,54.0,54.0,54.0,24.18,24.18,FRESH,0.537,,False,0.3,True,MATURE,5621.0,6.581,0.946,0.946,0.0,0.0,0.0,v22_calibrated,,,,,,True,40.9,,ELITE_SCORE,MATURE,5621,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True,
