시장,종목명,종목코드,업종,종가,거래대금(억원),시가총액(억원),RSI14,MFI14,이격도,MACD_Hist,MACD_Slope,거래강도,ret_5d_%,ret_10d_%,EBS,통과,근거,추천매수가,손절가,추천매도가1,추천매도가2
KOSDAQ,쎄크,081180,기타,12050,172.29,1090.8,72.6,91.0,27.87,408.4839,-34.376,0.75,14.0,47.85,4,★,"정배열(단), 장기추세(120↑), 자금유입(MFI), MACD>Sig",9710,9030,10520,11400
KOSPI,두산퓨얼셀,336260,기타,31300,151.89,20434.0,31.1,51.6,-11.75,-774.5074,172.26666,0.39,-2.19,-15.18,4,★,"MACD상승, 정배열(단), 장기추세(120↑), 과열X",31300,29100,33950,36800
KOSDAQ,엔바이오니아,317870,기타,13580,141.91,1128.1,54.1,91.4,6.32,74.9094,122.7368,4.5,16.17,4.46,4,★,"RSI적정, MACD상승, 거래량↑, 자금유입(MFI), MACD>Sig",13160,12230,14260,15460
KOSPI,코스모신소재,005070,기타,47850,124.97,15410.1,43.5,52.6,-6.08,-899.5909,258.99766,0.54,-1.14,-14.4,4,★,"MACD상승, 정배열(단), 장기추세(120↑), 과열X",47850,44500,51900,56200
KOSDAQ,파인엠텍,441270,기타,9640,96.69,3432.8,52.9,45.4,5.92,66.4191,76.03134,1.02,15.73,0.21,4,★,"RSI적정, MACD상승, 장기추세(120↑), MACD>Sig",9370,8720,10160,11020
KOSDAQ,세종텔레콤,036630,기타,10780,91.27,1008.0,72.0,56.1,31.05,187.8359,9.66259,1.0,14.68,4.66,4,★,"MACD상승, 정배열(단), 장기추세(120↑), MACD>Sig",8470,7880,9180,9960
KOSDAQ,켐트로닉스,089010,기타,29400,83.27,4730.2,22.3,15.7,-10.45,-517.1644,161.35966,0.19,0.34,-10.37,4,★,"MACD상승, 정배열(단), 장기추세(120↑), 과열X",29400,27350,31850,34550
KOSPI,삼영,003720,기타,6980,79.99,2417.4,76.3,87.9,21.0,125.3842,-9.02976,0.4,14.24,29.74,4,★,"정배열(단), 장기추세(120↑), 자금유입(MFI), MACD>Sig",5940,5530,6440,6980
KOSDAQ,좋은사람들,033340,기타,1680,79.95,1511.5,72.5,69.1,13.09,42.717,14.78636,1.3,16.1,17.81,4,★,"MACD상승, 거래량↑, 자금유입(MFI), 에너지응축(Sqz), MACD>Sig",1530,1423,1659,1798
KOSDAQ,SG,255220,기타,2590,78.27,2595.6,80.7,76.2,15.84,58.8976,-0.9358,1.37,14.86,18.26,4,★,"거래량↑, 장기추세(120↑), 자금유입(MFI), MACD>Sig",2305,2140,2495,2705
KOSDAQ,에스와이스틸텍,365330,기타,3390,68.67,1766.0,61.2,84.2,3.8,51.6088,-12.30093,0.83,0.3,0.74,4,★,"RSI적정, 20선근접, 자금유입(MFI), MACD>Sig, 과열X",3365,3130,3645,3950
KOSDAQ,메드팩토,235980,기타,6720,67.19,2409.5,66.7,71.5,5.91,-40.1626,-50.96362,0.45,-10.52,-1.18,4,★,"정배열(단), 장기추세(120↑), 자금유입(MFI), 과열X",6540,6080,7080,7680
KOSPI,HD현대에너지솔루션,322000,기타,54200,66.18,5801.6,42.6,52.1,-5.98,-927.9367,312.65944,0.6,-0.91,-8.45,4,★,"MACD상승, 정배열(단), 장기추세(120↑), 과열X",54200,50400,58800,63700
KOSDAQ,범한퓨얼셀,382900,기타,30550,57.35,2816.7,41.0,46.4,-4.16,-278.4574,89.14499,0.38,1.5,-5.42,4,★,"MACD상승, 정배열(단), 장기추세(120↑), 과열X",30550,28400,33100,35900
KOSDAQ,로보로보,215100,기타,7660,57.03,1509.9,29.9,40.9,-8.62,-173.8713,52.57475,0.38,1.46,-9.67,4,★,"MACD상승, 정배열(단), 장기추세(120↑), 과열X",7660,7120,8300,9000
KOSPI,세진중공업,075580,기타,17860,55.71,10420.5,43.5,62.6,-9.02,-215.2742,15.41436,0.31,-5.8,-8.69,4,★,"MACD상승, 장기추세(120↑), 자금유입(MFI), 과열X",17860,16610,19360,21000
KOSDAQ,티에프이,425420,기타,44500,54.46,5525.8,65.1,73.0,9.96,762.1391,-55.76101,0.56,11.25,18.35,4,★,"장기추세(120↑), 자금유입(MFI), MACD>Sig, 과열X",41700,38750,45200,49000
KOSPI,HJ중공업,097230,기타,20700,189.8,18826.6,41.5,47.7,-8.78,-163.9181,69.1329,0.33,-2.36,-5.05,3,,"MACD상승, 장기추세(120↑), 과열X",20700,19250,22450,24300
KOSPI,디아이,003160,기타,21000,141.78,5957.1,41.8,57.5,-11.19,-708.5029,-5.37585,0.44,-15.49,-20.45,3,,"정배열(단), 장기추세(120↑), 과열X",21000,19530,22750,24700
KOSDAQ,중앙첨단소재,051980,기타,2745,133.1,3010.6,34.9,40.6,-11.45,-77.2004,19.17184,1.35,-0.36,-19.74,3,,"MACD상승, 거래량↑, 정배열(단), 과열X",2745,2555,2975,3225
KOSPI,한화투자증권,003530,기타,4940,126.48,10834.7,48.1,53.8,-3.57,2.3513,-0.4947,1.27,-4.45,-8.69,3,,"RSI적정, 거래량↑, MACD>Sig, 과열X",4940,4595,5350,5800
KOSPI,달바글로벌,483650,기타,129300,112.78,15948.3,70.3,68.8,-3.79,823.0894,17.73016,0.45,-3.0,1.17,3,,"MACD상승, 자금유입(MFI), MACD>Sig, 과열X",129300,120200,140200,151900
KOSPI,HD현대마린엔진,071970,기타,80200,91.29,27646.0,42.8,33.2,-4.9,-318.5038,151.25213,0.37,-1.23,-4.52,3,,"MACD상승, 장기추세(120↑), 과열X",80200,74600,86900,94200
KOSDAQ,대동기어,008830,기타,18450,71.06,1695.0,77.2,93.2,16.29,480.9075,-21.99207,1.08,17.97,19.42,3,,"장기추세(120↑), 자금유입(MFI), MACD>Sig",16340,15200,17710,19200
KOSDAQ,다날,064260,기타,6740,63.08,5034.0,38.9,44.4,-4.69,39.0875,20.84032,0.4,0.0,-3.99,3,,"MACD상승, 에너지응축(Sqz), MACD>Sig, 과열X",6740,6270,7310,7920
KOSDAQ,노머스,473980,기타,22150,56.83,2317.1,37.3,34.4,-3.82,206.2224,151.66298,1.4,4.73,0.68,3,,"MACD상승, 거래량↑, MACD>Sig, 과열X",22150,20600,24000,26050
KOSDAQ,셀비온,308430,기타,20700,53.9,2598.4,78.4,85.7,12.15,298.7551,14.66901,0.58,3.76,11.41,3,,"MACD상승, 자금유입(MFI), MACD>Sig, 과열X",19010,17680,20600,22350
KOSPI,파라다이스,034230,기타,16540,191.3,15588.8,48.6,53.0,-1.38,201.5225,-38.79737,0.55,-10.11,9.97,2,,"RSI적정, MACD>Sig, 과열X",16540,15380,17930,19430
KOSPI,솔루엠,248070,기타,16680,86.05,8320.0,35.7,59.6,-7.14,-160.8153,-47.8245,1.81,-7.49,-8.65,2,,"거래량↑, 정배열(단), 과열X",16680,15510,18080,19600
KOSDAQ,지엔씨에너지,119850,기타,29850,75.37,4918.2,19.8,18.3,-13.77,-673.6186,208.70418,0.37,0.17,-14.71,2,,"MACD상승, 정배열(단), 과열X",29850,27750,32350,35050
KOSDAQ,현대힘스,460930,기타,18480,50.33,6534.0,37.9,24.6,-6.01,41.2653,59.95543,0.31,-2.43,-8.06,2,,"MACD상승, MACD>Sig, 과열X",18480,17190,20050,21700
KOSDAQ,우리기술,032820,기타,3855,130.16,6499.3,37.2,40.9,-6.23,-33.5672,16.04771,0.52,-0.64,-8.32,1,,"MACD상승, 과열X",3855,3585,4180,4530
KOSDAQ,쎄트렉아이,099320,기타,48700,103.44,5508.5,36.4,24.7,-12.53,-487.7203,-259.03677,2.05,-15.01,-12.57,1,,"거래량↑, 과열X",48700,45300,52800,57200
KOSPI,토니모리,214420,기타,7980,88.81,2068.7,38.3,38.7,-8.91,-10.2504,-36.30691,3.92,-12.21,-9.52,1,,"거래량↑, 과열X",7980,7420,8650,9380
KOSPI,SK오션플랜트,100090,기타,18610,82.82,11683.4,40.7,36.8,-6.37,-26.6708,13.4832,0.47,-4.66,-9.44,1,,"MACD상승, 과열X",18610,17310,20150,21850
KOSDAQ,에치에프알,230240,기타,12680,64.8,1750.1,28.1,19.6,-19.38,-379.398,-31.18087,2.51,-15.41,-25.41,1,,"거래량↑, 과열X",12680,11790,13750,14900
KOSDAQ,SAMG엔터,419530,기타,42700,54.98,4054.4,40.4,42.9,-8.34,-148.7538,173.03012,0.83,-3.39,-8.66,1,,"MACD상승, 과열X",42700,39700,46300,50200
KOSPI,SNT에너지,100840,기타,37600,53.94,7827.7,37.1,47.2,-10.21,-104.0863,96.47384,0.76,-5.76,-11.01,1,,"MACD상승, 과열X",37600,34950,40750,44200
