종목코드,종목명,시장,업종,업종_상세,업종_대분류,종가,거래대금(억원),시가총액(억원),추천매수가,손절가,추천매도가1,추천매도가2,RANK_SCORE,LDY_SCORE,ENTRY_SCORE,ROUTE,REGIME,ret_20d_%,ret_120d_%,rel_20d_%,rel_60d_%,rel_120d_%,TTM_SQUEEZE_CNT,NORM_RR,NORM_T1,NORM_SL,NORM_NEAR,NORM_MOM,NORM_LIQ,NORM_TEC,RSI14,MFI14,이격도,MACD_Hist,MACD_Slope_PCT,거래강도,V_POWER,SUPERTREND_VAL,SUPERTREND_DIR,BB_BW,BB_SQUEEZE_BW,TTM_SQUEEZE,BB_SQUEEZE,Above_MA20,IS_SWING_SUPPORT,ret_5d_%,ret_10d_%,ret_60d_%,EBS,통과,근거,ATR_MULT,SECTOR_RET_5D,SECTOR_RANK,RR1,Now%,ST_DIR,AI_COMMENT,MKT_BREADTH_ALL_%,MKT_BREADTH_KOSPI_%,MKT_BREADTH_KOSDAQ_%,MKT_TEMP,TOP_SECTORS_5D,REGIME_RANK,LDY_RANK,기준일,시총기준일,벤치_60d_KOSPI_%,벤치_60d_KOSDAQ_%,60일_종목수익률_%,60일_초과수익(α)_%
196170,알테오젠,KOSDAQ,자연과학 및 공학 연구개발업,자연과학 및 공학 연구개발업,기타,421000,2323.08,225259.4,421000,391500,456500,492000,71.2,86.4,82.3,🔁 MR (반전),④ 바닥 반등 시도,-22.61,7.95,-27.17,-18.74,-5.8,0,0.98,0.96,1.0,1.0,0.15,1.0,0.49,17.3,16.8,-14.2,-10203.3089,0.0647,1.08,-1.13,494900,-1,37.12,0,0,0,0,True,-7.78,-19.35,-10.99,1,,"MACD상승, 정배열(단)",2.0,3.5856363636363637,6.0,1.2033898305084745,0.0,-1,🧱 구조적 지지선(Swing Low) 근접. 📉 매도세 우위. 🚀 단기 모멘텀 가속. 📉 과매도 기술적 반등 기대. (매수 유효),61.7,58.0,65.8,🌤 중립,1.유통·소비재(+16.1%) / 2.철강·금속(+8.0%) / 3.미디어·콘텐츠(+5.0%) / 4.바이오·의약품(+4.8%) / 5.건설·부동산(+3.7%),4,80,20251217,20251217,18.84,7.75,-10.99,-18.74
445680,큐리옥스바이오시스템즈,KOSDAQ,의료용 기기 제조업,의료용 기기 제조업,기타,94800,176.32,16229.6,94100,87400,102000,109900,71.2,74.5,79.8,↩️ PULL (눌림),② 상승 후 조정,30.22,176.79,25.66,77.41,163.04,0,0.8,0.87,1.0,0.83,0.5,0.1,0.67,53.5,57.6,3.8,-185.2935,-0.0527,0.79,0.09,84570,1,27.63,0,0,0,1,False,1.94,5.92,85.16,4,,"RSI적정, 20선근접, 정배열(단), 장기추세(120↑)",2.0,3.5856363636363637,6.0,0.972972972972973,0.7438894792773645,1,📉 매도세 우위. ,61.7,58.0,65.8,🌤 중립,1.유통·소비재(+16.1%) / 2.철강·금속(+8.0%) / 3.미디어·콘텐츠(+5.0%) / 4.바이오·의약품(+4.8%) / 5.건설·부동산(+3.7%),2,81,20251217,20251217,18.84,7.75,85.16,77.41
458870,씨어스테크놀로지,KOSDAQ,의료용 기기 제조업,의료용 기기 제조업,기타,114800,125.36,14540.4,114800,108200,122700,130600,71.1,76.9,87.3,🔺 Watch (상승 준비),⑤ 하락 / 약세,-7.87,382.35,-12.43,86.17,368.6,0,0.98,0.79,0.84,1.0,0.59,0.03,0.59,30.0,37.6,-6.5,-2771.9783,0.2383,0.49,0.44,108220,1,27.1,0,0,0,0,False,1.32,-6.97,93.92,3,,"MACD상승, 정배열(단), 장기추세(120↑)",2.0,3.5856363636363637,6.0,1.196969696969697,0.0,1,📉 매도세 우위. 🚀 단기 모멘텀 가속. 📉 과매도 기술적 반등 기대.,61.7,58.0,65.8,🌤 중립,1.유통·소비재(+16.1%) / 2.철강·금속(+8.0%) / 3.미디어·콘텐츠(+5.0%) / 4.바이오·의약품(+4.8%) / 5.건설·부동산(+3.7%),5,82,20251217,20251217,18.84,7.75,93.92,86.17
035250,강원랜드,KOSPI,유원지 및 기타 오락관련 서비스업,유원지 및 기타 오락관련 서비스업,서비스 기타,18490,185.1,39557.6,18480,17530,19910,21350,71.1,72.9,80.5,🔻 REV (역추세 반등),④ 바닥 반등 시도,5.3,1.26,2.07,-16.97,-29.44,0,1.0,0.88,0.68,0.99,0.28,0.11,0.81,66.5,79.9,3.04,36.8113,0.075,1.6,1.5,17488,1,5.15,1,0,0,1,True,4.05,2.04,1.87,7,★,"MACD상승, 20선근접, 거래량↑, 정배열(단), 장기추세(120↑), 자금유입, MACD>Sig",1.8,0.5161904761904762,10.0,1.4791666666666667,0.05411255411255411,1,🔇 변동성 축소 (BW 5.2%). 🧱 구조적 지지선(Swing Low) 근접. 💪 매수세 장악(Power Buying). 💰 외국인/기관 수급 집중. 🚀 단기 모멘텀 가속. ,61.7,58.0,65.8,🌤 중립,1.유통·소비재(+16.1%) / 2.철강·금속(+8.0%) / 3.미디어·콘텐츠(+5.0%) / 4.바이오·의약품(+4.8%) / 5.건설·부동산(+3.7%),4,83,20251217,20251217,18.84,7.75,1.87,-16.97
087010,펩트론,KOSDAQ,기초 의약물질 제조업,기초 의약물질 제조업,기타,243500,992.44,56777.7,243500,226000,264000,284500,71.0,85.8,82.3,🔁 MR (반전),④ 바닥 반등 시도,-27.2,18.78,-31.76,-23.64,5.03,0,0.96,0.96,1.0,1.0,0.18,1.0,0.48,30.6,28.3,-18.12,-5869.0064,0.0887,1.14,-3.42,299625,-1,49.17,0,0,0,0,True,-13.19,-14.86,-15.89,1,,"MACD상승, 정배열(단)",2.0,3.5856363636363637,6.0,1.1714285714285715,0.0,-1,🧱 구조적 지지선(Swing Low) 근접. 📉 매도세 우위. 🚀 단기 모멘텀 가속. 📉 과매도 기술적 반등 기대. (매수 유효),61.7,58.0,65.8,🌤 중립,1.유통·소비재(+16.1%) / 2.철강·금속(+8.0%) / 3.미디어·콘텐츠(+5.0%) / 4.바이오·의약품(+4.8%) / 5.건설·부동산(+3.7%),4,84,20251217,20251217,18.84,7.75,-15.89,-23.64
338840,와이바이오로직스,KOSDAQ,자연과학 및 공학 연구개발업,자연과학 및 공학 연구개발업,기타,25500,97.26,3812.0,25450,23650,27650,29800,70.8,76.5,78.0,🔺 Watch (상승 준비),② 상승 후 조정,9.91,160.2,5.35,77.57,146.45,0,0.95,0.96,1.0,0.96,0.53,0.0,0.66,60.4,71.4,3.1,-184.6454,-0.1331,0.71,-0.11,20015,1,30.39,0,0,0,1,True,-2.11,3.24,85.32,5,★,"RSI적정, 20선근접, 정배열(단), 장기추세(120↑), 자금유입",2.0,3.5856363636363637,6.0,1.162162162162162,0.19646365422396855,1,🧱 구조적 지지선(Swing Low) 근접. 📉 매도세 우위. 💰 외국인/기관 수급 집중. ,61.7,58.0,65.8,🌤 중립,1.유통·소비재(+16.1%) / 2.철강·금속(+8.0%) / 3.미디어·콘텐츠(+5.0%) / 4.바이오·의약품(+4.8%) / 5.건설·부동산(+3.7%),2,85,20251217,20251217,18.84,7.75,85.32,77.57
011170,롯데케미칼,KOSPI,기초 화학물질 제조업,기초 화학물질 제조업,화학·소재,78900,353.6,33749.8,76800,69100,88400,99900,70.7,65.9,65.4,🔼 BRK (돌파),③ 박스 / 중립,-1.0,21.38,-4.23,1.43,-9.32,1,0.79,1.0,0.36,0.39,0.49,0.34,0.5,58.9,55.7,5.84,155.0767,0.1983,2.99,1.7,79030,-1,11.57,0,1,1,1,False,7.2,5.91,20.27,6,★,"RSI적정, MACD상승, 거래량↑, 정배열(단), 장기추세(120↑), MACD>Sig",2.5,1.209642857142857,9.0,0.9693877551020408,2.734375,-1,🌪️ 에너지 응축 시작 (1일차). 💪 매수세 장악(Power Buying). 🚀 단기 모멘텀 가속. ⚠️ 단기 급등 조정 주의.,61.7,58.0,65.8,🌤 중립,1.유통·소비재(+16.1%) / 2.철강·금속(+8.0%) / 3.미디어·콘텐츠(+5.0%) / 4.바이오·의약품(+4.8%) / 5.건설·부동산(+3.7%),3,86,20251217,20251217,18.84,7.75,20.27,1.43
298380,에이비엘바이오,KOSDAQ,기초 의약물질 제조업,기초 의약물질 제조업,기타,182100,1408.38,100382.9,182100,172700,193400,205000,70.3,85.2,81.2,↩️ PULL (눌림),② 상승 후 조정,7.18,170.58,2.62,74.53,156.83,0,0.98,0.71,0.69,1.0,0.41,1.0,0.66,54.0,63.2,-2.91,-3753.1798,-0.272,0.64,-2.07,172740,1,23.24,0,0,0,0,False,-10.3,-9.4,82.28,4,,"RSI적정, 정배열(단), 장기추세(120↑), 자금유입",2.0,3.5856363636363637,6.0,1.202127659574468,0.0,1,📉 매도세 우위. 💸 자금 유입 지속.  (매수 유효),61.7,58.0,65.8,🌤 중립,1.유통·소비재(+16.1%) / 2.철강·금속(+8.0%) / 3.미디어·콘텐츠(+5.0%) / 4.바이오·의약품(+4.8%) / 5.건설·부동산(+3.7%),2,87,20251217,20251217,18.84,7.75,82.28,74.53
302440,SK바이오사이언스,KOSPI,기초 의약물질 제조업,기초 의약물질 제조업,기타,51300,54.29,40203.4,51300,48500,54700,58000,70.1,70.7,70.7,↩️ PULL (눌림),⑤ 하락 / 약세,-0.97,1.18,-4.2,-14.99,-29.52,5,0.99,0.76,0.77,1.0,0.1,0.0,0.7,45.1,51.8,-2.76,-270.6609,-0.0293,0.9,-1.31,48510,1,8.48,1,1,1,0,True,-1.91,-5.87,3.85,3,,"RSI적정, 정배열(단), 장기추세(120↑)",1.8,3.5856363636363637,6.0,1.2142857142857142,0.0,1,🌪️ 5일 연속 응축 중! 폭발 임박. 🧱 구조적 지지선(Swing Low) 근접. 📉 매도세 우위. ,61.7,58.0,65.8,🌤 중립,1.유통·소비재(+16.1%) / 2.철강·금속(+8.0%) / 3.미디어·콘텐츠(+5.0%) / 4.바이오·의약품(+4.8%) / 5.건설·부동산(+3.7%),5,88,20251217,20251217,18.84,7.75,3.85,-14.99
097230,HJ중공업,KOSPI,토목 건설업,토목 건설업,건설·부동산,21500,261.19,19413.5,21500,19990,23350,25150,70.0,79.7,83.8,↩️ PULL (눌림),⑤ 하락 / 약세,0.7,173.89,-2.53,-50.91,143.19,0,1.0,0.98,1.0,1.0,0.2,0.21,0.72,53.5,57.0,-1.36,191.8457,-0.1248,0.76,-0.05,24913,-1,20.25,0,0,0,0,True,-4.23,-4.02,-32.07,3,,"RSI적정, 장기추세(120↑), MACD>Sig",2.0,3.7175000000000002,5.0,1.2251655629139073,0.0,-1,🧱 구조적 지지선(Swing Low) 근접. 📉 매도세 우위. ✅ 20일선 눌림목 구간.,61.7,58.0,65.8,🌤 중립,1.유통·소비재(+16.1%) / 2.철강·금속(+8.0%) / 3.미디어·콘텐츠(+5.0%) / 4.바이오·의약품(+4.8%) / 5.건설·부동산(+3.7%),5,89,20251217,20251217,18.84,7.75,-32.07,-50.91
007660,이수페타시스,KOSPI,전자부품 제조업,전자부품 제조업,IT/전기전자,126000,3348.56,92495.6,126000,117100,136600,147200,69.7,78.7,83.9,↩️ PULL (눌림),② 상승 후 조정,-1.25,156.36,-4.48,44.16,125.66,0,0.97,0.96,1.0,1.0,0.24,1.0,0.54,32.9,35.8,-7.87,-3332.2907,-0.603,1.24,-1.55,149760,-1,23.4,0,0,0,0,False,-14.81,-9.81,63.0,3,,"거래량↑, 정배열(단), 장기추세(120↑)",2.0,0.23883720930232574,11.0,1.1910112359550562,0.0,-1,📉 매도세 우위. 📉 과매도 기술적 반등 기대.,61.7,58.0,65.8,🌤 중립,1.유통·소비재(+16.1%) / 2.철강·금속(+8.0%) / 3.미디어·콘텐츠(+5.0%) / 4.바이오·의약품(+4.8%) / 5.건설·부동산(+3.7%),2,90,20251217,20251217,18.84,7.75,63.0,44.16
353200,대덕전자,KOSPI,전자부품 제조업,전자부품 제조업,IT/전기전자,46850,416.69,23151.8,46850,43550,50800,54800,69.3,75.8,84.7,↩️ PULL (눌림),② 상승 후 조정,-10.42,164.99,-13.65,56.3,134.29,0,0.98,0.96,1.0,1.0,0.28,0.42,0.64,41.0,43.5,-3.45,-854.7953,-0.1006,0.61,-1.01,41395,1,15.61,0,0,0,0,False,-5.35,-6.11,75.14,2,,"정배열(단), 장기추세(120↑)",2.0,0.23883720930232574,11.0,1.196969696969697,0.0,1,📉 매도세 우위. ,61.7,58.0,65.8,🌤 중립,1.유통·소비재(+16.1%) / 2.철강·금속(+8.0%) / 3.미디어·콘텐츠(+5.0%) / 4.바이오·의약품(+4.8%) / 5.건설·부동산(+3.7%),2,91,20251217,20251217,18.84,7.75,75.14,56.3
267250,HD현대,KOSPI,기타 금융업,기타 금융업,금융,200500,273.45,158381.1,200500,186400,217500,234500,69.1,79.7,82.1,↩️ PULL (눌림),② 상승 후 조정,-4.3,52.01,-7.53,5.08,21.31,0,0.99,0.97,1.0,1.0,0.13,0.23,0.73,49.3,45.8,-1.31,-1049.4642,-0.0703,0.8,-0.91,184045,1,12.91,0,0,0,0,True,-3.14,0.0,23.92,3,,"RSI적정, 정배열(단), 장기추세(120↑)",2.0,2.1648571428571426,7.0,1.2056737588652482,0.0,1,🧱 구조적 지지선(Swing Low) 근접. 📉 매도세 우위. ✅ 20일선 눌림목 구간.,61.7,58.0,65.8,🌤 중립,1.유통·소비재(+16.1%) / 2.철강·금속(+8.0%) / 3.미디어·콘텐츠(+5.0%) / 4.바이오·의약품(+4.8%) / 5.건설·부동산(+3.7%),2,92,20251217,20251217,18.84,7.75,23.92,5.08
042660,한화오션,KOSPI,선박 및 보트 건조업,선박 및 보트 건조업,조선·기계·설비,108300,806.13,331845.7,108300,100700,117400,126500,69.1,81.4,81.2,↩️ PULL (눌림),⑤ 하락 / 약세,-11.95,23.91,-15.18,-23.0,-6.79,0,0.98,0.96,1.0,1.0,0.1,0.95,0.63,46.2,47.7,-3.4,170.5571,-0.0263,0.57,-1.06,118770,-1,18.07,0,0,0,0,True,-3.73,0.09,-4.16,1,,"RSI적정, MACD>Sig",2.0,-1.8196491228070175,13.0,1.1973684210526316,0.0,-1,🧱 구조적 지지선(Swing Low) 근접. 📉 매도세 우위.  (매수 유효),61.7,58.0,65.8,🌤 중립,1.유통·소비재(+16.1%) / 2.철강·금속(+8.0%) / 3.미디어·콘텐츠(+5.0%) / 4.바이오·의약품(+4.8%) / 5.건설·부동산(+3.7%),5,93,20251217,20251217,18.84,7.75,-4.16,-23.0
450080,에코프로머티,KOSPI,일차전지 및 이차전지 제조업,일차전지 및 이차전지 제조업,2차전지,59800,139.5,42194.1,59800,56800,64200,68600,68.9,69.0,78.6,↩️ PULL (눌림),③ 박스 / 중립,3.46,20.93,0.23,-1.59,-9.77,0,1.0,0.84,0.65,1.0,0.2,0.05,0.75,56.3,64.5,0.27,18.5998,-0.2338,0.74,-1.92,56870,1,21.71,0,0,0,1,True,-6.71,-0.33,17.25,6,★,"RSI적정, 20선근접, 정배열(단), 장기추세(120↑), 자금유입, MACD>Sig",2.0,-2.411111111111111,14.0,1.4666666666666666,0.0,1,🧱 구조적 지지선(Swing Low) 근접. 📉 매도세 우위. 💸 자금 유입 지속. ✅ 20일선 눌림목 구간.,61.7,58.0,65.8,🌤 중립,1.유통·소비재(+16.1%) / 2.철강·금속(+8.0%) / 3.미디어·콘텐츠(+5.0%) / 4.바이오·의약품(+4.8%) / 5.건설·부동산(+3.7%),3,94,20251217,20251217,18.84,7.75,17.25,-1.59
114190,강원에너지,KOSDAQ,기타 전기장비 제조업,기타 전기장비 제조업,IT/전기전자,15470,94.78,4041.2,15470,14380,16770,18070,68.9,72.2,76.8,↩️ PULL (눌림),② 상승 후 조정,-2.4,115.16,-6.96,30.38,101.41,0,0.98,0.96,1.0,1.0,0.38,0.0,0.73,56.1,74.3,0.73,-32.6685,-0.2508,0.72,-0.83,14191,1,19.31,0,0,0,1,False,-6.98,0.98,38.13,5,★,"RSI적정, 20선근접, 정배열(단), 장기추세(120↑), 자금유입",2.0,0.23883720930232574,11.0,1.1926605504587156,0.0,1,📉 매도세 우위. 💰 외국인/기관 수급 집중. ✅ 20일선 눌림목 구간.,61.7,58.0,65.8,🌤 중립,1.유통·소비재(+16.1%) / 2.철강·금속(+8.0%) / 3.미디어·콘텐츠(+5.0%) / 4.바이오·의약품(+4.8%) / 5.건설·부동산(+3.7%),2,95,20251217,20251217,18.84,7.75,38.13,30.38
094170,동운아나텍,KOSDAQ,반도체 제조업,반도체 제조업,반도체,28000,54.62,5854.8,28000,26000,30400,32750,68.8,71.8,76.9,↩️ PULL (눌림),② 상승 후 조정,37.93,51.35,33.37,46.1,37.6,0,0.98,0.98,1.0,1.0,0.37,0.0,0.69,49.6,47.5,0.46,-471.0737,-0.2294,0.44,-1.34,25745,1,51.55,0,0,0,1,False,-3.95,-9.53,53.85,4,,"RSI적정, 20선근접, 정배열(단), 장기추세(120↑)",2.0,-2.9210000000000003,16.0,1.2,0.0,1,📉 매도세 우위. ✅ 20일선 눌림목 구간.,61.7,58.0,65.8,🌤 중립,1.유통·소비재(+16.1%) / 2.철강·금속(+8.0%) / 3.미디어·콘텐츠(+5.0%) / 4.바이오·의약품(+4.8%) / 5.건설·부동산(+3.7%),2,96,20251217,20251217,18.84,7.75,53.85,46.1
356860,티엘비,KOSDAQ,전자부품 제조업,전자부품 제조업,IT/전기전자,61400,268.96,6037.2,61400,57100,66600,71800,68.6,73.4,84.6,↩️ PULL (눌림),② 상승 후 조정,-12.66,172.28,-17.22,50.5,158.53,0,0.99,0.97,1.0,1.0,0.26,0.22,0.64,39.0,53.0,-5.04,-1072.1042,-0.2934,1.09,-1.4,55740,1,20.0,0,0,0,0,False,-5.83,-9.57,58.25,2,,"정배열(단), 장기추세(120↑)",2.0,0.23883720930232574,11.0,1.2093023255813953,0.0,1,📉 매도세 우위. 📉 과매도 기술적 반등 기대.,61.7,58.0,65.8,🌤 중립,1.유통·소비재(+16.1%) / 2.철강·금속(+8.0%) / 3.미디어·콘텐츠(+5.0%) / 4.바이오·의약품(+4.8%) / 5.건설·부동산(+3.7%),2,97,20251217,20251217,18.84,7.75,58.25,50.5
417200,LS머트리얼즈,KOSDAQ,전자부품 제조업,전자부품 제조업,IT/전기전자,12800,109.92,8659.5,12610,11720,13940,15270,68.1,69.7,76.6,🔺 Watch (관찰·돌파예상),① 강한 상승 추세,5.7,7.56,1.14,16.4,-6.19,0,0.86,1.0,1.0,0.66,0.46,0.01,0.61,65.2,53.8,4.54,84.7711,0.2665,1.35,-0.79,11648,1,20.69,0,0,0,1,False,6.84,0.95,24.15,6,★,"MACD상승, 20선근접, 거래량↑, 정배열(단), 장기추세(120↑), MACD>Sig",2.0,0.23883720930232574,11.0,1.0555555555555556,1.506740681998414,1,📉 매도세 우위. 🚀 단기 모멘텀 가속. ,61.7,58.0,65.8,🌤 중립,1.유통·소비재(+16.1%) / 2.철강·금속(+8.0%) / 3.미디어·콘텐츠(+5.0%) / 4.바이오·의약품(+4.8%) / 5.건설·부동산(+3.7%),1,98,20251217,20251217,18.84,7.75,24.15,16.4
192820,코스맥스,KOSPI,기타 화학제품 제조업,기타 화학제품 제조업,화학·소재,170500,152.93,19350.9,169700,158100,183700,197600,68.0,68.8,77.0,🔻 REV (역추세 반등),④ 바닥 반등 시도,5.18,-38.22,1.95,-42.21,-68.92,0,0.87,0.88,1.0,0.89,0.19,0.07,0.79,66.4,57.2,3.48,2153.2955,0.0826,1.25,0.97,172970,-1,8.21,1,0,0,1,False,5.05,4.28,-23.37,3,,"MACD상승, 20선근접, 거래량↑, MACD>Sig",1.8,1.209642857142857,9.0,1.064516129032258,0.4714201532115498,-1,🔇 변동성 축소 (BW 8.2%). 🚀 단기 모멘텀 가속. ,61.7,58.0,65.8,🌤 중립,1.유통·소비재(+16.1%) / 2.철강·금속(+8.0%) / 3.미디어·콘텐츠(+5.0%) / 4.바이오·의약품(+4.8%) / 5.건설·부동산(+3.7%),4,99,20251217,20251217,18.84,7.75,-23.37,-42.21
003550,LG,KOSPI,기타 금융업,기타 금융업,금융,83900,196.16,129391.9,83900,79600,88900,93900,68.0,69.3,76.8,🔺 Watch (관찰·돌파예상),④ 바닥 반등 시도,4.48,-1.18,1.25,-7.27,-31.88,0,0.95,0.68,0.68,1.0,0.24,0.13,0.71,66.2,55.5,3.06,227.792,0.0246,0.72,0.31,77780,1,11.45,0,0,0,1,True,1.7,3.07,11.57,5,★,"MACD상승, 20선근접, 정배열(단), 장기추세(120↑), MACD>Sig",1.8,2.1648571428571426,7.0,1.1627906976744187,0.0,1,🧱 구조적 지지선(Swing Low) 근접. 📉 매도세 우위. 🚀 단기 모멘텀 가속. ,61.7,58.0,65.8,🌤 중립,1.유통·소비재(+16.1%) / 2.철강·금속(+8.0%) / 3.미디어·콘텐츠(+5.0%) / 4.바이오·의약품(+4.8%) / 5.건설·부동산(+3.7%),4,100,20251217,20251217,18.84,7.75,11.57,-7.27
009420,한올바이오파마,KOSPI,의약품 제조업,의약품 제조업,바이오·의약품,42750,205.38,22332.9,42750,39750,46350,49950,67.8,74.5,82.7,↩️ PULL (눌림),② 상승 후 조정,-0.81,67.65,-4.04,13.92,36.95,0,0.98,0.96,1.0,1.0,0.17,0.14,0.41,47.2,41.3,-10.37,-1308.084,-0.616,0.42,-1.79,54685,-1,36.15,0,0,0,0,True,-14.67,-18.57,32.76,3,,"RSI적정, 정배열(단), 장기추세(120↑)",2.0,4.758695652173913,4.0,1.2,0.0,-1,🧱 구조적 지지선(Swing Low) 근접. 📉 매도세 우위. 📉 과매도 기술적 반등 기대.,61.7,58.0,65.8,🌤 중립,1.유통·소비재(+16.1%) / 2.철강·금속(+8.0%) / 3.미디어·콘텐츠(+5.0%) / 4.바이오·의약품(+4.8%) / 5.건설·부동산(+3.7%),2,101,20251217,20251217,18.84,7.75,32.76,13.92
009540,HD한국조선해양,KOSPI,기타 금융업,기타 금융업,금융,421500,498.57,298308.7,421500,393500,455000,488000,67.8,78.7,80.4,↩️ PULL (눌림),⑤ 하락 / 약세,0.84,7.53,-2.39,-17.52,-23.17,0,0.98,0.91,0.99,1.0,0.1,0.53,0.71,47.7,56.5,-1.6,-70.3665,-0.2084,0.73,-2.12,462450,-1,11.94,0,0,0,0,True,-4.64,-0.35,1.32,2,,"RSI적정, 장기추세(120↑)",1.8,2.1648571428571426,7.0,1.1964285714285714,0.0,-1,🧱 구조적 지지선(Swing Low) 근접. 📉 매도세 우위. ✅ 20일선 눌림목 구간.,61.7,58.0,65.8,🌤 중립,1.유통·소비재(+16.1%) / 2.철강·금속(+8.0%) / 3.미디어·콘텐츠(+5.0%) / 4.바이오·의약품(+4.8%) / 5.건설·부동산(+3.7%),5,102,20251217,20251217,18.84,7.75,1.32,-17.52
214450,파마리서치,KOSDAQ,의료용품 및 기타 의약 관련제품 제조업,의료용품 및 기타 의약 관련제품 제조업,기타,374500,261.65,38909.2,374500,348000,406000,437500,67.7,75.4,82.0,🔁 MR (반전),④ 바닥 반등 시도,-16.22,-21.16,-20.78,-47.25,-34.91,0,0.97,0.96,1.0,1.0,0.15,0.21,0.45,31.8,29.1,-8.86,644.6181,0.0577,0.44,-1.61,418200,-1,29.72,0,0,0,0,True,-2.98,-9.21,-39.5,1,,"MACD상승, MACD>Sig",2.0,3.5856363636363637,6.0,1.1886792452830188,0.0,-1,🧱 구조적 지지선(Swing Low) 근접. 📉 매도세 우위. 🚀 단기 모멘텀 가속. 📉 과매도 기술적 반등 기대.,61.7,58.0,65.8,🌤 중립,1.유통·소비재(+16.1%) / 2.철강·금속(+8.0%) / 3.미디어·콘텐츠(+5.0%) / 4.바이오·의약품(+4.8%) / 5.건설·부동산(+3.7%),4,103,20251217,20251217,18.84,7.75,-39.5,-47.25
006340,대원전선,KOSPI,절연선 및 케이블 제조업,절연선 및 케이블 제조업,기타,3960,271.9,3052.2,3910,3550,4455,4995,67.6,82.5,79.2,🔺 Watch (관찰·돌파예상),① 강한 상승 추세,18.56,27.54,15.33,14.27,-3.16,0,0.99,1.0,0.58,0.71,0.61,0.23,0.83,51.2,66.4,4.29,22.8946,0.4167,0.73,1.51,3550,1,19.76,0,0,0,1,False,11.86,4.49,33.11,7,★,"RSI적정, MACD상승, 20선근접, 정배열(단), 장기추세(120↑), 자금유입, MACD>Sig",2.5,3.5856363636363637,6.0,1.2073170731707317,1.278772378516624,1,💪 매수세 장악(Power Buying). 💸 자금 유입 지속. 🚀 단기 모멘텀 가속.  (매수 유효),61.7,58.0,65.8,🌤 중립,1.유통·소비재(+16.1%) / 2.철강·금속(+8.0%) / 3.미디어·콘텐츠(+5.0%) / 4.바이오·의약품(+4.8%) / 5.건설·부동산(+3.7%),1,104,20251217,20251217,18.84,7.75,33.11,14.27
039030,이오테크닉스,KOSDAQ,특수 목적용 기계 제조업,특수 목적용 기계 제조업,조선·기계·설비,252000,356.17,31045.3,252000,234000,273500,294500,67.5,73.8,82.4,↩️ PULL (눌림),② 상승 후 조정,-8.2,59.8,-12.76,6.28,46.05,0,0.98,0.98,1.0,1.0,0.16,0.34,0.58,47.3,52.6,-4.55,-3730.5482,-0.3825,1.54,-0.74,278450,-1,21.03,0,0,0,0,False,-7.01,-9.84,14.03,4,,"RSI적정, 거래량↑, 정배열(단), 장기추세(120↑)",2.0,-1.8196491228070175,13.0,1.1944444444444444,0.0,-1,📉 매도세 우위. ,61.7,58.0,65.8,🌤 중립,1.유통·소비재(+16.1%) / 2.철강·금속(+8.0%) / 3.미디어·콘텐츠(+5.0%) / 4.바이오·의약품(+4.8%) / 5.건설·부동산(+3.7%),2,105,20251217,20251217,18.84,7.75,14.03,6.28
316140,우리금융지주,KOSPI,기타 금융업,기타 금융업,금융,27700,309.18,203339.1,27700,26300,29400,31050,67.5,70.9,75.0,↩️ PULL (눌림),⑤ 하락 / 약세,6.13,24.77,2.9,-13.11,-5.93,0,0.99,0.7,0.66,1.0,0.11,0.28,0.69,64.0,51.2,1.61,-65.0786,-0.0978,0.59,-2.72,26305,1,14.83,0,0,0,1,True,0.54,-2.81,5.73,4,,"RSI적정, 20선근접, 정배열(단), 장기추세(120↑)",2.0,2.1648571428571426,7.0,1.2142857142857142,0.0,1,🧱 구조적 지지선(Swing Low) 근접. 📉 매도세 우위. ✅ 20일선 눌림목 구간.,61.7,58.0,65.8,🌤 중립,1.유통·소비재(+16.1%) / 2.철강·금속(+8.0%) / 3.미디어·콘텐츠(+5.0%) / 4.바이오·의약품(+4.8%) / 5.건설·부동산(+3.7%),5,106,20251217,20251217,18.84,7.75,5.73,-13.11
010140,삼성중공업,KOSPI,선박 및 보트 건조업,선박 및 보트 건조업,조선·기계·설비,24450,857.29,215160.0,24450,22700,26550,28600,67.3,78.2,79.6,↩️ PULL (눌림),⑤ 하락 / 약세,-3.55,43.32,-6.78,-5.38,12.62,0,0.98,0.98,1.0,1.0,0.01,1.0,0.69,44.4,52.9,-3.5,-77.5963,-0.1847,1.07,-2.66,27257,-1,12.21,0,0,0,0,True,-6.86,-1.01,13.46,2,,"정배열(단), 장기추세(120↑)",2.0,-1.8196491228070175,13.0,1.2,0.0,-1,🧱 구조적 지지선(Swing Low) 근접. 📉 매도세 우위. ,61.7,58.0,65.8,🌤 중립,1.유통·소비재(+16.1%) / 2.철강·금속(+8.0%) / 3.미디어·콘텐츠(+5.0%) / 4.바이오·의약품(+4.8%) / 5.건설·부동산(+3.7%),5,107,20251217,20251217,18.84,7.75,13.46,-5.38
