date,action,code,name,ret_pct_gross,ret_pct_net,realized_pl,cash,invested_total,total_assets,open_positions
2026-04-21,ENTER,017800,현대엘리베이터,0,0,0,823566.0,8459154.0,9282720.0,3
2026-04-23,EXIT,373220,LG에너지솔루션,18.58,18.36,492499.0,3998522.0,5776697.0,9775219.0,2
2026-04-23,ENTER,310210,보로노이,0,0,0,740116.0,9035104.0,9775219.0,3
2026-04-27,EXIT,005960,동부건설,0.65,0.43,11535.0,3434107.0,6352647.0,9786754.0,2
2026-04-27,EXIT,017800,현대엘리베이터,-7.44,-7.66,-237019.0,6291329.0,3258406.0,9549735.0,1
2026-04-27,ENTER,327260,RF머트리얼즈,0,0,0,3108084.0,6441652.0,9549735.0,2
2026-04-28,ENTER,044490,태웅,0,0,0,0.0,9549735.0,9549735.0,3
2026-05-06,EXIT,327260,RF머트리얼즈,28.6,28.38,903405.0,4086650.0,6366490.0,10453140.0,2
2026-05-06,ENTER,011170,롯데케미칼,0,0,0,602270.0,9850870.0,10453140.0,3
2026-05-07,EXIT,310210,보로노이,-4.53,-4.75,-154774.0,3705902.0,6592464.0,10298366.0,2
2026-05-07,ENTER,052710,아모텍,0,0,0,273114.0,10025252.0,10298366.0,3
2026-05-11,EXIT,044490,태웅,-15.01,-15.23,-473361.0,2907836.0,6917169.0,9825005.0,2
2026-05-11,EXIT,052710,아모텍,-15.16,-15.38,-527963.0,5812662.0,3484380.0,9297042.0,1
2026-05-11,ENTER,017550,수산세보틱스,0,0,0,2713648.0,6583394.0,9297042.0,2
2026-05-12,ENTER,078930,GS,0,0,0,0.0,9297042.0,9297042.0,3
2026-05-13,EXIT,011170,롯데케미칼,-11.96,-12.18,-424397.0,3059983.0,5812662.0,8872644.0,2
2026-05-13,EXIT,017550,수산세보틱스,-15.0,-15.22,-471670.0,5687327.0,2713648.0,8400974.0,1
2026-05-13,ENTER,016360,삼성증권,0,0,0,2887002.0,5513973.0,8400974.0,2
2026-05-13,ENTER,417500,제이아이테크,0,0,0,86677.0,8314297.0,8400974.0,3
2026-05-14,EXIT,078930,GS,-7.62,-7.84,-212750.0,2587575.0,5600650.0,8188224.0,2
2026-05-14,ENTER,087010,펩트론,0,0,0,0.0,8188224.0,8188224.0,3
2026-05-15,EXIT,417500,제이아이테크,11.57,11.35,317837.0,3118162.0,5387900.0,8506061.0,2
2026-05-15,ENTER,267260,HD현대일렉트릭,0,0,0,282808.0,8223253.0,8506061.0,3
2026-05-18,EXIT,016360,삼성증권,-10.06,-10.28,-287873.0,2795259.0,5422929.0,8218188.0,2
2026-05-18,EXIT,267260,HD현대일렉트릭,-8.05,-8.27,-234484.0,5396129.0,2587575.0,7983704.0,1
2026-05-18,ENTER,052900,KX하이텍,0,0,0,2734895.0,5248810.0,7983704.0,2
2026-05-18,ENTER,396270,넥스트칩,0,0,0,73660.0,7910044.0,7983704.0,3
2026-05-19,EXIT,087010,펩트론,-8.07,-8.29,-214510.0,2446725.0,5322469.0,7769194.0,2
2026-05-19,ENTER,033240,자화전자,0,0,0,0.0,7769194.0,7769194.0,3
2026-05-20,EXIT,396270,넥스트칩,-15.15,-15.37,-409032.0,2252203.0,5107959.0,7360162.0,2
2026-05-20,ENTER,066575,LG전자우,0,0,0,0.0,7360162.0,7360162.0,3
2026-05-22,EXIT,052900,KX하이텍,23.35,23.13,615544.0,3276778.0,4698928.0,7975706.0,2
2026-05-21,EXIT,033240,자화전자,-15.05,-15.27,-373615.0,5349888.0,2252203.0,7602091.0,1
2026-05-26,ENTER,090360,로보스타,0,0,0,2815858.0,4786233.0,7602091.0,2
2026-05-26,ENTER,321370,센서뷰,0,0,0,281827.0,7320264.0,7602091.0,3
2026-05-29,EXIT,066575,LG전자우,30.51,30.29,682192.0,3216223.0,5068061.0,8284283.0,2
2026-06-01,ENTER,417840,저스템,0,0,0,454795.0,7829489.0,8284283.0,3
2026-06-02,EXIT,090360,로보스타,43.09,42.87,1086339.0,4075164.0,5295458.0,9370622.0,2
2026-06-02,EXIT,321370,센서뷰,-15.06,-15.28,-387200.0,6221995.0,2761428.0,8983422.0,1
2026-06-02,ENTER,440110,파두,0,0,0,3227520.0,5755902.0,8983422.0,2
2026-06-02,ENTER,095610,테스,0,0,0,233046.0,8750376.0,8983422.0,3
2026-06-03,EXIT,417840,저스템,-15.03,-15.25,-421118.0,2573356.0,5988948.0,8562305.0,2
2026-06-03,EXIT,095610,테스,-8.09,-8.31,-248841.0,5318990.0,2994474.0,8313464.0,1
2026-06-05,ENTER,007660,이수페타시스,0,0,0,2547835.0,5765629.0,8313464.0,2
2026-06-08,ENTER,420770,기가비스,0,0,0,0.0,8313464.0,8313464.0,3
2026-06-09,EXIT,007660,이수페타시스,-22.36,-22.58,-625727.0,2145428.0,5542309.0,7687737.0,2
2026-06-09,EXIT,420770,기가비스,-15.07,-15.29,-389564.0,4303699.0,2994474.0,7298173.0,1
2026-06-10,ENTER,011070,LG이노텍,0,0,0,1870975.0,5427199.0,7298173.0,2
2026-06-10,ENTER,181710,NHN,0,0,0,0.0,7298173.0,7298173.0,3
2026-06-11,EXIT,440110,파두,-15.08,-15.3,-458155.0,2536320.0,4303699.0,6840019.0,2
2026-06-11,ENTER,009155,삼성전기우,0,0,0,256313.0,6583705.0,6840019.0,3
2026-06-12,EXIT,181710,NHN,-15.0,-15.22,-284762.0,1842526.0,4712731.0,6555256.0,2
2026-06-17,ENTER,353200,대덕전자,0,0,0,0.0,6555256.0,6555256.0,3
2026-06-22,EXIT,009155,삼성전기우,36.52,36.3,827642.0,3107648.0,4275250.0,7382899.0,2
2026-06-23,ENTER,252990,샘씨엔에스,0,0,0,646682.0,6736216.0,7382899.0,3
2026-06-24,EXIT,011070,LG이노텍,-9.5,-9.72,-236461.0,2842946.0,4303492.0,7146438.0,2
2026-06-24,EXIT,353200,대덕전자,-15.03,-15.25,-280985.0,4404486.0,2460966.0,6865453.0,1
2026-06-24,ENTER,019210,와이지-원,0,0,0,2116002.0,4749450.0,6865453.0,2
2026-06-25,EXIT,252990,샘씨엔에스,-15.0,-15.22,-374559.0,4202409.0,2288484.0,6490893.0,1
2026-06-26,ENTER,080220,제주반도체,0,0,0,2038778.0,4452115.0,6490893.0,2
2026-06-29,ENTER,009155,삼성전기우,0,0,0,0.0,6490893.0,6490893.0,3
2026-06-30,EXIT,080220,제주반도체,-15.07,-15.29,-330819.0,1832812.0,4327262.0,6160074.0,2
2026-06-30,ENTER,000660,SK하이닉스,0,0,0,0.0,6160074.0,6160074.0,3
2026-07-03,EXIT,000660,SK하이닉스,-15.03,-15.25,-279504.0,1553308.0,4327262.0,5880570.0,2
2026-07-03,ENTER,037710,광주신세계,0,0,0,0.0,5880570.0,5880570.0,3
2026-07-06,EXIT,009155,삼성전기우,-15.06,-15.28,-311525.0,1727253.0,3841792.0,5569045.0,2
2026-07-06,ENTER,062040,산일전기,0,0,0,0.0,5569045.0,5569045.0,3
2026-07-07,EXIT,019210,와이지-원,30.88,30.66,701649.0,2990133.0,3280561.0,6270694.0,2
2026-07-07,EXIT,062040,산일전기,-15.13,-15.35,-265133.0,4452253.0,1553308.0,6005561.0,1
2026-07-07,ENTER,281820,케이씨텍,0,0,0,2450399.0,3555162.0,6005561.0,2
2026-07-08,EXIT_FINAL,037710,광주신세계,3.45,3.23,50172.0,4053879.0,2001854.0,6055733.0,1
2026-07-08,EXIT_FINAL,281820,케이씨텍,-5.97,-6.19,-123915.0,5931818.0,0,5931818.0,0
