시장,종목명,종목코드,업종,종가,거래대금(억원),시가총액(억원),거래대금(원),RSI14,MFI14,이격도,BB_BW,TTM_SQUEEZE,TTM_SQUEEZE_CNT,BB_SQUEEZE_BW,ret_1d_%,ret_5d_%,ret_10d_%,ret_20d_%,ret_60d_%,ret_120d_%,rel_20d_%,rel_60d_%,rel_120d_%,RES_RATIO,RES_RATIO_NEAR,IS_ABOVE_POC,POC_GAP,NEAR_THRES,Low_Trend_PCT,RSI_Rising,BB_Expanding,Vol_Quality,Range_Pos,추천매수가,손절가,추천매도가1,추천매도가2,추천매도가3,TP1_METHOD,TP1_PROB,TP2_METHOD,TP2_PROB,TP3_METHOD,TP3_PROB,EXEC_RULE_ID,STOP_PCT,MAX_LOSS_PCT,RR_MULT,STOP_REASON,ENTRY_ACTION,POSITION_PCT,TRIGGER,Above_MA20,SUPERTREND_DIR,SUPERTREND_VAL,VWAP,VWAP_GAP,MACD_Slope_PCT,거래강도,V_POWER,IS_SWING_SUPPORT,주봉20선_상회,주봉추세,HMA20,HMA_Trend,HMA_On,OBV_Div,외인순매수,기관순매수,메이저순매수,gap_pct,_data_length,consecutive_limit_up,MTF_WEEKLY_TREND,MTF_MONTHLY_TREND,MTF_DATA_SUFFICIENT,개인순매수,업종_상세,업종_대분류,SECTOR_RET_5D,SECTOR_RS,SECTOR_RANK,ML_SCORE,ML_STATUS,TRIGGER_SCORE,RAW_TRIGGER_SCORE,EBS,PASS_EBS,STRUCT_SCORE,TIMING_SCORE,AI_SCORE,FINAL_SCORE,DISPLAY_SCORE,W_STRUCT,W_TIMING,W_AI,SCORING_AXES,BLOCK_REASON
KOSPI,SK하이닉스,000660,반도체 제조업,1225000,65580.17,8730604.0,6558016801135.0,86.7,80.1,19.74,54.98,0,0,0,0.16,6.06,22.75,31.3,59.71,135.12,20.81,27.93,77.91,0.0,0.0,1,110.33,9.4,23.57,1,0,0.88,0.91,1074000.0,950000.0,1267000.0,1305000.0,1413000.0,SWING_20D,80,BB_UPPER,75,FIBO_1.272,40,v1_sl_first_gap_at_open,11.55,4.0,1.6,NORMAL+PM_BLOCK_INTRADAY+EF:RSI 80+ 과열 분할 진입+ENTRY:split,split,50.0,,1,1,1062800.0,945702,29.53,0.0066,1.23,0.68,False,O,▲,1237968,▲,X,X,0,0,0,-0.25,250,0,1,1,1,0.0,반도체 제조업,반도체,9.299,25.762,1.0,23.4,OK,51.913814069016986,51.913814069016986,4,1,79.9,61.7,23.4,61.3,61.3,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,[RSI극단: RSI 85+ 극단과열]
KOSPI,대우건설,047040,건물 건설업,33250,13096.27,136626.8,1309627271775.0,91.4,84.8,42.25,103.3,0,0,0,2.15,16.26,42.4,109.12,543.13,756.96,98.63,511.35,699.75,0.017,0.017,1,84.04,12.0,46.96,1,0,1.81,0.86,24550.0,20850.0,36200.0,44800.0,55700.0,SWING_20D,80,FIBO_1.272,40,FIBO_1.618,25,v1_sl_first_gap_at_open,15.07,4.0,3.1,NORMAL+PM_BLOCK_INTRADAY+EF:RSI 80+ 과열 분할 진입+ENTRY:split,split,50.0,,1,1,24775.0,17239,92.87,0.0782,0.78,1.48,False,O,▲,32597,▲,O,X,0,0,0,5.22,250,0,1,1,1,0.0,건물 건설업,건설·부동산,4.978571428571429,27.57428571428571,2.0,83.7,OK,38.8004308272359,38.8004308272359,6,1,90.5,36.4,83.7,67.5,67.5,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,[RSI극단: RSI 85+ 극단과열]
KOSPI,삼성전기,009150,전자부품 제조업,774000,8646.27,578129.2,864627267000.0,89.4,86.8,37.92,92.18,0,0,0,-4.68,21.13,50.0,69.37,184.56,233.62,58.88,152.78,176.41,0.014,0.014,1,170.0,11.4,33.67,1,0,0.93,0.9,589000.0,503000.0,816000.0,966000.0,1156000.0,SWING_20D,80,FIBO_1.272,40,FIBO_1.618,25,v1_sl_first_gap_at_open,14.6,4.0,2.6,NORMAL+PM_BLOCK_INTRADAY+EF:RSI 80+ 과열 분할 진입+ENTRY:split,split,50.0,,1,1,660400.0,438700,76.43,0.2825,1.54,1.23,False,O,▲,762809,▲,O,X,0,0,0,-1.97,250,0,1,1,1,0.0,전자부품 제조업,IT/전기전자,4.6357,18.6759,4.0,76.8,OK,69.0,69.0,4,1,80.1,76.1,76.8,77.8,77.8,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,[RSI극단: RSI 85+ 극단과열]
KOSPI,삼성SDI,006400,일차전지 및 이차전지 제조업,630000,7669.79,507688.8,766978572000.0,85.4,77.8,29.04,61.5,0,0,0,-4.4,31.66,31.25,58.89,68.9,101.92,48.4,37.12,44.71,0.012,0.012,1,60.02,10.7,23.47,1,0,1.05,0.82,513000.0,448000.0,686000.0,778000.0,895000.0,SWING_20D,80,FIBO_1.272,40,FIBO_1.618,25,v1_sl_first_gap_at_open,12.67,4.0,2.7,NORMAL+PM_BLOCK_INTRADAY+EF:RSI 80+ 과열 분할 진입+ENTRY:split,split,50.0,,1,1,563000.0,434584,44.97,0.6478,1.22,1.12,False,O,▲,586588,▲,O,X,0,0,0,-0.3,250,0,1,1,1,0.0,일차전지 및 이차전지 제조업,2차전지,12.783846153846154,20.216923076923077,3.0,59.5,OK,69.0,69.0,4,1,80.4,80.2,59.5,76.1,76.1,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,[RSI극단: RSI 85+ 극단과열]
KOSPI,삼성전자우,005935,전기전자,156200,7305.48,1253303.8,730548045900.0,85.7,82.4,14.27,35.26,0,0,0,3.24,4.83,13.44,23.67,40.34,101.03,13.18,8.56,43.82,0.0,0.0,1,105.33,6.8,19.38,1,0,0.73,0.9,153900.0,140900.0,160800.0,175500.0,194200.0,SWING_20D,80,FIBO_1.272,40,FIBO_1.618,25,v1_sl_first_gap_at_open,8.45,4.0,0.5,NORMAL+PM_BLOCK_INTRADAY+EF:RSI 80+ 과열 분할 진입+ENTRY:split,split,50.0,,1,1,141840.0,130506,19.69,-0.0015,1.31,0.71,False,O,▲,153388,▲,O,X,42799,12184,54983,2.12,250,0,1,1,1,0.0,전기전자,IT/전기전자,4.6357,18.6759,4.0,49.1,OK,50.66613033952016,50.66613033952016,2,0,54.5,56.3,49.1,54.1,54.1,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,[RSI극단: RSI 85+ 극단과열]
KOSPI,LS ELECTRIC,010120,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",217000,6846.73,325500.0,684673484150.0,91.4,74.3,26.89,44.5,0,0,0,11.74,15.06,37.69,30.1,113.16,182.18,19.61,81.38,124.97,0.026,0.026,1,137.45,9.9,10.21,1,0,1.4,0.84,179600.0,156300.0,231500.0,268500.0,315000.0,SWING_20D,80,FIBO_1.272,40,FIBO_1.618,25,v1_sl_first_gap_at_open,12.97,4.0,2.2,NORMAL+PM_BLOCK_INTRADAY+EF:갭 7%+ 분할 진입 + 당일 10%+ 급등 분할 진입 + RSI 80+ 과열 분할 진입+ENTRY:split,split,50.0,,1,1,178790.0,149586,45.07,0.0696,3.24,-0.08,False,O,▲,197711,▲,O,X,0,0,0,8.91,250,0,1,1,1,0.0,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",인프라·에너지,7.820000000000001,12.607333333333333,6.0,41.8,OK,19.322436894815347,19.322436894815347,6,1,85.1,10.4,41.8,46.6,46.6,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,[RSI극단: RSI 85+ 극단과열]
KOSDAQ,미래에셋벤처투자,100790,기타 금융업,59000,6032.82,31343.5,603282284050.0,89.4,91.6,65.23,117.14,0,0,0,2.25,52.45,106.29,108.85,345.96,611.7,98.36,314.18,554.49,0.021,0.021,1,308.51,12.0,6.08,1,0,1.76,0.87,37500.0,31850.0,64000.0,78000.0,95700.0,SWING_20D,80,FIBO_1.272,40,FIBO_1.618,25,v1_sl_first_gap_at_open,15.07,5.0,4.7,NORMAL+PM_BLOCK_INTRADAY+EF:RSI 80+ 과열 분할 진입+ENTRY:split,split,50.0,,1,1,38580.0,30304,94.69,0.482,1.32,2.37,False,O,▲,51082,▲,O,X,0,0,0,-0.87,250,0,1,1,1,0.0,기타 금융업,금융,2.9812820512820513,5.263589743589744,9.0,67.9,OK,85.5,85.5,6,1,90.0,90.2,67.9,85.7,85.7,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,[연속급등: 5일 수익률 40%+ 과열][RSI극단: RSI 85+ 극단과열]
KOSPI,SK스퀘어,402340,기타 금융업,728000,4832.86,960657.1,483285897000.0,91.2,80.6,23.49,64.07,0,0,0,1.11,5.51,30.0,30.47,63.41,167.65,19.98,31.63,110.44,0.01,0.01,1,27.98,10.5,18.48,1,0,0.76,0.87,619000.0,539000.0,767000.0,858000.0,973000.0,SWING_20D,80,FIBO_1.272,40,FIBO_1.618,25,v1_sl_first_gap_at_open,12.92,4.0,1.9,NORMAL+PM_BLOCK_INTRADAY+EF:RSI 80+ 과열 분할 진입+ENTRY:split,split,50.0,,1,1,624600.0,566198,28.58,-0.0479,1.13,0.09,False,O,▲,739970,▲,X,X,44408,8008,52416,0.83,250,0,1,1,1,0.0,기타 금융업,금융,2.9812820512820513,5.263589743589744,9.0,55.7,OK,52.664900255434986,52.664900255434986,2,0,50.8,54.1,55.7,53.1,53.1,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,[RSI극단: RSI 85+ 극단과열]
KOSPI,HD현대일렉트릭,267260,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",1129000,2224.71,406972.2,222470825000.0,87.0,75.8,14.71,37.84,0,0,0,3.58,4.06,15.2,16.99,27.71,34.56,6.5,-4.07,-22.65,0.01,0.01,1,35.32,8.4,17.47,1,0,1.0,0.94,1112000.0,1009000.0,1149000.0,1279000.0,1361000.0,SWING_20D,80,ATR_3.5x,45,FIBO_1.618,25,v1_sl_first_gap_at_open,9.26,4.0,0.4,NORMAL+PM_BLOCK_INTRADAY+EF:RSI 80+ 과열 분할 진입+ENTRY:split,split,50.0,,1,1,985200.0,963940,17.12,-0.1366,1.37,-0.04,False,O,▲,1122234,▲,O,X,21451,6774,28225,2.94,250,0,1,1,1,0.0,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",인프라·에너지,7.820000000000001,12.607333333333333,6.0,20.5,OK,66.19590262838258,66.19590262838258,2,0,86.9,73.2,20.5,68.1,68.1,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,[RSI극단: RSI 85+ 극단과열]
KOSPI,한화엔진,082740,일반 목적용 기계 제조업,70100,1718.71,58496.4,171870850650.0,85.8,93.3,40.95,63.64,0,0,0,3.85,45.44,54.07,42.48,31.03,45.44,31.99,-0.75,-11.77,0.0,0.0,1,28.46,11.1,3.62,1,0,2.53,0.96,52200.0,44750.0,71200.0,79100.0,89100.0,SWING_20D,80,FIBO_1.272,40,FIBO_1.618,25,v1_sl_first_gap_at_open,14.27,4.0,2.6,NORMAL+PM_BLOCK_INTRADAY+EF:RSI 80+ 과열 분할 진입+ENTRY:split,split,50.0,,1,1,54335.0,54550,28.5,0.623,2.26,2.9,False,O,▲,59884,▲,O,X,0,0,0,-1.19,250,0,1,1,1,0.0,일반 목적용 기계 제조업,조선·기계·설비,8.71942857142857,10.949,8.0,20.6,OK,84.0,84.0,6,1,94.4,89.3,20.6,77.6,77.6,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,[연속급등: 5일 수익률 40%+ 과열][RSI극단: RSI 85+ 극단과열]
