시장,종목명,종목코드,종가,거래대금(억원),시가총액(억원),RSI14,乖離%,MACD_hist,MACD_slope,Vol_Z,ret_5d_%,ret_10d_%,EBS,통과,근거,추천매수가,추천매도가1,추천매도가2,손절가
KOSPI,카카오,035720,63800,2061.68,282199.0,60.2,2.67,101.4417,15.54849,0.67,1.75,-5.76,5,초입,"RSI 45~65, MACD상승, MA20 근처, MACD>sig, 과열아님",62760,65250,67730,60280
KOSPI,삼성전자우,005935,78600,1867.04,641356.1,53.7,-0.13,-889.294,43.57063,0.59,0.77,-1.63,5,초입,"RSI 45~65, MACD상승, MA20 근처, 상승구조, 과열아님",78600,80860,83120,76340
KOSPI,한미약품,128940,479500,1856.56,61428.7,75.7,19.06,5134.5318,866.58163,1.61,4.47,21.86,5,초입,"MACD상승, 거래량증가, 상승구조, MACD>sig, 과열아님",406750,422860,438970,390640
KOSPI,신한지주,055550,81400,1598.21,395192.9,71.7,8.17,473.5454,157.04246,1.37,8.1,9.41,5,초입,"MACD상승, 거래량증가, 상승구조, MACD>sig, 과열아님",76000,79010,82020,72990
KOSPI,기아,000270,118600,1471.19,467034.1,56.4,3.33,-198.3043,295.45772,0.94,6.85,2.42,5,초입,"RSI 45~65, MACD상승, MA20 근처, 상승구조, 과열아님",115920,120510,125100,111330
KOSPI,유한양행,000100,119800,1266.54,95802.2,56.8,2.42,-119.2452,400.20917,2.45,2.83,2.22,5,초입,"RSI 45~65, MACD상승, MA20 근처, 거래량증가, 과열아님",118130,122810,127490,113460
KOSPI,LG에너지솔루션,373220,475500,1231.87,1112670.0,59.6,1.64,-4284.4796,132.23794,0.5,2.48,-7.49,5,초입,"RSI 45~65, MACD상승, MA20 근처, 상승구조, 과열아님",472500,491220,509930,453790
KOSPI,삼성증권,016360,83300,1022.85,74386.9,63.7,8.28,221.5389,471.12622,2.51,13.49,7.07,5,초입,"RSI 45~65, MACD상승, 거래량증가, 상승구조, MACD>sig",77700,80780,83850,74620
KOSPI,SK바이오팜,326030,127800,879.13,100084.3,80.1,12.55,962.4886,384.41327,2.08,5.97,11.52,5,초입,"MACD상승, 거래량증가, 상승구조, MACD>sig, 과열아님",114680,119220,123760,110140
KOSDAQ,에이프릴바이오,397030,35200,752.87,8083.8,64.7,9.18,-76.1972,105.18008,2.17,-4.09,17.53,5,초입,"RSI 45~65, MACD상승, 거래량증가, 상승구조, 과열아님",32560,33850,35140,31270
KOSPI,포스코퓨처엠,003670,215000,619.0,191234.4,56.1,0.12,-3605.8011,211.66351,0.39,0.7,-8.32,5,초입,"RSI 45~65, MACD상승, MA20 근처, 상승구조, 과열아님",215000,221690,228380,208310
KOSPI,한올바이오파마,009420,40700,594.9,21261.9,61.3,7.08,251.6883,-261.99634,1.32,-8.33,17.97,5,초입,"RSI 45~65, 거래량증가, 상승구조, MACD>sig, 과열아님",38390,39910,41430,36870
KOSDAQ,오스코텍,039200,50000,489.71,19129.1,73.8,17.81,667.6604,215.62877,3.1,7.07,22.55,5,초입,"MACD상승, 거래량증가, 상승구조, MACD>sig, 과열아님",42860,44560,46260,41170
KOSPI,SK이노베이션,096770,126500,486.94,213851.8,52.0,0.97,-1295.112,394.20025,0.62,4.63,-7.66,5,초입,"RSI 45~65, MACD상승, MA20 근처, 상승구조, 과열아님",126500,131470,136440,121530
KOSPI,OCI홀딩스,010060,119600,439.77,22502.6,63.2,7.33,-459.3588,316.79502,1.68,3.82,1.44,5,초입,"RSI 45~65, MACD상승, 거래량증가, 상승구조, 과열아님",112540,117000,121460,108090
KOSPI,기업은행,024110,20750,373.94,165465.9,69.5,6.15,136.3549,42.53122,1.57,7.4,7.51,5,초입,"MACD상승, 거래량증가, 상승구조, MACD>sig, 과열아님",19740,20400,21060,19080
KOSPI,부국증권,001270,74700,339.88,7746.3,61.3,9.43,537.5721,305.91646,5.24,15.99,8.73,5,초입,"RSI 45~65, MACD상승, 거래량증가, 상승구조, MACD>sig",68940,71670,74400,66210
KOSPI,카카오페이,377300,53500,336.55,72298.4,55.3,2.57,205.4528,138.10411,1.05,5.31,-0.37,5,초입,"RSI 45~65, MACD상승, MA20 근처, MACD>sig, 과열아님",52680,54770,56850,50600
KOSPI,NH투자증권,005940,22450,328.55,79999.3,63.9,8.68,171.5717,78.1615,1.37,10.59,12.53,5,초입,"RSI 45~65, MACD상승, 거래량증가, 상승구조, MACD>sig",20860,21690,22520,20040
KOSPI,대한항공,003490,22300,297.64,82113.2,46.6,0.28,33.6365,31.6753,0.92,1.36,0.9,5,초입,"RSI 45~65, MACD상승, MA20 근처, MACD>sig, 과열아님",22300,22940,23580,21660
KOSPI,SK텔레콤,017670,54100,290.91,116201.4,49.0,0.77,150.7296,32.33309,0.6,2.66,0.0,5,초입,"RSI 45~65, MACD상승, MA20 근처, MACD>sig, 과열아님",54100,55400,56690,52800
KOSPI,금호석유화학,011780,120700,280.71,31420.3,59.0,4.98,-52.3212,458.20018,2.36,7.86,3.25,5,초입,"RSI 45~65, MACD상승, 거래량증가, 상승구조, 과열아님",116120,120720,125320,111520
KOSPI,LG,003550,85400,275.0,131705.2,57.9,5.29,241.8006,15.72334,0.78,7.15,2.4,5,초입,"RSI 45~65, MACD상승, 상승구조, MACD>sig, 과열아님",81920,85170,88410,78680
KOSPI,한온시스템,018880,4400,263.91,29865.6,64.4,6.49,15.8385,-12.74285,1.49,-2.22,3.17,5,초입,"RSI 45~65, 거래량증가, 상승구조, MACD>sig, 과열아님",4170,4340,4500,4010
KOSPI,삼성에스디에스,018260,175300,260.39,135643.3,56.6,1.5,-605.1951,14.54254,0.52,-1.41,-2.88,5,초입,"RSI 45~65, MACD상승, MA20 근처, 상승구조, 과열아님",174440,181350,188250,167530
KOSPI,CJ,001040,170500,248.07,49746.8,47.7,-0.22,233.3586,16.33207,0.98,4.6,-1.39,5,초입,"RSI 45~65, MACD상승, MA20 근처, MACD>sig, 과열아님",170500,175260,180010,165740
KOSDAQ,에프에스티,036810,36800,236.83,8079.9,58.8,4.32,-369.9398,225.86094,1.54,8.88,0.82,5,초입,"RSI 45~65, MACD상승, 거래량증가, 상승구조, 과열아님",35630,37040,38450,34220
KOSDAQ,에스티팜,237690,100200,209.85,20743.1,64.8,2.86,-44.0359,138.88878,0.75,0.5,-0.6,5,초입,"RSI 45~65, MACD상승, MA20 근처, 상승구조, 과열아님",98390,102290,106180,94490
KOSDAQ,오름테라퓨틱,475830,53900,196.87,11404.5,80.4,24.8,710.3211,1.6234,1.21,8.67,29.41,5,초입,"MACD상승, 거래량증가, 상승구조, MACD>sig, 과열아님",43620,45350,47070,41890
KOSDAQ,리노공업,058470,56900,187.52,43364.5,48.0,-0.79,-408.463,27.79611,0.64,2.71,-2.57,5,초입,"RSI 45~65, MACD상승, MA20 근처, 상승구조, 과열아님",56900,58170,59430,55630
KOSPI,포스코DX,022100,26800,183.63,40745.3,52.0,0.45,-268.8821,16.28922,0.46,-3.42,-3.6,5,초입,"RSI 45~65, MACD상승, MA20 근처, 상승구조, 과열아님",26800,27720,28640,25880
KOSPI,디아이,003160,24150,173.98,6834.4,52.3,3.59,-293.2187,51.05417,0.37,5.92,1.9,5,초입,"RSI 45~65, MACD상승, MA20 근처, 상승구조, 과열아님",23550,24480,25410,22610
KOSPI,KT,030200,49450,171.49,124624.7,46.5,-0.08,80.008,47.63747,0.61,2.06,-0.6,5,초입,"RSI 45~65, MACD상승, MA20 근처, MACD>sig, 과열아님",49450,50600,51740,48300
KOSPI,롯데관광개발,032350,18940,154.15,15064.8,47.6,2.1,10.6459,35.57084,0.76,10.95,2.27,5,초입,"RSI 45~65, MACD상승, MA20 근처, 상승구조, MACD>sig",18740,19480,20220,17990
KOSDAQ,HK이노엔,195940,50500,154.1,14306.6,55.5,2.59,-26.6806,18.44603,1.14,2.64,3.38,5,초입,"RSI 45~65, MACD상승, MA20 근처, 상승구조, 과열아님",49720,51690,53660,47750
KOSDAQ,지놈앤컴퍼니,314130,3240,148.46,1007.2,65.9,9.66,0.5369,10.18786,6.9,-2.26,14.08,5,초입,"MACD상승, 거래량증가, 상승구조, MACD>sig, 과열아님",2980,3100,3220,2870
KOSPI,CJ제일제당,097950,232500,140.74,35001.0,49.3,0.83,89.3923,343.68351,1.0,3.33,-0.43,5,초입,"RSI 45~65, MACD상승, MA20 근처, MACD>sig, 과열아님",232500,239440,246380,225560
KOSDAQ,셀비온,308430,18400,135.98,2361.0,63.1,9.0,369.8812,61.92869,1.94,5.08,15.07,5,초입,"RSI 45~65, MACD상승, 거래량증가, MACD>sig, 과열아님",17050,17720,18400,16370
KOSPI,진원생명과학,011000,2275,118.69,1943.1,58.4,6.37,17.1463,12.10634,7.7,7.57,6.31,5,초입,"RSI 45~65, MACD상승, 거래량증가, MACD>sig, 과열아님",2160,2250,2330,2070
KOSDAQ,미코,059090,15120,118.68,5052.6,48.7,-0.35,9.3444,33.58507,0.74,7.16,-1.24,5,초입,"RSI 45~65, MACD상승, MA20 근처, MACD>sig, 과열아님",15120,15520,15930,14720
KOSDAQ,ISC,095340,78800,114.09,16703.3,51.1,-0.61,-450.8168,43.86192,0.67,6.49,-0.88,5,초입,"RSI 45~65, MACD상승, MA20 근처, 상승구조, 과열아님",78800,80700,82600,76900
KOSPI,JB금융지주,175330,24050,112.82,45979.5,63.9,5.34,194.4645,26.69426,1.27,6.42,9.07,5,초입,"RSI 45~65, MACD상승, 거래량증가, MACD>sig, 과열아님",23060,23970,24880,22150
KOSPI,케이씨텍,281820,43100,112.37,8917.5,63.8,10.44,375.8628,161.3193,1.72,16.33,11.51,5,초입,"RSI 45~65, MACD상승, 거래량증가, 상승구조, MACD>sig",39420,40980,42540,37850
KOSDAQ,위메이드,112040,29150,112.12,9896.0,58.3,5.88,116.3664,140.23705,2.65,7.37,4.29,5,초입,"RSI 45~65, MACD상승, 거래량증가, MACD>sig, 과열아님",27810,28910,30010,26700
KOSDAQ,피아이이,452450,8650,109.33,3103.5,55.9,1.38,21.5058,-13.88256,0.45,6.79,3.47,5,초입,"RSI 45~65, MA20 근처, 상승구조, MACD>sig, 과열아님",8620,8960,9300,8280
KOSDAQ,포스코엠텍,009520,16050,107.6,6683.7,47.3,2.02,-96.5925,40.61727,0.72,5.38,-1.47,5,초입,"RSI 45~65, MACD상승, MA20 근처, 상승구조, 과열아님",15890,16520,17150,15260
KOSPI,맥쿼리인프라,088980,11310,105.59,54166.1,48.6,0.69,27.1048,5.46339,0.6,2.35,1.53,5,초입,"RSI 45~65, MACD상승, MA20 근처, MACD>sig, 과열아님",11310,11520,11720,11100
KOSDAQ,선익시스템,171090,51300,100.85,4903.5,60.7,0.55,-417.2806,-158.80305,3.05,-5.87,-5.0,5,초입,"RSI 45~65, MA20 근처, 거래량증가, 상승구조, 과열아님",51300,53110,54920,49490
KOSPI,한화투자증권,003530,5350,98.53,11478.3,53.5,-0.07,2.8943,15.51357,0.6,5.52,-2.37,5,초입,"RSI 45~65, MACD상승, MA20 근처, MACD>sig, 과열아님",5350,5510,5660,5190
KOSDAQ,솔브레인,357780,275000,98.42,21391.1,50.9,-1.0,-1785.3457,392.78434,0.81,1.48,-5.66,5,초입,"RSI 45~65, MACD상승, MA20 근처, 상승구조, 과열아님",275000,280560,286120,269440
KOSDAQ,솔트룩스,304100,31450,97.19,3960.8,56.7,1.5,8.5678,56.10101,0.76,-1.41,-0.47,5,초입,"RSI 45~65, MACD상승, MA20 근처, MACD>sig, 과열아님",31290,32530,33770,30060
KOSPI,KCC,002380,430000,96.76,38211.8,54.6,2.34,-1373.0018,703.29181,0.78,6.04,-5.08,5,초입,"RSI 45~65, MACD상승, MA20 근처, 상승구조, 과열아님",424380,441180,457990,407570
KOSPI,LG유플러스,032640,15550,93.41,66838.3,55.7,2.31,74.2681,-15.42196,0.6,3.87,1.97,5,초입,"RSI 45~65, MA20 근처, 상승구조, MACD>sig, 과열아님",15350,15960,16570,14740
KOSDAQ,오르비텍,046120,4105,93.07,1126.8,47.8,2.53,-6.929,2.29094,1.01,4.85,-3.41,5,초입,"RSI 45~65, MACD상승, MA20 근처, 상승구조, 과열아님",4040,4200,4360,3880
KOSPI,삼아알미늄,006110,25750,91.2,3788.3,49.3,3.63,-134.3039,183.64886,3.01,10.04,-1.72,5,초입,"RSI 45~65, MACD상승, MA20 근처, 거래량증가, 상승구조",25100,26090,27080,24100
KOSDAQ,샘씨엔에스,252990,7490,89.44,4373.3,59.5,2.79,-79.8456,12.29362,0.81,-9.1,3.45,5,초입,"RSI 45~65, MACD상승, MA20 근처, 상승구조, 과열아님",7360,7650,7940,7070
KOSDAQ,코스메카코리아,241710,75100,87.34,8020.7,58.3,9.15,760.1656,77.16788,0.97,8.37,15.01,5,초입,"RSI 45~65, MACD상승, 상승구조, MACD>sig, 과열아님",69490,72250,75000,66740
KOSDAQ,네오셈,253590,12330,86.01,5409.1,57.8,3.91,-83.4235,42.27126,1.06,9.31,3.44,5,초입,"RSI 45~65, MACD상승, MA20 근처, 상승구조, 과열아님",11980,12460,12930,11510
KOSPI,미래에셋증권2우B,00680K,10250,84.66,14093.8,54.0,-0.96,-109.0958,15.67079,0.96,-0.58,-6.22,5,초입,"RSI 45~65, MACD상승, MA20 근처, 상승구조, 과열아님",10250,10460,10670,10040
KOSPI,씨에스윈드,112610,44200,76.13,18639.8,53.0,0.26,-128.418,55.32291,0.67,1.61,-3.18,5,초입,"RSI 45~65, MACD상승, MA20 근처, 상승구조, 과열아님",44200,45640,47070,42760
KOSPI,신풍제약,019170,14470,75.39,7666.9,59.5,4.57,26.2825,11.50274,0.59,2.19,3.28,5,초입,"RSI 45~65, MACD상승, 상승구조, MACD>sig, 과열아님",13980,14530,15080,13420
KOSPI,HL홀딩스,060980,43650,74.8,4021.7,64.6,9.13,213.7782,327.25024,5.32,14.72,10.65,5,초입,"RSI 45~65, MACD상승, 거래량증가, 상승구조, MACD>sig",40400,42000,43600,38800
KOSPI,넷마블,251270,56000,71.8,48134.0,50.5,1.93,266.8643,134.88243,0.57,3.13,1.82,5,초입,"RSI 45~65, MACD상승, MA20 근처, MACD>sig, 과열아님",55490,57690,59880,53290
KOSPI,효성티앤씨,298020,222000,70.91,9607.5,57.0,4.72,765.1253,1050.42951,2.09,9.36,1.37,5,초입,"RSI 45~65, MACD상승, 거래량증가, MACD>sig, 과열아님",214120,222600,231080,205640
KOSDAQ,SFA반도체,036540,4685,70.86,7705.0,62.8,6.93,-1.085,17.03795,1.45,7.7,7.58,5,초입,"RSI 45~65, MACD상승, 거래량증가, 상승구조, 과열아님",4430,4600,4780,4250
KOSDAQ,헥토파이낸셜,234340,16300,70.54,2277.2,52.2,0.93,-14.8769,65.18704,1.6,5.09,-5.01,5,초입,"RSI 45~65, MACD상승, MA20 근처, 거래량증가, 과열아님",16300,16930,17570,15670
KOSDAQ,다원시스,068240,4130,69.16,1576.1,53.2,0.35,88.5972,31.37066,1.61,15.36,4.56,5,초입,"RSI 45~65, MACD상승, MA20 근처, 거래량증가, MACD>sig",4130,4270,4410,3990
KOSPI,농심,004370,431500,68.18,26246.6,48.3,-0.12,-435.1935,218.50469,0.5,-0.8,-0.69,5,초입,"RSI 45~65, MACD상승, MA20 근처, 상승구조, 과열아님",431500,443940,456370,419060
KOSPI,한화생명,088350,3275,67.33,28444.4,62.6,5.34,19.1348,12.09904,1.4,8.99,5.31,5,초입,"RSI 45~65, MACD상승, 거래량증가, MACD>sig, 과열아님",3140,3260,3390,3020
KOSDAQ,제주반도체,080220,20700,64.89,7129.7,49.6,-0.29,-176.6297,63.52299,0.45,3.92,-1.9,5,초입,"RSI 45~65, MACD상승, MA20 근처, 상승구조, 과열아님",20700,21260,21830,20140
KOSDAQ,지노믹트리,228760,24300,63.73,5924.8,66.3,13.71,276.3012,9.0635,1.36,-9.67,20.6,5,초입,"MACD상승, 거래량증가, 상승구조, MACD>sig, 과열아님",21580,22440,23290,20730
KOSDAQ,수젠텍,253840,7190,62.72,1203.8,58.3,4.76,47.3295,8.50577,1.89,2.57,7.31,5,초입,"RSI 45~65, MACD상승, 거래량증가, MACD>sig, 과열아님",6930,7210,7480,6660
KOSDAQ,덕산하이메탈,077360,6870,62.65,3121.5,53.7,1.82,-35.8243,8.20946,0.67,8.02,-0.72,5,초입,"RSI 45~65, MACD상승, MA20 근처, 상승구조, 과열아님",6810,7080,7350,6550
KOSPI,GS건설,006360,18900,59.76,16174.9,51.7,1.34,17.808,24.96958,0.68,4.02,-1.05,5,초입,"RSI 45~65, MACD상승, MA20 근처, MACD>sig, 과열아님",18840,19580,20330,18090
KOSDAQ,대주전자재료,078600,76100,59.15,11780.7,53.5,-0.48,-490.552,83.02408,0.32,1.74,-5.82,5,초입,"RSI 45~65, MACD상승, MA20 근처, 상승구조, 과열아님",76100,78020,79950,74180
KOSPI,부광약품,003000,3910,58.0,3857.8,67.6,5.2,7.4164,8.31483,2.37,3.03,3.44,5,초입,"MACD상승, 거래량증가, 상승구조, MACD>sig, 과열아님",3750,3900,4050,3610
KOSDAQ,카카오게임즈,293490,16870,55.48,15147.1,62.8,4.92,63.9163,23.34147,1.08,1.26,3.24,5,초입,"RSI 45~65, MACD상승, 상승구조, MACD>sig, 과열아님",16240,16880,17530,15600
KOSPI,종근당,185750,85900,55.01,11856.6,71.9,4.01,250.0004,111.90861,1.54,1.06,3.49,5,초입,"MACD상승, 거래량증가, 상승구조, MACD>sig, 과열아님",83410,86310,89220,80510
KOSPI,HL만도,204320,37400,53.99,17562.0,55.7,1.59,-19.6358,2.28194,0.49,3.46,0.67,5,초입,"RSI 45~65, MACD상승, MA20 근처, 상승구조, 과열아님",37180,38660,40130,35710
KOSDAQ,더즌,462860,4010,53.79,2875.7,42.0,-0.26,15.6075,18.51273,1.96,4.97,-2.2,5,초입,"MACD상승, MA20 근처, 거래량증가, MACD>sig, 과열아님",4010,4120,4230,3900
KOSPI,OCI,456040,62200,52.78,5568.5,57.9,3.69,-90.5108,193.63662,1.16,5.07,2.3,5,초입,"RSI 45~65, MACD상승, MA20 근처, 상승구조, 과열아님",60580,62980,65380,58190
KOSPI,TYM,002900,6490,52.51,2923.8,60.0,6.25,30.009,23.97896,1.29,11.9,4.34,5,초입,"RSI 45~65, MACD상승, 거래량증가, 상승구조, MACD>sig",6170,6410,6660,5930
KOSDAQ,에스티아이,039440,23550,50.17,3728.0,59.1,2.73,-73.2603,66.5171,1.02,8.53,-0.63,5,초입,"RSI 45~65, MACD상승, MA20 근처, 상승구조, 과열아님",23150,24070,24990,22240
KOSDAQ,블루엠텍,439580,5130,50.04,1736.3,51.5,0.44,25.9435,7.07158,0.99,-0.97,0.59,5,초입,"RSI 45~65, MACD상승, MA20 근처, MACD>sig, 과열아님",5130,5310,5480,4950
KOSDAQ,고영,098460,20500,4178.37,14074.2,65.7,17.42,353.0097,37.36994,2.12,25.92,22.1,4,초입,"MACD상승, 거래량증가, 상승구조, MACD>sig",17630,18330,19030,16940
KOSDAQ,올릭스,226950,139000,3592.63,27959.5,70.0,29.59,2300.5239,703.80793,2.2,17.1,42.71,4,초입,"MACD상승, 거래량증가, 상승구조, MACD>sig",108340,112630,116920,104050
KOSDAQ,재영솔루텍,049630,1835,2548.59,2006.5,73.8,52.96,47.0664,21.83859,3.75,30.6,60.26,4,초입,"MACD상승, 거래량증가, 상승구조, MACD>sig",1210,1260,1310,1160
KOSPI,현대차,005380,275500,2226.45,564107.6,63.0,4.81,-655.0565,52.00667,0.63,2.61,6.78,4,초입,"RSI 45~65, MACD상승, 상승구조, 과열아님",265480,275990,286510,254960
KOSDAQ,펩트론,087010,294000,1702.52,68553.0,61.6,10.22,3809.5988,1381.51508,2.63,12.21,10.94,4,초입,"RSI 45~65, MACD상승, 거래량증가, MACD>sig",269420,280090,290760,258750
KOSPI,롯데에너지머티리얼즈,020150,40200,1645.82,21050.9,80.1,43.71,1184.0847,565.43884,8.45,57.65,42.55,4,초입,"MACD상승, 거래량증가, 상승구조, MACD>sig",28250,29370,30490,27130
KOSPI,LG화학,051910,393500,1591.08,277780.9,52.2,2.29,-3169.4589,-426.98915,0.62,2.21,-5.64,4,초입,"RSI 45~65, MA20 근처, 상승구조, 과열아님",388520,403910,419300,373130
KOSPI,NAVER,035420,263500,1583.68,413306.7,61.4,1.42,-754.92,-79.57792,0.35,-5.39,-0.57,4,초입,"RSI 45~65, MA20 근처, 상승구조, 과열아님",262400,272790,283180,252010
KOSPI,대덕전자,353200,52300,1467.94,25845.1,84.4,35.07,1164.9612,242.15391,1.21,21.06,37.81,4,초입,"MACD상승, 거래량증가, 상승구조, MACD>sig",39110,40660,42200,37560
